21-48-01.005000,---------- 
21-48-31.679000,[R]: 50 
21-48-31.679000,[R]: 1 
21-48-31.680000,S 1 	RSSI: 50
21-48-31.683000,[R]: 2 
21-48-31.685000,[R]: 50 
21-48-31.688000,[R]: 1 
21-48-31.692000,S 1 	RSSI: 50
21-48-31.693000,[R]: 2 
21-48-31.694000,[R]: 50 
21-48-31.699000,[R]: 1 
21-48-31.702000,S 1 	RSSI: 52
21-48-31.707000,[R]: 2 
21-48-31.708000,[R]: 50 
21-48-31.709000,[R]: 1 
21-48-31.709000,S 1 	RSSI: 52
21-48-31.713000,[R]: 2 
21-48-31.714000,[R]: 50 
21-48-31.715000,[R]: 1 
21-48-31.715000,S 1 	RSSI: 53
21-48-31.716000,[R]: 2 
21-48-31.718000,[R]: 50 
21-48-31.727000,[R]: 1 
21-48-31.728000,S 1 	RSSI: 57
21-48-31.729000,[R]: 2 
21-48-31.729000,[R]: 50 
21-48-31.730000,[R]: 1 
21-48-31.731000,S 1 	RSSI: 58
21-48-31.734000,[R]: 2 
21-48-31.744000,[R]: 50 
21-48-31.745000,[R]: 1 
21-48-31.745000,S 1 	RSSI: 62
21-48-31.746000,[R]: 2 
21-48-31.747000,[R]: 50 
21-48-31.747000,[R]: 1 
21-48-31.751000,[R]: 2 
21-48-31.755000,[R]: 50 
21-48-31.756000,[R]: 1 
21-48-31.757000,S 1 	RSSI: 62
21-48-31.758000,[R]: 2 
21-48-31.759000,[R]: 50 
21-48-31.762000,[R]: 1 
21-48-31.764000,S 1 	RSSI: 59
21-48-31.767000,[R]: 2 
21-48-31.772000,[R]: 50 
21-48-31.773000,[R]: 1 
21-48-31.774000,S 1 	RSSI: 58
21-48-31.776000,[R]: 2 
21-48-31.778000,[R]: 50 
21-48-31.779000,[R]: 1 
21-48-31.780000,S 1 	RSSI: 56
21-48-31.784000,[R]: 2 
21-48-31.795000,[R]: 50 
21-48-31.796000,[R]: 1 
21-48-31.796000,S 1 	RSSI: 55
21-48-31.797000,[R]: 2 
21-48-31.798000,[R]: 50 
21-48-31.799000,[R]: 1 
21-48-31.799000,S 1 	RSSI: 53
21-48-31.807000,[R]: 2 
21-48-31.807000,[R]: 50 
21-48-31.808000,[R]: 1 
21-48-31.808000,S 1 	RSSI: 53
21-48-31.809000,[R]: 2 
21-48-31.809000,[R]: 50 
21-48-31.812000,[R]: 1 
21-48-31.814000,S 1 	RSSI: 52
21-48-31.830000,[R]: 2 
21-48-31.834000,[R]: 50 
21-48-31.834000,[R]: 1 
21-48-31.835000,S 1 	RSSI: 52
21-48-31.836000,[R]: 2 
21-48-31.836000,[R]: 50 
21-48-31.837000,[R]: 1 
21-48-31.838000,S 1 	RSSI: 51
21-48-31.840000,[R]: 2 
21-48-31.840000,[R]: 50 
21-48-31.841000,[R]: 1 
21-48-31.841000,S 1 	RSSI: 51
21-48-31.841000,[R]: 2 
21-48-31.842000,[R]: 50 
21-48-31.845000,[R]: 1 
21-48-31.847000,S 1 	RSSI: 51
21-48-31.855000,[R]: 2 
21-48-31.856000,[R]: 50 
21-48-31.856000,[R]: 1 
21-48-31.857000,S 1 	RSSI: 51
21-48-31.860000,[R]: 2 
21-48-31.861000,[R]: 50 
21-48-31.861000,[R]: 1 
21-48-31.866000,S 1 	RSSI: 51
21-48-31.868000,[R]: 2 
21-48-31.869000,[R]: 50 
21-48-31.870000,[R]: 1 
21-48-31.872000,S 1 	RSSI: 51
21-48-31.875000,[R]: 2 
21-48-31.877000,[R]: 50 
21-48-31.878000,[R]: 1 
21-48-31.880000,S 1 	RSSI: 50
21-48-31.883000,[R]: 2 
21-48-31.884000,[R]: 50 
21-48-31.902000,[R]: 1 
21-48-31.903000,S 1 	RSSI: 49
21-48-31.906000,[R]: 2 
21-48-31.912000,[R]: 50 
21-48-31.919000,[R]: 1 
21-48-31.920000,S 1 	RSSI: 49
21-48-31.922000,[R]: 2 
21-48-31.931000,[R]: 50 
21-48-31.936000,[R]: 1 
21-48-31.949000,S 1 	RSSI: 50
21-48-31.949000,[R]: 2 
21-48-31.950000,[R]: 50 
21-48-31.951000,[R]: 1 
21-48-31.951000,S 1 	RSSI: 49
21-48-31.952000,[R]: 2 
21-48-31.952000,[R]: 50 
21-48-31.953000,[R]: 1 
21-48-31.954000,S 1 	RSSI: 48
21-48-31.955000,[R]: 2 
21-48-31.955000,[R]: 50 
21-48-31.956000,[R]: 1 
21-48-31.956000,S 1 	RSSI: 48
21-48-31.957000,[R]: 2 
21-48-31.957000,[R]: 50 
21-48-31.958000,[R]: 1 
21-48-31.959000,S 1 	RSSI: 48
21-48-31.996000,[R]: 2 
21-48-31.998000,[R]: 50 
21-48-31.999000,[R]: 1 
21-48-31.999000,S 1 	RSSI: 48
21-48-32.001000,[R]: 2 
21-48-32.002000,[R]: 50 
21-48-32.003000,[R]: 1 
21-48-32.003000,S 1 	RSSI: 48
21-48-32.004000,[R]: 2 
21-48-32.007000,[R]: 50 
21-48-32.011000,[R]: 1 
21-48-32.011000,S 1 	RSSI: 48
21-48-32.012000,[R]: 2 
21-48-32.013000,[R]: 50 
21-48-32.014000,[R]: 1 
21-48-32.014000,S 1 	RSSI: 48
21-48-32.015000,[R]: 2 
21-48-32.021000,[R]: 50 
21-48-32.022000,[R]: 1 
21-48-32.023000,S 1 	RSSI: 48
21-48-32.023000,[R]: 2 
21-48-32.024000,[R]: 50 
21-48-32.025000,[R]: 1 
21-48-32.026000,S 1 	RSSI: 48
21-48-32.027000,[R]: 2 
21-48-32.043000,[R]: 50 
21-48-32.044000,[R]: 1 
21-48-32.044000,S 1 	RSSI: 48
21-48-32.045000,[R]: 2 
21-48-32.045000,[R]: 50 
21-48-32.046000,[R]: 1 
21-48-32.046000,S 1 	RSSI: 48
21-48-32.047000,[R]: 2 
21-48-32.048000,[R]: 50 
21-48-32.048000,[R]: 1 
21-48-32.049000,[R]: 2 
21-48-32.049000,[R]: 50 
21-48-32.049000,[R]: 1 
21-48-32.056000,S 1 	RSSI: 48
21-48-32.057000,[R]: 2 
21-48-32.058000,[R]: 50 
21-48-32.058000,[R]: 1 
21-48-32.059000,S 1 	RSSI: 48
21-48-32.059000,[R]: 2 
21-48-32.060000,[R]: 50 
21-48-32.060000,[R]: 1 
21-48-32.061000,S 1 	RSSI: 47
21-48-32.061000,[R]: 2 
21-48-32.061000,[R]: 50 
21-48-32.062000,[R]: 1 
21-48-32.073000,S 1 	RSSI: 47
21-48-32.074000,[R]: 2 
21-48-32.074000,[R]: 50 
21-48-32.075000,[R]: 1 
21-48-32.075000,S 1 	RSSI: 47
21-48-32.076000,[R]: 2 
21-48-32.076000,[R]: 50 
21-48-32.077000,[R]: 1 
21-48-32.079000,S 1 	RSSI: 47
21-48-32.082000,[R]: 2 
21-48-32.082000,[R]: 50 
21-48-32.083000,[R]: 1 
21-48-32.087000,S 1 	RSSI: 48
21-48-32.088000,[R]: 2 
21-48-32.090000,[R]: 50 
21-48-32.090000,[R]: 1 
21-48-32.091000,S 1 	RSSI: 48
21-48-32.092000,[R]: 2 
21-48-32.093000,[R]: 50 
21-48-32.094000,[R]: 1 
21-48-32.095000,S 1 	RSSI: 48
21-48-32.095000,[R]: 2 
21-48-32.098000,[R]: 50 
21-48-32.099000,[R]: 1 
21-48-32.108000,S 1 	RSSI: 49
21-48-32.109000,[R]: 2 
21-48-32.109000,[R]: 50 
21-48-32.110000,[R]: 1 
21-48-32.110000,S 1 	RSSI: 51
21-48-32.111000,[R]: 2 
21-48-32.111000,[R]: 50 
21-48-32.112000,[R]: 1 
21-48-32.114000,S 1 	RSSI: 51
21-48-32.117000,[R]: 2 
21-48-32.118000,[R]: 50 
21-48-32.121000,[R]: 1 
21-48-32.164000,S 1 	RSSI: 52
21-48-32.164000,[R]: 2 
21-48-32.165000,[R]: 50 
21-48-32.166000,[R]: 1 
21-48-32.166000,S 1 	RSSI: 52
21-48-32.168000,[R]: 2 
21-48-32.173000,[R]: 50 
21-48-32.173000,[R]: 1 
21-48-32.174000,S 1 	RSSI: 52
21-48-32.175000,[R]: 2 
21-48-32.176000,[R]: 50 
21-48-32.177000,[R]: 1 
21-48-32.177000,[R]: 2 
21-48-32.182000,[R]: 50 
21-48-32.183000,[R]: 1 
21-48-32.186000,S 1 	RSSI: 52
21-48-32.187000,[R]: 2 
21-48-32.188000,[R]: 50 
21-48-32.195000,[R]: 1 
21-48-32.196000,S 1 	RSSI: 52
21-48-32.197000,[R]: 2 
21-48-32.198000,[R]: 50 
21-48-32.198000,[R]: 1 
21-48-32.199000,S 1 	RSSI: 52
21-48-32.200000,[R]: 2 
21-48-32.202000,[R]: 50 
21-48-32.207000,[R]: 1 
21-48-32.208000,S 1 	RSSI: 53
21-48-32.208000,[R]: 2 
21-48-32.209000,[R]: 50 
21-48-32.209000,[R]: 1 
21-48-32.210000,S 1 	RSSI: 53
21-48-32.210000,[R]: 2 
21-48-32.210000,[R]: 50 
21-48-32.211000,[R]: 1 
21-48-32.212000,S 1 	RSSI: 54
21-48-32.212000,[R]: 2 
21-48-32.212000,[R]: 50 
21-48-32.213000,[R]: 1 
21-48-32.213000,S 1 	RSSI: 54
21-48-32.215000,[R]: 2 
21-48-32.215000,[R]: 50 
21-48-32.218000,[R]: 1 
21-48-32.219000,S 1 	RSSI: 55
21-48-32.220000,[R]: 2 
21-48-32.221000,[R]: 50 
21-48-32.222000,[R]: 1 
21-48-32.223000,S 1 	RSSI: 55
21-48-32.225000,[R]: 2 
21-48-32.229000,[R]: 50 
21-48-32.230000,[R]: 1 
21-48-32.230000,S 1 	RSSI: 55
21-48-32.233000,[R]: 2 
21-48-32.234000,[R]: 50 
21-48-32.236000,[R]: 1 
21-48-32.240000,S 1 	RSSI: 55
21-48-32.241000,[R]: 2 
21-48-32.244000,[R]: 50 
21-48-32.245000,[R]: 1 
21-48-32.247000,S 1 	RSSI: 55
21-48-32.250000,[R]: 2 
21-48-32.251000,[R]: 50 
21-48-32.253000,[R]: 1 
21-48-32.255000,S 1 	RSSI: 55
21-48-32.261000,[R]: 2 
21-48-32.264000,[R]: 50 
21-48-32.264000,[R]: 1 
21-48-32.265000,S 1 	RSSI: 55
21-48-32.266000,[R]: 2 
21-48-32.270000,[R]: 50 
21-48-32.270000,[R]: 1 
21-48-32.271000,S 1 	RSSI: 57
21-48-32.274000,[R]: 2 
21-48-32.275000,[R]: 50 
21-48-32.278000,[R]: 1 
21-48-32.280000,S 1 	RSSI: 58
21-48-32.284000,[R]: 2 
21-48-32.286000,[R]: 50 
21-48-32.287000,[R]: 1 
21-48-32.289000,S 1 	RSSI: 59
21-48-32.297000,[R]: 2 
21-48-32.298000,[R]: 50 
21-48-32.298000,[R]: 1 
21-48-32.303000,S 1 	RSSI: 57
21-48-32.304000,[R]: 2 
21-48-32.306000,[R]: 50 
21-48-32.307000,[R]: 1 
21-48-32.307000,S 1 	RSSI: 55
21-48-32.308000,[R]: 2 
21-48-32.309000,[R]: 50 
21-48-32.311000,[R]: 1 
21-48-32.313000,S 1 	RSSI: 55
21-48-32.320000,[R]: 2 
21-48-32.320000,[R]: 50 
21-48-32.321000,[R]: 1 
21-48-32.325000,S 1 	RSSI: 55
21-48-32.325000,[R]: 2 
21-48-32.335000,[R]: 50 
21-48-32.336000,[R]: 1 
21-48-32.338000,S 1 	RSSI: 55
21-48-32.338000,[R]: 2 
21-48-32.339000,[R]: 50 
21-48-32.340000,[R]: 1 
21-48-32.340000,S 1 	RSSI: 55
21-48-32.341000,[R]: 2 
21-48-32.344000,[R]: 50 
21-48-32.344000,[R]: 1 
21-48-32.346000,S 1 	RSSI: 55
21-48-32.349000,[R]: 2 
21-48-32.366000,[R]: 50 
21-48-32.369000,[R]: 1 
21-48-32.370000,S 1 	RSSI: 56
21-48-32.371000,[R]: 2 
21-48-32.372000,[R]: 50 
21-48-32.373000,S 1 	RSSI: 57
21-48-32.373000,[R]: 1 
21-48-32.374000,[R]: 2 
21-48-32.381000,[R]: 50 
21-48-32.382000,S 1 	RSSI: 58
21-48-32.382000,[R]: 1 
21-48-32.384000,[R]: 2 
21-48-32.385000,[R]: 50 
21-48-32.385000,S 1 	RSSI: 58
21-48-32.386000,[R]: 1 
21-48-32.386000,[R]: 2 
21-48-32.387000,[R]: 50 
21-48-32.387000,S 1 	RSSI: 58
21-48-32.388000,[R]: 1 
21-48-32.397000,[R]: 2 
21-48-32.397000,[R]: 50 
21-48-32.398000,S 1 	RSSI: 58
21-48-32.398000,[R]: 1 
21-48-32.406000,[R]: 20 
21-48-32.407000,[R]: 1 
21-48-32.407000,S 1 	RSSI: 58
21-48-32.408000,[R]: 2 
21-48-32.409000,[R]: 50 
21-48-32.410000,[R]: 1 
21-48-32.410000,S 1 	RSSI: 58
21-48-32.411000,[R]: 2 
21-48-32.412000,[R]: 50 
21-48-32.420000,[R]: 1 
21-48-32.422000,S 1 	RSSI: 58
21-48-32.422000,[R]: 2 
21-48-32.423000,[R]: 50 
21-48-32.424000,[R]: 1 
21-48-32.427000,S 1 	RSSI: 57
21-48-32.428000,[R]: 2 
21-48-32.430000,[R]: 50 
21-48-32.431000,[R]: 1 
21-48-32.434000,S 1 	RSSI: 57
21-48-32.440000,[R]: 2 
21-48-32.441000,[R]: 50 
21-48-32.441000,[R]: 1 
21-48-32.442000,S 1 	RSSI: 57
21-48-32.445000,[R]: 2 
21-48-32.445000,[R]: 50 
21-48-32.460000,[R]: 1 
21-48-32.462000,S 1 	RSSI: 56
21-48-32.462000,[R]: 2 
21-48-32.463000,[R]: 50 
21-48-32.464000,[R]: 1 
21-48-32.464000,S 1 	RSSI: 56
21-48-32.465000,[R]: 2 
21-48-32.466000,[R]: 50 
21-48-32.466000,[R]: 1 
21-48-32.470000,S 1 	RSSI: 55
21-48-32.471000,[R]: 2 
21-48-32.472000,[R]: 50 
21-48-32.473000,[R]: 1 
21-48-32.475000,S 1 	RSSI: 55
21-48-32.492000,[R]: 2 
21-48-32.493000,[R]: 50 
21-48-32.493000,[R]: 1 
21-48-32.494000,S 1 	RSSI: 55
21-48-32.495000,[R]: 2 
21-48-32.496000,[R]: 50 
21-48-32.497000,[R]: 1 
21-48-32.498000,S 1 	RSSI: 55
21-48-32.498000,[R]: 2 
21-48-32.499000,[R]: 50 
21-48-32.512000,[R]: 1 
21-48-32.513000,S 1 	RSSI: 55
21-48-32.514000,[R]: 2 
21-48-32.514000,[R]: 50 
21-48-32.515000,[R]: 1 
21-48-32.515000,S 1 	RSSI: 55
21-48-32.515000,[R]: 2 
21-48-32.516000,[R]: 50 
21-48-32.517000,[R]: 1 
21-48-32.518000,S 1 	RSSI: 54
21-48-32.523000,[R]: 2 
21-48-32.524000,[R]: 50 
21-48-32.524000,[R]: 1 
21-48-32.525000,S 1 	RSSI: 54
21-48-32.529000,[R]: 2 
21-48-32.530000,[R]: 50 
21-48-32.532000,[R]: 1 
21-48-32.536000,S 1 	RSSI: 53
21-48-32.537000,[R]: 2 
21-48-32.539000,[R]: 50 
21-48-32.545000,[R]: 1 
21-48-32.547000,S 1 	RSSI: 53
21-48-32.547000,[R]: 2 
21-48-32.548000,[R]: 50 
21-48-32.549000,[R]: 1 
21-48-32.553000,S 1 	RSSI: 53
21-48-32.555000,[R]: 2 
21-48-32.557000,[R]: 50 
21-48-32.557000,[R]: 1 
21-48-32.559000,S 1 	RSSI: 53
21-48-32.562000,[R]: 2 
21-48-32.563000,[R]: 50 
21-48-32.565000,[R]: 1 
21-48-32.568000,S 1 	RSSI: 53
21-48-32.571000,[R]: 2 
21-48-32.571000,[R]: 50 
21-48-32.574000,[R]: 1 
21-48-32.577000,S 1 	RSSI: 53
21-48-32.579000,[R]: 2 
21-48-32.580000,[R]: 50 
21-48-32.583000,[R]: 1 
21-48-32.586000,S 1 	RSSI: 53
21-48-32.587000,[R]: 2 
21-48-32.588000,[R]: 50 
21-48-32.589000,[R]: 1 
21-48-32.591000,S 1 	RSSI: 52
21-48-32.594000,[R]: 2 
21-48-32.594000,[R]: 50 
21-48-32.599000,[R]: 1 
21-48-32.601000,S 1 	RSSI: 52
21-48-32.603000,[R]: 2 
21-48-32.604000,[R]: 50 
21-48-32.606000,[R]: 1 
21-48-32.608000,S 1 	RSSI: 51
21-48-32.611000,[R]: 2 
21-48-32.612000,[R]: 50 
21-48-32.615000,[R]: 1 
21-48-32.617000,S 1 	RSSI: 51
21-48-32.625000,[R]: 2 
21-48-32.626000,[R]: 50 
21-48-32.627000,[R]: 1 
21-48-32.628000,S 1 	RSSI: 51
21-48-32.629000,[R]: 2 
21-48-32.632000,[R]: 50 
21-48-32.632000,[R]: 1 
21-48-32.638000,S 1 	RSSI: 51
21-48-32.640000,[R]: 2 
21-48-32.640000,[R]: 50 
21-48-32.644000,[R]: 1 
21-48-32.647000,S 1 	RSSI: 51
21-48-32.648000,[R]: 2 
21-48-32.648000,[R]: 50 
21-48-32.651000,[R]: 1 
21-48-32.651000,S 1 	RSSI: 51
21-48-32.652000,[R]: 2 
21-48-32.653000,[R]: 50 
21-48-32.656000,[R]: 1 
21-48-32.659000,S 1 	RSSI: 50
21-48-32.661000,[R]: 2 
21-48-32.662000,[R]: 50 
21-48-32.665000,[R]: 1 
21-48-32.668000,S 1 	RSSI: 50
21-48-32.670000,[R]: 2 
21-48-32.670000,[R]: 50 
21-48-32.673000,[R]: 1 
21-48-32.677000,S 1 	RSSI: 50
21-48-32.681000,[R]: 2 
21-48-32.682000,[R]: 50 
21-48-32.684000,[R]: 1 
21-48-32.685000,S 1 	RSSI: 50
21-48-32.687000,[R]: 2 
21-48-32.688000,[R]: 50 
21-48-32.690000,[R]: 1 
21-48-32.691000,S 1 	RSSI: 49
21-48-32.694000,[R]: 2 
21-48-32.695000,[R]: 50 
21-48-32.703000,[R]: 1 
21-48-32.707000,S 1 	RSSI: 49
21-48-32.708000,[R]: 2 
21-48-32.708000,[R]: 50 
21-48-32.709000,[R]: 1 
21-48-32.710000,S 1 	RSSI: 49
21-48-32.711000,[R]: 2 
21-48-32.714000,[R]: 50 
21-48-32.715000,[R]: 1 
21-48-32.717000,S 1 	RSSI: 49
21-48-32.719000,[R]: 2 
21-48-32.720000,[R]: 50 
21-48-32.724000,[R]: 1 
21-48-32.725000,S 1 	RSSI: 49
21-48-32.729000,[R]: 2 
21-48-32.729000,[R]: 50 
21-48-32.731000,[R]: 1 
21-48-32.736000,S 1 	RSSI: 48
21-48-32.740000,[R]: 2 
21-48-32.741000,[R]: 50 
21-48-32.743000,[R]: 1 
21-48-32.746000,S 1 	RSSI: 48
21-48-32.746000,[R]: 2 
21-48-32.747000,[R]: 50 
21-48-32.748000,[R]: 1 
21-48-32.750000,S 1 	RSSI: 48
21-48-32.753000,[R]: 2 
21-48-32.753000,[R]: 50 
21-48-32.757000,[R]: 1 
21-48-32.761000,S 1 	RSSI: 48
21-48-32.762000,[R]: 2 
21-48-32.763000,[R]: 50 
21-48-32.766000,[R]: 1 
21-48-32.771000,S 1 	RSSI: 48
21-48-32.771000,[R]: 2 
21-48-32.772000,[R]: 50 
21-48-32.773000,[R]: 1 
21-48-32.778000,S 1 	RSSI: 48
21-48-32.782000,[R]: 2 
21-48-32.788000,[R]: 50 
21-48-32.793000,[R]: 1 
21-48-32.809000,S 1 	RSSI: 48
21-48-32.810000,[R]: 2 
21-48-32.811000,[R]: 50 
21-48-32.811000,[R]: 1 
21-48-32.816000,S 1 	RSSI: 48
21-48-32.820000,[R]: 2 
21-48-32.821000,[R]: 50 
21-48-32.821000,[R]: 1 
21-48-32.822000,S 1 	RSSI: 48
21-48-32.823000,[R]: 2 
21-48-32.823000,[R]: 50 
21-48-32.824000,[R]: 1 
21-48-32.824000,S 1 	RSSI: 48
21-48-32.825000,[R]: 2 
21-48-32.826000,[R]: 50 
21-48-32.827000,[R]: 1 
21-48-32.827000,S 1 	RSSI: 48
21-48-32.832000,[R]: 2 
21-48-32.857000,[R]: 50 
21-48-32.858000,[R]: 1 
21-48-32.858000,S 1 	RSSI: 48
21-48-32.858000,[R]: 2 
21-48-32.859000,[R]: 50 
21-48-32.859000,[R]: 1 
21-48-32.860000,S 1 	RSSI: 48
21-48-32.860000,[R]: 2 
21-48-32.864000,[R]: 50 
21-48-32.865000,[R]: 1 
21-48-32.865000,[R]: 2 
21-48-32.866000,[R]: 50 
21-48-32.867000,[R]: 20 
21-48-32.867000,[R]: 1 
21-48-32.868000,S 1 	RSSI: 48
21-48-32.869000,[R]: 2 
21-48-32.869000,[R]: 50 
21-48-32.870000,[R]: 1 
21-48-32.882000,S 1 	RSSI: 48
21-48-32.894000,[R]: 2 
21-48-32.895000,[R]: 50 
21-48-32.895000,[R]: 1 
21-48-32.896000,S 1 	RSSI: 48
21-48-32.902000,[R]: 2 
21-48-32.903000,[R]: 50 
21-48-32.903000,[R]: 1 
21-48-32.904000,S 1 	RSSI: 48
21-48-32.904000,[R]: 2 
21-48-32.905000,[R]: 50 
21-48-32.906000,[R]: 1 
21-48-32.911000,S 1 	RSSI: 49
21-48-32.911000,[R]: 2 
21-48-32.924000,[R]: 50 
21-48-32.924000,[R]: 1 
21-48-32.925000,S 1 	RSSI: 49
21-48-32.926000,[R]: 2 
21-48-32.926000,[R]: 50 
21-48-32.930000,[R]: 1 
21-48-32.931000,S 1 	RSSI: 49
21-48-32.931000,[R]: 2 
21-48-32.932000,[R]: 50 
21-48-32.933000,[R]: 1 
21-48-32.935000,S 1 	RSSI: 49
21-48-32.948000,[R]: 2 
21-48-32.949000,[R]: 50 
21-48-32.949000,[R]: 1 
21-48-32.952000,S 1 	RSSI: 49
21-48-32.953000,[R]: 2 
21-48-32.954000,[R]: 50 
21-48-32.956000,[R]: 1 
21-48-32.957000,S 1 	RSSI: 49
21-48-32.958000,[R]: 2 
21-48-32.958000,[R]: 50 
21-48-32.959000,[R]: 1 
21-48-32.979000,S 1 	RSSI: 49
21-48-32.979000,[R]: 2 
21-48-32.980000,[R]: 50 
21-48-32.980000,[R]: 1 
21-48-32.981000,S 1 	RSSI: 49
21-48-32.981000,[R]: 2 
21-48-32.981000,[R]: 50 
21-48-32.982000,[R]: 1 
21-48-32.983000,S 1 	RSSI: 50
21-48-32.983000,[R]: 2 
21-48-32.984000,[R]: 50 
21-48-32.984000,[R]: 1 
21-48-32.985000,S 1 	RSSI: 50
21-48-32.985000,[R]: 2 
21-48-32.987000,[R]: 50 
21-48-32.987000,[R]: 1 
21-48-32.988000,S 1 	RSSI: 50
21-48-32.988000,[R]: 2 
21-48-32.988000,[R]: 50 
21-48-32.989000,[R]: 1 
21-48-32.989000,S 1 	RSSI: 50
21-48-32.990000,[R]: 2 
21-48-32.990000,[R]: 50 
21-48-32.990000,[R]: 1 
21-48-32.991000,S 1 	RSSI: 50
21-48-32.991000,[R]: 2 
21-48-32.995000,[R]: 50 
21-48-32.995000,[R]: 1 
21-48-32.995000,[R]: 2 
21-48-32.996000,[R]: 50 
21-48-32.996000,[R]: 20 
21-48-32.998000,[R]: 1 
21-48-33.000000,S 1 	RSSI: 50
21-48-33.002000,[R]: 2 
21-48-33.003000,[R]: 50 
21-48-33.006000,[R]: 1 
21-48-33.028000,S 1 	RSSI: 50
21-48-33.029000,[R]: 2 
21-48-33.029000,[R]: 50 
21-48-33.030000,[R]: 1 
21-48-33.030000,S 1 	RSSI: 51
21-48-33.031000,[R]: 2 
21-48-33.036000,[R]: 50 
21-48-33.036000,[R]: 1 
21-48-33.040000,S 1 	RSSI: 51
21-48-33.041000,[R]: 2 
21-48-33.041000,[R]: 50 
21-48-33.041000,[R]: 1 
21-48-33.043000,S 1 	RSSI: 51
21-48-33.044000,[R]: 2 
21-48-33.045000,[R]: 50 
21-48-33.046000,[R]: 1 
21-48-33.046000,S 1 	RSSI: 51
21-48-33.047000,[R]: 2 
21-48-33.051000,[R]: 50 
21-48-33.057000,[R]: 1 
21-48-33.057000,S 1 	RSSI: 51
21-48-33.058000,[R]: 2 
21-48-33.059000,[R]: 50 
21-48-33.060000,[R]: 1 
21-48-33.061000,S 1 	RSSI: 51
21-48-33.062000,[R]: 2 
21-48-33.062000,[R]: 50 
21-48-33.065000,[R]: 1 
21-48-33.069000,S 1 	RSSI: 51
21-48-33.083000,[R]: 2 
21-48-33.084000,[R]: 50 
21-48-33.084000,[R]: 1 
21-48-33.086000,S 1 	RSSI: 52
21-48-33.086000,[R]: 2 
21-48-33.087000,[R]: 50 
21-48-33.087000,[R]: 1 
21-48-33.087000,S 1 	RSSI: 52
21-48-33.088000,[R]: 2 
21-48-33.088000,[R]: 50 
21-48-33.089000,[R]: 1 
21-48-33.091000,S 1 	RSSI: 52
21-48-33.094000,[R]: 2 
21-48-33.095000,[R]: 50 
21-48-33.098000,[R]: 1 
21-48-33.104000,S 1 	RSSI: 53
21-48-33.115000,[R]: 2 
21-48-33.116000,[R]: 50 
21-48-33.118000,[R]: 1 
21-48-33.119000,S 1 	RSSI: 53
21-48-33.120000,[R]: 2 
21-48-33.121000,[R]: 50 
21-48-33.125000,[R]: 1 
21-48-33.126000,S 1 	RSSI: 53
21-48-33.126000,[R]: 2 
21-48-33.127000,[R]: 50 
21-48-33.127000,[R]: 1 
21-48-33.128000,S 1 	RSSI: 53
21-48-33.129000,[R]: 2 
21-48-33.129000,[R]: 50 
21-48-33.131000,[R]: 1 
21-48-33.136000,S 1 	RSSI: 54
21-48-33.139000,[R]: 2 
21-48-33.139000,[R]: 50 
21-48-33.140000,[R]: 1 
21-48-33.146000,S 1 	RSSI: 54
21-48-33.146000,[R]: 2 
21-48-33.148000,[R]: 50 
21-48-33.149000,[R]: 1 
21-48-33.151000,S 1 	RSSI: 55
21-48-33.153000,[R]: 2 
21-48-33.153000,[R]: 50 
21-48-33.156000,[R]: 1 
21-48-33.160000,S 1 	RSSI: 55
21-48-33.161000,[R]: 2 
21-48-33.162000,[R]: 50 
21-48-33.170000,[R]: 1 
21-48-33.171000,S 1 	RSSI: 55
21-48-33.171000,[R]: 2 
21-48-33.172000,[R]: 50 
21-48-33.177000,[R]: 1 
21-48-33.177000,S 1 	RSSI: 56
21-48-33.178000,[R]: 20 
21-48-33.178000,[R]: 1 
21-48-33.180000,S 1 	RSSI: 57
21-48-33.182000,[R]: 2 
21-48-33.183000,[R]: 50 
21-48-33.186000,[R]: 1 
21-48-33.193000,S 1 	RSSI: 58
21-48-33.193000,[R]: 2 
21-48-33.194000,[R]: 50 
21-48-33.195000,[R]: 1 
21-48-33.200000,S 1 	RSSI: 58
21-48-33.212000,[R]: 2 
21-48-33.213000,[R]: 50 
21-48-33.213000,[R]: 1 
21-48-33.214000,S 1 	RSSI: 59
21-48-33.215000,[R]: 2 
21-48-33.216000,[R]: 50 
21-48-33.218000,[R]: 1 
21-48-33.219000,S 1 	RSSI: 60
21-48-33.219000,[R]: 2 
21-48-33.220000,[R]: 50 
21-48-33.228000,[R]: 1 
21-48-33.228000,S 1 	RSSI: 60
21-48-33.229000,[R]: 2 
21-48-33.229000,[R]: 50 
21-48-33.230000,[R]: 20 
21-48-33.231000,[R]: 1 
21-48-33.231000,S 1 	RSSI: 62
21-48-33.243000,[R]: 2 
21-48-33.244000,[R]: 50 
21-48-33.244000,[R]: 1 
21-48-33.245000,S 1 	RSSI: 62
21-48-33.246000,[R]: 2 
21-48-33.247000,[R]: 50 
21-48-33.248000,[R]: 1 
21-48-33.248000,S 1 	RSSI: 62
21-48-33.253000,[R]: 2 
21-48-33.256000,[R]: 50 
21-48-33.257000,[R]: 1 
21-48-33.258000,S 1 	RSSI: 63
21-48-33.258000,[R]: 2 
21-48-33.259000,[R]: 50 
21-48-33.262000,[R]: 1 
21-48-33.279000,S 1 	RSSI: 63
21-48-33.279000,[R]: 2 
21-48-33.280000,[R]: 50 
21-48-33.281000,[R]: 1 
21-48-33.281000,S 1 	RSSI: 63
