21-48-01.005000,---------- 
21-48-44.949000,[R]: 2 
21-48-44.950000,[R]: 50 
21-48-44.967000,[R]: 1 
21-48-44.968000,S 1 	RSSI: 44
21-48-44.968000,[R]: 2 
21-48-44.969000,[R]: 50 
21-48-44.969000,[R]: 1 
21-48-44.970000,S 1 	RSSI: 44
21-48-44.970000,[R]: 2 
21-48-44.971000,[R]: 50 
21-48-44.971000,[R]: 1 
21-48-44.971000,S 1 	RSSI: 44
21-48-44.972000,[R]: 2 
21-48-44.972000,[R]: 50 
21-48-44.974000,[R]: 1 
21-48-44.982000,S 1 	RSSI: 44
21-48-44.983000,[R]: 2 
21-48-44.983000,[R]: 50 
21-48-44.984000,[R]: 1 
21-48-44.985000,S 1 	RSSI: 44
21-48-44.988000,[R]: 2 
21-48-44.990000,[R]: 50 
21-48-44.991000,[R]: 1 
21-48-44.993000,S 1 	RSSI: 44
21-48-44.996000,[R]: 2 
21-48-45.000000,[R]: 50 
21-48-45.002000,[R]: 1 
21-48-45.002000,S 1 	RSSI: 44
21-48-45.004000,[R]: 2 
21-48-45.005000,[R]: 50 
21-48-45.007000,[R]: 1 
21-48-45.013000,S 1 	RSSI: 44
21-48-45.019000,[R]: 2 
21-48-45.019000,[R]: 50 
21-48-45.022000,[R]: 1 
21-48-45.022000,[R]: 2 
21-48-45.023000,[R]: 50 
21-48-45.024000,[R]: 1 
21-48-45.027000,S 1 	RSSI: 44
21-48-45.029000,[R]: 2 
21-48-45.034000,[R]: 50 
21-48-45.034000,[R]: 1 
21-48-45.035000,S 1 	RSSI: 44
21-48-45.038000,[R]: 2 
21-48-45.041000,[R]: 50 
21-48-45.045000,[R]: 1 
21-48-45.045000,S 1 	RSSI: 44
21-48-45.046000,[R]: 2 
21-48-45.047000,[R]: 50 
21-48-45.051000,[R]: 1 
21-48-45.054000,S 1 	RSSI: 44
21-48-45.055000,[R]: 2 
21-48-45.055000,[R]: 50 
21-48-45.057000,[R]: 1 
21-48-45.060000,S 1 	RSSI: 44
21-48-45.065000,[R]: 2 
21-48-45.066000,[R]: 50 
21-48-45.068000,[R]: 20 
21-48-45.069000,[R]: 1 
21-48-45.070000,S 1 	RSSI: 44
21-48-45.071000,[R]: 2 
21-48-45.071000,[R]: 50 
21-48-45.082000,[R]: 1 
21-48-45.083000,S 1 	RSSI: 44
21-48-45.083000,[R]: 2 
21-48-45.084000,[R]: 50 
21-48-45.085000,[R]: 1 
21-48-45.086000,S 1 	RSSI: 44
21-48-45.088000,[R]: 2 
21-48-45.088000,[R]: 50 
21-48-45.092000,[R]: 1 
21-48-45.093000,S 1 	RSSI: 44
21-48-45.096000,[R]: 2 
21-48-45.097000,[R]: 50 
21-48-45.103000,[R]: 1 
21-48-45.104000,S 1 	RSSI: 44
21-48-45.105000,[R]: 2 
21-48-45.105000,[R]: 50 
21-48-45.108000,[R]: 1 
21-48-45.110000,S 1 	RSSI: 44
21-48-45.114000,[R]: 2 
21-48-45.116000,[R]: 50 
21-48-45.117000,[R]: 1 
21-48-45.120000,S 1 	RSSI: 44
21-48-45.121000,[R]: 2 
21-48-45.121000,[R]: 50 
21-48-45.125000,[R]: 1 
21-48-45.127000,S 1 	RSSI: 44
21-48-45.130000,[R]: 2 
21-48-45.133000,[R]: 50 
21-48-45.137000,[R]: 1 
21-48-45.138000,[R]: 2 
21-48-45.140000,[R]: 50 
21-48-45.143000,[R]: 1 
21-48-45.144000,S 1 	RSSI: 44
21-48-45.146000,[R]: 2 
21-48-45.152000,[R]: 50 
21-48-45.152000,[R]: 1 
21-48-45.153000,S 1 	RSSI: 44
21-48-45.155000,[R]: 2 
21-48-45.158000,[R]: 50 
21-48-45.159000,[R]: 1 
21-48-45.161000,S 1 	RSSI: 44
21-48-45.163000,[R]: 2 
21-48-45.166000,[R]: 50 
21-48-45.168000,[R]: 1 
21-48-45.169000,S 1 	RSSI: 44
21-48-45.171000,[R]: 2 
21-48-45.172000,[R]: 50 
21-48-45.174000,[R]: 1 
21-48-45.180000,S 1 	RSSI: 44
21-48-45.182000,[R]: 2 
21-48-45.183000,[R]: 50 
21-48-45.184000,[R]: 1 
21-48-45.185000,S 1 	RSSI: 44
21-48-45.192000,[R]: 2 
21-48-45.193000,[R]: 50 
21-48-45.194000,[R]: 1 
21-48-45.194000,S 1 	RSSI: 44
21-48-45.196000,[R]: 2 
21-48-45.199000,[R]: 50 
21-48-45.200000,[R]: 1 
21-48-45.208000,S 1 	RSSI: 44
21-48-45.208000,[R]: 2 
21-48-45.208000,[R]: 50 
21-48-45.210000,[R]: 1 
21-48-45.210000,S 1 	RSSI: 44
21-48-45.213000,[R]: 2 
21-48-45.213000,[R]: 50 
21-48-45.216000,[R]: 1 
21-48-45.221000,[R]: 2 
21-48-45.229000,[R]: 50 
21-48-45.229000,[R]: 1 
21-48-45.230000,S 1 	RSSI: 44
21-48-45.230000,[R]: 2 
21-48-45.231000,[R]: 50 
21-48-45.233000,[R]: 1 
21-48-45.235000,S 1 	RSSI: 44
21-48-45.238000,[R]: 2 
21-48-45.242000,[R]: 50 
21-48-45.243000,[R]: 1 
21-48-45.246000,S 1 	RSSI: 44
21-48-45.247000,[R]: 2 
21-48-45.249000,[R]: 50 
21-48-45.262000,S 1 	RSSI: 44
21-48-45.263000,[R]: 1 
21-48-45.264000,[R]: 2 
21-48-45.272000,[R]: 50 
21-48-45.272000,S 1 	RSSI: 44
21-48-45.273000,[R]: 1 
21-48-45.273000,[R]: 2 
21-48-45.274000,[R]: 50 
21-48-45.274000,S 1 	RSSI: 44
21-48-45.275000,[R]: 1 
21-48-45.276000,[R]: 2 
21-48-45.276000,[R]: 50 
21-48-45.278000,S 1 	RSSI: 44
21-48-45.279000,[R]: 1 
21-48-45.280000,[R]: 2 
21-48-45.292000,[R]: 50 
21-48-45.293000,S 1 	RSSI: 44
21-48-45.294000,[R]: 1 
21-48-45.294000,[R]: 20 
21-48-45.295000,[R]: 1 
21-48-45.295000,S 1 	RSSI: 44
21-48-45.296000,[R]: 2 
21-48-45.297000,[R]: 50 
21-48-45.297000,[R]: 1 
21-48-45.308000,S 1 	RSSI: 44
21-48-45.309000,[R]: 2 
21-48-45.310000,[R]: 50 
21-48-45.310000,[R]: 1 
21-48-45.311000,S 1 	RSSI: 44
21-48-45.311000,[R]: 2 
21-48-45.312000,[R]: 50 
21-48-45.315000,[R]: 1 
21-48-45.316000,S 1 	RSSI: 44
21-48-45.316000,[R]: 2 
21-48-45.317000,[R]: 50 
21-48-45.319000,[R]: 1 
21-48-45.321000,S 1 	RSSI: 44
21-48-45.324000,[R]: 2 
21-48-45.334000,[R]: 50 
21-48-45.335000,[R]: 1 
21-48-45.336000,S 1 	RSSI: 44
21-48-45.337000,[R]: 2 
21-48-45.338000,[R]: 50 
21-48-45.339000,[R]: 1 
21-48-45.339000,S 1 	RSSI: 44
21-48-45.340000,[R]: 2 
21-48-45.341000,[R]: 50 
21-48-45.348000,[R]: 1 
21-48-45.350000,S 1 	RSSI: 44
21-48-45.351000,[R]: 2 
21-48-45.353000,[R]: 50 
21-48-45.353000,[R]: 1 
21-48-45.355000,S 1 	RSSI: 44
21-48-45.357000,[R]: 2 
21-48-45.360000,[R]: 50 
21-48-45.361000,[R]: 1 
21-48-45.367000,S 1 	RSSI: 44
21-48-45.367000,[R]: 2 
21-48-45.369000,[R]: 50 
21-48-45.370000,[R]: 1 
21-48-45.371000,S 1 	RSSI: 44
21-48-45.374000,[R]: 2 
21-48-45.375000,[R]: 50 
21-48-45.377000,[R]: 1 
21-48-45.379000,S 1 	RSSI: 44
21-48-45.382000,[R]: 2 
21-48-45.383000,[R]: 50 
21-48-45.390000,[R]: 1 
21-48-45.390000,S 1 	RSSI: 44
21-48-45.391000,[R]: 2 
21-48-45.392000,[R]: 50 
21-48-45.395000,[R]: 1 
21-48-45.397000,S 1 	RSSI: 44
21-48-45.399000,[R]: 2 
21-48-45.402000,[R]: 50 
21-48-45.404000,[R]: 1 
21-48-45.405000,S 1 	RSSI: 44
21-48-45.408000,[R]: 2 
21-48-45.408000,[R]: 50 
21-48-45.411000,[R]: 1 
21-48-45.413000,S 1 	RSSI: 44
21-48-45.418000,[R]: 2 
21-48-45.419000,[R]: 50 
21-48-45.420000,[R]: 1 
21-48-45.423000,S 1 	RSSI: 44
21-48-45.424000,[R]: 2 
21-48-45.427000,[R]: 50 
21-48-45.428000,[R]: 1 
21-48-45.429000,S 1 	RSSI: 44
21-48-45.441000,[R]: 2 
21-48-45.441000,[R]: 50 
21-48-45.442000,[R]: 1 
21-48-45.442000,S 1 	RSSI: 44
21-48-45.443000,[R]: 2 
21-48-45.444000,[R]: 50 
21-48-45.444000,[R]: 1 
21-48-45.450000,S 1 	RSSI: 44
21-48-45.459000,[R]: 2 
21-48-45.459000,[R]: 50 
21-48-45.460000,[R]: 1 
21-48-45.461000,S 1 	RSSI: 44
21-48-45.461000,[R]: 2 
21-48-45.466000,[R]: 50 
21-48-45.468000,[R]: 1 
21-48-45.468000,S 1 	RSSI: 44
21-48-45.469000,[R]: 2 
21-48-45.469000,[R]: 50 
21-48-45.470000,[R]: 1 
21-48-45.471000,S 1 	RSSI: 44
21-48-45.475000,[R]: 2 
21-48-45.476000,[R]: 50 
21-48-45.479000,[R]: 1 
21-48-45.480000,S 1 	RSSI: 44
21-48-45.482000,[R]: 2 
21-48-45.483000,[R]: 50 
21-48-45.486000,[R]: 1 
21-48-45.491000,S 1 	RSSI: 44
21-48-45.492000,[R]: 2 
21-48-45.493000,[R]: 50 
21-48-45.496000,[R]: 1 
21-48-45.497000,S 1 	RSSI: 44
21-48-45.500000,[R]: 2 
21-48-45.500000,[R]: 50 
21-48-45.507000,[R]: 1 
21-48-45.508000,S 1 	RSSI: 44
21-48-45.509000,[R]: 2 
21-48-45.509000,[R]: 50 
21-48-45.511000,[R]: 1 
21-48-45.515000,S 1 	RSSI: 44
21-48-45.521000,[R]: 2 
21-48-45.522000,[R]: 50 
21-48-45.522000,[R]: 1 
21-48-45.523000,S 1 	RSSI: 44
21-48-45.524000,[R]: 2 
21-48-45.525000,[R]: 50 
21-48-45.529000,[R]: 1 
21-48-45.533000,[R]: 2 
21-48-45.535000,[R]: 50 
21-48-45.539000,[R]: 20 
21-48-45.542000,[R]: 1 
21-48-45.543000,S 1 	RSSI: 44
21-48-45.544000,[R]: 2 
21-48-45.545000,[R]: 50 
21-48-45.545000,[R]: 1 
21-48-45.549000,S 1 	RSSI: 44
21-48-45.550000,[R]: 2 
21-48-45.550000,[R]: 50 
21-48-45.554000,[R]: 1 
21-48-45.556000,S 1 	RSSI: 44
21-48-45.558000,[R]: 2 
21-48-45.562000,[R]: 50 
21-48-45.565000,[R]: 1 
21-48-45.566000,[R]: 20 
21-48-45.567000,[R]: 1 
21-48-45.573000,[R]: 2 
21-48-45.574000,[R]: 50 
21-48-45.574000,S 1 	RSSI: 44
21-48-45.575000,[R]: 1 
21-48-45.582000,[R]: 2 
21-48-45.584000,[R]: 50 
21-48-45.586000,S 1 	RSSI: 44
21-48-45.586000,[R]: 1 
21-48-45.587000,[R]: 20 
21-48-45.588000,[R]: 1 
21-48-45.589000,S 1 	RSSI: 44
21-48-45.591000,[R]: 2 
21-48-45.595000,[R]: 50 
21-48-45.596000,[R]: 1 
21-48-45.597000,S 1 	RSSI: 44
21-48-45.603000,[R]: 2 
21-48-45.610000,[R]: 50 
21-48-45.620000,[R]: 1 
21-48-45.621000,S 1 	RSSI: 44
21-48-45.622000,[R]: 2 
21-48-45.623000,[R]: 50 
21-48-45.624000,[R]: 1 
21-48-45.624000,S 1 	RSSI: 44
21-48-45.628000,[R]: 2 
21-48-45.629000,[R]: 50 
21-48-45.634000,[R]: 1 
21-48-45.634000,S 1 	RSSI: 44
21-48-45.635000,[R]: 2 
21-48-45.636000,[R]: 50 
21-48-45.636000,[R]: 1 
21-48-45.637000,S 1 	RSSI: 44
21-48-45.637000,[R]: 2 
21-48-45.638000,[R]: 50 
21-48-45.639000,[R]: 1 
21-48-45.640000,S 1 	RSSI: 44
21-48-45.641000,[R]: 2 
21-48-45.645000,[R]: 50 
21-48-45.645000,[R]: 1 
21-48-45.647000,S 1 	RSSI: 44
21-48-45.650000,[R]: 2 
21-48-45.651000,[R]: 50 
21-48-45.654000,[R]: 1 
21-48-45.659000,S 1 	RSSI: 44
21-48-45.659000,[R]: 2 
21-48-45.660000,[R]: 50 
21-48-45.662000,[R]: 1 
21-48-45.666000,S 1 	RSSI: 44
21-48-45.671000,[R]: 2 
21-48-45.671000,[R]: 50 
21-48-45.672000,[R]: 1 
21-48-45.673000,S 1 	RSSI: 44
21-48-45.674000,[R]: 2 
21-48-45.676000,[R]: 50 
21-48-45.677000,[R]: 1 
21-48-45.679000,S 1 	RSSI: 44
21-48-45.682000,[R]: 2 
21-48-45.683000,[R]: 50 
21-48-45.686000,[R]: 1 
21-48-45.687000,S 1 	RSSI: 44
21-48-45.690000,[R]: 2 
21-48-45.691000,[R]: 50 
21-48-45.694000,[R]: 1 
21-48-45.701000,S 1 	RSSI: 44
21-48-45.702000,[R]: 2 
21-48-45.702000,[R]: 50 
21-48-45.706000,[R]: 1 
21-48-45.709000,S 1 	RSSI: 44
21-48-45.711000,[R]: 2 
21-48-45.711000,[R]: 50 
21-48-45.712000,[R]: 1 
21-48-45.713000,S 1 	RSSI: 44
21-48-45.716000,[R]: 2 
21-48-45.717000,[R]: 50 
21-48-45.719000,[R]: 1 
21-48-45.724000,S 1 	RSSI: 44
21-48-45.724000,[R]: 2 
21-48-45.725000,[R]: 50 
21-48-45.727000,[R]: 1 
21-48-45.729000,S 1 	RSSI: 44
21-48-45.732000,[R]: 2 
21-48-45.734000,[R]: 50 
21-48-45.735000,[R]: 1 
21-48-45.738000,S 1 	RSSI: 44
21-48-45.740000,[R]: 2 
21-48-45.763000,[R]: 50 
21-48-45.768000,[R]: 1 
21-48-45.772000,S 1 	RSSI: 44
21-48-45.773000,[R]: 2 
21-48-45.773000,[R]: 50 
21-48-45.774000,[R]: 1 
21-48-45.775000,S 1 	RSSI: 44
21-48-45.777000,[R]: 2 
21-48-45.778000,[R]: 50 
21-48-45.779000,[R]: 1 
21-48-45.779000,S 1 	RSSI: 44
21-48-45.780000,[R]: 2 
21-48-45.780000,[R]: 50 
21-48-45.781000,[R]: 1 
21-48-45.782000,S 1 	RSSI: 44
21-48-45.783000,[R]: 2 
21-48-45.784000,[R]: 50 
21-48-45.785000,[R]: 1 
21-48-45.785000,S 1 	RSSI: 44
21-48-45.788000,[R]: 2 
21-48-45.789000,[R]: 50 
21-48-45.789000,[R]: 20 
21-48-45.791000,[R]: 1 
21-48-45.793000,S 1 	RSSI: 44
21-48-45.794000,[R]: 2 
21-48-45.794000,[R]: 50 
21-48-45.795000,[R]: 1 
21-48-45.799000,S 1 	RSSI: 44
21-48-45.800000,[R]: 2 
21-48-45.800000,[R]: 50 
21-48-45.808000,[R]: 1 
21-48-45.809000,S 1 	RSSI: 44
21-48-45.809000,[R]: 2 
21-48-45.810000,[R]: 50 
21-48-45.811000,[R]: 1 
21-48-45.813000,S 1 	RSSI: 44
21-48-45.816000,[R]: 2 
21-48-45.818000,[R]: 50 
21-48-45.819000,[R]: 1 
21-48-45.821000,S 1 	RSSI: 44
21-48-45.824000,[R]: 2 
21-48-45.824000,[R]: 50 
21-48-45.831000,[R]: 1 
21-48-45.833000,S 1 	RSSI: 44
21-48-45.834000,[R]: 2 
21-48-45.839000,[R]: 50 
21-48-45.840000,[R]: 1 
21-48-45.840000,S 1 	RSSI: 44
21-48-45.841000,[R]: 2 
21-48-45.842000,[R]: 50 
21-48-45.844000,[R]: 1 
21-48-45.846000,S 1 	RSSI: 44
21-48-45.854000,[R]: 2 
21-48-45.854000,[R]: 50 
21-48-45.855000,[R]: 1 
21-48-45.856000,S 1 	RSSI: 44
21-48-45.858000,[R]: 2 
21-48-45.859000,[R]: 50 
21-48-45.866000,[R]: 1 
21-48-45.874000,S 1 	RSSI: 44
21-48-45.875000,[R]: 2 
21-48-45.876000,[R]: 50 
21-48-45.877000,[R]: 1 
21-48-45.877000,S 1 	RSSI: 44
21-48-45.878000,[R]: 2 
21-48-45.879000,[R]: 50 
21-48-45.880000,[R]: 1 
21-48-45.880000,S 1 	RSSI: 44
21-48-45.889000,[R]: 2 
21-48-45.890000,[R]: 50 
21-48-45.895000,[R]: 1 
21-48-45.895000,S 1 	RSSI: 44
21-48-45.896000,[R]: 2 
21-48-45.896000,[R]: 50 
21-48-45.897000,[R]: 1 
21-48-45.897000,S 1 	RSSI: 44
21-48-45.910000,[R]: 2 
21-48-45.911000,[R]: 50 
21-48-45.911000,[R]: 1 
21-48-45.911000,S 1 	RSSI: 44
21-48-45.912000,[R]: 2 
21-48-45.913000,[R]: 50 
21-48-45.916000,[R]: 1 
21-48-45.917000,S 1 	RSSI: 44
21-48-45.918000,[R]: 2 
21-48-45.922000,[R]: 50 
21-48-45.923000,[R]: 1 
21-48-45.924000,S 1 	RSSI: 44
21-48-45.936000,[R]: 2 
21-48-45.937000,[R]: 50 
21-48-45.949000,[R]: 1 
21-48-45.952000,S 1 	RSSI: 44
21-48-45.953000,[R]: 2 
21-48-45.953000,[R]: 50 
21-48-45.953000,[R]: 1 
21-48-45.957000,S 1 	RSSI: 44
21-48-45.958000,[R]: 2 
21-48-45.959000,[R]: 50 
21-48-45.959000,[R]: 1 
21-48-45.963000,S 1 	RSSI: 44
21-48-45.963000,[R]: 2 
21-48-45.967000,[R]: 50 
21-48-45.967000,[R]: 1 
21-48-45.968000,S 1 	RSSI: 44
21-48-45.969000,[R]: 2 
21-48-45.970000,[R]: 50 
21-48-45.979000,[R]: 1 
21-48-45.979000,[R]: 20 
21-48-45.980000,[R]: 1 
21-48-45.981000,[R]: 2 
21-48-45.983000,[R]: 50 
21-48-45.984000,S 1 	RSSI: 44
21-48-45.985000,[R]: 1 
21-48-45.985000,[R]: 2 
21-48-45.986000,[R]: 50 
21-48-45.988000,S 1 	RSSI: 44
21-48-45.990000,[R]: 1 
21-48-45.991000,[R]: 20 
21-48-45.993000,[R]: 1 
21-48-45.994000,S 1 	RSSI: 44
21-48-45.995000,[R]: 2 
21-48-45.995000,[R]: 50 
21-48-45.996000,[R]: 1 
21-48-45.997000,S 1 	RSSI: 44
21-48-46.000000,[R]: 2 
21-48-46.013000,[R]: 50 
21-48-46.016000,[R]: 1 
21-48-46.020000,S 1 	RSSI: 44
21-48-46.021000,[R]: 2 
21-48-46.023000,[R]: 50 
21-48-46.024000,[R]: 1 
21-48-46.024000,S 1 	RSSI: 44
21-48-46.024000,[R]: 2 
21-48-46.025000,[R]: 50 
21-48-46.026000,[R]: 1 
21-48-46.026000,S 1 	RSSI: 44
21-48-46.027000,[R]: 2 
21-48-46.027000,[R]: 50 
21-48-46.029000,[R]: 1 
21-48-46.030000,S 1 	RSSI: 44
21-48-46.034000,[R]: 2 
21-48-46.043000,[R]: 50 
21-48-46.045000,[R]: 20 
21-48-46.045000,[R]: 1 
21-48-46.046000,S 1 	RSSI: 44
21-48-46.047000,[R]: 2 
21-48-46.049000,[R]: 50 
21-48-46.057000,[R]: 1 
21-48-46.057000,S 1 	RSSI: 44
21-48-46.058000,[R]: 2 
21-48-46.058000,[R]: 50 
21-48-46.059000,[R]: 1 
21-48-46.060000,S 1 	RSSI: 44
21-48-46.060000,[R]: 2 
21-48-46.061000,[R]: 50 
21-48-46.061000,[R]: 1 
21-48-46.063000,S 1 	RSSI: 44
21-48-46.066000,[R]: 2 
21-48-46.067000,[R]: 50 
21-48-46.069000,[R]: 1 
21-48-46.071000,S 1 	RSSI: 44
21-48-46.074000,[R]: 2 
21-48-46.077000,[R]: 50 
21-48-46.077000,[R]: 1 
21-48-46.079000,S 1 	RSSI: 44
21-48-46.094000,[R]: 2 
21-48-46.095000,[R]: 50 
21-48-46.096000,[R]: 1 
21-48-46.096000,S 1 	RSSI: 44
21-48-46.098000,[R]: 2 
21-48-46.099000,[R]: 50 
21-48-46.100000,[R]: 1 
21-48-46.101000,S 1 	RSSI: 44
21-48-46.101000,[R]: 2 
21-48-46.107000,[R]: 50 
21-48-46.108000,[R]: 1 
21-48-46.109000,S 1 	RSSI: 44
21-48-46.110000,[R]: 2 
21-48-46.110000,[R]: 50 
21-48-46.111000,[R]: 1 
21-48-46.117000,S 1 	RSSI: 44
21-48-46.118000,[R]: 2 
21-48-46.119000,[R]: 50 
21-48-46.120000,[R]: 1 
21-48-46.121000,S 1 	RSSI: 44
21-48-46.126000,[R]: 2 
21-48-46.128000,[R]: 50 
21-48-46.129000,[R]: 1 
21-48-46.129000,S 1 	RSSI: 44
21-48-46.132000,[R]: 2 
21-48-46.135000,[R]: 50 
21-48-46.137000,[R]: 1 
21-48-46.138000,S 1 	RSSI: 44
21-48-46.143000,[R]: 2 
21-48-46.143000,[R]: 50 
21-48-46.144000,[R]: 1 
21-48-46.146000,S 1 	RSSI: 44
21-48-46.149000,[R]: 2 
21-48-46.150000,[R]: 50 
21-48-46.152000,[R]: 1 
21-48-46.155000,S 1 	RSSI: 44
21-48-46.157000,[R]: 2 
21-48-46.166000,[R]: 50 
21-48-46.167000,[R]: 1 
21-48-46.167000,S 1 	RSSI: 44
21-48-46.168000,[R]: 2 
21-48-46.168000,[R]: 50 
21-48-46.169000,[R]: 1 
21-48-46.176000,S 1 	RSSI: 44
21-48-46.180000,[R]: 2 
21-48-46.182000,[R]: 50 
21-48-46.183000,[R]: 1 
21-48-46.185000,S 1 	RSSI: 44
21-48-46.199000,[R]: 2 
21-48-46.200000,[R]: 50 
21-48-46.201000,[R]: 20 
21-48-46.202000,[R]: 1 
21-48-46.203000,S 1 	RSSI: 44
21-48-46.204000,[R]: 2 
21-48-46.209000,[R]: 50 
21-48-46.210000,[R]: 1 
21-48-46.210000,S 1 	RSSI: 44
21-48-46.210000,[R]: 2 
21-48-46.211000,[R]: 50 
21-48-46.211000,[R]: 1 
21-48-46.212000,S 1 	RSSI: 44
21-48-46.212000,[R]: 2 
21-48-46.213000,[R]: 50 
21-48-46.214000,[R]: 1 
21-48-46.216000,S 1 	RSSI: 44
21-48-46.221000,[R]: 2 
21-48-46.221000,[R]: 50 
21-48-46.222000,[R]: 1 
21-48-46.223000,S 1 	RSSI: 44
21-48-46.224000,[R]: 2 
21-48-46.226000,[R]: 50 
21-48-46.227000,[R]: 1 
21-48-46.229000,S 1 	RSSI: 44
21-48-46.234000,[R]: 2 
21-48-46.234000,[R]: 50 
21-48-46.253000,[R]: 20 
21-48-46.254000,[R]: 1 
21-48-46.255000,S 1 	RSSI: 44
21-48-46.255000,[R]: 2 
21-48-46.256000,[R]: 50 
21-48-46.256000,[R]: 1 
21-48-46.257000,S 1 	RSSI: 44
21-48-46.258000,[R]: 2 
21-48-46.258000,[R]: 50 
21-48-46.259000,[R]: 1 
21-48-46.263000,S 1 	RSSI: 44
21-48-46.264000,[R]: 2 
21-48-46.264000,[R]: 50 
21-48-46.265000,[R]: 1 
21-48-46.269000,S 1 	RSSI: 44
21-48-46.269000,[R]: 2 
21-48-46.270000,[R]: 50 
21-48-46.274000,[R]: 1 
21-48-46.275000,S 1 	RSSI: 44
21-48-46.276000,[R]: 2 
21-48-46.277000,[R]: 50 
21-48-46.277000,[R]: 1 
21-48-46.280000,S 1 	RSSI: 44
21-48-46.286000,[R]: 2 
21-48-46.291000,[R]: 50 
21-48-46.291000,[R]: 20 
21-48-46.292000,[R]: 1 
21-48-46.292000,S 1 	RSSI: 44
21-48-46.294000,[R]: 2 
21-48-46.294000,[R]: 50 
21-48-46.296000,[R]: 1 
21-48-46.298000,S 1 	RSSI: 44
21-48-46.303000,[R]: 2 
21-48-46.304000,[R]: 50 
21-48-46.304000,[R]: 1 
21-48-46.315000,S 1 	RSSI: 44
21-48-46.316000,[R]: 2 
21-48-46.317000,[R]: 50 
21-48-46.317000,[R]: 1 
21-48-46.318000,S 1 	RSSI: 44
21-48-46.319000,[R]: 2 
21-48-46.320000,[R]: 50 
21-48-46.320000,[R]: 1 
21-48-46.333000,S 1 	RSSI: 44
21-48-46.334000,[R]: 2 
21-48-46.340000,[R]: 50 
21-48-46.341000,[R]: 1 
21-48-46.341000,S 1 	RSSI: 44
21-48-46.341000,[R]: 2 
21-48-46.342000,[R]: 50 
21-48-46.342000,[R]: 1 
21-48-46.343000,S 1 	RSSI: 44
21-48-46.344000,[R]: 2 
21-48-46.344000,[R]: 50 
21-48-46.345000,[R]: 1 
21-48-46.349000,S 1 	RSSI: 44
21-48-46.350000,[R]: 2 
21-48-46.351000,[R]: 50 
21-48-46.353000,[R]: 1 
21-48-46.355000,S 1 	RSSI: 44
21-48-46.358000,[R]: 2 
21-48-46.358000,[R]: 50 
21-48-46.361000,[R]: 1 
21-48-46.368000,S 1 	RSSI: 44
21-48-46.383000,[R]: 2 
21-48-46.384000,[R]: 50 
21-48-46.387000,[R]: 1 
21-48-46.388000,S 1 	RSSI: 44
21-48-46.389000,[R]: 2 
21-48-46.389000,[R]: 50 
21-48-46.390000,[R]: 1 
21-48-46.391000,S 1 	RSSI: 44
21-48-46.396000,[R]: 2 
21-48-46.396000,[R]: 50 
21-48-46.398000,[R]: 1 
21-48-46.402000,S 1 	RSSI: 44
21-48-46.403000,[R]: 2 
21-48-46.403000,[R]: 50 
21-48-46.404000,[R]: 1 
21-48-46.410000,S 1 	RSSI: 44
21-48-46.411000,[R]: 2 
21-48-46.412000,[R]: 50 
21-48-46.413000,[R]: 1 
21-48-46.413000,S 1 	RSSI: 44
21-48-46.414000,[R]: 2 
21-48-46.414000,[R]: 50 
21-48-46.421000,[R]: 1 
21-48-46.421000,S 1 	RSSI: 44
21-48-46.422000,[R]: 2 
21-48-46.422000,[R]: 50 
21-48-46.422000,[R]: 1 
21-48-46.426000,S 1 	RSSI: 44
21-48-46.426000,[R]: 2 
21-48-46.427000,[R]: 50 
21-48-46.427000,[R]: 1 
21-48-46.429000,S 1 	RSSI: 44
21-48-46.439000,[R]: 2 
21-48-46.439000,[R]: 50 
21-48-46.440000,[R]: 1 
21-48-46.441000,S 1 	RSSI: 44
21-48-46.441000,[R]: 2 
21-48-46.442000,[R]: 50 
21-48-46.444000,[R]: 1 
21-48-46.450000,S 1 	RSSI: 44
21-48-46.452000,[R]: 2 
21-48-46.456000,[R]: 50 
21-48-46.457000,[R]: 1 
21-48-46.458000,S 1 	RSSI: 44
21-48-46.458000,[R]: 2 
21-48-46.460000,[R]: 50 
21-48-46.461000,[R]: 1 
21-48-46.463000,S 1 	RSSI: 44
21-48-46.466000,[R]: 2 
21-48-46.467000,[R]: 50 
21-48-46.471000,[R]: 1 
21-48-46.472000,S 1 	RSSI: 44
21-48-46.474000,[R]: 2 
21-48-46.477000,[R]: 50 
21-48-46.478000,[R]: 1 
21-48-46.479000,S 1 	RSSI: 44
21-48-46.492000,[R]: 2 
21-48-46.493000,[R]: 50 
21-48-46.494000,[R]: 20 
21-48-46.494000,[R]: 1 
21-48-46.495000,S 1 	RSSI: 44
21-48-46.496000,[R]: 2 
21-48-46.497000,[R]: 50 
21-48-46.498000,[R]: 1 
21-48-46.498000,S 1 	RSSI: 44
21-48-46.500000,[R]: 2 
21-48-46.500000,[R]: 50 
21-48-46.507000,[R]: 1 
21-48-46.508000,S 1 	RSSI: 44
21-48-46.511000,[R]: 2 
21-48-46.512000,[R]: 50 
21-48-46.516000,[R]: 1 
21-48-46.520000,S 1 	RSSI: 44
21-48-46.520000,[R]: 2 
21-48-46.520000,[R]: 50 
21-48-46.521000,[R]: 1 
21-48-46.522000,S 1 	RSSI: 44
21-48-46.524000,[R]: 2 
21-48-46.525000,[R]: 50 
21-48-46.527000,[R]: 1 
21-48-46.529000,S 1 	RSSI: 44
21-48-46.542000,[R]: 2 
