21-45-04.871000,------------------------
21-46-25.404000,[R]: 0 
21-46-25.407000,S 1 	RSSI: 47
21-46-25.408000,[R]: 50 
21-46-25.424000,S 1 	RSSI: 47
21-46-25.427000,[R]: 50 
21-46-25.430000,S 1 	RSSI: 47
21-46-25.449000,[R]: 50 
21-46-25.450000,S 1 	RSSI: 47
21-46-25.453000,S 1 	RSSI: 47
21-46-25.468000,[R]: 50 
21-46-25.488000,[R]: 50 
21-46-25.498000,S 1 	RSSI: 47
21-46-25.509000,[R]: 50 
21-46-25.520000,S 1 	RSSI: 47
21-46-25.529000,[R]: 50 
21-46-25.539000,S 1 	RSSI: 47
21-46-25.550000,[R]: 50 
21-46-25.559000,S 1 	RSSI: 47
21-46-25.570000,[R]: 50 
21-46-25.574000,[R]: 0 
21-46-25.580000,S 1 	RSSI: 47
21-46-25.584000,[R]: 50 
21-46-25.603000,[R]: 50 
21-46-25.624000,[R]: 50 
21-46-25.625000,[R]: 0 
21-46-25.632000,[R]: 50 
21-46-25.645000,S 1 	RSSI: 47
21-46-25.649000,[R]: 0 
21-46-25.653000,S 1 	RSSI: 47
21-46-25.657000,[R]: 50 
21-46-25.674000,S 1 	RSSI: 47
21-46-25.677000,[R]: 50 
21-46-25.698000,[R]: 50 
21-46-25.718000,[R]: 50 
21-46-25.739000,[R]: 50 
21-46-25.758000,[R]: 50 
21-46-25.779000,[R]: 50 
21-46-25.800000,[R]: 50 
21-46-25.820000,[R]: 50 
21-46-25.829000,S 1 	RSSI: 47
21-46-25.841000,[R]: 50 
21-46-25.849000,[R]: 0 
21-46-25.857000,[R]: 50 
21-46-25.874000,[R]: 0 
21-46-25.881000,[R]: 50 
21-46-25.895000,S 1 	RSSI: 48
21-46-25.899000,[R]: 0 
21-46-25.906000,[R]: 50 
21-46-25.908000,S 4 	RSSI: 44
21-46-25.925000,[R]: 0 
21-46-25.932000,[R]: 50 
21-46-25.941000,S 4 	RSSI: 44
21-46-25.945000,S 1 	RSSI: 47
21-46-25.949000,[R]: 0 
21-46-25.954000,S 1 	RSSI: 47
21-46-25.957000,[R]: 50 
21-46-25.958000,S 5 	RSSI: 44
21-46-25.979000,[R]: 50 
21-46-25.980000,S 5 	RSSI: 44
21-46-25.995000,S 1 	RSSI: 48
21-46-25.998000,[R]: 50 
21-46-26.000000,[R]: 0 
21-46-26.004000,S 1 	RSSI: 48
21-46-26.007000,[R]: 50 
21-46-26.020000,S 5 	RSSI: 44
21-46-26.024000,S 1 	RSSI: 48
21-46-26.028000,[R]: 50 
21-46-26.034000,S 1 	RSSI: 48
21-46-26.044000,S 5 	RSSI: 44
21-46-26.049000,[R]: 50 
21-46-26.050000,S 1 	RSSI: 48
21-46-26.053000,S 1 	RSSI: 48
21-46-26.066000,S 5 	RSSI: 44
21-46-26.068000,[R]: 50 
21-46-26.074000,S 1 	RSSI: 48
21-46-26.078000,S 1 	RSSI: 49
21-46-26.089000,[R]: 50 
21-46-26.099000,S 1 	RSSI: 48
21-46-26.110000,[R]: 50 
21-46-26.119000,S 1 	RSSI: 49
21-46-26.129000,[R]: 50 
21-46-26.139000,S 1 	RSSI: 49
21-46-26.150000,[R]: 50 
21-46-26.160000,S 1 	RSSI: 49
21-46-26.170000,[R]: 50 
21-46-26.180000,S 1 	RSSI: 49
21-46-26.192000,[R]: 50 
21-46-26.202000,S 1 	RSSI: 48
21-46-26.212000,[R]: 50 
21-46-26.222000,S 1 	RSSI: 49
21-46-26.233000,[R]: 50 
21-46-26.242000,S 1 	RSSI: 48
21-46-26.249000,[R]: 0 
21-46-26.258000,[R]: 50 
21-46-26.274000,[R]: 0 
21-46-26.282000,[R]: 50 
21-46-26.286000,S 1 	RSSI: 48
21-46-26.300000,[R]: 0 
21-46-26.303000,S 1 	RSSI: 48
21-46-26.307000,[R]: 50 
21-46-26.324000,S 1 	RSSI: 48
21-46-26.324000,[R]: 0 
21-46-26.328000,S 1 	RSSI: 48
21-46-26.334000,[R]: 50 
21-46-26.349000,S 1 	RSSI: 48
21-46-26.352000,[R]: 50 
21-46-26.372000,[R]: 50 
21-46-26.393000,[R]: 50 
21-46-26.413000,[R]: 50 
21-46-26.434000,[R]: 50 
21-46-26.451000,S 1 	RSSI: 48
21-46-26.454000,[R]: 50 
21-46-26.472000,S 1 	RSSI: 48
21-46-26.475000,[R]: 50 
21-46-26.495000,[R]: 50 
21-46-26.499000,[R]: 0 
21-46-26.504000,S 1 	RSSI: 48
21-46-26.507000,[R]: 50 
21-46-26.524000,S 1 	RSSI: 48
21-46-26.527000,[R]: 50 
21-46-26.548000,[R]: 50 
21-46-26.549000,[R]: 0 
21-46-26.556000,[R]: 50 
21-46-26.569000,S 1 	RSSI: 48
21-46-26.574000,[R]: 0 
21-46-26.581000,[R]: 50 
21-46-26.591000,S 4 	RSSI: 44
21-46-26.600000,S 1 	RSSI: 48
21-46-26.602000,[R]: 50 
21-46-26.613000,S 4 	RSSI: 44
21-46-26.623000,[R]: 50 
21-46-26.624000,[R]: 0 
21-46-26.631000,[R]: 50 
21-46-26.635000,S 5 	RSSI: 44
21-46-26.641000,S 1 	RSSI: 48
21-46-26.649000,[R]: 0 
21-46-26.654000,S 1 	RSSI: 48
21-46-26.657000,[R]: 50 
21-46-26.670000,S 5 	RSSI: 44
21-46-26.675000,S 1 	RSSI: 48
21-46-26.679000,[R]: 0 
21-46-26.683000,S 1 	RSSI: 48
21-46-26.690000,[R]: 50 
21-46-26.694000,S 5 	RSSI: 44
21-46-26.700000,S 1 	RSSI: 48
21-46-26.700000,[R]: 0 
21-46-26.705000,S 1 	RSSI: 48
21-46-26.713000,[R]: 50 
21-46-26.724000,S 1 	RSSI: 48
21-46-26.725000,[R]: 0 
21-46-26.728000,S 1 	RSSI: 48
21-46-26.739000,[R]: 50 
21-46-26.749000,S 1 	RSSI: 48
21-46-26.752000,[R]: 50 
21-46-26.772000,[R]: 50 
21-46-26.793000,[R]: 50 
21-46-26.814000,[R]: 50 
21-46-26.816000,S 1 	RSSI: 48
21-46-26.834000,[R]: 50 
21-46-26.856000,[R]: 50 
21-46-26.857000,S 1 	RSSI: 48
21-46-26.875000,[R]: 50 
21-46-26.876000,S 1 	RSSI: 48
21-46-26.896000,[R]: 50 
21-46-26.897000,S 1 	RSSI: 49
21-46-26.917000,[R]: 50 
21-46-26.917000,S 1 	RSSI: 48
21-46-26.924000,[R]: 0 
21-46-26.932000,[R]: 50 
21-46-26.949000,[R]: 0 
21-46-26.957000,[R]: 50 
21-46-26.961000,S 1 	RSSI: 48
21-46-26.974000,[R]: 0 
21-46-26.978000,S 1 	RSSI: 48
21-46-26.981000,[R]: 50 
21-46-26.999000,S 1 	RSSI: 48
21-46-27.000000,[R]: 0 
21-46-27.007000,[R]: 50 
21-46-27.024000,S 1 	RSSI: 48
21-46-27.027000,[R]: 50 
21-46-27.044000,S 1 	RSSI: 48
21-46-27.047000,[R]: 50 
21-46-27.065000,S 1 	RSSI: 48
21-46-27.068000,[R]: 50 
21-46-27.088000,[R]: 50 
21-46-27.109000,[R]: 50 
21-46-27.129000,[R]: 50 
21-46-27.150000,[R]: 50 
21-46-27.170000,[R]: 50 
21-46-27.174000,[R]: 0 
21-46-27.182000,[R]: 50 
21-46-27.195000,S 1 	RSSI: 48
21-46-27.199000,[R]: 0 
21-46-27.204000,S 1 	RSSI: 48
21-46-27.207000,[R]: 50 
21-46-27.224000,[R]: 0 
21-46-27.232000,[R]: 50 
21-46-27.238000,S 4 	RSSI: 44
21-46-27.248000,[R]: 0 
21-46-27.256000,[R]: 50 
21-46-27.266000,S 4 	RSSI: 44
21-46-27.273000,[R]: 0 
21-46-27.281000,[R]: 50 
21-46-27.290000,S 4 	RSSI: 44
21-46-27.299000,[R]: 0 
21-46-27.306000,[R]: 50 
21-46-27.316000,S 4 	RSSI: 44
21-46-27.320000,S 5 	RSSI: 46
21-46-27.324000,[R]: 0 
21-46-27.329000,S 1 	RSSI: 48
21-46-27.332000,[R]: 50 
21-46-27.345000,S 5 	RSSI: 47
21-46-27.350000,S 1 	RSSI: 48
21-46-27.352000,[R]: 50 
21-46-27.370000,S 1 	RSSI: 47
21-46-27.373000,[R]: 50 
21-46-27.374000,[R]: 0 
21-46-27.379000,S 1 	RSSI: 48
21-46-27.385000,[R]: 50 
21-46-27.399000,S 1 	RSSI: 48
21-46-27.400000,[R]: 0 
21-46-27.403000,S 1 	RSSI: 48
21-46-27.407000,[R]: 50 
21-46-27.424000,S 1 	RSSI: 48
21-46-27.426000,[R]: 0 
21-46-27.429000,S 1 	RSSI: 48
21-46-27.435000,[R]: 50 
21-46-27.449000,S 1 	RSSI: 48
21-46-27.452000,[R]: 50 
21-46-27.472000,[R]: 50 
21-46-27.493000,[R]: 50 
21-46-27.514000,[R]: 50 
21-46-27.515000,S 1 	RSSI: 48
21-46-27.534000,[R]: 50 
21-46-27.554000,[R]: 50 
21-46-27.575000,[R]: 50 
21-46-27.595000,[R]: 50 
21-46-27.599000,[R]: 0 
21-46-27.604000,S 1 	RSSI: 48
21-46-27.608000,[R]: 50 
21-46-27.624000,S 1 	RSSI: 48
21-46-27.627000,[R]: 50 
21-46-27.645000,S 1 	RSSI: 48
21-46-27.649000,[R]: 50 
21-46-27.655000,[R]: 0 
21-46-27.656000,[R]: 50 
21-46-27.674000,[R]: 0 
21-46-27.681000,[R]: 50 
21-46-27.690000,S 1 	RSSI: 48
21-46-27.702000,[R]: 50 
21-46-27.711000,S 1 	RSSI: 48
21-46-27.716000,S 4 	RSSI: 44
21-46-27.723000,[R]: 50 
21-46-27.724000,[R]: 0 
21-46-27.729000,S 1 	RSSI: 48
21-46-27.731000,[R]: 50 
21-46-27.741000,S 4 	RSSI: 44
21-46-27.749000,S 1 	RSSI: 48
21-46-27.753000,[R]: 50 
21-46-27.754000,S 1 	RSSI: 48
21-46-27.765000,S 4 	RSSI: 44
21-46-27.770000,S 5 	RSSI: 61
21-46-27.775000,[R]: 50 
21-46-27.778000,S 1 	RSSI: 48
21-46-27.781000,[R]: 0 
21-46-27.783000,S 1 	RSSI: 48
21-46-27.787000,[R]: 50 
21-46-27.795000,S 5 	RSSI: 62
21-46-27.799000,S 1 	RSSI: 48
21-46-27.800000,[R]: 0 
21-46-27.803000,S 1 	RSSI: 48
21-46-27.806000,[R]: 50 
21-46-27.820000,S 5 	RSSI: 64
21-46-27.824000,S 1 	RSSI: 48
21-46-27.827000,[R]: 50 
21-46-27.847000,[R]: 50 
21-46-27.853000,S 1 	RSSI: 48
21-46-27.864000,S 5 	RSSI: 71
21-46-27.868000,[R]: 50 
21-46-27.873000,S 1 	RSSI: 48
21-46-27.885000,S 5 	RSSI: 73
21-46-27.888000,[R]: 50 
21-46-27.895000,S 1 	RSSI: 48
21-46-27.909000,[R]: 50 
21-46-27.915000,S 1 	RSSI: 48
21-46-27.930000,[R]: 50 
21-46-27.935000,S 1 	RSSI: 48
21-46-27.950000,[R]: 50 
21-46-27.971000,[R]: 50 
21-46-27.976000,S 1 	RSSI: 48
21-46-27.991000,[R]: 50 
21-46-27.996000,S 1 	RSSI: 48
21-46-27.998000,[R]: 0 
21-46-28.008000,[R]: 50 
21-46-28.017000,S 1 	RSSI: 48
21-46-28.023000,[R]: 0 
21-46-28.032000,[R]: 50 
21-46-28.039000,S 1 	RSSI: 48
21-46-28.049000,[R]: 0 
21-46-28.057000,[R]: 50 
21-46-28.074000,[R]: 0 
21-46-28.082000,[R]: 50 
21-46-28.099000,[R]: 0 
21-46-28.106000,[R]: 50 
21-46-28.123000,S 1 	RSSI: 48
21-46-28.127000,[R]: 50 
21-46-28.144000,S 1 	RSSI: 48
21-46-28.147000,[R]: 50 
21-46-28.165000,S 1 	RSSI: 48
21-46-28.168000,[R]: 50 
21-46-28.185000,S 1 	RSSI: 48
21-46-28.188000,[R]: 50 
21-46-28.208000,[R]: 50 
21-46-28.229000,[R]: 50 
21-46-28.249000,[R]: 50 
21-46-28.270000,[R]: 50 
21-46-28.274000,[R]: 0 
21-46-28.279000,S 1 	RSSI: 48
21-46-28.282000,[R]: 50 
21-46-28.299000,[R]: 0 
21-46-28.307000,[R]: 50 
21-46-28.324000,[R]: 0 
21-46-28.331000,[R]: 50 
21-46-28.345000,S 1 	RSSI: 48
21-46-28.349000,[R]: 0 
21-46-28.356000,[R]: 50 
21-46-28.359000,S 4 	RSSI: 44
21-46-28.374000,[R]: 0 
21-46-28.381000,[R]: 50 
21-46-28.390000,S 4 	RSSI: 44
21-46-28.395000,S 1 	RSSI: 48
21-46-28.400000,[R]: 0 
21-46-28.403000,S 1 	RSSI: 48
21-46-28.406000,[R]: 50 
21-46-28.408000,S 5 	RSSI: 53
21-46-28.424000,S 1 	RSSI: 48
21-46-28.429000,[R]: 50 
21-46-28.429000,S 5 	RSSI: 53
21-46-28.445000,S 1 	RSSI: 48
21-46-28.449000,[R]: 50 
21-46-28.450000,S 5 	RSSI: 53
21-46-28.451000,[R]: 0 
21-46-28.454000,S 1 	RSSI: 48
21-46-28.456000,[R]: 50 
21-46-28.470000,S 5 	RSSI: 53
21-46-28.474000,S 1 	RSSI: 48
21-46-28.475000,[R]: 0 
21-46-28.481000,S 1 	RSSI: 48
21-46-28.482000,[R]: 50 
21-46-28.499000,S 1 	RSSI: 48
21-46-28.502000,[R]: 50 
21-46-28.523000,[R]: 50 
21-46-28.524000,S 1 	RSSI: 48
21-46-28.527000,S 1 	RSSI: 48
21-46-28.542000,[R]: 50 
21-46-28.548000,S 1 	RSSI: 48
21-46-28.563000,[R]: 50 
21-46-28.569000,S 1 	RSSI: 48
21-46-28.584000,[R]: 50 
21-46-28.589000,S 1 	RSSI: 48
21-46-28.604000,[R]: 50 
21-46-28.610000,S 1 	RSSI: 48
21-46-28.625000,[R]: 50 
21-46-28.630000,S 1 	RSSI: 48
21-46-28.645000,[R]: 50 
21-46-28.651000,S 1 	RSSI: 48
21-46-28.667000,[R]: 50 
21-46-28.672000,S 1 	RSSI: 48
21-46-28.687000,[R]: 50 
21-46-28.699000,[R]: 0 
21-46-28.707000,[R]: 50 
21-46-28.725000,S 1 	RSSI: 48
21-46-28.725000,[R]: 0 
21-46-28.728000,S 1 	RSSI: 48
21-46-28.739000,[R]: 50 
21-46-28.748000,S 1 	RSSI: 48
21-46-28.749000,[R]: 0 
21-46-28.754000,S 1 	RSSI: 48
21-46-28.756000,[R]: 50 
21-46-28.773000,S 1 	RSSI: 48
21-46-28.777000,[R]: 50 
21-46-28.797000,[R]: 50 
21-46-28.818000,[R]: 50 
21-46-28.839000,[R]: 50 
21-46-28.840000,S 1 	RSSI: 48
21-46-28.858000,[R]: 50 
21-46-28.879000,[R]: 50 
21-46-28.899000,[R]: 50 
21-46-28.920000,[R]: 50 
21-46-28.924000,[R]: 0 
21-46-28.932000,[R]: 50 
21-46-28.942000,S 1 	RSSI: 48
21-46-28.949000,[R]: 0 
21-46-28.954000,S 1 	RSSI: 48
21-46-28.957000,[R]: 50 
21-46-28.974000,[R]: 0 
21-46-28.981000,[R]: 50 
21-46-28.999000,[R]: 0 
21-46-29.006000,[R]: 50 
21-46-29.027000,[R]: 50 
21-46-29.040000,S 1 	RSSI: 48
21-46-29.047000,[R]: 50 
21-46-29.060000,S 1 	RSSI: 48
21-46-29.068000,[R]: 50 
21-46-29.088000,[R]: 50 
21-46-29.109000,[R]: 50 
21-46-29.129000,[R]: 50 
21-46-29.149000,[R]: 50 
21-46-29.170000,[R]: 50 
21-46-29.174000,[R]: 0 
21-46-29.182000,[R]: 50 
21-46-29.199000,[R]: 0 
21-46-29.206000,[R]: 50 
21-46-29.216000,S 1 	RSSI: 48
21-46-29.224000,[R]: 0 
21-46-29.228000,S 1 	RSSI: 48
21-46-29.231000,[R]: 50 
21-46-29.239000,S 4 	RSSI: 44
21-46-29.249000,[R]: 0 
21-46-29.257000,[R]: 50 
21-46-29.266000,S 4 	RSSI: 44
21-46-29.274000,[R]: 0 
21-46-29.281000,[R]: 50 
21-46-29.287000,S 5 	RSSI: 52
21-46-29.292000,S 1 	RSSI: 48
21-46-29.299000,[R]: 0 
21-46-29.307000,[R]: 50 
21-46-29.313000,S 1 	RSSI: 48
21-46-29.320000,S 5 	RSSI: 53
21-46-29.324000,[R]: 0 
21-46-29.329000,S 1 	RSSI: 48
21-46-29.331000,[R]: 50 
21-46-29.346000,S 5 	RSSI: 53
21-46-29.350000,S 1 	RSSI: 48
21-46-29.351000,[R]: 0 
21-46-29.354000,S 1 	RSSI: 48
21-46-29.356000,[R]: 50 
21-46-29.374000,S 1 	RSSI: 48
21-46-29.375000,[R]: 0 
21-46-29.378000,S 1 	RSSI: 48
21-46-29.387000,[R]: 50 
21-46-29.399000,S 1 	RSSI: 48
21-46-29.402000,[R]: 50 
21-46-29.423000,[R]: 50 
21-46-29.425000,S 1 	RSSI: 48
21-46-29.428000,S 1 	RSSI: 48
21-46-29.443000,[R]: 50 
21-46-29.448000,S 1 	RSSI: 48
21-46-29.464000,[R]: 50 
21-46-29.469000,S 1 	RSSI: 48
21-46-29.485000,[R]: 50 
21-46-29.490000,S 1 	RSSI: 48
21-46-29.504000,[R]: 50 
21-46-29.510000,S 1 	RSSI: 48
21-46-29.524000,[R]: 50 
21-46-29.530000,S 1 	RSSI: 48
21-46-29.545000,[R]: 50 
21-46-29.566000,[R]: 50 
21-46-29.575000,S 1 	RSSI: 48
21-46-29.586000,[R]: 50 
21-46-29.596000,S 1 	RSSI: 48
21-46-29.607000,[R]: 50 
21-46-29.616000,S 1 	RSSI: 48
21-46-29.624000,[R]: 0 
21-46-29.631000,[R]: 50 
21-46-29.649000,S 1 	RSSI: 47
21-46-29.650000,[R]: 0 
21-46-29.653000,S 1 	RSSI: 47
21-46-29.659000,[R]: 50 
21-46-29.674000,S 1 	RSSI: 47
21-46-29.680000,[R]: 50 
21-46-29.697000,[R]: 50 
21-46-29.717000,[R]: 50 
21-46-29.738000,[R]: 50 
21-46-29.742000,S 1 	RSSI: 47
21-46-29.759000,[R]: 50 
21-46-29.764000,S 1 	RSSI: 47
21-46-29.779000,[R]: 50 
21-46-29.784000,S 1 	RSSI: 47
21-46-29.799000,[R]: 50 
21-46-29.805000,S 1 	RSSI: 47
21-46-29.820000,[R]: 50 
21-46-29.824000,[R]: 0 
21-46-29.829000,S 1 	RSSI: 47
21-46-29.833000,[R]: 50 
21-46-29.850000,S 1 	RSSI: 47
21-46-29.852000,[R]: 0 
21-46-29.854000,S 1 	RSSI: 47
21-46-29.857000,[R]: 50 
21-46-29.874000,[R]: 0 
21-46-29.881000,[R]: 50 
21-46-29.899000,[R]: 0 
21-46-29.906000,[R]: 50 
21-46-29.915000,S 4 	RSSI: 44
21-46-29.924000,[R]: 0 
21-46-29.931000,[R]: 50 
21-46-29.941000,S 4 	RSSI: 44
21-46-29.949000,[R]: 0 
21-46-29.956000,[R]: 50 
21-46-29.958000,S 5 	RSSI: 55
21-46-29.974000,[R]: 0 
21-46-29.979000,S 1 	RSSI: 46
21-46-29.982000,[R]: 50 
21-46-29.994000,S 5 	RSSI: 55
21-46-30.000000,S 1 	RSSI: 46
21-46-30.002000,[R]: 50 
21-46-30.020000,S 1 	RSSI: 46
21-46-30.024000,[R]: 50 
21-46-30.024000,[R]: 0 
21-46-30.029000,S 1 	RSSI: 47
21-46-30.032000,[R]: 50 
21-46-30.051000,S 1 	RSSI: 46
21-46-30.052000,[R]: 0 
21-46-30.054000,S 1 	RSSI: 47
21-46-30.056000,[R]: 50 
21-46-30.074000,S 1 	RSSI: 47
21-46-30.075000,[R]: 0 
21-46-30.078000,S 1 	RSSI: 46
21-46-30.086000,[R]: 50 
21-46-30.099000,S 1 	RSSI: 47
21-46-30.101000,[R]: 50 
21-46-30.119000,S 1 	RSSI: 47
21-46-30.122000,[R]: 50 
21-46-30.127000,S 1 	RSSI: 47
21-46-30.143000,[R]: 50 
21-46-30.163000,[R]: 50 
21-46-30.172000,S 1 	RSSI: 47
21-46-30.184000,[R]: 50 
21-46-30.193000,S 1 	RSSI: 47
21-46-30.204000,[R]: 50 
21-46-30.213000,S 1 	RSSI: 47
21-46-30.225000,[R]: 50 
21-46-30.234000,S 1 	RSSI: 47
21-46-30.244000,[R]: 50 
21-46-30.249000,[R]: 0 
21-46-30.254000,S 1 	RSSI: 47
21-46-30.257000,[R]: 50 
21-46-30.274000,[R]: 0 
21-46-30.282000,[R]: 50 
21-46-30.299000,S 1 	RSSI: 47
21-46-30.301000,[R]: 0 
21-46-30.303000,S 1 	RSSI: 48
21-46-30.310000,[R]: 50 
21-46-30.324000,S 1 	RSSI: 47
21-46-30.324000,[R]: 0 
21-46-30.331000,[R]: 50 
21-46-30.348000,S 1 	RSSI: 47
21-46-30.351000,[R]: 50 
21-46-30.372000,[R]: 50 
21-46-30.392000,[R]: 50 
21-46-30.397000,S 1 	RSSI: 47
21-46-30.413000,[R]: 50 
21-46-30.418000,S 1 	RSSI: 47
21-46-30.433000,[R]: 50 
21-46-30.438000,S 1 	RSSI: 47
21-46-30.454000,[R]: 50 
21-46-30.463000,S 1 	RSSI: 47
21-46-30.474000,[R]: 50 
21-46-30.495000,[R]: 50 
21-46-30.499000,[R]: 0 
21-46-30.503000,S 1 	RSSI: 47
21-46-30.507000,[R]: 50 
21-46-30.524000,[R]: 0 
21-46-30.532000,[R]: 50 
21-46-30.549000,[R]: 0 
21-46-30.556000,[R]: 50 
21-46-30.564000,S 4 	RSSI: 47
21-46-30.571000,S 1 	RSSI: 47
21-46-30.574000,[R]: 0 
21-46-30.579000,S 1 	RSSI: 47
21-46-30.582000,[R]: 50 
21-46-30.591000,S 4 	RSSI: 45
21-46-30.599000,[R]: 0 
21-46-30.606000,[R]: 50 
21-46-30.613000,S 4 	RSSI: 45
21-46-30.623000,[R]: 0 
21-46-30.631000,[R]: 50 
21-46-30.635000,[R]: 0 
21-46-30.639000,[R]: 50 
21-46-30.648000,S 4 	RSSI: 45
21-46-30.665000,S 4 	RSSI: 44
21-46-30.665000,[R]: 0 
21-46-30.669000,S 5 	RSSI: 55
21-46-30.672000,[R]: 50 
21-46-30.674000,S 1 	RSSI: 48
21-46-30.679000,[R]: 0 
21-46-30.685000,[R]: 50 
21-46-30.695000,S 1 	RSSI: 48
21-46-30.699000,S 5 	RSSI: 55
21-46-30.699000,[R]: 0 
21-46-30.703000,S 1 	RSSI: 48
21-46-30.706000,[R]: 50 
21-46-30.724000,S 1 	RSSI: 48
21-46-30.728000,[R]: 50 
21-46-30.729000,S 1 	RSSI: 48
21-46-30.748000,[R]: 50 
21-46-30.749000,S 1 	RSSI: 48
21-46-30.752000,S 1 	RSSI: 48
21-46-30.767000,[R]: 50 
21-46-30.773000,S 1 	RSSI: 47
21-46-30.788000,[R]: 50 
21-46-30.794000,S 1 	RSSI: 47
21-46-30.809000,[R]: 50 
21-46-30.814000,S 1 	RSSI: 47
21-46-30.829000,[R]: 50 
21-46-30.835000,S 1 	RSSI: 47
21-46-30.850000,[R]: 50 
21-46-30.870000,[R]: 50 
21-46-30.891000,[R]: 50 
21-46-30.900000,S 1 	RSSI: 46
21-46-30.911000,[R]: 50 
21-46-30.920000,S 1 	RSSI: 46
21-46-30.924000,[R]: 0 
21-46-30.929000,S 1 	RSSI: 47
21-46-30.932000,[R]: 50 
21-46-30.949000,S 1 	RSSI: 47
21-46-30.952000,[R]: 50 
21-46-30.970000,S 1 	RSSI: 47
21-46-30.973000,[R]: 50 
21-46-30.975000,[R]: 0 
21-46-30.979000,S 1 	RSSI: 47
21-46-30.981000,[R]: 50 
21-46-30.998000,S 1 	RSSI: 47
21-46-31.001000,[R]: 50 
21-46-31.022000,[R]: 50 
21-46-31.042000,[R]: 50 
21-46-31.063000,[R]: 50 
21-46-31.072000,S 1 	RSSI: 47
21-46-31.083000,[R]: 50 
21-46-31.094000,S 1 	RSSI: 47
21-46-31.104000,[R]: 50 
21-46-31.113000,S 1 	RSSI: 47
21-46-31.124000,[R]: 50 
21-46-31.134000,S 1 	RSSI: 48
21-46-31.145000,[R]: 50 
21-46-31.148000,[R]: 0 
21-46-31.171000,[R]: 50 
21-46-31.173000,[R]: 0 
21-46-31.181000,[R]: 50 
21-46-31.199000,S 1 	RSSI: 48
21-46-31.200000,[R]: 0 
21-46-31.206000,[R]: 50 
21-46-31.224000,S 1 	RSSI: 48
21-46-31.225000,[R]: 0 
21-46-31.231000,[R]: 50 
21-46-31.235000,S 4 	RSSI: 44
21-46-31.249000,[R]: 0 
21-46-31.256000,[R]: 50 
21-46-31.266000,S 4 	RSSI: 44
21-46-31.270000,S 1 	RSSI: 48
21-46-31.274000,[R]: 0 
21-46-31.281000,[R]: 50 
21-46-31.290000,S 4 	RSSI: 44
21-46-31.301000,[R]: 50 
21-46-31.315000,S 4 	RSSI: 44
21-46-31.320000,S 5 	RSSI: 53
21-46-31.324000,[R]: 50 
21-46-31.325000,S 1 	RSSI: 47
21-46-31.341000,S 5 	RSSI: 53
21-46-31.345000,[R]: 50 
21-46-31.348000,S 1 	RSSI: 47
21-46-31.350000,[R]: 0 
21-46-31.354000,S 1 	RSSI: 47
21-46-31.356000,[R]: 50 
21-46-31.368000,S 5 	RSSI: 53
21-46-31.373000,S 1 	RSSI: 47
21-46-31.378000,[R]: 50 
21-46-31.379000,S 1 	RSSI: 47
21-46-31.393000,S 5 	RSSI: 53
21-46-31.398000,[R]: 50 
21-46-31.401000,S 1 	RSSI: 47
21-46-31.402000,S 1 	RSSI: 48
21-46-31.418000,[R]: 50 
21-46-31.423000,S 1 	RSSI: 47
21-46-31.427000,S 1 	RSSI: 47
21-46-31.438000,[R]: 50 
21-46-31.448000,S 1 	RSSI: 47
21-46-31.459000,[R]: 50 
21-46-31.479000,[R]: 50 
21-46-31.489000,S 1 	RSSI: 47
21-46-31.500000,[R]: 50 
21-46-31.509000,S 1 	RSSI: 47
21-46-31.520000,[R]: 50 
21-46-31.541000,[R]: 50 
21-46-31.561000,[R]: 50 
21-46-31.575000,S 1 	RSSI: 47
21-46-31.582000,[R]: 50 
21-46-31.595000,S 1 	RSSI: 47
21-46-31.598000,[R]: 0 
21-46-31.603000,S 1 	RSSI: 47
21-46-31.607000,[R]: 50 
21-46-31.624000,S 1 	RSSI: 47
21-46-31.625000,[R]: 0 
21-46-31.628000,S 1 	RSSI: 47
21-46-31.634000,[R]: 50 
21-46-31.649000,S 1 	RSSI: 47
21-46-31.650000,[R]: 0 
21-46-31.653000,S 1 	RSSI: 47
21-46-31.656000,[R]: 50 
21-46-31.673000,S 1 	RSSI: 47
21-46-31.677000,[R]: 50 
21-46-31.697000,[R]: 50 
21-46-31.718000,[R]: 50 
21-46-31.738000,[R]: 50 
21-46-31.750000,S 1 	RSSI: 47
21-46-31.758000,[R]: 50 
21-46-31.771000,S 1 	RSSI: 47
21-46-31.779000,[R]: 50 
21-46-31.792000,S 1 	RSSI: 47
21-46-31.799000,[R]: 50 
21-46-31.820000,[R]: 50 
21-46-31.823000,[R]: 0 
21-46-31.828000,S 1 	RSSI: 47
21-46-31.832000,[R]: 50 
21-46-31.850000,S 1 	RSSI: 47
21-46-31.850000,[R]: 0 
21-46-31.853000,S 1 	RSSI: 47
21-46-31.856000,[R]: 50 
21-46-31.874000,[R]: 0 
21-46-31.881000,[R]: 50 
21-46-31.887000,S 4 	RSSI: 44
21-46-31.898000,[R]: 0 
21-46-31.906000,[R]: 50 
21-46-31.916000,S 4 	RSSI: 44
21-46-31.924000,[R]: 0 
21-46-31.931000,[R]: 50 
21-46-31.940000,S 4 	RSSI: 44
21-46-31.949000,[R]: 0 
21-46-31.956000,[R]: 50 
21-46-31.965000,S 4 	RSSI: 44
21-46-31.976000,[R]: 50 
21-46-31.990000,S 4 	RSSI: 44
21-46-31.997000,[R]: 50 
21-46-32.010000,S 4 	RSSI: 44
