21-45-04.871000,------------------------
21-46-05.965000,[R]: 50 
21-46-06.068000,[R]: 50 
21-46-06.170000,[R]: 50 
21-46-06.273000,[R]: 50 
21-46-06.374000,[R]: 50 
21-46-06.477000,[R]: 50 
21-46-06.579000,[R]: 50 
21-46-06.672000,S 4 	RSSI: 44
21-46-06.683000,[R]: 50 
21-46-06.785000,[R]: 50 
21-46-06.888000,[R]: 50 
21-46-06.889000,S 1 	RSSI: 47
21-46-06.989000,[R]: 50 
21-46-06.991000,S 1 	RSSI: 47
21-46-07.092000,[R]: 50 
21-46-07.094000,S 1 	RSSI: 47
21-46-07.195000,[R]: 50 
21-46-07.197000,S 1 	RSSI: 47
21-46-07.298000,[R]: 50 
21-46-07.300000,S 1 	RSSI: 47
21-46-07.401000,[R]: 50 
21-46-07.403000,S 1 	RSSI: 47
21-46-07.468000,S 4 	RSSI: 44
21-46-07.505000,[R]: 50 
21-46-07.508000,S 1 	RSSI: 47
21-46-07.607000,[R]: 50 
21-46-07.609000,S 1 	RSSI: 47
21-46-07.710000,[R]: 50 
21-46-07.712000,S 1 	RSSI: 47
21-46-07.812000,[R]: 50 
21-46-07.815000,S 1 	RSSI: 47
21-46-07.916000,[R]: 50 
21-46-07.918000,S 1 	RSSI: 46
21-46-08.019000,[R]: 50 
21-46-08.121000,[R]: 50 
21-46-08.223000,[R]: 50 
21-46-08.227000,S 1 	RSSI: 47
21-46-08.325000,[R]: 50 
21-46-08.428000,[R]: 50 
21-46-08.436000,S 1 	RSSI: 47
21-46-08.530000,[R]: 50 
21-46-08.632000,[R]: 50 
21-46-08.735000,[R]: 50 
21-46-08.748000,S 1 	RSSI: 47
21-46-08.798000,S 4 	RSSI: 44
21-46-08.838000,[R]: 50 
21-46-08.852000,S 1 	RSSI: 47
21-46-08.939000,[R]: 50 
21-46-08.954000,S 1 	RSSI: 47
21-46-09.043000,[R]: 50 
21-46-09.057000,S 1 	RSSI: 47
21-46-09.146000,[R]: 50 
21-46-09.161000,S 1 	RSSI: 47
21-46-09.249000,[R]: 50 
21-46-09.263000,S 1 	RSSI: 47
21-46-09.351000,[R]: 50 
21-46-09.454000,[R]: 50 
21-46-09.556000,[R]: 50 
21-46-09.595000,S 4 	RSSI: 44
21-46-09.660000,[R]: 50 
21-46-09.677000,S 1 	RSSI: 47
21-46-09.762000,[R]: 50 
21-46-09.780000,S 1 	RSSI: 47
21-46-09.810000,[R]: 0 
21-46-09.814000,S 1 	RSSI: 47
21-46-09.816000,[R]: 50 
21-46-10.082000,[R]: 50 
21-46-10.348000,[R]: 50 
21-46-10.614000,[R]: 50 
21-46-10.880000,[R]: 50 
21-46-10.885000,S 1 	RSSI: 47
21-46-11.146000,[R]: 50 
21-46-11.412000,[R]: 50 
21-46-11.421000,S 1 	RSSI: 47
21-46-11.678000,[R]: 50 
21-46-11.679000,[R]: 0 
21-46-11.686000,[R]: 50 
21-46-11.800000,[R]: 0 
21-46-11.809000,[R]: 50 
21-46-11.826000,S 1 	RSSI: 47
21-46-11.827000,[R]: 0 
21-46-11.833000,[R]: 50 
21-46-11.851000,S 1 	RSSI: 47
21-46-11.852000,[R]: 0 
21-46-11.855000,S 1 	RSSI: 47
21-46-11.858000,[R]: 50 
21-46-11.876000,S 1 	RSSI: 47
21-46-11.876000,[R]: 0 
21-46-11.880000,S 1 	RSSI: 47
21-46-11.886000,[R]: 50 
21-46-11.900000,S 1 	RSSI: 47
21-46-11.903000,[R]: 50 
21-46-11.923000,[R]: 50 
21-46-11.943000,[R]: 50 
21-46-11.965000,[R]: 50 
21-46-11.970000,S 1 	RSSI: 47
21-46-11.986000,[R]: 50 
21-46-11.989000,S 1 	RSSI: 47
21-46-12.005000,[R]: 50 
21-46-12.026000,[R]: 50 
21-46-12.046000,[R]: 50 
21-46-12.050000,[R]: 0 
21-46-12.055000,S 1 	RSSI: 47
21-46-12.059000,[R]: 50 
21-46-12.076000,S 1 	RSSI: 48
21-46-12.076000,[R]: 0 
21-46-12.080000,S 1 	RSSI: 47
21-46-12.085000,[R]: 50 
21-46-12.101000,S 1 	RSSI: 47
21-46-12.101000,[R]: 0 
21-46-12.105000,S 1 	RSSI: 47
21-46-12.108000,[R]: 50 
21-46-12.125000,S 1 	RSSI: 47
21-46-12.127000,[R]: 0 
21-46-12.131000,S 1 	RSSI: 47
21-46-12.139000,[R]: 50 
21-46-12.150000,S 1 	RSSI: 47
21-46-12.153000,[R]: 50 
21-46-12.174000,[R]: 50 
21-46-12.194000,[R]: 50 
21-46-12.215000,[R]: 50 
21-46-12.236000,[R]: 50 
21-46-12.256000,[R]: 50 
21-46-12.276000,[R]: 50 
21-46-12.295000,[R]: 50 
21-46-12.300000,[R]: 0 
21-46-12.308000,[R]: 50 
21-46-12.325000,[R]: 0 
21-46-12.332000,[R]: 50 
21-46-12.350000,[R]: 0 
21-46-12.354000,S 1 	RSSI: 47
21-46-12.357000,[R]: 50 
21-46-12.375000,S 1 	RSSI: 47
21-46-12.378000,[R]: 50 
21-46-12.399000,[R]: 50 
21-46-12.419000,[R]: 50 
21-46-12.440000,[R]: 50 
21-46-12.460000,[R]: 50 
21-46-12.480000,[R]: 50 
21-46-12.487000,S 4 	RSSI: 44
21-46-12.491000,S 5 	RSSI: 44
21-46-12.499000,S 1 	RSSI: 47
21-46-12.502000,[R]: 50 
21-46-12.507000,S 4 	RSSI: 44
21-46-12.512000,S 5 	RSSI: 44
21-46-12.520000,S 1 	RSSI: 47
21-46-12.523000,[R]: 50 
21-46-12.527000,S 4 	RSSI: 44
21-46-12.532000,S 5 	RSSI: 44
21-46-12.541000,S 1 	RSSI: 47
21-46-12.543000,[R]: 50 
21-46-12.553000,S 5 	RSSI: 45
21-46-12.562000,S 1 	RSSI: 48
21-46-12.565000,[R]: 50 
21-46-12.582000,S 1 	RSSI: 47
21-46-12.586000,[R]: 50 
21-46-12.603000,S 1 	RSSI: 47
21-46-12.605000,[R]: 50 
21-46-12.623000,S 1 	RSSI: 47
21-46-12.626000,[R]: 50 
21-46-12.644000,S 1 	RSSI: 47
21-46-12.647000,[R]: 50 
21-46-12.650000,[R]: 0 
21-46-12.660000,[R]: 50 
21-46-12.674000,[R]: 0 
21-46-12.683000,[R]: 50 
21-46-12.686000,S 1 	RSSI: 46
21-46-12.699000,[R]: 0 
21-46-12.705000,S 1 	RSSI: 46
21-46-12.707000,[R]: 50 
21-46-12.725000,S 1 	RSSI: 46
21-46-12.728000,[R]: 50 
21-46-12.746000,S 1 	RSSI: 46
21-46-12.749000,[R]: 50 
21-46-12.754000,[R]: 0 
21-46-12.755000,S 1 	RSSI: 46
21-46-12.759000,[R]: 50 
21-46-12.775000,S 1 	RSSI: 46
21-46-12.779000,[R]: 50 
21-46-12.779000,S 1 	RSSI: 46
21-46-12.800000,[R]: 50 
21-46-12.802000,S 1 	RSSI: 46
21-46-12.804000,S 1 	RSSI: 46
21-46-12.819000,[R]: 50 
21-46-12.825000,S 1 	RSSI: 46
21-46-12.840000,[R]: 50 
21-46-12.860000,[R]: 50 
21-46-12.880000,[R]: 50 
21-46-12.901000,[R]: 50 
21-46-12.921000,[R]: 50 
21-46-12.942000,[R]: 50 
21-46-12.947000,S 1 	RSSI: 47
21-46-12.950000,[R]: 0 
21-46-12.955000,S 1 	RSSI: 48
21-46-12.958000,[R]: 50 
21-46-12.976000,S 1 	RSSI: 48
21-46-12.977000,[R]: 0 
21-46-12.980000,S 1 	RSSI: 48
21-46-12.989000,[R]: 50 
21-46-13.001000,S 1 	RSSI: 48
21-46-13.002000,[R]: 0 
21-46-13.005000,S 1 	RSSI: 48
21-46-13.008000,[R]: 50 
21-46-13.025000,S 1 	RSSI: 48
21-46-13.028000,[R]: 50 
21-46-13.048000,[R]: 50 
21-46-13.069000,[R]: 50 
21-46-13.089000,[R]: 50 
21-46-13.109000,[R]: 50 
21-46-13.130000,[R]: 50 
21-46-13.151000,[R]: 50 
21-46-13.171000,[R]: 50 
21-46-13.175000,[R]: 0 
21-46-13.179000,S 1 	RSSI: 48
21-46-13.183000,[R]: 50 
21-46-13.201000,S 1 	RSSI: 48
21-46-13.203000,[R]: 0 
21-46-13.205000,S 1 	RSSI: 48
21-46-13.208000,[R]: 50 
21-46-13.226000,S 1 	RSSI: 48
21-46-13.226000,[R]: 0 
21-46-13.230000,S 1 	RSSI: 48
21-46-13.238000,[R]: 50 
21-46-13.251000,[R]: 0 
21-46-13.254000,S 1 	RSSI: 48
21-46-13.258000,[R]: 50 
21-46-13.278000,[R]: 50 
21-46-13.298000,[R]: 50 
21-46-13.317000,S 4 	RSSI: 44
21-46-13.321000,[R]: 50 
21-46-13.322000,S 5 	RSSI: 44
21-46-13.326000,S 1 	RSSI: 48
21-46-13.330000,S 1 	RSSI: 48
21-46-13.341000,[R]: 50 
21-46-13.346000,S 5 	RSSI: 44
21-46-13.350000,S 1 	RSSI: 48
21-46-13.355000,S 1 	RSSI: 48
21-46-13.362000,[R]: 50 
21-46-13.366000,S 4 	RSSI: 44
21-46-13.371000,S 5 	RSSI: 44
21-46-13.375000,S 1 	RSSI: 48
21-46-13.379000,S 1 	RSSI: 48
21-46-13.382000,[R]: 50 
21-46-13.391000,S 5 	RSSI: 44
21-46-13.400000,S 1 	RSSI: 48
21-46-13.404000,[R]: 50 
21-46-13.405000,S 1 	RSSI: 48
21-46-13.423000,[R]: 50 
21-46-13.428000,S 1 	RSSI: 48
21-46-13.444000,[R]: 50 
21-46-13.445000,S 1 	RSSI: 48
21-46-13.465000,[R]: 50 
21-46-13.466000,S 1 	RSSI: 48
21-46-13.486000,[R]: 50 
21-46-13.490000,S 1 	RSSI: 48
21-46-13.506000,[R]: 50 
21-46-13.507000,S 1 	RSSI: 48
21-46-13.552000,[R]: 50 
21-46-13.558000,S 1 	RSSI: 48
21-46-13.558000,[R]: 50 
21-46-13.561000,S 1 	RSSI: 48
21-46-13.568000,[R]: 50 
21-46-13.569000,S 1 	RSSI: 48
21-46-13.575000,[R]: 0 
21-46-13.585000,[R]: 50 
21-46-13.589000,S 1 	RSSI: 48
21-46-13.600000,[R]: 0 
21-46-13.609000,[R]: 50 
21-46-13.612000,S 1 	RSSI: 48
21-46-13.625000,[R]: 0 
21-46-13.630000,S 1 	RSSI: 48
21-46-13.661000,[R]: 50 
21-46-13.667000,S 1 	RSSI: 48
21-46-13.669000,[R]: 50 
21-46-13.678000,S 1 	RSSI: 48
21-46-13.679000,[R]: 50 
21-46-13.684000,[R]: 0 
21-46-13.685000,[R]: 50 
21-46-13.703000,[R]: 50 
21-46-13.724000,[R]: 50 
21-46-13.744000,[R]: 50 
21-46-13.764000,[R]: 50 
21-46-13.777000,S 1 	RSSI: 47
21-46-13.785000,[R]: 50 
21-46-13.797000,S 1 	RSSI: 48
21-46-13.805000,[R]: 50 
21-46-13.818000,S 1 	RSSI: 48
21-46-13.825000,[R]: 50 
21-46-13.838000,S 1 	RSSI: 48
21-46-13.846000,[R]: 50 
21-46-13.850000,[R]: 0 
21-46-13.858000,[R]: 50 
21-46-13.875000,[R]: 0 
21-46-13.882000,[R]: 50 
21-46-13.900000,[R]: 0 
21-46-13.908000,[R]: 50 
21-46-13.926000,[R]: 0 
21-46-13.932000,[R]: 50 
21-46-13.934000,S 4 	RSSI: 44
21-46-13.943000,S 5 	RSSI: 44
21-46-13.950000,[R]: 0 
21-46-13.958000,[R]: 50 
21-46-13.964000,S 1 	RSSI: 48
21-46-13.972000,S 5 	RSSI: 44
21-46-13.975000,[R]: 0 
21-46-13.980000,S 1 	RSSI: 48
21-46-13.983000,[R]: 50 
21-46-14.001000,S 1 	RSSI: 48
21-46-14.004000,[R]: 50 
21-46-14.021000,S 1 	RSSI: 48
21-46-14.024000,[R]: 50 
21-46-14.026000,[R]: 0 
21-46-14.030000,S 1 	RSSI: 48
21-46-14.033000,[R]: 50 
21-46-14.050000,S 1 	RSSI: 48
21-46-14.054000,[R]: 50 
21-46-14.055000,S 1 	RSSI: 48
21-46-14.075000,[R]: 50 
21-46-14.076000,S 1 	RSSI: 48
21-46-14.079000,S 1 	RSSI: 48
21-46-14.094000,[R]: 50 
21-46-14.100000,S 1 	RSSI: 48
21-46-14.106000,S 1 	RSSI: 48
21-46-14.115000,[R]: 50 
21-46-14.124000,S 1 	RSSI: 49
21-46-14.135000,[R]: 50 
21-46-14.145000,S 1 	RSSI: 48
21-46-14.156000,[R]: 50 
21-46-14.165000,S 1 	RSSI: 48
21-46-14.176000,[R]: 50 
21-46-14.185000,S 1 	RSSI: 48
21-46-14.196000,[R]: 50 
21-46-14.206000,S 1 	RSSI: 48
21-46-14.217000,[R]: 50 
21-46-14.227000,S 1 	RSSI: 48
21-46-14.238000,[R]: 50 
21-46-14.248000,S 1 	RSSI: 48
21-46-14.250000,[R]: 0 
21-46-14.259000,[R]: 50 
21-46-14.269000,S 1 	RSSI: 48
21-46-14.275000,[R]: 0 
21-46-14.283000,[R]: 50 
21-46-14.301000,[R]: 0 
21-46-14.308000,[R]: 50 
21-46-14.325000,[R]: 0 
21-46-14.332000,[R]: 50 
21-46-14.353000,[R]: 50 
21-46-14.373000,[R]: 50 
21-46-14.394000,[R]: 50 
21-46-14.414000,[R]: 50 
21-46-14.439000,[R]: 50 
21-46-14.440000,S 1 	RSSI: 48
21-46-14.456000,[R]: 50 
21-46-14.458000,S 1 	RSSI: 48
21-46-14.476000,[R]: 50 
21-46-14.496000,[R]: 50 
21-46-14.500000,[R]: 0 
21-46-14.509000,[R]: 50 
21-46-14.525000,[R]: 0 
21-46-14.534000,[R]: 50 
21-46-14.541000,S 1 	RSSI: 48
21-46-14.550000,[R]: 0 
21-46-14.554000,S 1 	RSSI: 48
21-46-14.557000,[R]: 50 
21-46-14.574000,S 1 	RSSI: 48
21-46-14.576000,[R]: 0 
21-46-14.582000,[R]: 50 
21-46-14.599000,S 1 	RSSI: 48
21-46-14.602000,[R]: 50 
21-46-14.623000,[R]: 50 
21-46-14.644000,[R]: 50 
21-46-14.664000,[R]: 50 
21-46-14.685000,[R]: 50 
21-46-14.705000,[R]: 50 
21-46-14.725000,[R]: 50 
21-46-14.746000,[R]: 50 
21-46-14.750000,[R]: 0 
21-46-14.761000,[R]: 50 
21-46-14.775000,[R]: 0 
21-46-14.783000,[R]: 50 
21-46-14.788000,S 1 	RSSI: 46
21-46-14.801000,[R]: 0 
21-46-14.804000,S 1 	RSSI: 46
21-46-14.809000,[R]: 50 
21-46-14.828000,[R]: 50 
21-46-14.835000,S 4 	RSSI: 44
21-46-14.839000,S 5 	RSSI: 44
21-46-14.847000,S 1 	RSSI: 46
21-46-14.850000,[R]: 50 
21-46-14.851000,[R]: 0 
21-46-14.857000,S 1 	RSSI: 47
21-46-14.861000,[R]: 50 
21-46-14.867000,S 4 	RSSI: 44
21-46-14.871000,S 5 	RSSI: 44
21-46-14.876000,S 1 	RSSI: 47
21-46-14.877000,[R]: 0 
21-46-14.880000,S 1 	RSSI: 47
21-46-14.886000,[R]: 50 
21-46-14.896000,S 5 	RSSI: 44
21-46-14.901000,S 1 	RSSI: 47
21-46-14.902000,[R]: 0 
21-46-14.905000,S 1 	RSSI: 47
21-46-14.909000,[R]: 50 
21-46-14.924000,S 1 	RSSI: 47
21-46-14.928000,[R]: 50 
21-46-14.930000,S 1 	RSSI: 47
21-46-14.949000,[R]: 50 
21-46-14.950000,S 1 	RSSI: 46
21-46-14.953000,S 1 	RSSI: 47
21-46-14.969000,[R]: 50 
21-46-14.974000,S 1 	RSSI: 46
21-46-14.989000,[R]: 50 
21-46-14.995000,S 1 	RSSI: 47
21-46-15.010000,[R]: 50 
21-46-15.015000,S 1 	RSSI: 47
21-46-15.030000,[R]: 50 
21-46-15.036000,S 1 	RSSI: 47
21-46-15.051000,[R]: 50 
21-46-15.056000,S 1 	RSSI: 48
21-46-15.072000,[R]: 50 
21-46-15.077000,S 1 	RSSI: 48
21-46-15.092000,[R]: 50 
21-46-15.098000,S 1 	RSSI: 48
21-46-15.100000,[R]: 0 
21-46-15.109000,[R]: 50 
21-46-15.118000,S 1 	RSSI: 47
21-46-15.125000,[R]: 0 
21-46-15.133000,[R]: 50 
21-46-15.139000,S 1 	RSSI: 47
21-46-15.150000,[R]: 0 
21-46-15.159000,[R]: 50 
21-46-15.160000,S 1 	RSSI: 47
21-46-15.175000,[R]: 0 
21-46-15.183000,[R]: 50 
21-46-15.201000,S 1 	RSSI: 47
21-46-15.204000,[R]: 50 
21-46-15.221000,S 1 	RSSI: 47
21-46-15.224000,[R]: 50 
21-46-15.225000,[R]: 0 
21-46-15.232000,[R]: 50 
21-46-15.253000,[R]: 50 
21-46-15.274000,[R]: 50 
21-46-15.293000,[R]: 50 
21-46-15.314000,[R]: 50 
21-46-15.326000,S 1 	RSSI: 46
21-46-15.335000,[R]: 50 
21-46-15.348000,S 1 	RSSI: 46
21-46-15.355000,[R]: 50 
21-46-15.368000,S 1 	RSSI: 46
21-46-15.376000,[R]: 50 
21-46-15.389000,S 1 	RSSI: 47
21-46-15.396000,[R]: 50 
21-46-15.400000,[R]: 0 
21-46-15.408000,[R]: 50 
21-46-15.425000,[R]: 0 
21-46-15.433000,[R]: 50 
21-46-15.453000,[R]: 50 
21-46-15.474000,[R]: 50 
21-46-15.475000,[R]: 0 
21-46-15.482000,[R]: 50 
21-46-15.503000,[R]: 50 
21-46-15.517000,S 4 	RSSI: 44
21-46-15.521000,S 5 	RSSI: 44
21-46-15.524000,[R]: 50 
21-46-15.528000,[R]: 0 
21-46-15.533000,[R]: 50 
21-46-15.537000,S 1 	RSSI: 48
21-46-15.550000,[R]: 0 
21-46-15.555000,S 1 	RSSI: 48
21-46-15.558000,[R]: 50 
21-46-15.576000,S 1 	RSSI: 48
21-46-15.578000,[R]: 50 
21-46-15.597000,S 1 	RSSI: 48
21-46-15.599000,[R]: 50 
21-46-15.607000,[R]: 0 
21-46-15.609000,S 1 	RSSI: 48
21-46-15.620000,[R]: 50 
21-46-15.626000,S 1 	RSSI: 48
21-46-15.648000,[R]: 50 
21-46-15.655000,S 1 	RSSI: 48
21-46-15.656000,[R]: 50 
21-46-15.660000,S 1 	RSSI: 48
21-46-15.661000,S 1 	RSSI: 48
21-46-15.671000,[R]: 50 
21-46-15.674000,S 1 	RSSI: 48
21-46-15.690000,[R]: 50 
21-46-15.694000,S 1 	RSSI: 48
21-46-15.709000,[R]: 50 
21-46-15.715000,S 1 	RSSI: 48
21-46-15.730000,[R]: 50 
21-46-15.736000,S 1 	RSSI: 48
21-46-15.751000,[R]: 50 
21-46-15.756000,S 1 	RSSI: 48
21-46-15.772000,[R]: 50 
21-46-15.777000,S 1 	RSSI: 48
21-46-15.792000,[R]: 50 
21-46-15.815000,[R]: 50 
21-46-15.825000,[R]: 0 
21-46-15.833000,[R]: 50 
21-46-15.846000,S 1 	RSSI: 48
21-46-15.850000,[R]: 0 
21-46-15.855000,S 1 	RSSI: 48
21-46-15.860000,[R]: 50 
21-46-15.875000,S 1 	RSSI: 48
21-46-15.879000,[R]: 50 
21-46-15.899000,[R]: 50 
21-46-15.904000,S 1 	RSSI: 48
21-46-15.919000,[R]: 50 
21-46-15.924000,S 1 	RSSI: 48
21-46-15.940000,[R]: 50 
21-46-15.945000,S 1 	RSSI: 48
21-46-15.960000,[R]: 50 
21-46-15.966000,S 1 	RSSI: 48
21-46-15.981000,[R]: 50 
21-46-15.987000,S 1 	RSSI: 48
21-46-16.002000,[R]: 50 
21-46-16.022000,[R]: 50 
21-46-16.042000,[R]: 50 
21-46-16.049000,[R]: 0 
21-46-16.058000,[R]: 50 
21-46-16.074000,[R]: 0 
21-46-16.083000,[R]: 50 
21-46-16.100000,[R]: 0 
21-46-16.108000,[R]: 50 
21-46-16.125000,[R]: 0 
21-46-16.129000,S 1 	RSSI: 48
21-46-16.133000,[R]: 50 
21-46-16.153000,[R]: 50 
21-46-16.173000,[R]: 50 
21-46-16.194000,[R]: 50 
21-46-16.214000,[R]: 50 
21-46-16.235000,[R]: 50 
21-46-16.255000,[R]: 50 
21-46-16.275000,[R]: 50 
21-46-16.296000,[R]: 50 
21-46-16.300000,[R]: 0 
21-46-16.308000,[R]: 50 
21-46-16.325000,[R]: 0 
21-46-16.333000,[R]: 50 
21-46-16.340000,S 1 	RSSI: 48
21-46-16.350000,[R]: 0 
21-46-16.354000,S 1 	RSSI: 48
21-46-16.358000,[R]: 50 
21-46-16.375000,S 1 	RSSI: 48
21-46-16.378000,[R]: 50 
21-46-16.398000,[R]: 50 
21-46-16.418000,[R]: 50 
21-46-16.439000,[R]: 50 
21-46-16.460000,[R]: 50 
21-46-16.463000,S 4 	RSSI: 44
21-46-16.472000,S 5 	RSSI: 44
21-46-16.475000,S 1 	RSSI: 48
21-46-16.478000,S 1 	RSSI: 49
21-46-16.482000,[R]: 50 
21-46-16.491000,S 5 	RSSI: 44
21-46-16.499000,S 1 	RSSI: 48
21-46-16.502000,[R]: 50 
21-46-16.511000,S 5 	RSSI: 44
21-46-16.520000,S 1 	RSSI: 48
21-46-16.523000,[R]: 50 
21-46-16.540000,S 1 	RSSI: 48
21-46-16.543000,[R]: 50 
21-46-16.561000,S 1 	RSSI: 48
21-46-16.564000,[R]: 50 
21-46-16.582000,S 1 	RSSI: 50
21-46-16.584000,[R]: 50 
21-46-16.605000,[R]: 50 
21-46-16.623000,S 1 	RSSI: 48
21-46-16.626000,[R]: 50 
21-46-16.643000,S 1 	RSSI: 48
21-46-16.646000,[R]: 50 
21-46-16.665000,S 1 	RSSI: 48
21-46-16.667000,[R]: 50 
21-46-16.675000,[R]: 0 
21-46-16.684000,[R]: 50 
21-46-16.687000,S 1 	RSSI: 49
21-46-16.700000,[R]: 0 
21-46-16.705000,S 1 	RSSI: 48
21-46-16.708000,[R]: 50 
21-46-16.726000,S 1 	RSSI: 48
21-46-16.729000,[R]: 50 
21-46-16.747000,S 1 	RSSI: 48
21-46-16.749000,[R]: 50 
21-46-16.761000,[R]: 0 
21-46-16.762000,S 1 	RSSI: 48
21-46-16.770000,[R]: 50 
21-46-16.776000,S 1 	RSSI: 48
21-46-16.778000,[R]: 50 
21-46-16.781000,S 1 	RSSI: 48
21-46-16.798000,[R]: 50 
21-46-16.819000,[R]: 50 
21-46-16.839000,[R]: 50 
21-46-16.860000,[R]: 50 
21-46-16.865000,S 1 	RSSI: 48
21-46-16.880000,[R]: 50 
21-46-16.885000,S 1 	RSSI: 48
21-46-16.901000,[R]: 50 
21-46-16.906000,S 1 	RSSI: 48
21-46-16.921000,[R]: 50 
21-46-16.925000,[R]: 0 
21-46-16.934000,[R]: 50 
21-46-16.947000,S 1 	RSSI: 48
21-46-16.950000,[R]: 0 
21-46-16.958000,[R]: 50 
21-46-16.975000,[R]: 0 
21-46-16.983000,[R]: 50 
21-46-17.000000,[R]: 0 
21-46-17.007000,[R]: 50 
21-46-17.028000,[R]: 50 
21-46-17.048000,[R]: 50 
21-46-17.069000,[R]: 50 
21-46-17.074000,S 1 	RSSI: 48
21-46-17.089000,[R]: 50 
21-46-17.094000,S 1 	RSSI: 48
21-46-17.110000,[R]: 50 
21-46-17.115000,S 1 	RSSI: 48
21-46-17.130000,[R]: 50 
21-46-17.151000,[R]: 50 
21-46-17.170000,[R]: 50 
21-46-17.174000,[R]: 0 
21-46-17.183000,[R]: 50 
21-46-17.199000,[R]: 0 
21-46-17.208000,[R]: 50 
21-46-17.225000,[R]: 0 
21-46-17.232000,[R]: 50 
21-46-17.253000,[R]: 50 
21-46-17.261000,S 1 	RSSI: 48
21-46-17.273000,[R]: 50 
21-46-17.282000,S 1 	RSSI: 48
21-46-17.294000,[R]: 50 
21-46-17.303000,S 1 	RSSI: 48
21-46-17.314000,[R]: 50 
21-46-17.335000,[R]: 50 
21-46-17.355000,[R]: 50 
21-46-17.375000,[R]: 50 
21-46-17.396000,[R]: 50 
21-46-17.400000,[R]: 0 
21-46-17.408000,[R]: 50 
21-46-17.425000,[R]: 0 
21-46-17.433000,[R]: 50 
21-46-17.450000,[R]: 0 
21-46-17.457000,[R]: 50 
21-46-17.475000,[R]: 0 
21-46-17.482000,[R]: 50 
21-46-17.485000,S 4 	RSSI: 44
21-46-17.493000,S 5 	RSSI: 44
21-46-17.500000,[R]: 0 
21-46-17.508000,[R]: 50 
21-46-17.518000,S 4 	RSSI: 44
21-46-17.522000,S 5 	RSSI: 44
21-46-17.525000,[R]: 0 
21-46-17.532000,[R]: 50 
21-46-17.541000,S 4 	RSSI: 44
21-46-17.545000,S 5 	RSSI: 44
21-46-17.552000,[R]: 50 
21-46-17.565000,S 4 	RSSI: 44
21-46-17.570000,S 5 	RSSI: 44
21-46-17.573000,[R]: 50 
21-46-17.586000,S 4 	RSSI: 44
21-46-17.591000,S 5 	RSSI: 44
21-46-17.594000,[R]: 50 
21-46-17.607000,S 4 	RSSI: 44
21-46-17.612000,S 5 	RSSI: 44
21-46-17.616000,[R]: 50 
21-46-17.628000,S 4 	RSSI: 44
21-46-17.632000,S 5 	RSSI: 44
21-46-17.637000,[R]: 50 
21-46-17.648000,S 4 	RSSI: 44
21-46-17.652000,S 5 	RSSI: 44
21-46-17.655000,[R]: 50 
21-46-17.668000,S 4 	RSSI: 44
21-46-17.673000,S 5 	RSSI: 44
21-46-17.676000,[R]: 50 
21-46-17.688000,S 4 	RSSI: 44
21-46-17.693000,S 5 	RSSI: 44
21-46-17.696000,[R]: 50 
21-46-17.713000,S 5 	RSSI: 44
21-46-17.717000,[R]: 50 
21-46-17.725000,[R]: 0 
21-46-17.733000,[R]: 50 
21-46-17.750000,[R]: 0 
21-46-17.754000,S 1 	RSSI: 48
21-46-17.758000,[R]: 50 
21-46-17.775000,S 1 	RSSI: 48
21-46-17.776000,[R]: 0 
21-46-17.779000,S 1 	RSSI: 48
21-46-17.791000,[R]: 50 
21-46-17.800000,[R]: 0 
21-46-17.807000,[R]: 50 
21-46-17.828000,[R]: 50 
21-46-17.845000,S 1 	RSSI: 48
21-46-17.848000,[R]: 50 
21-46-17.866000,S 1 	RSSI: 48
21-46-17.869000,[R]: 50 
21-46-17.886000,S 1 	RSSI: 48
21-46-17.889000,[R]: 50 
21-46-17.906000,S 1 	RSSI: 48
21-46-17.909000,[R]: 50 
21-46-17.927000,S 1 	RSSI: 48
21-46-17.929000,[R]: 50 
21-46-17.947000,S 1 	RSSI: 48
21-46-17.950000,[R]: 50 
21-46-17.968000,S 1 	RSSI: 48
21-46-17.971000,[R]: 50 
21-46-17.975000,[R]: 0 
21-46-17.983000,[R]: 50 
21-46-17.989000,S 1 	RSSI: 48
21-46-18.000000,[R]: 0 
21-46-18.009000,[R]: 50 
21-46-18.011000,S 1 	RSSI: 48
21-46-18.025000,[R]: 0 
21-46-18.030000,S 1 	RSSI: 48
21-46-18.033000,[R]: 50 
21-46-18.050000,S 1 	RSSI: 48
21-46-18.053000,[R]: 50 
21-46-18.071000,S 1 	RSSI: 48
21-46-18.074000,[R]: 50 
21-46-18.075000,[R]: 0 
21-46-18.079000,S 1 	RSSI: 48
21-46-18.083000,[R]: 50 
21-46-18.100000,S 1 	RSSI: 48
21-46-18.101000,[R]: 0 
21-46-18.104000,S 1 	RSSI: 48
21-46-18.107000,[R]: 50 
21-46-18.125000,S 1 	RSSI: 48
21-46-18.126000,[R]: 0 
21-46-18.129000,S 1 	RSSI: 47
21-46-18.136000,[R]: 50 
21-46-18.153000,[R]: 50 
21-46-18.173000,[R]: 50 
21-46-18.194000,[R]: 50 
21-46-18.214000,[R]: 50 
21-46-18.235000,[R]: 50 
21-46-18.255000,[R]: 50 
21-46-18.275000,[R]: 50 
21-46-18.295000,[R]: 50 
21-46-18.299000,[R]: 0 
21-46-18.308000,[R]: 50 
21-46-18.316000,S 1 	RSSI: 47
21-46-18.324000,[R]: 0 
