41-27.133,"50 "
41-27.135,"10 "
41-27.136,"2 "
41-27.137,"10 "
41-27.138,"1 "
41-27.139,"50 "
41-27.141,"10 "
41-27.170,"2 "
41-27.171,"10 "
41-27.172,"1 "
41-27.173,"50 "
41-27.176,"10 "
41-27.224,"2 "
41-27.225,"10 "
41-27.226,"1 "
41-27.227,"50 "
41-27.228,"10 "
41-27.229,"2 "
41-27.230,"10 "
41-27.258,"1 "
41-27.259,"50 "
41-27.260,"10 "
41-27.261,"2 "
41-27.262,"10 "
41-27.263,"1 "
41-27.275,"50 "
41-27.276,"10 "
41-27.284,"2 "
41-27.286,"10 "
41-27.287,"1 "
41-27.308,"50 "
41-27.309,"10 "
41-27.310,"2 "
41-27.312,"10 "
41-27.313,"1 "
41-27.353,"50 "
41-27.354,"10 "
41-27.355,"2 "
41-27.388,"10 "
41-27.389,"1 "
41-27.391,"50 "
41-27.395,"10 "
41-27.396,"2 "
41-27.416,"10 "
41-27.418,"1 "
41-27.448,"50 "
41-27.453,"10 "
41-27.454,"2 "
41-27.457,"10 "
41-27.462,"1 "
41-27.493,"50 "
41-27.494,"10 "
41-27.497,"2 "
41-27.542,"10 "
41-27.543,"1 "
41-27.545,"50 "
41-27.566,"10 "
41-27.569,"2 "
41-27.570,"10 "
41-27.571,"1 "
41-27.586,"50 "
41-27.590,"10 "
41-27.613,"2 "
41-27.636,"10 "
41-27.636,"1 "
41-27.643,"50 "
41-27.655,"10 "
41-27.656,"2 "
41-27.678,"10 "
41-27.679,"1 "
41-27.684,"50 "
41-27.759,"10 "
41-27.760,"2 "
41-27.761,"10 "
41-27.763,"1 "
41-27.763,"50 "
41-27.765,"10 "
41-27.766,"2 "
41-27.770,"10 "
41-27.834,"1 "
41-27.859,"50 "
41-27.860,"10 "
41-27.862,"2 "
41-27.863,"10 "
41-27.867,"1 "
41-27.873,"50 "
41-27.875,"10 "
41-27.891,"2 "
41-27.899,"10 "
41-27.904,"1 "
41-27.905,"50 "
41-27.916,"10 "
41-27.920,"2 "
41-27.925,"10 "
41-27.937,"1 "
41-27.939,"50 "
41-27.950,"10 "
41-27.956,"2 "
41-27.959,"10 "
41-27.964,"1 "
41-27.967,"50 "
41-27.975,"10 "
41-27.976,"2 "
41-27.978,"10 "
41-28.000,"1 "
41-28.001,"50 "
41-28.009,"10 "
41-28.010,"2 "
41-28.043,"10 "
41-28.052,"1 "
41-28.055,"50 "
41-28.071,"10 "
41-28.076,"2 "
41-28.105,"10 "
41-28.107,"1 "
41-28.109,"50 "
41-28.110,"10 "
41-28.116,"2 "
41-28.122,"10 "
41-28.125,"1 "
41-28.129,"50 "
41-28.130,"10 "
41-28.141,"2 "
41-28.143,"10 "
41-28.153,"1 "
41-28.156,"50 "
41-28.158,"10 "
41-28.162,"2 "
41-28.163,"10 "
41-28.167,"1 "
41-28.170,"50 "
41-28.171,"10 "
41-28.175,"2 "
41-28.180,"10 "
41-28.187,"1 "
41-28.191,"50 "
41-28.195,"10 "
41-28.197,"2 "
41-28.209,"10 "
41-28.211,"1 "
41-28.224,"50 "
41-28.239,"10 "
