23-18-15.625,"""Scanner enabled\r\n""" 
23-20-41.829,0 0 0 0 0 0 0 0
23-20-41.830,0 0 0 0 0 0 44 0
23-20-41.830,0 0 0 0 0 0 0 0
23-20-41.833,"0 0 0 0 0 0 0 ""7 55"""
23-20-41.834,"3 50"""
23-20-41.837,"2 45"""
23-20-41.843,"4 48"""
23-20-41.846,"1 46"""
23-20-41.856,"7 56"""
23-20-41.865, 0 0 0 58 0 52 0 0
23-20-41.867,45 0 0 0 0 44 0 0
23-20-41.867,72 44 0 0 0 68 0 0
23-20-41.868,0 0 0 0 0 0 44 0
23-20-41.868,0 0 0 0 0 0 0 0
23-20-41.869,0 0 0 0 0 0 0 0
23-20-41.869,0 0 0 0 0 0 0 0
23-20-41.870,"0 0 0 0 0 0 0""3 49"""
23-20-41.871,"2 46"""
23-20-41.880,"4 48"""
23-20-41.880,"1 46"""
23-20-41.884,"7 55"""
23-20-41.889,"8 51"""
23-20-41.894,"3 49"""
23-20-41.904, 0 0 0 58 0 0 44 0
23-20-41.905,45 0 0 0 0 0 44 0
23-20-41.906,0 44 0 0 0 0 0 0
23-20-41.906,0 0 0 0 0 0 44 0
23-20-41.910,0 0 0 0 0 0 0 0
23-20-41.910,0 0 0 0 0 0 0 0
23-20-41.911,0 0 0 0 0 0 0 0
23-20-41.911,"0 0 44 0 0 0 0 ""1 46"""
23-20-41.912,"4 48"""
23-20-41.919,"6 50"""
23-20-41.925,"8 51"""
23-20-41.926,"7 55"""
23-20-41.927,"3 49"""
23-20-41.933,"1 46"""
23-20-41.948, 0 46 0 0 0 0 0 44
23-20-41.948,45 0 0 0 0 0 0 44
23-20-41.949,0 0 0 0 0 67 0 0
23-20-41.950,58 44 0 0 0 0 44 44
23-20-41.950,0 0 0 0 0 0 0 0
23-20-41.951,51 44 0 44 0 0 44 0
23-20-41.951,45 44 0 0 0 0 0 44
23-20-41.952,"0 0 4""2 46"""
23-20-41.953,"4 48"""
23-20-41.953,"3 49"""
23-20-41.956,"8 50"""
23-20-41.958,"7 55"""
23-20-41.960,"6 50"""
23-20-41.966,"1 46"""
23-20-41.975,"2 46"""
23-20-41.986, 0 0 0 0 0 0 0 46
23-20-41.987,45 0 0 0 0 0 0 44
23-20-41.988,0 0 0 0 0 0 0 0
23-20-41.989,59 44 0 0 0 0 44 44
23-20-41.989,0 0 0 0 0 0 0 0
23-20-41.990,0 0 0 44 0 0 44 0
23-20-41.990,45 44 0 0 0 0 0 44
23-20-41.994,"0 0 0 0 0""4 48"""
23-20-41.994,"3 49"""
23-20-41.995,"8 51"""
23-20-41.995,"7 55"""
23-20-41.996,"6 50"""
23-20-41.999,"1 46"""
23-20-42.004,"2 46"""
23-20-42.011,"4 48"""
23-20-42.013,"3 49"""
23-20-42.027, 0 0 0 0 0 0 0 44
23-20-42.028,45 0 0 0 0 0 0 44
23-20-42.028,0 0 0 44 0 68 44 0
23-20-42.029,59 44 0 0 0 0 44 44
23-20-42.030,0 0 0 0 0 0 0 0
23-20-42.030,0 0 0 44 0 0 44 0
23-20-42.031,45 44 0 0 0 0 0 0
23-20-42.031,"0 0 0 0""1 46"""
23-20-42.032,"7 55"""
23-20-42.032,"2 46"""
23-20-42.034,"6 50"""
23-20-42.043,"4 48"""
23-20-42.048,"8 50"""
23-20-42.054,"1 46"""
23-20-42.064, 0 0 0 0 0 0 0 0
23-20-42.067,0 0 0 0 0 0 0 0
23-20-42.069,0 0 0 0 0 0 0 0
23-20-42.069,59 44 0 0 0 0 44 0
23-20-42.070,0 0 0 0 0 0 0 0
23-20-42.070,0 0 0 44 0 0 44 0
23-20-42.071,0 0 0 0 0 0 0 0
23-20-42.071,"44 0 0 0 0 0 0 0""6 50"""
23-20-42.079,"3 49"""
23-20-42.081,"8 50"""
23-20-42.086,"1 46"""
23-20-42.088,"7 55"""
23-20-42.090,"2 46"""
23-20-42.092,"6 50"""
23-20-42.106, 0 0 0 0 0 0 0 0
23-20-42.107,45 0 0 0 0 0 0 0
23-20-42.108,0 0 0 44 0 0 44 0
23-20-42.108,0 0 0 0 0 0 0 0
23-20-42.109,0 0 0 0 0 0 0 0
23-20-42.109,0 0 68 44 0 0 44 0
23-20-42.109,45 44 0 0 0 0 0 44
23-20-42.110,"44 44 0 0 0 ""3 49"""
23-20-42.120,"1 46"""
23-20-42.122,"7 56"""
23-20-42.123,"2 46"""
23-20-42.143, 0 0 77 0 0 51 0 0
23-20-42.144,0 0 0 0 0 0 0 0
23-20-42.144,0 0 0 0 0 0 0 0
23-20-42.145,0 0 0 0 0 0 0 0
23-20-42.145,0 0 0 0 0 0 0 0
23-20-42.147,0 0 0 0 0 0 0 0
23-20-42.148,0 44 0 0 0 0 0 44
23-20-42.150,0 0 0 0 0 0 0 0
23-20-42.151,"1 46"""
23-20-42.152,"3 49"""
23-20-42.153,"4 48"""
23-20-42.153,"8 50"""
23-20-42.154,"7 56"""
23-20-42.155,"2 46"""
23-20-42.161,"6 50"""
23-20-42.174,"4 48"""
23-20-42.184, 0 0 0 0 0 0 0 0
23-20-42.194,0 0 0 0 0 0 0 0
23-20-42.194,0 0 0 0 0 0 0 0
23-20-42.195,0 44 0 0 0 0 44 44
23-20-42.195,0 0 0 0 0 0 0 0
23-20-42.196,0 0 68 44 0 0 44 0
23-20-42.196,0 44 0 0 0 0 0 44
23-20-42.197,"0 0 0 0 0 0 0""2 46"""
23-20-42.197,"7 56"""
23-20-42.197,"6 51"""
23-20-42.208,"8 50"""
23-20-42.223, 0 0 0 0 0 0 0 0
23-20-42.225,0 0 0 0 0 0 0 0
23-20-42.226,0 0 0 0 0 0 0 0
23-20-42.226,0 0 0 0 0 0 0 0
23-20-42.227,0 0 0 0 0 0 0 0
23-20-42.227,0 0 0 44 0 0 44 0
23-20-42.228,0 44 0 0 0 0 0 44
23-20-42.228,"0 44 0 0 0 0 0 0""7 56"""
23-20-42.239,"3 49"""
23-20-42.240,"1 46"""
23-20-42.249,"2 46"""
23-20-42.252,"7 56"""
23-20-42.264, 0 0 0 0 0 0 0 44
23-20-42.265,0 0 0 0 0 0 0 0
23-20-42.268,0 0 0 44 0 0 44 44
23-20-42.269,0 0 0 0 0 0 0 0
23-20-42.270,0 0 0 0 0 0 0 0
23-20-42.270,0 0 0 0 0 0 0 0
23-20-42.271,45 44 0 0 0 0 0 44
23-20-42.272,"0 0 0 0 0 0 0 ""3 49"""
23-20-42.274,"4 48"""
23-20-42.284,"2 46"""
23-20-42.286,"7 56"""
23-20-42.291,"6 50"""
23-20-42.304, 0 0 0 0 0 0 0 0
23-20-42.307,0 0 0 0 0 44 0 0
23-20-42.307,0 0 0 0 0 0 0 0
23-20-42.308,0 44 0 0 0 0 44 44
23-20-42.308,0 0 0 0 0 0 0 0
23-20-42.309,0 0 69 44 0 0 44 0
23-20-42.311,0 0 0 0 0 0 0 0
23-20-42.312,"0 0 0 0 0 0 0 ""1 46"""
23-20-42.312,"3 49"""
23-20-42.313,"2 46"""
23-20-42.313,"4 48"""
23-20-42.313,"8 50"""
23-20-42.317,"7 56"""
23-20-42.320,"6 50"""
23-20-42.345, 0 0 0 0 0 0 0 0
23-20-42.350,0 0 0 44 0 0 44 0
23-20-42.357,0 0 0 0 0 0 0 0
23-20-42.358,0 0 0 0 0 0 44 44
23-20-42.359,0 0 0 0 0 0 0 0
23-20-42.360,0 44 69 44 0 0 44 0
23-20-42.361,0 0 0 0 0 0 0 44
23-20-42.361,"0 0 0 0 0 0 ""2 46"""
23-20-42.363,"4 48"""
23-20-42.363,"8 50"""
23-20-42.364,"7 56"""
23-20-42.365,"6 50"""
23-20-42.368,"3 50"""
23-20-42.371,"8 50"""
23-20-42.385, 0 0 0 0 0 0 0 0
23-20-42.387,0 0 0 0 0 0 0 0
23-20-42.387,0 0 0 44 0 0 44 44
23-20-42.388,0 0 0 0 0 0 0 0
23-20-42.388,0 0 0 0 0 0 0 0
23-20-42.389,51 44 0 44 0 0 44 0
23-20-42.389,0 0 0 0 0 0 0 44
23-20-42.390,"0 0 0 0 0 0 0""1 46"""
23-20-42.390,"7 55"""
23-20-42.391,"2 46"""
23-20-42.393,"6 50"""
23-20-42.399,"3 50"""
23-20-42.403,"4 48"""
23-20-42.409,"8 50"""
23-20-42.412,"1 46"""
23-20-42.426, 0 0 0 0 0 0 0 0
23-20-42.427,0 0 0 0 0 0 0 0
23-20-42.427,66 44 0 0 0 0 44 44
23-20-42.428,59 44 0 0 0 0 44 44
23-20-42.431,0 0 0 0 0 0 0 0
23-20-42.432,0 0 67 44 0 0 44 0
23-20-42.434,0 0 0 0 0 0 0 0
23-20-42.435,"0 44 0 0 0""6 50"""
23-20-42.436,"3 50"""
23-20-42.437,"4 48"""
23-20-42.442,"8 50"""
23-20-42.445,"1 46"""
23-20-42.448,"7 56"""
23-20-42.449,"2 46"""
23-20-42.451,"6 50"""
23-20-42.469, 0 0 0 0 0 0 0 0
23-20-42.473,45 0 0 0 0 0 0 0
23-20-42.473,67 44 0 44 0 0 44 44
23-20-42.474,59 44 44 0 0 0 44 44
23-20-42.476,0 0 0 0 0 0 0 0
23-20-42.477,0 0 67 44 0 0 44 0
23-20-42.478,45 44 44 0 0 0 0 44
23-20-42.479,"44 ""3 50"""
23-20-42.479,"4 48"""
23-20-42.480,"8 50"""
23-20-42.483,"1 46"""
23-20-42.484,"6 50"""
23-20-42.484,"2 46"""
23-20-42.486,"7 56"""
23-20-42.507, 0 0 0 0 0 0 0 0
23-20-42.508,45 0 0 0 0 0 0 0
23-20-42.509,66 44 0 0 0 0 0 44
23-20-42.509,0 0 0 0 0 0 0 0
23-20-42.510,0 0 0 0 0 0 0 0
23-20-42.510,0 0 68 44 0 0 0 0
23-20-42.511,45 44 44 0 0 0 0 44
23-20-42.511,"44 44 0 0 0""3 50"""
23-20-42.512,"1 46"""
23-20-42.512,"4 48"""
23-20-42.513,"8 50"""
23-20-42.516,"2 46"""
23-20-42.518,"7 56"""
23-20-42.520,"6 50"""
23-20-42.530,"3 50"""
23-20-42.533,"1 46"""
23-20-42.546, 0 0 0 0 0 51 0 0
23-20-42.547,45 0 0 0 0 0 0 0
23-20-42.548,0 44 0 0 0 0 0 44
23-20-42.550,0 44 44 0 0 0 44 44
23-20-42.550,0 0 0 0 0 0 0 0
23-20-42.551,0 0 0 44 0 0 44 0
23-20-42.551,0 44 44 44 0 0 0 44
23-20-42.552,"0 0 0 0""4 48"""
23-20-42.552,"2 46"""
23-20-42.552,"7 56"""
23-20-42.553,"6 50"""
23-20-42.563,"3 50"""
23-20-42.565,"1 46"""
23-20-42.568,"8 50"""
23-20-42.571,"4 48"""
23-20-42.584, 0 0 0 0 0 53 0 0
23-20-42.585,45 0 0 0 0 44 0 0
23-20-42.586,0 0 0 0 0 0 0 0
23-20-42.586,0 0 44 0 0 0 44 44
23-20-42.587,0 0 0 0 0 0 0 0
23-20-42.587,0 0 0 44 0 0 44 0
23-20-42.588,0 0 0 0 0 0 0 0
23-20-42.589,"0 44 0 0 0 0 ""2 46"""
23-20-42.589,"6 50"""
23-20-42.590,"3 50"""
23-20-42.591,"4 48"""
23-20-42.600,"1 46"""
23-20-42.600,"8 50"""
23-20-42.604,"7 56"""
23-20-42.610,"2 46"""
23-20-42.624, 0 0 75 59 0 0 0 0
23-20-42.625,0 0 0 0 0 44 0 0
23-20-42.626,0 0 0 0 0 0 0 0
23-20-42.626,0 0 44 0 0 0 0 0
23-20-42.627,0 0 0 0 0 0 0 0
23-20-42.628,0 0 0 0 0 0 0 0
23-20-42.629,0 0 44 44 0 0 0 44
23-20-42.630,"0 44 0 0 0 0 0""1 46"""
23-20-42.630,"4 48"""
23-20-42.633,"8 50"""
23-20-42.636,"7 56"""
23-20-42.643,"2 46"""
23-20-42.652,"6 50"""
23-20-42.653,"1 46"""
23-20-42.667, 0 0 0 0 0 0 0 44
23-20-42.668,0 0 0 0 0 44 0 0
23-20-42.668,0 0 0 0 0 0 0 0
23-20-42.669,59 0 0 0 0 0 44 44
23-20-42.670,0 0 0 0 0 0 0 0
23-20-42.670,51 0 0 44 0 0 44 0
23-20-42.671,45 0 44 44 0 0 0 44
23-20-42.671,"0 44 0 0 ""4 48"""
23-20-42.672,"2 46"""
23-20-42.672,"8 50"""
23-20-42.679,"7 56"""
23-20-42.684,"6 50"""
23-20-42.693,"4 48"""
23-20-42.704, 0 0 0 0 0 0 0 0
23-20-42.706,0 0 0 44 0 0 44 0
23-20-42.707,0 0 0 0 0 0 0 0
23-20-42.707,0 0 0 0 0 0 44 44
23-20-42.709,0 0 0 0 0 0 0 0
23-20-42.710,0 0 0 44 0 0 44 0
23-20-42.710,0 0 0 0 0 0 0 0
23-20-42.711,"0 0 44 0 0 0 0 ""2 46"""
23-20-42.714,"8 50"""
23-20-42.717,"6 50"""
23-20-42.725,"4 48"""
23-20-42.731,"2 46"""
23-20-42.732,"8 50"""
23-20-42.747,"7 56"""
23-20-42.748, 0 0 0 0 0 0 0 0
23-20-42.748,0 0 0 0 0 0 0 44
23-20-42.752,0 0 0 0 0 0 0 0
23-20-42.757,0 0 0 0 0 0 44 44
23-20-42.759,0 0 0 0 0 0 0 0
23-20-42.759,0 44 0 44 0 0 44 0
23-20-42.760,0 44 0 44 0 0 0 44
23-20-42.761,"0 0 0 0 0 0 ""1 46"""
23-20-42.761,"6 50"""
23-20-42.762,"3 50"""
23-20-42.762,"4 48"""
23-20-42.764,"2 46"""
23-20-42.770,"7 56"""
23-20-42.771,"8 50"""
23-20-42.773,"1 46"""
23-20-42.789, 0 0 64 0 0 0 0 0
23-20-42.790,45 0 44 0 0 0 0 44
23-20-42.790,0 0 0 0 0 0 0 0
23-20-42.791,59 44 44 0 0 0 44 44
23-20-42.792,0 0 0 0 0 0 0 0
23-20-42.793,0 0 0 44 0 0 44 0
23-20-42.793,45 44 44 44 0 0 0 0
23-20-42.794,"44 0 4""6 50"""
23-20-42.794,"2 46"""
23-20-42.795,"3 50"""
23-20-42.796,"4 48"""
23-20-42.804,"7 56"""
23-20-42.808,"1 46"""
23-20-42.814,"8 50"""
23-20-42.818,"6 50"""
23-20-42.827, 0 0 0 0 0 51 0 0
23-20-42.828,0 0 44 0 0 0 0 44
23-20-42.829,66 0 0 0 0 69 0 0
23-20-42.829,0 0 0 0 0 0 0 0
23-20-42.830,0 0 0 0 0 0 0 0
23-20-42.831,0 0 0 44 0 0 44 0
23-20-42.832,45 44 44 44 0 0 0 44
23-20-42.832,"46 0 44 0""2 46"""
23-20-42.836,"3 50"""
23-20-42.838,"4 48"""
23-20-42.840,"1 46"""
23-20-42.843,"8 50"""
23-20-42.848,"7 56"""
23-20-42.851,"2 46"""
23-20-42.852,"3 50"""
23-20-42.865, 0 0 0 0 0 51 0 0
23-20-42.866,0 0 44 0 0 0 0 44
23-20-42.871,0 0 0 0 0 0 0 0
23-20-42.873,0 0 0 0 0 0 44 44
23-20-42.874,0 0 0 0 0 0 0 0
23-20-42.875,0 0 0 0 0 0 0 0
23-20-42.875,0 0 0 44 0 0 0 44
23-20-42.876,"0 0 44 0 0 0 0""1 46"""
23-20-42.882,"4 48"""
23-20-42.885,"6 50"""
23-20-42.887,"8 50"""
23-20-42.893,"7 56"""
23-20-42.898,"2 46"""
23-20-42.903,"3 50"""
23-20-42.905,"1 46"""
23-20-42.913, 0 46 0 60 0 0 0 44
23-20-42.916,0 0 44 0 0 0 0 44
23-20-42.920,65 0 0 0 0 69 0 0
23-20-42.942,59 44 0 0 0 0 44 44
23-20-42.943,0 0 0 0 0 0 0 0
23-20-42.944,0 0 0 44 0 0 44 0
23-20-42.945,0 44 44 44 0 0 0 44
23-20-42.946,"0 0 ""4 48"""
23-20-42.947,"6 50"""
23-20-42.948,"8 50"""
23-20-42.952,"7 56"""
23-20-42.953,"2 46"""
23-20-42.953,"1 46"""
23-20-42.954,"4 48"""
23-20-42.954, 0 47 0 0 0 0 0 44
23-20-42.955,0 0 44 0 0 0 0 0
23-20-42.955,0 0 0 0 0 0 0 0
23-20-42.956,59 44 0 0 0 0 44 44
23-20-42.956,0 0 0 0 0 0 0 0
23-20-42.957,0 0 0 44 0 0 44 0
23-20-42.957,0 0 0 0 0 0 0 0
23-20-42.957,"0 0 0 0 0 0 ""6 50"""
23-20-42.958,"1 46"""
23-20-42.958,"2 46"""
23-20-42.959,"3 50"""
23-20-42.959,"4 48"""
23-20-42.964,"7 56"""
23-20-42.968,"8 50"""
23-20-42.970,"6 50"""
23-20-42.973,"1 46"""
23-20-42.987, 0 46 65 0 0 0 0 0
23-20-42.988,45 0 44 0 0 0 0 0
23-20-42.988,0 0 0 0 0 69 0 0
23-20-42.989,59 44 0 0 0 0 0 0
23-20-42.990,0 0 0 0 0 0 0 0
23-20-42.990,0 0 0 44 0 0 44 0
23-20-42.991,45 44 0 44 0 0 0 0
23-20-42.991,"0 44 44 0""2 46"""
23-20-42.992,"3 50"""
23-20-42.992,"4 48"""
23-20-42.996,"7 56"""
23-20-43.002,"8 50"""
23-20-43.005,"6 50"""
23-20-43.007,"1 46"""
23-20-43.010,"2 46"""
23-20-43.015,"3 50"""
23-20-43.028, 0 0 64 0 0 51 0 0
23-20-43.029,45 0 44 0 0 0 0 0
23-20-43.029,66 0 0 0 0 72 0 0
23-20-43.030,0 44 0 0 0 0 44 44
23-20-43.031,0 0 0 0 0 0 0 0
23-20-43.031,0 0 0 44 0 0 44 0
23-20-43.033,45 44 0 44 0 0 0 44
23-20-43.033,"44 44 ""4 48"""
23-20-43.034,"1 46"""
23-20-43.041,"7 56"""
23-20-43.042,"8 50"""
23-20-43.043,"6 50"""
23-20-43.043,"2 46"""
23-20-43.048,"3 50"""
23-20-43.051,"4 48"""
23-20-43.054,"1 46"""
23-20-43.070, 0 0 0 0 0 0 45 45
23-20-43.072,45 0 44 0 0 44 0 0
23-20-43.073,66 44 0 0 0 73 0 0
23-20-43.074,0 0 0 0 0 0 44 44
23-20-43.074,0 0 0 0 0 0 0 0
23-20-43.075,51 0 0 0 0 0 44 0
23-20-43.076,45 0 0 44 0 0 0 44
23-20-43.076,"44 44 ""7 56"""
23-20-43.077,"2 46"""
23-20-43.077,"8 50"""
23-20-43.079,"3 50"""
23-20-43.084,"6 50"""
23-20-43.084,"4 48"""
23-20-43.094,"7 56"""
23-20-43.105, 0 0 0 0 0 0 0 0
23-20-43.106,0 0 0 0 0 44 0 0
23-20-43.106,0 0 0 0 0 0 0 0
23-20-43.107,60 0 0 0 0 0 44 44
23-20-43.108,0 0 0 0 0 0 0 0
23-20-43.109,0 0 0 44 0 0 44 0
23-20-43.109,45 0 0 44 0 0 0 44
23-20-43.110,"0 0 0 0 0 0 ""2 46"""
23-20-43.110,"1 46"""
23-20-43.111,"3 50"""
23-20-43.116,"4 49"""
23-20-43.127,"7 56"""
23-20-43.138,"8 50"""
23-20-43.138,"2 46"""
23-20-43.139,"1 46"""
23-20-43.139,"3 50"""
23-20-43.146, 0 45 64 0 0 0 0 0
23-20-43.149,0 0 0 0 0 44 0 0
23-20-43.151,0 0 0 0 0 0 0 0
23-20-43.151,59 0 0 0 0 0 44 0
23-20-43.152,0 0 0 0 0 0 0 0
23-20-43.152,0 0 0 0 0 0 0 0
23-20-43.153,45 0 0 44 0 0 0 0
23-20-43.153,"44 0 44 0 0 0 ""6 50"""
23-20-43.154,"4 48"""
23-20-43.162,"2 46"""
23-20-43.164,"7 56"""
23-20-43.169,"8 50"""
23-20-43.184, 0 0 0 0 0 0 0 0
23-20-43.186,0 0 44 0 0 44 0 0
23-20-43.187,0 0 0 0 0 0 0 0
23-20-43.188,0 0 0 0 0 0 44 44
23-20-43.188,0 0 0 0 0 0 0 0
23-20-43.189,0 0 0 0 0 0 0 0
23-20-43.189,0 0 0 44 0 0 0 44
23-20-43.193,"44 0 0 0 0 0 0 ""4 48"""
23-20-43.196,"2 46"""
23-20-43.202,"8 50"""
23-20-43.206,"7 56"""
23-20-43.224, 0 0 0 0 0 0 0 0
23-20-43.227,0 0 44 0 0 0 0 0
23-20-43.228,0 0 0 0 0 0 0 0
23-20-43.229,0 0 0 0 0 0 44 44
23-20-43.229,0 0 0 0 0 0 0 0
23-20-43.230,0 0 0 0 0 0 0 0
23-20-43.230,0 0 0 44 0 0 0 44
23-20-43.231,"0 0 0 0 0 0 0 0""1 46"""
23-20-43.232,"2 46"""
23-20-43.232,"4 48"""
23-20-43.235,"8 50"""
23-20-43.244,"7 55"""
23-20-43.255,"1 46"""
23-20-43.263, 0 0 0 60 0 0 0 44
23-20-43.265,0 0 0 0 0 0 0 0
23-20-43.267,0 0 0 0 0 0 0 0
23-20-43.267,0 0 0 0 0 0 0 0
23-20-43.268,0 0 0 0 0 0 0 0
23-20-43.268,0 0 0 0 0 0 0 0
23-20-43.269,0 0 0 44 0 0 0 44
23-20-43.270,0 0 0 0 0 0 0 0
23-20-43.270,"7 55"""
23-20-43.287,"1 46"""
23-20-43.301, 0 0 0 0 0 0 0 0
23-20-43.302,0 0 0 0 0 0 0 0
23-20-43.303,0 0 0 0 0 0 0 0
23-20-43.304,0 0 0 0 0 0 0 0
23-20-43.305,0 0 0 0 0 0 0 0
23-20-43.305,0 0 0 0 0 0 0 0
23-20-43.312,45 0 0 0 0 0 0 0
23-20-43.321,0 0 0 0 0 0 0 0
23-20-43.322,
23-20-43.322,"1 46"""
23-20-43.322,"2 46"""
23-20-43.323,"4 48"""
23-20-43.324,"7 55"""
23-20-43.333,"1 46"""
23-20-43.343, 0 0 0 0 0 0 0 0
23-20-43.344,0 0 0 0 0 0 0 0
23-20-43.361,0 0 0 0 0 0 0 0
23-20-43.361,60 44 0 0 0 0 0 0
23-20-43.362,0 0 0 0 0 0 0 0
23-20-43.362,0 0 0 0 0 0 0 0
23-20-43.363,45 44 0 44 0 0 0 0
23-20-43.364,"0 0 0 0 0 0 0 0""4 48"""
23-20-43.364,"7 55"""
23-20-43.366,"8 51"""
23-20-43.367,"1 46"""
23-20-43.374,"2 46"""
23-20-43.383, 0 0 0 0 0 0 0 0
23-20-43.385,46 0 0 0 0 0 0 44
23-20-43.386,0 0 0 0 0 0 0 0
23-20-43.386,0 0 0 0 0 0 0 0
23-20-43.387,0 0 0 0 0 0 0 0
23-20-43.387,0 0 0 0 0 0 0 0
23-20-43.388,44 44 0 44 0 0 0 0
23-20-43.389,"0 0 0 0 0 0 0 0""7 55"""
23-20-43.396,"6 49"""
23-20-43.398,"1 46"""
23-20-43.402,"2 46"""
23-20-43.409,"4 47"""
23-20-43.424, 0 0 0 0 0 0 0 0
23-20-43.425,46 0 0 0 0 0 0 44
23-20-43.426,0 0 0 0 0 0 0 0
23-20-43.431,60 44 0 0 0 0 44 0
23-20-43.435,0 0 0 0 0 0 0 0
23-20-43.437,0 0 0 0 0 0 44 0
23-20-43.437,44 44 0 44 0 0 0 0
23-20-43.438,"0 0 0 0 0 0 ""1 46"""
23-20-43.438,"7 58"""
23-20-43.439,"8 54"""
23-20-43.439,"3 53"""
23-20-43.440,"2 46"""
23-20-43.441,"6 49"""
23-20-43.448,"4 48"""
23-20-43.454,"1 46"""
23-20-43.459,"7 55"""
23-20-43.467, 0 0 51 62 0 51 0 0
23-20-43.469,46 0 0 0 0 0 0 0
23-20-43.470,0 0 0 44 0 0 44 0
23-20-43.471,0 44 0 0 0 0 44 44
23-20-43.472,0 0 0 0 0 0 0 0
23-20-43.472,0 0 69 44 0 0 44 0
23-20-43.473,0 44 0 44 0 0 0 44
23-20-43.475,"0 44 0""8 53"""
23-20-43.476,"3 53"""
23-20-43.476,"2 46"""
23-20-43.477,"6 49"""
23-20-43.477,"4 49"""
23-20-43.492,"8 50"""
23-20-43.495,"3 51"""
23-20-43.509, 0 0 0 0 0 0 0 0
23-20-43.510,0 0 0 0 0 0 0 0
23-20-43.511,0 0 0 44 0 0 44 45
23-20-43.512,0 0 0 0 0 0 44 44
23-20-43.512,0 0 0 0 0 0 0 0
23-20-43.513,51 44 71 44 0 0 44 0
23-20-43.513,0 0 0 0 0 0 0 0
23-20-43.514,"0 0 0 0 0 0""1 46"""
23-20-43.514,"2 46"""
23-20-43.515,"6 50"""
23-20-43.516,"4 51"""
23-20-43.525,"7 53"""
23-20-43.527,"3 51"""
23-20-43.529,"8 48"""
23-20-43.536,"1 46"""
23-20-43.547, 0 0 0 0 0 0 0 44
23-20-43.548,0 0 0 0 0 0 0 0
23-20-43.554,51 44 0 44 0 0 44 0
23-20-43.555,64 44 0 0 0 0 44 44
23-20-43.556,0 0 0 0 0 0 0 0
23-20-43.556,0 0 67 44 0 0 44 0
23-20-43.557,44 44 0 44 0 0 0 44
23-20-43.558,"0 0 0""6 50"""
23-20-43.558,"7 52"""
23-20-43.560,"3 54"""
23-20-43.564,"8 48"""
23-20-43.566,"1 46"""
23-20-43.570,"2 46"""
23-20-43.575,"6 50"""
23-20-43.589, 0 0 0 0 0 0 0 45
23-20-43.590,47 0 0 0 0 0 0 44
23-20-43.593,50 44 0 0 0 0 44 45
23-20-43.594,66 44 0 0 0 0 44 44
23-20-43.595,0 0 0 0 0 0 0 0
23-20-43.596,0 0 65 44 0 0 44 0
23-20-43.596,44 44 0 44 0 0 0 44
23-20-43.598,"0 0""4 54"""
23-20-43.601,"7 52"""
23-20-43.601,"3 56"""
23-20-43.602,"8 48"""
23-20-43.602,"1 46"""
23-20-43.605,"2 46"""
23-20-43.606,"6 51"""
23-20-43.611,"4 54"""
23-20-43.630, 0 0 0 0 0 0 0 0
23-20-43.650,47 0 0 0 0 0 0 44
23-20-43.650,51 44 0 44 0 0 44 44
23-20-43.651,67 44 0 0 0 0 44 44
23-20-43.652,0 0 0 0 0 0 0 0
23-20-43.652,0 0 64 44 0 0 44 0
23-20-43.653,44 44 0 44 0 0 0 44
23-20-43.653,"46 ""7 53"""
23-20-43.654,"3 57"""
23-20-43.655,"8 48"""
23-20-43.655,"2 46"""
23-20-43.656,"6 52"""
23-20-43.657,"4 53"""
23-20-43.663,"1 46"""
23-20-43.664,"7 54"""
23-20-43.666, 0 0 0 0 0 53 0 0
23-20-43.668,47 0 0 0 0 0 0 0
23-20-43.668,0 0 0 0 0 0 0 0
23-20-43.669,0 44 0 0 0 0 44 44
23-20-43.670,0 0 0 0 0 0 0 0
23-20-43.670,0 0 65 44 0 0 44 0
23-20-43.671,0 44 0 44 0 0 0 44
23-20-43.671,"0 0 0 0 0 ""3 55"""
23-20-43.676,"2 46"""
23-20-43.676,"6 53"""
23-20-43.679,"4 53"""
23-20-43.686,"1 46"""
23-20-43.687,"7 56"""
23-20-43.690,"8 48"""
23-20-43.691,"3 55"""
23-20-43.705, 0 0 0 0 0 58 0 0
23-20-43.707,0 0 0 0 0 0 0 0
23-20-43.708,0 0 0 44 0 0 0 45
23-20-43.708,0 44 0 0 0 0 44 0
23-20-43.709,0 0 0 0 0 0 0 0
23-20-43.713,0 0 65 44 0 0 44 0
23-20-43.714,0 44 0 44 0 0 0 0
23-20-43.715,"48 44 0 0 0""2 47"""
23-20-43.717,"6 53"""
23-20-43.718,"4 51"""
23-20-43.718,"1 46"""
23-20-43.721,"7 57"""
23-20-43.723,"8 49"""
23-20-43.724,"3 58"""
23-20-43.730,"2 47"""
23-20-43.736,"6 53"""
23-20-43.745, 0 0 0 0 0 54 0 0
23-20-43.746,46 0 0 0 0 44 0 0
23-20-43.752,0 0 0 0 0 0 0 45
23-20-43.758,0 0 0 0 0 0 0 0
23-20-43.763,0 0 0 0 0 0 0 0
23-20-43.765,0 0 0 44 0 0 44 0
23-20-43.768,0 0 44 44 0 0 0 44
23-20-43.784,"0 44 0 0 0 0""1 46"""
23-20-43.785,"7 55"""
23-20-43.785,"8 50"""
23-20-43.786,"3 62"""
23-20-43.787,"6 52"""
23-20-43.787, 0 0 0 0 0 0 0 0
23-20-43.788,0 0 0 0 0 0 0 0
