23-18-15.625,"""Scanner enabled\r\n""" 
23-21-30.910,62 0 0 0 0 0 0 44
23-21-30.911,0 0 0 0 0 0 0 0
23-21-30.912,50 0 69 44 0 0 44 44
23-21-30.912,46 0 0 0 0 0 0 44
23-21-30.913,"0 0 0 0""3 57"""
23-21-30.914,"4 53"""
23-21-30.917,"6 51"""
23-21-30.920,"2 46"""
23-21-30.922,"7 61"""
23-21-30.924,"1 45"""
23-21-30.927,"8 53"""
23-21-30.943, 0 47 0 0 0 0 0 0
23-21-30.944,0 0 0 0 0 0 0 0
23-21-30.944,0 0 0 0 0 0 0 0
23-21-30.945,62 0 44 0 0 0 44 44
23-21-30.946,0 0 0 0 0 0 0 0
23-21-30.946,0 0 68 44 0 0 0 0
23-21-30.947,46 44 0 0 0 0 0 44
23-21-30.948,"51 44 0 0 0""3 57"""
23-21-30.955,"4 52"""
23-21-30.955,"2 46"""
23-21-30.956,"7 61"""
23-21-30.960,"1 45"""
23-21-30.960,"6 51"""
23-21-30.961,"8 53"""
23-21-30.970,"3 57"""
23-21-30.982, 0 47 0 0 0 0 0 0
23-21-30.987,0 0 0 0 0 0 0 0
23-21-30.988,67 0 0 0 0 0 44 45
23-21-30.989,0 0 0 0 0 0 0 0
23-21-30.989,0 0 0 0 0 0 0 0
23-21-30.991,0 0 69 44 0 0 44 44
23-21-30.992,46 0 0 0 0 0 0 44
23-21-30.993,"51 0 0 0 0 ""2 46"""
23-21-30.993,"7 61"""
23-21-30.994,"1 45"""
23-21-30.994,"6 51"""
23-21-30.997,"8 53"""
23-21-31.003,"3 57"""
23-21-31.007,"4 52"""
23-21-31.024, 0 47 0 0 0 0 0 0
23-21-31.035,0 0 0 0 0 0 0 0
23-21-31.036,67 0 0 0 0 0 44 45
23-21-31.036,0 0 44 0 0 0 44 44
23-21-31.037,0 0 0 0 0 0 0 0
23-21-31.038,0 0 70 44 0 0 44 44
23-21-31.038,45 0 0 0 0 0 0 44
23-21-31.039,"51 44 0 ""1 45"""
23-21-31.039,"2 46"""
23-21-31.041,"6 51"""
23-21-31.041,"3 57"""
23-21-31.042,"4 53"""
23-21-31.044,"8 53"""
23-21-31.059, 0 0 0 0 0 0 0 0
23-21-31.060,0 0 0 0 0 0 0 0
23-21-31.060,0 0 0 0 0 0 0 0
23-21-31.061,0 0 44 0 0 0 0 0
23-21-31.062,0 0 0 0 0 0 0 0
23-21-31.068,0 0 0 0 0 0 0 0
23-21-31.069,0 0 0 0 0 0 0 0
23-21-31.070,51 44 0 0 0 0 0 0
23-21-31.070,"""2 46"""
23-21-31.071,"3 57"""
23-21-31.072,"4 53"""
23-21-31.076,"6 51"""
23-21-31.084,"1 45"""
23-21-31.087,"8 53"""
23-21-31.088,"2 46"""
23-21-31.102, 0 0 0 0 0 49 0 0
23-21-31.105,46 0 0 0 0 44 0 0
23-21-31.108,0 0 0 0 0 0 0 45
23-21-31.110,0 0 44 0 0 0 44 44
23-21-31.111,0 0 0 0 0 0 0 0
23-21-31.118,0 0 70 44 0 0 0 44
23-21-31.118,0 0 0 0 0 0 0 0
23-21-31.119,"0 0 0 0 0 0""1 45"""
23-21-31.120,"3 57"""
23-21-31.120,"2 46"""
23-21-31.121,"4 53"""
23-21-31.121,"7 62"""
23-21-31.122,"8 53"""
23-21-31.130,"1 45"""
23-21-31.144, 0 47 66 0 0 0 46 51
23-21-31.145,46 0 44 0 0 0 44 44
23-21-31.145,0 0 0 0 0 0 0 0
23-21-31.152,0 44 44 0 0 0 0 44
23-21-31.153,0 0 0 0 0 0 0 0
23-21-31.154,0 0 0 0 0 0 0 0
23-21-31.155,0 0 44 0 0 0 0 44
23-21-31.156,"0 0 45 0""2 46"""
23-21-31.170,"4 52"""
23-21-31.170,"7 62"""
23-21-31.171,"6 51"""
23-21-31.171,"8 53"""
23-21-31.172,"1 45"""
23-21-31.172,"2 46"""
23-21-31.187, 0 47 66 0 0 0 45 51
23-21-31.204,46 0 0 0 0 0 44 44
23-21-31.204,0 0 0 0 0 0 0 0
23-21-31.205,62 44 0 0 0 0 44 44
23-21-31.205,0 0 0 0 0 0 0 0
23-21-31.206,49 44 70 44 0 0 44 44
23-21-31.206,46 44 0 0 0 0 0 44
23-21-31.210,"0""4 53"""
23-21-31.211,"7 62"""
23-21-31.211,"6 51"""
23-21-31.211,"8 53"""
23-21-31.214,"1 45"""
23-21-31.215,"2 46"""
23-21-31.215,"4 52"""
23-21-31.224, 0 0 0 0 0 0 0 0
23-21-31.241,46 0 0 0 0 0 0 44
23-21-31.242,0 0 0 0 0 0 0 0
23-21-31.244,62 44 0 0 0 0 44 44
23-21-31.244,0 0 0 0 0 0 0 0
23-21-31.245,49 44 0 44 0 0 44 44
23-21-31.249,0 0 0 0 0 0 0 0
23-21-31.250,"51 0 0 0 0""6 51"""
23-21-31.250,"8 53"""
23-21-31.251,"3 57"""
23-21-31.252,"1 45"""
23-21-31.252,"2 46"""
23-21-31.253,"4 52"""
23-21-31.255,"7 61"""
23-21-31.259,"8 53"""
23-21-31.259,"3 57"""
23-21-31.263, 0 0 0 0 0 0 0 0
23-21-31.264,0 0 44 0 0 0 0 0
23-21-31.264,0 0 0 0 0 0 0 0
23-21-31.265,0 44 44 0 0 0 44 44
23-21-31.265,0 0 0 0 0 0 0 0
23-21-31.266,0 0 0 0 0 0 0 0
23-21-31.266,46 44 44 0 0 0 0 44
23-21-31.275,"51 44 46 0 0""2 46"""
23-21-31.276,"4 52"""
23-21-31.277,"6 51"""
23-21-31.282,"7 60"""
23-21-31.283,"3 57"""
23-21-31.288,"8 53"""
23-21-31.303, 0 0 0 0 0 0 0 0
23-21-31.305,0 0 0 0 0 0 0 0
23-21-31.308,0 0 0 0 0 0 0 0
23-21-31.311,0 44 44 0 0 0 44 44
23-21-31.311,0 0 0 0 0 0 0 0
23-21-31.312,0 44 0 44 0 0 0 44
23-21-31.313,0 44 44 0 0 0 0 44
23-21-31.313,"0 44 45 0 0""2 46"""
23-21-31.314,"1 45"""
23-21-31.314,"4 53"""
23-21-31.315,"7 60"""
23-21-31.319,"3 57"""
23-21-31.320,"6 51"""
23-21-31.321,"8 53"""
23-21-31.327,"2 46"""
23-21-31.347,"1 45"""
23-21-31.348, 0 0 67 0 0 0 0 0
23-21-31.348,46 0 44 0 0 0 0 0
23-21-31.349,0 0 0 0 0 0 0 0
23-21-31.349,0 44 0 0 0 0 44 44
23-21-31.350,0 0 0 0 0 0 0 0
23-21-31.350,0 0 0 44 0 0 44 44
23-21-31.351,46 44 44 0 0 0 0 44
23-21-31.351,"51 44 45""4 53"""
23-21-31.351,"1 45"""
23-21-31.352,"3 57"""
23-21-31.353,"7 60"""
23-21-31.353,"6 51"""
23-21-31.353,"8 53"""
23-21-31.360,"2 46"""
23-21-31.370,"4 53"""
23-21-31.371,"1 45"""
23-21-31.383, 0 0 0 0 0 0 0 0
23-21-31.384,46 0 44 0 0 0 0 0
23-21-31.385,0 0 0 0 0 0 0 0
23-21-31.385,0 44 0 0 0 0 44 44
23-21-31.386,0 0 0 0 0 0 0 0
23-21-31.387,0 44 0 44 0 0 44 44
23-21-31.391,0 44 0 0 0 0 0 44
23-21-31.392,"51 44 45 0""7 60"""
23-21-31.393,"2 46"""
23-21-31.393,"6 51"""
23-21-31.394,"3 57"""
23-21-31.400,"4 53"""
23-21-31.415,"1 45"""
23-21-31.415,"8 53"""
23-21-31.422, 0 0 0 62 0 49 0 0
23-21-31.424,0 0 44 0 0 0 0 0
23-21-31.426,0 0 0 0 0 0 0 0
23-21-31.428,0 0 0 0 0 0 44 0
23-21-31.430,0 0 0 0 0 0 0 0
23-21-31.432,0 0 0 44 0 0 44 44
23-21-31.432,0 0 0 0 0 0 0 0
23-21-31.434,"0 44 45 0 0 0 ""2 46"""
23-21-31.437,"6 51"""
23-21-31.438,"1 45"""
23-21-31.438,"3 57"""
23-21-31.439,"4 52"""
23-21-31.442,"7 60"""
23-21-31.460,"8 53"""
23-21-31.461,"2 46"""
23-21-31.461,"6 51"""
23-21-31.462,"1 45"""
23-21-31.462,"3 57"""
23-21-31.463, 0 48 0 0 0 0 0 52
23-21-31.464,0 0 44 0 0 0 0 0
23-21-31.467,0 0 0 0 0 0 0 0
23-21-31.467,62 0 0 0 0 0 44 44
23-21-31.467,0 0 0 0 0 0 0 0
23-21-31.468,49 0 0 44 0 0 44 44
23-21-31.468,0 0 0 0 0 0 0 0
23-21-31.470,"0 0 45 0 0 ""4 52"""
23-21-31.473,"7 60"""
23-21-31.477,"6 51"""
23-21-31.478,"8 53"""
23-21-31.479,"2 46"""
23-21-31.483,"1 45"""
23-21-31.484,"3 57"""
23-21-31.503, 0 47 67 0 0 0 0 0
23-21-31.510,0 0 44 0 0 0 0 0
23-21-31.511,0 0 0 0 0 0 0 0
23-21-31.512,62 0 0 0 0 0 44 44
23-21-31.512,0 0 0 0 0 0 0 0
23-21-31.513,0 0 0 44 0 0 44 0
23-21-31.513,46 44 0 0 0 0 0 44
23-21-31.514,"51 44 45 0""2 46"""
23-21-31.514,"4 53"""
23-21-31.515,"3 57"""
23-21-31.515,"7 61"""
23-21-31.516,"6 51"""
23-21-31.541,"8 53"""
23-21-31.541,"1 45"""
23-21-31.543, 0 47 66 0 0 0 0 0
23-21-31.544,0 0 0 44 0 0 44 44
23-21-31.545,0 0 0 0 0 0 0 0
23-21-31.551,0 0 0 0 0 0 0 0
23-21-31.552,0 0 0 0 0 0 0 0
23-21-31.553,0 0 0 44 0 0 44 44
23-21-31.554,0 0 0 0 0 0 0 44
23-21-31.557,"51 44 0 0 0 ""2 48"""
23-21-31.569,"1 45"""
23-21-31.570,"7 60"""
23-21-31.571,"6 51"""
23-21-31.571,"8 53"""
23-21-31.572,"3 57"""
23-21-31.573,"1 45"""
23-21-31.574,"7 60"""
23-21-31.580, 0 0 66 0 0 0 0 0
23-21-31.581,0 0 0 0 0 0 0 0
23-21-31.581,0 0 0 0 0 0 0 0
23-21-31.584,0 0 0 0 0 0 0 0
23-21-31.584,0 0 0 0 0 0 0 0
23-21-31.585,0 0 0 0 0 0 0 0
23-21-31.586,0 0 0 0 0 0 0 44
23-21-31.587,0 0 0 0 0 0 0 0
23-21-31.592,"""8 53"""
23-21-31.594,"3 57"""
23-21-31.603,"1 45"""
23-21-31.605,"7 60"""
23-21-31.609,"6 51"""
23-21-31.613,"8 53"""
23-21-31.614,"3 57"""
23-21-31.621, 0 0 80 0 0 0 0 0
23-21-31.622,0 0 0 0 0 0 0 0
23-21-31.624,68 0 0 0 0 71 0 0
23-21-31.625,0 0 0 0 0 0 0 0
23-21-31.626,0 0 0 0 0 0 0 0
23-21-31.626,0 0 0 0 0 0 44 44
23-21-31.628,0 0 0 0 0 0 0 44
23-21-31.629,"0 0 0 0 0 0 0 0""2 46"""
23-21-31.634,"4 52"""
23-21-31.642,"7 60"""
23-21-31.644,"3 57"""
23-21-31.646,"8 53"""
23-21-31.661, 0 0 0 0 0 0 0 0
23-21-31.665,0 0 0 0 0 0 44 44
23-21-31.666,0 0 0 44 0 0 0 0
23-21-31.666,0 44 0 0 0 0 44 44
23-21-31.667,0 0 0 0 0 0 0 0
23-21-31.667,0 0 0 0 0 0 0 0
23-21-31.668,0 0 0 0 0 0 0 44
23-21-31.668,"0 0 0 0 0 0 0 ""2 46"""
23-21-31.669,"1 45"""
23-21-31.670,"4 52"""
23-21-31.675,"7 60"""
23-21-31.678,"6 51"""
23-21-31.679,"8 53"""
23-21-31.687,"2 46"""
23-21-31.691,"1 45"""
23-21-31.703, 0 47 0 0 0 0 46 51
23-21-31.704,0 0 0 0 0 0 44 44
23-21-31.707,0 0 0 0 0 0 0 0
23-21-31.708,62 0 0 0 0 0 44 44
23-21-31.709,0 0 0 0 0 0 0 0
23-21-31.709,49 0 0 44 0 0 44 44
23-21-31.710,0 0 0 0 0 0 0 44
23-21-31.711,"0 0 0 0 ""4 52"""
23-21-31.711,"3 57"""
23-21-31.721,"7 60"""
23-21-31.722,"6 51"""
23-21-31.723,"8 53"""
23-21-31.724,"2 46"""
23-21-31.724,"1 45"""
23-21-31.744, 0 47 0 0 0 0 46 51
23-21-31.745,0 0 0 0 0 0 0 44
23-21-31.746,0 0 0 0 0 0 0 0
23-21-31.747,63 44 0 0 0 0 44 44
23-21-31.748,0 0 0 0 0 0 0 0
23-21-31.748,49 44 0 44 0 0 44 44
23-21-31.749,46 44 0 0 0 0 0 44
23-21-31.749,"0 0 0""4 52"""
23-21-31.752,"3 57"""
23-21-31.755,"7 60"""
23-21-31.756,"6 51"""
23-21-31.756,"2 46"""
23-21-31.757,"1 45"""
23-21-31.764,"8 53"""
23-21-31.767,"4 52"""
23-21-31.771,"3 57"""
23-21-31.784, 0 0 0 0 0 0 0 0
23-21-31.791,0 0 0 0 0 0 0 0
23-21-31.792,0 44 0 44 0 71 44 45
23-21-31.793,62 44 0 0 0 0 44 44
23-21-31.794,0 0 0 0 0 0 0 0
23-21-31.795,49 44 0 44 0 0 0 44
23-21-31.795,0 0 0 0 0 0 0 0
23-21-31.796,"51 0 0 0""6 51"""
23-21-31.797,"2 46"""
23-21-31.797,"4 53"""
23-21-31.804,"7 60"""
23-21-31.804,"3 57"""
23-21-31.805,"8 53"""
23-21-31.808,"6 51"""
23-21-31.810,"1 45"""
23-21-31.824, 0 0 0 0 0 0 0 0
23-21-31.825,46 0 0 0 0 0 0 0
23-21-31.825,0 44 0 44 0 71 44 0
23-21-31.829,62 44 0 0 0 0 0 0
23-21-31.830,0 0 0 0 0 0 0 0
23-21-31.831,0 44 0 44 0 0 44 44
23-21-31.831,0 44 0 0 0 0 0 0
23-21-31.832,"51 44 0 0""2 46"""
23-21-31.832,"3 57"""
23-21-31.837,"4 52"""
23-21-31.838,"6 51"""
23-21-31.841,"8 53"""
23-21-31.842,"7 60"""
23-21-31.843,"1 45"""
23-21-31.861, 0 0 0 0 0 0 0 0
23-21-31.865,0 0 0 0 0 0 0 0
23-21-31.866,0 0 0 0 0 0 0 0
23-21-31.868,62 0 0 0 0 0 44 44
23-21-31.869,0 0 0 0 0 0 0 0
23-21-31.869,49 0 0 44 0 0 0 0
23-21-31.870,46 0 0 0 0 0 0 44
23-21-31.870,"51 44 0 0 0 0 ""4 53"""
23-21-31.871,"3 57"""
23-21-31.872,"6 51"""
23-21-31.872,"8 53"""
23-21-31.875,"7 60"""
23-21-31.904, 0 0 0 0 0 0 0 0
23-21-31.905,0 0 0 0 0 0 0 0
23-21-31.905,0 44 0 44 0 71 44 45
23-21-31.906,0 0 0 0 0 0 0 0
23-21-31.906,0 0 0 0 0 0 0 0
23-21-31.909,0 44 0 44 0 0 44 44
23-21-31.910,46 44 0 0 0 0 0 44
23-21-31.910,"51 44 0 0""1 45"""
23-21-31.911,"3 57"""
23-21-31.911,"6 51"""
23-21-31.912,"8 53"""
23-21-31.915,"7 60"""
23-21-31.915,"2 46"""
23-21-31.927,"4 52"""
23-21-31.930,"1 45"""
23-21-31.932,"3 57"""
23-21-31.943, 0 0 0 0 0 0 0 0
23-21-31.944,46 0 0 0 0 0 0 0
23-21-31.945,0 44 0 44 0 0 44 45
23-21-31.946,0 44 0 0 0 0 44 44
23-21-31.947,0 0 0 0 0 0 0 0
23-21-31.948,0 0 0 0 0 0 0 0
23-21-31.951,0 0 0 0 0 0 0 0
23-21-31.951,"51 44 0 0 0 0""8 53"""
23-21-31.951,"2 46"""
23-21-31.965,"4 53"""
23-21-31.966,"1 45"""
23-21-31.969,"6 51"""
23-21-31.980, 0 0 0 0 0 0 0 0
23-21-31.981,0 0 0 0 0 0 0 0
23-21-31.982,0 0 0 0 0 0 0 0
23-21-31.983,0 44 0 0 0 0 0 44
23-21-31.984,0 0 0 0 0 0 0 0
23-21-31.985,0 0 0 44 0 0 0 44
23-21-31.985,0 0 0 0 0 0 0 0
23-21-31.986,0 0 0 0 0 0 0 0
23-21-31.987,"2 46"""
23-21-31.989,"3 60"""
23-21-31.990,"4 52"""
23-21-32.003,"7 60"""
23-21-32.012,"8 53"""
23-21-32.013,"2 46"""
23-21-32.020, 0 0 0 0 0 0 0 0
23-21-32.022,0 0 0 0 0 0 0 0
23-21-32.026,0 0 0 0 0 0 0 45
23-21-32.028,0 0 44 0 0 0 0 44
23-21-32.045,0 0 0 0 0 0 0 0
23-21-32.066,0 0 0 0 0 0 0 0
23-21-32.069,0 0 0 0 0 0 0 44
23-21-32.071,0 0 0 0 0 0 0 0
23-21-32.074,"4 52"""
23-21-32.080,"7 60"""
23-21-32.082,"6 51"""
23-21-32.084,"8 53"""
23-21-32.089,"2 46"""
23-21-32.092,"3 57"""
23-21-32.094, 0 0 0 0 0 0 0 0
23-21-32.099,0 0 0 0 0 0 0 0
23-21-32.113,0 44 0 0 0 0 44 45
23-21-32.113,0 44 0 0 0 0 44 44
23-21-32.114,0 0 0 0 0 0 0 0
23-21-32.114,0 0 0 44 0 0 44 44
23-21-32.114,0 44 0 0 0 0 0 44
23-21-32.115,"0 44 0 0 0""4 52"""
23-21-32.116,"7 60"""
23-21-32.116,"6 51"""
23-21-32.117,"8 53"""
23-21-32.118,"2 46"""
23-21-32.118,"3 57"""
23-21-32.119, 0 0 0 0 0 0 0 0
23-21-32.120,0 0 0 0 0 0 0 0
23-21-32.120,67 44 0 0 0 0 0 45
23-21-32.128,0 0 44 0 0 0 44 44
23-21-32.129,0 0 0 0 0 0 0 0
23-21-32.129,49 0 72 44 0 0 44 44
23-21-32.130,46 44 44 0 0 0 0 44
23-21-32.134,"51 44 ""4 53"""
23-21-32.137,"1 45"""
23-21-32.137,"7 60"""
23-21-32.138,"2 46"""
23-21-32.141,"6 51"""
23-21-32.149,"8 53"""
23-21-32.149,"3 57"""
23-21-32.150,"4 52"""
23-21-32.150,"1 45"""
23-21-32.151, 0 47 0 0 0 0 0 0
23-21-32.151,0 0 0 0 0 0 0 0
23-21-32.152,68 44 0 0 0 0 0 45
23-21-32.152,62 0 44 0 0 0 44 44
23-21-32.152,0 0 0 0 0 0 0 0
23-21-32.153,0 0 71 44 0 0 44 44
23-21-32.153,0 0 0 0 0 0 0 0
23-21-32.154,"0 0 0 0 0""6 51"""
23-21-32.154,"3 57"""
23-21-32.160,"4 52"""
23-21-32.173,"1 45"""
23-21-32.174,"2 46"""
23-21-32.175,"8 53"""
23-21-32.183, 0 47 0 0 0 0 0 0
23-21-32.184,48 0 0 0 0 0 0 0
23-21-32.185,69 0 0 0 0 0 0 0
23-21-32.185,0 0 44 0 0 0 44 44
23-21-32.186,0 0 0 0 0 0 0 0
23-21-32.187,0 0 0 0 0 0 0 0
23-21-32.187,0 0 0 0 0 0 0 0
23-21-32.188,"0 44 45 0 0 0 0""3 57"""
23-21-32.189,"4 52"""
23-21-32.196,"1 45"""
23-21-32.204,"6 51"""
23-21-32.204,"2 46"""
23-21-32.221, 0 0 0 0 0 0 0 0
23-21-32.221,46 0 0 0 0 0 0 0
23-21-32.222,0 0 0 0 0 0 0 0
23-21-32.226,0 0 44 0 0 0 0 44
23-21-32.227,0 0 0 0 0 0 0 0
23-21-32.228,0 0 71 44 0 0 0 44
23-21-32.229,0 0 0 0 0 0 0 0
23-21-32.230,"0 0 0 0 0 0 0 0""3 57"""
23-21-32.238,"1 45"""
23-21-32.249,"4 52"""
23-21-32.250,"6 51"""
23-21-32.250,"2 46"""
23-21-32.254,"3 56"""
23-21-32.255,"1 45"""
23-21-32.261, 0 0 0 63 0 48 0 0
23-21-32.262,46 0 0 0 0 0 0 0
23-21-32.263,0 44 0 0 0 0 0 0
23-21-32.264,0 0 44 0 0 0 0 0
23-21-32.265,0 0 0 0 0 0 0 0
23-21-32.265,0 0 69 44 0 0 0 0
23-21-32.266,0 0 0 0 0 0 0 0
23-21-32.266,"0 0 0 0 0 0 0 ""4 52"""
23-21-32.267,"6 51"""
23-21-32.272,"3 56"""
23-21-32.272,"2 46"""
23-21-32.283,"1 45"""
23-21-32.287,"4 52"""
23-21-32.300, 0 0 0 63 0 51 0 0
23-21-32.301,46 0 0 44 0 44 0 0
23-21-32.303,0 0 0 0 0 0 0 0
23-21-32.304,0 0 44 0 0 0 0 0
23-21-32.305,0 0 0 0 0 0 0 0
23-21-32.307,0 0 0 0 0 0 0 0
23-21-32.308,0 0 0 0 0 0 0 0
23-21-32.309,"0 0 0 0 0 0 0 0""2 46"""
23-21-32.311,"3 56"""
23-21-32.316,"1 45"""
23-21-32.321,"4 52"""
23-21-32.325,"8 52"""
23-21-32.339, 0 0 0 63 0 0 0 0
23-21-32.348,0 0 0 0 0 0 0 0
23-21-32.348,0 0 0 0 0 0 0 0
23-21-32.349,0 0 0 0 0 0 0 0
23-21-32.349,0 0 0 0 0 0 0 0
23-21-32.350,0 0 0 0 0 0 0 0
23-21-32.350,0 0 0 0 0 0 0 0
23-21-32.351,0 0 45 0 0 0 0 0
23-21-32.351,"""1 45"""
23-21-32.352,"3 56"""
23-21-32.352,"2 46"""
23-21-32.353,"4 52"""
23-21-32.357,"6 51"""
23-21-32.362,"7 60"""
23-21-32.366,"8 52"""
23-21-32.370,"1 45"""
23-21-32.372,"3 57"""
23-21-32.383, 0 48 0 0 0 0 46 52
23-21-32.384,0 0 0 0 0 0 0 0
23-21-32.384,0 0 0 0 0 0 0 0
23-21-32.385,64 44 0 0 0 0 0 44
23-21-32.386,0 0 0 0 0 0 0 0
23-21-32.386,48 44 0 44 0 0 0 0
23-21-32.388,0 0 44 0 0 0 0 44
23-21-32.389,"0 0 45 0 0""4 53"""
23-21-32.390,"6 51"""
23-21-32.395,"7 62"""
23-21-32.399,"8 52"""
23-21-32.410,"1 45"""
23-21-32.411,"3 57"""
23-21-32.411,"2 46"""
23-21-32.425, 0 0 65 0 0 0 0 0
23-21-32.426,46 0 0 0 0 0 44 44
23-21-32.426,0 0 0 0 0 0 0 0
23-21-32.427,63 44 0 0 0 0 44 44
23-21-32.433,0 0 0 0 0 0 0 0
23-21-32.434,48 44 0 44 0 0 44 44
23-21-32.435,0 0 44 0 0 0 0 44
23-21-32.435,"0 0 45""4 53"""
23-21-32.435,"6 50"""
23-21-32.436,"3 57"""
23-21-32.437,"7 63"""
23-21-32.437,"8 53"""
23-21-32.438,"1 45"""
23-21-32.448,"2 46"""
23-21-32.449,"4 53"""
23-21-32.464, 0 0 62 0 0 0 0 0
23-21-32.465,46 0 44 0 0 0 0 0
23-21-32.465,0 0 0 0 0 0 0 0
23-21-32.466,0 44 0 0 0 0 44 44
23-21-32.471,0 0 0 0 0 0 0 0
23-21-32.479,0 0 0 44 0 0 44 44
23-21-32.479,46 44 0 0 0 0 0 44
23-21-32.480,"53 44 45 ""6 50"""
23-21-32.481,"1 44"""
23-21-32.481,"7 62"""
23-21-32.482,"8 53"""
23-21-32.483,"2 46"""
23-21-32.483,"4 52"""
23-21-32.487,"6 50"""
23-21-32.493,"1 44"""
23-21-32.494,"7 60"""
23-21-32.504, 0 0 0 0 0 0 0 0
23-21-32.505,0 0 0 0 0 0 0 0
23-21-32.507,0 0 0 0 0 0 0 0
23-21-32.517,0 44 0 0 0 0 44 44
23-21-32.518,0 0 0 0 0 0 0 0
23-21-32.519,0 0 0 44 0 0 44 44
23-21-32.519,0 44 0 0 0 0 0 44
23-21-32.520,"0 0 0 0 0 0 0""2 47"""
23-21-32.520,"4 52"""
23-21-32.521,"6 50"""
23-21-32.521,"7 60"""
23-21-32.522,"1 45"""
23-21-32.529,"8 53"""
23-21-32.540, 0 0 0 0 0 0 0 0
23-21-32.541,0 0 0 0 0 0 0 0
23-21-32.542,0 0 0 0 0 0 0 0
23-21-32.542,0 44 0 0 0 0 44 0
23-21-32.543,0 0 0 0 0 0 0 0
23-21-32.543,0 0 0 44 0 0 44 0
23-21-32.544,0 44 0 0 0 0 0 0
23-21-32.544,"0 44 0 0 0 0 0 0""2 46"""
23-21-32.549,"4 51"""
23-21-32.561,"6 50"""
23-21-32.563,"7 64"""
23-21-32.566,"8 53"""
23-21-32.567,"2 47"""
23-21-32.581, 0 0 0 0 0 0 0 0
23-21-32.583,0 0 44 0 0 0 0 0
23-21-32.584,0 0 0 0 0 0 0 0
23-21-32.584,0 0 0 0 0 0 44 44
23-21-32.585,0 0 0 0 0 0 0 0
23-21-32.586,0 0 0 44 0 0 44 44
23-21-32.586,0 0 0 0 0 0 0 44
23-21-32.587,"0 0 0 0 0 0 0 ""4 51"""
23-21-32.588,"3 57"""
23-21-32.591,"1 45"""
23-21-32.594,"7 65"""
23-21-32.598,"6 50"""
23-21-32.599,"8 53"""
23-21-32.600,"2 47"""
23-21-32.624, 0 0 0 0 0 49 45 48
23-21-32.630,0 0 44 0 0 0 0 0
23-21-32.631,0 0 0 0 0 0 0 0
23-21-32.632,56 0 0 0 0 0 44 44
23-21-32.633,0 0 0 0 0 0 0 0
23-21-32.633,49 0 0 44 0 0 44 44
23-21-32.634,0 44 0 0 0 0 0 44
23-21-32.635,"0 44 0 0""4 51"""
23-21-32.635,"2 47"""
23-21-32.636,"1 46"""
23-21-32.636,"7 59"""
23-21-32.637,"6 51"""
23-21-32.643,"8 51"""
23-21-32.647,"4 51"""
23-21-32.662, 0 0 0 0 0 0 0 0
23-21-32.668,0 0 0 0 0 0 0 0
23-21-32.669,0 0 0 0 0 0 0 0
23-21-32.670,55 0 0 0 0 0 44 44
23-21-32.670,0 0 0 0 0 0 0 0
23-21-32.671,50 0 0 44 0 0 44 44
23-21-32.672,0 0 0 0 0 0 0 44
23-21-32.672,"0 44 0 0 0 0 ""1 46"""
23-21-32.673,"3 56"""
23-21-32.673,"7 57"""
23-21-32.674,"6 51"""
23-21-32.674,"8 51"""
23-21-32.682,"4 51"""
23-21-32.687,"2 46"""
23-21-32.691,"1 46"""
23-21-32.693,"3 56"""
23-21-32.701, 0 48 0 0 0 0 0 45
23-21-32.705,0 0 44 0 0 0 0 0
23-21-32.708,0 0 0 44 0 59 0 0
23-21-32.708,55 0 0 0 0 0 44 44
23-21-32.712,0 0 0 0 0 0 0 0
23-21-32.715,0 0 0 0 0 0 0 0
23-21-32.715,0 0 0 0 0 0 0 0
23-21-32.716,"0 0 0 0 0 0 0""4 51"""
23-21-32.717,"6 50"""
23-21-32.722,"7 58"""
23-21-32.723,"1 46"""
23-21-32.728,"3 57"""
23-21-32.728,"8 50"""
23-21-32.743, 0 0 0 0 0 0 0 0
23-21-32.750,0 0 0 0 0 0 0 0
23-21-32.750,0 0 0 44 0 58 44 0
23-21-32.751,0 0 0 0 0 0 44 0
23-21-32.752,0 0 0 0 0 0 0 0
23-21-32.754,0 0 0 44 0 0 44 44
23-21-32.755,0 0 0 0 0 0 0 0
23-21-32.756,"44 0 0 0 0 0 0""2 46"""
23-21-32.762,"3 57"""
23-21-32.763,"4 51"""
23-21-32.764,"7 59"""
23-21-32.765,"8 50"""
23-21-32.781, 0 0 0 0 0 0 0 0
23-21-32.782,0 0 0 0 0 0 44 44
23-21-32.783,0 0 0 0 0 0 0 0
23-21-32.785,0 44 0 0 0 0 44 44
23-21-32.786,0 0 0 0 0 0 0 0
23-21-32.787,0 0 0 0 0 0 0 0
23-21-32.788,45 0 0 0 0 0 0 44
23-21-32.789,"0 0 0 0 0 0 0 ""2 46"""
23-21-32.793,"4 51"""
23-21-32.794,"3 57"""
23-21-32.795,"7 59"""
23-21-32.796,"6 50"""
23-21-32.796,"8 50"""
23-21-32.808,"2 46"""
23-21-32.823, 0 0 0 0 0 0 0 0
23-21-32.826,46 0 0 0 0 0 44 0
23-21-32.827,0 0 0 44 0 0 44 45
23-21-32.827,56 44 0 0 0 0 44 0
23-21-32.828,0 0 0 0 0 0 0 0
23-21-32.828,0 44 0 44 0 0 44 44
23-21-32.829,0 0 0 0 0 0 0 44
23-21-32.830,"0 0 0 0 ""4 51"""
23-21-32.830,"3 57"""
23-21-32.831,"7 58"""
