23-12-26.858000,"""Scanner enabled\r\n""" 
23-15-55.382000,0 0 0 0 0 45 0 0
23-15-55.382000,"0 0 0 0 0 44 44 ""1 44"""
23-15-55.383000,"7 54"""
23-15-55.383000,"2 45"""
23-15-55.384000,"5 51"""
23-15-55.384000,"8 51"""
23-15-55.389000,"6 46"""
23-15-55.400000,"3 48"""
23-15-55.402000,"1 44"""
23-15-55.412000,"7 54"""
23-15-55.418000, 0 0 0 0 61 0 0 0
23-15-55.418000,46 0 0 0 44 0 0 0
23-15-55.419000,0 0 0 0 0 0 48 45
23-15-55.422000,0 0 0 0 0 0 0 0
23-15-55.423000,0 0 44 0 0 0 0 44
23-15-55.423000,50 44 0 0 44 0 0 0
23-15-55.425000,0 47 0 0 0 45 0 0
23-15-55.427000,"48 44 0 0""2 45"""
23-15-55.448000,"5 51"""
23-15-55.449000,"4 49"""
23-15-55.449000,"8 51"""
23-15-55.450000,"3 48"""
23-15-55.451000,"6 46"""
23-15-55.451000,"7 53"""
23-15-55.452000,"1 44"""
23-15-55.452000,"2 45"""
23-15-55.459000, 0 0 64 0 61 0 57 0
23-15-55.461000,0 0 0 0 44 0 0 0
23-15-55.461000,0 0 0 0 0 0 48 45
23-15-55.462000,0 44 0 0 44 44 0 0
23-15-55.462000,0 0 0 0 0 0 0 0
23-15-55.463000,50 0 0 44 44 0 0 0
23-15-55.463000,0 0 0 44 0 45 0 0
23-15-55.464000,"0 0 0 0""4 49"""
23-15-55.464000,"1 45"""
23-15-55.465000,"3 48"""
23-15-55.465000,"6 46"""
23-15-55.472000,"2 45"""
23-15-55.474000,"7 54"""
23-15-55.477000,"5 51"""
23-15-55.478000,"8 51"""
23-15-55.480000,"4 49"""
23-15-55.483000,"1 44"""
23-15-55.497000, 0 0 0 56 0 0 56 48
23-15-55.498000,0 0 0 0 44 0 0 0
23-15-55.499000,0 0 0 0 0 0 0 0
23-15-55.500000,0 44 0 0 44 44 0 0
23-15-55.500000,60 0 44 0 0 0 0 0
23-15-55.501000,0 44 0 44 44 0 0 0
23-15-55.501000,0 0 0 0 0 45 0 0
23-15-55.502000,"0 0 0 0 ""3 48"""
23-15-55.503000,"2 45"""
23-15-55.503000,"6 46"""
23-15-55.517000,"5 51"""
23-15-55.518000,"7 53"""
23-15-55.518000,"8 51"""
23-15-55.519000,"4 49"""
23-15-55.519000,"1 44"""
23-15-55.538000, 0 0 0 56 0 48 0 0
23-15-55.539000,0 0 0 0 0 0 46 44
23-15-55.540000,0 0 0 0 0 0 0 0
23-15-55.541000,0 0 0 0 44 44 0 0
23-15-55.541000,0 44 44 0 0 0 0 44
23-15-55.542000,0 0 0 44 44 0 0 0
23-15-55.542000,55 0 0 44 0 45 0 0
23-15-55.543000,"48 0 0 ""2 45"""
23-15-55.544000,"6 46"""
23-15-55.544000,"7 53"""
23-15-55.545000,"8 51"""
23-15-55.545000,"4 49"""
23-15-55.546000,"5 51"""
23-15-55.550000,"1 44"""
23-15-55.556000,"3 48"""
23-15-55.561000,"2 45"""
23-15-55.562000,"6 46"""
23-15-55.577000, 0 0 0 56 0 48 0 0
23-15-55.581000,46 0 0 44 0 44 0 0
23-15-55.582000,65 44 0 0 0 0 48 45
23-15-55.583000,0 0 0 0 0 44 0 0
23-15-55.584000,0 0 0 0 0 0 0 44
23-15-55.586000,0 0 0 44 44 0 0 0
23-15-55.586000,0 0 0 0 0 0 0 0
23-15-55.594000,"48 44 0 ""2 45"""
23-15-55.597000,"8 51"""
23-15-55.597000,"5 51"""
23-15-55.597000,"4 49"""
23-15-55.598000,"3 47"""
23-15-55.598000,"6 46"""
23-15-55.599000,"7 54"""
23-15-55.618000, 0 0 0 0 0 0 0 0
23-15-55.620000,0 0 0 0 0 0 0 0
23-15-55.622000,65 44 0 44 0 0 0 45
23-15-55.622000,0 0 0 0 44 44 0 0
23-15-55.623000,0 0 0 0 0 0 0 0
23-15-55.623000,0 0 0 0 44 0 0 0
23-15-55.625000,55 46 0 44 0 45 0 0
23-15-55.626000,"0 44 0 51 ""8 51"""
23-15-55.631000,"5 51"""
23-15-55.632000,"3 48"""
23-15-55.632000,"6 46"""
23-15-55.633000,"7 53"""
23-15-55.636000,"1 44"""
23-15-55.639000,"2 45"""
23-15-55.642000,"8 51"""
23-15-55.659000, 0 0 0 0 61 0 0 0
23-15-55.660000,46 0 0 44 0 44 0 0
23-15-55.661000,0 44 0 44 0 44 48 45
23-15-55.663000,58 44 0 0 0 44 0 0
23-15-55.663000,0 0 0 0 0 0 0 0
23-15-55.664000,49 0 0 44 44 0 0 0
23-15-55.665000,55 0 0 44 0 45 0 0
23-15-55.665000,"0 4""4 49"""
23-15-55.666000,"6 47"""
23-15-55.666000,"3 48"""
23-15-55.667000,"5 51"""
23-15-55.669000,"1 44"""
23-15-55.676000,"2 45"""
23-15-55.680000,"8 51"""
23-15-55.681000,"4 49"""
23-15-55.697000, 0 0 0 0 60 0 0 0
23-15-55.698000,46 0 0 0 44 0 0 0
23-15-55.698000,0 0 0 0 0 0 0 0
23-15-55.699000,58 44 0 0 44 44 0 0
23-15-55.700000,0 0 44 0 0 0 0 0
23-15-55.701000,49 44 0 44 44 0 0 0
23-15-55.702000,0 0 0 0 0 0 0 0
23-15-55.702000,"0 0 0 0 0""6 46"""
23-15-55.703000,"1 44"""
23-15-55.703000,"3 48"""
23-15-55.705000,"2 45"""
23-15-55.707000,"5 51"""
23-15-55.717000,"8 51"""
23-15-55.718000,"4 49"""
23-15-55.723000,"6 46"""
23-15-55.724000,"1 44"""
23-15-55.725000,"3 48"""
23-15-55.738000, 0 0 0 0 61 0 0 48
23-15-55.748000,46 0 0 0 44 0 0 0
23-15-55.749000,0 0 0 44 0 44 0 45
23-15-55.749000,58 44 0 0 44 44 0 0
23-15-55.749000,0 0 44 0 0 0 0 44
23-15-55.750000,50 44 0 44 44 0 0 0
23-15-55.750000,0 0 0 0 0 0 0 0
23-15-55.750000,"0 0 ""2 45"""
23-15-55.751000,"5 51"""
23-15-55.751000,"4 49"""
23-15-55.751000,"8 51"""
23-15-55.760000,"6 46"""
23-15-55.767000,"1 45"""
23-15-55.767000,"7 54"""
23-15-55.769000,"2 45"""
23-15-55.777000, 0 0 63 0 0 0 0 48
23-15-55.778000,47 0 0 0 0 0 46 44
23-15-55.780000,0 0 0 0 0 0 0 0
23-15-55.781000,0 0 0 0 0 0 0 0
23-15-55.783000,0 0 0 0 0 0 0 0
23-15-55.784000,0 0 0 0 44 0 0 0
23-15-55.784000,0 0 0 44 0 45 0 0
23-15-55.785000,"0 0 0 51 0 44""5 51"""
23-15-55.785000,"4 49"""
23-15-55.797000,"1 44"""
23-15-55.797000,"6 46"""
23-15-55.798000,"2 45"""
23-15-55.799000,"7 53"""
23-15-55.804000,"5 51"""
23-15-55.818000, 0 47 0 0 0 0 57 48
23-15-55.820000,46 0 0 0 0 0 0 0
23-15-55.821000,0 0 0 0 0 0 0 0
23-15-55.822000,0 0 0 0 44 44 0 0
23-15-55.822000,60 44 0 0 0 0 0 0
23-15-55.823000,0 0 0 0 0 0 0 0
23-15-55.823000,0 0 0 44 0 45 0 0
23-15-55.824000,"0 0 0 0 0 0""4 49"""
23-15-55.824000,"2 45"""
23-15-55.825000,"3 48"""
23-15-55.825000,"1 44"""
23-15-55.836000,"7 53"""
23-15-55.840000,"5 51"""
23-15-55.840000,"8 51"""
23-15-55.856000, 0 0 0 56 0 48 0 0
23-15-55.857000,46 0 44 44 0 0 46 0
23-15-55.862000,0 0 0 0 0 0 0 0
23-15-55.884000,0 0 0 0 0 0 0 0
23-15-55.884000,0 44 44 0 0 0 0 0
23-15-55.885000,0 0 0 0 0 0 0 0
23-15-55.886000,55 0 0 0 0 0 0 0
23-15-55.886000,"48 0 46 0 0 ""2 45"""
23-15-55.888000,"3 48"""
23-15-55.889000,"5 51"""
23-15-55.890000,"7 53"""
23-15-55.890000,"8 51"""
23-15-55.891000,"4 49"""
23-15-55.896000,"2 45"""
23-15-55.897000,"3 48"""
23-15-55.898000, 0 0 0 0 0 0 0 0
23-15-55.899000,0 0 0 44 0 0 0 0
23-15-55.899000,0 44 0 44 0 0 48 0
23-15-55.900000,0 0 0 0 44 44 0 0
23-15-55.901000,0 0 0 0 0 0 0 44
23-15-55.901000,0 0 0 0 0 0 0 0
23-15-55.902000,0 46 0 44 0 0 0 0
23-15-55.903000,"0 44 46 51 0""1 44"""
23-15-55.903000,"7 53"""
23-15-55.906000,"4 49"""
23-15-55.907000,"8 51"""
23-15-55.907000,"5 51"""
23-15-55.912000,"6 47"""
23-15-55.913000,"2 45"""
23-15-55.916000,"3 48"""
23-15-55.922000,"1 44"""
23-15-55.939000, 0 0 0 0 60 0 0 0
23-15-55.940000,46 0 0 44 0 44 0 0
23-15-55.941000,65 44 0 44 0 44 48 0
23-15-55.942000,0 0 0 0 0 0 0 0
23-15-55.946000,0 0 0 0 0 0 0 44
23-15-55.946000,0 0 0 44 44 0 0 0
23-15-55.947000,0 46 0 44 0 45 0 0
23-15-55.947000,"48 44 ""7 53"""
23-15-55.950000,"2 45"""
23-15-55.950000,"8 51"""
23-15-55.951000,"5 51"""
23-15-55.951000,"4 49"""
23-15-55.952000,"3 48"""
23-15-55.952000,"6 46"""
23-15-55.956000,"1 44"""
23-15-55.977000, 0 0 0 0 60 0 0 0
23-15-55.986000,46 0 0 0 44 0 0 0
23-15-55.988000,0 44 0 44 0 0 48 0
23-15-55.989000,0 0 0 0 0 0 0 0
23-15-55.990000,0 0 0 0 0 0 0 0
23-15-55.990000,50 44 0 44 44 0 0 0
23-15-55.991000,0 0 0 0 0 0 0 0
23-15-55.994000,"0 0 0 0 0 0""2 45"""
23-15-55.995000,"5 51"""
23-15-55.995000,"4 49"""
23-15-55.996000,"3 48"""
23-15-55.997000,"6 46"""
23-15-55.997000,"1 45"""
23-15-55.998000,"7 53"""
23-15-55.999000,"8 51"""
23-15-56.000000,"2 45"""
23-15-56.018000,"5 51"""
23-15-56.020000, 0 0 0 0 61 0 0 0
23-15-56.022000,47 0 0 0 44 0 0 0
23-15-56.022000,0 0 0 0 0 0 0 0
23-15-56.023000,57 44 0 0 44 44 0 0
23-15-56.023000,0 0 0 0 0 0 0 44
23-15-56.024000,50 44 0 44 44 0 0 0
23-15-56.025000,0 0 48 44 0 45 0 0
23-15-56.026000,"0 0 46""4 49"""
23-15-56.026000,"1 44"""
23-15-56.029000,"3 48"""
23-15-56.029000,"5 51"""
23-15-56.029000,"7 53"""
23-15-56.030000,"8 51"""
23-15-56.033000,"2 45"""
23-15-56.040000,"4 48"""
23-15-56.057000, 0 0 0 0 0 0 0 0
23-15-56.058000,0 0 0 0 44 0 0 0
23-15-56.059000,0 0 0 0 0 0 0 0
23-15-56.062000,0 44 0 0 44 44 0 0
23-15-56.062000,0 0 0 0 0 0 0 0
23-15-56.063000,0 44 0 44 44 0 0 0
23-15-56.063000,0 0 48 44 0 0 0 0
23-15-56.064000,"0 0 46 51 0 ""6 46"""
23-15-56.064000,"2 45"""
23-15-56.067000,"7 53"""
23-15-56.068000,"8 51"""
23-15-56.068000,"5 51"""
23-15-56.075000,"4 48"""
23-15-56.076000,"3 48"""
23-15-56.081000,"6 46"""
23-15-56.098000, 0 0 0 0 0 0 0 0
23-15-56.100000,0 0 0 0 0 0 0 0
23-15-56.101000,0 0 0 44 0 44 0 0
23-15-56.101000,0 44 0 0 44 44 0 0
23-15-56.102000,0 0 0 0 0 0 0 44
23-15-56.102000,0 44 0 44 44 0 0 0
23-15-56.106000,0 0 48 44 0 45 0 0
23-15-56.106000,"0 0 0 51 ""7 53"""
23-15-56.107000,"8 51"""
23-15-56.107000,"5 51"""
23-15-56.108000,"4 48"""
23-15-56.109000,"3 48"""
23-15-56.110000,"1 44"""
23-15-56.118000,"6 46"""
23-15-56.125000,"7 53"""
23-15-56.137000, 0 0 0 56 0 48 0 0
23-15-56.138000,0 0 0 0 0 0 0 0
23-15-56.139000,0 0 0 44 0 44 0 0
23-15-56.140000,0 44 0 0 44 44 0 0
23-15-56.140000,0 0 0 0 0 0 0 44
23-15-56.141000,0 44 0 44 44 0 0 0
23-15-56.141000,56 0 48 44 0 45 0 0
23-15-56.142000,"0 0 0 ""1 44"""
23-15-56.143000,"5 51"""
23-15-56.161000,"3 48"""
23-15-56.162000,"4 49"""
23-15-56.162000,"6 46"""
23-15-56.163000,"2 45"""
23-15-56.164000,"8 51"""
23-15-56.165000,"1 44"""
23-15-56.175000, 0 0 0 0 62 0 0 0
23-15-56.176000,0 0 44 0 0 0 0 44
23-15-56.177000,0 0 0 0 0 0 0 0
23-15-56.178000,0 0 0 0 44 44 0 0
23-15-56.178000,0 0 0 0 0 0 0 0
23-15-56.179000,0 0 0 44 44 0 0 0
23-15-56.179000,0 0 0 0 0 0 0 0
23-15-56.194000,"48 0 46 51 0 4""2 45"""
23-15-56.194000,"4 48"""
23-15-56.195000,"3 48"""
23-15-56.196000,"6 46"""
23-15-56.196000,"7 53"""
23-15-56.197000,"1 44"""
23-15-56.197000,"8 51"""
23-15-56.215000, 0 0 0 0 0 0 0 0
23-15-56.216000,0 0 0 0 0 44 0 0
23-15-56.222000,0 0 0 0 0 0 0 0
23-15-56.222000,0 0 0 0 0 44 0 0
23-15-56.225000,0 0 0 0 0 0 0 0
23-15-56.226000,49 0 0 44 0 0 0 0
23-15-56.227000,0 0 48 44 0 45 0 0
23-15-56.228000,"0 0 46 51 0 44""2 45"""
23-15-56.228000,"4 48"""
23-15-56.229000,"3 48"""
23-15-56.230000,"6 46"""
23-15-56.231000,"7 55"""
23-15-56.231000,"8 51"""
23-15-56.240000,"2 45"""
23-15-56.250000,"4 48"""
23-15-56.250000,"3 48"""
23-15-56.257000, 0 0 0 0 0 0 0 0
23-15-56.262000,0 0 0 44 0 44 0 0
23-15-56.262000,0 44 0 44 0 44 0 0
23-15-56.263000,0 0 0 0 44 44 0 0
23-15-56.263000,0 0 0 0 0 0 0 0
23-15-56.264000,0 0 0 44 44 0 0 0
23-15-56.272000,0 46 48 44 0 45 0 0
23-15-56.274000,"0 44 46 ""6 46"""
23-15-56.278000,"7 53"""
23-15-56.279000,"8 51"""
23-15-56.288000,"1 44"""
23-15-56.290000,"5 51"""
23-15-56.293000,"2 45"""
23-15-56.297000,"3 48"""
23-15-56.299000,"6 46"""
23-15-56.300000, 0 47 0 0 0 48 0 48
23-15-56.300000,0 0 0 44 0 44 0 0
23-15-56.302000,65 44 0 44 0 44 0 0
23-15-56.318000,0 0 0 0 0 0 0 0
23-15-56.318000,0 0 0 0 0 0 0 44
23-15-56.319000,0 0 0 44 44 0 0 0
23-15-56.320000,56 46 48 44 0 45 0 0
23-15-56.320000,"48 4""7 53"""
23-15-56.321000,"8 51"""
23-15-56.322000,"1 44"""
23-15-56.322000,"5 51"""
23-15-56.323000,"2 45"""
23-15-56.324000,"6 46"""
23-15-56.332000, 0 0 0 0 0 0 0 0
23-15-56.333000,46 0 0 0 0 44 0 0
23-15-56.334000,0 0 0 0 0 0 0 0
23-15-56.335000,0 0 0 0 0 0 0 0
23-15-56.336000,0 0 0 0 0 0 0 0
23-15-56.352000,0 0 0 44 44 0 0 0
23-15-56.353000,0 0 0 0 0 0 0 0
23-15-56.354000,0 0 0 0 0 0 0 0
23-15-56.355000,"1 44"""
23-15-56.356000,"5 51"""
23-15-56.356000,"2 45"""
23-15-56.357000,"3 48"""
23-15-56.357000,"4 48"""
23-15-56.358000,"6 47"""
23-15-56.366000,"7 53"""
23-15-56.366000,"8 51"""
23-15-56.367000,"1 44"""
23-15-56.379000, 0 0 0 0 61 0 0 0
23-15-56.380000,0 0 0 0 0 44 0 0
23-15-56.382000,64 44 0 0 0 44 0 0
23-15-56.383000,0 0 0 0 44 44 0 0
23-15-56.385000,0 0 0 0 0 0 0 0
23-15-56.386000,0 0 0 44 44 0 0 0
23-15-56.386000,56 46 48 44 0 45 0 0
23-15-56.389000,"48 44 4""2 45"""
23-15-56.390000,"3 48"""
23-15-56.390000,"6 46"""
23-15-56.391000,"8 51"""
23-15-56.397000,"7 53"""
23-15-56.398000,"1 44"""
23-15-56.400000,"2 45"""
23-15-56.403000,"3 48"""
23-15-56.413000, 0 0 0 0 0 0 0 0
23-15-56.415000,0 0 0 0 0 0 0 0
23-15-56.418000,0 44 0 0 0 44 0 0
23-15-56.418000,0 0 0 0 0 0 0 0
23-15-56.419000,0 0 0 0 0 0 0 0
23-15-56.420000,0 0 0 0 0 0 0 0
23-15-56.422000,0 0 49 0 0 45 0 0
23-15-56.422000,"0 0 46 0 0 44 0 0""1 44"""
23-15-56.423000,"6 46"""
23-15-56.424000,"8 51"""
23-15-56.427000,"5 51"""
23-15-56.433000,"2 45"""
23-15-56.436000,"3 48"""
23-15-56.445000,"1 44"""
23-15-56.456000, 0 0 63 0 0 0 0 49
23-15-56.459000,46 0 0 0 44 0 0 0
23-15-56.459000,0 44 0 0 0 44 0 0
23-15-56.460000,0 0 0 0 0 0 0 0
23-15-56.461000,0 0 0 0 0 0 0 44
23-15-56.461000,0 0 0 0 0 0 0 0
23-15-56.462000,0 0 0 0 0 0 0 0
23-15-56.463000,"0 0 46 0 0 44 ""2 45"""
23-15-56.464000,"8 51"""
23-15-56.464000,"5 51"""
23-15-56.465000,"7 53"""
23-15-56.465000,"4 48"""
23-15-56.469000,"3 48"""
23-15-56.477000,"1 44"""
23-15-56.498000, 0 0 63 56 0 0 56 0
23-15-56.499000,0 0 0 0 44 0 0 0
23-15-56.500000,0 0 0 0 44 0 0 0
23-15-56.500000,0 44 0 44 0 0 0 0
23-15-56.501000,0 44 0 0 44 44 0 0
23-15-56.501000,0 0 0 0 0 0 0 44
23-15-56.505000,0 0 0 0 0 0 0 0
23-15-56.507000,0 0 48 0 0 0 0 0
23-15-56.508000,"48 0 46 51""2 45"""
23-15-56.508000,"8 51"""
23-15-56.510000,"1 44"""
23-15-56.510000,"5 51"""
23-15-56.511000,"3 48"""
23-15-56.511000,"4 48"""
23-15-56.512000,"7 53"""
23-15-56.518000,"2 45"""
23-15-56.521000,"8 51"""
23-15-56.523000,"1 44"""
23-15-56.523000,"5 51"""
23-15-56.538000, 0 47 63 56 0 48 0 0
23-15-56.539000,0 0 0 0 44 0 0 0
23-15-56.540000,0 0 0 0 0 0 0 0
23-15-56.540000,0 0 0 0 44 44 0 0
23-15-56.541000,0 0 0 0 0 0 0 44
23-15-56.541000,0 0 0 0 0 0 0 0
23-15-56.543000,55 0 48 44 0 45 0 0
23-15-56.543000,"48 0 46 5""3 48"""
23-15-56.544000,"4 48"""
23-15-56.545000,"6 46"""
23-15-56.552000,"2 45"""
23-15-56.564000,"7 53"""
23-15-56.565000,"1 44"""
23-15-56.566000,"8 51"""
23-15-56.577000, 0 47 0 0 61 0 0 0
23-15-56.578000,0 0 0 0 44 0 0 0
23-15-56.579000,0 0 0 0 0 0 0 0
23-15-56.580000,58 44 0 0 0 44 0 0
23-15-56.584000,0 0 0 0 0 0 0 0
23-15-56.585000,49 44 0 44 44 0 0 0
23-15-56.586000,55 0 48 44 0 45 0 0
23-15-56.587000,"0 0 46 ""4 48"""
23-15-56.588000,"6 47"""
23-15-56.588000,"2 45"""
23-15-56.589000,"7 53"""
23-15-56.590000,"1 44"""
23-15-56.596000,"3 48"""
23-15-56.599000,"8 51"""
23-15-56.600000,"4 49"""
23-15-56.617000, 0 0 0 0 62 0 0 0
23-15-56.623000,0 0 0 0 44 0 0 0
23-15-56.623000,64 44 0 44 0 44 0 0
23-15-56.623000,57 44 0 0 0 44 0 0
23-15-56.624000,0 0 0 0 0 0 0 0
23-15-56.624000,49 44 0 44 0 0 0 0
23-15-56.625000,0 0 0 44 0 45 0 0
23-15-56.625000,"0 0 46 ""6 46"""
23-15-56.631000,"1 44"""
23-15-56.632000,"2 45"""
23-15-56.633000,"5 51"""
23-15-56.634000,"7 53"""
23-15-56.634000,"3 48"""
23-15-56.635000,"8 51"""
23-15-56.636000,"4 48"""
23-15-56.644000,"6 46"""
23-15-56.644000,"1 44"""
23-15-56.659000, 0 0 0 0 62 0 0 48
23-15-56.659000,46 0 0 0 44 0 0 0
23-15-56.660000,0 44 0 44 0 44 0 0
23-15-56.660000,57 44 0 0 44 44 0 0
23-15-56.662000,0 0 0 0 0 0 0 0
23-15-56.668000,0 44 0 44 44 0 0 0
23-15-56.673000,0 0 48 44 0 45 0 0
23-15-56.677000,"0 0 ""2 45"""
23-15-56.682000,"7 53"""
23-15-56.683000,"3 48"""
23-15-56.685000,"4 48"""
23-15-56.686000,"8 51"""
23-15-56.686000,"6 46"""
23-15-56.688000,"1 44"""
23-15-56.689000,"2 45"""
23-15-56.695000,"5 51"""
23-15-56.696000, 0 0 63 56 0 48 56 0
23-15-56.698000,46 0 0 0 0 0 0 44
23-15-56.699000,0 0 0 0 0 0 0 0
23-15-56.700000,0 0 0 0 0 0 0 0
23-15-56.700000,0 44 0 0 0 0 0 44
23-15-56.701000,0 0 0 44 44 0 0 0
23-15-56.702000,0 0 0 0 0 0 0 0
23-15-56.705000,"0 0 46 51 0""1 44"""
23-15-56.706000,"2 45"""
23-15-56.707000,"3 48"""
23-15-56.707000,"4 48"""
23-15-56.710000,"6 47"""
23-15-56.714000,"7 53"""
23-15-56.716000,"5 51"""
23-15-56.717000,"8 51"""
23-15-56.723000,"1 44"""
23-15-56.737000, 0 0 63 56 0 48 0 0
23-15-56.738000,0 0 0 0 0 0 0 0
23-15-56.739000,0 0 0 0 0 0 0 0
23-15-56.740000,0 0 0 0 44 44 0 0
23-15-56.741000,0 0 0 0 0 0 0 0
23-15-56.741000,0 0 0 44 44 0 0 0
23-15-56.742000,56 46 48 44 0 44 0 0
23-15-56.742000,"48 44 46 ""3 48"""
23-15-56.757000,"4 48"""
23-15-56.758000,"6 47"""
23-15-56.758000,"5 51"""
23-15-56.759000,"8 51"""
23-15-56.760000,"7 53"""
23-15-56.760000,"1 44"""
23-15-56.761000,"2 45"""
23-15-56.764000,"3 48"""
23-15-56.782000, 0 0 63 56 62 48 0 0
23-15-56.785000,46 0 44 44 0 44 0 0
23-15-56.786000,64 44 0 44 44 44 0 0
23-15-56.786000,58 44 0 0 44 44 0 0
23-15-56.787000,0 0 0 0 0 0 0 44
23-15-56.789000,0 0 0 44 44 0 0 0
23-15-56.789000,"56 0 48 44 0 45 0 0""4 48"""
23-15-56.790000,"1 44"""
23-15-56.791000,"6 46"""
23-15-56.792000,"8 51"""
23-15-56.792000,"5 51"""
23-15-56.793000,"7 53"""
23-15-56.794000,"2 45"""
23-15-56.796000,"3 48"""
23-15-56.823000,"1 44"""
23-15-56.823000, 0 0 0 0 0 0 56 49
23-15-56.824000,46 0 0 0 44 0 0 0
23-15-56.825000,64 44 0 44 44 44 0 0
23-15-56.826000,0 0 0 0 0 0 0 0
23-15-56.827000,0 0 0 0 0 0 0 0
23-15-56.827000,0 0 0 0 0 0 0 0
23-15-56.828000,0 46 48 44 0 45 0 0
23-15-56.828000,"0 0 0 0 ""2 45"""
23-15-56.829000,"8 51"""
23-15-56.830000,"3 48"""
23-15-56.831000,"7 53"""
23-15-56.852000,"4 48"""
23-15-56.852000,"5 51"""
23-15-56.853000,"6 46"""
23-15-56.855000,"1 44"""
23-15-56.858000, 0 0 0 56 0 48 56 48
23-15-56.861000,0 0 0 0 0 0 0 0
23-15-56.862000,0 0 0 0 0 0 0 0
23-15-56.862000,0 44 44 0 0 0 0 0
23-15-56.884000,60 0 0 0 0 0 0 44
23-15-56.884000,0 44 44 44 44 0 0 0
23-15-56.885000,0 0 0 0 0 0 0 0
23-15-56.886000,"48 0 46 5""8 51"""
23-15-56.887000,"1 44"""
23-15-56.888000,"3 48"""
23-15-56.889000,"5 51"""
23-15-56.889000,"4 48"""
23-15-56.890000,"6 46"""
23-15-56.893000,"7 53"""
23-15-56.896000,"2 45"""
23-15-56.896000,"8 51"""
23-15-56.899000,"1 44"""
23-15-56.901000, 0 47 63 56 0 48 0 0
23-15-56.902000,0 0 0 0 44 0 0 0
23-15-56.902000,0 0 0 0 0 0 0 0
23-15-56.904000,0 0 44 0 44 44 0 0
23-15-56.905000,0 0 0 0 0 0 0 0
23-15-56.905000,0 0 44 44 44 0 0 0
23-15-56.906000,56 0 48 44 0 45 0 0
23-15-56.907000,"48 0 4""3 48"""
23-15-56.908000,"5 51"""
23-15-56.908000,"4 48"""
23-15-56.912000,"6 46"""
23-15-56.913000,"2 45"""
23-15-56.918000,"7 53"""
23-15-56.919000,"1 44"""
23-15-56.921000,"8 51"""
23-15-56.922000,"3 48"""
23-15-56.925000,"5 51"""
23-15-56.940000, 0 48 0 0 62 0 0 0
23-15-56.941000,0 0 0 0 44 0 0 0
23-15-56.947000,64 44 0 0 44 0 0 0
23-15-56.948000,57 44 44 0 44 44 0 0
23-15-56.949000,0 0 0 0 0 0 0 44
23-15-56.950000,49 44 44 44 44 0 0 0
23-15-56.950000,55 0 48 44 0 45 0 0
23-15-56.951000,"""4 48"""
23-15-56.951000,"6 46"""
23-15-56.952000,"2 45"""
23-15-56.959000,"7 53"""
23-15-56.960000,"1 44"""
23-15-56.961000,"3 48"""
23-15-56.961000,"8 51"""
23-15-56.962000,"4 48"""
23-15-56.978000, 0 47 0 0 62 0 0 0
23-15-56.985000,0 0 0 0 44 0 0 0
23-15-56.986000,64 0 0 0 44 0 0 0
23-15-56.987000,58 44 44 0 0 44 0 0
23-15-56.988000,0 0 0 0 0 0 0 0
23-15-56.988000,49 0 44 44 0 0 0 0
23-15-56.989000,0 0 48 44 0 45 0 0
23-15-56.992000,"0 0 46""6 46"""
23-15-56.992000,"1 44"""
23-15-56.993000,"2 45"""
23-15-56.993000,"5 51"""
23-15-56.997000,"7 53"""
23-15-56.997000,"3 48"""
23-15-56.998000,"8 51"""
23-15-56.998000,"4 48"""
23-15-57.001000,"6 46"""
23-15-57.003000,"1 44"""
23-15-57.021000, 0 0 0 0 62 0 0 49
23-15-57.024000,46 0 0 0 44 0 0 0
23-15-57.027000,64 44 0 0 44 0 0 0
23-15-57.027000,58 44 44 0 44 44 0 0
23-15-57.028000,61 44 0 0 0 0 0 44
23-15-57.028000,49 44 44 44 44 0 0 0
23-15-57.029000,"0 0 48 44 0 45 0 0""2 45"""
23-15-57.030000,"5 51"""
23-15-57.030000,"7 53"""
23-15-57.031000,"3 48"""
23-15-57.031000,"4 48"""
23-15-57.032000,"8 51"""
23-15-57.032000,"6 46"""
23-15-57.036000,"1 44"""
23-15-57.050000,"2 45"""
23-15-57.050000,"5 51"""
23-15-57.051000,"7 53"""
23-15-57.057000, 0 0 0 0 0 0 55 48
23-15-57.062000,46 0 0 0 0 0 0 44
23-15-57.063000,0 0 0 0 0 0 0 0
23-15-57.064000,0 0 0 0 0 0 0 0
23-15-57.064000,61 44 0 0 0 0 0 44
23-15-57.065000,0 0 44 44 44 0 0 0
23-15-57.066000,0 0 48 44 0 44 0 0
23-15-57.066000,"0 0 0 0 ""1 44"""
23-15-57.072000,"3 48"""
23-15-57.072000,"4 48"""
23-15-57.073000,"6 47"""
23-15-57.076000,"5 51"""
23-15-57.077000,"8 51"""
23-15-57.083000,"1 44"""
23-15-57.096000, 0 0 62 56 0 48 0 0
23-15-57.098000,0 0 0 0 0 0 0 0
23-15-57.102000,0 0 0 0 0 0 0 0
23-15-57.105000,0 0 44 0 44 44 0 0
23-15-57.105000,0 0 0 0 0 0 0 0
23-15-57.106000,0 0 44 44 44 0 0 0
23-15-57.106000,0 0 0 0 0 0 0 0
23-15-57.107000,"48 0 0 51 0 ""4 48"""
23-15-57.107000,"6 46"""
23-15-57.108000,"2 45"""
23-15-57.109000,"5 51"""
23-15-57.111000,"8 51"""
23-15-57.114000,"7 54"""
23-15-57.138000, 0 0 0 0 0 0 0 0
