40-28.136,"0 "
40-28.146,"1B "
40-28.164,"30 "
40-28.167,"4B "
40-28.167,"1 "
40-28.167,"50 "
40-28.173,"2 "
40-28.176,"3 "
40-28.177,"4 "
40-28.179,"5 "
40-28.206,"6 "
40-28.207,"7 "
40-28.208,"20 "
40-28.209,"12 "
40-28.210,"1 "
40-28.211,"50 "
40-28.230,"2 "
40-28.232,"3 "
40-28.234,"4 "
40-28.241,"5 "
40-28.247,"6 "
40-28.248,"7 "
40-28.249,"8 "
40-28.259,"20 "
40-28.260,"12 "
40-28.261,"1 "
40-28.263,"50 "
40-28.264,"2 "
40-28.265,"3 "
40-28.272,"4 "
40-28.274,"5 "
40-28.281,"6 "
40-28.289,"7 "
40-28.290,"8 "
40-28.291,"20 "
40-28.292,"13 "
40-28.293,"1 "
40-28.296,"50 "
40-28.297,"2 "
40-28.303,"3 "
40-28.304,"4 "
40-28.306,"5 "
40-28.312,"6 "
40-28.315,"7 "
40-28.322,"8 "
40-28.323,"20 "
40-28.328,"13 "
40-28.329,"1 "
40-28.331,"50 "
40-28.332,"2 "
40-28.333,"3 "
40-28.345,"4 "
40-28.346,"5 "
40-28.351,"6 "
40-28.353,"7 "
40-28.357,"8 "
40-28.359,"20 "
40-28.360,"13 "
40-28.362,"1 "
40-28.366,"50 "
40-28.367,"2 "
40-28.370,"3 "
40-28.377,"4 "
40-28.398,"5 "
40-28.399,"6 "
40-28.400,"7 "
40-28.410,"8 "
40-28.411,"20 "
40-28.412,"14 "
40-28.413,"1 "
40-28.414,"50 "
40-28.420,"2 "
40-28.421,"3 "
40-28.442,"4 "
40-28.443,"5 "
40-28.444,"6 "
40-28.450,"7 "
40-28.453,"8 "
40-28.454,"20 "
40-28.455,"14 "
40-28.465,"1 "
40-28.466,"50 "
40-28.471,"2 "
40-28.483,"3 "
40-28.484,"4 "
40-28.485,"5 "
40-28.486,"6 "
40-28.488,"7 "
40-28.489,"8 "
40-28.490,"20 "
40-28.497,"14 "
40-28.498,"1 "
40-28.499,"50 "
40-28.500,"2 "
40-28.508,"3 "
40-28.509,"4 "
40-28.517,"5 "
40-28.528,"6 "
40-28.529,"7 "
40-28.530,"8 "
40-28.531,"20 "
40-28.542,"14 "
40-28.546,"1 "
40-28.561,"50 "
40-28.562,"2 "
40-28.569,"3 "
40-28.571,"4 "
40-28.572,"5 "
40-28.573,"6 "
40-28.578,"7 "
40-28.579,"8 "
40-28.581,"20 "
40-28.582,"15 "
40-28.583,"1 "
40-28.590,"50 "
40-28.592,"2 "
40-28.599,"3 "
40-28.601,"4 "
40-28.602,"5 "
40-28.603,"6 "
40-28.608,"7 "
40-28.609,"8 "
40-28.610,"20 "
40-28.611,"15 "
