22-45-50.787000,----------------------------
22-45-58.291000,S 1 	RSSI: 55
22-45-58.292000,[R]: 50 
22-45-58.302000,S 1 	RSSI: 55
22-45-58.304000,[R]: 50 
22-45-58.305000,[R]: 0 
22-45-58.310000,S 1 	RSSI: 55
22-45-58.312000,[R]: 50 
22-45-58.322000,S 1 	RSSI: 55
22-45-58.325000,[R]: 50 
22-45-58.335000,S 1 	RSSI: 56
22-45-58.339000,[R]: 50 
22-45-58.339000,S 1 	RSSI: 56
22-45-58.350000,[R]: 50 
22-45-58.351000,S 1 	RSSI: 56
22-45-58.355000,[R]: 0 
22-45-58.359000,S 1 	RSSI: 57
22-45-58.364000,[R]: 50 
22-45-58.372000,S 1 	RSSI: 57
22-45-58.374000,[R]: 50 
22-45-58.376000,[R]: 0 
22-45-58.380000,S 1 	RSSI: 57
22-45-58.383000,[R]: 50 
22-45-58.392000,S 1 	RSSI: 58
22-45-58.395000,[R]: 50 
22-45-58.405000,S 1 	RSSI: 58
22-45-58.409000,[R]: 50 
22-45-58.409000,S 1 	RSSI: 58
22-45-58.421000,[R]: 50 
22-45-58.421000,S 1 	RSSI: 58
22-45-58.425000,[R]: 0 
22-45-58.430000,S 1 	RSSI: 58
22-45-58.432000,[R]: 50 
22-45-58.442000,S 1 	RSSI: 58
22-45-58.445000,[R]: 50 
22-45-58.453000,[R]: 0 
22-45-58.453000,S 1 	RSSI: 58
22-45-58.453000,[R]: 50 
22-45-58.462000,S 1 	RSSI: 58
22-45-58.464000,[R]: 50 
22-45-58.474000,S 1 	RSSI: 58
22-45-58.478000,[R]: 50 
22-45-58.479000,S 1 	RSSI: 58
22-45-58.490000,[R]: 50 
22-45-58.491000,S 1 	RSSI: 58
22-45-58.495000,[R]: 0 
22-45-58.499000,S 1 	RSSI: 58
22-45-58.501000,[R]: 50 
22-45-58.511000,S 1 	RSSI: 58
22-45-58.514000,[R]: 50 
22-45-58.515000,[R]: 0 
22-45-58.520000,S 1 	RSSI: 57
22-45-58.522000,[R]: 50 
22-45-58.531000,S 1 	RSSI: 57
22-45-58.535000,[R]: 50 
22-45-58.544000,S 1 	RSSI: 57
22-45-58.551000,[R]: 50 
22-45-58.551000,S 1 	RSSI: 58
22-45-58.560000,[R]: 50 
22-45-58.561000,S 1 	RSSI: 56
22-45-58.564000,[R]: 0 
22-45-58.569000,S 1 	RSSI: 56
22-45-58.572000,[R]: 50 
22-45-58.581000,S 1 	RSSI: 56
22-45-58.585000,[R]: 50 
22-45-58.588000,[R]: 0 
22-45-58.589000,S 1 	RSSI: 56
22-45-58.592000,[R]: 50 
22-45-58.602000,S 1 	RSSI: 55
22-45-58.605000,[R]: 50 
22-45-58.614000,S 1 	RSSI: 55
22-45-58.617000,[R]: 50 
22-45-58.631000,[R]: 50 
22-45-58.634000,S 1 	RSSI: 55
22-45-58.635000,[R]: 0 
22-45-58.639000,S 1 	RSSI: 55
22-45-58.642000,[R]: 50 
22-45-58.651000,S 1 	RSSI: 55
22-45-58.654000,[R]: 50 
22-45-58.655000,[R]: 0 
22-45-58.660000,S 1 	RSSI: 55
22-45-58.663000,[R]: 50 
22-45-58.672000,S 1 	RSSI: 55
22-45-58.675000,[R]: 50 
22-45-58.684000,S 1 	RSSI: 55
22-45-58.690000,[R]: 50 
22-45-58.691000,S 1 	RSSI: 55
22-45-58.701000,[R]: 50 
22-45-58.704000,S 1 	RSSI: 55
22-45-58.705000,[R]: 0 
22-45-58.710000,S 1 	RSSI: 55
22-45-58.712000,[R]: 50 
22-45-58.721000,S 1 	RSSI: 55
22-45-58.724000,[R]: 50 
22-45-58.725000,[R]: 0 
22-45-58.730000,S 1 	RSSI: 55
22-45-58.738000,[R]: 50 
22-45-58.743000,S 1 	RSSI: 54
22-45-58.745000,[R]: 50 
22-45-58.755000,S 1 	RSSI: 55
22-45-58.759000,[R]: 50 
22-45-58.761000,S 1 	RSSI: 54
22-45-58.771000,[R]: 50 
22-45-58.773000,S 1 	RSSI: 54
22-45-58.776000,[R]: 0 
22-45-58.779000,S 1 	RSSI: 54
22-45-58.786000,[R]: 50 
22-45-58.792000,S 1 	RSSI: 54
22-45-58.795000,[R]: 50 
22-45-58.796000,[R]: 0 
22-45-58.800000,S 1 	RSSI: 54
22-45-58.803000,[R]: 50 
22-45-58.812000,S 1 	RSSI: 54
22-45-58.815000,[R]: 50 
22-45-58.825000,S 1 	RSSI: 54
22-45-58.829000,[R]: 50 
22-45-58.834000,S 1 	RSSI: 54
22-45-58.840000,[R]: 50 
22-45-58.841000,S 1 	RSSI: 54
22-45-58.844000,[R]: 0 
22-45-58.849000,S 1 	RSSI: 54
22-45-58.851000,[R]: 50 
22-45-58.861000,S 1 	RSSI: 54
22-45-58.868000,[R]: 50 
22-45-58.869000,[R]: 0 
22-45-58.870000,S 1 	RSSI: 54
22-45-58.872000,[R]: 50 
22-45-58.881000,S 1 	RSSI: 55
22-45-58.884000,[R]: 50 
22-45-58.894000,S 1 	RSSI: 54
22-45-58.898000,[R]: 50 
22-45-58.899000,S 1 	RSSI: 54
22-45-58.910000,[R]: 50 
22-45-58.916000,S 1 	RSSI: 54
22-45-58.917000,[R]: 0 
22-45-58.919000,S 1 	RSSI: 54
22-45-58.921000,[R]: 50 
22-45-58.931000,S 1 	RSSI: 54
22-45-58.934000,[R]: 50 
22-45-58.936000,[R]: 0 
22-45-58.939000,S 1 	RSSI: 54
22-45-58.942000,[R]: 50 
22-45-58.952000,S 1 	RSSI: 54
22-45-58.957000,[R]: 50 
22-45-58.964000,S 1 	RSSI: 53
22-45-58.971000,[R]: 50 
22-45-58.974000,S 1 	RSSI: 53
22-45-58.980000,[R]: 50 
22-45-58.981000,S 1 	RSSI: 53
22-45-58.985000,[R]: 0 
22-45-58.989000,S 1 	RSSI: 53
22-45-58.992000,[R]: 50 
22-45-59.001000,S 1 	RSSI: 53
22-45-59.004000,[R]: 50 
22-45-59.005000,[R]: 0 
22-45-59.012000,S 1 	RSSI: 53
22-45-59.012000,[R]: 50 
22-45-59.022000,S 1 	RSSI: 53
22-45-59.024000,[R]: 50 
22-45-59.035000,S 1 	RSSI: 53
22-45-59.038000,[R]: 50 
22-45-59.040000,S 1 	RSSI: 53
22-45-59.051000,[R]: 50 
22-45-59.053000,S 1 	RSSI: 53
22-45-59.055000,[R]: 0 
22-45-59.059000,S 1 	RSSI: 53
22-45-59.065000,[R]: 50 
22-45-59.072000,S 1 	RSSI: 53
22-45-59.074000,[R]: 50 
22-45-59.076000,[R]: 0 
22-45-59.080000,S 1 	RSSI: 53
22-45-59.082000,[R]: 50 
22-45-59.092000,S 1 	RSSI: 53
22-45-59.099000,[R]: 50 
22-45-59.105000,S 1 	RSSI: 53
22-45-59.109000,[R]: 50 
22-45-59.113000,S 1 	RSSI: 53
22-45-59.121000,[R]: 50 
22-45-59.121000,S 1 	RSSI: 53
22-45-59.126000,[R]: 0 
22-45-59.130000,S 1 	RSSI: 53
22-45-59.132000,[R]: 50 
22-45-59.142000,S 1 	RSSI: 53
22-45-59.147000,[R]: 50 
22-45-59.148000,[R]: 0 
22-45-59.150000,S 1 	RSSI: 53
22-45-59.153000,[R]: 50 
22-45-59.162000,S 1 	RSSI: 54
22-45-59.167000,[R]: 50 
22-45-59.175000,S 1 	RSSI: 53
22-45-59.179000,[R]: 50 
22-45-59.181000,S 1 	RSSI: 53
22-45-59.191000,[R]: 50 
22-45-59.192000,S 1 	RSSI: 53
22-45-59.195000,[R]: 0 
22-45-59.200000,S 1 	RSSI: 53
22-45-59.202000,[R]: 50 
22-45-59.211000,S 1 	RSSI: 53
22-45-59.214000,[R]: 50 
22-45-59.215000,[R]: 0 
22-45-59.219000,S 1 	RSSI: 53
22-45-59.222000,[R]: 50 
22-45-59.231000,S 1 	RSSI: 53
22-45-59.235000,[R]: 50 
22-45-59.244000,S 1 	RSSI: 53
22-45-59.248000,[R]: 50 
22-45-59.250000,S 1 	RSSI: 53
22-45-59.260000,[R]: 50 
22-45-59.261000,S 1 	RSSI: 53
22-45-59.264000,[R]: 0 
22-45-59.268000,S 1 	RSSI: 53
22-45-59.271000,[R]: 50 
22-45-59.281000,S 1 	RSSI: 53
22-45-59.284000,[R]: 50 
22-45-59.285000,[R]: 0 
22-45-59.289000,S 1 	RSSI: 53
22-45-59.295000,[R]: 50 
22-45-59.301000,S 1 	RSSI: 53
22-45-59.304000,[R]: 50 
22-45-59.315000,S 1 	RSSI: 53
22-45-59.318000,[R]: 50 
22-45-59.319000,S 1 	RSSI: 53
22-45-59.330000,[R]: 50 
22-45-59.331000,S 1 	RSSI: 53
22-45-59.334000,[R]: 0 
22-45-59.339000,S 1 	RSSI: 53
22-45-59.342000,[R]: 50 
22-45-59.351000,S 1 	RSSI: 53
22-45-59.354000,[R]: 50 
22-45-59.355000,[R]: 0 
22-45-59.361000,S 1 	RSSI: 53
22-45-59.363000,[R]: 50 
22-45-59.372000,S 1 	RSSI: 53
22-45-59.374000,[R]: 50 
22-45-59.384000,S 1 	RSSI: 53
22-45-59.388000,[R]: 50 
22-45-59.389000,S 1 	RSSI: 53
22-45-59.400000,[R]: 50 
22-45-59.401000,S 1 	RSSI: 53
22-45-59.405000,[R]: 0 
22-45-59.412000,[R]: 50 
22-45-59.421000,S 1 	RSSI: 53
22-45-59.424000,[R]: 50 
22-45-59.428000,[R]: 0 
22-45-59.430000,S 1 	RSSI: 53
22-45-59.432000,[R]: 50 
22-45-59.442000,S 1 	RSSI: 53
22-45-59.445000,[R]: 50 
22-45-59.454000,S 1 	RSSI: 53
22-45-59.458000,[R]: 50 
22-45-59.463000,S 1 	RSSI: 53
22-45-59.470000,[R]: 50 
22-45-59.475000,S 1 	RSSI: 53
22-45-59.475000,[R]: 0 
22-45-59.480000,S 1 	RSSI: 53
22-45-59.482000,[R]: 50 
22-45-59.491000,S 1 	RSSI: 53
22-45-59.495000,[R]: 50 
22-45-59.496000,[R]: 0 
22-45-59.500000,S 1 	RSSI: 53
22-45-59.503000,[R]: 50 
22-45-59.512000,S 1 	RSSI: 53
22-45-59.515000,[R]: 50 
22-45-59.524000,S 1 	RSSI: 53
22-45-59.531000,[R]: 50 
22-45-59.531000,S 1 	RSSI: 53
22-45-59.541000,[R]: 50 
22-45-59.542000,S 1 	RSSI: 53
22-45-59.546000,[R]: 0 
22-45-59.549000,S 1 	RSSI: 53
22-45-59.552000,[R]: 50 
22-45-59.562000,S 1 	RSSI: 53
22-45-59.565000,[R]: 50 
22-45-59.566000,[R]: 0 
22-45-59.570000,S 1 	RSSI: 53
22-45-59.573000,[R]: 50 
22-45-59.581000,S 1 	RSSI: 53
22-45-59.588000,[R]: 50 
22-45-59.595000,S 1 	RSSI: 53
22-45-59.601000,[R]: 50 
22-45-59.602000,S 1 	RSSI: 53
22-45-59.611000,[R]: 50 
22-45-59.614000,S 1 	RSSI: 53
22-45-59.614000,[R]: 0 
22-45-59.618000,S 1 	RSSI: 53
22-45-59.621000,[R]: 50 
22-45-59.631000,S 1 	RSSI: 53
22-45-59.634000,[R]: 50 
22-45-59.635000,[R]: 0 
22-45-59.639000,S 1 	RSSI: 53
22-45-59.643000,[R]: 50 
22-45-59.651000,S 1 	RSSI: 53
22-45-59.655000,[R]: 50 
22-45-59.665000,S 1 	RSSI: 53
22-45-59.669000,[R]: 50 
22-45-59.669000,S 1 	RSSI: 53
22-45-59.680000,[R]: 50 
22-45-59.681000,S 1 	RSSI: 53
22-45-59.684000,[R]: 0 
22-45-59.689000,S 1 	RSSI: 53
22-45-59.691000,[R]: 50 
22-45-59.701000,S 1 	RSSI: 54
22-45-59.704000,[R]: 50 
22-45-59.705000,[R]: 0 
22-45-59.709000,S 1 	RSSI: 53
22-45-59.715000,[R]: 50 
22-45-59.722000,S 1 	RSSI: 53
22-45-59.724000,[R]: 50 
22-45-59.734000,S 1 	RSSI: 53
22-45-59.738000,[R]: 50 
22-45-59.746000,S 1 	RSSI: 53
22-45-59.749000,[R]: 50 
22-45-59.754000,[R]: 0 
22-45-59.760000,S 1 	RSSI: 53
22-45-59.762000,[R]: 50 
22-45-59.771000,S 1 	RSSI: 53
22-45-59.774000,[R]: 50 
22-45-59.783000,S 1 	RSSI: 53
22-45-59.786000,[R]: 50 
22-45-59.794000,[R]: 0 
22-45-59.803000,[R]: 50 
22-45-59.808000,S 1 	RSSI: 53
22-45-59.816000,[R]: 50 
22-45-59.821000,S 1 	RSSI: 53
22-45-59.825000,[R]: 0 
22-45-59.829000,S 1 	RSSI: 53
22-45-59.832000,[R]: 50 
22-45-59.841000,S 1 	RSSI: 53
22-45-59.844000,[R]: 50 
22-45-59.847000,[R]: 0 
22-45-59.850000,S 1 	RSSI: 53
22-45-59.852000,[R]: 50 
22-45-59.863000,S 1 	RSSI: 53
22-45-59.865000,[R]: 50 
22-45-59.874000,S 1 	RSSI: 53
22-45-59.878000,[R]: 50 
22-45-59.881000,S 1 	RSSI: 53
22-45-59.891000,[R]: 50 
22-45-59.891000,S 1 	RSSI: 53
22-45-59.895000,[R]: 0 
22-45-59.899000,S 1 	RSSI: 53
22-45-59.904000,[R]: 50 
22-45-59.912000,S 1 	RSSI: 53
22-45-59.915000,[R]: 50 
22-45-59.918000,[R]: 0 
22-45-59.920000,S 1 	RSSI: 53
22-45-59.923000,[R]: 50 
22-45-59.932000,S 1 	RSSI: 53
22-45-59.935000,[R]: 50 
22-45-59.945000,S 1 	RSSI: 53
22-45-59.949000,[R]: 50 
22-45-59.949000,S 1 	RSSI: 53
22-45-59.960000,[R]: 50 
22-45-59.964000,S 1 	RSSI: 53
22-45-59.966000,[R]: 0 
22-45-59.968000,S 1 	RSSI: 53
22-45-59.976000,[R]: 50 
22-45-59.981000,S 1 	RSSI: 53
22-45-59.984000,[R]: 50 
22-45-59.985000,[R]: 0 
22-45-59.989000,S 1 	RSSI: 53
22-45-59.992000,[R]: 50 
22-46-00.001000,S 1 	RSSI: 53
22-46-00.004000,[R]: 50 
22-46-00.014000,S 1 	RSSI: 53
22-46-00.017000,[R]: 50 
22-46-00.018000,S 1 	RSSI: 53
22-46-00.030000,[R]: 50 
22-46-00.031000,S 1 	RSSI: 53
22-46-00.034000,[R]: 0 
22-46-00.045000,S 1 	RSSI: 53
22-46-00.045000,[R]: 50 
22-46-00.052000,S 1 	RSSI: 53
22-46-00.057000,[R]: 50 
22-46-00.058000,[R]: 0 
22-46-00.059000,S 1 	RSSI: 53
22-46-00.075000,[R]: 50 
22-46-00.077000,S 1 	RSSI: 53
22-46-00.077000,[R]: 50 
22-46-00.084000,S 1 	RSSI: 53
22-46-00.089000,[R]: 50 
22-46-00.090000,S 1 	RSSI: 53
22-46-00.100000,[R]: 50 
22-46-00.101000,S 1 	RSSI: 53
22-46-00.104000,[R]: 0 
22-46-00.108000,S 1 	RSSI: 53
22-46-00.111000,[R]: 50 
22-46-00.128000,S 1 	RSSI: 53
22-46-00.128000,[R]: 50 
22-46-00.129000,[R]: 0 
22-46-00.129000,S 1 	RSSI: 53
22-46-00.133000,[R]: 50 
22-46-00.142000,S 1 	RSSI: 53
22-46-00.144000,[R]: 50 
22-46-00.154000,S 1 	RSSI: 53
22-46-00.158000,[R]: 50 
22-46-00.158000,S 1 	RSSI: 53
22-46-00.170000,[R]: 50 
22-46-00.171000,S 1 	RSSI: 53
22-46-00.175000,[R]: 0 
22-46-00.179000,S 1 	RSSI: 53
22-46-00.182000,[R]: 50 
22-46-00.191000,S 1 	RSSI: 53
22-46-00.194000,[R]: 50 
22-46-00.195000,[R]: 0 
22-46-00.200000,S 1 	RSSI: 53
22-46-00.204000,[R]: 50 
22-46-00.212000,S 1 	RSSI: 53
22-46-00.214000,[R]: 50 
22-46-00.224000,S 1 	RSSI: 53
22-46-00.229000,[R]: 50 
22-46-00.229000,S 1 	RSSI: 53
22-46-00.241000,[R]: 50 
22-46-00.241000,S 1 	RSSI: 53
22-46-00.245000,[R]: 0 
22-46-00.249000,S 1 	RSSI: 53
22-46-00.253000,[R]: 50 
22-46-00.262000,S 1 	RSSI: 53
22-46-00.265000,[R]: 50 
22-46-00.266000,[R]: 0 
22-46-00.270000,S 1 	RSSI: 53
22-46-00.273000,[R]: 50 
22-46-00.282000,S 1 	RSSI: 53
22-46-00.285000,[R]: 50 
22-46-00.295000,S 1 	RSSI: 53
22-46-00.299000,[R]: 50 
22-46-00.306000,S 1 	RSSI: 53
22-46-00.311000,[R]: 50 
22-46-00.317000,S 1 	RSSI: 53
22-46-00.318000,[R]: 0 
22-46-00.319000,S 1 	RSSI: 53
22-46-00.322000,[R]: 50 
22-46-00.330000,S 1 	RSSI: 53
22-46-00.334000,[R]: 50 
22-46-00.338000,[R]: 0 
22-46-00.339000,S 1 	RSSI: 53
22-46-00.342000,[R]: 50 
22-46-00.351000,S 1 	RSSI: 53
22-46-00.354000,[R]: 50 
22-46-00.364000,S 1 	RSSI: 53
22-46-00.368000,[R]: 50 
22-46-00.370000,S 1 	RSSI: 53
22-46-00.380000,[R]: 50 
22-46-00.381000,S 1 	RSSI: 53
22-46-00.384000,[R]: 0 
22-46-00.388000,S 1 	RSSI: 53
22-46-00.393000,[R]: 50 
22-46-00.401000,S 1 	RSSI: 53
22-46-00.404000,[R]: 50 
22-46-00.405000,[R]: 0 
22-46-00.409000,S 1 	RSSI: 53
22-46-00.412000,[R]: 50 
22-46-00.421000,S 1 	RSSI: 53
22-46-00.424000,[R]: 50 
22-46-00.438000,[R]: 50 
22-46-00.441000,S 1 	RSSI: 53
22-46-00.451000,[R]: 50 
22-46-00.452000,S 1 	RSSI: 53
22-46-00.454000,[R]: 0 
22-46-00.461000,S 1 	RSSI: 53
22-46-00.463000,[R]: 50 
22-46-00.471000,S 1 	RSSI: 53
22-46-00.474000,[R]: 50 
22-46-00.475000,[R]: 0 
22-46-00.479000,S 1 	RSSI: 53
22-46-00.482000,[R]: 50 
22-46-00.491000,S 1 	RSSI: 53
22-46-00.494000,[R]: 50 
22-46-00.508000,[R]: 50 
22-46-00.512000,S 1 	RSSI: 53
22-46-00.520000,[R]: 50 
22-46-00.521000,S 1 	RSSI: 53
22-46-00.524000,[R]: 0 
22-46-00.532000,[R]: 50 
22-46-00.541000,S 1 	RSSI: 53
22-46-00.544000,[R]: 50 
22-46-00.545000,[R]: 0 
22-46-00.553000,S 1 	RSSI: 53
22-46-00.554000,[R]: 50 
22-46-00.562000,S 1 	RSSI: 53
22-46-00.567000,[R]: 50 
22-46-00.574000,S 1 	RSSI: 53
22-46-00.578000,[R]: 50 
22-46-00.579000,S 1 	RSSI: 53
22-46-00.590000,[R]: 50 
22-46-00.591000,S 1 	RSSI: 53
22-46-00.595000,[R]: 0 
22-46-00.606000,S 1 	RSSI: 53
22-46-00.607000,[R]: 50 
22-46-00.612000,S 1 	RSSI: 53
22-46-00.615000,[R]: 50 
22-46-00.618000,[R]: 0 
22-46-00.620000,S 1 	RSSI: 53
22-46-00.623000,[R]: 50 
22-46-00.632000,S 1 	RSSI: 53
22-46-00.635000,[R]: 50 
22-46-00.644000,S 1 	RSSI: 53
22-46-00.649000,[R]: 50 
22-46-00.650000,S 1 	RSSI: 53
22-46-00.661000,[R]: 50 
22-46-00.662000,S 1 	RSSI: 53
22-46-00.666000,[R]: 0 
22-46-00.669000,S 1 	RSSI: 53
22-46-00.673000,[R]: 50 
22-46-00.682000,S 1 	RSSI: 53
22-46-00.685000,[R]: 50 
22-46-00.694000,S 1 	RSSI: 53
22-46-00.697000,[R]: 50 
22-46-00.704000,[R]: 0 
22-46-00.712000,[R]: 50 
22-46-00.718000,S 1 	RSSI: 53
22-46-00.724000,[R]: 50 
22-46-00.730000,S 1 	RSSI: 53
22-46-00.734000,[R]: 0 
22-46-00.738000,S 1 	RSSI: 53
22-46-00.741000,[R]: 50 
22-46-00.751000,S 1 	RSSI: 53
22-46-00.754000,[R]: 50 
22-46-00.755000,[R]: 0 
22-46-00.759000,S 1 	RSSI: 53
22-46-00.762000,[R]: 50 
22-46-00.771000,S 1 	RSSI: 53
22-46-00.774000,[R]: 50 
22-46-00.783000,S 1 	RSSI: 53
22-46-00.788000,[R]: 50 
22-46-00.791000,S 1 	RSSI: 53
22-46-00.800000,[R]: 50 
22-46-00.808000,S 1 	RSSI: 53
22-46-00.811000,[R]: 0 
22-46-00.818000,S 1 	RSSI: 53
22-46-00.818000,[R]: 50 
22-46-00.821000,S 1 	RSSI: 53
22-46-00.824000,[R]: 50 
22-46-00.825000,[R]: 0 
22-46-00.832000,S 1 	RSSI: 53
22-46-00.832000,[R]: 50 
22-46-00.841000,S 1 	RSSI: 53
22-46-00.857000,[R]: 50 
22-46-00.858000,S 1 	RSSI: 53
22-46-00.862000,[R]: 50 
22-46-00.863000,S 1 	RSSI: 53
22-46-00.870000,[R]: 50 
22-46-00.871000,S 1 	RSSI: 53
22-46-00.874000,[R]: 0 
22-46-00.879000,S 1 	RSSI: 53
22-46-00.882000,[R]: 50 
22-46-00.893000,S 1 	RSSI: 53
22-46-00.895000,[R]: 50 
22-46-00.896000,[R]: 0 
22-46-00.899000,S 1 	RSSI: 53
22-46-00.902000,[R]: 50 
22-46-00.912000,S 1 	RSSI: 53
22-46-00.914000,[R]: 50 
22-46-00.925000,S 1 	RSSI: 53
22-46-00.931000,[R]: 50 
22-46-00.932000,S 1 	RSSI: 53
22-46-00.940000,[R]: 50 
22-46-00.941000,S 1 	RSSI: 53
22-46-00.945000,[R]: 0 
22-46-00.949000,S 1 	RSSI: 53
22-46-00.951000,[R]: 50 
22-46-00.961000,S 1 	RSSI: 53
22-46-00.965000,[R]: 50 
22-46-00.966000,[R]: 0 
22-46-00.975000,S 1 	RSSI: 53
22-46-00.975000,[R]: 50 
22-46-00.982000,S 1 	RSSI: 53
22-46-00.985000,[R]: 50 
22-46-00.994000,S 1 	RSSI: 53
22-46-00.999000,[R]: 50 
22-46-01.002000,S 1 	RSSI: 53
22-46-01.011000,[R]: 50 
22-46-01.021000,S 1 	RSSI: 53
22-46-01.021000,[R]: 0 
22-46-01.022000,S 1 	RSSI: 53
22-46-01.022000,[R]: 50 
22-46-01.031000,S 1 	RSSI: 53
22-46-01.035000,[R]: 50 
22-46-01.038000,[R]: 0 
22-46-01.040000,S 1 	RSSI: 53
22-46-01.043000,[R]: 50 
22-46-01.052000,S 1 	RSSI: 53
22-46-01.055000,[R]: 50 
22-46-01.064000,S 1 	RSSI: 53
22-46-01.069000,[R]: 50 
22-46-01.069000,S 1 	RSSI: 53
22-46-01.080000,[R]: 50 
22-46-01.080000,S 1 	RSSI: 53
22-46-01.084000,[R]: 0 
22-46-01.089000,S 1 	RSSI: 53
22-46-01.091000,[R]: 50 
22-46-01.100000,S 1 	RSSI: 53
22-46-01.104000,[R]: 50 
22-46-01.106000,[R]: 0 
22-46-01.109000,S 1 	RSSI: 53
22-46-01.114000,[R]: 50 
22-46-01.121000,S 1 	RSSI: 53
22-46-01.179000,[R]: 50 
22-46-01.179000,S 1 	RSSI: 53
22-46-01.180000,[R]: 50 
22-46-01.180000,S 1 	RSSI: 53
22-46-01.181000,[R]: 50 
22-46-01.181000,S 1 	RSSI: 53
22-46-01.182000,[R]: 0 
22-46-01.182000,S 1 	RSSI: 53
22-46-01.183000,[R]: 50 
22-46-01.183000,S 1 	RSSI: 53
22-46-01.184000,[R]: 50 
22-46-01.184000,[R]: 0 
22-46-01.185000,S 1 	RSSI: 53
22-46-01.185000,[R]: 50 
22-46-01.191000,S 1 	RSSI: 53
22-46-01.195000,[R]: 50 
22-46-01.203000,S 1 	RSSI: 53
22-46-01.207000,[R]: 50 
22-46-01.214000,S 1 	RSSI: 53
22-46-01.220000,[R]: 50 
22-46-01.224000,S 1 	RSSI: 53
22-46-01.225000,[R]: 0 
22-46-01.228000,S 1 	RSSI: 53
22-46-01.231000,[R]: 50 
22-46-01.241000,S 1 	RSSI: 53
22-46-01.245000,[R]: 50 
22-46-01.247000,[R]: 0 
22-46-01.252000,[R]: 50 
22-46-01.261000,S 1 	RSSI: 53
22-46-01.264000,[R]: 50 
22-46-01.274000,S 1 	RSSI: 53
22-46-01.279000,[R]: 50 
22-46-01.279000,S 1 	RSSI: 53
22-46-01.290000,[R]: 50 
22-46-01.296000,S 1 	RSSI: 53
22-46-01.297000,[R]: 0 
22-46-01.299000,S 1 	RSSI: 53
22-46-01.305000,[R]: 50 
22-46-01.311000,S 1 	RSSI: 53
22-46-01.320000,[R]: 50 
22-46-01.320000,[R]: 0 
22-46-01.321000,S 1 	RSSI: 53
22-46-01.322000,[R]: 50 
22-46-01.332000,S 1 	RSSI: 53
22-46-01.338000,[R]: 50 
22-46-01.344000,S 1 	RSSI: 53
22-46-01.353000,[R]: 50 
22-46-01.354000,S 1 	RSSI: 53
22-46-01.361000,[R]: 50 
22-46-01.365000,S 1 	RSSI: 53
22-46-01.365000,[R]: 0 
22-46-01.369000,S 1 	RSSI: 53
22-46-01.372000,[R]: 50 
22-46-01.381000,S 1 	RSSI: 53
22-46-01.385000,[R]: 50 
22-46-01.386000,[R]: 0 
22-46-01.390000,S 1 	RSSI: 53
22-46-01.396000,[R]: 50 
22-46-01.402000,S 1 	RSSI: 53
22-46-01.405000,[R]: 50 
22-46-01.415000,S 1 	RSSI: 53
22-46-01.418000,[R]: 50 
22-46-01.419000,S 1 	RSSI: 53
22-46-01.431000,[R]: 50 
22-46-01.431000,S 1 	RSSI: 53
22-46-01.435000,[R]: 0 
22-46-01.440000,S 1 	RSSI: 53
22-46-01.442000,[R]: 50 
22-46-01.450000,S 1 	RSSI: 53
22-46-01.454000,[R]: 50 
22-46-01.455000,[R]: 0 
22-46-01.460000,S 1 	RSSI: 53
22-46-01.462000,[R]: 50 
22-46-01.471000,S 1 	RSSI: 53
22-46-01.474000,[R]: 50 
22-46-01.483000,S 1 	RSSI: 53
22-46-01.487000,[R]: 50 
22-46-01.489000,S 1 	RSSI: 53
22-46-01.500000,[R]: 50 
22-46-01.500000,S 1 	RSSI: 53
22-46-01.504000,[R]: 0 
22-46-01.509000,S 1 	RSSI: 53
22-46-01.512000,[R]: 50 
22-46-01.521000,S 1 	RSSI: 53
22-46-01.524000,[R]: 50 
22-46-01.525000,[R]: 0 
22-46-01.530000,S 1 	RSSI: 53
22-46-01.532000,[R]: 50 
22-46-01.541000,S 1 	RSSI: 53
22-46-01.544000,[R]: 50 
22-46-01.553000,S 1 	RSSI: 53
22-46-01.557000,[R]: 50 
22-46-01.561000,S 1 	RSSI: 53
22-46-01.570000,[R]: 50 
22-46-01.571000,S 1 	RSSI: 53
22-46-01.574000,[R]: 0 
22-46-01.578000,S 1 	RSSI: 53
22-46-01.581000,[R]: 50 
22-46-01.591000,S 1 	RSSI: 53
22-46-01.596000,[R]: 50 
22-46-01.597000,[R]: 0 
22-46-01.599000,S 1 	RSSI: 53
22-46-01.602000,[R]: 50 
22-46-01.611000,S 1 	RSSI: 53
22-46-01.614000,[R]: 50 
22-46-01.624000,S 1 	RSSI: 53
22-46-01.628000,[R]: 50 
22-46-01.629000,S 1 	RSSI: 53
22-46-01.641000,[R]: 50 
22-46-01.645000,S 1 	RSSI: 53
22-46-01.646000,[R]: 0 
22-46-01.649000,S 1 	RSSI: 53
22-46-01.651000,[R]: 50 
22-46-01.661000,S 1 	RSSI: 53
22-46-01.665000,[R]: 50 
22-46-01.667000,[R]: 0 
22-46-01.669000,S 1 	RSSI: 53
22-46-01.672000,[R]: 50 
22-46-01.681000,S 1 	RSSI: 53
22-46-01.684000,[R]: 50 
22-46-01.694000,S 1 	RSSI: 53
22-46-01.698000,[R]: 50 
22-46-01.711000,S 1 	RSSI: 53
22-46-01.711000,[R]: 50 
22-46-01.712000,S 1 	RSSI: 53
22-46-01.715000,[R]: 0 
22-46-01.719000,S 1 	RSSI: 53
22-46-01.722000,[R]: 50 
