20-03-50.643000,-------------------------
20-03-55.311000,[R]: 1 
20-03-55.312000,[R]: 50 
20-03-55.315000,[R]: 2 
20-03-55.320000,[R]: 1 
20-03-55.322000,[R]: 50 
20-03-55.323000,[R]: 2 
20-03-55.326000,[R]: 20 
20-03-55.328000,[R]: 1 
20-03-55.329000,[R]: 50 
20-03-55.332000,[R]: 2 
20-03-55.337000,[R]: 1 
20-03-55.338000,[R]: 50 
20-03-55.340000,[R]: 2 
20-03-55.345000,[R]: 1 
20-03-55.347000,[R]: 50 
20-03-55.349000,[R]: 2 
20-03-55.353000,[R]: 1 
20-03-55.354000,[R]: 50 
20-03-55.357000,[R]: 2 
20-03-55.362000,[R]: 1 
20-03-55.363000,[R]: 50 
20-03-55.365000,[R]: 2 
20-03-55.370000,[R]: 1 
20-03-55.371000,[R]: 50 
20-03-55.373000,[R]: 2 
20-03-55.376000,[R]: 20 
20-03-55.378000,[R]: 1 
20-03-55.380000,[R]: 50 
20-03-55.382000,[R]: 2 
20-03-55.387000,[R]: 1 
20-03-55.389000,[R]: 50 
20-03-55.390000,[R]: 2 
20-03-55.395000,[R]: 1 
20-03-55.396000,[R]: 50 
20-03-55.398000,[R]: 2 
20-03-55.403000,[R]: 1 
20-03-55.404000,[R]: 50 
20-03-55.406000,[R]: 2 
20-03-55.411000,[R]: 1 
20-03-55.411000,[R]: 50 
20-03-55.415000,[R]: 2 
20-03-55.419000,[R]: 1 
20-03-55.420000,[R]: 50 
20-03-55.422000,[R]: 2 
20-03-55.427000,[R]: 20 
20-03-55.428000,[R]: 1 
20-03-55.429000,[R]: 50 
20-03-55.431000,[R]: 2 
20-03-55.436000,[R]: 1 
20-03-55.441000,[R]: 50 
20-03-55.441000,[R]: 2 
20-03-55.444000,[R]: 1 
20-03-55.445000,[R]: 50 
20-03-55.448000,[R]: 2 
20-03-55.452000,[R]: 1 
20-03-55.453000,[R]: 50 
20-03-55.458000,[R]: 2 
20-03-55.462000,[R]: 1 
20-03-55.463000,[R]: 50 
20-03-55.464000,[R]: 2 
20-03-55.469000,[R]: 1 
20-03-55.470000,[R]: 50 
20-03-55.472000,[R]: 2 
20-03-55.475000,[R]: 20 
20-03-55.478000,[R]: 1 
20-03-55.479000,[R]: 50 
20-03-55.482000,[R]: 2 
20-03-55.486000,[R]: 1 
20-03-55.492000,[R]: 50 
20-03-55.492000,[R]: 2 
20-03-55.495000,[R]: 1 
20-03-55.495000,[R]: 50 
20-03-55.498000,[R]: 2 
20-03-55.502000,[R]: 1 
20-03-55.503000,[R]: 50 
20-03-55.507000,[R]: 2 
20-03-55.511000,[R]: 1 
20-03-55.511000,[R]: 50 
20-03-55.515000,[R]: 2 
20-03-55.520000,[R]: 1 
20-03-55.520000,[R]: 50 
20-03-55.523000,[R]: 2 
20-03-55.526000,[R]: 20 
20-03-55.528000,[R]: 1 
20-03-55.529000,[R]: 50 
20-03-55.532000,[R]: 2 
20-03-55.537000,[R]: 1 
20-03-55.541000,[R]: 50 
20-03-55.542000,[R]: 2 
20-03-55.545000,[R]: 1 
20-03-55.545000,[R]: 50 
20-03-55.548000,[R]: 2 
20-03-55.553000,[R]: 1 
20-03-55.554000,[R]: 50 
20-03-55.556000,[R]: 2 
20-03-55.561000,[R]: 1 
20-03-55.562000,[R]: 50 
20-03-55.565000,[R]: 2 
20-03-55.570000,[R]: 1 
20-03-55.573000,[R]: 50 
20-03-55.574000,[R]: 2 
20-03-55.578000,[R]: 1 
20-03-55.579000,[R]: 50 
20-03-55.582000,[R]: 2 
20-03-55.586000,[R]: 1 
20-03-55.587000,[R]: 50 
20-03-55.589000,[R]: 2 
20-03-55.595000,[R]: 1 
20-03-55.596000,[R]: 50 
20-03-55.597000,[R]: 20 
20-03-55.598000,[R]: 1 
20-03-55.599000,[R]: 50 
20-03-55.602000,[R]: 2 
20-03-55.607000,[R]: 1 
20-03-55.608000,[R]: 50 
20-03-55.613000,[R]: 2 
20-03-55.615000,[R]: 1 
20-03-55.616000,[R]: 50 
20-03-55.618000,[R]: 2 
20-03-55.623000,[R]: 1 
20-03-55.625000,[R]: 50 
20-03-55.627000,[R]: 2 
20-03-55.632000,[R]: 1 
20-03-55.635000,[R]: 50 
20-03-55.635000,[R]: 2 
20-03-55.640000,[R]: 1 
20-03-55.640000,[R]: 50 
20-03-55.643000,[R]: 2 
20-03-55.648000,[R]: 1 
20-03-55.649000,[R]: 50 
20-03-55.651000,[R]: 2 
20-03-55.656000,[R]: 1 
20-03-55.661000,[R]: 50 
20-03-55.662000,[R]: 2 
20-03-55.665000,[R]: 1 
20-03-55.666000,[R]: 50 
20-03-55.666000,[R]: 20 
20-03-55.668000,[R]: 1 
20-03-55.669000,[R]: 50 
20-03-55.672000,[R]: 2 
20-03-55.677000,[R]: 1 
20-03-55.678000,[R]: 50 
20-03-55.680000,[R]: 2 
20-03-55.687000,[R]: 1 
20-03-55.687000,[R]: 50 
20-03-55.688000,[R]: 2 
20-03-55.693000,[R]: 1 
20-03-55.697000,[R]: 50 
20-03-55.698000,[R]: 2 
20-03-55.701000,[R]: 1 
20-03-55.702000,[R]: 50 
20-03-55.705000,[R]: 2 
20-03-55.710000,[R]: 1 
20-03-55.711000,[R]: 50 
20-03-55.713000,[R]: 2 
20-03-55.715000,[R]: 20 
20-03-55.718000,[R]: 1 
20-03-55.719000,[R]: 50 
20-03-55.722000,[R]: 2 
20-03-55.727000,[R]: 1 
20-03-55.729000,[R]: 50 
20-03-55.730000,[R]: 2 
20-03-55.735000,[R]: 1 
20-03-55.736000,[R]: 50 
20-03-55.738000,[R]: 2 
20-03-55.743000,[R]: 1 
20-03-55.744000,[R]: 50 
20-03-55.747000,[R]: 2 
20-03-55.752000,[R]: 1 
20-03-55.753000,[R]: 50 
20-03-55.755000,[R]: 2 
20-03-55.760000,[R]: 1 
20-03-55.762000,[R]: 50 
20-03-55.763000,[R]: 2 
20-03-55.766000,[R]: 20 
20-03-55.769000,[R]: 1 
20-03-55.770000,[R]: 50 
20-03-55.772000,[R]: 2 
20-03-55.777000,[R]: 1 
20-03-55.778000,[R]: 50 
20-03-55.779000,[R]: 2 
20-03-55.784000,[R]: 1 
20-03-55.785000,[R]: 50 
20-03-55.787000,[R]: 2 
20-03-55.792000,[R]: 1 
20-03-55.795000,[R]: 50 
20-03-55.796000,[R]: 2 
20-03-55.800000,[R]: 1 
20-03-55.801000,[R]: 50 
20-03-55.804000,[R]: 2 
20-03-55.809000,[R]: 1 
20-03-55.809000,[R]: 50 
20-03-55.812000,[R]: 2 
20-03-55.815000,[R]: 20 
20-03-55.818000,[R]: 1 
20-03-55.820000,[R]: 50 
20-03-55.821000,[R]: 2 
20-03-55.826000,[R]: 1 
20-03-55.832000,[R]: 50 
20-03-55.833000,[R]: 2 
20-03-55.834000,[R]: 1 
20-03-55.835000,[R]: 50 
20-03-55.838000,[R]: 2 
20-03-55.842000,[R]: 1 
20-03-55.843000,[R]: 50 
20-03-55.846000,[R]: 2 
20-03-55.851000,[R]: 1 
20-03-55.851000,[R]: 50 
20-03-55.854000,[R]: 2 
20-03-55.859000,[R]: 1 
20-03-55.859000,[R]: 50 
20-03-55.864000,[R]: 2 
20-03-55.865000,[R]: 20 
20-03-55.868000,[R]: 1 
20-03-55.869000,[R]: 50 
20-03-55.872000,[R]: 2 
20-03-55.877000,[R]: 1 
20-03-55.877000,[R]: 50 
20-03-55.880000,[R]: 2 
20-03-55.885000,[R]: 1 
20-03-55.885000,[R]: 50 
20-03-55.888000,[R]: 2 
20-03-55.893000,[R]: 1 
20-03-55.897000,[R]: 50 
20-03-55.898000,[R]: 2 
20-03-55.901000,[R]: 1 
20-03-55.901000,[R]: 50 
20-03-55.904000,[R]: 2 
20-03-55.909000,[R]: 1 
20-03-55.910000,[R]: 50 
20-03-55.913000,[R]: 2 
20-03-55.915000,[R]: 20 
20-03-55.918000,[R]: 1 
20-03-55.919000,[R]: 50 
20-03-55.922000,[R]: 2 
20-03-55.927000,[R]: 1 
20-03-55.929000,[R]: 50 
20-03-55.930000,[R]: 2 
20-03-55.935000,[R]: 1 
20-03-55.935000,[R]: 50 
20-03-55.938000,[R]: 2 
20-03-55.943000,[R]: 1 
20-03-55.948000,[R]: 50 
20-03-55.949000,[R]: 2 
20-03-55.951000,[R]: 1 
20-03-55.951000,[R]: 50 
20-03-55.955000,[R]: 2 
20-03-55.959000,[R]: 1 
20-03-55.960000,[R]: 50 
20-03-55.963000,[R]: 2 
20-03-55.965000,[R]: 20 
20-03-55.968000,[R]: 1 
20-03-55.969000,[R]: 50 
20-03-55.972000,[R]: 2 
20-03-55.977000,[R]: 1 
20-03-55.979000,[R]: 50 
20-03-55.980000,[R]: 2 
20-03-55.985000,[R]: 1 
20-03-55.987000,[R]: 50 
20-03-55.991000,[R]: 2 
20-03-55.993000,[R]: 1 
20-03-55.994000,[R]: 50 
20-03-55.996000,[R]: 2 
20-03-56.001000,[R]: 1 
20-03-56.002000,[R]: 50 
20-03-56.005000,[R]: 2 
20-03-56.009000,[R]: 1 
20-03-56.010000,[R]: 50 
20-03-56.013000,[R]: 2 
20-03-56.015000,[R]: 20 
20-03-56.018000,[R]: 1 
20-03-56.022000,[R]: 50 
20-03-56.022000,[R]: 2 
20-03-56.026000,[R]: 1 
20-03-56.027000,[R]: 50 
20-03-56.030000,[R]: 2 
20-03-56.035000,[R]: 1 
20-03-56.035000,[R]: 50 
20-03-56.039000,[R]: 2 
20-03-56.043000,[R]: 1 
20-03-56.045000,[R]: 50 
20-03-56.047000,[R]: 2 
20-03-56.051000,[R]: 1 
20-03-56.052000,[R]: 50 
20-03-56.055000,[R]: 2 
20-03-56.059000,[R]: 1 
20-03-56.060000,[R]: 50 
20-03-56.063000,[R]: 2 
20-03-56.070000,[R]: 20 
20-03-56.070000,[R]: 1 
20-03-56.071000,[R]: 50 
20-03-56.072000,[R]: 2 
20-03-56.077000,[R]: 1 
20-03-56.082000,[R]: 50 
20-03-56.082000,[R]: 2 
20-03-56.085000,[R]: 1 
20-03-56.085000,[R]: 50 
20-03-56.088000,[R]: 2 
20-03-56.093000,[R]: 1 
20-03-56.097000,[R]: 50 
20-03-56.100000,[R]: 2 
20-03-56.101000,[R]: 1 
20-03-56.102000,[R]: 50 
20-03-56.105000,[R]: 2 
20-03-56.109000,[R]: 1 
20-03-56.113000,[R]: 50 
20-03-56.114000,[R]: 2 
20-03-56.115000,[R]: 20 
20-03-56.118000,[R]: 1 
20-03-56.121000,[R]: 50 
20-03-56.122000,[R]: 2 
20-03-56.127000,[R]: 1 
20-03-56.128000,[R]: 50 
20-03-56.134000,[R]: 2 
20-03-56.135000,[R]: 1 
20-03-56.136000,[R]: 50 
20-03-56.138000,[R]: 2 
20-03-56.143000,[R]: 1 
20-03-56.148000,[R]: 50 
20-03-56.149000,[R]: 2 
20-03-56.151000,[R]: 1 
20-03-56.151000,[R]: 50 
20-03-56.154000,[R]: 2 
20-03-56.160000,[R]: 1 
20-03-56.162000,[R]: 50 
20-03-56.163000,[R]: 2 
20-03-56.165000,[R]: 20 
20-03-56.168000,[R]: 1 
20-03-56.169000,[R]: 50 
20-03-56.171000,[R]: 2 
20-03-56.176000,[R]: 1 
20-03-56.176000,[R]: 50 
20-03-56.179000,[R]: 2 
20-03-56.184000,[R]: 1 
20-03-56.185000,[R]: 50 
20-03-56.187000,[R]: 2 
20-03-56.193000,[R]: 1 
20-03-56.193000,[R]: 50 
20-03-56.196000,[R]: 2 
20-03-56.200000,[R]: 1 
20-03-56.201000,[R]: 50 
20-03-56.205000,[R]: 2 
20-03-56.209000,[R]: 1 
20-03-56.209000,[R]: 50 
20-03-56.212000,[R]: 2 
20-03-56.215000,[R]: 20 
20-03-56.218000,[R]: 1 
20-03-56.218000,[R]: 50 
20-03-56.222000,[R]: 2 
20-03-56.226000,[R]: 1 
20-03-56.227000,[R]: 50 
20-03-56.229000,[R]: 2 
20-03-56.234000,[R]: 1 
20-03-56.235000,[R]: 50 
20-03-56.240000,[R]: 2 
20-03-56.242000,[R]: 1 
20-03-56.248000,[R]: 50 
20-03-56.249000,[R]: 2 
20-03-56.251000,[R]: 1 
20-03-56.251000,[R]: 50 
20-03-56.254000,[R]: 2 
20-03-56.259000,[R]: 1 
20-03-56.260000,[R]: 50 
20-03-56.263000,[R]: 2 
20-03-56.265000,[R]: 20 
20-03-56.268000,[R]: 1 
20-03-56.269000,[R]: 50 
20-03-56.272000,[R]: 2 
20-03-56.276000,[R]: 1 
20-03-56.281000,[R]: 50 
20-03-56.281000,[R]: 2 
20-03-56.285000,[R]: 1 
20-03-56.286000,[R]: 50 
20-03-56.288000,[R]: 2 
20-03-56.293000,[R]: 1 
20-03-56.293000,[R]: 50 
20-03-56.296000,[R]: 2 
20-03-56.302000,[R]: 1 
20-03-56.303000,[R]: 50 
20-03-56.305000,[R]: 2 
20-03-56.309000,[R]: 1 
20-03-56.311000,[R]: 50 
20-03-56.313000,[R]: 2 
20-03-56.317000,[R]: 20 
20-03-56.318000,[R]: 1 
20-03-56.320000,[R]: 50 
20-03-56.322000,[R]: 2 
20-03-56.326000,[R]: 1 
20-03-56.327000,[R]: 50 
20-03-56.330000,[R]: 2 
20-03-56.335000,[R]: 1 
20-03-56.339000,[R]: 50 
20-03-56.340000,[R]: 2 
20-03-56.343000,[R]: 1 
20-03-56.343000,[R]: 50 
20-03-56.350000,[R]: 2 
20-03-56.351000,[R]: 1 
20-03-56.351000,[R]: 50 
20-03-56.355000,[R]: 2 
20-03-56.359000,[R]: 1 
20-03-56.363000,[R]: 50 
20-03-56.364000,[R]: 2 
20-03-56.365000,[R]: 20 
20-03-56.368000,[R]: 1 
20-03-56.370000,[R]: 50 
20-03-56.372000,[R]: 2 
20-03-56.376000,[R]: 1 
20-03-56.383000,[R]: 50 
20-03-56.383000,[R]: 2 
20-03-56.385000,[R]: 1 
20-03-56.385000,[R]: 50 
20-03-56.388000,[R]: 2 
20-03-56.393000,[R]: 1 
20-03-56.394000,[R]: 50 
20-03-56.396000,[R]: 2 
20-03-56.401000,[R]: 1 
20-03-56.402000,[R]: 50 
20-03-56.405000,[R]: 2 
20-03-56.410000,[R]: 1 
20-03-56.412000,[R]: 50 
20-03-56.414000,[R]: 2 
20-03-56.416000,[R]: 20 
20-03-56.418000,[R]: 1 
20-03-56.420000,[R]: 50 
20-03-56.422000,[R]: 2 
20-03-56.426000,[R]: 1 
20-03-56.427000,[R]: 50 
20-03-56.430000,[R]: 2 
20-03-56.435000,[R]: 1 
20-03-56.436000,[R]: 50 
20-03-56.438000,[R]: 2 
20-03-56.443000,[R]: 1 
20-03-56.444000,[R]: 50 
20-03-56.446000,[R]: 2 
20-03-56.451000,[R]: 1 
20-03-56.452000,[R]: 50 
20-03-56.455000,[R]: 2 
20-03-56.459000,[R]: 1 
20-03-56.460000,[R]: 50 
20-03-56.464000,[R]: 2 
20-03-56.465000,[R]: 20 
20-03-56.468000,[R]: 1 
20-03-56.470000,[R]: 50 
20-03-56.473000,[R]: 2 
20-03-56.476000,[R]: 1 
20-03-56.477000,[R]: 50 
20-03-56.480000,[R]: 2 
20-03-56.485000,[R]: 1 
20-03-56.489000,[R]: 50 
20-03-56.490000,[R]: 2 
20-03-56.493000,[R]: 1 
20-03-56.494000,[R]: 50 
20-03-56.496000,[R]: 2 
20-03-56.502000,[R]: 1 
20-03-56.504000,[R]: 50 
20-03-56.505000,[R]: 2 
20-03-56.510000,[R]: 1 
20-03-56.516000,[R]: 50 
20-03-56.517000,[R]: 2 
20-03-56.517000,[R]: 20 
20-03-56.519000,[R]: 1 
20-03-56.519000,[R]: 50 
20-03-56.522000,[R]: 2 
20-03-56.527000,[R]: 1 
20-03-56.528000,[R]: 50 
20-03-56.529000,[R]: 2 
20-03-56.534000,[R]: 1 
20-03-56.535000,[R]: 50 
20-03-56.537000,[R]: 2 
20-03-56.542000,[R]: 1 
20-03-56.544000,[R]: 50 
20-03-56.546000,[R]: 2 
20-03-56.550000,[R]: 1 
20-03-56.551000,[R]: 50 
20-03-56.554000,[R]: 2 
20-03-56.559000,[R]: 1 
20-03-56.559000,[R]: 50 
20-03-56.562000,[R]: 2 
20-03-56.566000,[R]: 20 
20-03-56.567000,[R]: 1 
20-03-56.568000,[R]: 50 
20-03-56.571000,[R]: 2 
20-03-56.576000,[R]: 1 
20-03-56.580000,[R]: 50 
20-03-56.581000,[R]: 2 
20-03-56.584000,[R]: 1 
20-03-56.587000,[R]: 50 
20-03-56.588000,[R]: 2 
20-03-56.592000,[R]: 1 
20-03-56.593000,[R]: 50 
20-03-56.596000,[R]: 2 
20-03-56.600000,[R]: 1 
20-03-56.601000,[R]: 50 
20-03-56.604000,[R]: 2 
20-03-56.609000,[R]: 1 
20-03-56.615000,[R]: 50 
20-03-56.616000,[R]: 2 
20-03-56.616000,[R]: 20 
20-03-56.618000,[R]: 1 
20-03-56.618000,[R]: 50 
20-03-56.622000,[R]: 2 
20-03-56.626000,[R]: 1 
20-03-56.629000,[R]: 50 
20-03-56.631000,[R]: 2 
20-03-56.635000,[R]: 1 
20-03-56.636000,[R]: 50 
20-03-56.638000,[R]: 2 
20-03-56.643000,[R]: 1 
20-03-56.645000,[R]: 50 
20-03-56.646000,[R]: 2 
20-03-56.651000,[R]: 1 
20-03-56.651000,[R]: 50 
20-03-56.655000,[R]: 2 
20-03-56.660000,[R]: 1 
20-03-56.660000,[R]: 50 
20-03-56.663000,[R]: 2 
20-03-56.665000,[R]: 20 
20-03-56.668000,[R]: 1 
20-03-56.670000,[R]: 50 
20-03-56.672000,[R]: 2 
20-03-56.677000,[R]: 1 
20-03-56.678000,[R]: 50 
20-03-56.680000,[R]: 2 
20-03-56.685000,[R]: 1 
20-03-56.685000,[R]: 50 
20-03-56.689000,[R]: 2 
20-03-56.693000,[R]: 1 
20-03-56.693000,[R]: 50 
20-03-56.696000,[R]: 2 
20-03-56.701000,[R]: 1 
20-03-56.701000,[R]: 50 
20-03-56.705000,[R]: 2 
20-03-56.710000,[R]: 1 
20-03-56.712000,[R]: 50 
20-03-56.713000,[R]: 2 
20-03-56.715000,[R]: 20 
20-03-56.718000,[R]: 1 
20-03-56.719000,[R]: 50 
20-03-56.722000,[R]: 2 
20-03-56.726000,[R]: 1 
20-03-56.728000,[R]: 50 
20-03-56.730000,[R]: 2 
20-03-56.735000,[R]: 1 
20-03-56.736000,[R]: 50 
20-03-56.741000,[R]: 2 
20-03-56.743000,[R]: 1 
20-03-56.743000,[R]: 50 
20-03-56.746000,[R]: 2 
20-03-56.751000,[R]: 1 
20-03-56.753000,[R]: 50 
20-03-56.755000,[R]: 2 
20-03-56.759000,[R]: 1 
20-03-56.760000,[R]: 50 
20-03-56.763000,[R]: 2 
20-03-56.765000,[R]: 20 
20-03-56.768000,[R]: 1 
20-03-56.769000,[R]: 50 
20-03-56.772000,[R]: 2 
20-03-56.776000,[R]: 1 
20-03-56.787000,[R]: 50 
20-03-56.787000,[R]: 2 
20-03-56.788000,[R]: 1 
20-03-56.789000,[R]: 50 
20-03-56.789000,[R]: 2 
20-03-56.793000,[R]: 1 
20-03-56.794000,[R]: 50 
20-03-56.796000,[R]: 2 
20-03-56.801000,[R]: 1 
20-03-56.802000,[R]: 50 
20-03-56.805000,[R]: 2 
20-03-56.809000,[R]: 1 
20-03-56.810000,[R]: 50 
20-03-56.813000,[R]: 2 
20-03-56.815000,[R]: 20 
20-03-56.818000,[R]: 1 
20-03-56.819000,[R]: 50 
20-03-56.822000,[R]: 2 
20-03-56.827000,[R]: 1 
20-03-56.828000,[R]: 50 
20-03-56.830000,[R]: 2 
20-03-56.835000,[R]: 1 
20-03-56.837000,[R]: 50 
20-03-56.838000,[R]: 2 
20-03-56.843000,[R]: 1 
20-03-56.844000,[R]: 50 
20-03-56.847000,[R]: 2 
20-03-56.853000,[R]: 1 
20-03-56.853000,[R]: 50 
20-03-56.859000,[R]: 2 
20-03-56.860000,[R]: 1 
20-03-56.863000,[R]: 50 
20-03-56.865000,[R]: 2 
20-03-56.866000,[R]: 20 
20-03-56.868000,[R]: 1 
20-03-56.869000,[R]: 50 
20-03-56.872000,[R]: 2 
20-03-56.877000,[R]: 1 
20-03-56.878000,[R]: 50 
20-03-56.880000,[R]: 2 
20-03-56.885000,[R]: 1 
20-03-56.887000,[R]: 50 
20-03-56.888000,[R]: 2 
20-03-56.893000,[R]: 1 
20-03-56.894000,[R]: 50 
20-03-56.897000,[R]: 2 
20-03-56.901000,[R]: 1 
20-03-56.902000,[R]: 50 
20-03-56.904000,[R]: 2 
20-03-56.908000,[R]: 1 
20-03-56.909000,[R]: 50 
20-03-56.919000,[R]: 2 
20-03-56.919000,[R]: 20 
20-03-56.920000,[R]: 1 
20-03-56.920000,[R]: 50 
20-03-56.921000,[R]: 2 
20-03-56.926000,[R]: 1 
20-03-56.929000,[R]: 50 
20-03-56.929000,[R]: 2 
20-03-56.934000,[R]: 1 
20-03-56.936000,[R]: 50 
20-03-56.938000,[R]: 2 
20-03-56.942000,[R]: 1 
20-03-56.943000,[R]: 50 
20-03-56.946000,[R]: 2 
20-03-56.951000,[R]: 1 
20-03-56.951000,[R]: 50 
20-03-56.954000,[R]: 2 
20-03-56.959000,[R]: 1 
20-03-56.961000,[R]: 50 
20-03-56.962000,[R]: 2 
20-03-56.965000,[R]: 20 
20-03-56.967000,[R]: 1 
20-03-56.969000,[R]: 50 
20-03-56.971000,[R]: 2 
20-03-56.976000,[R]: 1 
20-03-56.977000,[R]: 50 
20-03-56.979000,[R]: 2 
20-03-56.984000,[R]: 1 
20-03-56.988000,[R]: 50 
20-03-56.990000,[R]: 2 
20-03-56.992000,[R]: 1 
20-03-56.995000,[R]: 50 
20-03-56.996000,[R]: 2 
20-03-57.001000,[R]: 1 
20-03-57.001000,[R]: 50 
20-03-57.004000,[R]: 2 
20-03-57.010000,[R]: 1 
20-03-57.011000,[R]: 50 
20-03-57.013000,[R]: 2 
20-03-57.015000,[R]: 20 
20-03-57.018000,[R]: 1 
20-03-57.022000,[R]: 50 
20-03-57.022000,[R]: 2 
20-03-57.026000,[R]: 1 
20-03-57.027000,[R]: 50 
20-03-57.030000,[R]: 2 
20-03-57.035000,[R]: 1 
20-03-57.036000,[R]: 50 
20-03-57.038000,[R]: 2 
20-03-57.043000,[R]: 1 
20-03-57.044000,[R]: 50 
20-03-57.046000,[R]: 2 
20-03-57.051000,[R]: 1 
20-03-57.051000,[R]: 50 
20-03-57.054000,[R]: 2 
20-03-57.059000,[R]: 1 
20-03-57.060000,[R]: 50 
20-03-57.063000,[R]: 2 
20-03-57.065000,[R]: 20 
20-03-57.068000,[R]: 1 
20-03-57.069000,[R]: 50 
20-03-57.072000,[R]: 2 
20-03-57.076000,[R]: 1 
20-03-57.077000,[R]: 50 
20-03-57.080000,[R]: 2 
20-03-57.085000,[R]: 1 
20-03-57.087000,[R]: 50 
20-03-57.088000,[R]: 2 
20-03-57.093000,[R]: 1 
20-03-57.093000,[R]: 50 
20-03-57.096000,[R]: 2 
20-03-57.101000,[R]: 1 
20-03-57.102000,[R]: 50 
20-03-57.105000,[R]: 2 
20-03-57.109000,[R]: 1 
20-03-57.110000,[R]: 50 
20-03-57.114000,[R]: 2 
20-03-57.115000,[R]: 20 
20-03-57.118000,[R]: 1 
20-03-57.119000,[R]: 50 
20-03-57.121000,[R]: 2 
20-03-57.126000,[R]: 1 
20-03-57.127000,[R]: 50 
20-03-57.130000,[R]: 2 
20-03-57.135000,[R]: 1 
20-03-57.136000,[R]: 50 
20-03-57.138000,[R]: 2 
20-03-57.143000,[R]: 1 
20-03-57.147000,[R]: 50 
20-03-57.147000,[R]: 2 
20-03-57.151000,[R]: 1 
20-03-57.153000,[R]: 50 
20-03-57.155000,[R]: 2 
20-03-57.159000,[R]: 1 
20-03-57.160000,[R]: 50 
20-03-57.163000,[R]: 2 
20-03-57.165000,[R]: 20 
20-03-57.169000,[R]: 1 
20-03-57.172000,[R]: 50 
20-03-57.172000,[R]: 2 
20-03-57.177000,[R]: 1 
20-03-57.178000,[R]: 50 
20-03-57.180000,[R]: 2 
20-03-57.185000,[R]: 1 
20-03-57.185000,[R]: 50 
20-03-57.189000,[R]: 2 
20-03-57.195000,[R]: 1 
20-03-57.195000,[R]: 50 
20-03-57.196000,[R]: 2 
20-03-57.201000,[R]: 1 
20-03-57.202000,[R]: 50 
20-03-57.204000,[R]: 2 
20-03-57.209000,[R]: 1 
20-03-57.213000,[R]: 50 
20-03-57.214000,[R]: 2 
20-03-57.215000,[R]: 20 
20-03-57.218000,[R]: 1 
20-03-57.219000,[R]: 50 
20-03-57.222000,[R]: 2 
20-03-57.227000,[R]: 1 
20-03-57.228000,[R]: 50 
20-03-57.230000,[R]: 2 
20-03-57.235000,[R]: 1 
20-03-57.241000,[R]: 50 
20-03-57.242000,[R]: 2 
20-03-57.243000,[R]: 1 
20-03-57.244000,[R]: 50 
20-03-57.246000,[R]: 2 
20-03-57.251000,[R]: 1 
20-03-57.252000,[R]: 50 
20-03-57.255000,[R]: 2 
20-03-57.260000,[R]: 1 
20-03-57.263000,[R]: 50 
20-03-57.264000,[R]: 2 
20-03-57.265000,[R]: 20 
20-03-57.268000,[R]: 1 
20-03-57.269000,[R]: 50 
20-03-57.272000,[R]: 2 
20-03-57.275000,[R]: 1 
20-03-57.277000,[R]: 50 
20-03-57.279000,[R]: 2 
20-03-57.284000,[R]: 1 
20-03-57.285000,[R]: 50 
20-03-57.287000,[R]: 2 
20-03-57.293000,[R]: 1 
20-03-57.295000,[R]: 50 
20-03-57.295000,[R]: 2 
20-03-57.300000,[R]: 1 
20-03-57.303000,[R]: 50 
20-03-57.304000,[R]: 2 
20-03-57.309000,[R]: 1 
20-03-57.310000,[R]: 50 
20-03-57.312000,[R]: 2 
20-03-57.317000,[R]: 1 
20-03-57.319000,[R]: 50 
20-03-57.320000,[R]: 2 
20-03-57.325000,[R]: 1 
20-03-57.326000,[R]: 50 
20-03-57.328000,[R]: 2 
20-03-57.334000,[R]: 1 
20-03-57.335000,[R]: 50 
20-03-57.336000,[R]: 20 
20-03-57.337000,[R]: 1 
20-03-57.338000,[R]: 50 
20-03-57.341000,[R]: 2 
20-03-57.346000,[R]: 1 
20-03-57.349000,[R]: 50 
20-03-57.350000,[R]: 2 
20-03-57.354000,[R]: 1 
20-03-57.355000,[R]: 50 
20-03-57.358000,[R]: 2 
20-03-57.363000,[R]: 1 
20-03-57.363000,[R]: 50 
20-03-57.366000,[R]: 2 
20-03-57.371000,[R]: 1 
20-03-57.372000,[R]: 50 
20-03-57.375000,[R]: 2 
20-03-57.379000,[R]: 1 
20-03-57.384000,[R]: 50 
20-03-57.384000,[R]: 2 
20-03-57.385000,[R]: 20 
20-03-57.388000,[R]: 1 
20-03-57.388000,[R]: 50 
20-03-57.391000,[R]: 2 
20-03-57.396000,[R]: 1 
20-03-57.397000,[R]: 50 
20-03-57.400000,[R]: 2 
20-03-57.404000,[R]: 1 
20-03-57.405000,[R]: 50 
20-03-57.408000,[R]: 2 
20-03-57.413000,[R]: 1 
20-03-57.413000,[R]: 50 
20-03-57.416000,[R]: 2 
20-03-57.421000,[R]: 1 
20-03-57.421000,[R]: 50 
20-03-57.425000,[R]: 2 
20-03-57.429000,[R]: 1 
20-03-57.432000,[R]: 50 
20-03-57.433000,[R]: 2 
20-03-57.435000,[R]: 20 
20-03-57.438000,[R]: 1 
20-03-57.438000,[R]: 50 
20-03-57.441000,[R]: 2 
20-03-57.446000,[R]: 1 
20-03-57.447000,[R]: 50 
20-03-57.450000,[R]: 2 
20-03-57.455000,[R]: 1 
20-03-57.458000,[R]: 50 
20-03-57.460000,[R]: 2 
20-03-57.463000,[R]: 1 
20-03-57.464000,[R]: 50 
20-03-57.466000,[R]: 2 
