20-03-50.643000,-------------------------
20-03-57.471000,[R]: 1 
20-03-57.471000,[R]: 50 
20-03-57.474000,[R]: 2 
20-03-57.479000,[R]: 1 
20-03-57.481000,[R]: 50 
20-03-57.483000,[R]: 2 
20-03-57.485000,[R]: 20 
20-03-57.490000,[R]: 1 
20-03-57.491000,[R]: 50 
20-03-57.492000,[R]: 2 
20-03-57.496000,[R]: 1 
20-03-57.497000,[R]: 50 
20-03-57.504000,[R]: 2 
20-03-57.505000,[R]: 1 
20-03-57.505000,[R]: 50 
20-03-57.509000,[R]: 2 
20-03-57.513000,[R]: 1 
20-03-57.514000,[R]: 50 
20-03-57.516000,[R]: 2 
20-03-57.521000,[R]: 1 
20-03-57.522000,[R]: 50 
20-03-57.527000,[R]: 2 
20-03-57.529000,[R]: 1 
20-03-57.530000,[R]: 50 
20-03-57.533000,[R]: 2 
20-03-57.535000,[R]: 20 
20-03-57.538000,[R]: 1 
20-03-57.539000,[R]: 50 
20-03-57.542000,[R]: 2 
20-03-57.546000,[R]: 1 
20-03-57.548000,[R]: 50 
20-03-57.551000,[R]: 2 
20-03-57.554000,[R]: 1 
20-03-57.555000,[R]: 50 
20-03-57.558000,[R]: 2 
20-03-57.563000,[R]: 1 
20-03-57.564000,[R]: 50 
20-03-57.566000,[R]: 2 
20-03-57.571000,[R]: 1 
20-03-57.572000,[R]: 50 
20-03-57.575000,[R]: 2 
20-03-57.579000,[R]: 1 
20-03-57.580000,[R]: 50 
20-03-57.583000,[R]: 2 
20-03-57.587000,[R]: 1 
20-03-57.589000,[R]: 50 
20-03-57.591000,[R]: 2 
20-03-57.596000,[R]: 1 
20-03-57.599000,[R]: 50 
20-03-57.600000,[R]: 2 
20-03-57.605000,[R]: 1 
20-03-57.606000,[R]: 50 
20-03-57.606000,[R]: 20 
20-03-57.608000,[R]: 1 
20-03-57.616000,[R]: 50 
20-03-57.617000,[R]: 2 
20-03-57.617000,[R]: 1 
20-03-57.618000,[R]: 50 
20-03-57.620000,[R]: 2 
20-03-57.625000,[R]: 1 
20-03-57.627000,[R]: 50 
20-03-57.628000,[R]: 2 
20-03-57.633000,[R]: 1 
20-03-57.634000,[R]: 50 
20-03-57.636000,[R]: 2 
20-03-57.641000,[R]: 1 
20-03-57.642000,[R]: 50 
20-03-57.647000,[R]: 2 
20-03-57.649000,[R]: 1 
20-03-57.649000,[R]: 50 
20-03-57.652000,[R]: 2 
20-03-57.654000,[R]: 20 
20-03-57.657000,[R]: 1 
20-03-57.658000,[R]: 50 
20-03-57.661000,[R]: 2 
20-03-57.666000,[R]: 1 
20-03-57.667000,[R]: 50 
20-03-57.669000,[R]: 2 
20-03-57.674000,[R]: 1 
20-03-57.675000,[R]: 50 
20-03-57.677000,[R]: 2 
20-03-57.682000,[R]: 1 
20-03-57.683000,[R]: 50 
20-03-57.685000,[R]: 2 
20-03-57.691000,[R]: 1 
20-03-57.692000,[R]: 50 
20-03-57.694000,[R]: 2 
20-03-57.699000,[R]: 1 
20-03-57.699000,[R]: 50 
20-03-57.702000,[R]: 2 
20-03-57.707000,[R]: 20 
20-03-57.708000,[R]: 1 
20-03-57.709000,[R]: 50 
20-03-57.711000,[R]: 2 
20-03-57.716000,[R]: 1 
20-03-57.716000,[R]: 50 
20-03-57.719000,[R]: 2 
20-03-57.724000,[R]: 1 
20-03-57.724000,[R]: 50 
20-03-57.728000,[R]: 2 
20-03-57.732000,[R]: 1 
20-03-57.733000,[R]: 50 
20-03-57.736000,[R]: 2 
20-03-57.741000,[R]: 1 
20-03-57.742000,[R]: 50 
20-03-57.744000,[R]: 2 
20-03-57.749000,[R]: 1 
20-03-57.749000,[R]: 50 
20-03-57.753000,[R]: 2 
20-03-57.754000,[R]: 20 
20-03-57.757000,[R]: 1 
20-03-57.759000,[R]: 50 
20-03-57.761000,[R]: 2 
20-03-57.766000,[R]: 1 
20-03-57.766000,[R]: 50 
20-03-57.770000,[R]: 2 
20-03-57.775000,[R]: 1 
20-03-57.775000,[R]: 50 
20-03-57.778000,[R]: 2 
20-03-57.783000,[R]: 1 
20-03-57.783000,[R]: 50 
20-03-57.786000,[R]: 2 
20-03-57.791000,[R]: 1 
20-03-57.792000,[R]: 50 
20-03-57.795000,[R]: 2 
20-03-57.799000,[R]: 1 
20-03-57.800000,[R]: 50 
20-03-57.803000,[R]: 2 
20-03-57.805000,[R]: 20 
20-03-57.808000,[R]: 1 
20-03-57.808000,[R]: 50 
20-03-57.811000,[R]: 2 
20-03-57.816000,[R]: 1 
20-03-57.817000,[R]: 50 
20-03-57.820000,[R]: 2 
20-03-57.824000,[R]: 1 
20-03-57.825000,[R]: 50 
20-03-57.828000,[R]: 2 
20-03-57.833000,[R]: 1 
20-03-57.834000,[R]: 50 
20-03-57.836000,[R]: 2 
20-03-57.841000,[R]: 1 
20-03-57.842000,[R]: 50 
20-03-57.844000,[R]: 2 
20-03-57.849000,[R]: 1 
20-03-57.851000,[R]: 50 
20-03-57.853000,[R]: 2 
20-03-57.855000,[R]: 20 
20-03-57.858000,[R]: 1 
20-03-57.859000,[R]: 50 
20-03-57.861000,[R]: 2 
20-03-57.866000,[R]: 1 
20-03-57.867000,[R]: 50 
20-03-57.870000,[R]: 2 
20-03-57.874000,[R]: 1 
20-03-57.875000,[R]: 50 
20-03-57.878000,[R]: 2 
20-03-57.883000,[R]: 1 
20-03-57.883000,[R]: 50 
20-03-57.887000,[R]: 2 
20-03-57.891000,[R]: 1 
20-03-57.892000,[R]: 50 
20-03-57.894000,[R]: 2 
20-03-57.899000,[R]: 1 
20-03-57.900000,[R]: 50 
20-03-57.903000,[R]: 2 
20-03-57.905000,[R]: 20 
20-03-57.909000,[R]: 1 
20-03-57.916000,[R]: 50 
20-03-57.917000,[R]: 2 
20-03-57.917000,[R]: 1 
20-03-57.918000,[R]: 50 
20-03-57.920000,[R]: 2 
20-03-57.925000,[R]: 1 
20-03-57.927000,[R]: 50 
20-03-57.928000,[R]: 2 
20-03-57.933000,[R]: 1 
20-03-57.934000,[R]: 50 
20-03-57.936000,[R]: 2 
20-03-57.941000,[R]: 1 
20-03-57.942000,[R]: 50 
20-03-57.945000,[R]: 2 
20-03-57.949000,[R]: 1 
20-03-57.950000,[R]: 50 
20-03-57.953000,[R]: 2 
20-03-57.955000,[R]: 20 
20-03-57.959000,[R]: 1 
20-03-57.959000,[R]: 50 
20-03-57.961000,[R]: 2 
20-03-57.966000,[R]: 1 
20-03-57.967000,[R]: 50 
20-03-57.970000,[R]: 2 
20-03-57.975000,[R]: 1 
20-03-57.976000,[R]: 50 
20-03-57.978000,[R]: 2 
20-03-57.983000,[R]: 1 
20-03-57.984000,[R]: 50 
20-03-57.986000,[R]: 2 
20-03-57.992000,[R]: 1 
20-03-57.992000,[R]: 50 
20-03-57.995000,[R]: 2 
20-03-57.999000,[R]: 1 
20-03-58.000000,[R]: 50 
20-03-58.003000,[R]: 2 
20-03-58.008000,[R]: 1 
20-03-58.008000,[R]: 50 
20-03-58.013000,[R]: 2 
20-03-58.016000,[R]: 1 
20-03-58.017000,[R]: 50 
20-03-58.019000,[R]: 2 
20-03-58.024000,[R]: 1 
20-03-58.025000,[R]: 50 
20-03-58.026000,[R]: 20 
20-03-58.027000,[R]: 1 
20-03-58.028000,[R]: 50 
20-03-58.031000,[R]: 2 
20-03-58.036000,[R]: 1 
20-03-58.036000,[R]: 50 
20-03-58.040000,[R]: 2 
20-03-58.044000,[R]: 1 
20-03-58.044000,[R]: 50 
20-03-58.048000,[R]: 2 
20-03-58.052000,[R]: 1 
20-03-58.053000,[R]: 50 
20-03-58.055000,[R]: 2 
20-03-58.060000,[R]: 1 
20-03-58.061000,[R]: 50 
20-03-58.064000,[R]: 2 
20-03-58.069000,[R]: 1 
20-03-58.071000,[R]: 50 
20-03-58.072000,[R]: 2 
20-03-58.074000,[R]: 20 
20-03-58.077000,[R]: 1 
20-03-58.082000,[R]: 50 
20-03-58.082000,[R]: 2 
20-03-58.086000,[R]: 1 
20-03-58.086000,[R]: 50 
20-03-58.089000,[R]: 2 
20-03-58.094000,[R]: 1 
20-03-58.094000,[R]: 50 
20-03-58.098000,[R]: 2 
20-03-58.103000,[R]: 1 
20-03-58.104000,[R]: 50 
20-03-58.106000,[R]: 2 
20-03-58.111000,[R]: 1 
20-03-58.112000,[R]: 50 
20-03-58.114000,[R]: 2 
20-03-58.119000,[R]: 1 
20-03-58.119000,[R]: 50 
20-03-58.122000,[R]: 2 
20-03-58.125000,[R]: 20 
20-03-58.128000,[R]: 1 
20-03-58.128000,[R]: 50 
20-03-58.131000,[R]: 2 
20-03-58.136000,[R]: 1 
20-03-58.136000,[R]: 50 
20-03-58.141000,[R]: 2 
20-03-58.144000,[R]: 1 
20-03-58.145000,[R]: 50 
20-03-58.148000,[R]: 2 
20-03-58.153000,[R]: 1 
20-03-58.153000,[R]: 50 
20-03-58.156000,[R]: 2 
20-03-58.161000,[R]: 1 
20-03-58.161000,[R]: 50 
20-03-58.166000,[R]: 2 
20-03-58.169000,[R]: 1 
20-03-58.170000,[R]: 50 
20-03-58.174000,[R]: 2 
20-03-58.177000,[R]: 20 
20-03-58.178000,[R]: 1 
20-03-58.178000,[R]: 50 
20-03-58.182000,[R]: 2 
20-03-58.186000,[R]: 1 
20-03-58.186000,[R]: 50 
20-03-58.190000,[R]: 2 
20-03-58.194000,[R]: 1 
20-03-58.199000,[R]: 50 
20-03-58.199000,[R]: 2 
20-03-58.203000,[R]: 1 
20-03-58.203000,[R]: 50 
20-03-58.207000,[R]: 2 
20-03-58.211000,[R]: 1 
20-03-58.212000,[R]: 50 
20-03-58.214000,[R]: 2 
20-03-58.219000,[R]: 1 
20-03-58.219000,[R]: 50 
20-03-58.223000,[R]: 2 
20-03-58.225000,[R]: 20 
20-03-58.228000,[R]: 1 
20-03-58.232000,[R]: 50 
20-03-58.233000,[R]: 2 
20-03-58.237000,[R]: 1 
20-03-58.239000,[R]: 50 
20-03-58.242000,[R]: 2 
20-03-58.244000,[R]: 1 
20-03-58.245000,[R]: 50 
20-03-58.248000,[R]: 2 
20-03-58.253000,[R]: 1 
20-03-58.254000,[R]: 50 
20-03-58.256000,[R]: 2 
20-03-58.261000,[R]: 1 
20-03-58.262000,[R]: 50 
20-03-58.264000,[R]: 2 
20-03-58.269000,[R]: 1 
20-03-58.274000,[R]: 50 
20-03-58.275000,[R]: 2 
20-03-58.275000,[R]: 20 
20-03-58.278000,[R]: 1 
20-03-58.278000,[R]: 50 
20-03-58.281000,[R]: 2 
20-03-58.286000,[R]: 1 
20-03-58.287000,[R]: 50 
20-03-58.290000,[R]: 2 
20-03-58.294000,[R]: 1 
20-03-58.295000,[R]: 50 
20-03-58.298000,[R]: 2 
20-03-58.303000,[R]: 1 
20-03-58.303000,[R]: 50 
20-03-58.306000,[R]: 2 
20-03-58.311000,[R]: 1 
20-03-58.313000,[R]: 50 
20-03-58.314000,[R]: 2 
20-03-58.319000,[R]: 1 
20-03-58.320000,[R]: 50 
20-03-58.324000,[R]: 2 
20-03-58.325000,[R]: 20 
20-03-58.328000,[R]: 1 
20-03-58.329000,[R]: 50 
20-03-58.331000,[R]: 2 
20-03-58.336000,[R]: 1 
20-03-58.337000,[R]: 50 
20-03-58.340000,[R]: 2 
20-03-58.344000,[R]: 1 
20-03-58.345000,[R]: 50 
20-03-58.348000,[R]: 2 
20-03-58.353000,[R]: 1 
20-03-58.354000,[R]: 50 
20-03-58.358000,[R]: 2 
20-03-58.361000,[R]: 1 
20-03-58.365000,[R]: 50 
20-03-58.365000,[R]: 2 
20-03-58.369000,[R]: 1 
20-03-58.370000,[R]: 50 
20-03-58.373000,[R]: 2 
20-03-58.375000,[R]: 20 
20-03-58.378000,[R]: 1 
20-03-58.380000,[R]: 50 
20-03-58.381000,[R]: 2 
20-03-58.386000,[R]: 1 
20-03-58.389000,[R]: 50 
20-03-58.391000,[R]: 2 
20-03-58.395000,[R]: 1 
20-03-58.395000,[R]: 50 
20-03-58.398000,[R]: 2 
20-03-58.402000,[R]: 1 
20-03-58.403000,[R]: 50 
20-03-58.405000,[R]: 2 
20-03-58.410000,[R]: 1 
20-03-58.411000,[R]: 50 
20-03-58.413000,[R]: 2 
20-03-58.418000,[R]: 1 
20-03-58.420000,[R]: 50 
20-03-58.423000,[R]: 2 
20-03-58.424000,[R]: 20 
20-03-58.427000,[R]: 1 
20-03-58.430000,[R]: 50 
20-03-58.431000,[R]: 2 
20-03-58.435000,[R]: 1 
20-03-58.436000,[R]: 50 
20-03-58.439000,[R]: 2 
20-03-58.444000,[R]: 1 
20-03-58.447000,[R]: 50 
20-03-58.448000,[R]: 2 
20-03-58.452000,[R]: 1 
20-03-58.453000,[R]: 50 
20-03-58.457000,[R]: 2 
20-03-58.460000,[R]: 1 
20-03-58.461000,[R]: 50 
20-03-58.464000,[R]: 2 
20-03-58.468000,[R]: 1 
20-03-58.469000,[R]: 50 
20-03-58.472000,[R]: 2 
20-03-58.474000,[R]: 20 
20-03-58.479000,[R]: 1 
20-03-58.480000,[R]: 50 
20-03-58.481000,[R]: 2 
20-03-58.485000,[R]: 1 
20-03-58.488000,[R]: 50 
20-03-58.489000,[R]: 2 
20-03-58.494000,[R]: 1 
20-03-58.495000,[R]: 50 
20-03-58.502000,[R]: 2 
20-03-58.503000,[R]: 1 
20-03-58.504000,[R]: 50 
20-03-58.507000,[R]: 2 
20-03-58.511000,[R]: 1 
20-03-58.513000,[R]: 50 
20-03-58.514000,[R]: 2 
20-03-58.519000,[R]: 1 
20-03-58.519000,[R]: 50 
20-03-58.522000,[R]: 2 
20-03-58.527000,[R]: 1 
20-03-58.528000,[R]: 50 
20-03-58.531000,[R]: 2 
20-03-58.536000,[R]: 1 
20-03-58.536000,[R]: 50 
20-03-58.541000,[R]: 2 
20-03-58.544000,[R]: 1 
20-03-58.544000,[R]: 50 
20-03-58.547000,[R]: 2 
20-03-58.552000,[R]: 1 
20-03-58.553000,[R]: 50 
20-03-58.555000,[R]: 2 
20-03-58.560000,[R]: 1 
20-03-58.561000,[R]: 50 
20-03-58.565000,[R]: 2 
20-03-58.565000,[R]: 20 
20-03-58.568000,[R]: 1 
20-03-58.569000,[R]: 50 
20-03-58.572000,[R]: 2 
20-03-58.577000,[R]: 1 
20-03-58.578000,[R]: 50 
20-03-58.580000,[R]: 2 
20-03-58.585000,[R]: 1 
20-03-58.586000,[R]: 50 
20-03-58.588000,[R]: 2 
20-03-58.593000,[R]: 1 
20-03-58.597000,[R]: 50 
20-03-58.597000,[R]: 20 
20-03-58.598000,[R]: 1 
20-03-58.599000,[R]: 50 
20-03-58.601000,[R]: 2 
20-03-58.606000,[R]: 1 
20-03-58.607000,[R]: 50 
20-03-58.612000,[R]: 2 
20-03-58.614000,[R]: 1 
20-03-58.614000,[R]: 50 
20-03-58.618000,[R]: 2 
20-03-58.623000,[R]: 1 
20-03-58.623000,[R]: 50 
20-03-58.626000,[R]: 2 
20-03-58.631000,[R]: 1 
20-03-58.632000,[R]: 50 
20-03-58.634000,[R]: 2 
20-03-58.639000,[R]: 1 
20-03-58.642000,[R]: 50 
20-03-58.643000,[R]: 2 
20-03-58.646000,[R]: 20 
20-03-58.648000,[R]: 1 
20-03-58.649000,[R]: 50 
20-03-58.651000,[R]: 2 
20-03-58.656000,[R]: 1 
20-03-58.658000,[R]: 50 
20-03-58.660000,[R]: 2 
20-03-58.664000,[R]: 1 
20-03-58.668000,[R]: 50 
20-03-58.671000,[R]: 2 
20-03-58.674000,[R]: 1 
20-03-58.676000,[R]: 50 
20-03-58.677000,[R]: 2 
20-03-58.681000,[R]: 1 
20-03-58.681000,[R]: 50 
20-03-58.684000,[R]: 2 
20-03-58.689000,[R]: 1 
20-03-58.691000,[R]: 50 
20-03-58.693000,[R]: 2 
20-03-58.697000,[R]: 1 
20-03-58.698000,[R]: 50 
20-03-58.701000,[R]: 2 
20-03-58.705000,[R]: 1 
20-03-58.710000,[R]: 50 
20-03-58.711000,[R]: 2 
20-03-58.714000,[R]: 1 
20-03-58.715000,[R]: 50 
20-03-58.718000,[R]: 2 
20-03-58.722000,[R]: 1 
20-03-58.726000,[R]: 50 
20-03-58.726000,[R]: 2 
20-03-58.730000,[R]: 1 
20-03-58.732000,[R]: 50 
20-03-58.735000,[R]: 2 
20-03-58.736000,[R]: 20 
20-03-58.740000,[R]: 1 
20-03-58.742000,[R]: 50 
20-03-58.743000,[R]: 2 
20-03-58.747000,[R]: 1 
20-03-58.749000,[R]: 50 
20-03-58.750000,[R]: 2 
20-03-58.755000,[R]: 1 
20-03-58.756000,[R]: 50 
20-03-58.759000,[R]: 2 
20-03-58.764000,[R]: 1 
20-03-58.765000,[R]: 50 
20-03-58.766000,[R]: 20 
20-03-58.768000,[R]: 1 
20-03-58.769000,[R]: 50 
20-03-58.770000,[R]: 2 
20-03-58.776000,[R]: 1 
20-03-58.776000,[R]: 50 
20-03-58.784000,[R]: 2 
20-03-58.785000,[R]: 1 
20-03-58.785000,[R]: 50 
20-03-58.787000,[R]: 2 
20-03-58.792000,[R]: 1 
20-03-58.793000,[R]: 50 
20-03-58.795000,[R]: 2 
20-03-58.800000,[R]: 1 
20-03-58.802000,[R]: 50 
20-03-58.804000,[R]: 2 
20-03-58.808000,[R]: 1 
20-03-58.816000,[R]: 50 
20-03-58.817000,[R]: 2 
20-03-58.818000,[R]: 20 
20-03-58.818000,[R]: 1 
20-03-58.823000,[R]: 50 
20-03-58.824000,[R]: 2 
20-03-58.826000,[R]: 1 
20-03-58.828000,[R]: 50 
20-03-58.829000,[R]: 2 
20-03-58.835000,[R]: 1 
20-03-58.837000,[R]: 50 
20-03-58.838000,[R]: 2 
20-03-58.842000,[R]: 1 
20-03-58.843000,[R]: 50 
20-03-58.845000,[R]: 2 
20-03-58.851000,[R]: 1 
20-03-58.851000,[R]: 50 
20-03-58.854000,[R]: 2 
20-03-58.859000,[R]: 1 
20-03-58.863000,[R]: 50 
20-03-58.864000,[R]: 2 
20-03-58.864000,[R]: 20 
20-03-58.868000,[R]: 1 
20-03-58.868000,[R]: 50 
20-03-58.871000,[R]: 2 
20-03-58.876000,[R]: 1 
20-03-58.876000,[R]: 50 
20-03-58.885000,[R]: 2 
20-03-58.885000,[R]: 1 
20-03-58.886000,[R]: 50 
20-03-58.888000,[R]: 2 
20-03-58.893000,[R]: 1 
20-03-58.897000,[R]: 50 
20-03-58.898000,[R]: 2 
20-03-58.901000,[R]: 1 
20-03-58.901000,[R]: 50 
20-03-58.904000,[R]: 2 
20-03-58.909000,[R]: 1 
20-03-58.909000,[R]: 50 
20-03-58.912000,[R]: 2 
20-03-58.915000,[R]: 20 
20-03-58.919000,[R]: 1 
20-03-58.919000,[R]: 50 
20-03-58.921000,[R]: 2 
20-03-58.926000,[R]: 1 
20-03-58.928000,[R]: 50 
20-03-58.929000,[R]: 2 
20-03-58.934000,[R]: 1 
20-03-58.934000,[R]: 50 
20-03-58.938000,[R]: 2 
20-03-58.943000,[R]: 1 
20-03-58.943000,[R]: 50 
20-03-58.946000,[R]: 2 
20-03-58.951000,[R]: 1 
20-03-58.952000,[R]: 50 
20-03-58.954000,[R]: 2 
20-03-58.959000,[R]: 1 
20-03-58.960000,[R]: 50 
20-03-58.962000,[R]: 2 
20-03-58.965000,[R]: 20 
20-03-58.968000,[R]: 1 
20-03-58.969000,[R]: 50 
20-03-58.971000,[R]: 2 
20-03-58.976000,[R]: 1 
20-03-58.977000,[R]: 50 
20-03-58.979000,[R]: 2 
20-03-58.984000,[R]: 1 
20-03-58.987000,[R]: 50 
20-03-58.988000,[R]: 2 
20-03-58.993000,[R]: 1 
20-03-58.995000,[R]: 50 
20-03-58.996000,[R]: 2 
20-03-59.001000,[R]: 1 
20-03-59.001000,[R]: 50 
20-03-59.004000,[R]: 2 
20-03-59.009000,[R]: 1 
20-03-59.010000,[R]: 50 
20-03-59.012000,[R]: 2 
20-03-59.015000,[R]: 20 
20-03-59.018000,[R]: 1 
20-03-59.020000,[R]: 50 
20-03-59.021000,[R]: 2 
20-03-59.026000,[R]: 1 
20-03-59.026000,[R]: 50 
20-03-59.029000,[R]: 2 
20-03-59.034000,[R]: 1 
20-03-59.035000,[R]: 50 
20-03-59.038000,[R]: 2 
20-03-59.043000,[R]: 1 
20-03-59.043000,[R]: 50 
20-03-59.046000,[R]: 2 
20-03-59.051000,[R]: 1 
20-03-59.052000,[R]: 50 
20-03-59.054000,[R]: 2 
20-03-59.059000,[R]: 1 
20-03-59.060000,[R]: 50 
20-03-59.062000,[R]: 2 
20-03-59.065000,[R]: 20 
20-03-59.069000,[R]: 1 
20-03-59.073000,[R]: 50 
20-03-59.074000,[R]: 2 
20-03-59.076000,[R]: 1 
20-03-59.077000,[R]: 50 
20-03-59.081000,[R]: 2 
20-03-59.084000,[R]: 1 
20-03-59.085000,[R]: 50 
20-03-59.088000,[R]: 2 
20-03-59.093000,[R]: 1 
20-03-59.094000,[R]: 50 
20-03-59.096000,[R]: 2 
20-03-59.101000,[R]: 1 
20-03-59.102000,[R]: 50 
20-03-59.104000,[R]: 2 
20-03-59.109000,[R]: 1 
20-03-59.113000,[R]: 50 
20-03-59.114000,[R]: 2 
20-03-59.115000,[R]: 20 
20-03-59.118000,[R]: 1 
20-03-59.119000,[R]: 50 
20-03-59.122000,[R]: 2 
20-03-59.127000,[R]: 1 
20-03-59.128000,[R]: 50 
20-03-59.130000,[R]: 2 
20-03-59.134000,[R]: 1 
20-03-59.135000,[R]: 50 
20-03-59.138000,[R]: 2 
20-03-59.143000,[R]: 1 
20-03-59.143000,[R]: 50 
20-03-59.145000,[R]: 2 
20-03-59.150000,[R]: 1 
20-03-59.151000,[R]: 50 
20-03-59.153000,[R]: 2 
20-03-59.158000,[R]: 1 
20-03-59.163000,[R]: 50 
20-03-59.164000,[R]: 2 
20-03-59.165000,[R]: 20 
20-03-59.167000,[R]: 1 
20-03-59.168000,[R]: 50 
20-03-59.171000,[R]: 2 
20-03-59.176000,[R]: 1 
20-03-59.177000,[R]: 50 
20-03-59.179000,[R]: 2 
20-03-59.184000,[R]: 1 
20-03-59.184000,[R]: 50 
20-03-59.187000,[R]: 2 
20-03-59.192000,[R]: 1 
20-03-59.195000,[R]: 50 
20-03-59.196000,[R]: 2 
20-03-59.200000,[R]: 1 
20-03-59.201000,[R]: 50 
20-03-59.203000,[R]: 2 
20-03-59.208000,[R]: 1 
20-03-59.209000,[R]: 50 
20-03-59.212000,[R]: 2 
20-03-59.215000,[R]: 20 
20-03-59.217000,[R]: 1 
20-03-59.218000,[R]: 50 
20-03-59.221000,[R]: 2 
20-03-59.225000,[R]: 1 
20-03-59.230000,[R]: 50 
20-03-59.231000,[R]: 2 
20-03-59.234000,[R]: 1 
20-03-59.240000,[R]: 50 
20-03-59.241000,[R]: 2 
20-03-59.242000,[R]: 1 
20-03-59.243000,[R]: 50 
20-03-59.245000,[R]: 2 
20-03-59.251000,[R]: 1 
20-03-59.251000,[R]: 50 
20-03-59.254000,[R]: 2 
20-03-59.259000,[R]: 1 
20-03-59.259000,[R]: 50 
20-03-59.262000,[R]: 2 
20-03-59.265000,[R]: 20 
20-03-59.267000,[R]: 1 
20-03-59.268000,[R]: 50 
20-03-59.272000,[R]: 2 
20-03-59.276000,[R]: 1 
20-03-59.276000,[R]: 50 
20-03-59.279000,[R]: 2 
20-03-59.284000,[R]: 1 
20-03-59.287000,[R]: 50 
20-03-59.288000,[R]: 2 
20-03-59.292000,[R]: 1 
20-03-59.293000,[R]: 50 
20-03-59.296000,[R]: 2 
20-03-59.301000,[R]: 1 
20-03-59.303000,[R]: 50 
20-03-59.304000,[R]: 2 
20-03-59.309000,[R]: 1 
20-03-59.309000,[R]: 50 
20-03-59.312000,[R]: 2 
20-03-59.315000,[R]: 20 
20-03-59.319000,[R]: 1 
20-03-59.319000,[R]: 50 
20-03-59.321000,[R]: 2 
20-03-59.326000,[R]: 1 
20-03-59.328000,[R]: 50 
20-03-59.329000,[R]: 2 
20-03-59.334000,[R]: 1 
20-03-59.334000,[R]: 50 
20-03-59.339000,[R]: 2 
20-03-59.342000,[R]: 1 
20-03-59.343000,[R]: 50 
20-03-59.346000,[R]: 2 
20-03-59.351000,[R]: 1 
20-03-59.352000,[R]: 50 
20-03-59.354000,[R]: 2 
20-03-59.360000,[R]: 1 
20-03-59.362000,[R]: 50 
20-03-59.363000,[R]: 2 
20-03-59.365000,[R]: 20 
20-03-59.368000,[R]: 1 
20-03-59.369000,[R]: 50 
20-03-59.371000,[R]: 2 
20-03-59.376000,[R]: 1 
20-03-59.378000,[R]: 50 
20-03-59.382000,[R]: 2 
20-03-59.384000,[R]: 1 
20-03-59.385000,[R]: 50 
20-03-59.388000,[R]: 2 
20-03-59.392000,[R]: 1 
20-03-59.398000,[R]: 50 
20-03-59.398000,[R]: 2 
20-03-59.402000,[R]: 1 
20-03-59.402000,[R]: 50 
20-03-59.404000,[R]: 2 
20-03-59.409000,[R]: 1 
20-03-59.413000,[R]: 50 
20-03-59.413000,[R]: 2 
20-03-59.415000,[R]: 20 
20-03-59.418000,[R]: 1 
20-03-59.419000,[R]: 50 
20-03-59.421000,[R]: 2 
20-03-59.426000,[R]: 1 
20-03-59.429000,[R]: 50 
20-03-59.430000,[R]: 2 
20-03-59.434000,[R]: 1 
20-03-59.435000,[R]: 50 
20-03-59.438000,[R]: 2 
20-03-59.442000,[R]: 1 
20-03-59.445000,[R]: 50 
20-03-59.447000,[R]: 2 
20-03-59.451000,[R]: 1 
20-03-59.452000,[R]: 50 
20-03-59.454000,[R]: 2 
20-03-59.459000,[R]: 1 
20-03-59.460000,[R]: 50 
20-03-59.462000,[R]: 2 
20-03-59.466000,[R]: 20 
20-03-59.468000,[R]: 1 
20-03-59.469000,[R]: 50 
20-03-59.472000,[R]: 2 
20-03-59.476000,[R]: 1 
20-03-59.477000,[R]: 50 
20-03-59.480000,[R]: 2 
20-03-59.484000,[R]: 1 
20-03-59.485000,[R]: 50 
20-03-59.488000,[R]: 2 
20-03-59.493000,[R]: 1 
20-03-59.494000,[R]: 50 
20-03-59.496000,[R]: 2 
20-03-59.501000,[R]: 1 
20-03-59.502000,[R]: 50 
20-03-59.505000,[R]: 2 
20-03-59.509000,[R]: 1 
20-03-59.510000,[R]: 50 
20-03-59.518000,[R]: 2 
20-03-59.519000,[R]: 20 
20-03-59.520000,[R]: 1 
20-03-59.521000,[R]: 50 
20-03-59.521000,[R]: 2 
20-03-59.525000,[R]: 1 
20-03-59.528000,[R]: 50 
20-03-59.529000,[R]: 2 
20-03-59.533000,[R]: 1 
20-03-59.535000,[R]: 50 
20-03-59.537000,[R]: 2 
20-03-59.542000,[R]: 1 
20-03-59.542000,[R]: 50 
20-03-59.545000,[R]: 2 
20-03-59.550000,[R]: 1 
20-03-59.551000,[R]: 50 
20-03-59.553000,[R]: 2 
20-03-59.558000,[R]: 1 
20-03-59.559000,[R]: 50 
20-03-59.562000,[R]: 2 
20-03-59.564000,[R]: 20 
20-03-59.568000,[R]: 1 
20-03-59.568000,[R]: 50 
20-03-59.570000,[R]: 2 
20-03-59.575000,[R]: 1 
20-03-59.578000,[R]: 50 
20-03-59.579000,[R]: 2 
20-03-59.583000,[R]: 1 
20-03-59.584000,[R]: 50 
20-03-59.589000,[R]: 2 
20-03-59.592000,[R]: 1 
20-03-59.593000,[R]: 50 
20-03-59.595000,[R]: 2 
20-03-59.601000,[R]: 1 
20-03-59.601000,[R]: 50 
20-03-59.603000,[R]: 2 
20-03-59.609000,[R]: 1 
20-03-59.609000,[R]: 50 
20-03-59.613000,[R]: 2 
20-03-59.614000,[R]: 20 
20-03-59.618000,[R]: 1 
20-03-59.619000,[R]: 50 
20-03-59.621000,[R]: 2 
20-03-59.626000,[R]: 1 
