22-41-32.858000,-------------------------- 
22-44-05.415000,[R]: 6 
22-44-05.425000,[R]: 7 
22-44-05.426000,S 4 	RSSI: 44
22-44-05.426000,[R]: 8 
22-44-05.427000,[R]: 1 
22-44-05.432000,S 1 	RSSI: 58
22-44-05.433000,[R]: 2 
22-44-05.442000,[R]: 50 
22-44-05.442000,[R]: 3 
22-44-05.443000,[R]: 4 
22-44-05.443000,[R]: 5 
22-44-05.444000,[R]: 20 
22-44-05.449000,[R]: 1 
22-44-05.450000,[R]: 2 
22-44-05.450000,[R]: 50 
22-44-05.451000,[R]: 3 
22-44-05.451000,S 5 	RSSI: 44
22-44-05.453000,[R]: 4 
22-44-05.453000,S 1 	RSSI: 58
22-44-05.454000,[R]: 5 
22-44-05.463000,[R]: 6 
22-44-05.464000,[R]: 7 
22-44-05.465000,[R]: 8 
22-44-05.465000,[R]: 1 
22-44-05.467000,S 3 	RSSI: 44
22-44-05.468000,[R]: 2 
22-44-05.468000,[R]: 50 
22-44-05.469000,[R]: 3 
22-44-05.470000,S 5 	RSSI: 44
22-44-05.471000,[R]: 4 
22-44-05.489000,[R]: 5 
22-44-05.489000,[R]: 6 
22-44-05.495000,[R]: 7 
22-44-05.504000,[R]: 8 
22-44-05.504000,[R]: 1 
22-44-05.505000,S 3 	RSSI: 44
22-44-05.505000,[R]: 2 
22-44-05.514000,[R]: 50 
22-44-05.528000,[R]: 3 
22-44-05.528000,S 5 	RSSI: 44
22-44-05.530000,[R]: 4 
22-44-05.533000,S 1 	RSSI: 58
22-44-05.556000,[R]: 5 
22-44-05.563000,[R]: 6 
22-44-05.563000,S 3 	RSSI: 45
22-44-05.564000,[R]: 7 
22-44-05.565000,[R]: 8 
22-44-05.566000,S 5 	RSSI: 44
22-44-05.567000,[R]: 1 
22-44-05.567000,[R]: 2 
22-44-05.573000,[R]: 50 
22-44-05.590000,[R]: 3 
22-44-05.590000,[R]: 4 
22-44-05.591000,S 1 	RSSI: 58
22-44-05.592000,[R]: 5 
22-44-05.593000,[R]: 20 
22-44-05.593000,[R]: 1 
22-44-05.603000,S 1 	RSSI: 58
22-44-05.613000,[R]: 2 
22-44-05.614000,[R]: 50 
22-44-05.614000,[R]: 3 
22-44-05.615000,S 3 	RSSI: 44
22-44-05.616000,[R]: 4 
22-44-05.622000,[R]: 5 
22-44-05.622000,S 5 	RSSI: 44
22-44-05.623000,[R]: 6 
22-44-05.624000,[R]: 7 
22-44-05.624000,[R]: 8 
22-44-05.625000,[R]: 1 
22-44-05.638000,S 1 	RSSI: 59
22-44-05.639000,[R]: 2 
22-44-05.656000,[R]: 50 
22-44-05.656000,[R]: 3 
22-44-05.659000,S 3 	RSSI: 44
22-44-05.660000,[R]: 4 
22-44-05.660000,[R]: 5 
22-44-05.661000,[R]: 6 
22-44-05.661000,[R]: 7 
22-44-05.662000,[R]: 8 
22-44-05.667000,[R]: 1 
22-44-05.679000,S 1 	RSSI: 59
22-44-05.680000,[R]: 2 
22-44-05.682000,[R]: 50 
22-44-05.690000,[R]: 3 
22-44-05.690000,[R]: 4 
22-44-05.691000,[R]: 5 
22-44-05.691000,[R]: 6 
22-44-05.692000,[R]: 7 
22-44-05.703000,[R]: 8 
22-44-05.725000,[R]: 1 
22-44-05.725000,S 6 	RSSI: 44
22-44-05.726000,S 1 	RSSI: 59
22-44-05.727000,[R]: 2 
22-44-05.731000,[R]: 50 
22-44-05.745000,[R]: 3 
22-44-05.746000,S 8 	RSSI: 44
22-44-05.747000,[R]: 4 
22-44-05.747000,[R]: 5 
22-44-05.748000,[R]: 20 
22-44-05.748000,[R]: 1 
22-44-05.749000,[R]: 2 
22-44-05.749000,[R]: 50 
22-44-05.750000,S 4 	RSSI: 44
22-44-05.763000,[R]: 3 
22-44-05.764000,[R]: 4 
22-44-05.803000,S 1 	RSSI: 58
22-44-05.809000,S 7 	RSSI: 44
22-44-05.809000,[R]: 5 
22-44-05.810000,[R]: 6 
22-44-05.810000,[R]: 7 
22-44-05.811000,S 5 	RSSI: 44
22-44-05.812000,[R]: 8 
22-44-05.813000,[R]: 1 
22-44-05.813000,[R]: 2 
22-44-05.814000,[R]: 50 
22-44-05.814000,[R]: 3 
22-44-05.817000,[R]: 4 
22-44-05.820000,S 1 	RSSI: 59
22-44-05.821000,S 3 	RSSI: 44
22-44-05.822000,[R]: 5 
22-44-05.822000,[R]: 6 
22-44-05.823000,S 5 	RSSI: 44
22-44-05.824000,[R]: 7 
22-44-05.824000,[R]: 8 
22-44-05.827000,[R]: 1 
22-44-05.828000,[R]: 2 
22-44-05.828000,[R]: 50 
22-44-05.843000,[R]: 3 
22-44-05.849000,[R]: 20 
22-44-05.850000,[R]: 1 
22-44-05.873000,S 1 	RSSI: 59
22-44-05.897000,[R]: 2 
22-44-05.900000,[R]: 50 
22-44-05.900000,S 6 	RSSI: 44
22-44-05.901000,[R]: 3 
22-44-05.901000,[R]: 4 
22-44-05.902000,S 8 	RSSI: 44
22-44-05.902000,[R]: 5 
22-44-05.903000,[R]: 6 
22-44-05.903000,[R]: 7 
22-44-05.904000,[R]: 8 
22-44-05.906000,[R]: 1 
22-44-05.911000,S 1 	RSSI: 59
22-44-05.957000,[R]: 2 
22-44-05.958000,[R]: 50 
22-44-05.958000,[R]: 3 
22-44-05.983000,[R]: 4 
22-44-05.983000,S 8 	RSSI: 44
22-44-05.990000,[R]: 5 
22-44-05.991000,[R]: 6 
22-44-05.992000,[R]: 7 
22-44-05.992000,[R]: 8 
22-44-05.993000,[R]: 1 
22-44-05.994000,S 1 	RSSI: 59
22-44-05.995000,[R]: 2 
22-44-05.996000,[R]: 50 
22-44-05.997000,[R]: 3 
22-44-06.004000,[R]: 20 
22-44-06.004000,[R]: 1 
22-44-06.005000,S 1 	RSSI: 59
22-44-06.011000,[R]: 2 
22-44-06.015000,[R]: 50 
22-44-06.015000,S 4 	RSSI: 44
22-44-06.024000,[R]: 3 
22-44-06.024000,[R]: 4 
22-44-06.025000,[R]: 5 
22-44-06.025000,S 7 	RSSI: 44
22-44-06.026000,[R]: 6 
22-44-06.027000,[R]: 7 
22-44-06.027000,[R]: 8 
22-44-06.028000,[R]: 1 
22-44-06.028000,[R]: 2 
22-44-06.029000,[R]: 50 
22-44-06.030000,[R]: 3 
22-44-06.031000,[R]: 4 
22-44-06.031000,[R]: 5 
22-44-06.059000,S 7 	RSSI: 44
22-44-06.059000,[R]: 6 
22-44-06.060000,[R]: 7 
22-44-06.060000,[R]: 8 
22-44-06.061000,[R]: 1 
22-44-06.061000,[R]: 2 
22-44-06.062000,[R]: 50 
22-44-06.062000,[R]: 3 
22-44-06.066000,[R]: 4 
22-44-06.067000,[R]: 5 
22-44-06.099000,S 7 	RSSI: 44
22-44-06.100000,[R]: 6 
22-44-06.102000,[R]: 7 
22-44-06.140000,[R]: 8 
22-44-06.141000,S 5 	RSSI: 44
22-44-06.141000,[R]: 1 
22-44-06.142000,[R]: 2 
22-44-06.149000,[R]: 50 
22-44-06.150000,[R]: 3 
22-44-06.152000,[R]: 4 
22-44-06.153000,[R]: 5 
22-44-06.161000,[R]: 20 
22-44-06.186000,[R]: 1 
22-44-06.187000,[R]: 2 
22-44-06.187000,[R]: 50 
22-44-06.209000,[R]: 3 
22-44-06.210000,S 5 	RSSI: 44
22-44-06.211000,[R]: 4 
22-44-06.211000,[R]: 5 
22-44-06.212000,[R]: 6 
22-44-06.213000,[R]: 7 
22-44-06.213000,[R]: 8 
22-44-06.214000,[R]: 1 
22-44-06.214000,[R]: 2 
22-44-06.215000,[R]: 50 
22-44-06.215000,[R]: 3 
22-44-06.216000,S 5 	RSSI: 44
22-44-06.216000,[R]: 4 
22-44-06.225000,[R]: 5 
22-44-06.225000,[R]: 6 
22-44-06.226000,[R]: 7 
22-44-06.246000,[R]: 8 
22-44-06.251000,[R]: 1 
22-44-06.255000,[R]: 2 
22-44-06.259000,[R]: 50 
22-44-06.261000,[R]: 3 
22-44-06.271000,S 5 	RSSI: 44
22-44-06.272000,[R]: 4 
22-44-06.280000,[R]: 5 
22-44-06.302000,[R]: 6 
22-44-06.303000,[R]: 7 
22-44-06.304000,[R]: 8 
22-44-06.304000,[R]: 1 
22-44-06.305000,[R]: 2 
22-44-06.307000,[R]: 50 
22-44-06.311000,[R]: 3 
22-44-06.312000,S 5 	RSSI: 44
22-44-06.313000,[R]: 4 
22-44-06.314000,[R]: 5 
22-44-06.315000,[R]: 6 
22-44-06.338000,[R]: 7 
22-44-06.339000,[R]: 8 
22-44-06.339000,[R]: 1 
22-44-06.340000,[R]: 2 
22-44-06.349000,[R]: 50 
22-44-06.350000,[R]: 3 
22-44-06.351000,[R]: 4 
22-44-06.377000,[R]: 5 
22-44-06.377000,[R]: 6 
22-44-06.411000,[R]: 7 
22-44-06.414000,[R]: 8 
22-44-06.416000,S 1 	RSSI: 59
22-44-06.421000,[R]: 1 
22-44-06.422000,[R]: 2 
22-44-06.422000,[R]: 50 
22-44-06.454000,[R]: 3 
22-44-06.455000,[R]: 4 
22-44-06.458000,S 5 	RSSI: 44
22-44-06.460000,[R]: 5 
22-44-06.460000,[R]: 6 
22-44-06.460000,[R]: 7 
22-44-06.461000,[R]: 8 
22-44-06.463000,S 1 	RSSI: 59
22-44-06.464000,[R]: 1 
22-44-06.464000,[R]: 2 
22-44-06.466000,[R]: 50 
22-44-06.467000,[R]: 3 
22-44-06.499000,[R]: 4 
22-44-06.500000,S 5 	RSSI: 44
22-44-06.500000,[R]: 5 
22-44-06.507000,[R]: 6 
22-44-06.508000,[R]: 7 
22-44-06.509000,[R]: 8 
22-44-06.510000,[R]: 1 
22-44-06.510000,[R]: 2 
22-44-06.525000,[R]: 50 
22-44-06.526000,[R]: 3 
22-44-06.528000,[R]: 4 
22-44-06.536000,S 5 	RSSI: 44
22-44-06.542000,[R]: 5 
22-44-06.542000,[R]: 6 
22-44-06.550000,[R]: 7 
22-44-06.550000,[R]: 8 
22-44-06.559000,[R]: 1 
22-44-06.560000,[R]: 2 
22-44-06.561000,[R]: 50 
22-44-06.567000,[R]: 3 
22-44-06.573000,[R]: 4 
22-44-06.592000,S 5 	RSSI: 44
22-44-06.593000,[R]: 5 
22-44-06.594000,[R]: 6 
22-44-06.598000,[R]: 7 
22-44-06.608000,[R]: 8 
22-44-06.608000,[R]: 1 
22-44-06.616000,[R]: 2 
22-44-06.624000,[R]: 50 
22-44-06.628000,[R]: 3 
22-44-06.629000,[R]: 4 
22-44-06.630000,S 5 	RSSI: 44
22-44-06.647000,[R]: 5 
22-44-06.648000,[R]: 6 
22-44-06.648000,[R]: 20 
22-44-06.649000,[R]: 1 
22-44-06.649000,[R]: 2 
22-44-06.650000,[R]: 50 
22-44-06.650000,[R]: 3 
22-44-06.660000,[R]: 4 
22-44-06.662000,S 6 	RSSI: 44
22-44-06.663000,[R]: 5 
22-44-06.687000,[R]: 6 
22-44-06.688000,S 8 	RSSI: 44
22-44-06.689000,[R]: 7 
22-44-06.700000,[R]: 8 
22-44-06.701000,[R]: 1 
22-44-06.706000,S 1 	RSSI: 58
22-44-06.707000,[R]: 2 
22-44-06.707000,[R]: 50 
22-44-06.716000,[R]: 3 
22-44-06.721000,[R]: 4 
22-44-06.728000,S 6 	RSSI: 44
22-44-06.729000,[R]: 5 
22-44-06.730000,[R]: 6 
22-44-06.730000,S 8 	RSSI: 44
22-44-06.731000,[R]: 7 
22-44-06.731000,[R]: 8 
22-44-06.741000,[R]: 1 
22-44-06.745000,S 3 	RSSI: 45
22-44-06.766000,[R]: 2 
22-44-06.783000,[R]: 50 
22-44-06.783000,[R]: 3 
22-44-06.784000,[R]: 4 
22-44-06.785000,S 6 	RSSI: 44
22-44-06.815000,S 1 	RSSI: 58
22-44-06.816000,[R]: 5 
22-44-06.816000,[R]: 6 
22-44-06.817000,[R]: 7 
22-44-06.818000,S 4 	RSSI: 44
22-44-06.818000,[R]: 8 
22-44-06.819000,[R]: 1 
22-44-06.819000,[R]: 2 
22-44-06.820000,[R]: 50 
22-44-06.824000,S 7 	RSSI: 44
22-44-06.830000,[R]: 3 
22-44-06.831000,[R]: 4 
22-44-06.832000,S 1 	RSSI: 58
22-44-06.862000,[R]: 5 
22-44-06.862000,[R]: 6 
22-44-06.863000,[R]: 7 
22-44-06.864000,S 4 	RSSI: 44
22-44-06.872000,[R]: 8 
22-44-06.872000,[R]: 1 
22-44-06.873000,[R]: 2 
22-44-06.875000,[R]: 50 
22-44-06.879000,S 7 	RSSI: 44
22-44-06.880000,[R]: 3 
22-44-06.887000,[R]: 4 
22-44-06.896000,S 1 	RSSI: 58
22-44-06.897000,[R]: 5 
22-44-06.897000,[R]: 6 
22-44-06.898000,[R]: 7 
22-44-06.904000,[R]: 8 
22-44-06.905000,[R]: 1 
22-44-06.906000,[R]: 2 
22-44-06.907000,[R]: 50 
22-44-06.907000,[R]: 3 
22-44-06.942000,S 5 	RSSI: 44
22-44-06.943000,[R]: 4 
22-44-06.977000,S 1 	RSSI: 58
22-44-06.978000,[R]: 5 
22-44-06.978000,[R]: 6 
22-44-06.979000,[R]: 7 
22-44-06.979000,[R]: 8 
22-44-06.980000,[R]: 20 
22-44-06.988000,[R]: 1 
22-44-07.000000,S 1 	RSSI: 58
22-44-07.016000,[R]: 2 
22-44-07.020000,[R]: 50 
22-44-07.023000,[R]: 3 
22-44-07.027000,[R]: 4 
22-44-07.030000,[R]: 5 
22-44-07.030000,S 5 	RSSI: 44
22-44-07.031000,[R]: 6 
22-44-07.047000,[R]: 7 
22-44-07.054000,[R]: 8 
22-44-07.056000,[R]: 1 
22-44-07.056000,S 1 	RSSI: 58
22-44-07.059000,[R]: 2 
22-44-07.060000,[R]: 50 
22-44-07.060000,[R]: 3 
22-44-07.061000,[R]: 4 
22-44-07.061000,[R]: 5 
22-44-07.062000,S 5 	RSSI: 44
22-44-07.063000,[R]: 6 
22-44-07.066000,[R]: 7 
22-44-07.074000,[R]: 8 
22-44-07.075000,[R]: 1 
22-44-07.091000,S 1 	RSSI: 58
22-44-07.091000,[R]: 2 
22-44-07.095000,[R]: 50 
22-44-07.099000,S 6 	RSSI: 44
22-44-07.100000,[R]: 3 
22-44-07.100000,[R]: 4 
22-44-07.105000,S 1 	RSSI: 58
22-44-07.108000,[R]: 5 
22-44-07.144000,[R]: 6 
22-44-07.144000,S 3 	RSSI: 44
22-44-07.145000,[R]: 7 
22-44-07.146000,S 4 	RSSI: 44
22-44-07.146000,[R]: 8 
22-44-07.148000,[R]: 1 
22-44-07.150000,[R]: 2 
22-44-07.150000,[R]: 50 
22-44-07.151000,[R]: 3 
22-44-07.158000,[R]: 4 
22-44-07.158000,S 1 	RSSI: 58
22-44-07.159000,[R]: 5 
22-44-07.170000,[R]: 6 
22-44-07.177000,S 7 	RSSI: 44
22-44-07.177000,[R]: 7 
22-44-07.178000,S 4 	RSSI: 44
22-44-07.178000,[R]: 8 
22-44-07.179000,[R]: 1 
22-44-07.182000,[R]: 2 
22-44-07.183000,[R]: 50 
22-44-07.186000,[R]: 3 
22-44-07.187000,[R]: 4 
22-44-07.187000,S 1 	RSSI: 58
22-44-07.188000,[R]: 5 
22-44-07.188000,[R]: 6 
22-44-07.189000,S 7 	RSSI: 44
22-44-07.190000,[R]: 7 
22-44-07.214000,S 1 	RSSI: 58
22-44-07.214000,[R]: 8 
22-44-07.215000,[R]: 1 
22-44-07.233000,[R]: 2 
22-44-07.238000,[R]: 50 
22-44-07.245000,[R]: 3 
22-44-07.265000,S 5 	RSSI: 44
22-44-07.265000,[R]: 4 
22-44-07.265000,[R]: 5 
22-44-07.271000,[R]: 6 
22-44-07.277000,[R]: 7 
22-44-07.278000,S 1 	RSSI: 58
22-44-07.279000,[R]: 8 
22-44-07.281000,[R]: 20 
22-44-07.287000,[R]: 1 
22-44-07.297000,[R]: 2 
22-44-07.298000,[R]: 50 
22-44-07.298000,[R]: 3 
22-44-07.303000,[R]: 4 
22-44-07.304000,[R]: 5 
22-44-07.304000,S 5 	RSSI: 44
22-44-07.305000,[R]: 6 
22-44-07.308000,[R]: 7 
22-44-07.309000,[R]: 8 
22-44-07.310000,[R]: 1 
22-44-07.311000,[R]: 2 
22-44-07.312000,[R]: 50 
22-44-07.315000,[R]: 3 
22-44-07.315000,[R]: 4 
22-44-07.316000,[R]: 5 
22-44-07.318000,S 5 	RSSI: 44
22-44-07.329000,[R]: 6 
22-44-07.342000,[R]: 7 
22-44-07.346000,[R]: 8 
22-44-07.347000,[R]: 1 
22-44-07.348000,[R]: 2 
22-44-07.350000,[R]: 50 
22-44-07.353000,[R]: 3 
22-44-07.379000,[R]: 4 
22-44-07.379000,[R]: 5 
22-44-07.380000,S 5 	RSSI: 44
22-44-07.381000,[R]: 6 
22-44-07.381000,[R]: 7 
22-44-07.382000,[R]: 8 
22-44-07.382000,[R]: 1 
22-44-07.383000,[R]: 2 
22-44-07.389000,[R]: 50 
22-44-07.389000,[R]: 3 
22-44-07.390000,[R]: 4 
22-44-07.391000,[R]: 5 
22-44-07.400000,S 5 	RSSI: 44
22-44-07.413000,[R]: 6 
22-44-07.413000,[R]: 7 
22-44-07.418000,[R]: 8 
22-44-07.419000,[R]: 1 
22-44-07.419000,[R]: 2 
22-44-07.420000,[R]: 50 
22-44-07.421000,[R]: 3 
22-44-07.421000,[R]: 4 
22-44-07.422000,[R]: 5 
22-44-07.422000,[R]: 6 
22-44-07.423000,[R]: 7 
22-44-07.441000,[R]: 20 
22-44-07.445000,[R]: 1 
22-44-07.446000,[R]: 2 
22-44-07.457000,[R]: 50 
22-44-07.463000,[R]: 3 
22-44-07.466000,[R]: 4 
22-44-07.466000,[R]: 5 
22-44-07.467000,S 5 	RSSI: 44
22-44-07.467000,[R]: 6 
22-44-07.477000,[R]: 7 
22-44-07.495000,[R]: 8 
22-44-07.495000,[R]: 1 
22-44-07.496000,S 1 	RSSI: 58
22-44-07.497000,[R]: 2 
22-44-07.552000,[R]: 50 
22-44-07.552000,[R]: 3 
22-44-07.558000,[R]: 4 
22-44-07.559000,S 6 	RSSI: 44
22-44-07.561000,[R]: 5 
22-44-07.572000,[R]: 6 
22-44-07.573000,[R]: 7 
22-44-07.580000,[R]: 8 
22-44-07.581000,[R]: 1 
22-44-07.581000,S 1 	RSSI: 58
22-44-07.582000,[R]: 2 
22-44-07.582000,[R]: 50 
22-44-07.583000,S 8 	RSSI: 44
22-44-07.589000,[R]: 3 
22-44-07.590000,[R]: 4 
22-44-07.594000,[R]: 5 
22-44-07.623000,[R]: 6 
22-44-07.624000,S 3 	RSSI: 44
22-44-07.625000,[R]: 7 
22-44-07.626000,S 4 	RSSI: 44
22-44-07.627000,[R]: 8 
22-44-07.627000,S 7 	RSSI: 44
22-44-07.629000,[R]: 1 
22-44-07.655000,S 1 	RSSI: 58
22-44-07.660000,[R]: 2 
22-44-07.661000,[R]: 50 
22-44-07.661000,[R]: 3 
22-44-07.662000,[R]: 4 
22-44-07.662000,[R]: 5 
22-44-07.663000,[R]: 6 
22-44-07.663000,[R]: 7 
22-44-07.664000,S 4 	RSSI: 44
22-44-07.665000,[R]: 8 
22-44-07.665000,S 7 	RSSI: 44
22-44-07.666000,[R]: 1 
22-44-07.666000,S 1 	RSSI: 59
22-44-07.677000,[R]: 2 
22-44-07.686000,[R]: 50 
22-44-07.699000,[R]: 3 
22-44-07.702000,[R]: 4 
22-44-07.703000,S 5 	RSSI: 44
22-44-07.703000,[R]: 5 
22-44-07.704000,[R]: 6 
22-44-07.704000,[R]: 7 
22-44-07.705000,[R]: 8 
22-44-07.705000,[R]: 1 
22-44-07.706000,S 1 	RSSI: 58
22-44-07.707000,[R]: 2 
22-44-07.708000,[R]: 50 
22-44-07.741000,[R]: 3 
22-44-07.741000,S 5 	RSSI: 44
22-44-07.743000,[R]: 4 
22-44-07.744000,[R]: 5 
22-44-07.744000,[R]: 6 
22-44-07.745000,[R]: 7 
22-44-07.746000,[R]: 8 
22-44-07.746000,[R]: 20 
22-44-07.747000,[R]: 1 
22-44-07.748000,S 1 	RSSI: 58
22-44-07.748000,[R]: 2 
22-44-07.749000,[R]: 50 
22-44-07.749000,[R]: 3 
22-44-07.757000,[R]: 4 
22-44-07.758000,[R]: 5 
22-44-07.778000,S 5 	RSSI: 44
22-44-07.779000,[R]: 6 
22-44-07.780000,[R]: 7 
22-44-07.781000,[R]: 8 
22-44-07.781000,[R]: 1 
22-44-07.782000,S 1 	RSSI: 58
22-44-07.783000,[R]: 2 
22-44-07.783000,[R]: 50 
22-44-07.805000,[R]: 3 
22-44-07.821000,[R]: 4 
22-44-07.821000,[R]: 5 
22-44-07.822000,S 5 	RSSI: 44
22-44-07.822000,[R]: 6 
22-44-07.823000,[R]: 7 
22-44-07.823000,[R]: 8 
22-44-07.824000,[R]: 1 
22-44-07.824000,S 1 	RSSI: 58
22-44-07.827000,[R]: 2 
22-44-07.828000,[R]: 50 
22-44-07.829000,[R]: 3 
22-44-07.829000,[R]: 4 
22-44-07.838000,[R]: 5 
22-44-07.839000,S 5 	RSSI: 44
22-44-07.839000,[R]: 6 
22-44-07.840000,[R]: 7 
22-44-07.840000,[R]: 8 
22-44-07.841000,[R]: 1 
22-44-07.842000,S 1 	RSSI: 58
22-44-07.842000,[R]: 2 
22-44-07.843000,[R]: 50 
22-44-07.844000,[R]: 3 
22-44-07.856000,S 8 	RSSI: 44
22-44-07.857000,[R]: 4 
22-44-07.858000,[R]: 5 
22-44-07.859000,[R]: 20 
22-44-07.871000,[R]: 1 
22-44-07.871000,S 1 	RSSI: 58
22-44-07.875000,[R]: 2 
22-44-07.882000,[R]: 50 
22-44-07.883000,[R]: 3 
22-44-07.883000,[R]: 4 
22-44-07.884000,[R]: 5 
22-44-07.903000,[R]: 6 
22-44-07.904000,[R]: 7 
22-44-07.904000,[R]: 8 
22-44-07.905000,[R]: 1 
22-44-07.906000,[R]: 2 
22-44-07.906000,[R]: 50 
22-44-07.907000,[R]: 3 
22-44-07.910000,[R]: 4 
22-44-07.910000,[R]: 5 
22-44-07.922000,[R]: 6 
22-44-07.928000,[R]: 7 
22-44-07.928000,[R]: 8 
22-44-07.929000,[R]: 1 
22-44-07.930000,[R]: 2 
22-44-07.931000,[R]: 50 
22-44-07.932000,[R]: 3 
22-44-07.933000,[R]: 4 
22-44-07.947000,[R]: 5 
22-44-07.948000,[R]: 6 
22-44-07.949000,[R]: 7 
22-44-07.949000,[R]: 8 
22-44-07.965000,[R]: 1 
22-44-07.982000,[R]: 2 
22-44-08.012000,[R]: 50 
22-44-08.012000,[R]: 3 
22-44-08.016000,[R]: 4 
22-44-08.016000,[R]: 5 
22-44-08.020000,[R]: 6 
22-44-08.039000,[R]: 7 
22-44-08.052000,[R]: 8 
22-44-08.061000,[R]: 1 
22-44-08.061000,S 4 	RSSI: 44
22-44-08.062000,[R]: 2 
22-44-08.062000,[R]: 50 
22-44-08.063000,S 7 	RSSI: 44
22-44-08.064000,[R]: 3 
22-44-08.064000,[R]: 4 
22-44-08.065000,S 1 	RSSI: 58
22-44-08.067000,[R]: 5 
22-44-08.085000,[R]: 6 
22-44-08.094000,S 5 	RSSI: 44
22-44-08.098000,[R]: 7 
22-44-08.098000,[R]: 8 
22-44-08.099000,[R]: 1 
22-44-08.100000,[R]: 2 
22-44-08.130000,[R]: 50 
22-44-08.130000,[R]: 3 
22-44-08.131000,[R]: 4 
22-44-08.131000,S 1 	RSSI: 58
22-44-08.132000,[R]: 5 
22-44-08.132000,[R]: 6 
22-44-08.166000,S 5 	RSSI: 44
22-44-08.167000,[R]: 7 
22-44-08.169000,[R]: 8 
22-44-08.169000,[R]: 1 
22-44-08.170000,[R]: 2 
22-44-08.170000,[R]: 50 
22-44-08.171000,[R]: 3 
22-44-08.171000,[R]: 4 
22-44-08.233000,[R]: 5 
22-44-08.234000,S 5 	RSSI: 44
22-44-08.234000,[R]: 6 
22-44-08.235000,[R]: 7 
22-44-08.250000,[R]: 8 
22-44-08.290000,[R]: 1 
22-44-08.294000,[R]: 2 
22-44-08.296000,[R]: 50 
22-44-08.296000,[R]: 20 
22-44-08.309000,[R]: 1 
22-44-08.309000,[R]: 2 
22-44-08.310000,[R]: 50 
22-44-08.330000,[R]: 3 
22-44-08.332000,[R]: 4 
22-44-08.382000,[R]: 5 
22-44-08.383000,S 5 	RSSI: 44
22-44-08.403000,[R]: 6 
22-44-08.404000,[R]: 7 
22-44-08.404000,[R]: 8 
22-44-08.405000,[R]: 1 
22-44-08.405000,[R]: 2 
22-44-08.406000,[R]: 50 
22-44-08.406000,[R]: 3 
22-44-08.411000,[R]: 4 
22-44-08.412000,[R]: 5 
22-44-08.412000,S 5 	RSSI: 44
22-44-08.413000,[R]: 6 
22-44-08.413000,[R]: 7 
22-44-08.413000,[R]: 8 
22-44-08.414000,[R]: 1 
22-44-08.414000,[R]: 2 
22-44-08.415000,[R]: 50 
22-44-08.415000,[R]: 3 
22-44-08.416000,[R]: 4 
22-44-08.416000,[R]: 5 
22-44-08.418000,S 5 	RSSI: 44
22-44-08.445000,[R]: 6 
22-44-08.464000,[R]: 7 
22-44-08.464000,[R]: 8 
22-44-08.465000,S 1 	RSSI: 58
22-44-08.466000,[R]: 1 
22-44-08.466000,[R]: 2 
22-44-08.467000,[R]: 50 
22-44-08.468000,[R]: 3 
22-44-08.469000,[R]: 4 
22-44-08.469000,[R]: 5 
22-44-08.470000,S 5 	RSSI: 44
22-44-08.482000,[R]: 6 
22-44-08.505000,[R]: 7 
22-44-08.505000,[R]: 8 
22-44-08.506000,S 1 	RSSI: 58
22-44-08.507000,[R]: 1 
22-44-08.512000,[R]: 2 
22-44-08.516000,[R]: 50 
22-44-08.516000,[R]: 3 
22-44-08.517000,[R]: 4 
22-44-08.525000,[R]: 5 
22-44-08.525000,S 5 	RSSI: 44
22-44-08.526000,[R]: 6 
22-44-08.526000,[R]: 7 
22-44-08.527000,[R]: 20 
22-44-08.528000,[R]: 1 
22-44-08.528000,S 1 	RSSI: 58
22-44-08.537000,[R]: 2 
22-44-08.538000,[R]: 50 
22-44-08.547000,[R]: 3 
22-44-08.548000,[R]: 4 
22-44-08.556000,[R]: 5 
22-44-08.557000,S 5 	RSSI: 44
22-44-08.558000,[R]: 6 
22-44-08.561000,[R]: 7 
22-44-08.561000,[R]: 8 
22-44-08.562000,[R]: 1 
22-44-08.562000,S 1 	RSSI: 58
22-44-08.575000,[R]: 2 
22-44-08.593000,[R]: 50 
22-44-08.593000,[R]: 3 
22-44-08.594000,[R]: 4 
22-44-08.595000,[R]: 5 
22-44-08.595000,[R]: 6 
22-44-08.596000,[R]: 7 
22-44-08.598000,[R]: 8 
22-44-08.606000,[R]: 1 
22-44-08.606000,S 1 	RSSI: 58
22-44-08.622000,[R]: 2 
22-44-08.623000,[R]: 50 
22-44-08.626000,[R]: 3 
22-44-08.626000,[R]: 4 
22-44-08.627000,[R]: 5 
22-44-08.628000,[R]: 6 
22-44-08.628000,[R]: 7 
22-44-08.629000,[R]: 8 
22-44-08.639000,[R]: 1 
22-44-08.639000,S 1 	RSSI: 58
22-44-08.656000,[R]: 2 
22-44-08.656000,[R]: 50 
22-44-08.660000,[R]: 3 
22-44-08.661000,S 8 	RSSI: 44
22-44-08.662000,[R]: 4 
22-44-08.662000,[R]: 5 
22-44-08.663000,[R]: 20 
22-44-08.663000,[R]: 1 
22-44-08.664000,S 1 	RSSI: 58
22-44-08.665000,[R]: 2 
22-44-08.677000,[R]: 50 
22-44-08.678000,S 4 	RSSI: 44
22-44-08.681000,[R]: 3 
22-44-08.692000,[R]: 4 
22-44-08.692000,[R]: 5 
22-44-08.693000,S 3 	RSSI: 44
22-44-08.693000,[R]: 6 
22-44-08.695000,[R]: 7 
22-44-08.695000,S 5 	RSSI: 44
22-44-08.696000,[R]: 8 
