22-41-32.858000,-------------------------- 
22-45-07.380000,[R]: 50 
22-45-07.381000,[R]: 3 
22-45-07.388000,[R]: 4 
22-45-07.389000,[R]: 5 
22-45-07.390000,S 7 	RSSI: 44
22-45-07.390000,[R]: 6 
22-45-07.391000,[R]: 7 
22-45-07.393000,[R]: 8 
22-45-07.396000,[R]: 1 
22-45-07.400000,[R]: 2 
22-45-07.401000,[R]: 50 
22-45-07.402000,[R]: 3 
22-45-07.402000,[R]: 4 
22-45-07.403000,[R]: 5 
22-45-07.404000,[R]: 6 
22-45-07.404000,[R]: 7 
22-45-07.405000,[R]: 8 
22-45-07.407000,[R]: 1 
22-45-07.412000,[R]: 2 
22-45-07.413000,[R]: 50 
22-45-07.413000,[R]: 3 
22-45-07.414000,[R]: 4 
22-45-07.414000,[R]: 5 
22-45-07.419000,S 7 	RSSI: 44
22-45-07.420000,[R]: 6 
22-45-07.420000,[R]: 7 
22-45-07.421000,[R]: 8 
22-45-07.421000,[R]: 1 
22-45-07.422000,[R]: 2 
22-45-07.424000,[R]: 50 
22-45-07.424000,[R]: 3 
22-45-07.425000,S 1 	RSSI: 62
22-45-07.425000,[R]: 4 
22-45-07.426000,[R]: 5 
22-45-07.426000,S 7 	RSSI: 44
22-45-07.427000,[R]: 6 
22-45-07.435000,[R]: 7 
22-45-07.436000,[R]: 8 
22-45-07.451000,[R]: 1 
22-45-07.452000,[R]: 2 
22-45-07.453000,[R]: 50 
22-45-07.453000,[R]: 3 
22-45-07.454000,S 1 	RSSI: 62
22-45-07.454000,[R]: 4 
22-45-07.455000,S 7 	RSSI: 44
22-45-07.456000,[R]: 5 
22-45-07.457000,[R]: 6 
22-45-07.457000,[R]: 7 
22-45-07.464000,[R]: 20 
22-45-07.465000,[R]: 1 
22-45-07.465000,S 1 	RSSI: 62
22-45-07.466000,[R]: 2 
22-45-07.467000,[R]: 50 
22-45-07.467000,[R]: 3 
22-45-07.467000,S 5 	RSSI: 44
22-45-07.468000,[R]: 4 
22-45-07.488000,[R]: 5 
22-45-07.490000,[R]: 6 
22-45-07.491000,[R]: 7 
22-45-07.492000,[R]: 8 
22-45-07.492000,[R]: 1 
22-45-07.493000,S 1 	RSSI: 62
22-45-07.494000,[R]: 2 
22-45-07.494000,[R]: 50 
22-45-07.495000,S 6 	RSSI: 44
22-45-07.495000,[R]: 3 
22-45-07.496000,S 5 	RSSI: 44
22-45-07.496000,[R]: 4 
22-45-07.499000,[R]: 5 
22-45-07.500000,[R]: 6 
22-45-07.500000,[R]: 7 
22-45-07.501000,[R]: 8 
22-45-07.501000,[R]: 1 
22-45-07.502000,S 1 	RSSI: 62
22-45-07.503000,S 8 	RSSI: 44
22-45-07.503000,[R]: 2 
22-45-07.504000,[R]: 50 
22-45-07.504000,[R]: 3 
22-45-07.505000,[R]: 20 
22-45-07.506000,[R]: 1 
22-45-07.529000,S 3 	RSSI: 44
22-45-07.530000,[R]: 2 
22-45-07.531000,[R]: 50 
22-45-07.541000,[R]: 3 
22-45-07.542000,[R]: 4 
22-45-07.542000,[R]: 5 
22-45-07.543000,[R]: 6 
22-45-07.544000,[R]: 7 
22-45-07.546000,[R]: 8 
22-45-07.546000,S 8 	RSSI: 44
22-45-07.552000,[R]: 1 
22-45-07.553000,S 3 	RSSI: 44
22-45-07.553000,[R]: 2 
22-45-07.554000,[R]: 50 
22-45-07.555000,[R]: 3 
22-45-07.555000,[R]: 4 
22-45-07.557000,[R]: 5 
22-45-07.560000,[R]: 6 
22-45-07.563000,[R]: 7 
22-45-07.564000,[R]: 8 
22-45-07.564000,S 8 	RSSI: 44
22-45-07.564000,[R]: 1 
22-45-07.565000,S 1 	RSSI: 62
22-45-07.565000,[R]: 2 
22-45-07.566000,[R]: 50 
22-45-07.566000,[R]: 3 
22-45-07.567000,[R]: 4 
22-45-07.571000,[R]: 5 
22-45-07.572000,[R]: 6 
22-45-07.573000,[R]: 7 
22-45-07.574000,[R]: 8 
22-45-07.575000,S 8 	RSSI: 44
22-45-07.576000,[R]: 1 
22-45-07.577000,[R]: 2 
22-45-07.577000,[R]: 50 
22-45-07.578000,[R]: 3 
22-45-07.578000,[R]: 4 
22-45-07.585000,[R]: 5 
22-45-07.592000,[R]: 6 
22-45-07.600000,S 1 	RSSI: 62
22-45-07.616000,[R]: 7 
22-45-07.617000,[R]: 8 
22-45-07.618000,S 3 	RSSI: 44
22-45-07.619000,[R]: 1 
22-45-07.621000,[R]: 2 
22-45-07.628000,[R]: 50 
22-45-07.630000,[R]: 3 
22-45-07.631000,[R]: 4 
22-45-07.632000,[R]: 5 
22-45-07.644000,[R]: 6 
22-45-07.645000,S 1 	RSSI: 62
22-45-07.645000,[R]: 7 
22-45-07.645000,[R]: 20 
22-45-07.646000,[R]: 1 
22-45-07.646000,[R]: 2 
22-45-07.653000,[R]: 50 
22-45-07.653000,[R]: 3 
22-45-07.654000,S 3 	RSSI: 44
22-45-07.654000,S 7 	RSSI: 44
22-45-07.655000,[R]: 4 
22-45-07.655000,[R]: 5 
22-45-07.656000,[R]: 6 
22-45-07.656000,[R]: 7 
22-45-07.657000,S 1 	RSSI: 62
22-45-07.658000,[R]: 8 
22-45-07.659000,[R]: 1 
22-45-07.659000,[R]: 2 
22-45-07.660000,[R]: 50 
22-45-07.660000,[R]: 3 
22-45-07.665000,S 7 	RSSI: 44
22-45-07.665000,[R]: 4 
22-45-07.666000,[R]: 5 
22-45-07.666000,[R]: 6 
22-45-07.667000,[R]: 7 
22-45-07.667000,S 1 	RSSI: 63
22-45-07.668000,[R]: 8 
22-45-07.668000,[R]: 1 
22-45-07.669000,[R]: 2 
22-45-07.669000,[R]: 50 
22-45-07.670000,[R]: 3 
22-45-07.670000,S 7 	RSSI: 44
22-45-07.671000,[R]: 4 
22-45-07.671000,S 1 	RSSI: 63
22-45-07.672000,[R]: 5 
22-45-07.673000,[R]: 6 
22-45-07.683000,[R]: 7 
22-45-07.684000,[R]: 8 
22-45-07.685000,[R]: 1 
22-45-07.686000,[R]: 2 
22-45-07.686000,[R]: 50 
22-45-07.687000,[R]: 3 
22-45-07.688000,[R]: 4 
22-45-07.688000,[R]: 5 
22-45-07.689000,[R]: 20 
22-45-07.691000,[R]: 1 
22-45-07.696000,[R]: 2 
22-45-07.696000,[R]: 50 
22-45-07.697000,[R]: 3 
22-45-07.697000,[R]: 4 
22-45-07.698000,[R]: 5 
22-45-07.699000,[R]: 6 
22-45-07.699000,[R]: 7 
22-45-07.713000,S 7 	RSSI: 44
22-45-07.714000,[R]: 8 
22-45-07.714000,[R]: 1 
22-45-07.715000,[R]: 2 
22-45-07.717000,[R]: 50 
22-45-07.717000,[R]: 3 
22-45-07.718000,[R]: 4 
22-45-07.719000,[R]: 5 
22-45-07.719000,[R]: 6 
22-45-07.720000,[R]: 7 
22-45-07.720000,S 7 	RSSI: 44
22-45-07.721000,[R]: 8 
22-45-07.721000,[R]: 1 
22-45-07.723000,S 5 	RSSI: 44
22-45-07.724000,[R]: 2 
22-45-07.739000,[R]: 50 
22-45-07.740000,S 6 	RSSI: 44
22-45-07.740000,[R]: 3 
22-45-07.741000,[R]: 4 
22-45-07.742000,[R]: 5 
22-45-07.742000,[R]: 6 
22-45-07.744000,[R]: 7 
22-45-07.745000,[R]: 8 
22-45-07.753000,S 5 	RSSI: 44
22-45-07.754000,[R]: 1 
22-45-07.755000,S 6 	RSSI: 44
22-45-07.756000,[R]: 2 
22-45-07.757000,[R]: 50 
22-45-07.758000,[R]: 3 
22-45-07.759000,S 8 	RSSI: 44
22-45-07.759000,[R]: 4 
22-45-07.760000,[R]: 5 
22-45-07.761000,[R]: 20 
22-45-07.761000,[R]: 1 
22-45-07.762000,S 1 	RSSI: 62
22-45-07.763000,[R]: 2 
22-45-07.763000,[R]: 50 
22-45-07.764000,[R]: 3 
22-45-07.764000,[R]: 4 
22-45-07.765000,[R]: 5 
22-45-07.765000,[R]: 6 
22-45-07.772000,S 6 	RSSI: 44
22-45-07.774000,[R]: 7 
22-45-07.774000,[R]: 8 
22-45-07.775000,[R]: 1 
22-45-07.775000,S 1 	RSSI: 62
22-45-07.776000,[R]: 2 
22-45-07.777000,[R]: 50 
22-45-07.777000,[R]: 3 
22-45-07.778000,[R]: 4 
22-45-07.778000,[R]: 5 
22-45-07.779000,[R]: 6 
22-45-07.779000,S 6 	RSSI: 44
22-45-07.780000,[R]: 7 
22-45-07.783000,[R]: 8 
22-45-07.784000,[R]: 1 
22-45-07.784000,[R]: 2 
22-45-07.785000,[R]: 50 
22-45-07.786000,[R]: 3 
22-45-07.786000,[R]: 4 
22-45-07.799000,[R]: 5 
22-45-07.802000,[R]: 6 
22-45-07.802000,S 6 	RSSI: 44
22-45-07.803000,[R]: 7 
22-45-07.803000,[R]: 8 
22-45-07.804000,[R]: 1 
22-45-07.804000,[R]: 2 
22-45-07.805000,[R]: 50 
22-45-07.806000,[R]: 3 
22-45-07.806000,[R]: 4 
22-45-07.810000,[R]: 5 
22-45-07.810000,[R]: 20 
22-45-07.811000,[R]: 1 
22-45-07.811000,S 3 	RSSI: 44
22-45-07.812000,[R]: 2 
22-45-07.812000,[R]: 50 
22-45-07.813000,[R]: 3 
22-45-07.814000,[R]: 4 
22-45-07.814000,[R]: 5 
22-45-07.815000,S 7 	RSSI: 44
22-45-07.816000,[R]: 6 
22-45-07.816000,[R]: 7 
22-45-07.817000,S 1 	RSSI: 62
22-45-07.817000,[R]: 8 
22-45-07.818000,[R]: 1 
22-45-07.819000,S 3 	RSSI: 44
22-45-07.825000,[R]: 2 
22-45-07.826000,[R]: 50 
22-45-07.829000,[R]: 3 
22-45-07.829000,[R]: 4 
22-45-07.831000,[R]: 5 
22-45-07.836000,S 7 	RSSI: 44
22-45-07.843000,[R]: 6 
22-45-07.846000,[R]: 7 
22-45-07.848000,S 1 	RSSI: 62
22-45-07.851000,[R]: 8 
22-45-07.851000,[R]: 1 
22-45-07.852000,[R]: 2 
22-45-07.853000,[R]: 50 
22-45-07.857000,[R]: 3 
22-45-07.858000,[R]: 20 
22-45-07.858000,[R]: 1 
22-45-07.865000,[R]: 2 
22-45-07.866000,[R]: 50 
22-45-07.867000,[R]: 3 
22-45-07.867000,[R]: 4 
22-45-07.867000,S 6 	RSSI: 44
22-45-07.868000,[R]: 5 
22-45-07.868000,S 5 	RSSI: 44
22-45-07.869000,[R]: 6 
22-45-07.869000,S 8 	RSSI: 44
22-45-07.870000,[R]: 7 
22-45-07.870000,[R]: 8 
22-45-07.870000,[R]: 1 
22-45-07.871000,[R]: 2 
22-45-07.871000,[R]: 50 
22-45-07.872000,[R]: 3 
22-45-07.874000,[R]: 4 
22-45-07.878000,S 6 	RSSI: 44
22-45-07.878000,[R]: 5 
22-45-07.879000,[R]: 6 
22-45-07.879000,S 8 	RSSI: 44
22-45-07.880000,[R]: 7 
22-45-07.880000,[R]: 8 
22-45-07.881000,[R]: 1 
22-45-07.881000,[R]: 2 
22-45-07.882000,[R]: 50 
22-45-07.882000,[R]: 3 
22-45-07.883000,[R]: 4 
22-45-07.883000,S 6 	RSSI: 44
22-45-07.884000,S 1 	RSSI: 62
22-45-07.884000,[R]: 5 
22-45-07.887000,[R]: 6 
22-45-07.888000,[R]: 7 
22-45-07.888000,[R]: 8 
22-45-07.889000,[R]: 1 
22-45-07.890000,[R]: 2 
22-45-07.891000,[R]: 50 
22-45-07.891000,[R]: 3 
22-45-07.892000,S 8 	RSSI: 44
22-45-07.893000,[R]: 4 
22-45-07.895000,S 1 	RSSI: 62
22-45-07.895000,[R]: 5 
22-45-07.897000,[R]: 20 
22-45-07.898000,[R]: 1 
22-45-07.899000,S 3 	RSSI: 44
22-45-07.899000,[R]: 2 
22-45-07.900000,[R]: 50 
22-45-07.900000,[R]: 3 
22-45-07.901000,S 7 	RSSI: 44
22-45-07.902000,[R]: 4 
22-45-07.902000,[R]: 5 
22-45-07.903000,[R]: 6 
22-45-07.904000,[R]: 7 
22-45-07.904000,S 1 	RSSI: 62
22-45-07.905000,[R]: 8 
22-45-07.920000,[R]: 1 
22-45-07.920000,S 3 	RSSI: 44
22-45-07.921000,[R]: 2 
22-45-07.922000,[R]: 50 
22-45-07.926000,[R]: 3 
22-45-07.927000,S 7 	RSSI: 44
22-45-07.927000,[R]: 4 
22-45-07.930000,[R]: 5 
22-45-07.930000,[R]: 6 
22-45-07.931000,[R]: 7 
22-45-07.932000,S 1 	RSSI: 62
22-45-07.932000,[R]: 8 
22-45-07.933000,[R]: 1 
22-45-07.933000,S 3 	RSSI: 44
22-45-07.934000,[R]: 2 
22-45-07.935000,[R]: 50 
22-45-07.935000,[R]: 3 
22-45-07.936000,S 7 	RSSI: 44
22-45-07.937000,[R]: 20 
22-45-07.937000,[R]: 1 
22-45-07.950000,[R]: 2 
22-45-07.950000,[R]: 50 
22-45-07.951000,[R]: 3 
22-45-07.952000,S 5 	RSSI: 44
22-45-07.952000,[R]: 4 
22-45-07.962000,S 6 	RSSI: 44
22-45-07.963000,[R]: 5 
22-45-07.964000,[R]: 6 
22-45-07.964000,[R]: 7 
22-45-07.965000,[R]: 8 
22-45-07.966000,[R]: 1 
22-45-07.966000,S 1 	RSSI: 62
22-45-07.966000,[R]: 2 
22-45-07.967000,[R]: 50 
22-45-07.967000,S 8 	RSSI: 44
22-45-07.968000,[R]: 3 
22-45-07.982000,[R]: 4 
22-45-07.983000,S 6 	RSSI: 44
22-45-07.984000,[R]: 5 
22-45-07.984000,[R]: 6 
22-45-07.987000,[R]: 7 
22-45-07.988000,[R]: 8 
22-45-07.989000,[R]: 1 
22-45-07.991000,S 1 	RSSI: 63
22-45-07.996000,[R]: 2 
22-45-07.997000,[R]: 50 
22-45-07.997000,S 8 	RSSI: 44
22-45-07.998000,[R]: 3 
22-45-07.999000,[R]: 4 
22-45-07.999000,S 1 	RSSI: 62
22-45-08.000000,[R]: 5 
22-45-08.001000,[R]: 6 
22-45-08.001000,[R]: 7 
22-45-08.002000,[R]: 8 
22-45-08.002000,[R]: 1 
22-45-08.003000,S 6 	RSSI: 44
22-45-08.003000,[R]: 2 
22-45-08.015000,[R]: 50 
22-45-08.015000,[R]: 3 
22-45-08.018000,[R]: 4 
22-45-08.018000,S 1 	RSSI: 63
22-45-08.018000,[R]: 5 
22-45-08.019000,[R]: 20 
22-45-08.019000,[R]: 1 
22-45-08.020000,[R]: 2 
22-45-08.020000,[R]: 50 
22-45-08.020000,[R]: 3 
22-45-08.021000,[R]: 4 
22-45-08.021000,[R]: 5 
22-45-08.021000,[R]: 6 
22-45-08.022000,[R]: 7 
22-45-08.022000,[R]: 8 
22-45-08.027000,S 8 	RSSI: 44
22-45-08.027000,[R]: 1 
22-45-08.028000,[R]: 2 
22-45-08.028000,[R]: 50 
22-45-08.029000,[R]: 3 
22-45-08.030000,[R]: 4 
22-45-08.031000,[R]: 5 
22-45-08.031000,[R]: 6 
22-45-08.037000,[R]: 7 
22-45-08.038000,[R]: 8 
22-45-08.045000,S 8 	RSSI: 44
22-45-08.045000,[R]: 1 
22-45-08.047000,[R]: 2 
22-45-08.047000,[R]: 50 
22-45-08.051000,[R]: 3 
22-45-08.051000,[R]: 4 
22-45-08.052000,[R]: 5 
22-45-08.052000,[R]: 6 
22-45-08.053000,[R]: 7 
22-45-08.053000,[R]: 8 
22-45-08.054000,S 8 	RSSI: 44
22-45-08.055000,[R]: 1 
22-45-08.055000,[R]: 2 
22-45-08.055000,[R]: 50 
22-45-08.068000,[R]: 3 
22-45-08.078000,[R]: 4 
22-45-08.081000,[R]: 5 
22-45-08.086000,[R]: 6 
22-45-08.086000,[R]: 7 
22-45-08.086000,[R]: 8 
22-45-08.087000,[R]: 1 
22-45-08.087000,[R]: 2 
22-45-08.088000,[R]: 50 
22-45-08.088000,[R]: 3 
22-45-08.089000,[R]: 4 
22-45-08.089000,[R]: 5 
22-45-08.091000,S 8 	RSSI: 44
22-45-08.092000,[R]: 6 
22-45-08.092000,[R]: 7 
22-45-08.093000,[R]: 20 
22-45-08.102000,[R]: 1 
22-45-08.103000,[R]: 2 
22-45-08.103000,[R]: 50 
22-45-08.104000,[R]: 3 
22-45-08.104000,[R]: 4 
22-45-08.106000,[R]: 5 
22-45-08.107000,[R]: 6 
22-45-08.107000,[R]: 7 
22-45-08.109000,[R]: 8 
22-45-08.119000,[R]: 1 
22-45-08.120000,[R]: 2 
22-45-08.121000,[R]: 50 
22-45-08.121000,[R]: 3 
22-45-08.123000,[R]: 4 
22-45-08.129000,[R]: 5 
22-45-08.130000,[R]: 6 
22-45-08.131000,[R]: 7 
22-45-08.131000,[R]: 8 
22-45-08.132000,[R]: 1 
22-45-08.132000,S 1 	RSSI: 62
22-45-08.133000,[R]: 2 
22-45-08.134000,[R]: 50 
22-45-08.134000,[R]: 3 
22-45-08.135000,[R]: 4 
22-45-08.135000,[R]: 5 
22-45-08.137000,[R]: 6 
22-45-08.142000,[R]: 7 
22-45-08.143000,[R]: 8 
22-45-08.143000,[R]: 1 
22-45-08.145000,S 1 	RSSI: 62
22-45-08.145000,[R]: 2 
22-45-08.149000,[R]: 50 
22-45-08.153000,[R]: 3 
22-45-08.153000,[R]: 4 
22-45-08.154000,[R]: 5 
22-45-08.155000,[R]: 6 
22-45-08.166000,S 1 	RSSI: 62
22-45-08.167000,[R]: 7 
22-45-08.167000,[R]: 8 
22-45-08.167000,[R]: 1 
22-45-08.168000,[R]: 2 
22-45-08.168000,[R]: 50 
22-45-08.169000,[R]: 3 
22-45-08.170000,[R]: 4 
22-45-08.170000,S 7 	RSSI: 44
22-45-08.171000,[R]: 5 
22-45-08.171000,[R]: 6 
22-45-08.172000,S 1 	RSSI: 61
22-45-08.172000,[R]: 7 
22-45-08.178000,[R]: 20 
22-45-08.179000,[R]: 1 
22-45-08.179000,[R]: 2 
22-45-08.180000,[R]: 50 
22-45-08.181000,[R]: 3 
22-45-08.182000,[R]: 4 
22-45-08.182000,[R]: 5 
22-45-08.183000,S 7 	RSSI: 44
22-45-08.184000,[R]: 6 
22-45-08.191000,[R]: 7 
22-45-08.192000,S 3 	RSSI: 44
22-45-08.192000,[R]: 8 
22-45-08.193000,[R]: 1 
22-45-08.193000,[R]: 2 
22-45-08.194000,[R]: 50 
22-45-08.194000,[R]: 3 
22-45-08.195000,[R]: 4 
22-45-08.195000,[R]: 5 
22-45-08.196000,S 7 	RSSI: 44
22-45-08.197000,[R]: 6 
22-45-08.197000,[R]: 7 
22-45-08.198000,S 3 	RSSI: 44
22-45-08.199000,[R]: 8 
22-45-08.199000,[R]: 1 
22-45-08.203000,[R]: 2 
22-45-08.204000,[R]: 50 
22-45-08.204000,[R]: 3 
22-45-08.205000,[R]: 4 
22-45-08.207000,[R]: 5 
22-45-08.207000,S 7 	RSSI: 44
22-45-08.217000,[R]: 6 
22-45-08.218000,S 3 	RSSI: 44
22-45-08.218000,[R]: 7 
22-45-08.219000,[R]: 8 
22-45-08.220000,S 5 	RSSI: 44
22-45-08.221000,[R]: 1 
22-45-08.222000,[R]: 2 
22-45-08.222000,[R]: 50 
22-45-08.223000,S 1 	RSSI: 62
22-45-08.224000,[R]: 3 
22-45-08.224000,[R]: 4 
22-45-08.225000,[R]: 5 
22-45-08.229000,[R]: 6 
22-45-08.230000,[R]: 7 
22-45-08.230000,S 6 	RSSI: 44
22-45-08.231000,[R]: 8 
22-45-08.231000,[R]: 1 
22-45-08.232000,S 8 	RSSI: 44
22-45-08.232000,[R]: 2 
22-45-08.233000,[R]: 50 
22-45-08.233000,S 1 	RSSI: 62
22-45-08.234000,[R]: 3 
22-45-08.234000,[R]: 4 
22-45-08.236000,[R]: 5 
22-45-08.249000,[R]: 6 
22-45-08.250000,[R]: 7 
22-45-08.251000,S 6 	RSSI: 44
22-45-08.251000,S 1 	RSSI: 62
22-45-08.252000,[R]: 8 
22-45-08.252000,[R]: 1 
22-45-08.253000,[R]: 2 
22-45-08.253000,[R]: 50 
22-45-08.254000,[R]: 3 
22-45-08.255000,[R]: 4 
22-45-08.255000,[R]: 5 
22-45-08.263000,[R]: 6 
22-45-08.264000,S 8 	RSSI: 44
22-45-08.265000,[R]: 7 
22-45-08.265000,S 1 	RSSI: 62
22-45-08.266000,[R]: 8 
22-45-08.266000,[R]: 20 
22-45-08.269000,[R]: 1 
22-45-08.271000,[R]: 2 
22-45-08.283000,[R]: 50 
22-45-08.283000,[R]: 3 
22-45-08.284000,S 7 	RSSI: 44
22-45-08.284000,[R]: 4 
22-45-08.285000,[R]: 5 
22-45-08.285000,[R]: 6 
22-45-08.286000,[R]: 7 
22-45-08.286000,S 1 	RSSI: 62
22-45-08.287000,[R]: 8 
22-45-08.287000,[R]: 1 
22-45-08.288000,[R]: 2 
22-45-08.288000,[R]: 50 
22-45-08.295000,[R]: 3 
22-45-08.295000,S 7 	RSSI: 44
22-45-08.296000,[R]: 4 
22-45-08.296000,[R]: 5 
22-45-08.297000,[R]: 6 
22-45-08.300000,[R]: 7 
22-45-08.300000,S 1 	RSSI: 62
22-45-08.301000,[R]: 8 
22-45-08.301000,[R]: 1 
22-45-08.307000,[R]: 2 
22-45-08.322000,[R]: 50 
22-45-08.322000,[R]: 3 
22-45-08.323000,[R]: 20 
22-45-08.324000,[R]: 1 
22-45-08.324000,S 1 	RSSI: 62
22-45-08.324000,[R]: 2 
22-45-08.325000,[R]: 50 
22-45-08.325000,[R]: 3 
22-45-08.326000,S 3 	RSSI: 44
22-45-08.326000,[R]: 4 
22-45-08.326000,S 6 	RSSI: 44
22-45-08.327000,[R]: 5 
22-45-08.327000,[R]: 6 
22-45-08.329000,[R]: 7 
22-45-08.333000,[R]: 8 
22-45-08.334000,[R]: 1 
22-45-08.334000,S 1 	RSSI: 62
22-45-08.335000,[R]: 2 
22-45-08.335000,[R]: 50 
22-45-08.336000,[R]: 3 
22-45-08.336000,S 5 	RSSI: 44
22-45-08.337000,[R]: 4 
22-45-08.337000,S 6 	RSSI: 44
22-45-08.338000,S 8 	RSSI: 44
22-45-08.338000,[R]: 5 
22-45-08.339000,[R]: 6 
22-45-08.341000,[R]: 7 
22-45-08.353000,[R]: 8 
22-45-08.353000,[R]: 1 
22-45-08.354000,S 1 	RSSI: 62
22-45-08.354000,[R]: 2 
22-45-08.355000,[R]: 50 
22-45-08.355000,[R]: 3 
22-45-08.358000,[R]: 20 
22-45-08.362000,[R]: 1 
22-45-08.365000,S 1 	RSSI: 62
22-45-08.366000,[R]: 2 
22-45-08.367000,[R]: 50 
22-45-08.367000,[R]: 3 
22-45-08.368000,[R]: 4 
22-45-08.369000,[R]: 5 
22-45-08.370000,S 7 	RSSI: 44
22-45-08.370000,[R]: 6 
22-45-08.370000,[R]: 7 
22-45-08.371000,[R]: 8 
22-45-08.371000,[R]: 1 
22-45-08.381000,S 1 	RSSI: 62
22-45-08.381000,[R]: 2 
22-45-08.382000,[R]: 50 
22-45-08.382000,[R]: 3 
22-45-08.383000,[R]: 4 
22-45-08.383000,[R]: 5 
22-45-08.385000,S 7 	RSSI: 44
22-45-08.386000,[R]: 6 
22-45-08.387000,[R]: 7 
22-45-08.387000,[R]: 8 
22-45-08.388000,[R]: 1 
22-45-08.388000,[R]: 2 
22-45-08.399000,[R]: 50 
22-45-08.402000,[R]: 3 
22-45-08.402000,[R]: 4 
22-45-08.403000,[R]: 5 
22-45-08.404000,S 7 	RSSI: 44
22-45-08.404000,[R]: 6 
22-45-08.404000,[R]: 7 
22-45-08.405000,[R]: 8 
22-45-08.406000,[R]: 1 
22-45-08.407000,S 1 	RSSI: 62
22-45-08.414000,[R]: 2 
22-45-08.415000,[R]: 50 
22-45-08.415000,[R]: 3 
22-45-08.416000,[R]: 4 
22-45-08.416000,[R]: 5 
22-45-08.417000,S 7 	RSSI: 44
22-45-08.418000,[R]: 20 
22-45-08.419000,[R]: 1 
22-45-08.420000,S 3 	RSSI: 44
22-45-08.420000,[R]: 2 
22-45-08.421000,[R]: 50 
22-45-08.421000,[R]: 3 
22-45-08.422000,S 5 	RSSI: 44
22-45-08.423000,[R]: 4 
22-45-08.424000,S 1 	RSSI: 62
22-45-08.424000,S 6 	RSSI: 44
22-45-08.430000,[R]: 5 
22-45-08.431000,[R]: 6 
22-45-08.431000,[R]: 7 
22-45-08.432000,[R]: 8 
22-45-08.432000,[R]: 1 
22-45-08.433000,S 3 	RSSI: 44
22-45-08.433000,[R]: 2 
22-45-08.434000,[R]: 50 
22-45-08.434000,[R]: 3 
22-45-08.435000,S 5 	RSSI: 44
22-45-08.435000,[R]: 4 
22-45-08.436000,S 1 	RSSI: 62
22-45-08.436000,S 8 	RSSI: 44
22-45-08.437000,[R]: 5 
22-45-08.437000,[R]: 6 
22-45-08.438000,[R]: 7 
22-45-08.438000,[R]: 8 
22-45-08.451000,[R]: 1 
22-45-08.452000,[R]: 2 
22-45-08.452000,[R]: 50 
22-45-08.453000,[R]: 3 
22-45-08.453000,[R]: 20 
22-45-08.454000,[R]: 1 
22-45-08.454000,S 1 	RSSI: 62
22-45-08.455000,[R]: 2 
22-45-08.456000,[R]: 50 
22-45-08.456000,[R]: 3 
22-45-08.457000,[R]: 4 
22-45-08.459000,[R]: 5 
22-45-08.463000,[R]: 6 
22-45-08.463000,[R]: 7 
22-45-08.464000,[R]: 8 
22-45-08.464000,S 8 	RSSI: 44
22-45-08.465000,[R]: 1 
22-45-08.465000,S 1 	RSSI: 62
22-45-08.466000,[R]: 2 
22-45-08.467000,[R]: 50 
22-45-08.467000,[R]: 3 
22-45-08.468000,[R]: 4 
22-45-08.471000,[R]: 5 
22-45-08.474000,[R]: 6 
22-45-08.475000,[R]: 7 
22-45-08.475000,[R]: 8 
22-45-08.476000,[R]: 1 
22-45-08.476000,S 1 	RSSI: 62
22-45-08.476000,[R]: 2 
22-45-08.476000,[R]: 50 
22-45-08.477000,[R]: 3 
22-45-08.477000,[R]: 4 
22-45-08.478000,[R]: 5 
22-45-08.478000,[R]: 6 
22-45-08.479000,[R]: 7 
22-45-08.479000,[R]: 8 
22-45-08.480000,[R]: 1 
22-45-08.480000,S 1 	RSSI: 62
22-45-08.481000,[R]: 2 
22-45-08.482000,[R]: 50 
22-45-08.485000,[R]: 3 
22-45-08.486000,[R]: 4 
22-45-08.486000,[R]: 5 
22-45-08.487000,[R]: 6 
22-45-08.487000,[R]: 7 
22-45-08.488000,[R]: 8 
22-45-08.489000,[R]: 1 
22-45-08.489000,[R]: 2 
22-45-08.490000,[R]: 50 
22-45-08.490000,[R]: 3 
22-45-08.490000,[R]: 4 
22-45-08.492000,[R]: 5 
22-45-08.493000,[R]: 6 
22-45-08.493000,S 1 	RSSI: 62
22-45-08.498000,[R]: 7 
22-45-08.498000,[R]: 20 
22-45-08.499000,[R]: 1 
22-45-08.499000,[R]: 2 
22-45-08.500000,[R]: 50 
22-45-08.500000,[R]: 3 
22-45-08.501000,[R]: 4 
22-45-08.519000,[R]: 5 
22-45-08.528000,S 7 	RSSI: 44
22-45-08.529000,[R]: 6 
22-45-08.529000,[R]: 7 
22-45-08.530000,S 1 	RSSI: 62
22-45-08.530000,[R]: 8 
22-45-08.531000,[R]: 1 
22-45-08.532000,[R]: 2 
22-45-08.533000,[R]: 50 
22-45-08.533000,[R]: 3 
22-45-08.534000,[R]: 4 
22-45-08.535000,[R]: 5 
22-45-08.536000,S 7 	RSSI: 44
22-45-08.541000,[R]: 6 
22-45-08.542000,[R]: 7 
22-45-08.543000,[R]: 8 
22-45-08.544000,[R]: 1 
22-45-08.544000,[R]: 2 
22-45-08.545000,[R]: 50 
22-45-08.546000,[R]: 3 
22-45-08.555000,[R]: 4 
22-45-08.557000,[R]: 5 
22-45-08.558000,S 7 	RSSI: 44
22-45-08.559000,[R]: 6 
22-45-08.560000,[R]: 7 
22-45-08.561000,[R]: 8 
