22-54-04.044000,"""Scanner enabled\r\n"""
22-56-34.416000,"5] 0 44 53 0 0 ""S 2. R: 48"""
22-56-34.417000,"S 6. R: 63"""
22-56-34.417000,"S 5. R: 44"""
22-56-34.418000,"S 3. R: 58"""
22-56-34.420000,"S 4. R: 49"""
22-56-34.423000,"S 7. R: 47"""
22-56-34.425000,"S 1. R: 63"""
22-56-34.428000,"S 8. R: 50"""
22-56-34.449000,C 1 1 1 1 1 1 1 1
22-56-34.450000,0] 0 0 55 0 0 53 0 0
22-56-34.450000,1] 0 0 0 0 0 0 0 0
22-56-34.451000,2] 0 0 0 0 0 0 0 0
22-56-34.452000,3] 0 0 0 0 0 0 0 0
22-56-34.452000,4] 64 0 44 0 0 44 0 0
22-56-34.453000,"5] 55 0 52 0 0 0 0""S 6. R: 62"""
22-56-34.454000,"S 5. R: 44"""
22-56-34.455000,"S 3. R: 58"""
22-56-34.456000,"S 4. R: 49"""
22-56-34.457000,"S 7. R: 47"""
22-56-34.460000,"S 1. R: 65"""
22-56-34.470000,"S 6. R: 62"""
22-56-34.475000,"S 5. R: 44"""
22-56-34.489000,C 1 0 1 1 2 2 1 0
22-56-34.489000,0] 0 0 55 0 0 0 55 0
22-56-34.490000,1] 0 0 0 0 0 0 0 0
22-56-34.490000,2] 0 0 0 0 0 0 0 0
22-56-34.491000,3] 0 0 0 0 0 0 44 0
22-56-34.491000,4] 0 0 44 0 0 44 0 0
22-56-34.492000,"5] 55 0 52 0 0 0 0""S 4. R: 50"""
22-56-34.493000,"S 7. R: 47"""
22-56-34.493000,"S 1. R: 64"""
22-56-34.503000,"S 6. R: 61"""
22-56-34.507000,"S 5. R: 44"""
22-56-34.509000,"S 3. R: 58"""
22-56-34.510000,"S 4. R: 49"""
22-56-34.528000,C 1 0 1 2 1 1 1 0
22-56-34.529000,0] 0 0 0 51 0 0 56 0
22-56-34.530000,1] 0 0 0 0 0 0 0 0
22-56-34.530000,2] 56 44 0 44 0 0 54 0
22-56-34.531000,3] 0 0 0 0 0 0 44 0
22-56-34.532000,4] 0 0 0 0 0 44 0 0
22-56-34.533000,"5] 55 0 51 0 0 ""S 7. R: 48"""
22-56-34.534000,"S 1. R: 65"""
22-56-34.535000,"S 5. R: 44"""
22-56-34.536000,"S 6. R: 60"""
22-56-34.541000,"S 3. R: 58"""
22-56-34.542000,"S 4. R: 49"""
22-56-34.555000,"S 7. R: 48"""
22-56-34.568000,C 1 0 1 1 1 1 2 0
22-56-34.569000,0] 0 0 0 0 0 0 0 0
22-56-34.569000,1] 0 0 0 0 0 0 0 0
22-56-34.570000,2] 56 0 0 44 0 0 55 0
22-56-34.572000,3] 0 44 0 0 0 0 44 0
22-56-34.573000,4] 0 0 0 0 0 0 0 0
22-56-34.574000,"5] 56 0 52 0 0 0 0""S 2. R: 47"""
22-56-34.575000,"S 5. R: 44"""
22-56-34.575000,"S 6. R: 58"""
22-56-34.576000,"S 4. R: 49"""
22-56-34.578000,"S 3. R: 58"""
22-56-34.583000,"S 7. R: 48"""
22-56-34.587000,"S 8. R: 48"""
22-56-34.592000,"S 1. R: 61"""
22-56-34.612000,C 1 1 1 1 1 1 1 1
22-56-34.613000,0] 0 0 0 0 67 0 0 0
22-56-34.615000,1] 51 0 0 0 44 0 0 0
22-56-34.615000,2] 56 44 0 44 0 0 55 0
22-56-34.616000,3] 0 0 0 0 0 0 0 0
22-56-34.616000,4] 0 0 0 0 0 44 0 0
22-56-34.617000,"5] 0 0 51 0 0 0""S 2. R: 47"""
22-56-34.618000,"S 5. R: 44"""
22-56-34.619000,"S 6. R: 57"""
22-56-34.620000,"S 3. R: 58"""
22-56-34.625000,"S 7. R: 48"""
22-56-34.625000,"S 1. R: 60"""
22-56-34.629000,"S 8. R: 48"""
22-56-34.630000,"S 2. R: 48"""
22-56-34.634000,"S 5. R: 44"""
22-56-34.635000,"S 6. R: 57"""
22-56-34.651000,C 1 2 1 0 2 2 1 1
22-56-34.652000,0] 0 0 0 0 65 55 0 0
22-56-34.653000,1] 51 0 0 0 44 44 0 0
22-56-34.654000,2] 0 0 0 0 0 0 0 0
22-56-34.654000,3] 0 0 0 0 0 0 0 0
22-56-34.655000,4] 65 44 0 0 0 44 0 0
22-56-34.656000,"5] 0 0 51 0 0 0""S 4. R: 49"""
22-56-34.657000,"S 3. R: 58"""
22-56-34.658000,"S 7. R: 48"""
22-56-34.660000,"S 6. R: 57"""
22-56-34.661000,"S 1. R: 60"""
22-56-34.662000,"S 8. R: 46"""
22-56-34.663000,"S 2. R: 47"""
22-56-34.667000,"S 5. R: 44"""
22-56-34.690000,C 1 1 1 1 1 1 1 1
22-56-34.691000,0] 0 0 55 0 0 55 56 0
22-56-34.692000,1] 0 0 0 0 0 44 0 0
22-56-34.693000,2] 0 0 0 44 0 0 54 58
22-56-34.694000,3] 0 0 0 0 0 0 44 0
22-56-34.694000,4] 0 44 0 0 0 44 0 0
22-56-34.695000,"5] 0 0 51 0 0""S 4. R: 49"""
22-56-34.696000,"S 3. R: 58"""
22-56-34.696000,"S 2. R: 47"""
22-56-34.698000,"S 7. R: 48"""
22-56-34.700000,"S 6. R: 58"""
22-56-34.709000,"S 4. R: 48"""
22-56-34.713000,"S 3. R: 58"""
22-56-34.726000,C 0 1 2 2 0 1 1 0
22-56-34.727000,0] 0 0 0 0 0 0 0 0
22-56-34.729000,1] 0 0 0 0 0 0 0 0
22-56-34.730000,2] 0 0 0 44 0 0 54 0
22-56-34.731000,3] 0 0 0 0 0 0 44 0
22-56-34.732000,4] 0 0 0 0 0 0 0 0
22-56-34.733000,"5] 56 0 51 0 0 0 0 0""S 7. R: 48"""
22-56-34.735000,"S 5. R: 44"""
22-56-34.735000,"S 6. R: 59"""
22-56-34.742000,"S 4. R: 48"""
22-56-34.746000,"S 3. R: 58"""
22-56-34.748000,"S 2. R: 47"""
22-56-34.768000,C 0 1 1 1 1 1 1 0
22-56-34.769000,0] 0 0 0 0 0 0 0 0
22-56-34.769000,1] 0 0 0 0 0 44 0 0
22-56-34.770000,2] 0 0 0 44 0 0 54 0
22-56-34.770000,3] 0 0 0 0 0 0 44 0
22-56-34.771000,4] 0 44 0 0 0 44 0 0
22-56-34.773000,"5] 56 0 51 0 0 0 ""S 1. R: 58"""
22-56-34.774000,"S 5. R: 44"""
22-56-34.775000,"S 6. R: 60"""
22-56-34.775000,"S 3. R: 59"""
22-56-34.776000,"S 4. R: 48"""
22-56-34.782000,"S 2. R: 47"""
22-56-34.783000,"S 7. R: 47"""
22-56-34.787000,"S 8. R: 53"""
22-56-34.791000,"S 1. R: 58"""
22-56-34.794000,"S 5. R: 44"""
22-56-34.808000,C 2 1 1 1 2 1 1 1
22-56-34.809000,0] 0 0 0 0 0 0 0 0
22-56-34.810000,1] 0 0 0 0 0 44 0 0
22-56-34.811000,2] 0 0 0 0 0 0 0 0
22-56-34.812000,3] 51 0 0 0 0 0 44 0
22-56-34.813000,4] 0 44 0 0 0 44 0 0
22-56-34.814000,"5] 0 0 51 0 0 0 0 ""S 6. R: 62"""
22-56-34.815000,"S 3. R: 59"""
22-56-34.816000,"S 4. R: 48"""
22-56-34.816000,"S 2. R: 46"""
22-56-34.825000,"S 7. R: 47"""
22-56-34.825000,"S 5. R: 44"""
22-56-34.829000,"S 8. R: 57"""
22-56-34.830000,"S 6. R: 63"""
22-56-34.848000,C 0 1 1 1 1 2 1 1
22-56-34.849000,0] 0 0 0 0 0 0 0 0
22-56-34.850000,1] 0 0 0 0 0 44 0 0
22-56-34.851000,2] 0 0 0 0 0 0 0 0
22-56-34.851000,3] 51 0 0 0 0 0 44 0
22-56-34.852000,4] 0 44 0 0 0 44 0 0
22-56-34.854000,"5] 0 0 51 0 0 0 0 ""S 1. R: 58"""
22-56-34.854000,"S 3. R: 60"""
22-56-34.855000,"S 2. R: 46"""
22-56-34.856000,"S 4. R: 48"""
22-56-34.857000,"S 5. R: 44"""
22-56-34.857000,"S 7. R: 48"""
22-56-34.861000,"S 6. R: 64"""
22-56-34.862000,"S 8. R: 54"""
22-56-34.889000,C 1 1 1 1 1 1 1 1
22-56-34.890000,0] 0 0 0 0 0 0 0 0
22-56-34.891000,1] 0 0 0 44 0 0 44 44
22-56-34.894000,2] 0 0 0 0 0 0 0 0
22-56-34.894000,3] 0 0 0 0 0 0 44 0
22-56-34.895000,4] 58 44 0 0 0 44 0 0
22-56-34.897000,"5] 0 44 50 0 0 0""S 2. R: 46"""
22-56-34.897000,"S 4. R: 48"""
22-56-34.899000,"S 7. R: 47"""
22-56-34.900000,"S 6. R: 65"""
22-56-34.901000,"S 8. R: 52"""
22-56-34.902000,"S 5. R: 44"""
22-56-34.909000,"S 2. R: 46"""
22-56-34.910000,"S 4. R: 48"""
22-56-34.929000,C 0 2 0 2 1 1 1 1
22-56-34.930000,0] 0 0 0 0 0 0 0 0
22-56-34.931000,1] 0 0 0 44 0 0 44 44
22-56-34.931000,2] 0 0 0 0 0 0 0 0
22-56-34.932000,3] 0 0 0 0 0 0 44 0
22-56-34.933000,4] 0 0 0 0 0 44 0 0
22-56-34.934000,"5] 0 44 0 0 0 0 0 ""S 6. R: 64"""
22-56-34.935000,"S 5. R: 44"""
22-56-34.935000,"S 4. R: 48"""
22-56-34.942000,"S 2. R: 46"""
22-56-34.944000,"S 7. R: 47"""
22-56-34.947000,"S 8. R: 52"""
22-56-34.968000,C 0 1 0 1 1 1 1 1
22-56-34.969000,0] 0 0 0 0 0 0 0 0
22-56-34.970000,1] 0 0 44 44 0 0 0 0
22-56-34.970000,2] 0 0 0 0 0 0 0 0
22-56-34.971000,3] 0 0 0 0 0 0 0 0
22-56-34.972000,4] 0 0 0 0 0 44 0 0
22-56-34.973000,"5] 0 44 51 0 0 0 0 0""S 6. R: 64"""
22-56-34.974000,"S 1. R: 60"""
22-56-34.974000,"S 5. R: 44"""
22-56-34.975000,"S 2. R: 46"""
22-56-34.976000,"S 3. R: 60"""
22-56-34.977000,"S 4. R: 48"""
22-56-34.984000,"S 7. R: 47"""
22-56-34.988000,"S 8. R: 51"""
22-56-34.991000,"S 6. R: 63"""
22-56-34.992000,"S 1. R: 60"""
22-56-34.994000,"S 5. R: 44"""
22-56-35.009000,C 2 1 1 1 2 2 1 1
22-56-35.011000,0] 0 0 0 0 0 0 0 0
22-56-35.012000,1] 0 0 0 0 0 0 0 0
22-56-35.013000,2] 0 0 0 0 0 0 0 0
22-56-35.014000,3] 51 0 0 0 0 0 44 0
22-56-35.015000,4] 0 0 0 0 0 44 0 0
22-56-35.016000,"5] 0 44 51 0 0 0 0 0""S 3. R: 60"""
22-56-35.016000,"S 4. R: 48"""
22-56-35.017000,"S 7. R: 47"""
22-56-35.020000,"S 8. R: 51"""
22-56-35.024000,"S 6. R: 63"""
22-56-35.027000,"S 5. R: 44"""
22-56-35.029000,"S 2. R: 46"""
22-56-35.033000,"S 3. R: 60"""
22-56-35.051000,C 0 1 2 1 1 1 1 1
22-56-35.052000,0] 0 0 0 0 0 0 0 0
22-56-35.053000,1] 0 0 44 44 0 0 44 46
22-56-35.054000,2] 0 0 0 44 0 0 53 64
22-56-35.055000,3] 0 0 0 0 0 0 44 0
22-56-35.056000,4] 0 0 0 0 0 44 0 0
22-56-35.057000,"5] 0 44 51 0 0""S 4. R: 48"""
22-56-35.058000,"S 1. R: 60"""
22-56-35.059000,"S 7. R: 47"""
22-56-35.060000,"S 8. R: 49"""
22-56-35.060000,"S 5. R: 44"""
22-56-35.063000,"S 6. R: 64"""
22-56-35.063000,"S 2. R: 46"""
22-56-35.067000,"S 3. R: 60"""
22-56-35.069000,"S 4. R: 48"""
22-56-35.072000,"S 1. R: 61"""
22-56-35.090000,C 2 1 1 2 1 1 1 1
22-56-35.091000,0] 0 0 0 0 0 58 0 0
22-56-35.092000,1] 0 0 44 44 0 0 44 46
22-56-35.092000,2] 0 0 0 44 0 0 53 0
22-56-35.093000,3] 0 0 0 0 0 0 44 0
22-56-35.095000,4] 57 0 0 0 0 0 0 0
22-56-35.096000,"5] 0 44 50 0 0""S 7. R: 47"""
22-56-35.097000,"S 8. R: 48"""
22-56-35.098000,"S 6. R: 64"""
22-56-35.098000,"S 2. R: 46"""
22-56-35.100000,"S 5. R: 44"""
22-56-35.101000,"S 3. R: 60"""
22-56-35.102000,"S 4. R: 48"""
22-56-35.129000,C 0 1 1 1 1 1 1 1
22-56-35.129000,0] 0 0 0 0 0 0 0 0
22-56-35.130000,1] 0 0 44 44 0 0 44 44
22-56-35.131000,2] 0 0 0 44 0 0 53 0
22-56-35.132000,3] 0 0 44 0 0 0 44 0
22-56-35.135000,4] 57 0 0 0 0 44 0 0
22-56-35.136000,"5] 0 0 0 0 0 ""S 6. R: 65"""
22-56-35.137000,"S 3. R: 60"""
22-56-35.139000,"S 5. R: 44"""
22-56-35.139000,"S 4. R: 49"""
22-56-35.140000,"S 1. R: 61"""
22-56-35.143000,"S 7. R: 47"""
22-56-35.148000,"S 8. R: 48"""
22-56-35.170000,C 1 0 1 1 1 1 1 1
22-56-35.171000,0] 0 0 55 50 0 0 54 0
22-56-35.172000,1] 0 0 0 0 0 0 0 0
22-56-35.174000,2] 0 44 0 0 0 0 0 0
22-56-35.175000,3] 0 0 0 0 0 0 0 0
22-56-35.176000,4] 0 0 0 0 0 44 0 0
22-56-35.177000,"5] 58 0 0 0 0 0 0 ""S 6. R: 64"""
22-56-35.178000,"S 3. R: 60"""
22-56-35.180000,"S 5. R: 44"""
22-56-35.181000,"S 4. R: 49"""
22-56-35.182000,"S 1. R: 62"""
22-56-35.183000,"S 7. R: 47"""
22-56-35.183000,"S 8. R: 47"""
22-56-35.188000,"S 2. R: 46"""
22-56-35.190000,"S 6. R: 64"""
22-56-35.192000,"S 3. R: 60"""
22-56-35.195000,"S 5. R: 44"""
22-56-35.209000,C 1 1 2 1 2 2 1 1
22-56-35.210000,0] 0 0 0 0 0 0 0 0
22-56-35.211000,1] 0 0 0 0 0 0 0 0
22-56-35.212000,2] 0 0 0 0 0 0 0 0
22-56-35.213000,3] 0 44 44 0 0 0 44 0
22-56-35.214000,4] 0 0 0 0 0 44 0 0
22-56-35.215000,"5] 58 0 0 0 0 0 0 5""S 4. R: 49"""
22-56-35.216000,"S 1. R: 62"""
22-56-35.217000,"S 7. R: 47"""
22-56-35.218000,"S 8. R: 46"""
22-56-35.219000,"S 6. R: 65"""
22-56-35.225000,"S 3. R: 60"""
22-56-35.226000,"S 5. R: 44"""
22-56-35.229000,"S 4. R: 49"""
22-56-35.250000,C 1 0 1 2 1 1 1 1
22-56-35.251000,0] 0 0 0 0 0 0 0 0
22-56-35.251000,1] 0 0 0 0 0 0 0 0
22-56-35.252000,2] 0 0 0 0 0 0 0 0
22-56-35.253000,3] 50 44 44 0 0 0 44 0
22-56-35.254000,4] 0 0 0 0 0 44 0 0
22-56-35.255000,"5] 0 0 0 0 0 0 0 5""S 1. R: 62"""
22-56-35.255000,"S 7. R: 47"""
22-56-35.256000,"S 8. R: 45"""
22-56-35.257000,"S 6. R: 64"""
22-56-35.259000,"S 2. R: 46"""
22-56-35.261000,"S 5. R: 44"""
22-56-35.261000,"S 3. R: 60"""
22-56-35.262000,"S 4. R: 49"""
22-56-35.270000,"S 1. R: 62"""
22-56-35.275000,"S 7. R: 47"""
22-56-35.293000,C 2 1 1 1 1 1 2 1
22-56-35.294000,0] 0 0 0 0 0 0 0 0
22-56-35.295000,1] 52 0 44 0 0 0 0 0
22-56-35.295000,2] 55 0 0 0 44 0 0 0
22-56-35.297000,3] 50 44 44 0 0 0 44 0
22-56-35.298000,4] 0 0 0 0 0 44 0 0
22-56-35.300000,"5] 0 0 0 0 0 0""S 8. R: 46"""
22-56-35.300000,"S 1. R: 62"""
22-56-35.301000,"S 2. R: 46"""
22-56-35.301000,"S 6. R: 62"""
22-56-35.303000,"S 3. R: 60"""
22-56-35.304000,"S 5. R: 44"""
22-56-35.305000,"S 4. R: 49"""
22-56-35.305000,"S 7. R: 47"""
22-56-35.311000,"S 8. R: 48"""
22-56-35.313000,"S 1. R: 62"""
22-56-35.329000,C 2 1 1 1 1 1 1 2
22-56-35.331000,0] 0 0 0 0 57 0 0 0
22-56-35.332000,1] 0 0 0 0 0 0 0 0
22-56-35.333000,2] 0 0 0 0 0 0 0 0
22-56-35.334000,3] 0 0 0 0 0 0 0 0
22-56-35.336000,4] 0 0 0 0 0 44 0 0
22-56-35.337000,5] 0 0 0 0 0 0 0 48
22-56-35.337000,"S 6. R: 61"""
22-56-35.338000,"S 5. R: 44"""
22-56-35.339000,"S 3. R: 60"""
22-56-35.340000,"S 4. R: 50"""
22-56-35.344000,"S 7. R: 47"""
22-56-35.345000,"S 1. R: 62"""
22-56-35.348000,"S 8. R: 51"""
22-56-35.349000,"S 2. R: 46"""
22-56-35.350000,"S 6. R: 60"""
22-56-35.354000,"S 5. R: 44"""
22-56-35.370000,C 1 1 1 1 2 2 1 1
22-56-35.371000,0] 0 0 0 0 0 56 0 0
22-56-35.371000,1] 51 0 0 0 44 0 0 0
22-56-35.372000,2] 0 0 0 0 44 0 0 0
22-56-35.373000,3] 0 0 0 0 0 0 0 0
22-56-35.373000,4] 57 0 0 0 0 44 0 0
22-56-35.375000,"5] 0 0 0 0 0 0 0 ""S 3. R: 60"""
22-56-35.376000,"S 4. R: 50"""
22-56-35.376000,"S 7. R: 47"""
22-56-35.380000,"S 8. R: 58"""
22-56-35.382000,"S 2. R: 46"""
22-56-35.387000,"S 5. R: 44"""
22-56-35.393000,"S 3. R: 60"""
22-56-35.409000,C 0 1 2 1 1 0 1 1
22-56-35.409000,0] 0 0 0 0 0 0 0 0
22-56-35.410000,1] 0 0 0 0 0 44 0 0
22-56-35.411000,2] 0 45 0 0 44 0 0 0
22-56-35.412000,3] 0 0 0 0 0 0 0 0
22-56-35.413000,4] 0 44 0 0 0 0 0 0
22-56-35.415000,"5] 0 0 0 0 0 0 0 0""S 2. R: 46"""
22-56-35.415000,"S 7. R: 47"""
22-56-35.416000,"S 5. R: 44"""
22-56-35.426000,"S 3. R: 60"""
22-56-35.430000,"S 4. R: 50"""
22-56-35.449000,C 0 1 1 1 1 0 1 0
22-56-35.449000,0] 0 0 0 0 0 0 0 0
22-56-35.450000,1] 0 0 0 0 0 0 0 0
22-56-35.451000,2] 0 0 0 0 44 0 0 0
22-56-35.452000,3] 0 0 44 0 0 0 44 0
22-56-35.452000,4] 0 44 0 0 0 44 0 0
22-56-35.454000,"5] 0 0 0 0 0 0 0 0""S 7. R: 47"""
22-56-35.455000,"S 6. R: 60"""
22-56-35.456000,"S 1. R: 62"""
22-56-35.457000,"S 8. R: 46"""
22-56-35.457000,"S 5. R: 44"""
22-56-35.460000,"S 3. R: 60"""
22-56-35.463000,"S 4. R: 50"""
22-56-35.469000,"S 2. R: 46"""
22-56-35.474000,"S 7. R: 48"""
22-56-35.490000,C 1 1 1 1 1 1 2 1
22-56-35.490000,0] 0 0 0 0 0 0 0 0
22-56-35.491000,1] 52 0 0 44 0 44 0 0
22-56-35.492000,2] 0 44 0 0 44 0 0 0
22-56-35.493000,3] 0 0 44 0 0 0 44 0
22-56-35.494000,4] 0 0 0 0 0 44 0 0
22-56-35.495000,"5] 56 44 0 0 0 ""S 6. R: 61"""
22-56-35.495000,"S 1. R: 62"""
22-56-35.496000,"S 5. R: 44"""
22-56-35.497000,"S 4. R: 50"""
22-56-35.506000,"S 8. R: 45"""
22-56-35.509000,"S 6. R: 60"""
22-56-35.513000,"S 5. R: 44"""
22-56-35.527000,C 1 0 0 1 2 2 0 1
22-56-35.528000,0] 0 0 0 0 0 0 0 0
22-56-35.528000,1] 0 0 0 0 0 0 0 0
22-56-35.529000,2] 0 0 0 0 0 0 0 0
22-56-35.530000,3] 0 0 0 0 0 0 0 0
22-56-35.533000,4] 0 0 0 0 0 44 0 0
22-56-35.533000,5] 0 0 0 0 0 0 0 47
22-56-35.542000,"""S 6. R: 60"""
22-56-35.546000,"S 5. R: 44"""
22-56-35.547000,"S 8. R: 45"""
22-56-35.553000,"S 3. R: 60"""
22-56-35.565000,C 0 0 1 0 1 1 0 1
22-56-35.566000,0] 0 0 0 0 0 0 0 0
22-56-35.566000,1] 0 0 0 0 0 0 0 0
22-56-35.567000,2] 0 0 0 0 44 0 0 0
22-56-35.569000,3] 0 0 44 0 0 0 0 0
22-56-35.570000,4] 0 0 0 0 0 44 0 0
22-56-35.571000,5] 0 0 0 0 0 0 0 0
22-56-35.571000,"S 4. R: 50"""
22-56-35.572000,"S 1. R: 62"""
22-56-35.578000,"S 5. R: 44"""
22-56-35.580000,"S 6. R: 60"""
22-56-35.582000,"S 8. R: 44"""
22-56-35.586000,"S 3. R: 61"""
22-56-35.588000,"S 4. R: 50"""
22-56-35.593000,"S 1. R: 61"""
22-56-35.608000,C 2 0 1 2 1 1 0 1
22-56-35.609000,0] 0 0 55 0 0 0 0 46
22-56-35.611000,1] 0 0 0 0 0 0 0 0
22-56-35.612000,2] 0 0 0 0 44 0 0 0
22-56-35.613000,3] 0 0 44 0 0 0 0 0
22-56-35.614000,4] 59 0 0 0 0 0 0 0
22-56-35.615000,"5] 0 0 0 0 0 0 0 4""S 8. R: 44"""
22-56-35.616000,"S 5. R: 44"""
22-56-35.618000,"S 3. R: 61"""
22-56-35.621000,"S 6. R: 60"""
22-56-35.622000,"S 4. R: 50"""
22-56-35.625000,"S 1. R: 62"""
22-56-35.648000,C 1 0 1 1 1 1 0 1
22-56-35.649000,0] 0 0 55 0 0 0 0 0
22-56-35.649000,1] 0 0 0 0 0 0 0 0
22-56-35.650000,2] 0 0 0 0 44 0 0 0
22-56-35.652000,3] 51 0 44 0 0 0 0 0
22-56-35.652000,4] 0 0 0 0 0 44 0 0
22-56-35.654000,"5] 0 0 0 0 0 0 0 4""S 8. R: 44"""
22-56-35.654000,"S 3. R: 61"""
22-56-35.655000,"S 6. R: 60"""
22-56-35.656000,"S 4. R: 50"""
22-56-35.657000,"S 5. R: 44"""
22-56-35.660000,"S 1. R: 61"""
22-56-35.687000,C 1 0 1 1 1 1 0 1
22-56-35.688000,0] 0 0 55 0 60 0 0 0
22-56-35.689000,1] 0 0 0 0 0 0 0 0
22-56-35.689000,2] 0 0 0 0 0 0 0 0
22-56-35.690000,3] 51 0 44 0 0 0 0 0
22-56-35.691000,4] 0 0 0 0 0 44 0 0
22-56-35.693000,"5] 0 0 0 44 0 0 0 ""S 3. R: 62"""
22-56-35.693000,"S 2. R: 46"""
22-56-35.694000,"S 6. R: 60"""
22-56-35.694000,"S 4. R: 50"""
22-56-35.695000,"S 1. R: 61"""
22-56-35.704000,"S 7. R: 48"""
22-56-35.707000,"S 8. R: 46"""
22-56-35.713000,"S 3. R: 62"""
22-56-35.731000,C 1 1 2 1 0 1 1 1
22-56-35.732000,0] 0 0 0 0 0 55 0 0
22-56-35.733000,1] 52 0 0 0 44 0 0 0
22-56-35.734000,2] 56 0 0 0 44 0 0 0
22-56-35.735000,3] 51 44 44 0 0 0 0 0
22-56-35.736000,4] 61 0 0 0 0 0 0 0
22-56-35.737000,"5] 0 0 0 0 0 0""S 2. R: 46"""
22-56-35.738000,"S 5. R: 44"""
22-56-35.739000,"S 4. R: 50"""
22-56-35.740000,"S 1. R: 61"""
22-56-35.740000,"S 7. R: 48"""
22-56-35.742000,"S 6. R: 60"""
22-56-35.743000,"S 8. R: 46"""
22-56-35.746000,"S 3. R: 62"""
22-56-35.750000,"S 2. R: 46"""
22-56-35.756000,"S 5. R: 44"""
22-56-35.774000,C 1 2 1 1 2 1 1 1
22-56-35.776000,0] 0 0 0 0 0 0 0 0
22-56-35.777000,1] 52 0 0 0 44 44 0 0
22-56-35.777000,2] 56 44 0 0 44 0 0 0
22-56-35.778000,3] 0 0 44 0 0 0 44 0
22-56-35.779000,4] 61 44 0 0 0 44 0 0
22-56-35.779000,"5] 0 0 0 44 ""S 4. R: 50"""
22-56-35.780000,"S 1. R: 61"""
22-56-35.780000,"S 2. R: 46"""
22-56-35.781000,"S 7. R: 48"""
22-56-35.781000,"S 8. R: 45"""
22-56-35.782000,"S 5. R: 44"""
22-56-35.786000,"S 3. R: 62"""
22-56-35.787000,"S 6. R: 60"""
22-56-35.789000,"S 4. R: 50"""
22-56-35.793000,"S 1. R: 61"""
22-56-35.811000,C 2 1 1 2 1 1 1 1
22-56-35.811000,0] 0 0 0 51 0 0 0 0
22-56-35.812000,1] 53 0 0 0 0 44 0 0
22-56-35.813000,2] 55 44 0 0 44 0 0 0
22-56-35.814000,3] 0 0 44 0 0 0 44 0
22-56-35.815000,4] 0 0 0 0 0 0 0 0
22-56-35.816000,"5] 0 0 0 0 0 0 ""S 2. R: 46"""
22-56-35.816000,"S 7. R: 48"""
22-56-35.816000,"S 8. R: 45"""
22-56-35.817000,"S 3. R: 62"""
22-56-35.818000,"S 5. R: 44"""
22-56-35.819000,"S 6. R: 60"""
22-56-35.821000,"S 4. R: 50"""
22-56-35.825000,"S 1. R: 61"""
22-56-35.829000,"S 2. R: 46"""
22-56-35.835000,"S 7. R: 48"""
22-56-35.853000,C 1 2 1 1 1 1 2 1
22-56-35.855000,0] 0 0 0 51 0 0 54 48
22-56-35.855000,1] 52 0 0 44 0 0 44 45
22-56-35.856000,2] 0 0 0 0 44 0 0 0
22-56-35.856000,3] 0 0 44 0 0 0 44 0
22-56-35.857000,4] 0 0 0 0 0 44 0 0
22-56-35.858000,"5] 56 44 0 4""S 8. R: 44"""
22-56-35.859000,"S 3. R: 62"""
22-56-35.859000,"S 5. R: 44"""
22-56-35.860000,"S 6. R: 60"""
22-56-35.861000,"S 4. R: 50"""
22-56-35.864000,"S 1. R: 60"""
22-56-35.864000,"S 2. R: 46"""
22-56-35.867000,"S 7. R: 48"""
22-56-35.871000,"S 8. R: 44"""
22-56-35.873000,"S 3. R: 62"""
22-56-35.891000,C 1 1 2 1 1 1 1 2
22-56-35.892000,0] 0 0 0 51 0 0 54 45
22-56-35.893000,1] 52 0 0 44 0 0 44 45
22-56-35.894000,2] 0 0 0 0 44 49 0 0
22-56-35.896000,3] 0 0 0 0 0 0 0 0
22-56-35.897000,4] 0 0 0 0 0 0 0 0
22-56-35.898000,"5] 56 44 0 44 ""S 6. R: 59"""
22-56-35.898000,"S 2. R: 46"""
22-56-35.899000,"S 4. R: 50"""
22-56-35.900000,"S 1. R: 60"""
22-56-35.904000,"S 7. R: 48"""
22-56-35.906000,"S 5. R: 44"""
22-56-35.908000,"S 8. R: 44"""
22-56-35.911000,"S 6. R: 59"""
22-56-35.930000,C 1 1 0 1 1 2 1 1
22-56-35.932000,0] 0 0 0 0 0 0 0 0
22-56-35.933000,1] 52 0 44 44 0 0 0 0
22-56-35.934000,2] 0 0 0 0 0 0 0 0
22-56-35.934000,3] 0 0 0 0 0 0 0 0
22-56-35.935000,4] 0 0 0 0 0 44 0 0
22-56-35.936000,"5] 0 44 0 44 0 0 44""S 2. R: 46"""
22-56-35.937000,"S 4. R: 50"""
22-56-35.938000,"S 1. R: 60"""
22-56-35.938000,"S 7. R: 48"""
22-56-35.939000,"S 3. R: 61"""
22-56-35.944000,"S 6. R: 59"""
22-56-35.944000,"S 8. R: 44"""
22-56-35.950000,"S 2. R: 46"""
22-56-35.969000,C 1 2 1 1 0 1 1 1
22-56-35.970000,0] 0 0 0 0 0 0 0 0
22-56-35.971000,1] 53 0 44 0 0 0 0 0
22-56-35.972000,2] 0 0 0 0 0 49 0 0
22-56-35.974000,3] 0 0 0 0 0 0 0 0
22-56-35.974000,4] 0 0 0 0 0 0 0 0
22-56-35.975000,"5] 0 0 0 44 0 0 44 0""S 1. R: 60"""
22-56-35.975000,"S 3. R: 61"""
22-56-35.976000,"S 7. R: 48"""
22-56-35.977000,"S 8. R: 44"""
