09-46-23.294000,------------------------------------ 
09-46-32.715000,[R]: 10 
09-46-32.717000,[R]: 1 
09-46-32.722000,[R]: 10 
09-46-32.725000,[R]: 2 
09-46-32.726000,[R]: 50 
09-46-32.729000,[R]: 10 
09-46-32.740000,[R]: 1 
09-46-32.741000,[R]: 20 
09-46-32.741000,[R]: 10 
09-46-32.743000,[R]: 1 
09-46-32.744000,[R]: 20 
09-46-32.745000,[R]: 10 
09-46-32.746000,[R]: 1 
09-46-32.751000,[R]: 10 
09-46-32.754000,[R]: 2 
09-46-32.755000,[R]: 50 
09-46-32.758000,[R]: 10 
09-46-32.761000,[R]: 1 
09-46-32.762000,[R]: 20 
09-46-32.765000,[R]: 10 
09-46-32.768000,[R]: 1 
09-46-32.773000,[R]: 20 
09-46-32.774000,[R]: 10 
09-46-32.775000,[R]: 1 
09-46-32.780000,[R]: 10 
09-46-32.783000,[R]: 2 
09-46-32.784000,[R]: 50 
09-46-32.787000,[R]: 10 
09-46-32.792000,[R]: 1 
09-46-32.795000,[R]: 20 
09-46-32.795000,[R]: 10 
09-46-32.799000,[R]: 1 
09-46-32.802000,[R]: 10 
09-46-32.805000,[R]: 2 
09-46-32.806000,[R]: 50 
09-46-32.809000,[R]: 10 
09-46-32.812000,[R]: 1 
09-46-32.815000,[R]: 20 
09-46-32.818000,[R]: 10 
09-46-32.818000,[R]: 1 
09-46-32.822000,[R]: 20 
09-46-32.824000,[R]: 10 
09-46-32.827000,[R]: 1 
09-46-32.831000,[R]: 10 
09-46-32.836000,[R]: 2 
09-46-32.837000,[R]: 50 
09-46-32.838000,[R]: 10 
09-46-32.840000,[R]: 1 
09-46-32.842000,[R]: 20 
09-46-32.845000,[R]: 10 
09-46-32.848000,[R]: 1 
09-46-32.853000,[R]: 20 
09-46-32.854000,[R]: 10 
09-46-32.855000,[R]: 10 
09-46-32.857000,[R]: 1 
09-46-32.860000,[R]: 10 
09-46-32.864000,[R]: 2 
09-46-32.865000,[R]: 50 
09-46-32.867000,[R]: 10 
09-46-32.870000,[R]: 1 
09-46-32.872000,[R]: 20 
09-46-32.875000,[R]: 10 
09-46-32.877000,[R]: 1 
09-46-32.882000,[R]: 10 
09-46-32.888000,[R]: 2 
09-46-32.889000,[R]: 50 
09-46-32.890000,[R]: 10 
09-46-32.892000,[R]: 1 
09-46-32.901000,[R]: 20 
09-46-32.901000,[R]: 10 
09-46-32.902000,[R]: 1 
09-46-32.903000,[R]: 20 
09-46-32.904000,[R]: 10 
09-46-32.908000,[R]: 1 
09-46-32.922000,[R]: 10 
09-46-32.923000,[R]: 2 
09-46-32.927000,[R]: 50 
09-46-32.928000,[R]: 10 
09-46-32.929000,[R]: 1 
09-46-32.929000,[R]: 20 
09-46-32.937000,[R]: 10 
09-46-32.937000,[R]: 1 
09-46-32.938000,[R]: 20 
09-46-32.938000,[R]: 10 
09-46-32.939000,[R]: 1 
09-46-32.941000,[R]: 10 
09-46-32.944000,[R]: 2 
09-46-32.957000,[R]: 50 
09-46-32.958000,[R]: 10 
09-46-32.959000,[R]: 1 
09-46-32.961000,[R]: 20 
09-46-32.961000,[R]: 10 
09-46-32.962000,[R]: 1 
09-46-32.963000,[R]: 10 
09-46-32.966000,[R]: 2 
09-46-32.968000,[R]: 50 
09-46-32.970000,[R]: 10 
09-46-32.973000,[R]: 1 
09-46-32.973000,[R]: 20 
09-46-32.977000,[R]: 10 
09-46-32.979000,[R]: 1 
09-46-32.983000,[R]: 20 
09-46-32.984000,[R]: 10 
09-46-32.988000,[R]: 1 
09-46-32.992000,[R]: 10 
09-46-32.995000,[R]: 2 
09-46-32.997000,[R]: 50 
09-46-32.999000,[R]: 10 
09-46-33.001000,[R]: 1 
09-46-33.003000,[R]: 20 
09-46-33.006000,[R]: 10 
09-46-33.008000,[R]: 1 
09-46-33.014000,[R]: 20 
09-46-33.015000,[R]: 10 
09-46-33.016000,[R]: 1 
09-46-33.021000,[R]: 10 
09-46-33.024000,[R]: 2 
09-46-33.031000,[R]: 50 
09-46-33.032000,[R]: 10 
09-46-33.032000,[R]: 1 
09-46-33.035000,[R]: 20 
09-46-33.036000,[R]: 10 
09-46-33.038000,[R]: 1 
09-46-33.043000,[R]: 10 
09-46-33.046000,[R]: 2 
09-46-33.047000,[R]: 50 
09-46-33.049000,[R]: 10 
09-46-33.052000,[R]: 1 
09-46-33.052000,[R]: 20 
09-46-33.056000,[R]: 10 
09-46-33.069000,[R]: 1 
09-46-33.069000,[R]: 20 
09-46-33.072000,[R]: 10 
09-46-33.073000,[R]: 1 
09-46-33.074000,[R]: 10 
09-46-33.074000,[R]: 2 
09-46-33.076000,[R]: 50 
09-46-33.083000,[R]: 10 
09-46-33.084000,[R]: 1 
09-46-33.085000,[R]: 20 
09-46-33.085000,[R]: 10 
09-46-33.088000,[R]: 1 
09-46-33.093000,[R]: 20 
09-46-33.094000,[R]: 10 
09-46-33.095000,[R]: 1 
09-46-33.101000,[R]: 10 
09-46-33.103000,[R]: 2 
09-46-33.104000,[R]: 50 
09-46-33.107000,[R]: 10 
09-46-33.110000,[R]: 1 
09-46-33.120000,[R]: 20 
09-46-33.121000,[R]: 10 
09-46-33.121000,[R]: 1 
09-46-33.122000,[R]: 10 
09-46-33.125000,[R]: 2 
09-46-33.127000,[R]: 50 
09-46-33.129000,[R]: 10 
09-46-33.133000,[R]: 1 
09-46-33.136000,[R]: 20 
09-46-33.136000,[R]: 10 
09-46-33.139000,[R]: 1 
09-46-33.143000,[R]: 20 
09-46-33.147000,[R]: 10 
09-46-33.147000,[R]: 1 
09-46-33.151000,[R]: 10 
09-46-33.154000,[R]: 2 
09-46-33.155000,[R]: 50 
09-46-33.158000,[R]: 10 
09-46-33.160000,[R]: 1 
09-46-33.162000,[R]: 20 
09-46-33.165000,[R]: 10 
09-46-33.168000,[R]: 1 
09-46-33.173000,[R]: 20 
09-46-33.177000,[R]: 10 
09-46-33.177000,[R]: 1 
09-46-33.180000,[R]: 10 
09-46-33.183000,[R]: 2 
09-46-33.184000,[R]: 50 
09-46-33.187000,[R]: 10 
09-46-33.193000,[R]: 1 
09-46-33.193000,[R]: 20 
09-46-33.197000,[R]: 10 
09-46-33.198000,[R]: 1 
09-46-33.202000,[R]: 10 
09-46-33.205000,[R]: 2 
09-46-33.206000,[R]: 50 
09-46-33.209000,[R]: 10 
09-46-33.213000,[R]: 1 
09-46-33.214000,[R]: 20 
09-46-33.216000,[R]: 10 
09-46-33.219000,[R]: 1 
09-46-33.223000,[R]: 20 
09-46-33.225000,[R]: 10 
09-46-33.227000,[R]: 1 
09-46-33.231000,[R]: 10 
09-46-33.234000,[R]: 2 
09-46-33.235000,[R]: 50 
09-46-33.239000,[R]: 10 
09-46-33.240000,[R]: 1 
09-46-33.245000,[R]: 20 
09-46-33.245000,[R]: 10 
09-46-33.254000,[R]: 1 
09-46-33.255000,[R]: 20 
09-46-33.256000,[R]: 10 
09-46-33.256000,[R]: 1 
09-46-33.261000,[R]: 10 
09-46-33.265000,[R]: 2 
09-46-33.265000,[R]: 50 
09-46-33.268000,[R]: 10 
09-46-33.270000,[R]: 1 
09-46-33.273000,[R]: 20 
09-46-33.275000,[R]: 10 
09-46-33.277000,[R]: 1 
09-46-33.283000,[R]: 10 
09-46-33.286000,[R]: 2 
09-46-33.286000,[R]: 50 
09-46-33.292000,[R]: 10 
09-46-33.294000,[R]: 1 
09-46-33.295000,[R]: 20 
09-46-33.300000,[R]: 10 
09-46-33.300000,[R]: 1 
09-46-33.303000,[R]: 20 
09-46-33.304000,[R]: 10 
09-46-33.306000,[R]: 1 
09-46-33.312000,[R]: 10 
09-46-33.316000,[R]: 2 
09-46-33.316000,[R]: 50 
09-46-33.319000,[R]: 10 
09-46-33.323000,[R]: 1 
09-46-33.328000,[R]: 20 
09-46-33.330000,[R]: 10 
09-46-33.333000,[R]: 1 
09-46-33.340000,[R]: 20 
09-46-33.351000,[R]: 10 
09-46-33.358000,[R]: 1 
09-46-33.359000,[R]: 10 
09-46-33.366000,[R]: 2 
09-46-33.367000,[R]: 50 
09-46-33.367000,[R]: 10 
09-46-33.368000,[R]: 1 
09-46-33.368000,[R]: 20 
09-46-33.369000,[R]: 10 
09-46-33.369000,[R]: 1 
09-46-33.370000,[R]: 10 
09-46-33.370000,[R]: 2 
09-46-33.371000,[R]: 50 
09-46-33.371000,[R]: 10 
09-46-33.373000,[R]: 1 
09-46-33.373000,[R]: 20 
09-46-33.377000,[R]: 10 
09-46-33.379000,[R]: 1 
09-46-33.386000,[R]: 20 
09-46-33.392000,[R]: 10 
09-46-33.393000,[R]: 1 
09-46-33.397000,[R]: 10 
09-46-33.398000,[R]: 2 
09-46-33.399000,[R]: 50 
09-46-33.399000,[R]: 10 
09-46-33.402000,[R]: 1 
09-46-33.403000,[R]: 20 
09-46-33.406000,[R]: 10 
09-46-33.411000,[R]: 1 
09-46-33.431000,[R]: 20 
09-46-33.432000,[R]: 10 
09-46-33.433000,[R]: 1 
09-46-33.433000,[R]: 10 
09-46-33.434000,[R]: 2 
09-46-33.435000,[R]: 50 
09-46-33.435000,[R]: 10 
09-46-33.435000,[R]: 1 
09-46-33.436000,[R]: 20 
09-46-33.436000,[R]: 10 
09-46-33.437000,[R]: 1 
09-46-33.443000,[R]: 10 
09-46-33.445000,[R]: 2 
09-46-33.447000,[R]: 50 
09-46-33.463000,[R]: 10 
09-46-33.471000,[R]: 1 
09-46-33.473000,[R]: 20 
09-46-33.473000,[R]: 10 
09-46-33.474000,[R]: 1 
09-46-33.474000,[R]: 20 
09-46-33.498000,[R]: 10 
09-46-33.507000,[R]: 1 
09-46-33.509000,[R]: 10 
09-46-33.509000,[R]: 2 
09-46-33.510000,[R]: 50 
09-46-33.510000,[R]: 10 
09-46-33.511000,[R]: 1 
09-46-33.511000,[R]: 20 
09-46-33.512000,[R]: 10 
09-46-33.512000,[R]: 1 
09-46-33.513000,[R]: 20 
09-46-33.513000,[R]: 10 
09-46-33.514000,[R]: 1 
09-46-33.514000,[R]: 10 
09-46-33.514000,[R]: 2 
09-46-33.518000,[R]: 50 
09-46-33.519000,[R]: 10 
09-46-33.519000,[R]: 1 
09-46-33.520000,[R]: 20 
09-46-33.520000,[R]: 10 
09-46-33.521000,[R]: 1 
09-46-33.618000,[R]: 10 
09-46-33.619000,[R]: 2 
09-46-33.620000,[R]: 50 
09-46-33.620000,[R]: 10 
09-46-33.621000,[R]: 1 
09-46-33.624000,[R]: 20 
09-46-33.624000,[R]: 10 
09-46-33.628000,[R]: 1 
09-46-33.628000,[R]: 20 
09-46-33.629000,[R]: 10 
09-46-33.630000,[R]: 1 
09-46-33.630000,[R]: 10 
09-46-33.630000,[R]: 2 
09-46-33.635000,[R]: 50 
09-46-33.635000,[R]: 10 
09-46-33.638000,[R]: 1 
09-46-33.638000,[R]: 20 
09-46-33.639000,[R]: 10 
09-46-33.639000,[R]: 1 
09-46-33.640000,[R]: 20 
09-46-33.641000,[R]: 10 
09-46-33.641000,[R]: 1 
09-46-33.642000,[R]: 10 
09-46-33.645000,[R]: 2 
09-46-33.662000,[R]: 50 
09-46-33.662000,[R]: 10 
09-46-33.663000,[R]: 1 
09-46-33.664000,[R]: 20 
09-46-33.664000,[R]: 10 
09-46-33.665000,[R]: 1 
09-46-33.665000,[R]: 10 
09-46-33.666000,[R]: 2 
09-46-33.666000,[R]: 50 
09-46-33.667000,[R]: 10 
09-46-33.667000,[R]: 1 
09-46-33.668000,[R]: 20 
09-46-33.668000,[R]: 10 
09-46-33.675000,[R]: 1 
09-46-33.675000,[R]: 20 
09-46-33.677000,[R]: 10 
09-46-33.678000,[R]: 1 
09-46-33.678000,[R]: 10 
09-46-33.679000,[R]: 2 
09-46-33.679000,[R]: 50 
09-46-33.686000,[R]: 10 
09-46-33.686000,[R]: 1 
09-46-33.687000,[R]: 20 
09-46-33.687000,[R]: 10 
09-46-33.688000,[R]: 1 
09-46-33.688000,[R]: 10 
09-46-33.689000,[R]: 2 
09-46-33.690000,[R]: 50 
09-46-33.690000,[R]: 10 
09-46-33.691000,[R]: 1 
09-46-33.692000,[R]: 10 
09-46-33.693000,[R]: 2 
09-46-33.693000,[R]: 50 
09-46-33.704000,[R]: 20 
09-46-33.707000,[R]: 10 
09-46-33.707000,[R]: 1 
09-46-33.708000,[R]: 10 
09-46-33.708000,[R]: 2 
09-46-33.709000,[R]: 50 
09-46-33.709000,[R]: 10 
09-46-33.710000,[R]: 1 
09-46-33.711000,[R]: 20 
09-46-33.711000,[R]: 10 
09-46-33.713000,[R]: 1 
09-46-33.714000,[R]: 20 
09-46-33.715000,[R]: 10 
09-46-33.716000,[R]: 1 
09-46-33.716000,[R]: 10 
09-46-33.717000,[R]: 2 
09-46-33.717000,[R]: 50 
09-46-33.719000,[R]: 10 
09-46-33.721000,[R]: 1 
09-46-33.725000,[R]: 20 
09-46-33.731000,[R]: 10 
09-46-33.731000,[R]: 1 
09-46-33.733000,[R]: 10 
09-46-33.738000,[R]: 2 
09-46-33.739000,[R]: 50 
09-46-33.740000,[R]: 10 
09-46-33.742000,[R]: 1 
09-46-33.748000,[R]: 10 
09-46-33.750000,[R]: 2 
09-46-33.751000,[R]: 50 
09-46-33.753000,[R]: 20 
09-46-33.755000,[R]: 10 
09-46-33.758000,[R]: 1 
09-46-33.762000,[R]: 10 
09-46-33.765000,[R]: 2 
09-46-33.771000,[R]: 50 
09-46-33.772000,[R]: 10 
09-46-33.773000,[R]: 1 
09-46-33.773000,[R]: 20 
09-46-33.777000,[R]: 10 
09-46-33.778000,[R]: 1 
09-46-33.784000,[R]: 20 
09-46-33.787000,[R]: 10 
09-46-33.791000,[R]: 1 
09-46-33.791000,[R]: 10 
09-46-33.794000,[R]: 2 
09-46-33.795000,[R]: 50 
09-46-33.797000,[R]: 10 
09-46-33.800000,[R]: 1 
09-46-33.802000,[R]: 20 
09-46-33.805000,[R]: 10 
09-46-33.807000,[R]: 1 
09-46-33.812000,[R]: 10 
09-46-33.815000,[R]: 2 
09-46-33.817000,[R]: 50 
09-46-33.819000,[R]: 10 
09-46-33.823000,[R]: 1 
09-46-33.824000,[R]: 20 
09-46-33.826000,[R]: 10 
09-46-33.828000,[R]: 1 
09-46-33.833000,[R]: 20 
09-46-33.834000,[R]: 10 
09-46-33.836000,[R]: 1 
09-46-33.840000,[R]: 10 
09-46-33.843000,[R]: 2 
09-46-33.844000,[R]: 50 
09-46-33.849000,[R]: 10 
09-46-33.850000,[R]: 1 
09-46-33.852000,[R]: 20 
09-46-33.855000,[R]: 10 
09-46-33.857000,[R]: 1 
09-46-33.863000,[R]: 20 
09-46-33.864000,[R]: 10 
09-46-33.865000,[R]: 1 
09-46-33.872000,[R]: 10 
09-46-33.873000,[R]: 2 
09-46-33.874000,[R]: 50 
09-46-33.877000,[R]: 10 
09-46-33.879000,[R]: 1 
09-46-33.885000,[R]: 20 
09-46-33.886000,[R]: 10 
09-46-33.887000,[R]: 1 
09-46-33.892000,[R]: 10 
09-46-33.906000,[R]: 2 
09-46-33.906000,[R]: 50 
09-46-33.907000,[R]: 10 
09-46-33.908000,[R]: 1 
09-46-33.910000,[R]: 20 
09-46-33.911000,[R]: 10 
09-46-33.912000,[R]: 1 
09-46-33.912000,[R]: 20 
09-46-33.920000,[R]: 10 
09-46-33.921000,[R]: 1 
09-46-33.921000,[R]: 10 
09-46-33.926000,[R]: 2 
09-46-33.931000,[R]: 50 
09-46-33.931000,[R]: 10 
09-46-33.933000,[R]: 1 
09-46-33.933000,[R]: 20 
09-46-33.935000,[R]: 10 
09-46-33.937000,[R]: 1 
09-46-33.943000,[R]: 20 
09-46-33.944000,[R]: 10 
09-46-33.948000,[R]: 1 
09-46-33.950000,[R]: 10 
09-46-33.953000,[R]: 2 
09-46-33.956000,[R]: 50 
09-46-33.972000,[R]: 10 
09-46-33.973000,[R]: 1 
09-46-33.974000,[R]: 20 
09-46-33.974000,[R]: 10 
09-46-33.976000,[R]: 1 
09-46-33.977000,[R]: 10 
09-46-33.978000,[R]: 2 
09-46-33.978000,[R]: 50 
09-46-33.979000,[R]: 10 
09-46-33.983000,[R]: 1 
09-46-33.984000,[R]: 20 
09-46-33.987000,[R]: 10 
09-46-33.989000,[R]: 1 
09-46-33.994000,[R]: 20 
09-46-34.015000,[R]: 10 
09-46-34.015000,[R]: 1 
09-46-34.016000,[R]: 10 
09-46-34.019000,[R]: 2 
09-46-34.019000,[R]: 50 
09-46-34.019000,[R]: 10 
09-46-34.020000,[R]: 1 
09-46-34.020000,[R]: 20 
09-46-34.021000,[R]: 10 
09-46-34.022000,[R]: 1 
09-46-34.025000,[R]: 20 
09-46-34.026000,[R]: 10 
09-46-34.027000,[R]: 1 
09-46-34.030000,[R]: 10 
09-46-34.038000,[R]: 2 
09-46-34.038000,[R]: 50 
09-46-34.039000,[R]: 10 
09-46-34.040000,[R]: 1 
09-46-34.043000,[R]: 20 
09-46-34.050000,[R]: 10 
09-46-34.050000,[R]: 1 
09-46-34.052000,[R]: 10 
09-46-34.055000,[R]: 2 
09-46-34.056000,[R]: 50 
09-46-34.060000,[R]: 10 
09-46-34.063000,[R]: 1 
09-46-34.063000,[R]: 20 
09-46-34.073000,[R]: 10 
09-46-34.073000,[R]: 1 
09-46-34.074000,[R]: 20 
09-46-34.074000,[R]: 10 
09-46-34.076000,[R]: 1 
09-46-34.081000,[R]: 10 
09-46-34.084000,[R]: 2 
09-46-34.084000,[R]: 50 
09-46-34.089000,[R]: 10 
09-46-34.091000,[R]: 1 
09-46-34.095000,[R]: 20 
09-46-34.096000,[R]: 10 
09-46-34.098000,[R]: 1 
09-46-34.107000,[R]: 20 
09-46-34.107000,[R]: 10 
09-46-34.108000,[R]: 1 
09-46-34.111000,[R]: 10 
09-46-34.114000,[R]: 2 
09-46-34.117000,[R]: 50 
09-46-34.118000,[R]: 10 
09-46-34.120000,[R]: 1 
09-46-34.123000,[R]: 20 
09-46-34.136000,[R]: 10 
09-46-34.137000,[R]: 1 
09-46-34.138000,[R]: 10 
09-46-34.139000,[R]: 2 
09-46-34.139000,[R]: 50 
09-46-34.140000,[R]: 10 
09-46-34.143000,[R]: 1 
09-46-34.149000,[R]: 20 
09-46-34.149000,[R]: 10 
09-46-34.152000,[R]: 1 
09-46-34.153000,[R]: 20 
09-46-34.154000,[R]: 10 
09-46-34.157000,[R]: 1 
09-46-34.161000,[R]: 10 
09-46-34.167000,[R]: 2 
09-46-34.176000,[R]: 50 
09-46-34.176000,[R]: 10 
09-46-34.177000,[R]: 1 
09-46-34.178000,[R]: 20 
09-46-34.178000,[R]: 10 
09-46-34.179000,[R]: 1 
09-46-34.183000,[R]: 20 
09-46-34.184000,[R]: 10 
09-46-34.185000,[R]: 1 
09-46-34.190000,[R]: 10 
09-46-34.195000,[R]: 2 
09-46-34.196000,[R]: 50 
09-46-34.197000,[R]: 10 
09-46-34.199000,[R]: 1 
09-46-34.208000,[R]: 20 
09-46-34.209000,[R]: 10 
09-46-34.209000,[R]: 1 
09-46-34.212000,[R]: 10 
09-46-34.214000,[R]: 2 
09-46-34.218000,[R]: 50 
09-46-34.219000,[R]: 10 
09-46-34.222000,[R]: 1 
09-46-34.223000,[R]: 20 
09-46-34.231000,[R]: 10 
09-46-34.231000,[R]: 1 
09-46-34.232000,[R]: 20 
09-46-34.233000,[R]: 10 
09-46-34.237000,[R]: 1 
09-46-34.241000,[R]: 10 
09-46-34.243000,[R]: 2 
09-46-34.244000,[R]: 50 
09-46-34.248000,[R]: 10 
09-46-34.250000,[R]: 1 
09-46-34.252000,[R]: 20 
09-46-34.259000,[R]: 10 
09-46-34.272000,[R]: 1 
09-46-34.272000,[R]: 20 
09-46-34.273000,[R]: 10 
09-46-34.274000,[R]: 1 
09-46-34.274000,[R]: 10 
09-46-34.275000,[R]: 2 
09-46-34.275000,[R]: 50 
09-46-34.277000,[R]: 10 
09-46-34.280000,[R]: 1 
09-46-34.282000,[R]: 20 
09-46-34.284000,[R]: 10 
09-46-34.287000,[R]: 1 
09-46-34.302000,[R]: 10 
09-46-34.303000,[R]: 2 
09-46-34.304000,[R]: 50 
09-46-34.304000,[R]: 10 
09-46-34.305000,[R]: 1 
09-46-34.306000,[R]: 20 
09-46-34.306000,[R]: 10 
09-46-34.309000,[R]: 1 
09-46-34.312000,[R]: 20 
09-46-34.314000,[R]: 10 
09-46-34.316000,[R]: 1 
09-46-34.321000,[R]: 10 
09-46-34.324000,[R]: 2 
09-46-34.325000,[R]: 50 
09-46-34.328000,[R]: 10 
09-46-34.330000,[R]: 1 
09-46-34.342000,[R]: 20 
09-46-34.343000,[R]: 10 
09-46-34.344000,[R]: 1 
09-46-34.345000,[R]: 20 
09-46-34.345000,[R]: 10 
09-46-34.346000,[R]: 1 
09-46-34.351000,[R]: 10 
09-46-34.355000,[R]: 2 
09-46-34.356000,[R]: 50 
09-46-34.357000,[R]: 10 
09-46-34.360000,[R]: 1 
09-46-34.368000,[R]: 20 
09-46-34.368000,[R]: 10 
09-46-34.369000,[R]: 1 
09-46-34.372000,[R]: 10 
09-46-34.375000,[R]: 2 
09-46-34.378000,[R]: 50 
09-46-34.384000,[R]: 10 
09-46-34.386000,[R]: 1 
09-46-34.387000,[R]: 20 
09-46-34.387000,[R]: 10 
09-46-34.389000,[R]: 1 
09-46-34.393000,[R]: 20 
09-46-34.395000,[R]: 10 
09-46-34.396000,[R]: 1 
09-46-34.401000,[R]: 10 
09-46-34.406000,[R]: 2 
09-46-34.406000,[R]: 50 
09-46-34.410000,[R]: 10 
09-46-34.411000,[R]: 1 
09-46-34.413000,[R]: 20 
09-46-34.415000,[R]: 10 
09-46-34.418000,[R]: 1 
09-46-34.427000,[R]: 20 
09-46-34.428000,[R]: 10 
09-46-34.428000,[R]: 1 
09-46-34.431000,[R]: 10 
09-46-34.434000,[R]: 2 
09-46-34.447000,[R]: 50 
09-46-34.448000,[R]: 10 
09-46-34.449000,[R]: 1 
09-46-34.451000,[R]: 20 
09-46-34.452000,[R]: 10 
09-46-34.452000,[R]: 1 
09-46-34.453000,[R]: 10 
09-46-34.462000,[R]: 2 
09-46-34.463000,[R]: 50 
09-46-34.464000,[R]: 10 
09-46-34.465000,[R]: 1 
09-46-34.465000,[R]: 20 
09-46-34.467000,[R]: 10 
09-46-34.469000,[R]: 1 
09-46-34.473000,[R]: 20 
09-46-34.475000,[R]: 10 
09-46-34.498000,[R]: 1 
09-46-34.498000,[R]: 10 
09-46-34.499000,[R]: 2 
09-46-34.500000,[R]: 50 
09-46-34.500000,[R]: 10 
09-46-34.501000,[R]: 1 
09-46-34.503000,[R]: 20 
09-46-34.503000,[R]: 10 
09-46-34.504000,[R]: 1 
09-46-34.505000,[R]: 20 
09-46-34.505000,[R]: 10 
09-46-34.510000,[R]: 1 
09-46-34.527000,[R]: 10 
09-46-34.528000,[R]: 2 
09-46-34.529000,[R]: 50 
09-46-34.529000,[R]: 10 
09-46-34.530000,[R]: 1 
09-46-34.531000,[R]: 20 
09-46-34.531000,[R]: 10 
09-46-34.532000,[R]: 1 
09-46-34.533000,[R]: 10 
09-46-34.535000,[R]: 2 
09-46-34.536000,[R]: 50 
09-46-34.540000,[R]: 10 
09-46-34.544000,[R]: 1 
09-46-34.544000,[R]: 20 
09-46-34.546000,[R]: 10 
09-46-34.551000,[R]: 1 
09-46-34.555000,[R]: 20 
09-46-34.555000,[R]: 10 
09-46-34.556000,[R]: 1 
09-46-34.561000,[R]: 10 
09-46-34.566000,[R]: 2 
09-46-34.566000,[R]: 50 
09-46-34.568000,[R]: 10 
09-46-34.572000,[R]: 1 
09-46-34.576000,[R]: 20 
09-46-34.577000,[R]: 10 
09-46-34.578000,[R]: 1 
09-46-34.584000,[R]: 20 
09-46-34.587000,[R]: 10 
09-46-34.588000,[R]: 1 
09-46-34.590000,[R]: 10 
09-46-34.593000,[R]: 2 
09-46-34.596000,[R]: 50 
09-46-34.597000,[R]: 10 
09-46-34.599000,[R]: 1 
09-46-34.602000,[R]: 20 
09-46-34.606000,[R]: 10 
09-46-34.607000,[R]: 1 
09-46-34.612000,[R]: 10 
09-46-34.615000,[R]: 2 
09-46-34.616000,[R]: 50 
09-46-34.619000,[R]: 10 
09-46-34.622000,[R]: 1 
09-46-34.634000,[R]: 20 
09-46-34.635000,[R]: 10 
09-46-34.636000,[R]: 1 
09-46-34.639000,[R]: 20 
09-46-34.640000,[R]: 10 
09-46-34.641000,[R]: 1 
09-46-34.649000,[R]: 10 
09-46-34.649000,[R]: 2 
09-46-34.650000,[R]: 50 
09-46-34.650000,[R]: 10 
09-46-34.651000,[R]: 1 
09-46-34.652000,[R]: 20 
09-46-34.655000,[R]: 10 
09-46-34.658000,[R]: 1 
09-46-34.671000,[R]: 20 
09-46-34.672000,[R]: 10 
09-46-34.672000,[R]: 1 
09-46-34.673000,[R]: 10 
09-46-34.676000,[R]: 2 
09-46-34.677000,[R]: 50 
09-46-34.678000,[R]: 10 
09-46-34.682000,[R]: 1 
09-46-34.683000,[R]: 20 
09-46-34.684000,[R]: 10 
09-46-34.687000,[R]: 1 
09-46-34.692000,[R]: 10 
09-46-34.695000,[R]: 2 
09-46-34.695000,[R]: 50 
09-46-34.715000,[R]: 10 
09-46-34.715000,[R]: 1 
09-46-34.716000,[R]: 20 
09-46-34.716000,[R]: 10 
09-46-34.717000,[R]: 1 
09-46-34.717000,[R]: 20 
09-46-34.718000,[R]: 10 
09-46-34.718000,[R]: 1 
09-46-34.721000,[R]: 10 
09-46-34.727000,[R]: 2 
09-46-34.729000,[R]: 50 
09-46-34.730000,[R]: 10 
09-46-34.731000,[R]: 1 
09-46-34.732000,[R]: 20 
09-46-34.735000,[R]: 10 
09-46-34.738000,[R]: 1 
09-46-34.743000,[R]: 20 
09-46-34.744000,[R]: 10 
09-46-34.745000,[R]: 1 
09-46-34.750000,[R]: 10 
09-46-34.753000,[R]: 2 
09-46-34.754000,[R]: 50 
09-46-34.762000,[R]: 10 
09-46-34.763000,[R]: 1 
09-46-34.763000,[R]: 20 
09-46-34.765000,[R]: 10 
09-46-34.767000,[R]: 1 
09-46-34.772000,[R]: 10 
09-46-34.780000,[R]: 2 
09-46-34.781000,[R]: 50 
09-46-34.784000,[R]: 10 
09-46-34.785000,[R]: 1 
09-46-34.788000,[R]: 20 
09-46-34.795000,[R]: 10 
09-46-34.797000,[R]: 1 
09-46-34.810000,[R]: 20 
09-46-34.811000,[R]: 10 
09-46-34.812000,[R]: 1 
09-46-34.812000,[R]: 10 
09-46-34.813000,[R]: 2 
09-46-34.813000,[R]: 50 
09-46-34.813000,[R]: 10 
09-46-34.814000,[R]: 1 
09-46-34.815000,[R]: 20 
09-46-34.816000,[R]: 10 
09-46-34.818000,[R]: 1 
09-46-34.823000,[R]: 20 
09-46-34.824000,[R]: 10 
09-46-34.826000,[R]: 1 
09-46-34.831000,[R]: 10 
09-46-34.834000,[R]: 2 
09-46-34.835000,[R]: 50 
09-46-34.838000,[R]: 10 
09-46-34.840000,[R]: 1 
09-46-34.843000,[R]: 20 
09-46-34.846000,[R]: 10 
09-46-34.847000,[R]: 1 
09-46-34.854000,[R]: 10 
09-46-34.855000,[R]: 2 
09-46-34.856000,[R]: 50 
09-46-34.860000,[R]: 10 
09-46-34.873000,[R]: 1 
09-46-34.874000,[R]: 20 
09-46-34.874000,[R]: 10 
09-46-34.875000,[R]: 1 
09-46-34.877000,[R]: 20 
09-46-34.878000,[R]: 10 
09-46-34.878000,[R]: 1 
09-46-34.881000,[R]: 10 
09-46-34.885000,[R]: 2 
09-46-34.886000,[R]: 50 
09-46-34.889000,[R]: 10 
09-46-34.891000,[R]: 1 
09-46-34.896000,[R]: 20 
09-46-34.906000,[R]: 10 
09-46-34.907000,[R]: 1 
09-46-34.907000,[R]: 20 
