09-46-23.294000,------------------------------------ 
09-46-38.902000,[R]: 10 
09-46-38.905000,[R]: 2 
09-46-38.905000,[R]: 50 
09-46-38.909000,[R]: 10 
09-46-38.921000,[R]: 1 
09-46-38.921000,[R]: 20 
09-46-38.924000,[R]: 10 
09-46-38.924000,[R]: 1 
09-46-38.925000,[R]: 20 
09-46-38.926000,[R]: 10 
09-46-38.927000,[R]: 1 
09-46-38.931000,[R]: 10 
09-46-38.934000,[R]: 2 
09-46-38.934000,[R]: 50 
09-46-38.938000,[R]: 10 
09-46-38.940000,[R]: 1 
09-46-38.951000,[R]: 20 
09-46-38.952000,[R]: 10 
09-46-38.953000,[R]: 1 
09-46-38.954000,[R]: 20 
09-46-38.954000,[R]: 10 
09-46-38.958000,[R]: 1 
09-46-38.960000,[R]: 10 
09-46-38.963000,[R]: 2 
09-46-38.964000,[R]: 50 
09-46-38.967000,[R]: 10 
09-46-38.969000,[R]: 1 
09-46-38.972000,[R]: 20 
09-46-38.975000,[R]: 10 
09-46-38.980000,[R]: 1 
09-46-38.982000,[R]: 10 
09-46-38.985000,[R]: 2 
09-46-38.988000,[R]: 50 
09-46-38.989000,[R]: 10 
09-46-38.992000,[R]: 1 
09-46-38.993000,[R]: 20 
09-46-38.996000,[R]: 10 
09-46-38.998000,[R]: 1 
09-46-39.005000,[R]: 20 
09-46-39.005000,[R]: 10 
09-46-39.006000,[R]: 1 
09-46-39.011000,[R]: 10 
09-46-39.021000,[R]: 2 
09-46-39.022000,[R]: 50 
09-46-39.022000,[R]: 10 
09-46-39.023000,[R]: 1 
09-46-39.024000,[R]: 20 
09-46-39.025000,[R]: 10 
09-46-39.028000,[R]: 1 
09-46-39.033000,[R]: 20 
09-46-39.034000,[R]: 10 
09-46-39.036000,[R]: 1 
09-46-39.039000,[R]: 10 
09-46-39.042000,[R]: 2 
09-46-39.043000,[R]: 50 
09-46-39.047000,[R]: 10 
09-46-39.051000,[R]: 1 
09-46-39.051000,[R]: 20 
09-46-39.054000,[R]: 10 
09-46-39.056000,[R]: 1 
09-46-39.063000,[R]: 10 
09-46-39.064000,[R]: 2 
09-46-39.064000,[R]: 50 
09-46-39.068000,[R]: 10 
09-46-39.072000,[R]: 1 
09-46-39.075000,[R]: 20 
09-46-39.076000,[R]: 10 
09-46-39.077000,[R]: 1 
09-46-39.081000,[R]: 20 
09-46-39.083000,[R]: 10 
09-46-39.085000,[R]: 1 
09-46-39.090000,[R]: 10 
09-46-39.101000,[R]: 2 
09-46-39.102000,[R]: 50 
09-46-39.103000,[R]: 10 
09-46-39.104000,[R]: 1 
09-46-39.104000,[R]: 20 
09-46-39.105000,[R]: 10 
09-46-39.106000,[R]: 1 
09-46-39.114000,[R]: 20 
09-46-39.115000,[R]: 10 
09-46-39.116000,[R]: 1 
09-46-39.119000,[R]: 10 
09-46-39.123000,[R]: 2 
09-46-39.126000,[R]: 50 
09-46-39.126000,[R]: 10 
09-46-39.129000,[R]: 1 
09-46-39.131000,[R]: 20 
09-46-39.138000,[R]: 10 
09-46-39.139000,[R]: 1 
09-46-39.141000,[R]: 10 
09-46-39.149000,[R]: 2 
09-46-39.149000,[R]: 50 
09-46-39.150000,[R]: 10 
09-46-39.151000,[R]: 1 
09-46-39.152000,[R]: 20 
09-46-39.155000,[R]: 10 
09-46-39.159000,[R]: 1 
09-46-39.161000,[R]: 20 
09-46-39.164000,[R]: 10 
09-46-39.165000,[R]: 1 
09-46-39.170000,[R]: 10 
09-46-39.176000,[R]: 2 
09-46-39.177000,[R]: 50 
09-46-39.178000,[R]: 10 
09-46-39.179000,[R]: 1 
09-46-39.181000,[R]: 20 
09-46-39.185000,[R]: 10 
09-46-39.187000,[R]: 1 
09-46-39.194000,[R]: 20 
09-46-39.203000,[R]: 10 
09-46-39.204000,[R]: 1 
09-46-39.204000,[R]: 10 
09-46-39.205000,[R]: 2 
09-46-39.205000,[R]: 50 
09-46-39.209000,[R]: 10 
09-46-39.209000,[R]: 1 
09-46-39.213000,[R]: 20 
09-46-39.215000,[R]: 10 
09-46-39.216000,[R]: 1 
09-46-39.221000,[R]: 10 
09-46-39.225000,[R]: 2 
09-46-39.225000,[R]: 50 
09-46-39.229000,[R]: 10 
09-46-39.231000,[R]: 1 
09-46-39.234000,[R]: 20 
09-46-39.239000,[R]: 10 
09-46-39.240000,[R]: 1 
09-46-39.241000,[R]: 20 
09-46-39.245000,[R]: 10 
09-46-39.246000,[R]: 1 
09-46-39.250000,[R]: 10 
09-46-39.254000,[R]: 2 
09-46-39.255000,[R]: 50 
09-46-39.259000,[R]: 10 
09-46-39.261000,[R]: 1 
09-46-39.262000,[R]: 20 
09-46-39.265000,[R]: 10 
09-46-39.279000,[R]: 1 
09-46-39.280000,[R]: 20 
09-46-39.281000,[R]: 10 
09-46-39.282000,[R]: 1 
09-46-39.282000,[R]: 10 
09-46-39.283000,[R]: 2 
09-46-39.283000,[R]: 50 
09-46-39.287000,[R]: 10 
09-46-39.292000,[R]: 1 
09-46-39.294000,[R]: 20 
09-46-39.294000,[R]: 10 
09-46-39.297000,[R]: 1 
09-46-39.301000,[R]: 10 
09-46-39.309000,[R]: 2 
09-46-39.310000,[R]: 50 
09-46-39.311000,[R]: 10 
09-46-39.312000,[R]: 1 
09-46-39.313000,[R]: 20 
09-46-39.318000,[R]: 10 
09-46-39.319000,[R]: 1 
09-46-39.322000,[R]: 20 
09-46-39.324000,[R]: 10 
09-46-39.326000,[R]: 1 
09-46-39.331000,[R]: 10 
09-46-39.334000,[R]: 2 
09-46-39.340000,[R]: 50 
09-46-39.340000,[R]: 10 
09-46-39.341000,[R]: 1 
09-46-39.342000,[R]: 20 
09-46-39.345000,[R]: 10 
09-46-39.347000,[R]: 1 
09-46-39.353000,[R]: 20 
09-46-39.353000,[R]: 10 
09-46-39.355000,[R]: 1 
09-46-39.361000,[R]: 10 
09-46-39.363000,[R]: 2 
09-46-39.364000,[R]: 50 
09-46-39.367000,[R]: 10 
09-46-39.369000,[R]: 1 
09-46-39.374000,[R]: 20 
09-46-39.376000,[R]: 10 
09-46-39.377000,[R]: 1 
09-46-39.382000,[R]: 10 
09-46-39.385000,[R]: 2 
09-46-39.387000,[R]: 50 
09-46-39.389000,[R]: 10 
09-46-39.394000,[R]: 1 
09-46-39.397000,[R]: 20 
09-46-39.398000,[R]: 10 
09-46-39.399000,[R]: 1 
09-46-39.402000,[R]: 20 
09-46-39.408000,[R]: 10 
09-46-39.410000,[R]: 1 
09-46-39.410000,[R]: 10 
09-46-39.416000,[R]: 2 
09-46-39.416000,[R]: 50 
09-46-39.419000,[R]: 10 
09-46-39.420000,[R]: 1 
09-46-39.426000,[R]: 20 
09-46-39.430000,[R]: 10 
09-46-39.431000,[R]: 1 
09-46-39.432000,[R]: 20 
09-46-39.433000,[R]: 10 
09-46-39.434000,[R]: 1 
09-46-39.439000,[R]: 10 
09-46-39.442000,[R]: 2 
09-46-39.445000,[R]: 50 
09-46-39.446000,[R]: 10 
09-46-39.448000,[R]: 1 
09-46-39.451000,[R]: 20 
09-46-39.453000,[R]: 10 
09-46-39.460000,[R]: 1 
09-46-39.461000,[R]: 10 
09-46-39.464000,[R]: 2 
09-46-39.465000,[R]: 50 
09-46-39.468000,[R]: 10 
09-46-39.471000,[R]: 1 
09-46-39.472000,[R]: 20 
09-46-39.475000,[R]: 10 
09-46-39.480000,[R]: 1 
09-46-39.481000,[R]: 20 
09-46-39.482000,[R]: 10 
09-46-39.485000,[R]: 1 
09-46-39.490000,[R]: 10 
09-46-39.496000,[R]: 2 
09-46-39.497000,[R]: 50 
09-46-39.498000,[R]: 10 
09-46-39.499000,[R]: 1 
09-46-39.501000,[R]: 20 
09-46-39.504000,[R]: 10 
09-46-39.509000,[R]: 1 
09-46-39.512000,[R]: 20 
09-46-39.513000,[R]: 10 
09-46-39.514000,[R]: 1 
09-46-39.523000,[R]: 10 
09-46-39.544000,[R]: 2 
09-46-39.544000,[R]: 50 
09-46-39.545000,[R]: 10 
09-46-39.545000,[R]: 1 
09-46-39.545000,[R]: 20 
09-46-39.546000,[R]: 10 
09-46-39.546000,[R]: 1 
09-46-39.547000,[R]: 10 
09-46-39.547000,[R]: 2 
09-46-39.549000,[R]: 50 
09-46-39.551000,[R]: 10 
09-46-39.551000,[R]: 1 
09-46-39.553000,[R]: 20 
09-46-39.557000,[R]: 10 
09-46-39.558000,[R]: 1 
09-46-39.561000,[R]: 20 
09-46-39.563000,[R]: 10 
09-46-39.565000,[R]: 1 
09-46-39.570000,[R]: 10 
09-46-39.573000,[R]: 2 
09-46-39.574000,[R]: 50 
09-46-39.577000,[R]: 10 
09-46-39.579000,[R]: 1 
09-46-39.584000,[R]: 20 
09-46-39.587000,[R]: 10 
09-46-39.588000,[R]: 1 
09-46-39.592000,[R]: 20 
09-46-39.593000,[R]: 10 
09-46-39.594000,[R]: 1 
09-46-39.605000,[R]: 10 
09-46-39.605000,[R]: 2 
09-46-39.606000,[R]: 50 
09-46-39.607000,[R]: 10 
09-46-39.611000,[R]: 1 
09-46-39.612000,[R]: 20 
09-46-39.617000,[R]: 10 
09-46-39.617000,[R]: 1 
09-46-39.621000,[R]: 10 
09-46-39.625000,[R]: 2 
09-46-39.634000,[R]: 50 
09-46-39.635000,[R]: 10 
09-46-39.635000,[R]: 1 
09-46-39.636000,[R]: 20 
09-46-39.636000,[R]: 10 
09-46-39.638000,[R]: 1 
09-46-39.641000,[R]: 20 
09-46-39.644000,[R]: 10 
09-46-39.646000,[R]: 1 
09-46-39.650000,[R]: 10 
09-46-39.653000,[R]: 2 
09-46-39.656000,[R]: 50 
09-46-39.659000,[R]: 10 
09-46-39.661000,[R]: 1 
09-46-39.661000,[R]: 20 
09-46-39.665000,[R]: 10 
09-46-39.672000,[R]: 1 
09-46-39.673000,[R]: 20 
09-46-39.673000,[R]: 10 
09-46-39.677000,[R]: 1 
09-46-39.680000,[R]: 10 
09-46-39.682000,[R]: 2 
09-46-39.683000,[R]: 50 
09-46-39.687000,[R]: 10 
09-46-39.689000,[R]: 1 
09-46-39.692000,[R]: 20 
09-46-39.710000,[R]: 10 
09-46-39.710000,[R]: 1 
09-46-39.711000,[R]: 10 
09-46-39.712000,[R]: 2 
09-46-39.713000,[R]: 50 
09-46-39.713000,[R]: 10 
09-46-39.714000,[R]: 1 
09-46-39.715000,[R]: 20 
09-46-39.716000,[R]: 10 
09-46-39.718000,[R]: 1 
09-46-39.722000,[R]: 20 
09-46-39.723000,[R]: 10 
09-46-39.730000,[R]: 1 
09-46-39.732000,[R]: 10 
09-46-39.736000,[R]: 2 
09-46-39.737000,[R]: 50 
09-46-39.738000,[R]: 10 
09-46-39.740000,[R]: 1 
09-46-39.743000,[R]: 20 
09-46-39.750000,[R]: 10 
09-46-39.753000,[R]: 1 
09-46-39.761000,[R]: 20 
09-46-39.764000,[R]: 10 
09-46-39.771000,[R]: 1 
09-46-39.778000,[R]: 10 
09-46-39.781000,[R]: 2 
09-46-39.784000,[R]: 50 
09-46-39.790000,[R]: 10 
09-46-39.800000,[R]: 1 
09-46-39.800000,[R]: 20 
09-46-39.801000,[R]: 10 
09-46-39.801000,[R]: 1 
09-46-39.802000,[R]: 10 
09-46-39.812000,[R]: 2 
09-46-39.813000,[R]: 50 
09-46-39.813000,[R]: 10 
09-46-39.814000,[R]: 1 
09-46-39.814000,[R]: 20 
09-46-39.815000,[R]: 10 
09-46-39.815000,[R]: 1 
09-46-39.816000,[R]: 20 
09-46-39.816000,[R]: 10 
09-46-39.817000,[R]: 1 
09-46-39.817000,[R]: 10 
09-46-39.818000,[R]: 2 
09-46-39.818000,[R]: 50 
09-46-39.821000,[R]: 10 
09-46-39.822000,[R]: 1 
09-46-39.822000,[R]: 20 
09-46-39.824000,[R]: 10 
09-46-39.826000,[R]: 1 
09-46-39.832000,[R]: 20 
09-46-39.832000,[R]: 10 
09-46-39.834000,[R]: 1 
09-46-39.839000,[R]: 10 
09-46-39.842000,[R]: 2 
09-46-39.843000,[R]: 50 
09-46-39.846000,[R]: 10 
09-46-39.848000,[R]: 1 
09-46-39.854000,[R]: 20 
09-46-39.855000,[R]: 10 
09-46-39.856000,[R]: 1 
09-46-39.862000,[R]: 10 
09-46-39.867000,[R]: 2 
09-46-39.867000,[R]: 50 
09-46-39.868000,[R]: 10 
09-46-39.871000,[R]: 1 
09-46-39.872000,[R]: 20 
09-46-39.875000,[R]: 10 
09-46-39.877000,[R]: 1 
09-46-39.881000,[R]: 20 
09-46-39.882000,[R]: 10 
09-46-39.888000,[R]: 1 
09-46-39.890000,[R]: 10 
09-46-39.892000,[R]: 2 
09-46-39.893000,[R]: 50 
09-46-39.899000,[R]: 10 
09-46-39.901000,[R]: 1 
09-46-39.901000,[R]: 20 
09-46-39.904000,[R]: 10 
09-46-39.906000,[R]: 1 
09-46-39.912000,[R]: 20 
09-46-39.913000,[R]: 10 
09-46-39.914000,[R]: 1 
09-46-39.919000,[R]: 10 
09-46-39.927000,[R]: 2 
09-46-39.928000,[R]: 50 
09-46-39.929000,[R]: 10 
09-46-39.929000,[R]: 1 
09-46-39.931000,[R]: 20 
09-46-39.934000,[R]: 10 
09-46-39.938000,[R]: 1 
09-46-39.941000,[R]: 10 
09-46-39.944000,[R]: 2 
09-46-39.945000,[R]: 50 
09-46-39.949000,[R]: 10 
09-46-39.951000,[R]: 1 
09-46-39.952000,[R]: 20 
09-46-39.955000,[R]: 10 
09-46-39.960000,[R]: 1 
09-46-39.961000,[R]: 20 
09-46-39.963000,[R]: 10 
09-46-39.966000,[R]: 1 
09-46-39.970000,[R]: 10 
09-46-39.973000,[R]: 2 
09-46-39.977000,[R]: 50 
09-46-39.978000,[R]: 10 
09-46-39.980000,[R]: 1 
09-46-39.989000,[R]: 20 
09-46-39.990000,[R]: 10 
09-46-39.990000,[R]: 1 
09-46-39.992000,[R]: 20 
09-46-39.993000,[R]: 10 
09-46-39.994000,[R]: 1 
09-46-39.999000,[R]: 10 
09-46-40.005000,[R]: 2 
09-46-40.005000,[R]: 50 
09-46-40.007000,[R]: 10 
09-46-40.009000,[R]: 1 
09-46-40.012000,[R]: 20 
09-46-40.016000,[R]: 10 
09-46-40.017000,[R]: 1 
09-46-40.021000,[R]: 10 
09-46-40.025000,[R]: 2 
09-46-40.026000,[R]: 50 
09-46-40.029000,[R]: 10 
09-46-40.032000,[R]: 1 
09-46-40.033000,[R]: 20 
09-46-40.036000,[R]: 10 
09-46-40.038000,[R]: 1 
09-46-40.042000,[R]: 20 
09-46-40.044000,[R]: 10 
09-46-40.045000,[R]: 1 
09-46-40.051000,[R]: 10 
09-46-40.053000,[R]: 2 
09-46-40.053000,[R]: 50 
09-46-40.058000,[R]: 10 
09-46-40.060000,[R]: 1 
09-46-40.062000,[R]: 20 
09-46-40.077000,[R]: 10 
09-46-40.078000,[R]: 1 
09-46-40.078000,[R]: 20 
09-46-40.082000,[R]: 10 
09-46-40.083000,[R]: 1 
09-46-40.083000,[R]: 10 
09-46-40.083000,[R]: 2 
09-46-40.084000,[R]: 50 
09-46-40.087000,[R]: 10 
09-46-40.089000,[R]: 1 
09-46-40.092000,[R]: 20 
09-46-40.095000,[R]: 10 
09-46-40.097000,[R]: 1 
09-46-40.103000,[R]: 10 
09-46-40.104000,[R]: 2 
09-46-40.105000,[R]: 50 
09-46-40.112000,[R]: 10 
09-46-40.113000,[R]: 1 
09-46-40.113000,[R]: 20 
09-46-40.116000,[R]: 10 
09-46-40.118000,[R]: 1 
09-46-40.122000,[R]: 20 
09-46-40.123000,[R]: 10 
09-46-40.126000,[R]: 1 
09-46-40.135000,[R]: 10 
09-46-40.137000,[R]: 2 
09-46-40.139000,[R]: 50 
09-46-40.139000,[R]: 10 
09-46-40.140000,[R]: 1 
09-46-40.142000,[R]: 20 
09-46-40.148000,[R]: 10 
09-46-40.154000,[R]: 1 
09-46-40.154000,[R]: 20 
09-46-40.161000,[R]: 10 
09-46-40.167000,[R]: 1 
09-46-40.170000,[R]: 10 
09-46-40.171000,[R]: 2 
09-46-40.184000,[R]: 50 
09-46-40.186000,[R]: 10 
09-46-40.189000,[R]: 1 
09-46-40.198000,[R]: 20 
09-46-40.210000,[R]: 10 
09-46-40.218000,[R]: 1 
09-46-40.220000,[R]: 10 
09-46-40.237000,[R]: 2 
09-46-40.239000,[R]: 50 
09-46-40.242000,[R]: 10 
09-46-40.243000,[R]: 1 
09-46-40.258000,[R]: 20 
09-46-40.259000,[R]: 10 
09-46-40.259000,[R]: 1 
09-46-40.260000,[R]: 20 
09-46-40.261000,[R]: 10 
09-46-40.261000,[R]: 1 
09-46-40.261000,[R]: 10 
09-46-40.262000,[R]: 2 
09-46-40.263000,[R]: 50 
09-46-40.263000,[R]: 10 
09-46-40.269000,[R]: 1 
09-46-40.270000,[R]: 20 
09-46-40.270000,[R]: 10 
09-46-40.271000,[R]: 1 
09-46-40.271000,[R]: 20 
09-46-40.271000,[R]: 10 
09-46-40.272000,[R]: 1 
09-46-40.272000,[R]: 10 
09-46-40.272000,[R]: 2 
09-46-40.273000,[R]: 50 
09-46-40.274000,[R]: 10 
09-46-40.277000,[R]: 1 
09-46-40.278000,[R]: 20 
09-46-40.278000,[R]: 10 
09-46-40.279000,[R]: 1 
09-46-40.280000,[R]: 10 
09-46-40.280000,[R]: 2 
09-46-40.281000,[R]: 50 
09-46-40.282000,[R]: 10 
09-46-40.283000,[R]: 1 
09-46-40.283000,[R]: 20 
09-46-40.284000,[R]: 10 
09-46-40.284000,[R]: 1 
09-46-40.285000,[R]: 20 
09-46-40.288000,[R]: 10 
09-46-40.288000,[R]: 1 
09-46-40.292000,[R]: 10 
09-46-40.294000,[R]: 2 
09-46-40.295000,[R]: 50 
09-46-40.298000,[R]: 10 
09-46-40.300000,[R]: 1 
09-46-40.301000,[R]: 20 
09-46-40.304000,[R]: 10 
09-46-40.307000,[R]: 1 
09-46-40.315000,[R]: 20 
09-46-40.316000,[R]: 10 
09-46-40.316000,[R]: 1 
09-46-40.319000,[R]: 10 
09-46-40.322000,[R]: 2 
09-46-40.323000,[R]: 50 
09-46-40.327000,[R]: 10 
09-46-40.329000,[R]: 1 
09-46-40.331000,[R]: 20 
09-46-40.335000,[R]: 10 
09-46-40.336000,[R]: 1 
09-46-40.341000,[R]: 10 
09-46-40.344000,[R]: 2 
09-46-40.367000,[R]: 50 
09-46-40.368000,[R]: 10 
09-46-40.368000,[R]: 1 
09-46-40.369000,[R]: 20 
09-46-40.369000,[R]: 10 
09-46-40.370000,[R]: 1 
09-46-40.370000,[R]: 20 
09-46-40.371000,[R]: 10 
09-46-40.386000,[R]: 1 
09-46-40.386000,[R]: 10 
09-46-40.387000,[R]: 2 
09-46-40.387000,[R]: 50 
09-46-40.387000,[R]: 10 
09-46-40.388000,[R]: 1 
09-46-40.388000,[R]: 20 
09-46-40.389000,[R]: 10 
09-46-40.389000,[R]: 1 
09-46-40.393000,[R]: 20 
09-46-40.397000,[R]: 10 
09-46-40.398000,[R]: 1 
09-46-40.400000,[R]: 10 
09-46-40.403000,[R]: 2 
09-46-40.404000,[R]: 50 
09-46-40.407000,[R]: 10 
09-46-40.412000,[R]: 1 
09-46-40.413000,[R]: 20 
09-46-40.414000,[R]: 10 
09-46-40.417000,[R]: 1 
09-46-40.422000,[R]: 10 
09-46-40.426000,[R]: 2 
09-46-40.427000,[R]: 50 
09-46-40.429000,[R]: 10 
09-46-40.432000,[R]: 1 
09-46-40.432000,[R]: 20 
09-46-40.436000,[R]: 10 
09-46-40.438000,[R]: 1 
09-46-40.442000,[R]: 20 
09-46-40.443000,[R]: 10 
09-46-40.445000,[R]: 1 
09-46-40.451000,[R]: 10 
09-46-40.453000,[R]: 2 
09-46-40.454000,[R]: 50 
09-46-40.462000,[R]: 10 
09-46-40.462000,[R]: 1 
09-46-40.463000,[R]: 20 
09-46-40.465000,[R]: 10 
09-46-40.467000,[R]: 1 
09-46-40.473000,[R]: 20 
09-46-40.473000,[R]: 10 
09-46-40.475000,[R]: 1 
09-46-40.480000,[R]: 10 
09-46-40.483000,[R]: 2 
09-46-40.487000,[R]: 50 
09-46-40.487000,[R]: 10 
09-46-40.489000,[R]: 1 
09-46-40.492000,[R]: 20 
09-46-40.494000,[R]: 10 
09-46-40.497000,[R]: 1 
09-46-40.502000,[R]: 10 
09-46-40.506000,[R]: 2 
09-46-40.510000,[R]: 50 
09-46-40.510000,[R]: 10 
09-46-40.512000,[R]: 1 
09-46-40.512000,[R]: 20 
09-46-40.516000,[R]: 10 
09-46-40.520000,[R]: 1 
09-46-40.524000,[R]: 20 
09-46-40.524000,[R]: 10 
09-46-40.528000,[R]: 1 
09-46-40.529000,[R]: 10 
09-46-40.532000,[R]: 2 
09-46-40.534000,[R]: 50 
09-46-40.537000,[R]: 10 
09-46-40.539000,[R]: 1 
09-46-40.541000,[R]: 20 
09-46-40.544000,[R]: 10 
09-46-40.546000,[R]: 1 
09-46-40.552000,[R]: 20 
09-46-40.553000,[R]: 10 
09-46-40.554000,[R]: 1 
09-46-40.559000,[R]: 10 
09-46-40.562000,[R]: 2 
09-46-40.564000,[R]: 50 
09-46-40.577000,[R]: 10 
09-46-40.579000,[R]: 1 
09-46-40.595000,[R]: 20 
09-46-40.600000,[R]: 10 
09-46-40.631000,[R]: 1 
09-46-40.634000,[R]: 10 
09-46-40.638000,[R]: 2 
09-46-40.639000,[R]: 50 
09-46-40.643000,[R]: 10 
09-46-40.644000,[R]: 1 
09-46-40.650000,[R]: 20 
09-46-40.651000,[R]: 10 
09-46-40.653000,[R]: 1 
09-46-40.654000,[R]: 20 
09-46-40.655000,[R]: 10 
09-46-40.661000,[R]: 1 
09-46-40.661000,[R]: 10 
09-46-40.662000,[R]: 2 
09-46-40.664000,[R]: 50 
09-46-40.667000,[R]: 10 
09-46-40.667000,[R]: 1 
09-46-40.672000,[R]: 20 
09-46-40.673000,[R]: 10 
09-46-40.673000,[R]: 1 
09-46-40.679000,[R]: 20 
09-46-40.681000,[R]: 10 
09-46-40.682000,[R]: 1 
09-46-40.682000,[R]: 10 
09-46-40.683000,[R]: 2 
09-46-40.683000,[R]: 50 
09-46-40.684000,[R]: 10 
09-46-40.685000,[R]: 1 
09-46-40.686000,[R]: 20 
09-46-40.686000,[R]: 10 
09-46-40.703000,[R]: 1 
09-46-40.703000,[R]: 10 
09-46-40.704000,[R]: 2 
09-46-40.704000,[R]: 50 
09-46-40.705000,[R]: 10 
09-46-40.705000,[R]: 1 
09-46-40.706000,[R]: 20 
09-46-40.706000,[R]: 10 
09-46-40.706000,[R]: 1 
09-46-40.717000,[R]: 20 
09-46-40.721000,[R]: 10 
09-46-40.723000,[R]: 1 
09-46-40.723000,[R]: 10 
09-46-40.725000,[R]: 2 
09-46-40.727000,[R]: 50 
09-46-40.727000,[R]: 10 
09-46-40.728000,[R]: 1 
09-46-40.729000,[R]: 20 
09-46-40.729000,[R]: 10 
09-46-40.730000,[R]: 1 
09-46-40.730000,[R]: 20 
09-46-40.731000,[R]: 10 
09-46-40.732000,[R]: 1 
09-46-40.733000,[R]: 10 
09-46-40.734000,[R]: 2 
09-46-40.738000,[R]: 50 
09-46-40.739000,[R]: 10 
09-46-40.740000,[R]: 1 
09-46-40.740000,[R]: 20 
09-46-40.742000,[R]: 10 
09-46-40.743000,[R]: 1 
09-46-40.743000,[R]: 10 
09-46-40.744000,[R]: 2 
09-46-40.745000,[R]: 50 
09-46-40.748000,[R]: 10 
09-46-40.751000,[R]: 1 
09-46-40.752000,[R]: 20 
09-46-40.755000,[R]: 10 
09-46-40.764000,[R]: 1 
09-46-40.764000,[R]: 20 
09-46-40.765000,[R]: 10 
09-46-40.765000,[R]: 1 
09-46-40.771000,[R]: 10 
09-46-40.773000,[R]: 2 
09-46-40.774000,[R]: 50 
09-46-40.777000,[R]: 10 
09-46-40.780000,[R]: 1 
09-46-40.782000,[R]: 20 
09-46-40.785000,[R]: 10 
09-46-40.787000,[R]: 1 
09-46-40.793000,[R]: 20 
09-46-40.794000,[R]: 10 
09-46-40.795000,[R]: 1 
09-46-40.800000,[R]: 10 
09-46-40.804000,[R]: 2 
09-46-40.805000,[R]: 50 
09-46-40.807000,[R]: 10 
09-46-40.809000,[R]: 1 
09-46-40.812000,[R]: 20 
09-46-40.814000,[R]: 10 
09-46-40.817000,[R]: 1 
09-46-40.822000,[R]: 10 
09-46-40.825000,[R]: 2 
09-46-40.826000,[R]: 50 
09-46-40.829000,[R]: 10 
09-46-40.834000,[R]: 1 
09-46-40.836000,[R]: 20 
09-46-40.837000,[R]: 10 
09-46-40.838000,[R]: 1 
09-46-40.843000,[R]: 20 
09-46-40.846000,[R]: 10 
09-46-40.850000,[R]: 1 
09-46-40.851000,[R]: 10 
09-46-40.853000,[R]: 2 
09-46-40.856000,[R]: 50 
09-46-40.858000,[R]: 10 
09-46-40.863000,[R]: 1 
09-46-40.864000,[R]: 20 
09-46-40.865000,[R]: 10 
09-46-40.867000,[R]: 1 
09-46-40.873000,[R]: 20 
09-46-40.876000,[R]: 10 
09-46-40.876000,[R]: 1 
09-46-40.880000,[R]: 10 
09-46-40.885000,[R]: 2 
09-46-40.887000,[R]: 50 
09-46-40.887000,[R]: 10 
09-46-40.889000,[R]: 1 
09-46-40.895000,[R]: 20 
09-46-40.896000,[R]: 10 
09-46-40.897000,[R]: 1 
09-46-40.901000,[R]: 10 
09-46-40.903000,[R]: 2 
09-46-40.904000,[R]: 50 
09-46-40.908000,[R]: 10 
09-46-40.916000,[R]: 1 
09-46-40.917000,[R]: 20 
09-46-40.918000,[R]: 10 
09-46-40.919000,[R]: 1 
09-46-40.925000,[R]: 20 
09-46-40.927000,[R]: 10 
09-46-40.927000,[R]: 1 
09-46-40.930000,[R]: 10 
09-46-40.932000,[R]: 2 
09-46-40.933000,[R]: 50 
09-46-40.946000,[R]: 10 
09-46-40.947000,[R]: 1 
09-46-40.948000,[R]: 20 
09-46-40.949000,[R]: 10 
09-46-40.950000,[R]: 1 
09-46-40.952000,[R]: 20 
09-46-40.953000,[R]: 10 
09-46-40.954000,[R]: 1 
09-46-40.960000,[R]: 10 
09-46-40.962000,[R]: 2 
09-46-40.963000,[R]: 50 
09-46-40.966000,[R]: 10 
09-46-40.980000,[R]: 1 
09-46-40.981000,[R]: 20 
09-46-40.982000,[R]: 10 
09-46-40.982000,[R]: 1 
09-46-40.983000,[R]: 10 
09-46-40.984000,[R]: 2 
09-46-40.984000,[R]: 50 
09-46-40.988000,[R]: 10 
09-46-40.992000,[R]: 1 
09-46-40.995000,[R]: 20 
09-46-40.996000,[R]: 10 
09-46-40.997000,[R]: 1 
09-46-41.002000,[R]: 20 
09-46-41.005000,[R]: 10 
09-46-41.005000,[R]: 1 
09-46-41.011000,[R]: 10 
09-46-41.013000,[R]: 2 
09-46-41.014000,[R]: 50 
09-46-41.018000,[R]: 10 
09-46-41.019000,[R]: 1 
09-46-41.021000,[R]: 20 
09-46-41.024000,[R]: 10 
09-46-41.027000,[R]: 1 
09-46-41.032000,[R]: 20 
09-46-41.034000,[R]: 10 
09-46-41.036000,[R]: 1 
09-46-41.042000,[R]: 10 
09-46-41.042000,[R]: 2 
09-46-41.043000,[R]: 50 
09-46-41.046000,[R]: 10 
09-46-41.049000,[R]: 1 
09-46-41.055000,[R]: 20 
09-46-41.055000,[R]: 10 
09-46-41.056000,[R]: 1 
09-46-41.061000,[R]: 10 
09-46-41.065000,[R]: 2 
09-46-41.067000,[R]: 50 
09-46-41.068000,[R]: 10 
09-46-41.073000,[R]: 1 
09-46-41.076000,[R]: 20 
09-46-41.076000,[R]: 10 
09-46-41.077000,[R]: 1 
09-46-41.082000,[R]: 20 
09-46-41.092000,[R]: 10 
09-46-41.092000,[R]: 1 
09-46-41.093000,[R]: 10 
