23-03-18.495000,------------------------------------------ 
23-08-13.605000,[R]: 2 
23-08-13.605000,[R]: 3 
23-08-13.606000,[R]: 4 
23-08-13.606000,[R]: 5 
23-08-13.606000,[R]: 6 
23-08-13.607000,[R]: 7 
23-08-13.607000,[R]: 8 
23-08-13.608000,[R]: 1 
23-08-13.608000,[R]: 50 
23-08-13.609000,[R]: 2 
23-08-13.616000,[R]: 3 
23-08-13.617000,[R]: 4 
23-08-13.617000,[R]: 5 
23-08-13.618000,[R]: 6 
23-08-13.618000,S 8 	RSSI: 72
23-08-13.619000,[R]: 7 
23-08-13.619000,[R]: 8 
23-08-13.619000,[R]: 1 
23-08-13.620000,[R]: 50 
23-08-13.620000,S 7 	RSSI: 47
23-08-13.621000,[R]: 2 
23-08-13.621000,[R]: 3 
23-08-13.622000,[R]: 20 
23-08-13.622000,[R]: 1 
23-08-13.623000,[R]: 50 
23-08-13.623000,[R]: 2 
23-08-13.624000,[R]: 3 
23-08-13.624000,[R]: 4 
23-08-13.632000,S 4 	RSSI: 46
23-08-13.636000,[R]: 5 
23-08-13.636000,S 5 	RSSI: 64
23-08-13.637000,[R]: 6 
23-08-13.637000,S 6 	RSSI: 51
23-08-13.638000,[R]: 7 
23-08-13.638000,[R]: 8 
23-08-13.639000,[R]: 1 
23-08-13.639000,[R]: 50 
23-08-13.640000,[R]: 2 
23-08-13.644000,[R]: 3 
23-08-13.645000,[R]: 4 
23-08-13.646000,S 4 	RSSI: 46
23-08-13.646000,[R]: 5 
23-08-13.647000,S 5 	RSSI: 64
23-08-13.647000,[R]: 6 
23-08-13.648000,[R]: 7 
23-08-13.648000,[R]: 8 
23-08-13.649000,[R]: 1 
23-08-13.650000,[R]: 50 
23-08-13.651000,S 3 	RSSI: 59
23-08-13.651000,[R]: 2 
23-08-13.652000,[R]: 3 
23-08-13.652000,[R]: 4 
23-08-13.655000,[R]: 5 
23-08-13.655000,[R]: 6 
23-08-13.656000,[R]: 7 
23-08-13.656000,[R]: 8 
23-08-13.657000,[R]: 1 
23-08-13.658000,[R]: 50 
23-08-13.658000,[R]: 2 
23-08-13.659000,[R]: 3 
23-08-13.659000,[R]: 4 
23-08-13.660000,[R]: 5 
23-08-13.661000,[R]: 20 
23-08-13.661000,[R]: 1 
23-08-13.662000,[R]: 50 
23-08-13.662000,[R]: 2 
23-08-13.663000,[R]: 3 
23-08-13.663000,S 3 	RSSI: 56
23-08-13.666000,[R]: 4 
23-08-13.667000,[R]: 5 
23-08-13.667000,[R]: 6 
23-08-13.667000,[R]: 7 
23-08-13.673000,[R]: 8 
23-08-13.674000,[R]: 1 
23-08-13.685000,[R]: 50 
23-08-13.686000,[R]: 2 
23-08-13.687000,[R]: 3 
23-08-13.687000,[R]: 4 
23-08-13.690000,[R]: 5 
23-08-13.696000,[R]: 6 
23-08-13.697000,[R]: 7 
23-08-13.698000,[R]: 8 
23-08-13.699000,[R]: 1 
23-08-13.700000,[R]: 50 
23-08-13.700000,[R]: 2 
23-08-13.701000,[R]: 3 
23-08-13.702000,[R]: 4 
23-08-13.702000,[R]: 5 
23-08-13.703000,[R]: 6 
23-08-13.707000,[R]: 7 
23-08-13.707000,[R]: 8 
23-08-13.708000,[R]: 1 
23-08-13.709000,[R]: 50 
23-08-13.710000,[R]: 2 
23-08-13.711000,[R]: 3 
23-08-13.712000,S 8 	RSSI: 62
23-08-13.713000,[R]: 4 
23-08-13.714000,[R]: 5 
23-08-13.714000,[R]: 20 
23-08-13.718000,[R]: 1 
23-08-13.719000,[R]: 50 
23-08-13.720000,[R]: 2 
23-08-13.720000,[R]: 3 
23-08-13.721000,[R]: 4 
23-08-13.722000,S 6 	RSSI: 51
23-08-13.722000,[R]: 5 
23-08-13.723000,S 7 	RSSI: 47
23-08-13.724000,[R]: 6 
23-08-13.739000,[R]: 7 
23-08-13.739000,[R]: 8 
23-08-13.739000,[R]: 1 
23-08-13.740000,[R]: 50 
23-08-13.740000,[R]: 2 
23-08-13.741000,S 4 	RSSI: 46
23-08-13.741000,[R]: 3 
23-08-13.742000,[R]: 4 
23-08-13.743000,S 6 	RSSI: 51
23-08-13.744000,[R]: 5 
23-08-13.744000,S 7 	RSSI: 47
23-08-13.745000,[R]: 6 
23-08-13.745000,[R]: 7 
23-08-13.746000,[R]: 8 
23-08-13.747000,[R]: 1 
23-08-13.751000,[R]: 50 
23-08-13.752000,[R]: 2 
23-08-13.752000,S 4 	RSSI: 47
23-08-13.753000,[R]: 3 
23-08-13.753000,S 5 	RSSI: 63
23-08-13.754000,[R]: 4 
23-08-13.755000,[R]: 5 
23-08-13.756000,S 7 	RSSI: 47
23-08-13.756000,[R]: 6 
23-08-13.756000,[R]: 7 
23-08-13.763000,S 4 	RSSI: 46
23-08-13.764000,[R]: 8 
23-08-13.764000,S 5 	RSSI: 67
23-08-13.765000,[R]: 1 
23-08-13.765000,[R]: 50 
23-08-13.766000,[R]: 2 
23-08-13.767000,[R]: 3 
23-08-13.767000,[R]: 4 
23-08-13.770000,[R]: 5 
23-08-13.773000,[R]: 20 
23-08-13.773000,[R]: 1 
23-08-13.774000,[R]: 50 
23-08-13.775000,[R]: 2 
23-08-13.775000,[R]: 3 
23-08-13.776000,[R]: 4 
23-08-13.777000,[R]: 5 
23-08-13.778000,S 5 	RSSI: 63
23-08-13.779000,[R]: 6 
23-08-13.779000,[R]: 7 
23-08-13.780000,[R]: 8 
23-08-13.787000,[R]: 1 
23-08-13.788000,[R]: 50 
23-08-13.788000,S 3 	RSSI: 56
23-08-13.789000,[R]: 2 
23-08-13.789000,[R]: 3 
23-08-13.790000,[R]: 4 
23-08-13.790000,[R]: 5 
23-08-13.791000,[R]: 6 
23-08-13.792000,[R]: 7 
23-08-13.793000,[R]: 8 
23-08-13.795000,[R]: 1 
23-08-13.807000,[R]: 50 
23-08-13.810000,[R]: 2 
23-08-13.811000,[R]: 3 
23-08-13.811000,[R]: 4 
23-08-13.812000,[R]: 5 
23-08-13.813000,[R]: 6 
23-08-13.813000,S 3 	RSSI: 56
23-08-13.814000,[R]: 7 
23-08-13.814000,[R]: 8 
23-08-13.815000,[R]: 1 
23-08-13.819000,[R]: 50 
23-08-13.820000,[R]: 2 
23-08-13.820000,[R]: 3 
23-08-13.821000,[R]: 4 
23-08-13.821000,[R]: 5 
23-08-13.822000,[R]: 20 
23-08-13.822000,[R]: 1 
23-08-13.823000,[R]: 50 
23-08-13.824000,[R]: 2 
23-08-13.826000,[R]: 3 
23-08-13.834000,S 3 	RSSI: 60
23-08-13.835000,[R]: 4 
23-08-13.835000,[R]: 5 
23-08-13.836000,[R]: 6 
23-08-13.836000,[R]: 7 
23-08-13.837000,[R]: 8 
23-08-13.837000,[R]: 1 
23-08-13.838000,[R]: 50 
23-08-13.838000,[R]: 2 
23-08-13.839000,[R]: 3 
23-08-13.839000,S 3 	RSSI: 56
23-08-13.840000,[R]: 4 
23-08-13.841000,S 8 	RSSI: 62
23-08-13.853000,[R]: 5 
23-08-13.854000,[R]: 6 
23-08-13.855000,[R]: 7 
23-08-13.855000,[R]: 8 
23-08-13.856000,[R]: 1 
23-08-13.856000,[R]: 50 
23-08-13.857000,S 7 	RSSI: 47
23-08-13.857000,[R]: 2 
23-08-13.858000,[R]: 3 
23-08-13.859000,[R]: 20 
23-08-13.860000,[R]: 1 
23-08-13.860000,[R]: 50 
23-08-13.866000,[R]: 2 
23-08-13.866000,[R]: 3 
23-08-13.867000,[R]: 4 
23-08-13.867000,S 4 	RSSI: 46
23-08-13.868000,[R]: 5 
23-08-13.869000,S 5 	RSSI: 75
23-08-13.869000,[R]: 6 
23-08-13.870000,S 6 	RSSI: 51
23-08-13.870000,[R]: 7 
23-08-13.871000,[R]: 8 
23-08-13.872000,[R]: 1 
23-08-13.873000,[R]: 50 
23-08-13.873000,[R]: 2 
23-08-13.874000,[R]: 3 
23-08-13.878000,[R]: 4 
23-08-13.879000,S 4 	RSSI: 47
23-08-13.879000,[R]: 5 
23-08-13.881000,[R]: 6 
23-08-13.881000,S 6 	RSSI: 51
23-08-13.882000,[R]: 7 
23-08-13.882000,[R]: 8 
23-08-13.885000,[R]: 1 
23-08-13.885000,[R]: 50 
23-08-13.886000,[R]: 2 
23-08-13.889000,[R]: 3 
23-08-13.894000,[R]: 4 
23-08-13.896000,S 4 	RSSI: 48
23-08-13.896000,[R]: 5 
23-08-13.900000,S 5 	RSSI: 80
23-08-13.900000,[R]: 6 
23-08-13.901000,S 6 	RSSI: 52
23-08-13.902000,[R]: 7 
23-08-13.903000,[R]: 8 
23-08-13.905000,[R]: 1 
23-08-13.907000,[R]: 50 
23-08-13.910000,[R]: 2 
23-08-13.912000,[R]: 3 
23-08-13.919000,[R]: 4 
23-08-13.920000,[R]: 5 
23-08-13.921000,[R]: 20 
23-08-13.923000,[R]: 1 
23-08-13.929000,[R]: 50 
23-08-13.930000,S 3 	RSSI: 57
23-08-13.930000,[R]: 2 
23-08-13.931000,[R]: 3 
23-08-13.931000,[R]: 4 
23-08-13.932000,[R]: 5 
23-08-13.933000,[R]: 6 
23-08-13.933000,[R]: 7 
23-08-13.934000,[R]: 8 
23-08-13.934000,[R]: 1 
23-08-13.935000,[R]: 50 
23-08-13.935000,S 3 	RSSI: 57
23-08-13.936000,[R]: 2 
23-08-13.936000,[R]: 3 
23-08-13.937000,[R]: 4 
23-08-13.937000,S 8 	RSSI: 63
23-08-13.941000,[R]: 5 
23-08-13.941000,[R]: 6 
23-08-13.942000,[R]: 7 
23-08-13.943000,[R]: 8 
23-08-13.943000,S 7 	RSSI: 48
23-08-13.944000,[R]: 1 
23-08-13.945000,[R]: 50 
23-08-13.946000,[R]: 2 
23-08-13.949000,[R]: 3 
23-08-13.951000,[R]: 20 
23-08-13.952000,[R]: 1 
23-08-13.953000,[R]: 50 
23-08-13.953000,[R]: 2 
23-08-13.954000,S 4 	RSSI: 46
23-08-13.955000,[R]: 3 
23-08-13.956000,S 5 	RSSI: 62
23-08-13.957000,[R]: 4 
23-08-13.957000,S 6 	RSSI: 51
23-08-13.958000,[R]: 5 
23-08-13.958000,S 7 	RSSI: 48
23-08-13.959000,[R]: 6 
23-08-13.962000,[R]: 7 
23-08-13.963000,[R]: 8 
23-08-13.963000,[R]: 1 
23-08-13.964000,[R]: 50 
23-08-13.965000,[R]: 2 
23-08-13.965000,S 4 	RSSI: 46
23-08-13.966000,[R]: 3 
23-08-13.966000,S 5 	RSSI: 62
23-08-13.967000,[R]: 4 
23-08-13.975000,S 6 	RSSI: 51
23-08-13.978000,[R]: 5 
23-08-13.979000,S 7 	RSSI: 48
23-08-13.979000,[R]: 6 
23-08-13.980000,[R]: 7 
23-08-13.981000,[R]: 8 
23-08-13.982000,S 2 	RSSI: 70
23-08-13.984000,[R]: 1 
23-08-13.985000,[R]: 50 
23-08-13.986000,[R]: 2 
23-08-13.986000,S 4 	RSSI: 45
23-08-13.989000,[R]: 3 
23-08-13.989000,S 5 	RSSI: 60
23-08-13.990000,[R]: 4 
23-08-13.991000,S 6 	RSSI: 51
23-08-13.995000,[R]: 5 
23-08-13.996000,[R]: 6 
23-08-13.997000,[R]: 7 
23-08-13.998000,[R]: 8 
23-08-13.998000,[R]: 8 
23-08-13.999000,S 2 	RSSI: 65
23-08-13.999000,[R]: 1 
23-08-14.000000,[R]: 50 
23-08-14.001000,[R]: 2 
23-08-14.001000,[R]: 3 
23-08-14.002000,S 5 	RSSI: 60
23-08-14.002000,[R]: 4 
23-08-14.003000,[R]: 5 
23-08-14.004000,[R]: 20 
23-08-14.011000,[R]: 1 
23-08-14.011000,[R]: 50 
23-08-14.012000,[R]: 2 
23-08-14.013000,S 2 	RSSI: 63
23-08-14.014000,[R]: 3 
23-08-14.014000,[R]: 4 
23-08-14.015000,[R]: 5 
23-08-14.016000,[R]: 6 
23-08-14.022000,[R]: 7 
23-08-14.023000,[R]: 8 
23-08-14.024000,[R]: 1 
23-08-14.025000,[R]: 50 
23-08-14.026000,[R]: 2 
23-08-14.027000,[R]: 3 
23-08-14.028000,[R]: 4 
23-08-14.029000,[R]: 5 
23-08-14.035000,[R]: 6 
23-08-14.035000,[R]: 7 
23-08-14.036000,[R]: 8 
23-08-14.036000,[R]: 1 
23-08-14.037000,[R]: 50 
23-08-14.038000,[R]: 2 
23-08-14.038000,[R]: 3 
23-08-14.039000,[R]: 4 
23-08-14.040000,[R]: 5 
23-08-14.041000,[R]: 6 
23-08-14.041000,[R]: 7 
23-08-14.042000,[R]: 8 
23-08-14.042000,[R]: 1 
23-08-14.048000,[R]: 50 
23-08-14.049000,[R]: 2 
23-08-14.049000,[R]: 3 
23-08-14.054000,[R]: 4 
23-08-14.055000,[R]: 5 
23-08-14.055000,[R]: 20 
23-08-14.056000,[R]: 1 
23-08-14.057000,[R]: 50 
23-08-14.058000,[R]: 2 
23-08-14.058000,[R]: 3 
23-08-14.060000,S 3 	RSSI: 58
23-08-14.061000,[R]: 4 
23-08-14.062000,[R]: 5 
23-08-14.063000,[R]: 6 
23-08-14.065000,S 8 	RSSI: 53
23-08-14.066000,[R]: 7 
23-08-14.082000,[R]: 8 
23-08-14.083000,[R]: 1 
23-08-14.083000,[R]: 50 
23-08-14.084000,S 7 	RSSI: 47
23-08-14.084000,[R]: 2 
23-08-14.085000,[R]: 3 
23-08-14.086000,[R]: 4 
23-08-14.086000,[R]: 5 
23-08-14.087000,[R]: 6 
23-08-14.087000,S 4 	RSSI: 48
23-08-14.088000,[R]: 7 
23-08-14.088000,S 5 	RSSI: 60
23-08-14.089000,[R]: 8 
23-08-14.092000,S 6 	RSSI: 53
23-08-14.094000,[R]: 1 
23-08-14.095000,[R]: 50 
23-08-14.095000,[R]: 2 
23-08-14.096000,[R]: 3 
23-08-14.096000,[R]: 4 
23-08-14.097000,[R]: 5 
23-08-14.097000,[R]: 6 
23-08-14.098000,S 4 	RSSI: 48
23-08-14.099000,[R]: 7 
23-08-14.099000,S 5 	RSSI: 61
23-08-14.106000,[R]: 8 
23-08-14.107000,S 6 	RSSI: 53
23-08-14.108000,[R]: 1 
23-08-14.111000,[R]: 50 
23-08-14.113000,[R]: 2 
23-08-14.115000,[R]: 3 
23-08-14.119000,S 2 	RSSI: 66
23-08-14.121000,[R]: 4 
23-08-14.121000,[R]: 5 
23-08-14.121000,[R]: 6 
23-08-14.122000,[R]: 7 
23-08-14.122000,[R]: 8 
23-08-14.123000,[R]: 1 
23-08-14.124000,[R]: 50 
23-08-14.125000,[R]: 2 
23-08-14.131000,[R]: 3 
23-08-14.132000,S 2 	RSSI: 65
23-08-14.132000,[R]: 4 
23-08-14.133000,[R]: 5 
23-08-14.133000,[R]: 6 
23-08-14.134000,[R]: 7 
23-08-14.134000,[R]: 8 
23-08-14.135000,[R]: 1 
23-08-14.135000,[R]: 50 
23-08-14.136000,[R]: 2 
23-08-14.137000,[R]: 3 
23-08-14.137000,S 2 	RSSI: 75
23-08-14.138000,[R]: 4 
23-08-14.139000,[R]: 5 
23-08-14.151000,[R]: 6 
23-08-14.152000,[R]: 7 
23-08-14.152000,[R]: 8 
23-08-14.152000,[R]: 20 
23-08-14.153000,[R]: 1 
23-08-14.153000,[R]: 50 
23-08-14.154000,[R]: 2 
23-08-14.155000,[R]: 3 
23-08-14.155000,[R]: 4 
23-08-14.156000,[R]: 5 
23-08-14.156000,[R]: 6 
23-08-14.156000,[R]: 7 
23-08-14.157000,[R]: 8 
23-08-14.157000,[R]: 1 
23-08-14.159000,[R]: 50 
23-08-14.162000,S 3 	RSSI: 58
23-08-14.163000,[R]: 2 
23-08-14.164000,[R]: 3 
23-08-14.165000,S 7 	RSSI: 46
23-08-14.166000,[R]: 4 
23-08-14.166000,[R]: 5 
23-08-14.167000,[R]: 6 
23-08-14.167000,S 8 	RSSI: 48
23-08-14.168000,S 5 	RSSI: 68
23-08-14.168000,[R]: 7 
23-08-14.169000,[R]: 8 
23-08-14.169000,S 4 	RSSI: 49
23-08-14.170000,[R]: 1 
23-08-14.170000,[R]: 50 
23-08-14.180000,[R]: 2 
23-08-14.181000,S 6 	RSSI: 52
23-08-14.181000,[R]: 3 
23-08-14.181000,S 7 	RSSI: 46
23-08-14.182000,[R]: 20 
23-08-14.182000,[R]: 1 
23-08-14.183000,[R]: 50 
23-08-14.183000,[R]: 2 
23-08-14.183000,[R]: 3 
23-08-14.184000,[R]: 4 
23-08-14.184000,S 4 	RSSI: 49
23-08-14.185000,[R]: 5 
23-08-14.185000,S 5 	RSSI: 70
23-08-14.186000,[R]: 6 
23-08-14.186000,S 6 	RSSI: 53
23-08-14.187000,[R]: 7 
23-08-14.187000,[R]: 8 
23-08-14.188000,[R]: 1 
23-08-14.188000,[R]: 50 
23-08-14.200000,[R]: 2 
23-08-14.201000,[R]: 3 
23-08-14.201000,[R]: 4 
23-08-14.201000,[R]: 5 
23-08-14.202000,S 5 	RSSI: 77
23-08-14.202000,[R]: 6 
23-08-14.203000,S 2 	RSSI: 70
23-08-14.204000,[R]: 7 
23-08-14.204000,[R]: 8 
23-08-14.210000,[R]: 1 
23-08-14.210000,[R]: 50 
23-08-14.211000,[R]: 2 
23-08-14.212000,[R]: 3 
23-08-14.212000,[R]: 4 
23-08-14.213000,[R]: 5 
23-08-14.214000,S 2 	RSSI: 66
23-08-14.214000,[R]: 6 
23-08-14.215000,[R]: 7 
23-08-14.215000,[R]: 8 
23-08-14.216000,[R]: 1 
23-08-14.216000,[R]: 50 
23-08-14.217000,[R]: 2 
23-08-14.217000,[R]: 3 
23-08-14.224000,[R]: 4 
23-08-14.225000,[R]: 5 
23-08-14.226000,[R]: 20 
23-08-14.226000,[R]: 1 
23-08-14.227000,[R]: 50 
23-08-14.227000,[R]: 2 
23-08-14.228000,[R]: 3 
23-08-14.228000,[R]: 4 
23-08-14.229000,[R]: 5 
23-08-14.229000,[R]: 6 
23-08-14.233000,[R]: 7 
23-08-14.233000,[R]: 8 
23-08-14.234000,[R]: 1 
23-08-14.234000,[R]: 50 
23-08-14.235000,[R]: 2 
23-08-14.235000,[R]: 3 
23-08-14.236000,[R]: 4 
23-08-14.236000,S 8 	RSSI: 57
23-08-14.237000,[R]: 5 
23-08-14.237000,[R]: 6 
23-08-14.238000,[R]: 7 
23-08-14.264000,S 3 	RSSI: 58
23-08-14.272000,S 6 	RSSI: 52
23-08-14.273000,[R]: 8 
23-08-14.273000,[R]: 1 
23-08-14.274000,[R]: 50 
23-08-14.274000,[R]: 2 
23-08-14.275000,[R]: 3 
23-08-14.276000,[R]: 20 
23-08-14.276000,[R]: 1 
23-08-14.277000,[R]: 50 
23-08-14.277000,[R]: 2 
23-08-14.277000,S 4 	RSSI: 49
23-08-14.281000,[R]: 3 
23-08-14.281000,S 5 	RSSI: 63
23-08-14.282000,[R]: 4 
23-08-14.282000,S 6 	RSSI: 51
23-08-14.283000,[R]: 5 
23-08-14.284000,S 7 	RSSI: 46
23-08-14.284000,[R]: 6 
23-08-14.285000,[R]: 7 
23-08-14.285000,[R]: 8 
23-08-14.286000,S 2 	RSSI: 73
23-08-14.286000,[R]: 1 
23-08-14.287000,[R]: 50 
23-08-14.287000,[R]: 2 
23-08-14.292000,S 4 	RSSI: 49
23-08-14.292000,[R]: 3 
23-08-14.293000,S 5 	RSSI: 63
23-08-14.293000,[R]: 4 
23-08-14.294000,S 6 	RSSI: 51
23-08-14.294000,[R]: 5 
23-08-14.295000,[R]: 6 
23-08-14.296000,[R]: 7 
23-08-14.296000,[R]: 8 
23-08-14.297000,S 2 	RSSI: 65
23-08-14.298000,[R]: 1 
23-08-14.303000,[R]: 50 
23-08-14.303000,[R]: 2 
23-08-14.304000,S 4 	RSSI: 49
23-08-14.304000,[R]: 3 
23-08-14.305000,S 5 	RSSI: 62
23-08-14.305000,[R]: 4 
23-08-14.306000,[R]: 5 
23-08-14.306000,[R]: 6 
23-08-14.307000,[R]: 7 
23-08-14.307000,[R]: 8 
23-08-14.308000,S 2 	RSSI: 64
23-08-14.309000,[R]: 1 
23-08-14.309000,[R]: 50 
23-08-14.309000,[R]: 2 
23-08-14.310000,[R]: 3 
23-08-14.310000,[R]: 4 
23-08-14.311000,[R]: 5 
23-08-14.311000,[R]: 20 
23-08-14.316000,[R]: 1 
23-08-14.316000,[R]: 50 
23-08-14.317000,[R]: 2 
23-08-14.317000,[R]: 3 
23-08-14.318000,[R]: 4 
23-08-14.318000,[R]: 5 
23-08-14.319000,[R]: 6 
23-08-14.319000,[R]: 7 
23-08-14.320000,[R]: 8 
23-08-14.320000,[R]: 1 
23-08-14.323000,[R]: 50 
23-08-14.332000,[R]: 2 
23-08-14.333000,[R]: 3 
23-08-14.333000,[R]: 4 
23-08-14.334000,[R]: 5 
23-08-14.334000,[R]: 6 
23-08-14.335000,[R]: 7 
23-08-14.335000,[R]: 8 
23-08-14.336000,[R]: 1 
23-08-14.336000,[R]: 50 
23-08-14.337000,[R]: 2 
23-08-14.337000,[R]: 3 
23-08-14.338000,[R]: 4 
23-08-14.338000,[R]: 5 
23-08-14.338000,[R]: 6 
23-08-14.339000,[R]: 7 
23-08-14.339000,[R]: 8 
23-08-14.340000,[R]: 1 
23-08-14.345000,[R]: 50 
23-08-14.346000,[R]: 2 
23-08-14.347000,[R]: 3 
23-08-14.347000,[R]: 4 
23-08-14.348000,[R]: 5 
23-08-14.349000,[R]: 20 
23-08-14.350000,[R]: 1 
23-08-14.350000,[R]: 50 
23-08-14.353000,[R]: 2 
23-08-14.356000,[R]: 3 
23-08-14.356000,[R]: 4 
23-08-14.357000,[R]: 5 
23-08-14.357000,[R]: 6 
23-08-14.358000,[R]: 7 
23-08-14.359000,[R]: 8 
23-08-14.360000,[R]: 1 
23-08-14.360000,[R]: 50 
23-08-14.361000,[R]: 2 
23-08-14.361000,[R]: 3 
23-08-14.364000,[R]: 4 
23-08-14.367000,[R]: 5 
23-08-14.368000,S 7 	RSSI: 46
23-08-14.369000,[R]: 6 
23-08-14.370000,S 8 	RSSI: 52
23-08-14.371000,S 4 	RSSI: 53
23-08-14.371000,[R]: 7 
23-08-14.372000,S 5 	RSSI: 70
23-08-14.373000,[R]: 8 
23-08-14.374000,S 6 	RSSI: 49
23-08-14.374000,[R]: 1 
23-08-14.386000,[R]: 50 
23-08-14.387000,[R]: 2 
23-08-14.388000,[R]: 3 
23-08-14.388000,[R]: 20 
23-08-14.389000,[R]: 1 
23-08-14.390000,[R]: 50 
23-08-14.390000,[R]: 2 
23-08-14.391000,[R]: 3 
23-08-14.391000,[R]: 4 
23-08-14.392000,[R]: 5 
23-08-14.392000,[R]: 6 
23-08-14.393000,[R]: 7 
23-08-14.393000,[R]: 8 
23-08-14.406000,S 2 	RSSI: 62
23-08-14.406000,[R]: 1 
23-08-14.407000,[R]: 50 
23-08-14.408000,[R]: 2 
23-08-14.410000,[R]: 3 
23-08-14.412000,[R]: 4 
23-08-14.412000,[R]: 5 
23-08-14.413000,[R]: 6 
23-08-14.414000,[R]: 7 
23-08-14.418000,[R]: 8 
23-08-14.420000,S 2 	RSSI: 60
23-08-14.421000,[R]: 1 
23-08-14.421000,[R]: 50 
23-08-14.422000,[R]: 2 
23-08-14.424000,[R]: 3 
23-08-14.425000,[R]: 4 
23-08-14.426000,[R]: 5 
23-08-14.426000,[R]: 6 
23-08-14.432000,[R]: 7 
23-08-14.433000,[R]: 8 
23-08-14.433000,S 2 	RSSI: 61
23-08-14.435000,[R]: 1 
23-08-14.435000,[R]: 50 
23-08-14.435000,[R]: 2 
23-08-14.436000,[R]: 3 
23-08-14.436000,[R]: 4 
23-08-14.437000,[R]: 5 
23-08-14.437000,[R]: 20 
23-08-14.438000,[R]: 1 
23-08-14.439000,[R]: 50 
23-08-14.440000,[R]: 2 
23-08-14.440000,[R]: 3 
23-08-14.453000,[R]: 4 
23-08-14.457000,[R]: 5 
23-08-14.457000,[R]: 6 
23-08-14.458000,S 8 	RSSI: 51
23-08-14.460000,[R]: 7 
23-08-14.460000,[R]: 8 
23-08-14.463000,[R]: 1 
23-08-14.463000,[R]: 50 
23-08-14.464000,[R]: 2 
23-08-14.464000,S 6 	RSSI: 53
23-08-14.464000,[R]: 3 
23-08-14.465000,S 7 	RSSI: 53
23-08-14.465000,[R]: 4 
23-08-14.466000,[R]: 5 
23-08-14.466000,[R]: 6 
23-08-14.467000,[R]: 7 
23-08-14.467000,S 3 	RSSI: 56
23-08-14.467000,[R]: 8 
23-08-14.468000,S 4 	RSSI: 53
23-08-14.468000,[R]: 1 
23-08-14.469000,[R]: 50 
23-08-14.469000,S 5 	RSSI: 55
23-08-14.475000,[R]: 2 
23-08-14.476000,S 6 	RSSI: 51
23-08-14.477000,[R]: 3 
23-08-14.477000,S 7 	RSSI: 52
23-08-14.478000,[R]: 20 
23-08-14.478000,[R]: 1 
23-08-14.479000,[R]: 50 
23-08-14.479000,[R]: 2 
23-08-14.480000,S 2 	RSSI: 62
23-08-14.480000,[R]: 3 
23-08-14.481000,S 3 	RSSI: 56
23-08-14.481000,[R]: 4 
23-08-14.482000,S 4 	RSSI: 52
23-08-14.486000,[R]: 5 
23-08-14.487000,S 5 	RSSI: 56
23-08-14.487000,[R]: 6 
23-08-14.490000,S 6 	RSSI: 52
23-08-14.490000,[R]: 7 
23-08-14.491000,[R]: 8 
23-08-14.491000,[R]: 1 
23-08-14.492000,[R]: 50 
23-08-14.492000,[R]: 2 
23-08-14.493000,[R]: 3 
23-08-14.498000,[R]: 4 
23-08-14.499000,[R]: 5 
23-08-14.501000,[R]: 6 
23-08-14.501000,[R]: 7 
23-08-14.502000,[R]: 8 
23-08-14.503000,[R]: 1 
23-08-14.503000,[R]: 50 
23-08-14.504000,[R]: 2 
23-08-14.505000,[R]: 3 
23-08-14.505000,[R]: 4 
23-08-14.506000,[R]: 5 
23-08-14.515000,[R]: 6 
23-08-14.515000,[R]: 7 
23-08-14.519000,[R]: 8 
23-08-14.520000,[R]: 1 
23-08-14.521000,[R]: 50 
23-08-14.522000,[R]: 2 
23-08-14.526000,[R]: 3 
23-08-14.527000,[R]: 4 
23-08-14.527000,[R]: 5 
23-08-14.528000,[R]: 20 
23-08-14.529000,[R]: 1 
23-08-14.530000,[R]: 50 
23-08-14.531000,[R]: 2 
23-08-14.533000,[R]: 3 
23-08-14.533000,[R]: 4 
23-08-14.534000,[R]: 5 
23-08-14.534000,[R]: 6 
23-08-14.535000,[R]: 7 
23-08-14.535000,[R]: 8 
23-08-14.536000,[R]: 1 
23-08-14.536000,[R]: 50 
23-08-14.536000,[R]: 2 
23-08-14.537000,[R]: 3 
23-08-14.537000,[R]: 4 
23-08-14.540000,[R]: 5 
23-08-14.540000,[R]: 6 
23-08-14.541000,[R]: 7 
23-08-14.545000,[R]: 8 
23-08-14.545000,[R]: 1 
23-08-14.546000,[R]: 50 
23-08-14.549000,[R]: 2 
23-08-14.549000,[R]: 3 
23-08-14.550000,[R]: 4 
23-08-14.550000,[R]: 5 
23-08-14.551000,[R]: 6 
23-08-14.551000,[R]: 7 
23-08-14.551000,[R]: 8 
23-08-14.554000,[R]: 1 
23-08-14.555000,[R]: 50 
23-08-14.555000,[R]: 2 
23-08-14.555000,[R]: 3 
23-08-14.556000,S 8 	RSSI: 53
23-08-14.556000,[R]: 4 
23-08-14.557000,[R]: 5 
23-08-14.557000,[R]: 20 
23-08-14.558000,[R]: 1 
23-08-14.559000,[R]: 50 
23-08-14.559000,[R]: 2 
23-08-14.560000,[R]: 3 
23-08-14.561000,[R]: 4 
23-08-14.561000,S 6 	RSSI: 57
23-08-14.566000,[R]: 5 
23-08-14.567000,S 7 	RSSI: 54
23-08-14.567000,[R]: 6 
23-08-14.571000,[R]: 7 
23-08-14.571000,[R]: 8 
23-08-14.572000,[R]: 1 
23-08-14.573000,[R]: 50 
23-08-14.582000,S 3 	RSSI: 60
