23-03-18.495000,------------------------------------------ 
23-07-54.987000,[R]: 1 
23-07-54.988000,[R]: 50 
23-07-54.988000,[R]: 2 
23-07-54.989000,[R]: 3 
23-07-54.989000,[R]: 4 
23-07-55.004000,[R]: 5 
23-07-55.005000,[R]: 6 
23-07-55.005000,[R]: 7 
23-07-55.007000,[R]: 8 
23-07-55.007000,[R]: 1 
23-07-55.008000,[R]: 50 
23-07-55.048000,[R]: 2 
23-07-55.049000,[R]: 3 
23-07-55.049000,[R]: 4 
23-07-55.104000,[R]: 5 
23-07-55.104000,[R]: 6 
23-07-55.138000,[R]: 7 
23-07-55.138000,[R]: 8 
23-07-55.140000,[R]: 1 
23-07-55.141000,[R]: 50 
23-07-55.141000,S 6 	RSSI: 52
23-07-55.143000,[R]: 2 
23-07-55.150000,S 7 	RSSI: 48
23-07-55.151000,[R]: 3 
23-07-55.151000,[R]: 4 
23-07-55.188000,[R]: 5 
23-07-55.201000,[R]: 20 
23-07-55.201000,[R]: 1 
23-07-55.201000,[R]: 50 
23-07-55.202000,[R]: 2 
23-07-55.202000,S 4 	RSSI: 47
23-07-55.203000,[R]: 3 
23-07-55.204000,[R]: 4 
23-07-55.204000,[R]: 5 
23-07-55.231000,[R]: 6 
23-07-55.231000,[R]: 7 
23-07-55.232000,S 5 	RSSI: 60
23-07-55.232000,[R]: 8 
23-07-55.233000,S 3 	RSSI: 56
23-07-55.235000,[R]: 1 
23-07-55.235000,[R]: 50 
23-07-55.246000,[R]: 2 
23-07-55.264000,S 4 	RSSI: 47
23-07-55.274000,[R]: 3 
23-07-55.274000,[R]: 4 
23-07-55.293000,[R]: 5 
23-07-55.294000,[R]: 6 
23-07-55.294000,[R]: 7 
23-07-55.295000,S 5 	RSSI: 60
23-07-55.315000,[R]: 8 
23-07-55.315000,S 3 	RSSI: 56
23-07-55.316000,[R]: 1 
23-07-55.316000,[R]: 50 
23-07-55.343000,S 8 	RSSI: 55
23-07-55.344000,[R]: 2 
23-07-55.344000,[R]: 3 
23-07-55.345000,[R]: 4 
23-07-55.346000,[R]: 5 
23-07-55.374000,[R]: 6 
23-07-55.375000,[R]: 7 
23-07-55.376000,[R]: 8 
23-07-55.376000,[R]: 1 
23-07-55.377000,[R]: 50 
23-07-55.378000,[R]: 2 
23-07-55.378000,[R]: 3 
23-07-55.385000,[R]: 4 
23-07-55.385000,[R]: 5 
23-07-55.387000,[R]: 6 
23-07-55.388000,[R]: 7 
23-07-55.388000,[R]: 8 
23-07-55.389000,[R]: 1 
23-07-55.391000,[R]: 50 
23-07-55.391000,[R]: 2 
23-07-55.392000,[R]: 3 
23-07-55.395000,[R]: 4 
23-07-55.396000,[R]: 5 
23-07-55.398000,[R]: 6 
23-07-55.399000,[R]: 7 
23-07-55.399000,[R]: 8 
23-07-55.402000,[R]: 1 
23-07-55.402000,[R]: 50 
23-07-55.403000,[R]: 2 
23-07-55.403000,[R]: 3 
23-07-55.404000,[R]: 4 
23-07-55.405000,S 6 	RSSI: 52
23-07-55.405000,[R]: 5 
23-07-55.416000,S 7 	RSSI: 46
23-07-55.416000,[R]: 6 
23-07-55.417000,[R]: 7 
23-07-55.419000,[R]: 8 
23-07-55.421000,[R]: 1 
23-07-55.421000,[R]: 50 
23-07-55.422000,[R]: 2 
23-07-55.422000,[R]: 3 
23-07-55.423000,[R]: 4 
23-07-55.423000,S 6 	RSSI: 51
23-07-55.424000,[R]: 5 
23-07-55.425000,S 7 	RSSI: 46
23-07-55.425000,[R]: 6 
23-07-55.426000,[R]: 7 
23-07-55.426000,[R]: 8 
23-07-55.436000,S 4 	RSSI: 46
23-07-55.443000,[R]: 1 
23-07-55.443000,[R]: 50 
23-07-55.444000,S 5 	RSSI: 60
23-07-55.447000,[R]: 2 
23-07-55.455000,[R]: 3 
23-07-55.456000,S 2 	RSSI: 67
23-07-55.457000,[R]: 4 
23-07-55.465000,[R]: 5 
23-07-55.465000,[R]: 6 
23-07-55.466000,[R]: 7 
23-07-55.466000,[R]: 8 
23-07-55.469000,[R]: 1 
23-07-55.490000,[R]: 50 
23-07-55.490000,[R]: 2 
23-07-55.491000,[R]: 3 
23-07-55.492000,[R]: 20 
23-07-55.492000,[R]: 1 
23-07-55.494000,[R]: 50 
23-07-55.494000,[R]: 2 
23-07-55.497000,[R]: 3 
23-07-55.498000,[R]: 4 
23-07-55.520000,[R]: 5 
23-07-55.525000,[R]: 6 
23-07-55.526000,S 8 	RSSI: 60
23-07-55.527000,[R]: 7 
23-07-55.527000,[R]: 8 
23-07-55.528000,S 2 	RSSI: 67
23-07-55.541000,[R]: 1 
23-07-55.542000,[R]: 50 
23-07-55.554000,[R]: 2 
23-07-55.555000,[R]: 3 
23-07-55.556000,[R]: 4 
23-07-55.557000,[R]: 5 
23-07-55.557000,[R]: 6 
23-07-55.558000,S 8 	RSSI: 53
23-07-55.559000,[R]: 7 
23-07-55.559000,[R]: 8 
23-07-55.560000,S 2 	RSSI: 66
23-07-55.561000,[R]: 1 
23-07-55.561000,[R]: 50 
23-07-55.566000,[R]: 2 
23-07-55.566000,[R]: 3 
23-07-55.567000,[R]: 4 
23-07-55.567000,[R]: 5 
23-07-55.568000,[R]: 6 
23-07-55.587000,S 8 	RSSI: 53
23-07-55.588000,[R]: 7 
23-07-55.589000,[R]: 8 
23-07-55.589000,S 2 	RSSI: 78
23-07-55.593000,[R]: 1 
23-07-55.595000,[R]: 50 
23-07-55.600000,[R]: 2 
23-07-55.601000,[R]: 3 
23-07-55.602000,[R]: 4 
23-07-55.602000,[R]: 5 
23-07-55.609000,[R]: 20 
23-07-55.610000,[R]: 1 
23-07-55.611000,[R]: 50 
23-07-55.617000,[R]: 2 
23-07-55.617000,S 2 	RSSI: 77
23-07-55.622000,[R]: 3 
23-07-55.623000,[R]: 4 
23-07-55.625000,S 6 	RSSI: 51
23-07-55.636000,[R]: 5 
23-07-55.636000,S 7 	RSSI: 46
23-07-55.646000,[R]: 6 
23-07-55.652000,[R]: 7 
23-07-55.653000,[R]: 8 
23-07-55.654000,[R]: 1 
23-07-55.657000,[R]: 50 
23-07-55.658000,[R]: 2 
23-07-55.661000,S 2 	RSSI: 80
23-07-55.677000,[R]: 3 
23-07-55.684000,[R]: 4 
23-07-55.691000,[R]: 5 
23-07-55.692000,[R]: 6 
23-07-55.713000,S 5 	RSSI: 59
23-07-55.714000,[R]: 7 
23-07-55.727000,S 4 	RSSI: 46
23-07-55.743000,[R]: 8 
23-07-55.747000,[R]: 1 
23-07-55.750000,[R]: 50 
23-07-55.750000,[R]: 2 
23-07-55.751000,S 2 	RSSI: 66
23-07-55.752000,[R]: 3 
23-07-55.752000,[R]: 20 
23-07-55.765000,[R]: 1 
23-07-55.800000,[R]: 50 
23-07-55.800000,S 3 	RSSI: 56
23-07-55.801000,[R]: 2 
23-07-55.810000,S 2 	RSSI: 66
23-07-55.810000,[R]: 3 
23-07-55.811000,[R]: 4 
23-07-55.817000,[R]: 5 
23-07-55.819000,[R]: 6 
23-07-55.820000,S 8 	RSSI: 55
23-07-55.837000,[R]: 7 
23-07-55.838000,[R]: 8 
23-07-55.838000,[R]: 1 
23-07-55.839000,[R]: 50 
23-07-55.839000,[R]: 2 
23-07-55.840000,S 2 	RSSI: 66
23-07-55.841000,[R]: 3 
23-07-55.841000,[R]: 4 
23-07-55.842000,[R]: 5 
23-07-55.842000,[R]: 6 
23-07-55.843000,S 8 	RSSI: 55
23-07-55.844000,[R]: 7 
23-07-55.852000,[R]: 8 
23-07-55.853000,[R]: 1 
23-07-55.853000,[R]: 50 
23-07-55.855000,[R]: 2 
23-07-55.856000,[R]: 3 
23-07-55.857000,[R]: 4 
23-07-55.860000,[R]: 5 
23-07-55.861000,[R]: 6 
23-07-55.871000,S 8 	RSSI: 55
23-07-55.873000,[R]: 7 
23-07-55.874000,[R]: 8 
23-07-55.874000,[R]: 1 
23-07-55.882000,[R]: 50 
23-07-55.883000,[R]: 2 
23-07-55.883000,[R]: 3 
23-07-55.884000,[R]: 4 
23-07-55.884000,[R]: 5 
23-07-55.906000,[R]: 20 
23-07-55.907000,[R]: 1 
23-07-55.907000,[R]: 50 
23-07-55.908000,[R]: 2 
23-07-55.909000,S 6 	RSSI: 51
23-07-55.911000,[R]: 3 
23-07-55.917000,S 7 	RSSI: 46
23-07-55.918000,[R]: 4 
23-07-55.919000,[R]: 5 
23-07-55.919000,[R]: 6 
23-07-55.920000,[R]: 7 
23-07-55.920000,[R]: 8 
23-07-55.921000,[R]: 1 
23-07-55.923000,[R]: 50 
23-07-55.923000,[R]: 2 
23-07-55.940000,S 6 	RSSI: 51
23-07-55.943000,[R]: 3 
23-07-55.944000,S 7 	RSSI: 46
23-07-55.951000,[R]: 4 
23-07-55.952000,[R]: 5 
23-07-55.953000,S 4 	RSSI: 46
23-07-55.976000,[R]: 6 
23-07-55.983000,[R]: 7 
23-07-55.984000,[R]: 8 
23-07-55.984000,[R]: 1 
23-07-55.985000,[R]: 50 
23-07-55.986000,[R]: 2 
23-07-55.996000,[R]: 3 
23-07-55.997000,[R]: 4 
23-07-55.998000,[R]: 5 
23-07-55.998000,S 4 	RSSI: 46
23-07-56.000000,[R]: 6 
23-07-56.001000,[R]: 7 
23-07-56.002000,[R]: 8 
23-07-56.004000,S 5 	RSSI: 60
23-07-56.005000,[R]: 1 
23-07-56.006000,[R]: 50 
23-07-56.006000,[R]: 2 
23-07-56.007000,[R]: 3 
23-07-56.008000,[R]: 4 
23-07-56.021000,[R]: 5 
23-07-56.021000,S 4 	RSSI: 46
23-07-56.041000,[R]: 6 
23-07-56.042000,[R]: 7 
23-07-56.043000,[R]: 8 
23-07-56.043000,S 5 	RSSI: 60
23-07-56.044000,[R]: 1 
23-07-56.044000,[R]: 50 
23-07-56.045000,[R]: 2 
23-07-56.058000,[R]: 3 
23-07-56.058000,[R]: 4 
23-07-56.060000,[R]: 5 
23-07-56.060000,[R]: 6 
23-07-56.081000,[R]: 7 
23-07-56.082000,[R]: 8 
23-07-56.083000,S 5 	RSSI: 61
23-07-56.083000,[R]: 1 
23-07-56.084000,[R]: 50 
23-07-56.084000,S 3 	RSSI: 58
23-07-56.085000,[R]: 2 
23-07-56.087000,[R]: 3 
23-07-56.088000,[R]: 4 
23-07-56.088000,[R]: 5 
23-07-56.089000,[R]: 6 
23-07-56.090000,S 8 	RSSI: 55
23-07-56.090000,[R]: 7 
23-07-56.091000,[R]: 8 
23-07-56.091000,[R]: 1 
23-07-56.092000,[R]: 50 
23-07-56.094000,[R]: 2 
23-07-56.094000,[R]: 3 
23-07-56.099000,S 3 	RSSI: 55
23-07-56.122000,[R]: 4 
23-07-56.122000,[R]: 5 
23-07-56.123000,[R]: 6 
23-07-56.123000,[R]: 7 
23-07-56.124000,[R]: 8 
23-07-56.125000,[R]: 1 
23-07-56.125000,[R]: 50 
23-07-56.141000,[R]: 2 
23-07-56.142000,S 6 	RSSI: 51
23-07-56.151000,[R]: 3 
23-07-56.152000,S 7 	RSSI: 46
23-07-56.153000,[R]: 4 
23-07-56.153000,[R]: 5 
23-07-56.155000,[R]: 6 
23-07-56.155000,[R]: 7 
23-07-56.156000,[R]: 8 
23-07-56.156000,[R]: 1 
23-07-56.157000,[R]: 50 
23-07-56.158000,[R]: 2 
23-07-56.158000,S 6 	RSSI: 51
23-07-56.159000,[R]: 3 
23-07-56.160000,S 7 	RSSI: 46
23-07-56.160000,[R]: 20 
23-07-56.161000,[R]: 1 
23-07-56.162000,[R]: 50 
23-07-56.176000,S 5 	RSSI: 61
23-07-56.186000,[R]: 2 
23-07-56.186000,[R]: 3 
23-07-56.187000,[R]: 4 
23-07-56.187000,S 4 	RSSI: 46
23-07-56.190000,[R]: 5 
23-07-56.191000,[R]: 6 
23-07-56.191000,[R]: 7 
23-07-56.193000,[R]: 8 
23-07-56.197000,[R]: 1 
23-07-56.199000,[R]: 50 
23-07-56.199000,S 5 	RSSI: 63
23-07-56.200000,[R]: 2 
23-07-56.200000,[R]: 3 
23-07-56.201000,[R]: 4 
23-07-56.210000,S 8 	RSSI: 53
23-07-56.211000,[R]: 5 
23-07-56.223000,[R]: 6 
23-07-56.224000,[R]: 7 
23-07-56.224000,[R]: 8 
23-07-56.225000,[R]: 1 
23-07-56.225000,[R]: 50 
23-07-56.233000,[R]: 2 
23-07-56.234000,[R]: 3 
23-07-56.234000,[R]: 20 
23-07-56.244000,[R]: 1 
23-07-56.244000,[R]: 50 
23-07-56.247000,[R]: 2 
23-07-56.248000,[R]: 3 
23-07-56.248000,[R]: 4 
23-07-56.249000,[R]: 5 
23-07-56.258000,[R]: 6 
23-07-56.258000,[R]: 7 
23-07-56.262000,[R]: 8 
23-07-56.263000,[R]: 1 
23-07-56.263000,[R]: 50 
23-07-56.269000,[R]: 2 
23-07-56.277000,S 6 	RSSI: 51
23-07-56.277000,[R]: 3 
23-07-56.278000,S 7 	RSSI: 46
23-07-56.279000,[R]: 4 
23-07-56.280000,[R]: 5 
23-07-56.280000,[R]: 6 
23-07-56.281000,[R]: 7 
23-07-56.281000,[R]: 8 
23-07-56.282000,S 4 	RSSI: 46
23-07-56.285000,[R]: 1 
23-07-56.289000,[R]: 50 
23-07-56.289000,[R]: 2 
23-07-56.290000,[R]: 3 
23-07-56.290000,[R]: 4 
23-07-56.291000,[R]: 5 
23-07-56.308000,[R]: 6 
23-07-56.309000,[R]: 7 
23-07-56.309000,S 4 	RSSI: 46
23-07-56.310000,[R]: 8 
23-07-56.310000,S 5 	RSSI: 60
23-07-56.311000,[R]: 1 
23-07-56.313000,[R]: 50 
23-07-56.313000,[R]: 2 
23-07-56.314000,S 2 	RSSI: 80
23-07-56.315000,[R]: 3 
23-07-56.315000,[R]: 4 
23-07-56.323000,[R]: 5 
23-07-56.323000,[R]: 6 
23-07-56.324000,[R]: 7 
23-07-56.325000,[R]: 8 
23-07-56.326000,[R]: 1 
23-07-56.326000,[R]: 50 
23-07-56.327000,[R]: 2 
23-07-56.329000,[R]: 3 
23-07-56.330000,[R]: 4 
23-07-56.359000,[R]: 5 
23-07-56.359000,[R]: 6 
23-07-56.360000,[R]: 7 
23-07-56.360000,S 8 	RSSI: 52
23-07-56.361000,[R]: 8 
23-07-56.362000,[R]: 1 
23-07-56.363000,[R]: 50 
23-07-56.363000,[R]: 2 
23-07-56.396000,[R]: 3 
23-07-56.396000,[R]: 4 
23-07-56.397000,[R]: 5 
23-07-56.397000,[R]: 6 
23-07-56.398000,[R]: 7 
23-07-56.399000,S 8 	RSSI: 53
23-07-56.399000,S 3 	RSSI: 56
23-07-56.400000,[R]: 8 
23-07-56.400000,[R]: 20 
23-07-56.400000,[R]: 1 
23-07-56.401000,[R]: 50 
23-07-56.401000,[R]: 2 
23-07-56.402000,S 6 	RSSI: 52
23-07-56.402000,[R]: 3 
23-07-56.403000,S 7 	RSSI: 46
23-07-56.406000,[R]: 4 
23-07-56.406000,[R]: 5 
23-07-56.433000,[R]: 6 
23-07-56.433000,S 4 	RSSI: 46
23-07-56.433000,[R]: 7 
23-07-56.435000,[R]: 8 
23-07-56.442000,[R]: 1 
23-07-56.443000,[R]: 50 
23-07-56.443000,[R]: 2 
23-07-56.445000,[R]: 3 
23-07-56.466000,[R]: 4 
23-07-56.467000,[R]: 5 
23-07-56.467000,S 4 	RSSI: 46
23-07-56.468000,[R]: 6 
23-07-56.469000,S 5 	RSSI: 62
23-07-56.469000,[R]: 7 
23-07-56.470000,[R]: 8 
23-07-56.470000,[R]: 1 
23-07-56.471000,[R]: 50 
23-07-56.472000,[R]: 2 
23-07-56.474000,[R]: 3 
23-07-56.474000,[R]: 20 
23-07-56.503000,[R]: 1 
23-07-56.504000,[R]: 50 
23-07-56.504000,[R]: 2 
23-07-56.505000,[R]: 3 
23-07-56.506000,S 5 	RSSI: 60
23-07-56.510000,[R]: 4 
23-07-56.510000,[R]: 5 
23-07-56.511000,[R]: 6 
23-07-56.511000,[R]: 7 
23-07-56.512000,[R]: 8 
23-07-56.512000,[R]: 1 
23-07-56.513000,[R]: 50 
23-07-56.513000,[R]: 2 
23-07-56.514000,[R]: 3 
23-07-56.514000,[R]: 4 
23-07-56.515000,S 8 	RSSI: 53
23-07-56.521000,[R]: 5 
23-07-56.522000,[R]: 6 
23-07-56.523000,[R]: 7 
23-07-56.523000,[R]: 8 
23-07-56.524000,[R]: 1 
23-07-56.524000,[R]: 50 
23-07-56.525000,[R]: 2 
23-07-56.534000,[R]: 3 
23-07-56.535000,[R]: 20 
23-07-56.535000,[R]: 1 
23-07-56.536000,[R]: 50 
23-07-56.537000,[R]: 2 
23-07-56.537000,[R]: 3 
23-07-56.545000,[R]: 4 
23-07-56.554000,S 6 	RSSI: 51
23-07-56.554000,[R]: 5 
23-07-56.555000,[R]: 6 
23-07-56.555000,[R]: 7 
23-07-56.555000,[R]: 8 
23-07-56.557000,[R]: 1 
23-07-56.573000,[R]: 50 
23-07-56.574000,[R]: 2 
23-07-56.588000,[R]: 3 
23-07-56.589000,S 7 	RSSI: 46
23-07-56.589000,[R]: 4 
23-07-56.590000,S 6 	RSSI: 52
23-07-56.590000,[R]: 5 
23-07-56.591000,[R]: 6 
23-07-56.591000,[R]: 7 
23-07-56.592000,[R]: 8 
23-07-56.592000,S 4 	RSSI: 46
23-07-56.593000,[R]: 1 
23-07-56.593000,[R]: 50 
23-07-56.605000,[R]: 2 
23-07-56.606000,[R]: 3 
23-07-56.606000,[R]: 20 
23-07-56.607000,[R]: 1 
23-07-56.607000,[R]: 50 
23-07-56.608000,[R]: 2 
23-07-56.608000,[R]: 3 
23-07-56.609000,[R]: 4 
23-07-56.625000,S 4 	RSSI: 46
23-07-56.637000,[R]: 5 
23-07-56.639000,S 5 	RSSI: 60
23-07-56.640000,[R]: 6 
23-07-56.641000,[R]: 7 
23-07-56.641000,[R]: 8 
23-07-56.642000,S 2 	RSSI: 68
23-07-56.642000,[R]: 1 
23-07-56.651000,[R]: 50 
23-07-56.655000,[R]: 2 
23-07-56.656000,[R]: 3 
23-07-56.656000,[R]: 4 
23-07-56.663000,[R]: 5 
23-07-56.664000,[R]: 6 
23-07-56.698000,S 8 	RSSI: 55
23-07-56.710000,[R]: 7 
23-07-56.711000,[R]: 8 
23-07-56.712000,S 2 	RSSI: 83
23-07-56.713000,[R]: 1 
23-07-56.740000,[R]: 50 
23-07-56.746000,[R]: 2 
23-07-56.747000,[R]: 3 
23-07-56.748000,[R]: 4 
23-07-56.748000,[R]: 5 
23-07-56.748000,[R]: 6 
23-07-56.749000,[R]: 7 
23-07-56.750000,[R]: 8 
23-07-56.750000,S 2 	RSSI: 68
23-07-56.751000,[R]: 1 
23-07-56.766000,[R]: 50 
23-07-56.767000,[R]: 2 
23-07-56.768000,[R]: 3 
23-07-56.776000,S 8 	RSSI: 53
23-07-56.777000,[R]: 4 
23-07-56.778000,[R]: 5 
23-07-56.784000,[R]: 20 
23-07-56.785000,[R]: 1 
23-07-56.786000,[R]: 50 
23-07-56.786000,[R]: 2 
23-07-56.787000,S 2 	RSSI: 68
23-07-56.788000,[R]: 3 
23-07-56.788000,[R]: 4 
23-07-56.789000,[R]: 5 
23-07-56.798000,[R]: 6 
23-07-56.799000,[R]: 7 
23-07-56.800000,[R]: 8 
23-07-56.806000,S 8 	RSSI: 53
23-07-56.807000,[R]: 1 
23-07-56.807000,[R]: 50 
23-07-56.808000,S 3 	RSSI: 56
23-07-56.809000,[R]: 2 
23-07-56.809000,S 6 	RSSI: 51
23-07-56.810000,[R]: 3 
23-07-56.810000,S 7 	RSSI: 46
23-07-56.811000,[R]: 4 
23-07-56.813000,[R]: 5 
23-07-56.815000,S 4 	RSSI: 46
23-07-56.815000,[R]: 6 
23-07-56.816000,S 5 	RSSI: 64
23-07-56.817000,[R]: 7 
23-07-56.825000,[R]: 8 
23-07-56.826000,[R]: 1 
23-07-56.827000,[R]: 50 
23-07-56.828000,[R]: 2 
23-07-56.828000,[R]: 3 
23-07-56.855000,[R]: 20 
23-07-56.855000,[R]: 1 
23-07-56.856000,[R]: 50 
23-07-56.856000,[R]: 2 
23-07-56.857000,[R]: 3 
23-07-56.857000,S 5 	RSSI: 76
23-07-56.858000,[R]: 4 
23-07-56.858000,[R]: 5 
23-07-56.859000,[R]: 6 
23-07-56.859000,[R]: 7 
23-07-56.861000,[R]: 8 
23-07-56.867000,[R]: 1 
23-07-56.868000,[R]: 50 
23-07-56.871000,[R]: 2 
23-07-56.880000,[R]: 3 
23-07-56.881000,S 5 	RSSI: 61
23-07-56.882000,[R]: 4 
23-07-56.889000,[R]: 5 
23-07-56.891000,[R]: 6 
23-07-56.891000,[R]: 7 
23-07-56.892000,[R]: 8 
23-07-56.892000,[R]: 1 
23-07-56.893000,[R]: 50 
23-07-56.893000,[R]: 2 
23-07-56.897000,[R]: 3 
23-07-56.900000,[R]: 4 
23-07-56.902000,[R]: 5 
23-07-56.903000,[R]: 6 
23-07-56.904000,[R]: 7 
23-07-56.906000,[R]: 8 
23-07-56.907000,[R]: 1 
23-07-56.910000,[R]: 50 
23-07-56.925000,[R]: 2 
23-07-56.936000,[R]: 3 
23-07-56.940000,S 8 	RSSI: 54
23-07-56.959000,[R]: 4 
23-07-56.960000,[R]: 5 
23-07-56.962000,[R]: 20 
23-07-56.989000,[R]: 1 
23-07-56.990000,[R]: 50 
23-07-56.990000,[R]: 2 
23-07-56.991000,[R]: 3 
23-07-56.991000,[R]: 4 
23-07-56.992000,[R]: 5 
23-07-56.992000,[R]: 6 
23-07-56.993000,[R]: 7 
23-07-56.994000,[R]: 8 
23-07-56.994000,S 8 	RSSI: 54
23-07-57.003000,[R]: 1 
23-07-57.007000,[R]: 50 
23-07-57.020000,[R]: 2 
23-07-57.023000,[R]: 3 
23-07-57.035000,[R]: 4 
23-07-57.037000,[R]: 5 
23-07-57.037000,[R]: 6 
23-07-57.041000,[R]: 7 
23-07-57.041000,[R]: 8 
23-07-57.042000,S 8 	RSSI: 55
23-07-57.042000,[R]: 1 
23-07-57.043000,[R]: 50 
23-07-57.044000,[R]: 2 
23-07-57.057000,[R]: 3 
23-07-57.057000,[R]: 4 
23-07-57.058000,[R]: 5 
23-07-57.059000,[R]: 6 
23-07-57.059000,[R]: 7 
23-07-57.060000,[R]: 8 
23-07-57.060000,[R]: 1 
23-07-57.061000,[R]: 50 
23-07-57.069000,S 6 	RSSI: 51
23-07-57.070000,[R]: 2 
23-07-57.072000,S 7 	RSSI: 46
23-07-57.074000,[R]: 3 
23-07-57.074000,[R]: 4 
23-07-57.077000,[R]: 5 
23-07-57.083000,[R]: 20 
23-07-57.088000,[R]: 1 
23-07-57.088000,[R]: 50 
23-07-57.089000,S 3 	RSSI: 56
23-07-57.089000,[R]: 2 
23-07-57.090000,S 4 	RSSI: 48
23-07-57.091000,[R]: 3 
23-07-57.091000,[R]: 4 
23-07-57.092000,[R]: 5 
23-07-57.092000,[R]: 6 
23-07-57.093000,[R]: 7 
23-07-57.094000,[R]: 8 
23-07-57.094000,[R]: 1 
23-07-57.098000,[R]: 50 
23-07-57.098000,S 5 	RSSI: 64
23-07-57.099000,[R]: 2 
23-07-57.100000,S 4 	RSSI: 48
23-07-57.103000,[R]: 3 
23-07-57.109000,[R]: 4 
23-07-57.111000,[R]: 5 
23-07-57.115000,[R]: 6 
23-07-57.130000,[R]: 7 
23-07-57.130000,[R]: 8 
23-07-57.131000,[R]: 1 
23-07-57.132000,[R]: 50 
23-07-57.132000,[R]: 2 
23-07-57.133000,[R]: 3 
23-07-57.140000,[R]: 20 
23-07-57.141000,[R]: 1 
23-07-57.141000,[R]: 50 
23-07-57.144000,[R]: 2 
23-07-57.146000,[R]: 3 
23-07-57.151000,[R]: 4 
23-07-57.151000,[R]: 5 
23-07-57.152000,S 5 	RSSI: 64
23-07-57.152000,[R]: 6 
23-07-57.153000,S 8 	RSSI: 73
23-07-57.153000,[R]: 7 
23-07-57.154000,[R]: 8 
23-07-57.154000,[R]: 1 
23-07-57.170000,[R]: 50 
23-07-57.171000,[R]: 2 
23-07-57.172000,[R]: 3 
23-07-57.173000,[R]: 4 
23-07-57.178000,[R]: 5 
23-07-57.193000,[R]: 6 
23-07-57.193000,S 8 	RSSI: 60
23-07-57.194000,[R]: 7 
23-07-57.194000,[R]: 8 
23-07-57.196000,[R]: 1 
23-07-57.201000,[R]: 50 
23-07-57.201000,[R]: 2 
23-07-57.202000,[R]: 3 
23-07-57.202000,[R]: 4 
23-07-57.203000,[R]: 5 
23-07-57.204000,[R]: 6 
23-07-57.207000,S 8 	RSSI: 61
23-07-57.208000,[R]: 7 
23-07-57.209000,[R]: 8 
23-07-57.217000,[R]: 1 
23-07-57.218000,[R]: 50 
23-07-57.219000,[R]: 2 
23-07-57.219000,[R]: 3 
23-07-57.220000,[R]: 4 
23-07-57.223000,[R]: 5 
23-07-57.224000,[R]: 20 
23-07-57.224000,[R]: 1 
23-07-57.231000,[R]: 50 
23-07-57.232000,[R]: 2 
23-07-57.232000,S 2 	RSSI: 65
23-07-57.233000,[R]: 3 
23-07-57.233000,[R]: 4 
23-07-57.234000,S 6 	RSSI: 51
23-07-57.235000,[R]: 5 
23-07-57.237000,S 7 	RSSI: 46
23-07-57.241000,[R]: 6 
23-07-57.249000,[R]: 7 
23-07-57.250000,[R]: 8 
23-07-57.250000,S 4 	RSSI: 46
23-07-57.251000,[R]: 1 
23-07-57.253000,[R]: 50 
23-07-57.265000,[R]: 2 
23-07-57.267000,S 2 	RSSI: 64
23-07-57.271000,[R]: 3 
23-07-57.271000,[R]: 4 
23-07-57.272000,[R]: 5 
23-07-57.274000,[R]: 6 
23-07-57.275000,S 5 	RSSI: 62
23-07-57.276000,[R]: 7 
23-07-57.276000,[R]: 8 
23-07-57.277000,S 4 	RSSI: 46
23-07-57.277000,[R]: 1 
23-07-57.278000,[R]: 50 
23-07-57.278000,[R]: 2 
23-07-57.287000,[R]: 3 
23-07-57.287000,[R]: 20 
23-07-57.288000,[R]: 1 
23-07-57.289000,[R]: 50 
23-07-57.289000,[R]: 2 
23-07-57.306000,[R]: 3 
23-07-57.306000,[R]: 4 
23-07-57.307000,[R]: 5 
23-07-57.307000,S 5 	RSSI: 62
23-07-57.308000,[R]: 6 
23-07-57.309000,S 8 	RSSI: 62
23-07-57.309000,[R]: 7 
23-07-57.310000,[R]: 8 
23-07-57.310000,[R]: 1 
23-07-57.319000,[R]: 50 
23-07-57.319000,[R]: 2 
23-07-57.326000,[R]: 3 
23-07-57.334000,[R]: 4 
23-07-57.338000,[R]: 5 
23-07-57.340000,[R]: 6 
23-07-57.345000,[R]: 7 
23-07-57.346000,[R]: 8 
23-07-57.346000,[R]: 1 
23-07-57.347000,[R]: 50 
23-07-57.347000,[R]: 2 
23-07-57.348000,[R]: 3 
23-07-57.348000,[R]: 4 
23-07-57.349000,[R]: 5 
23-07-57.354000,[R]: 6 
23-07-57.354000,[R]: 7 
23-07-57.355000,[R]: 8 
23-07-57.356000,[R]: 1 
23-07-57.357000,[R]: 50 
23-07-57.357000,[R]: 2 
23-07-57.358000,[R]: 3 
23-07-57.358000,S 8 	RSSI: 62
23-07-57.359000,[R]: 4 
23-07-57.359000,[R]: 5 
23-07-57.360000,[R]: 20 
23-07-57.372000,[R]: 1 
23-07-57.373000,[R]: 50 
23-07-57.394000,[R]: 2 
23-07-57.394000,[R]: 3 
23-07-57.395000,[R]: 4 
23-07-57.396000,S 6 	RSSI: 51
23-07-57.396000,[R]: 5 
23-07-57.397000,S 7 	RSSI: 46
23-07-57.398000,[R]: 6 
23-07-57.398000,[R]: 7 
23-07-57.399000,[R]: 8 
23-07-57.409000,S 4 	RSSI: 47
23-07-57.421000,[R]: 1 
23-07-57.421000,[R]: 50 
23-07-57.433000,[R]: 2 
23-07-57.434000,[R]: 3 
