14-30-08.758000,"ÿ""Scanner enabled\r\n""" 
14-30-37.492000,"""COUNT 1 1"
14-30-37.492000,[0] 0 53
14-30-37.493000,[1] 52 0
14-30-37.493000,""""
14-30-37.494000,"""type 4, info: sync"""
14-30-37.495000,"""Sensor: 1. RSSI: 62"""
14-30-37.498000,"""COUNT 1 0"
14-30-37.498000,[0] 0 0
14-30-37.499000,[1] 0 0
14-30-37.500000,""""
14-30-37.501000,"""type 4, info: sync"""
14-30-37.502000,"""Sensor: 2. RSSI: 59"""
14-30-37.504000,"""Sensor: 1. RSSI: 62"""
14-30-37.506000,"""COUNT 1 1"
14-30-37.508000,[0] 0 0
14-30-37.509000,[1] 52 0
14-30-37.509000,""""
14-30-37.510000,"""type 4, info: sync"""
14-30-37.513000,"""Sensor: 2. RSSI: 59"""
14-30-37.514000,"""COUNT 0 1"
14-30-37.515000,[0] 0 0
14-30-37.515000,[1] 52 0
14-30-37.516000,""""
14-30-37.517000,"""type 4, info: sync"""
14-30-37.519000,"""Sensor: 1. RSSI: 62"""
14-30-37.523000,"""COUNT 1 0"
14-30-37.524000,[0] 0 0
14-30-37.524000,[1] 0 0
14-30-37.525000,""""
14-30-37.525000,"""type 4, info: sync"""
14-30-37.526000,"""Sensor: 1. RSSI: 62"""
14-30-37.529000,"""COUNT 1 0"
14-30-37.530000,[0] 0 0
14-30-37.531000,[1] 0 0
14-30-37.535000,""""
14-30-37.535000,"""type 4, info: sync"""
14-30-37.537000,"""Sensor: 1. RSSI: 62"""
14-30-37.537000,"""Sensor: 2. RSSI: 59"""
14-30-37.539000,"""COUNT 1 1"
14-30-37.540000,[0] 0 0
14-30-37.541000,[1] 52 0
14-30-37.541000,""""
14-30-37.542000,"""type 4, info: sync"""
14-30-37.546000,"""COUNT 0 0"
14-30-37.547000,[0] 0 0
14-30-37.547000,[1] 0 0
14-30-37.548000,""""
14-30-37.548000,"""type 4, info: sync"""
14-30-37.554000,"""Sensor: 2. RSSI: 59"""
14-30-37.555000,"""COUNT 0 1"
14-30-37.555000,[0] 0 53
14-30-37.556000,[1] 0 0
14-30-37.556000,""""
14-30-37.557000,"""type 4, info: sync"""
14-30-37.558000,"""type 4, info: sync"""
14-30-37.558000,"""Sensor: 1. RSSI: 62"""
14-30-37.559000,"""Sensor: 2. RSSI: 59"""
14-30-37.564000,"""COUNT 1 1"
14-30-37.566000,[0] 0 0
14-30-37.568000,[1] 0 0
14-30-37.569000,""""
14-30-37.569000,"""type 4, info: sync"""
14-30-37.570000,"""Sensor: 1. RSSI: 62"""
14-30-37.570000,"""COUNT 1 0"
14-30-37.572000,[0] 0 53
14-30-37.572000,[1] 0 0
14-30-37.575000,""""
14-30-37.575000,"""type 4, info: sync"""
14-30-37.576000,"""Sensor: 1. RSSI: 62"""
14-30-37.577000,"""Sensor: 2. RSSI: 59"""
14-30-37.579000,"""COUNT 1 1"
14-30-37.580000,[0] 0 53
14-30-37.580000,[1] 52 0
14-30-37.581000,""""
14-30-37.582000,"""type 4, info: sync"""
14-30-37.586000,"""Sensor: 1. RSSI: 62"""
14-30-37.587000,"""COUNT 1 0"
14-30-37.587000,[0] 0 0
14-30-37.588000,[1] 0 0
14-30-37.588000,""""
14-30-37.588000,"""type 4, info: sync"""
14-30-37.589000,"""Sensor: 2. RSSI: 59"""
14-30-37.594000,"""COUNT 0 1"
14-30-37.596000,[0] 0 0
14-30-37.596000,[1] 0 0
14-30-37.597000,""""
14-30-37.600000,"""type 4, info: sync"""
14-30-37.601000,"""Sensor: 1. RSSI: 62"""
14-30-37.602000,"""Sensor: 2. RSSI: 59"""
14-30-37.603000,"""COUNT 1 1"
14-30-37.603000,[0] 0 0
14-30-37.606000,[1] 52 0
14-30-37.606000,""""
14-30-37.607000,"""type 4, info: sync"""
14-30-37.607000,"""Sensor: 1. RSSI: 62"""
14-30-37.610000,"""COUNT 1 0"
14-30-37.611000,[0] 0 53
14-30-37.612000,[1] 0 0
14-30-37.612000,""""
14-30-37.613000,"""type 4, info: sync"""
14-30-37.618000,"""COUNT 0 0"
14-30-37.619000,[0] 0 0
14-30-37.619000,[1] 0 0
14-30-37.620000,""""
14-30-37.620000,"""type 4, info: sync"""
14-30-37.626000,"""COUNT 0 0"
14-30-37.629000,[0] 0 0
14-30-37.630000,[1] 0 0
14-30-37.630000,""""
14-30-37.631000,"""type 4, info: sync"""
14-30-37.634000,"""COUNT 0 0"
14-30-37.634000,[0] 0 0
14-30-37.636000,[1] 0 0
14-30-37.637000,""""
14-30-37.637000,"""type 4, info: sync"""
14-30-37.642000,"""COUNT 0 0"
14-30-37.646000,[0] 0 0
14-30-37.647000,[1] 0 0
14-30-37.647000,""""
14-30-37.647000,"""type 4, info: sync"""
14-30-37.648000,"""Sensor: 1. RSSI: 62"""
14-30-37.650000,"""COUNT 1 0"
14-30-37.652000,[0] 0 0
14-30-37.652000,[1] 0 0
14-30-37.653000,""""
14-30-37.653000,"""type 4, info: sync"""
14-30-37.658000,"""Sensor: 1. RSSI: 62"""
14-30-37.662000,"""Sensor: 2. RSSI: 59"""
14-30-37.662000,"""COUNT 1 1"
14-30-37.663000,[0] 0 53
14-30-37.663000,[1] 0 0
14-30-37.664000,""""
14-30-37.664000,"""type 4, info: sync"""
14-30-37.666000,"""COUNT 0 0"
14-30-37.666000,[0] 0 0
14-30-37.667000,[1] 0 0
14-30-37.668000,""""
14-30-37.668000,"""type 4, info: sync"""
14-30-37.674000,"""COUNT 0 0"
14-30-37.674000,[0] 0 0
14-30-37.675000,[1] 0 0
14-30-37.676000,""""
14-30-37.676000,"""type 4, info: sync"""
14-30-37.683000,"""COUNT 0 0"
14-30-37.683000,[0] 0 0
14-30-37.684000,[1] 0 0
14-30-37.685000,""""
14-30-37.685000,"""type 4, info: sync"""
14-30-37.686000,"""Sensor: 1. RSSI: 62"""
14-30-37.690000,"""COUNT 1 0"
14-30-37.692000,[0] 0 0
14-30-37.693000,[1] 0 0
14-30-37.693000,""""
14-30-37.694000,"""type 4, info: sync"""
14-30-37.694000,"""Sensor: 1. RSSI: 62"""
14-30-37.697000,"""Sensor: 2. RSSI: 59"""
14-30-37.700000,"""COUNT 1 1"
14-30-37.700000,[0] 0 53
14-30-37.703000,[1] 52 0
14-30-37.704000,""""
14-30-37.704000,"""type 4, info: sync"""
14-30-37.705000,"""Sensor: 1. RSSI: 62"""
14-30-37.707000,"""COUNT 1 0"
14-30-37.707000,[0] 0 0
14-30-37.707000,[1] 0 0
14-30-37.709000,""""
14-30-37.710000,"""type 4, info: sync"""
14-30-37.710000,"""Sensor: 2. RSSI: 59"""
14-30-37.713000,"""COUNT 0 1"
14-30-37.714000,[0] 0 0
14-30-37.714000,[1] 0 0
14-30-37.715000,""""
14-30-37.715000,"""type 4, info: sync"""
14-30-37.717000,"""Sensor: 1. RSSI: 62"""
14-30-37.718000,"""Sensor: 2. RSSI: 60"""
14-30-37.722000,"""COUNT 1 1"
14-30-37.725000,[0] 0 0
14-30-37.726000,[1] 0 0
14-30-37.726000,""""
14-30-37.727000,"""type 4, info: sync"""
14-30-37.727000,"""Sensor: 1. RSSI: 62"""
14-30-37.730000,"""COUNT 1 0"
14-30-37.730000,[0] 0 53
14-30-37.731000,[1] 0 0
14-30-37.731000,""""
14-30-37.732000,"""type 4, info: sync"""
14-30-37.734000,"""Sensor: 1. RSSI: 62"""
14-30-37.737000,"""Sensor: 2. RSSI: 60"""
14-30-37.739000,"""COUNT 1 1"
14-30-37.741000,[0] 0 53
14-30-37.741000,[1] 52 0
14-30-37.742000,""""
14-30-37.742000,"""type 4, info: sync"""
14-30-37.744000,"""Sensor: 1. RSSI: 62"""
14-30-37.755000,"""COUNT 1 0"
14-30-37.756000,[0] 0 0
14-30-37.756000,[1] 0 0
14-30-37.757000,""""
14-30-37.757000,"""type 4, info: sync"""
14-30-37.758000,"""Sensor: 2. RSSI: 60"""
14-30-37.758000,"""COUNT 0 1"
14-30-37.759000,[0] 0 0
14-30-37.759000,[1] 0 0
14-30-37.760000,""""
14-30-37.760000,"""type 4, info: sync"""
14-30-37.760000,"""Sensor: 1. RSSI: 62"""
14-30-37.761000,"""Sensor: 2. RSSI: 59"""
14-30-37.762000,"""COUNT 1 1"
14-30-37.762000,[0] 0 0
14-30-37.766000,[1] 52 0
14-30-37.767000,""""
14-30-37.767000,"""type 4, info: sync"""
14-30-37.768000,"""Sensor: 1. RSSI: 62"""
14-30-37.771000,"""COUNT 1 0"
14-30-37.773000,[0] 0 53
14-30-37.774000,[1] 0 0
14-30-37.776000,""""
14-30-37.776000,"""type 4, info: sync"""
14-30-37.777000,"""Sensor: 1. RSSI: 62"""
14-30-37.777000,"""Sensor: 2. RSSI: 60"""
14-30-37.779000,"""COUNT 1 1"
14-30-37.780000,[0] 0 53
14-30-37.780000,[1] 52 0
14-30-37.786000,""""
14-30-37.787000,"""type 4, info: sync"""
14-30-37.787000,"""Sensor: 1. RSSI: 62"""
14-30-37.788000,"""COUNT 1 0"
14-30-37.789000,[0] 0 0
14-30-37.789000,[1] 0 0
14-30-37.789000,""""
14-30-37.790000,"""type 4, info: sync"""
14-30-37.790000,"""Sensor: 2. RSSI: 60"""
14-30-37.792000,"""Sensor: 1. RSSI: 62"""
14-30-37.794000,"""COUNT 1 1"
14-30-37.795000,[0] 0 0
14-30-37.798000,[1] 52 0
14-30-37.798000,""""
14-30-37.799000,"""type 4, info: sync"""
14-30-37.799000,"""Sensor: 2. RSSI: 59"""
14-30-37.804000,"""Sensor: 2. RSSI: 59"""
14-30-37.804000,"""COUNT 0 1"
14-30-37.805000,[0] 0 0
14-30-37.805000,[1] 52 0
14-30-37.812000,""""
14-30-37.812000,"""type 4, info: sync"""
14-30-37.813000,"""Sensor: 1. RSSI: 62"""
14-30-37.814000,"""COUNT 1 0"
14-30-37.814000,[0] 0 0
14-30-37.814000,[1] 0 0
14-30-37.815000,""""
14-30-37.815000,"""type 4, info: sync"""
14-30-37.816000,"""Sensor: 1. RSSI: 62"""
14-30-37.817000,"""COUNT 1 0"
14-30-37.818000,[0] 0 0
14-30-37.819000,[1] 0 0
14-30-37.819000,""""
14-30-37.820000,"""type 4, info: sync"""
14-30-37.824000,"""Sensor: 1. RSSI: 62"""
14-30-37.825000,"""Sensor: 2. RSSI: 60"""
14-30-37.827000,"""COUNT 1 1"
14-30-37.827000,[0] 0 0
14-30-37.828000,[1] 52 0
14-30-37.829000,""""
14-30-37.829000,"""type 4, info: sync"""
14-30-37.832000,"""Sensor: 1. RSSI: 62"""
14-30-37.841000,"""COUNT 1 0"
14-30-37.841000,[0] 0 53
14-30-37.842000,[1] 0 0
14-30-37.842000,""""
14-30-37.843000,"""type 4, info: sync"""
14-30-37.843000,"""Sensor: 2. RSSI: 60"""
14-30-37.844000,"""COUNT 0 1"
14-30-37.844000,[0] 0 53
14-30-37.845000,[1] 0 0
14-30-37.845000,""""
14-30-37.852000,"""type 4, info: sync"""
14-30-37.852000,"""Sensor: 1. RSSI: 62"""
14-30-37.853000,"""Sensor: 2. RSSI: 60"""
14-30-37.853000,"""COUNT 1 1"
14-30-37.854000,[0] 0 0
14-30-37.854000,[1] 0 0
14-30-37.854000,""""
14-30-37.855000,"""type 4, info: sync"""
14-30-37.856000,"""Sensor: 1. RSSI: 62"""
14-30-37.858000,"""COUNT 1 0"
14-30-37.859000,[0] 0 53
14-30-37.859000,[1] 0 0
14-30-37.864000,""""
14-30-37.864000,"""type 4, info: sync"""
14-30-37.865000,"""Sensor: 2. RSSI: 60"""
14-30-37.866000,"""COUNT 0 1"
14-30-37.867000,[0] 0 0
14-30-37.868000,[1] 0 0
14-30-37.869000,""""
14-30-37.869000,"""type 4, info: sync"""
14-30-37.872000,"""Sensor: 1. RSSI: 62"""
14-30-37.874000,"""COUNT 1 0"
14-30-37.875000,[0] 0 0
14-30-37.876000,[1] 0 0
14-30-37.876000,""""
14-30-37.877000,"""type 4, info: sync"""
14-30-37.877000,"""Sensor: 2. RSSI: 60"""
14-30-37.881000,"""COUNT 0 1"
14-30-37.886000,[0] 0 0
14-30-37.886000,[1] 0 0
14-30-37.887000,""""
14-30-37.887000,"""type 4, info: sync"""
14-30-37.888000,"""Sensor: 1. RSSI: 62"""
14-30-37.888000,"""Sensor: 2. RSSI: 59"""
14-30-37.890000,"""COUNT 1 1"
14-30-37.891000,[0] 0 0
14-30-37.891000,[1] 52 0
14-30-37.892000,""""
14-30-37.896000,"""type 4, info: sync"""
14-30-37.897000,"""Sensor: 1. RSSI: 62"""
14-30-37.898000,"""COUNT 1 0"
14-30-37.898000,[0] 0 0
14-30-37.899000,[1] 0 0
14-30-37.900000,""""
14-30-37.901000,"""type 4, info: sync"""
14-30-37.901000,"""Sensor: 1. RSSI: 62"""
14-30-37.905000,"""Sensor: 2. RSSI: 59"""
14-30-37.907000,"""COUNT 1 1"
14-30-37.910000,[0] 0 53
14-30-37.910000,[1] 52 0
14-30-37.911000,""""
14-30-37.911000,"""type 4, info: sync"""
14-30-37.912000,"""Sensor: 1. RSSI: 62"""
14-30-37.914000,"""COUNT 1 0"
14-30-37.917000,[0] 0 0
14-30-37.918000,[1] 0 0
14-30-37.918000,""""
14-30-37.919000,"""type 4, info: sync"""
14-30-37.919000,"""Sensor: 2. RSSI: 60"""
14-30-37.921000,"""COUNT 0 1"
14-30-37.922000,[0] 0 0
14-30-37.924000,[1] 0 0
14-30-37.927000,""""
14-30-37.928000,"""type 4, info: sync"""
14-30-37.928000,"""Sensor: 1. RSSI: 62"""
14-30-37.929000,"""Sensor: 2. RSSI: 60"""
14-30-37.930000,"""COUNT 1 1"
14-30-37.931000,[0] 0 0
14-30-37.931000,[1] 52 0
14-30-37.932000,""""
14-30-37.932000,"""type 4, info: sync"""
14-30-37.934000,"""Sensor: 1. RSSI: 62"""
14-30-37.938000,"""COUNT 1 0"
14-30-37.939000,[0] 0 53
14-30-37.940000,[1] 0 0
14-30-37.940000,""""
14-30-37.941000,"""type 4, info: sync"""
14-30-37.942000,"""Sensor: 1. RSSI: 62"""
14-30-37.945000,"""Sensor: 2. RSSI: 60"""
14-30-37.950000,"""COUNT 1 1"
14-30-37.951000,[0] 0 53
14-30-37.952000,[1] 0 0
14-30-37.952000,""""
14-30-37.953000,"""type 4, info: sync"""
14-30-37.953000,"""Sensor: 1. RSSI: 62"""
14-30-37.954000,"""COUNT 1 0"
14-30-37.954000,[0] 0 0
14-30-37.955000,[1] 0 0
14-30-37.955000,""""
14-30-37.961000,"""type 4, info: sync"""
14-30-37.962000,"""Sensor: 2. RSSI: 59"""
14-30-37.962000,"""Sensor: 1. RSSI: 62"""
14-30-37.963000,"""COUNT 1 1"
14-30-37.963000,[0] 0 0
14-30-37.964000,[1] 52 0
14-30-37.964000,""""
14-30-37.965000,"""type 4, info: sync"""
14-30-37.967000,"""Sensor: 2. RSSI: 60"""
14-30-37.971000,"""COUNT 0 1"
14-30-37.975000,[0] 0 0
14-30-37.975000,[1] 52 0
14-30-37.976000,""""
14-30-37.976000,"""type 4, info: sync"""
14-30-37.977000,"""Sensor: 1. RSSI: 62"""
14-30-37.978000,"""COUNT 1 0"
14-30-37.979000,[0] 0 0
14-30-37.980000,[1] 0 0
14-30-37.981000,""""
14-30-37.981000,"""type 4, info: sync"""
14-30-37.982000,"""Sensor: 1. RSSI: 62"""
14-30-37.986000,"""COUNT 1 0"
14-30-37.986000,[0] 0 0
14-30-37.987000,[1] 0 0
14-30-37.990000,""""
14-30-37.992000,"""type 4, info: sync"""
14-30-37.993000,"""Sensor: 1. RSSI: 62"""
14-30-37.993000,"""Sensor: 2. RSSI: 60"""
14-30-37.995000,"""COUNT 1 1"
14-30-37.995000,[0] 0 0
14-30-37.996000,[1] 52 0
14-30-37.996000,""""
14-30-37.997000,"""type 4, info: sync"""
14-30-38.000000,"""Sensor: 1. RSSI: 62"""
14-30-38.004000,"""COUNT 1 0"
14-30-38.005000,[0] 0 53
14-30-38.005000,[1] 0 0
14-30-38.006000,""""
14-30-38.006000,"""type 4, info: sync"""
14-30-38.007000,"""Sensor: 2. RSSI: 60"""
14-30-38.010000,"""COUNT 0 1"
14-30-38.012000,[0] 0 53
14-30-38.013000,[1] 0 0
14-30-38.013000,""""
14-30-38.014000,"""type 4, info: sync"""
14-30-38.014000,"""Sensor: 1. RSSI: 62"""
14-30-38.015000,"""Sensor: 2. RSSI: 60"""
14-30-38.018000,"""COUNT 1 1"
14-30-38.021000,[0] 0 0
14-30-38.024000,[1] 0 0
14-30-38.024000,""""
14-30-38.025000,"""type 4, info: sync"""
14-30-38.025000,"""Sensor: 1. RSSI: 62"""
14-30-38.026000,"""COUNT 1 0"
14-30-38.027000,[0] 0 53
14-30-38.027000,[1] 0 0
14-30-38.028000,""""
14-30-38.029000,"""type 4, info: sync"""
14-30-38.031000,"""Sensor: 1. RSSI: 62"""
14-30-38.035000,"""Sensor: 2. RSSI: 60"""
14-30-38.036000,"""COUNT 1 1"
14-30-38.037000,[0] 0 53
14-30-38.037000,[1] 52 0
14-30-38.038000,""""
14-30-38.038000,"""type 4, info: sync"""
14-30-38.041000,"""Sensor: 1. RSSI: 62"""
14-30-38.046000,"""COUNT 1 0"
14-30-38.046000,[0] 0 0
14-30-38.047000,[1] 0 0
14-30-38.047000,""""
14-30-38.048000,"""type 4, info: sync"""
14-30-38.048000,"""Sensor: 2. RSSI: 60"""
14-30-38.050000,"""COUNT 0 1"
14-30-38.051000,"""COUNT 0 1"
14-30-38.057000,[0] 0 0
14-30-38.057000,[1] 0 0
14-30-38.058000,""""
14-30-38.058000,"""type 4, info: sync"""
14-30-38.059000,"""Sensor: 1. RSSI: 62"""
14-30-38.059000,"""Sensor: 2. RSSI: 60"""
14-30-38.060000,"""COUNT 1 1"
14-30-38.060000,[0] 0 0
14-30-38.061000,[1] 52 0
14-30-38.062000,""""
14-30-38.062000,"""type 4, info: sync"""
14-30-38.062000,"""Sensor: 1. RSSI: 62"""
14-30-38.068000,"""COUNT 1 0"
14-30-38.068000,[0] 0 53
14-30-38.069000,[1] 0 0
14-30-38.069000,""""
14-30-38.069000,"""type 4, info: sync"""
14-30-38.070000,"""Sensor: 1. RSSI: 62"""
14-30-38.073000,"""Sensor: 2. RSSI: 60"""
14-30-38.076000,"""COUNT 1 1"
14-30-38.078000,[0] 0 53
14-30-38.078000,[1] 52 0
14-30-38.079000,""""
14-30-38.079000,"""type 4, info: sync"""
14-30-38.080000,"""Sensor: 1. RSSI: 62"""
14-30-38.082000,"""COUNT 1 0"
14-30-38.086000,[0] 0 0
14-30-38.087000,[1] 0 0
14-30-38.088000,""""
14-30-38.088000,"""type 4, info: sync"""
14-30-38.089000,"""Sensor: 2. RSSI: 60"""
14-30-38.089000,"""COUNT 0 1"
14-30-38.090000,[0] 0 0
14-30-38.090000,[1] 0 0
14-30-38.091000,""""
14-30-38.091000,"""type 4, info: sync"""
14-30-38.093000,"""Sensor: 1. RSSI: 62"""
14-30-38.094000,"""Sensor: 2. RSSI: 60"""
14-30-38.098000,"""COUNT 1 1"
14-30-38.101000,[0] 0 0
14-30-38.101000,[1] 52 0
14-30-38.102000,""""
14-30-38.102000,"""type 4, info: sync"""
14-30-38.103000,"""Sensor: 1. RSSI: 62"""
14-30-38.106000,"""COUNT 1 0"
14-30-38.108000,[0] 0 53
14-30-38.109000,[1] 0 0
14-30-38.109000,""""
14-30-38.110000,"""type 4, info: sync"""
14-30-38.110000,"""Sensor: 1. RSSI: 62"""
14-30-38.113000,"""Sensor: 2. RSSI: 60"""
14-30-38.115000,"""COUNT 1 1"
14-30-38.118000,[0] 0 53
14-30-38.118000,[1] 52 0
14-30-38.119000,""""
14-30-38.119000,"""type 4, info: sync"""
14-30-38.120000,"""Sensor: 1. RSSI: 62"""
14-30-38.121000,"""COUNT 1 0"
14-30-38.122000,[0] 0 0
14-30-38.122000,[1] 0 0
14-30-38.123000,""""
14-30-38.123000,"""type 4, info: sync"""
14-30-38.128000,"""Sensor: 2. RSSI: 60"""
14-30-38.129000,"""Sensor: 1. RSSI: 62"""
14-30-38.130000,"""COUNT 1 1"
14-30-38.130000,[0] 0 0
14-30-38.131000,[1] 52 0
14-30-38.131000,""""
14-30-38.132000,"""type 4, info: sync"""
14-30-38.134000,"""Sensor: 2. RSSI: 60"""
14-30-38.138000,"""COUNT 0 1"
14-30-38.139000,[0] 0 0
14-30-38.140000,[1] 52 0
14-30-38.141000,""""
14-30-38.141000,"""type 4, info: sync"""
14-30-38.141000,"""Sensor: 1. RSSI: 62"""
14-30-38.145000,"""COUNT 1 0"
14-30-38.149000,[0] 0 0
14-30-38.151000,[1] 0 0
14-30-38.151000,""""
14-30-38.152000,"""type 4, info: sync"""
14-30-38.152000,"""Sensor: 1. RSSI: 62"""
14-30-38.153000,"""COUNT 1 0"
14-30-38.154000,[0] 0 0
14-30-38.154000,[1] 0 0
14-30-38.155000,""""
14-30-38.155000,"""type 4, info: sync"""
14-30-38.157000,"""Sensor: 1. RSSI: 62"""
14-30-38.161000,"""Sensor: 2. RSSI: 60"""
14-30-38.162000,"""COUNT 1 1"
14-30-38.163000,[0] 0 0
14-30-38.164000,[1] 52 0
14-30-38.164000,""""
14-30-38.165000,"""type 4, info: sync"""
14-30-38.168000,"""Sensor: 1. RSSI: 62"""
14-30-38.170000,"""COUNT 1 0"
14-30-38.171000,[0] 0 53
14-30-38.173000,[1] 0 0
14-30-38.173000,""""
14-30-38.173000,"""type 4, info: sync"""
14-30-38.174000,"""Sensor: 2. RSSI: 60"""
14-30-38.177000,"""COUNT 0 1"
14-30-38.178000,[0] 0 0
14-30-38.180000,[1] 0 0
14-30-38.181000,""""
14-30-38.181000,"""type 4, info: sync"""
14-30-38.182000,"""Sensor: 1. RSSI: 62"""
14-30-38.182000,"""Sensor: 2. RSSI: 60"""
14-30-38.186000,"""COUNT 1 1"
14-30-38.186000,[0] 0 0
14-30-38.187000,[1] 0 0
14-30-38.187000,""""
14-30-38.188000,"""type 4, info: sync"""
14-30-38.189000,"""Sensor: 1. RSSI: 62"""
14-30-38.194000,"""COUNT 1 0"
14-30-38.195000,[0] 0 53
14-30-38.195000,[1] 0 0
14-30-38.196000,""""
14-30-38.196000,"""type 4, info: sync"""
14-30-38.197000,"""Sensor: 1. RSSI: 62"""
14-30-38.201000,"""Sensor: 2. RSSI: 59"""
14-30-38.203000,"""COUNT 1 1"
14-30-38.205000,[0] 0 53
14-30-38.205000,[1] 52 0
14-30-38.206000,""""
14-30-38.209000,"""type 4, info: sync"""
14-30-38.210000,"""Sensor: 1. RSSI: 62"""
14-30-38.210000,"""COUNT 1 0"
14-30-38.211000,[0] 0 0
14-30-38.211000,[1] 0 0
14-30-38.212000,""""
14-30-38.212000,"""type 4, info: sync"""
14-30-38.217000,"""COUNT 0 0"
14-30-38.218000,[0] 0 0
14-30-38.218000,[1] 0 0
14-30-38.219000,""""
14-30-38.220000,"""type 4, info: sync"""
14-30-38.221000,"""Sensor: 1. RSSI: 62"""
14-30-38.223000,"""Sensor: 2. RSSI: 59"""
14-30-38.226000,"""COUNT 1 1"
14-30-38.227000,[0] 0 0
14-30-38.227000,[1] 52 0
14-30-38.228000,""""
14-30-38.228000,"""type 4, info: sync"""
14-30-38.229000,"""Sensor: 1. RSSI: 62"""
14-30-38.233000,"""COUNT 1 0"
14-30-38.236000,[0] 0 0
14-30-38.237000,[1] 0 0
14-30-38.240000,""""
14-30-38.240000,"""type 4, info: sync"""
14-30-38.241000,"""Sensor: 1. RSSI: 62"""
14-30-38.241000,"""Sensor: 2. RSSI: 60"""
14-30-38.243000,"""COUNT 1 1"
14-30-38.246000,[0] 0 53
14-30-38.246000,[1] 52 0
14-30-38.247000,""""
14-30-38.247000,"""type 4, info: sync"""
14-30-38.248000,"""Sensor: 1. RSSI: 62"""
14-30-38.250000,"""COUNT 1 0"
14-30-38.252000,[0] 0 0
14-30-38.252000,[1] 0 0
14-30-38.253000,""""
14-30-38.253000,"""type 4, info: sync"""
14-30-38.254000,"""Sensor: 2. RSSI: 59"""
14-30-38.257000,"""COUNT 0 1"
14-30-38.258000,[0] 0 0
14-30-38.262000,[1] 0 0
14-30-38.263000,""""
14-30-38.263000,"""type 4, info: sync"""
14-30-38.264000,"""Sensor: 1. RSSI: 62"""
14-30-38.264000,"""Sensor: 2. RSSI: 60"""
14-30-38.266000,"""COUNT 1 1"
14-30-38.268000,[0] 0 0
14-30-38.271000,[1] 52 0
14-30-38.271000,""""
14-30-38.272000,"""type 4, info: sync"""
14-30-38.272000,"""Sensor: 1. RSSI: 62"""
14-30-38.274000,"""COUNT 1 0"
14-30-38.274000,[0] 0 53
14-30-38.277000,[1] 0 0
14-30-38.278000,""""
14-30-38.278000,"""type 4, info: sync"""
14-30-38.279000,"""Sensor: 1. RSSI: 62"""
14-30-38.281000,"""Sensor: 2. RSSI: 59"""
14-30-38.283000,"""COUNT 1 1"
14-30-38.288000,[0] 0 53
14-30-38.288000,[1] 52 0
14-30-38.289000,""""
14-30-38.289000,"""type 4, info: sync"""
14-30-38.290000,"""Sensor: 1. RSSI: 62"""
14-30-38.290000,"""COUNT 1 0"
14-30-38.291000,[0] 0 0
14-30-38.291000,[1] 0 0
14-30-38.292000,""""
14-30-38.292000,"""type 4, info: sync"""
14-30-38.293000,"""Sensor: 2. RSSI: 60"""
14-30-38.297000,"""COUNT 0 1"
14-30-38.302000,[0] 0 0
14-30-38.303000,[1] 0 0
14-30-38.303000,""""
14-30-38.304000,"""type 4, info: sync"""
14-30-38.304000,"""Sensor: 1. RSSI: 62"""
14-30-38.305000,"""Sensor: 2. RSSI: 59"""
14-30-38.306000,"""COUNT 1 1"
14-30-38.309000,[0] 0 0
14-30-38.309000,[1] 52 0
14-30-38.310000,""""
14-30-38.310000,"""type 4, info: sync"""
14-30-38.311000,"""Sensor: 1. RSSI: 62"""
14-30-38.314000,"""COUNT 1 0"
14-30-38.315000,[0] 0 53
14-30-38.315000,[1] 0 0
14-30-38.316000,""""
14-30-38.316000,"""type 4, info: sync"""
14-30-38.322000,"""Sensor: 1. RSSI: 62"""
14-30-38.323000,"""Sensor: 2. RSSI: 59"""
14-30-38.323000,"""COUNT 1 1"
14-30-38.324000,[0] 0 53
14-30-38.325000,[1] 52 0
14-30-38.325000,""""
14-30-38.326000,"""type 4, info: sync"""
14-30-38.327000,"""Sensor: 1. RSSI: 62"""
14-30-38.330000,"""Sensor: 2. RSSI: 59"""
14-30-38.332000,"""COUNT 1 1"
14-30-38.332000,[0] 0 0
14-30-38.333000,[1] 0 0
14-30-38.333000,""""
14-30-38.334000,"""type 4, info: sync"""
14-30-38.336000,"""Sensor: 1. RSSI: 62"""
14-30-38.338000,"""COUNT 1 0"
14-30-38.342000,[0] 0 53
14-30-38.342000,[1] 0 0
14-30-38.342000,""""
14-30-38.343000,"""type 4, info: sync"""
14-30-38.343000,"""Sensor: 2. RSSI: 59"""
14-30-38.346000,"""COUNT 0 1"
14-30-38.347000,[0] 0 0
14-30-38.348000,[1] 0 0
14-30-38.348000,""""
14-30-38.349000,"""type 4, info: sync"""
14-30-38.349000,"""Sensor: 1. RSSI: 62"""
14-30-38.352000,"""Sensor: 2. RSSI: 60"""
14-30-38.354000,"""COUNT 1 1"
14-30-38.354000,[0] 0 0
14-30-38.355000,[1] 0 0
14-30-38.355000,""""
14-30-38.356000,"""type 4, info: sync"""
14-30-38.358000,"""Sensor: 1. RSSI: 62"""
14-30-38.363000,"""COUNT 1 0"
14-30-38.364000,[0] 0 0
14-30-38.364000,[1] 0 0
14-30-38.365000,""""
14-30-38.368000,"""type 4, info: sync"""
14-30-38.368000,"""Sensor: 1. RSSI: 62"""
14-30-38.369000,"""Sensor: 2. RSSI: 59"""
14-30-38.371000,"""COUNT 1 1"
14-30-38.378000,[0] 0 53
