14-30-08.758000,"ÿ""Scanner enabled\r\n""" 
14-30-27.106000,"""type 4, info: sync"""
14-30-27.106000,"""Sensor: 1. RSSI: 60"""
14-30-27.107000,"""COUNT 1 0"
14-30-27.107000,[0] 0 0
14-30-27.108000,[1] 0 0
14-30-27.108000,""""
14-30-27.110000,"""type 4, info: sync"""
14-30-27.113000,"""Sensor: 2. RSSI: 69"""
14-30-27.114000,"""COUNT 0 1"
14-30-27.114000,[0] 0 0
14-30-27.115000,[1] 0 0
14-30-27.116000,""""
14-30-27.117000,"""type 4, info: sync"""
14-30-27.124000,"""Sensor: 1. RSSI: 60"""
14-30-27.125000,"""Sensor: 2. RSSI: 69"""
14-30-27.125000,"""COUNT 1 1"
14-30-27.126000,[0] 0 0
14-30-27.126000,[1] 53 0
14-30-27.126000,""""
14-30-27.134000,"""type 4, info: sync"""
14-30-27.136000,"""Sensor: 1. RSSI: 60"""
14-30-27.137000,"""COUNT 1 0"
14-30-27.137000,[0] 0 0
14-30-27.138000,[1] 0 0
14-30-27.138000,""""
14-30-27.139000,"""type 4, info: sync"""
14-30-27.140000,"""Sensor: 1. RSSI: 60"""
14-30-27.146000,"""Sensor: 2. RSSI: 69"""
14-30-27.146000,"""COUNT 1 1"
14-30-27.147000,[0] 0 54
14-30-27.147000,[1] 53 0
14-30-27.148000,""""
14-30-27.149000,"""type 4, info: sync"""
14-30-27.149000,"""Sensor: 1. RSSI: 60"""
14-30-27.150000,"""COUNT 1 0"
14-30-27.152000,[0] 0 0
14-30-27.154000,[1] 0 0
14-30-27.154000,""""
14-30-27.155000,"""type 4, info: sync"""
14-30-27.155000,"""Sensor: 2. RSSI: 69"""
14-30-27.156000,"""Sensor: 1. RSSI: 60"""
14-30-27.157000,"""COUNT 1 1"
14-30-27.158000,[0] 0 0
14-30-27.158000,[1] 53 0
14-30-27.159000,""""
14-30-27.164000,"""type 4, info: sync"""
14-30-27.165000,"""Sensor: 2. RSSI: 69"""
14-30-27.165000,"""COUNT 0 1"
14-30-27.166000,[0] 0 0
14-30-27.167000,[1] 53 0
14-30-27.167000,""""
14-30-27.168000,"""type 4, info: sync"""
14-30-27.168000,"""Sensor: 1. RSSI: 60"""
14-30-27.169000,"""COUNT 1 0"
14-30-27.169000,[0] 0 0
14-30-27.170000,[1] 0 0
14-30-27.171000,""""
14-30-27.171000,"""type 4, info: sync"""
14-30-27.171000,"""Sensor: 1. RSSI: 60"""
14-30-27.178000,"""COUNT 1 0"
14-30-27.179000,[0] 0 0
14-30-27.180000,[1] 0 0
14-30-27.180000,""""
14-30-27.187000,"""type 4, info: sync"""
14-30-27.190000,"""Sensor: 2. RSSI: 70"""
14-30-27.196000,"""Sensor: 1. RSSI: 60"""
14-30-27.197000,"""COUNT 1 1"
14-30-27.198000,[0] 0 0
14-30-27.198000,[1] 53 0
14-30-27.199000,""""
14-30-27.199000,"""type 4, info: sync"""
14-30-27.200000,"""Sensor: 2. RSSI: 69"""
14-30-27.200000,"""COUNT 0 1"
14-30-27.201000,[0] 0 0
14-30-27.201000,[1] 53 0
14-30-27.202000,""""
14-30-27.207000,"""type 4, info: sync"""
14-30-27.208000,"""Sensor: 1. RSSI: 60"""
14-30-27.208000,"""COUNT 1 0"
14-30-27.209000,[0] 0 0
14-30-27.209000,[1] 0 0
14-30-27.210000,""""
14-30-27.210000,"""type 4, info: sync"""
14-30-27.211000,"""Sensor: 1. RSSI: 60"""
14-30-27.211000,"""COUNT 1 0"
14-30-27.216000,[0] 0 0
14-30-27.217000,[1] 0 0
14-30-27.217000,""""
14-30-27.218000,"""type 4, info: sync"""
14-30-27.218000,"""Sensor: 1. RSSI: 60"""
14-30-27.220000,"""Sensor: 2. RSSI: 69"""
14-30-27.221000,"""COUNT 1 1"
14-30-27.226000,[0] 0 0
14-30-27.227000,[1] 53 0
14-30-27.227000,""""
14-30-27.228000,"""type 4, info: sync"""
14-30-27.229000,"""Sensor: 1. RSSI: 60"""
14-30-27.230000,"""COUNT 1 0"
14-30-27.230000,[0] 0 54
14-30-27.231000,[1] 0 0
14-30-27.231000,""""
14-30-27.232000,"""type 4, info: sync"""
14-30-27.232000,"""Sensor: 2. RSSI: 69"""
14-30-27.233000,"""COUNT 0 1"
14-30-27.233000,[0] 0 0
14-30-27.245000,[1] 0 0
14-30-27.246000,""""
14-30-27.246000,"""type 4, info: sync"""
14-30-27.247000,"""Sensor: 1. RSSI: 60"""
14-30-27.247000,"""Sensor: 2. RSSI: 69"""
14-30-27.248000,"""COUNT 1 1"
14-30-27.249000,[0] 0 0
14-30-27.249000,[1] 0 0
14-30-27.250000,""""
14-30-27.250000,"""type 4, info: sync"""
14-30-27.255000,"""Sensor: 1. RSSI: 60"""
14-30-27.257000,"""COUNT 1 0"
14-30-27.257000,[0] 0 54
14-30-27.258000,[1] 0 0
14-30-27.258000,""""
14-30-27.259000,"""type 4, info: sync"""
14-30-27.260000,"""Sensor: 1. RSSI: 60"""
14-30-27.261000,"""Sensor: 2. RSSI: 70"""
14-30-27.261000,"""COUNT 1 1"
14-30-27.262000,[0] 0 54
14-30-27.262000,[1] 54 0
14-30-27.263000,""""
14-30-27.263000,"""type 4, info: sync"""
14-30-27.267000,"""Sensor: 1. RSSI: 60"""
14-30-27.268000,"""COUNT 1 0"
14-30-27.269000,[0] 0 0
14-30-27.270000,[1] 0 0
14-30-27.271000,""""
14-30-27.271000,"""type 4, info: sync"""
14-30-27.272000,"""Sensor: 2. RSSI: 70"""
14-30-27.272000,"""COUNT 0 1"
14-30-27.273000,[0] 0 0
14-30-27.273000,[1] 0 0
14-30-27.274000,""""
14-30-27.280000,"""type 4, info: sync"""
14-30-27.281000,"""Sensor: 1. RSSI: 60"""
14-30-27.281000,"""Sensor: 2. RSSI: 70"""
14-30-27.286000,"""COUNT 1 1"
14-30-27.286000,[0] 0 0
14-30-27.288000,[1] 54 0
14-30-27.291000,""""
14-30-27.291000,"""type 4, info: sync"""
14-30-27.292000,"""Sensor: 1. RSSI: 60"""
14-30-27.293000,"""COUNT 1 0"
14-30-27.293000,[0] 0 54
14-30-27.294000,[1] 0 0
14-30-27.295000,""""
14-30-27.295000,"""type 4, info: sync"""
14-30-27.296000,"""Sensor: 1. RSSI: 60"""
14-30-27.296000,"""Sensor: 2. RSSI: 70"""
14-30-27.296000,"""COUNT 1 1"
14-30-27.298000,[0] 0 54
14-30-27.301000,[1] 53 0
14-30-27.302000,""""
14-30-27.302000,"""type 4, info: sync"""
14-30-27.303000,"""Sensor: 1. RSSI: 60"""
14-30-27.307000,"""COUNT 1 0"
14-30-27.308000,[0] 0 0
14-30-27.308000,[1] 0 0
14-30-27.309000,""""
14-30-27.309000,"""type 4, info: sync"""
14-30-27.312000,"""Sensor: 2. RSSI: 70"""
14-30-27.312000,"""COUNT 0 1"
14-30-27.313000,[0] 0 0
14-30-27.313000,[1] 0 0
14-30-27.313000,""""
14-30-27.323000,"""type 4, info: sync"""
14-30-27.323000,"""Sensor: 1. RSSI: 60"""
14-30-27.324000,"""Sensor: 2. RSSI: 70"""
14-30-27.325000,"""COUNT 1 1"
14-30-27.325000,[0] 0 0
14-30-27.326000,[1] 54 0
14-30-27.327000,""""
14-30-27.327000,"""type 4, info: sync"""
14-30-27.328000,"""Sensor: 1. RSSI: 60"""
14-30-27.329000,"""COUNT 1 0"
14-30-27.332000,[0] 0 0
14-30-27.332000,[1] 0 0
14-30-27.334000,""""
14-30-27.334000,"""type 4, info: sync"""
14-30-27.336000,"""Sensor: 1. RSSI: 60"""
14-30-27.342000,"""Sensor: 2. RSSI: 69"""
14-30-27.342000,"""COUNT 1 1"
14-30-27.343000,[0] 0 0
14-30-27.344000,[1] 0 0
14-30-27.344000,""""
14-30-27.345000,"""type 4, info: sync"""
14-30-27.346000,"""Sensor: 1. RSSI: 60"""
14-30-27.350000,"""COUNT 1 0"
14-30-27.353000,[0] 0 54
14-30-27.353000,[1] 0 0
14-30-27.354000,""""
14-30-27.354000,"""type 4, info: sync"""
14-30-27.355000,"""Sensor: 2. RSSI: 69"""
14-30-27.356000,"""COUNT 0 1"
14-30-27.357000,[0] 0 54
14-30-27.357000,[1] 0 0
14-30-27.358000,""""
14-30-27.358000,"""type 4, info: sync"""
14-30-27.364000,"""Sensor: 1. RSSI: 60"""
14-30-27.364000,"""Sensor: 2. RSSI: 70"""
14-30-27.365000,"""COUNT 1 1"
14-30-27.366000,[0] 0 0
14-30-27.366000,[1] 0 0
14-30-27.367000,""""
14-30-27.368000,"""type 4, info: sync"""
14-30-27.369000,"""COUNT 0 0"
14-30-27.369000,[0] 0 0
14-30-27.370000,[1] 0 0
14-30-27.370000,""""
14-30-27.374000,"""type 4, info: sync"""
14-30-27.374000,"""Sensor: 1. RSSI: 60"""
14-30-27.375000,"""Sensor: 2. RSSI: 70"""
14-30-27.378000,"""COUNT 1 1"
14-30-27.379000,[0] 0 54
14-30-27.380000,[1] 53 0
14-30-27.380000,""""
14-30-27.381000,"""type 4, info: sync"""
14-30-27.381000,"""Sensor: 1. RSSI: 60"""
14-30-27.384000,"""COUNT 1 0"
14-30-27.385000,[0] 0 0
14-30-27.386000,[1] 0 0
14-30-27.387000,""""
14-30-27.387000,"""type 4, info: sync"""
14-30-27.388000,"""COUNT 0 0"
14-30-27.389000,[0] 0 0
14-30-27.390000,[1] 0 0
14-30-27.390000,""""
14-30-27.394000,"""type 4, info: sync"""
14-30-27.394000,"""Sensor: 2. RSSI: 69"""
14-30-27.395000,"""COUNT 0 1"
14-30-27.395000,[0] 0 0
14-30-27.396000,[1] 0 0
14-30-27.396000,""""
14-30-27.401000,"""type 4, info: sync"""
14-30-27.401000,"""Sensor: 1. RSSI: 60"""
14-30-27.404000,"""COUNT 1 0"
14-30-27.405000,[0] 0 0
14-30-27.405000,[1] 0 0
14-30-27.406000,""""
14-30-27.406000,"""type 4, info: sync"""
14-30-27.407000,"""Sensor: 1. RSSI: 60"""
14-30-27.408000,"""COUNT 1 0"
14-30-27.408000,[0] 0 0
14-30-27.409000,[1] 0 0
14-30-27.412000,""""
14-30-27.415000,"""type 4, info: sync"""
14-30-27.415000,"""Sensor: 1. RSSI: 60"""
14-30-27.416000,"""COUNT 1 0"
14-30-27.417000,[0] 0 0
14-30-27.417000,[1] 0 0
14-30-27.417000,""""
14-30-27.418000,"""type 4, info: sync"""
14-30-27.419000,"""Sensor: 2. RSSI: 69"""
14-30-27.420000,"""COUNT 0 1"
14-30-27.421000,[0] 0 0
14-30-27.423000,[1] 54 0
14-30-27.423000,""""
14-30-27.423000,"""type 4, info: sync"""
14-30-27.427000,"""Sensor: 1. RSSI: 60"""
14-30-27.428000,"""COUNT 1 0"
14-30-27.428000,[0] 0 0
14-30-27.429000,[1] 0 0
14-30-27.430000,""""
14-30-27.434000,"""type 4, info: sync"""
14-30-27.435000,"""Sensor: 1. RSSI: 60"""
14-30-27.437000,"""COUNT 1 0"
14-30-27.438000,[0] 0 0
14-30-27.439000,[1] 0 0
14-30-27.439000,""""
14-30-27.440000,"""type 4, info: sync"""
14-30-27.441000,"""Sensor: 1. RSSI: 60"""
14-30-27.443000,"""Sensor: 2. RSSI: 69"""
14-30-27.445000,"""COUNT 1 1"
14-30-27.448000,[0] 0 0
14-30-27.448000,[1] 53 0
14-30-27.449000,""""
14-30-27.449000,"""type 4, info: sync"""
14-30-27.450000,"""Sensor: 1. RSSI: 60"""
14-30-27.452000,"""COUNT 1 0"
14-30-27.454000,[0] 0 54
14-30-27.455000,[1] 0 0
14-30-27.457000,""""
14-30-27.458000,"""type 4, info: sync"""
14-30-27.458000,"""Sensor: 2. RSSI: 70"""
14-30-27.460000,"""COUNT 0 1"
14-30-27.461000,[0] 0 0
14-30-27.462000,[1] 0 0
14-30-27.463000,""""
14-30-27.466000,"""type 4, info: sync"""
14-30-27.468000,"""Sensor: 1. RSSI: 60"""
14-30-27.470000,"""Sensor: 2. RSSI: 70"""
14-30-27.471000,"""COUNT 1 1"
14-30-27.475000,[0] 0 0
14-30-27.477000,[1] 0 0
14-30-27.478000,""""
14-30-27.478000,"""type 4, info: sync"""
14-30-27.479000,"""Sensor: 1. RSSI: 60"""
14-30-27.480000,"""COUNT 1 0"
14-30-27.480000,[0] 0 54
14-30-27.481000,[1] 0 0
14-30-27.481000,""""
14-30-27.482000,"""type 4, info: sync"""
14-30-27.482000,"""Sensor: 1. RSSI: 60"""
14-30-27.483000,"""Sensor: 2. RSSI: 70"""
14-30-27.485000,"""COUNT 1 1"
14-30-27.497000,[0] 0 54
14-30-27.497000,[1] 53 0
14-30-27.497000,""""
14-30-27.498000,"""type 4, info: sync"""
14-30-27.498000,"""Sensor: 1. RSSI: 60"""
14-30-27.499000,"""COUNT 1 0"
14-30-27.499000,[0] 0 0
14-30-27.500000,[1] 0 0
14-30-27.501000,""""
14-30-27.501000,"""type 4, info: sync"""
14-30-27.502000,"""Sensor: 2. RSSI: 70"""
14-30-27.505000,"""COUNT 0 1"
14-30-27.508000,[0] 0 0
14-30-27.508000,[1] 0 0
14-30-27.509000,""""
14-30-27.510000,"""type 4, info: sync"""
14-30-27.510000,"""Sensor: 1. RSSI: 60"""
14-30-27.511000,"""Sensor: 2. RSSI: 70"""
14-30-27.512000,"""COUNT 1 1"
14-30-27.512000,[0] 0 0
14-30-27.513000,[1] 54 0
14-30-27.513000,""""
14-30-27.513000,"""type 4, info: sync"""
14-30-27.518000,"""Sensor: 1. RSSI: 60"""
14-30-27.518000,"""COUNT 1 0"
14-30-27.519000,[0] 0 54
14-30-27.520000,[1] 0 0
14-30-27.520000,""""
14-30-27.521000,"""type 4, info: sync"""
14-30-27.521000,"""Sensor: 1. RSSI: 60"""
14-30-27.524000,"""COUNT 1 0"
14-30-27.528000,[0] 0 54
14-30-27.529000,[1] 0 0
14-30-27.529000,""""
14-30-27.530000,"""type 4, info: sync"""
14-30-27.530000,"""Sensor: 1. RSSI: 60"""
14-30-27.532000,"""COUNT 1 0"
14-30-27.532000,[0] 0 0
14-30-27.539000,[1] 0 0
14-30-27.541000,""""
14-30-27.541000,"""type 4, info: sync"""
14-30-27.542000,"""Sensor: 2. RSSI: 69"""
14-30-27.542000,"""COUNT 0 1"
14-30-27.543000,[0] 0 0
14-30-27.543000,[1] 54 0
14-30-27.544000,""""
14-30-27.544000,"""type 4, info: sync"""
14-30-27.545000,"""Sensor: 2. RSSI: 70"""
14-30-27.548000,"""COUNT 0 1"
14-30-27.558000,[0] 0 0
14-30-27.559000,[1] 54 0
14-30-27.560000,""""
14-30-27.560000,"""type 4, info: sync"""
14-30-27.561000,"""Sensor: 1. RSSI: 60"""
14-30-27.562000,"""COUNT 1 0"
14-30-27.562000,[0] 0 0
14-30-27.563000,[1] 0 0
14-30-27.563000,""""
14-30-27.571000,"""type 4, info: sync"""
14-30-27.571000,"""Sensor: 1. RSSI: 60"""
14-30-27.572000,"""COUNT 1 0"
14-30-27.573000,[0] 0 0
14-30-27.574000,[1] 0 0
14-30-27.574000,""""
14-30-27.575000,"""type 4, info: sync"""
14-30-27.575000,"""Sensor: 1. RSSI: 60"""
14-30-27.576000,"""Sensor: 2. RSSI: 69"""
14-30-27.577000,"""COUNT 1 1"
14-30-27.577000,[0] 0 0
14-30-27.577000,[1] 53 0
14-30-27.584000,""""
14-30-27.585000,"""type 4, info: sync"""
14-30-27.585000,"""Sensor: 1. RSSI: 60"""
14-30-27.586000,"""COUNT 1 0"
14-30-27.587000,[0] 0 54
14-30-27.588000,[1] 0 0
14-30-27.588000,""""
14-30-27.591000,"""type 4, info: sync"""
14-30-27.591000,"""Sensor: 2. RSSI: 70"""
14-30-27.592000,"""COUNT 0 1"
14-30-27.593000,[0] 0 0
14-30-27.593000,[1] 0 0
14-30-27.594000,""""
14-30-27.594000,"""type 4, info: sync"""
14-30-27.595000,"""Sensor: 1. RSSI: 60"""
14-30-27.598000,"""Sensor: 2. RSSI: 69"""
14-30-27.598000,"""COUNT 1 1"
14-30-27.601000,[0] 0 0
14-30-27.602000,[1] 0 0
14-30-27.602000,""""
14-30-27.603000,"""type 4, info: sync"""
14-30-27.604000,"""Sensor: 1. RSSI: 60"""
14-30-27.605000,"""COUNT 1 0"
14-30-27.605000,[0] 0 54
14-30-27.606000,[1] 0 0
14-30-27.606000,""""
14-30-27.607000,"""type 4, info: sync"""
14-30-27.608000,"""Sensor: 1. RSSI: 60"""
14-30-27.611000,"""Sensor: 2. RSSI: 70"""
14-30-27.613000,"""COUNT 1 1"
14-30-27.613000,[0] 0 54
14-30-27.614000,[1] 53 0
14-30-27.615000,""""
14-30-27.615000,"""type 4, info: sync"""
14-30-27.618000,"""Sensor: 1. RSSI: 60"""
14-30-27.620000,"""COUNT 1 0"
14-30-27.622000,[0] 0 0
14-30-27.623000,[1] 0 0
14-30-27.624000,""""
14-30-27.628000,"""type 4, info: sync"""
14-30-27.630000,"""Sensor: 2. RSSI: 69"""
14-30-27.638000,"""COUNT 0 1"
14-30-27.639000,[0] 0 0
14-30-27.642000,[1] 0 0
14-30-27.643000,""""
14-30-27.645000,"""type 4, info: sync"""
14-30-27.646000,"""Sensor: 1. RSSI: 60"""
14-30-27.655000,"""Sensor: 2. RSSI: 69"""
14-30-27.663000,"""COUNT 1 1"
14-30-27.664000,[0] 0 0
14-30-27.667000,[1] 53 0
14-30-27.670000,""""
14-30-27.670000,"""type 4, info: sync"""
14-30-27.671000,"""Sensor: 1. RSSI: 60"""
14-30-27.671000,"""COUNT 1 0"
14-30-27.673000,[0] 0 0
14-30-27.673000,[1] 0 0
14-30-27.674000,""""
14-30-27.674000,"""type 4, info: sync"""
14-30-27.677000,"""Sensor: 1. RSSI: 60"""
14-30-27.678000,"""Sensor: 2. RSSI: 69"""
14-30-27.678000,"""COUNT 1 1"
14-30-27.678000,[0] 0 54
14-30-27.679000,[1] 54 0
14-30-27.679000,""""
14-30-27.684000,"""type 4, info: sync"""
14-30-27.684000,"""Sensor: 1. RSSI: 60"""
14-30-27.686000,"""COUNT 1 0"
14-30-27.691000,[0] 0 0
14-30-27.693000,[1] 0 0
14-30-27.693000,""""
14-30-27.694000,"""type 4, info: sync"""
14-30-27.695000,"""Sensor: 2. RSSI: 69"""
14-30-27.695000,"""Sensor: 1. RSSI: 60"""
14-30-27.696000,"""COUNT 1 1"
14-30-27.696000,[0] 0 0
14-30-27.696000,[1] 53 0
14-30-27.699000,""""
14-30-27.699000,"""type 4, info: sync"""
14-30-27.700000,"""Sensor: 2. RSSI: 69"""
14-30-27.702000,"""COUNT 0 1"
14-30-27.704000,[0] 0 0
14-30-27.704000,[1] 53 0
14-30-27.705000,""""
14-30-27.705000,"""type 4, info: sync"""
14-30-27.705000,"""COUNT 0 0"
14-30-27.706000,[0] 0 0
14-30-27.706000,[1] 0 0
14-30-27.707000,""""
14-30-27.707000,"""type 4, info: sync"""
14-30-27.712000,"""Sensor: 1. RSSI: 60"""
14-30-27.714000,"""COUNT 1 0"
14-30-27.714000,[0] 0 0
14-30-27.715000,[1] 0 0
14-30-27.715000,""""
14-30-27.716000,"""type 4, info: sync"""
14-30-27.716000,"""Sensor: 1. RSSI: 60"""
14-30-27.717000,"""Sensor: 2. RSSI: 69"""
14-30-27.717000,"""COUNT 1 1"
14-30-27.718000,[0] 0 0
14-30-27.728000,[1] 53 0
14-30-27.729000,""""
14-30-27.729000,"""type 4, info: sync"""
14-30-27.730000,"""Sensor: 1. RSSI: 60"""
14-30-27.730000,"""COUNT 1 0"
14-30-27.731000,[0] 0 54
14-30-27.731000,[1] 0 0
14-30-27.732000,""""
14-30-27.733000,"""type 4, info: sync"""
14-30-27.736000,"""Sensor: 2. RSSI: 69"""
14-30-27.745000,"""COUNT 0 1"
14-30-27.746000,[0] 0 54
14-30-27.746000,[1] 0 0
14-30-27.747000,""""
14-30-27.747000,"""type 4, info: sync"""
14-30-27.748000,"""Sensor: 1. RSSI: 60"""
14-30-27.749000,"""Sensor: 2. RSSI: 69"""
14-30-27.751000,"""COUNT 1 1"
14-30-27.757000,[0] 0 0
14-30-27.757000,[1] 0 0
14-30-27.758000,""""
14-30-27.759000,"""type 4, info: sync"""
14-30-27.759000,"""Sensor: 1. RSSI: 60"""
14-30-27.760000,"""COUNT 1 0"
14-30-27.761000,[0] 0 54
14-30-27.761000,[1] 0 0
14-30-27.762000,""""
14-30-27.763000,"""type 4, info: sync"""
14-30-27.764000,"""Sensor: 1. RSSI: 60"""
14-30-27.764000,"""Sensor: 2. RSSI: 69"""
14-30-27.776000,"""COUNT 1 1"
14-30-27.777000,[0] 0 0
14-30-27.777000,[1] 0 0
14-30-27.778000,""""
14-30-27.783000,"""type 4, info: sync"""
14-30-27.783000,"""Sensor: 1. RSSI: 60"""
14-30-27.790000,"""COUNT 1 0"
14-30-27.790000,[0] 0 54
14-30-27.791000,[1] 0 0
14-30-27.791000,""""
14-30-27.792000,"""type 4, info: sync"""
14-30-27.792000,"""Sensor: 2. RSSI: 68"""
14-30-27.793000,"""COUNT 0 1"
14-30-27.794000,[0] 0 0
14-30-27.794000,[1] 0 0
14-30-27.795000,""""
14-30-27.796000,"""type 4, info: sync"""
14-30-27.797000,"""Sensor: 1. RSSI: 60"""
14-30-27.797000,"""Sensor: 2. RSSI: 69"""
14-30-27.801000,"""COUNT 1 1"
14-30-27.802000,[0] 0 0
14-30-27.802000,[1] 0 0
14-30-27.803000,""""
14-30-27.804000,"""type 4, info: sync"""
14-30-27.805000,"""Sensor: 1. RSSI: 60"""
14-30-27.806000,"""COUNT 1 0"
14-30-27.806000,[0] 0 54
14-30-27.807000,[1] 0 0
14-30-27.808000,""""
14-30-27.808000,"""type 4, info: sync"""
14-30-27.809000,"""Sensor: 1. RSSI: 60"""
14-30-27.813000,"""Sensor: 2. RSSI: 69"""
14-30-27.814000,"""COUNT 1 1"
14-30-27.815000,[0] 0 53
14-30-27.816000,[1] 53 0
14-30-27.816000,""""
14-30-27.817000,"""type 4, info: sync"""
14-30-27.817000,"""Sensor: 1. RSSI: 60"""
14-30-27.820000,"""COUNT 1 0"
14-30-27.821000,[0] 0 0
14-30-27.826000,[1] 0 0
14-30-27.827000,""""
14-30-27.827000,"""type 4, info: sync"""
14-30-27.828000,"""Sensor: 2. RSSI: 68"""
14-30-27.829000,"""COUNT 0 1"
14-30-27.829000,[0] 0 0
14-30-27.830000,[1] 0 0
14-30-27.831000,""""
14-30-27.831000,"""type 4, info: sync"""
14-30-27.845000,"""Sensor: 1. RSSI: 60"""
14-30-27.845000,"""Sensor: 2. RSSI: 68"""
14-30-27.846000,"""COUNT 1 1"
14-30-27.846000,[0] 0 0
14-30-27.846000,[1] 53 0
14-30-27.847000,""""
14-30-27.847000,"""type 4, info: sync"""
14-30-27.848000,"""Sensor: 1. RSSI: 60"""
14-30-27.848000,"""COUNT 1 0"
14-30-27.848000,[0] 0 0
14-30-27.849000,[1] 0 0
14-30-27.851000,""""
14-30-27.851000,"""type 4, info: sync"""
14-30-27.852000,"""Sensor: 1. RSSI: 60"""
14-30-27.862000,"""Sensor: 2. RSSI: 68"""
14-30-27.863000,"""COUNT 1 1"
14-30-27.863000,[0] 0 53
14-30-27.864000,[1] 53 0
14-30-27.865000,""""
14-30-27.865000,"""type 4, info: sync"""
14-30-27.866000,"""Sensor: 1. RSSI: 60"""
14-30-27.866000,"""COUNT 1 0"
14-30-27.868000,[0] 0 0
14-30-27.868000,[1] 0 0
14-30-27.874000,""""
14-30-27.876000,"""type 4, info: sync"""
14-30-27.877000,"""Sensor: 1. RSSI: 60"""
14-30-27.878000,"""COUNT 1 0"
14-30-27.878000,[0] 0 0
14-30-27.879000,[1] 0 0
14-30-27.882000,""""
14-30-27.889000,"""type 4, info: sync"""
14-30-27.889000,"""Sensor: 2. RSSI: 69"""
14-30-27.890000,"""COUNT 0 1"
14-30-27.891000,[0] 0 0
14-30-27.891000,[1] 53 0
14-30-27.892000,""""
14-30-27.892000,"""type 4, info: sync"""
14-30-27.893000,"""Sensor: 1. RSSI: 60"""
14-30-27.893000,"""COUNT 1 0"
14-30-27.894000,[0] 0 0
14-30-27.894000,[1] 0 0
14-30-27.894000,""""
14-30-27.895000,"""type 4, info: sync"""
14-30-27.896000,"""Sensor: 1. RSSI: 60"""
14-30-27.896000,"""COUNT 1 0"
14-30-27.897000,[0] 0 0
14-30-27.897000,[1] 0 0
14-30-27.901000,""""
14-30-27.901000,"""type 4, info: sync"""
14-30-27.902000,"""Sensor: 1. RSSI: 60"""
14-30-27.904000,"""Sensor: 2. RSSI: 68"""
14-30-27.905000,"""COUNT 1 1"
14-30-27.906000,[0] 0 0
14-30-27.908000,[1] 53 0
14-30-27.908000,""""
14-30-27.915000,"""type 4, info: sync"""
14-30-27.916000,"""Sensor: 1. RSSI: 60"""
14-30-27.917000,"""COUNT 1 0"
14-30-27.917000,[0] 0 53
14-30-27.918000,[1] 0 0
14-30-27.920000,""""
14-30-27.921000,"""type 4, info: sync"""
14-30-27.922000,"""Sensor: 2. RSSI: 69"""
14-30-27.923000,"""COUNT 0 1"
14-30-27.928000,[0] 0 53
14-30-27.928000,[1] 0 0
14-30-27.929000,""""
14-30-27.930000,"""type 4, info: sync"""
14-30-27.930000,"""Sensor: 1. RSSI: 60"""
14-30-27.931000,"""Sensor: 2. RSSI: 68"""
14-30-27.931000,"""COUNT 1 1"
14-30-27.932000,[0] 0 0
14-30-27.932000,[1] 0 0
14-30-27.933000,""""
14-30-27.934000,"""type 4, info: sync"""
14-30-27.936000,"""Sensor: 1. RSSI: 60"""
14-30-27.939000,"""COUNT 1 0"
14-30-27.942000,[0] 0 53
14-30-27.954000,[1] 0 0
14-30-27.956000,""""
14-30-27.961000,"""type 4, info: sync"""
14-30-27.962000,"""Sensor: 1. RSSI: 60"""
14-30-27.962000,"""Sensor: 2. RSSI: 69"""
14-30-27.963000,"""COUNT 1 1"
14-30-27.963000,[0] 0 53
14-30-27.964000,[1] 53 0
14-30-27.966000,""""
14-30-27.966000,"""type 4, info: sync"""
14-30-27.967000,"""Sensor: 1. RSSI: 60"""
14-30-27.967000,"""COUNT 1 0"
14-30-27.968000,[0] 0 0
14-30-27.968000,[1] 0 0
14-30-27.975000,""""
14-30-27.975000,"""type 4, info: sync"""
14-30-27.981000,"""Sensor: 2. RSSI: 69"""
14-30-27.982000,"""COUNT 0 1"
14-30-27.982000,[0] 0 0
14-30-27.983000,[1] 0 0
14-30-27.983000,""""
14-30-27.983000,"""type 4, info: sync"""
14-30-27.986000,"""Sensor: 1. RSSI: 60"""
14-30-27.987000,"""Sensor: 2. RSSI: 69"""
14-30-27.987000,"""COUNT 1 1"
14-30-27.987000,[0] 0 0
14-30-27.988000,[1] 53 0
14-30-27.989000,""""
14-30-27.989000,"""type 4, info: sync"""
14-30-27.990000,"""Sensor: 1. RSSI: 60"""
14-30-27.990000,"""COUNT 1 0"
14-30-27.992000,[0] 0 53
14-30-27.993000,[1] 0 0
14-30-27.993000,""""
14-30-28.000000,"""type 4, info: sync"""
14-30-28.006000,"""Sensor: 1. RSSI: 60"""
14-30-28.007000,"""COUNT 1 0"
14-30-28.013000,[0] 0 53
14-30-28.013000,[1] 0 0
14-30-28.014000,""""
14-30-28.015000,"""type 4, info: sync"""
14-30-28.015000,"""Sensor: 2. RSSI: 69"""
14-30-28.016000,"""COUNT 0 1"
14-30-28.016000,[0] 0 0
14-30-28.017000,[1] 0 0
14-30-28.017000,""""
14-30-28.018000,"""type 4, info: sync"""
14-30-28.022000,"""Sensor: 1. RSSI: 60"""
14-30-28.026000,"""Sensor: 2. RSSI: 69"""
14-30-28.026000,"""COUNT 1 1"
14-30-28.027000,[0] 0 0
14-30-28.027000,[1] 0 0
14-30-28.028000,""""
14-30-28.028000,"""type 4, info: sync"""
14-30-28.028000,"""Sensor: 1. RSSI: 60"""
