22-57-06.503000,----------------------------
22-57-13.534000,[R]: 0 
22-57-13.541000,S 1 	RSSI: 53
22-57-13.544000,[R]: 50 
22-57-13.545000,[R]: 0 
22-57-13.554000,[R]: 0 
22-57-13.562000,S 1 	RSSI: 53
22-57-13.565000,[R]: 50 
22-57-13.574000,[R]: 0 
22-57-13.582000,S 1 	RSSI: 53
22-57-13.584000,[R]: 50 
22-57-13.594000,[R]: 0 
22-57-13.601000,S 1 	RSSI: 53
22-57-13.604000,[R]: 50 
22-57-13.614000,[R]: 0 
22-57-13.622000,S 1 	RSSI: 53
22-57-13.625000,[R]: 50 
22-57-13.625000,[R]: 0 
22-57-13.634000,[R]: 0 
22-57-13.642000,S 1 	RSSI: 53
22-57-13.644000,[R]: 50 
22-57-13.655000,[R]: 0 
22-57-13.662000,S 1 	RSSI: 53
22-57-13.665000,[R]: 50 
22-57-13.675000,[R]: 0 
22-57-13.682000,S 1 	RSSI: 53
22-57-13.684000,[R]: 50 
22-57-13.702000,S 1 	RSSI: 53
22-57-13.705000,[R]: 50 
22-57-13.715000,[R]: 0 
22-57-13.722000,S 1 	RSSI: 53
22-57-13.725000,[R]: 50 
22-57-13.735000,[R]: 0 
22-57-13.742000,S 1 	RSSI: 53
22-57-13.745000,[R]: 50 
22-57-13.755000,[R]: 0 
22-57-13.762000,S 1 	RSSI: 53
22-57-13.765000,[R]: 50 
22-57-13.765000,[R]: 0 
22-57-13.774000,[R]: 0 
22-57-13.781000,S 1 	RSSI: 53
22-57-13.784000,[R]: 50 
22-57-13.794000,[R]: 0 
22-57-13.804000,[R]: 50 
22-57-13.814000,[R]: 0 
22-57-13.821000,S 1 	RSSI: 53
22-57-13.824000,[R]: 50 
22-57-13.824000,[R]: 0 
22-57-13.834000,[R]: 0 
22-57-13.841000,S 1 	RSSI: 53
22-57-13.844000,[R]: 50 
22-57-13.854000,[R]: 0 
22-57-13.861000,S 1 	RSSI: 53
22-57-13.864000,[R]: 50 
22-57-13.874000,[R]: 0 
22-57-13.881000,S 1 	RSSI: 53
22-57-13.884000,[R]: 50 
22-57-13.894000,[R]: 0 
22-57-13.901000,S 1 	RSSI: 53
22-57-13.904000,[R]: 50 
22-57-13.914000,[R]: 0 
22-57-13.921000,S 1 	RSSI: 53
22-57-13.925000,[R]: 50 
22-57-13.934000,[R]: 0 
22-57-13.941000,S 1 	RSSI: 53
22-57-13.944000,[R]: 50 
22-57-13.954000,[R]: 0 
22-57-13.961000,S 1 	RSSI: 53
22-57-13.964000,[R]: 50 
22-57-13.965000,[R]: 0 
22-57-13.974000,[R]: 0 
22-57-13.982000,S 1 	RSSI: 53
22-57-13.984000,[R]: 50 
22-57-13.994000,[R]: 0 
22-57-14.001000,S 1 	RSSI: 53
22-57-14.004000,[R]: 50 
22-57-14.014000,[R]: 0 
22-57-14.022000,S 1 	RSSI: 53
22-57-14.024000,[R]: 50 
22-57-14.035000,[R]: 0 
22-57-14.042000,S 1 	RSSI: 53
22-57-14.045000,[R]: 50 
22-57-14.046000,[R]: 0 
22-57-14.055000,[R]: 0 
22-57-14.062000,S 1 	RSSI: 53
22-57-14.065000,[R]: 50 
22-57-14.075000,[R]: 0 
22-57-14.082000,S 1 	RSSI: 53
22-57-14.085000,[R]: 50 
22-57-14.095000,[R]: 0 
22-57-14.102000,S 1 	RSSI: 53
22-57-14.105000,[R]: 50 
22-57-14.115000,[R]: 0 
22-57-14.122000,S 1 	RSSI: 53
22-57-14.125000,[R]: 50 
22-57-14.125000,[R]: 0 
22-57-14.135000,[R]: 0 
22-57-14.141000,S 1 	RSSI: 53
22-57-14.144000,[R]: 50 
22-57-14.154000,[R]: 0 
22-57-14.161000,S 1 	RSSI: 53
22-57-14.164000,[R]: 50 
22-57-14.174000,[R]: 0 
22-57-14.181000,S 1 	RSSI: 53
22-57-14.185000,[R]: 50 
22-57-14.190000,S 1 	RSSI: 53
22-57-14.194000,[R]: 0 
22-57-14.201000,S 1 	RSSI: 53
22-57-14.205000,[R]: 50 
22-57-14.207000,[R]: 0 
22-57-14.214000,[R]: 0 
22-57-14.221000,S 1 	RSSI: 53
22-57-14.224000,[R]: 50 
22-57-14.234000,[R]: 0 
22-57-14.241000,S 1 	RSSI: 53
22-57-14.244000,[R]: 50 
22-57-14.254000,[R]: 0 
22-57-14.261000,S 1 	RSSI: 53
22-57-14.264000,[R]: 50 
22-57-14.274000,[R]: 0 
22-57-14.281000,S 1 	RSSI: 53
22-57-14.284000,[R]: 50 
22-57-14.285000,[R]: 0 
22-57-14.294000,[R]: 0 
22-57-14.301000,S 1 	RSSI: 53
22-57-14.304000,[R]: 50 
22-57-14.315000,[R]: 0 
22-57-14.321000,S 1 	RSSI: 53
22-57-14.324000,[R]: 50 
22-57-14.334000,[R]: 0 
22-57-14.341000,S 1 	RSSI: 53
22-57-14.344000,[R]: 50 
22-57-14.354000,[R]: 0 
22-57-14.361000,S 1 	RSSI: 53
22-57-14.364000,[R]: 50 
22-57-14.365000,[R]: 0 
22-57-14.374000,[R]: 0 
22-57-14.382000,S 1 	RSSI: 53
22-57-14.384000,[R]: 50 
22-57-14.394000,[R]: 0 
22-57-14.401000,S 1 	RSSI: 53
22-57-14.405000,[R]: 50 
22-57-14.415000,[R]: 0 
22-57-14.422000,S 1 	RSSI: 53
22-57-14.425000,[R]: 50 
22-57-14.435000,[R]: 0 
22-57-14.445000,[R]: 50 
22-57-14.445000,[R]: 0 
22-57-14.455000,[R]: 0 
22-57-14.462000,S 1 	RSSI: 53
22-57-14.465000,[R]: 50 
22-57-14.475000,[R]: 0 
22-57-14.482000,S 1 	RSSI: 53
22-57-14.485000,[R]: 50 
22-57-14.495000,[R]: 0 
22-57-14.502000,S 1 	RSSI: 53
22-57-14.506000,[R]: 50 
22-57-14.515000,[R]: 0 
22-57-14.521000,S 1 	RSSI: 53
22-57-14.524000,[R]: 50 
22-57-14.524000,[R]: 0 
22-57-14.534000,[R]: 0 
22-57-14.541000,S 1 	RSSI: 53
22-57-14.544000,[R]: 50 
22-57-14.554000,[R]: 0 
22-57-14.564000,[R]: 50 
22-57-14.574000,[R]: 0 
22-57-14.581000,S 1 	RSSI: 53
22-57-14.584000,[R]: 50 
22-57-14.585000,[R]: 0 
22-57-14.594000,[R]: 0 
22-57-14.601000,S 1 	RSSI: 53
22-57-14.604000,[R]: 50 
22-57-14.614000,[R]: 0 
22-57-14.621000,S 1 	RSSI: 53
22-57-14.624000,[R]: 50 
22-57-14.634000,[R]: 0 
22-57-14.641000,S 1 	RSSI: 53
22-57-14.644000,[R]: 50 
22-57-14.654000,[R]: 0 
22-57-14.661000,S 1 	RSSI: 53
22-57-14.665000,[R]: 50 
22-57-14.666000,[R]: 0 
22-57-14.674000,[R]: 0 
22-57-14.681000,S 1 	RSSI: 53
22-57-14.684000,[R]: 50 
22-57-14.694000,[R]: 0 
22-57-14.704000,[R]: 50 
22-57-14.714000,[R]: 0 
22-57-14.721000,S 1 	RSSI: 53
22-57-14.724000,[R]: 50 
22-57-14.725000,[R]: 0 
22-57-14.734000,[R]: 0 
22-57-14.742000,S 1 	RSSI: 53
22-57-14.748000,[R]: 50 
22-57-14.754000,[R]: 0 
22-57-14.762000,S 1 	RSSI: 53
22-57-14.764000,[R]: 50 
22-57-14.775000,[R]: 0 
22-57-14.782000,S 1 	RSSI: 53
22-57-14.784000,[R]: 50 
22-57-14.795000,[R]: 0 
22-57-14.802000,S 1 	RSSI: 53
22-57-14.805000,[R]: 50 
22-57-14.807000,[R]: 0 
22-57-14.815000,[R]: 0 
22-57-14.822000,S 1 	RSSI: 53
22-57-14.825000,[R]: 50 
22-57-14.835000,[R]: 0 
22-57-14.842000,S 1 	RSSI: 53
22-57-14.845000,[R]: 50 
22-57-14.855000,[R]: 0 
22-57-14.862000,S 1 	RSSI: 53
22-57-14.865000,[R]: 50 
22-57-14.875000,[R]: 0 
22-57-14.882000,S 1 	RSSI: 53
22-57-14.885000,[R]: 50 
22-57-14.885000,[R]: 0 
22-57-14.894000,[R]: 0 
22-57-14.901000,S 1 	RSSI: 53
22-57-14.908000,[R]: 50 
22-57-14.914000,[R]: 0 
22-57-14.921000,S 1 	RSSI: 53
22-57-14.924000,[R]: 50 
22-57-14.934000,[R]: 0 
22-57-14.941000,S 1 	RSSI: 53
22-57-14.944000,[R]: 50 
22-57-14.954000,[R]: 0 
22-57-14.961000,S 1 	RSSI: 53
22-57-14.964000,[R]: 50 
22-57-14.967000,[R]: 0 
22-57-14.974000,[R]: 0 
22-57-14.981000,S 1 	RSSI: 53
22-57-14.984000,[R]: 50 
22-57-14.994000,[R]: 0 
22-57-15.001000,S 1 	RSSI: 53
22-57-15.004000,[R]: 50 
22-57-15.014000,[R]: 0 
22-57-15.021000,S 1 	RSSI: 53
22-57-15.024000,[R]: 50 
22-57-15.034000,[R]: 0 
22-57-15.041000,S 1 	RSSI: 53
22-57-15.044000,[R]: 50 
22-57-15.045000,[R]: 0 
22-57-15.054000,[R]: 0 
22-57-15.061000,S 1 	RSSI: 53
22-57-15.067000,[R]: 50 
22-57-15.074000,[R]: 0 
22-57-15.081000,S 1 	RSSI: 53
22-57-15.084000,[R]: 50 
22-57-15.095000,[R]: 0 
22-57-15.101000,S 1 	RSSI: 53
22-57-15.104000,[R]: 50 
22-57-15.115000,[R]: 0 
22-57-15.121000,S 1 	RSSI: 53
22-57-15.124000,[R]: 50 
22-57-15.125000,[R]: 0 
22-57-15.134000,[R]: 0 
22-57-15.142000,S 1 	RSSI: 53
22-57-15.144000,[R]: 50 
22-57-15.155000,[R]: 0 
22-57-15.161000,S 1 	RSSI: 53
22-57-15.167000,[R]: 50 
22-57-15.174000,[R]: 0 
22-57-15.182000,S 1 	RSSI: 53
22-57-15.185000,[R]: 50 
22-57-15.195000,[R]: 0 
22-57-15.202000,S 1 	RSSI: 53
22-57-15.207000,[R]: 50 
22-57-15.215000,[R]: 0 
22-57-15.223000,S 1 	RSSI: 53
22-57-15.224000,[R]: 50 
22-57-15.235000,[R]: 0 
22-57-15.242000,S 1 	RSSI: 53
22-57-15.244000,[R]: 50 
22-57-15.249000,S 1 	RSSI: 53
22-57-15.254000,[R]: 0 
22-57-15.262000,S 1 	RSSI: 53
22-57-15.264000,[R]: 50 
22-57-15.274000,[R]: 0 
22-57-15.281000,S 1 	RSSI: 53
22-57-15.284000,[R]: 50 
22-57-15.294000,[R]: 0 
22-57-15.301000,S 1 	RSSI: 53
22-57-15.304000,[R]: 50 
22-57-15.314000,[R]: 0 
22-57-15.321000,S 1 	RSSI: 53
22-57-15.323000,[R]: 50 
22-57-15.334000,[R]: 0 
22-57-15.341000,S 1 	RSSI: 53
22-57-15.350000,[R]: 50 
22-57-15.354000,[R]: 0 
22-57-15.361000,S 1 	RSSI: 53
22-57-15.364000,[R]: 50 
22-57-15.365000,[R]: 0 
22-57-15.374000,[R]: 0 
22-57-15.381000,S 1 	RSSI: 53
22-57-15.384000,[R]: 50 
22-57-15.394000,[R]: 0 
22-57-15.401000,S 1 	RSSI: 53
22-57-15.404000,[R]: 50 
22-57-15.414000,[R]: 0 
22-57-15.421000,S 1 	RSSI: 53
22-57-15.424000,[R]: 50 
22-57-15.434000,[R]: 0 
22-57-15.441000,S 1 	RSSI: 53
22-57-15.444000,[R]: 50 
22-57-15.445000,[R]: 0 
22-57-15.454000,[R]: 0 
22-57-15.461000,S 1 	RSSI: 53
22-57-15.465000,[R]: 50 
22-57-15.474000,[R]: 0 
22-57-15.481000,S 1 	RSSI: 53
22-57-15.484000,[R]: 50 
22-57-15.494000,[R]: 0 
22-57-15.501000,S 1 	RSSI: 53
22-57-15.504000,[R]: 50 
22-57-15.514000,[R]: 0 
22-57-15.521000,S 1 	RSSI: 53
22-57-15.524000,[R]: 50 
22-57-15.525000,[R]: 0 
22-57-15.534000,[R]: 0 
22-57-15.542000,S 1 	RSSI: 53
22-57-15.545000,[R]: 50 
22-57-15.555000,[R]: 0 
22-57-15.562000,S 1 	RSSI: 53
22-57-15.564000,[R]: 50 
22-57-15.575000,[R]: 0 
22-57-15.582000,S 1 	RSSI: 53
22-57-15.585000,[R]: 50 
22-57-15.595000,[R]: 0 
22-57-15.601000,S 1 	RSSI: 53
22-57-15.605000,[R]: 50 
22-57-15.605000,[R]: 0 
22-57-15.618000,[R]: 50 
22-57-15.624000,[R]: 0 
22-57-15.635000,[R]: 0 
22-57-15.640000,S 1 	RSSI: 53
22-57-15.644000,[R]: 50 
22-57-15.644000,[R]: 0 
22-57-15.654000,[R]: 0 
22-57-15.661000,S 1 	RSSI: 53
22-57-15.665000,[R]: 50 
22-57-15.674000,[R]: 0 
22-57-15.681000,S 1 	RSSI: 53
22-57-15.691000,[R]: 50 
22-57-15.694000,[R]: 0 
22-57-15.701000,S 1 	RSSI: 53
22-57-15.703000,[R]: 50 
22-57-15.721000,S 1 	RSSI: 53
22-57-15.724000,[R]: 50 
22-57-15.725000,[R]: 0 
22-57-15.734000,[R]: 0 
22-57-15.741000,S 1 	RSSI: 53
22-57-15.744000,[R]: 50 
22-57-15.754000,[R]: 0 
22-57-15.761000,S 1 	RSSI: 53
22-57-15.764000,[R]: 50 
22-57-15.774000,[R]: 0 
22-57-15.781000,S 1 	RSSI: 53
22-57-15.784000,[R]: 50 
22-57-15.790000,[R]: 0 
22-57-15.802000,S 1 	RSSI: 53
22-57-15.804000,[R]: 50 
22-57-15.805000,[R]: 0 
22-57-15.812000,[R]: 0 
22-57-15.821000,S 1 	RSSI: 53
22-57-15.824000,[R]: 50 
22-57-15.824000,[R]: 0 
22-57-15.834000,[R]: 0 
22-57-15.841000,S 1 	RSSI: 53
22-57-15.844000,[R]: 50 
22-57-15.854000,[R]: 0 
22-57-15.861000,S 1 	RSSI: 53
22-57-15.864000,[R]: 50 
22-57-15.866000,[R]: 0 
22-57-15.874000,[R]: 0 
22-57-15.882000,S 1 	RSSI: 53
22-57-15.886000,[R]: 50 
22-57-15.894000,[R]: 0 
22-57-15.901000,S 1 	RSSI: 53
22-57-15.904000,[R]: 50 
22-57-15.922000,S 1 	RSSI: 53
22-57-15.924000,[R]: 50 
22-57-15.935000,[R]: 0 
22-57-15.942000,S 1 	RSSI: 53
22-57-15.945000,[R]: 50 
22-57-15.945000,[R]: 0 
22-57-15.955000,[R]: 0 
22-57-15.962000,S 1 	RSSI: 53
22-57-15.965000,[R]: 50 
22-57-15.975000,[R]: 0 
22-57-15.982000,S 1 	RSSI: 53
22-57-15.985000,[R]: 50 
22-57-15.995000,[R]: 0 
22-57-16.001000,S 1 	RSSI: 53
22-57-16.005000,[R]: 50 
22-57-16.014000,[R]: 0 
22-57-16.020000,S 1 	RSSI: 53
22-57-16.024000,[R]: 50 
22-57-16.024000,[R]: 0 
22-57-16.034000,[R]: 0 
22-57-16.041000,S 1 	RSSI: 53
22-57-16.044000,[R]: 50 
22-57-16.054000,[R]: 0 
22-57-16.061000,S 1 	RSSI: 53
22-57-16.064000,[R]: 50 
22-57-16.074000,[R]: 0 
22-57-16.081000,S 1 	RSSI: 53
22-57-16.083000,[R]: 50 
22-57-16.094000,[R]: 0 
22-57-16.101000,S 1 	RSSI: 53
22-57-16.104000,[R]: 50 
22-57-16.104000,[R]: 0 
22-57-16.114000,[R]: 0 
22-57-16.121000,S 1 	RSSI: 53
22-57-16.124000,[R]: 50 
22-57-16.134000,[R]: 0 
22-57-16.141000,S 1 	RSSI: 53
22-57-16.144000,[R]: 50 
22-57-16.154000,[R]: 0 
22-57-16.164000,[R]: 50 
22-57-16.165000,[R]: 0 
22-57-16.174000,[R]: 0 
22-57-16.181000,S 1 	RSSI: 53
22-57-16.184000,[R]: 50 
22-57-16.194000,[R]: 0 
22-57-16.201000,S 1 	RSSI: 53
22-57-16.204000,[R]: 50 
22-57-16.214000,[R]: 0 
22-57-16.221000,S 1 	RSSI: 53
22-57-16.224000,[R]: 50 
22-57-16.234000,[R]: 0 
22-57-16.241000,S 1 	RSSI: 53
22-57-16.244000,[R]: 50 
22-57-16.245000,[R]: 0 
22-57-16.254000,[R]: 0 
22-57-16.261000,S 1 	RSSI: 53
22-57-16.265000,[R]: 50 
22-57-16.274000,[R]: 0 
22-57-16.281000,S 1 	RSSI: 53
22-57-16.284000,[R]: 50 
22-57-16.295000,[R]: 0 
22-57-16.302000,S 1 	RSSI: 53
22-57-16.304000,[R]: 50 
22-57-16.315000,[R]: 0 
22-57-16.321000,S 1 	RSSI: 53
22-57-16.325000,[R]: 50 
22-57-16.335000,[R]: 0 
22-57-16.341000,S 1 	RSSI: 53
22-57-16.344000,[R]: 50 
22-57-16.355000,[R]: 0 
22-57-16.362000,S 1 	RSSI: 53
22-57-16.364000,[R]: 50 
22-57-16.375000,[R]: 0 
22-57-16.381000,S 1 	RSSI: 53
22-57-16.384000,[R]: 50 
22-57-16.384000,[R]: 0 
22-57-16.394000,[R]: 0 
22-57-16.401000,S 1 	RSSI: 53
22-57-16.405000,[R]: 50 
22-57-16.414000,[R]: 0 
22-57-16.421000,S 1 	RSSI: 53
22-57-16.423000,[R]: 50 
22-57-16.434000,[R]: 0 
22-57-16.441000,S 1 	RSSI: 53
22-57-16.443000,[R]: 50 
22-57-16.454000,[R]: 0 
22-57-16.461000,S 1 	RSSI: 53
22-57-16.464000,[R]: 50 
22-57-16.474000,[R]: 0 
22-57-16.481000,S 1 	RSSI: 53
22-57-16.484000,[R]: 50 
22-57-16.494000,[R]: 0 
22-57-16.501000,S 1 	RSSI: 53
22-57-16.509000,[R]: 50 
22-57-16.514000,[R]: 0 
22-57-16.521000,S 1 	RSSI: 53
22-57-16.524000,[R]: 50 
22-57-16.524000,[R]: 0 
22-57-16.534000,[R]: 0 
22-57-16.541000,S 1 	RSSI: 53
22-57-16.544000,[R]: 50 
22-57-16.554000,[R]: 0 
22-57-16.561000,S 1 	RSSI: 53
22-57-16.564000,[R]: 50 
22-57-16.574000,[R]: 0 
22-57-16.581000,S 1 	RSSI: 53
22-57-16.584000,[R]: 50 
22-57-16.594000,[R]: 0 
22-57-16.601000,S 1 	RSSI: 53
22-57-16.604000,[R]: 50 
22-57-16.614000,[R]: 0 
22-57-16.621000,S 1 	RSSI: 53
22-57-16.624000,[R]: 50 
22-57-16.635000,[R]: 0 
22-57-16.641000,S 1 	RSSI: 53
22-57-16.647000,[R]: 50 
22-57-16.655000,[R]: 0 
22-57-16.661000,S 1 	RSSI: 53
22-57-16.665000,[R]: 50 
22-57-16.668000,[R]: 0 
22-57-16.675000,[R]: 0 
22-57-16.682000,S 1 	RSSI: 53
22-57-16.685000,[R]: 50 
22-57-16.695000,[R]: 0 
22-57-16.701000,S 1 	RSSI: 53
22-57-16.704000,[R]: 50 
22-57-16.715000,[R]: 0 
22-57-16.722000,S 1 	RSSI: 53
22-57-16.725000,[R]: 50 
22-57-16.735000,[R]: 0 
22-57-16.741000,S 1 	RSSI: 53
22-57-16.744000,[R]: 50 
22-57-16.745000,[R]: 0 
22-57-16.755000,[R]: 0 
22-57-16.761000,S 1 	RSSI: 53
22-57-16.764000,[R]: 50 
22-57-16.774000,[R]: 0 
22-57-16.780000,S 1 	RSSI: 53
22-57-16.783000,[R]: 50 
22-57-16.794000,[R]: 0 
22-57-16.800000,S 1 	RSSI: 53
22-57-16.803000,[R]: 50 
22-57-16.814000,[R]: 0 
22-57-16.820000,S 1 	RSSI: 53
22-57-16.823000,[R]: 50 
22-57-16.824000,[R]: 0 
22-57-16.834000,[R]: 0 
22-57-16.841000,S 1 	RSSI: 54
22-57-16.843000,[R]: 50 
22-57-16.854000,[R]: 0 
22-57-16.861000,S 1 	RSSI: 53
22-57-16.863000,[R]: 50 
22-57-16.874000,[R]: 0 
22-57-16.881000,S 1 	RSSI: 53
22-57-16.884000,[R]: 50 
22-57-16.885000,[R]: 0 
22-57-16.894000,[R]: 0 
22-57-16.901000,S 1 	RSSI: 53
22-57-16.904000,[R]: 50 
22-57-16.904000,[R]: 0 
22-57-16.914000,[R]: 0 
22-57-16.921000,S 1 	RSSI: 53
22-57-16.926000,[R]: 50 
22-57-16.934000,[R]: 0 
22-57-16.941000,S 1 	RSSI: 53
22-57-16.944000,[R]: 50 
22-57-16.957000,[R]: 0 
22-57-16.961000,S 1 	RSSI: 53
22-57-16.963000,[R]: 50 
22-57-16.968000,S 1 	RSSI: 53
22-57-16.981000,S 1 	RSSI: 53
22-57-16.984000,[R]: 50 
22-57-16.995000,[R]: 0 
22-57-17.001000,S 1 	RSSI: 53
22-57-17.004000,[R]: 50 
22-57-17.015000,[R]: 0 
22-57-17.021000,S 1 	RSSI: 53
22-57-17.024000,[R]: 50 
22-57-17.034000,[R]: 0 
22-57-17.041000,S 1 	RSSI: 53
22-57-17.044000,[R]: 50 
22-57-17.054000,[R]: 0 
22-57-17.061000,S 1 	RSSI: 53
22-57-17.065000,[R]: 50 
22-57-17.068000,[R]: 0 
22-57-17.075000,[R]: 0 
22-57-17.081000,S 1 	RSSI: 53
22-57-17.084000,[R]: 50 
22-57-17.095000,[R]: 0 
22-57-17.101000,S 1 	RSSI: 53
22-57-17.104000,[R]: 50 
22-57-17.115000,[R]: 0 
22-57-17.121000,S 1 	RSSI: 53
22-57-17.124000,[R]: 50 
22-57-17.133000,[R]: 0 
22-57-17.140000,S 1 	RSSI: 53
22-57-17.143000,[R]: 50 
22-57-17.144000,[R]: 0 
22-57-17.154000,[R]: 0 
22-57-17.160000,S 1 	RSSI: 53
22-57-17.163000,[R]: 50 
22-57-17.174000,[R]: 0 
22-57-17.181000,S 1 	RSSI: 53
22-57-17.183000,[R]: 50 
22-57-17.194000,[R]: 0 
22-57-17.201000,S 1 	RSSI: 53
22-57-17.203000,[R]: 50 
22-57-17.214000,[R]: 0 
22-57-17.221000,S 1 	RSSI: 53
22-57-17.223000,[R]: 50 
22-57-17.234000,[R]: 0 
22-57-17.241000,S 1 	RSSI: 53
22-57-17.243000,[R]: 50 
22-57-17.247000,S 1 	RSSI: 53
22-57-17.253000,[R]: 0 
22-57-17.260000,S 1 	RSSI: 53
22-57-17.264000,[R]: 50 
22-57-17.264000,[R]: 0 
22-57-17.274000,[R]: 0 
22-57-17.281000,S 1 	RSSI: 53
22-57-17.283000,[R]: 50 
22-57-17.294000,[R]: 0 
22-57-17.301000,S 1 	RSSI: 53
22-57-17.305000,[R]: 50 
22-57-17.314000,[R]: 0 
22-57-17.321000,S 1 	RSSI: 53
22-57-17.323000,[R]: 50 
22-57-17.335000,[R]: 0 
22-57-17.341000,S 1 	RSSI: 53
22-57-17.344000,[R]: 50 
22-57-17.354000,[R]: 0 
22-57-17.361000,S 1 	RSSI: 53
22-57-17.364000,[R]: 50 
22-57-17.374000,[R]: 0 
22-57-17.381000,S 1 	RSSI: 54
22-57-17.384000,[R]: 50 
22-57-17.384000,[R]: 0 
22-57-17.394000,[R]: 0 
22-57-17.401000,S 1 	RSSI: 53
22-57-17.404000,[R]: 50 
22-57-17.415000,[R]: 0 
22-57-17.421000,S 1 	RSSI: 53
22-57-17.424000,[R]: 50 
22-57-17.435000,[R]: 0 
22-57-17.441000,S 1 	RSSI: 53
22-57-17.444000,[R]: 50 
22-57-17.455000,[R]: 0 
22-57-17.462000,S 1 	RSSI: 53
22-57-17.464000,[R]: 50 
22-57-17.465000,[R]: 0 
22-57-17.474000,[R]: 0 
22-57-17.482000,S 1 	RSSI: 53
22-57-17.484000,[R]: 50 
22-57-17.495000,[R]: 0 
22-57-17.501000,S 1 	RSSI: 53
22-57-17.506000,[R]: 50 
22-57-17.514000,[R]: 0 
22-57-17.520000,S 1 	RSSI: 53
22-57-17.523000,[R]: 50 
22-57-17.533000,[R]: 0 
22-57-17.541000,S 1 	RSSI: 53
22-57-17.543000,[R]: 50 
22-57-17.544000,[R]: 0 
22-57-17.553000,[R]: 0 
22-57-17.561000,S 1 	RSSI: 53
22-57-17.564000,[R]: 50 
22-57-17.574000,[R]: 0 
22-57-17.581000,S 1 	RSSI: 53
22-57-17.583000,[R]: 50 
22-57-17.594000,[R]: 0 
22-57-17.601000,S 1 	RSSI: 53
22-57-17.603000,[R]: 50 
22-57-17.614000,[R]: 0 
22-57-17.621000,S 1 	RSSI: 53
22-57-17.623000,[R]: 50 
22-57-17.634000,[R]: 0 
22-57-17.642000,S 1 	RSSI: 53
22-57-17.643000,[R]: 50 
22-57-17.654000,[R]: 0 
22-57-17.661000,S 1 	RSSI: 54
22-57-17.664000,[R]: 50 
22-57-17.674000,[R]: 0 
22-57-17.681000,S 1 	RSSI: 53
22-57-17.684000,[R]: 50 
22-57-17.692000,[R]: 0 
22-57-17.694000,[R]: 0 
22-57-17.701000,S 1 	RSSI: 53
22-57-17.704000,[R]: 50 
22-57-17.714000,[R]: 0 
22-57-17.722000,S 1 	RSSI: 53
22-57-17.724000,[R]: 50 
22-57-17.734000,[R]: 0 
22-57-17.741000,S 1 	RSSI: 53
22-57-17.744000,[R]: 50 
22-57-17.754000,[R]: 0 
22-57-17.761000,S 1 	RSSI: 53
22-57-17.764000,[R]: 50 
22-57-17.774000,[R]: 0 
22-57-17.781000,S 1 	RSSI: 53
22-57-17.784000,[R]: 50 
22-57-17.801000,S 1 	RSSI: 53
22-57-17.804000,[R]: 50 
22-57-17.814000,[R]: 0 
22-57-17.821000,S 1 	RSSI: 53
22-57-17.824000,[R]: 50 
22-57-17.825000,[R]: 0 
22-57-17.834000,[R]: 0 
22-57-17.842000,S 1 	RSSI: 53
22-57-17.844000,[R]: 50 
22-57-17.855000,[R]: 0 
22-57-17.861000,S 1 	RSSI: 53
22-57-17.864000,[R]: 50 
22-57-17.875000,[R]: 0 
22-57-17.880000,S 1 	RSSI: 53
22-57-17.883000,[R]: 50 
22-57-17.894000,[R]: 0 
22-57-17.900000,S 1 	RSSI: 53
22-57-17.903000,[R]: 50 
22-57-17.905000,[R]: 0 
22-57-17.914000,[R]: 0 
22-57-17.920000,S 1 	RSSI: 53
22-57-17.924000,[R]: 50 
22-57-17.934000,[R]: 0 
22-57-17.941000,S 1 	RSSI: 53
22-57-17.943000,[R]: 50 
22-57-17.953000,[R]: 0 
22-57-17.961000,S 1 	RSSI: 53
22-57-17.963000,[R]: 50 
22-57-17.974000,[R]: 0 
22-57-17.983000,[R]: 50 
22-57-17.986000,[R]: 0 
22-57-17.994000,[R]: 0 
22-57-18.001000,S 1 	RSSI: 53
22-57-18.003000,[R]: 50 
22-57-18.013000,[R]: 0 
22-57-18.021000,S 1 	RSSI: 53
22-57-18.023000,[R]: 50 
22-57-18.033000,[R]: 0 
22-57-18.041000,S 1 	RSSI: 53
22-57-18.043000,[R]: 50 
22-57-18.054000,[R]: 0 
22-57-18.061000,S 1 	RSSI: 53
22-57-18.064000,[R]: 50 
22-57-18.074000,[R]: 0 
22-57-18.081000,S 1 	RSSI: 53
22-57-18.083000,[R]: 50 
22-57-18.094000,[R]: 0 
22-57-18.101000,S 1 	RSSI: 53
22-57-18.104000,[R]: 50 
22-57-18.105000,[R]: 0 
22-57-18.115000,[R]: 0 
22-57-18.121000,S 1 	RSSI: 53
22-57-18.124000,[R]: 50 
22-57-18.134000,[R]: 0 
22-57-18.141000,S 1 	RSSI: 53
22-57-18.144000,[R]: 50 
22-57-18.154000,[R]: 0 
22-57-18.161000,S 1 	RSSI: 53
22-57-18.164000,[R]: 50 
22-57-18.174000,[R]: 0 
22-57-18.181000,S 1 	RSSI: 53
22-57-18.184000,[R]: 50 
22-57-18.185000,[R]: 0 
22-57-18.194000,[R]: 0 
22-57-18.202000,S 1 	RSSI: 53
22-57-18.204000,[R]: 50 
22-57-18.221000,S 1 	RSSI: 53
22-57-18.224000,[R]: 50 
22-57-18.234000,[R]: 0 
22-57-18.241000,S 1 	RSSI: 53
22-57-18.245000,[R]: 50 
22-57-18.245000,[R]: 0 
22-57-18.253000,[R]: 0 
