12-40.241,"0 "
12-40.249,"3D "
12-40.252,"30 "
12-40.254,"72 "
12-40.262,"1 "
12-40.265,"50 "
12-40.270,"2 "
12-40.274,"3 "
12-40.277,"4 "
12-40.279,"5 "
12-40.287,"6 "
12-40.288,"7 "
12-40.290,"S 8 44"
12-40.292,"20 "
12-40.293,"32 "
12-40.294,"1 "
12-40.295,"50 "
12-40.302,"2 "
12-40.303,"3 "
12-40.304,"4 "
12-40.305,"S 4 49"
12-40.308,"5 "
12-40.309,"6 "
12-40.338,"7 "
12-40.340,"8 "
12-40.341,"S 8 44"
12-40.343,"20 "
12-40.347,"33 "
12-40.348,"1 "
12-40.353,"50 "
12-40.355,"2 "
12-40.357,"3 "
12-40.359,"4 "
12-40.362,"S 4 49"
12-40.364,"5 "
12-40.365,"6 "
12-40.366,"7 "
12-40.368,"8 "
12-40.388,"S 8 44"
12-40.389,"20 "
12-40.391,"32 "
12-40.392,"1 "
12-40.397,"50 "
12-40.402,"2 "
12-40.404,"3 "
12-40.410,"4 "
12-40.412,"S 4 49"
12-40.427,"5 "
12-40.428,"6 "
12-40.430,"7 "
12-40.431,"8 "
12-40.433,"S 8 44"
12-40.435,"20 "
12-40.436,"33 "
12-40.450,"1 "
12-40.451,"50 "
12-40.452,"2 "
12-40.454,"3 "
12-40.458,"4 "
12-40.460,"S 4 49"
12-40.461,"5 "
12-40.465,"6 "
12-40.466,"7 "
12-40.468,"8 "
12-40.470,"S 8 44"
12-40.471,"20 "
12-40.476,"33 "
12-40.491,"1 "
12-40.492,"50 "
12-40.494,"2 "
12-40.495,"3 "
12-40.496,"4 "
12-40.498,"S 4 49"
12-40.500,"5 "
12-40.502,"6 "
12-40.503,"7 "
12-40.528,"8 "
12-40.530,"S 8 44"
12-40.531,"20 "
12-40.532,"34 "
12-40.534,"1 "
12-40.537,"50 "
12-40.540,"2 "
12-40.541,"3 "
12-40.542,"4 "
12-40.572,"S 4 50"
12-40.573,"5 "
12-40.574,"6 "
12-40.576,"7 "
12-40.577,"8 "
12-40.579,"S 8 44"
12-40.603,"20 "
12-40.605,"34 "
12-40.607,"1 "
12-40.609,"50 "
12-40.612,"2 "
12-40.615,"3 "
12-40.616,"4 "
12-40.618,"S 4 50"
12-40.619,"5 "
12-40.620,"6 "
12-40.621,"7 "
12-40.624,"8 "
12-40.625,"S 8 44"
12-40.627,"20 "
12-40.635,"34 "
12-40.636,"1 "
12-40.637,"50 "
12-40.638,"2 "
12-40.640,"3 "
12-40.641,"4 "
12-40.643,"S 4 50"
12-40.644,"5 "
12-40.647,"6 "
12-40.648,"7 "
12-40.649,"8 "
12-40.654,"S 8 44"
12-40.655,"20 "
12-40.657,"35 "
12-40.667,"1 "
12-40.669,"50 "
12-40.670,"2 "
12-40.671,"3 "
12-40.674,"4 "
12-40.677,"S 4 50"
12-40.694,"5 "
12-40.695,"6 "
12-40.696,"7 "
12-40.697,"8 "
12-40.701,"S 8 44"
12-40.719,"20 "
12-40.720,"35 "
12-40.725,"1 "
12-40.726,"50 "
12-40.728,"2 "
12-40.733,"3 "
12-40.734,"4 "
12-40.735,"S 4 51"
12-40.741,"5 "
12-40.742,"6 "
12-40.761,"7 "
12-40.762,"8 "
12-40.764,"S 8 44"
12-40.765,"20 "
12-40.767,"35 "
12-40.768,"1 "
12-40.769,"50 "
12-40.770,"2 "
12-40.770,"3 "
12-40.802,"4 "
12-40.804,"S 4 51"
12-40.805,"5 "
12-40.807,"6 "
12-40.808,"7 "
12-40.810,"8 "
12-40.812,"S 8 44"
12-40.816,"20 "
12-40.820,"35 "
12-40.821,"1 "
12-40.824,"50 "
12-40.825,"2 "
12-40.826,"3 "
12-40.827,"4 "
12-40.845,"S 4 50"
12-40.847,"5 "
12-40.850,"6 "
12-40.852,"7 "
12-40.853,"8 "
12-40.865,"S 8 44"
12-40.867,"20 "
12-40.868,"35 "
12-40.870,"1 "
12-40.871,"50 "
12-40.883,"2 "
12-40.886,"3 "
12-40.888,"4 "
12-40.890,"S 4 50"
12-40.891,"5 "
12-40.893,"6 "
12-40.902,"7 "
12-40.903,"8 "
12-40.907,"S 8 44"
12-40.912,"20 "
12-40.913,"36 "
12-40.928,"1 "
12-40.930,"50 "
12-40.931,"2 "
12-40.932,"3 "
12-40.933,"4 "
12-40.935,"S 4 49"
12-40.936,"5 "
12-40.953,"6 "
12-40.954,"7 "
12-40.962,"8 "
12-40.972,"S 8 44"
12-40.974,"20 "
12-40.975,"36 "
12-40.977,"1 "
12-40.980,"50 "
12-40.981,"2 "
12-40.997,"3 "
12-40.998,"4 "
12-41.000,"S 4 48"
12-41.001,"5 "
12-41.002,"6 "
12-41.004,"7 "
12-41.006,"8 "
12-41.010,"S 8 44"
12-41.016,"20 "
12-41.020,"37 "
12-41.021,"1 "
12-41.024,"50 "
12-41.024,"2 "
12-41.025,"3 "
12-41.026,"4 "
12-41.027,"S 4 48"
12-41.027,"5 "
12-41.028,"6 "
12-41.029,"7 "
12-41.030,"8 "
12-41.034,"S 8 44"
12-41.035,"20 "
12-41.036,"37 "
12-41.037,"1 "
12-41.042,"50 "
12-41.043,"2 "
12-41.044,"3 "
12-41.053,"4 "
12-41.055,"S 4 48"
12-41.056,"5 "
12-41.058,"6 "
12-41.059,"7 "
12-41.072,"8 "
12-41.076,"S 8 44"
12-41.077,"20 "
12-41.079,"37 "
12-41.080,"1 "
12-41.081,"50 "
12-41.108,"2 "
12-41.109,"3 "
12-41.113,"4 "
12-41.115,"S 4 48"
12-41.116,"5 "
12-41.117,"6 "
12-41.126,"7 "
12-41.127,"8 "
12-41.129,"S 8 44"
12-41.130,"20 "
12-41.132,"38 "
12-41.136,"1 "
12-41.149,"50 "
12-41.150,"2 "
12-41.151,"3 "
12-41.152,"4 "
12-41.154,"S 4 48"
12-41.156,"5 "
12-41.161,"6 "
12-41.162,"7 "
12-41.163,"8 "
12-41.167,"S 8 45"
12-41.168,"20 "
12-41.169,"38 "
12-41.171,"1 "
12-41.175,"50 "
12-41.178,"2 "
12-41.180,"3 "
12-41.181,"4 "
12-41.183,"S 4 48"
12-41.184,"5 "
12-41.185,"6 "
12-41.186,"7 "
12-41.203,"8 "
12-41.208,"S 8 45"
12-41.209,"20 "
12-41.213,"39 "
12-41.214,"1 "
12-41.215,"50 "
12-41.217,"2 "
12-41.218,"3 "
12-41.219,"4 "
12-41.225,"S 4 49"
12-41.226,"5 "
12-41.228,"6 "
12-41.230,"7 "
12-41.231,"8 "
12-41.232,"S 8 46"
12-41.236,"20 "
12-41.240,"38 "
12-41.241,"1 "
12-41.243,"50 "
12-41.246,"2 "
12-41.247,"3 "
12-41.248,"4 "
12-41.249,"S 4 49"
12-41.251,"5 "
12-41.251,"6 "
12-41.252,"7 "
12-41.257,"8 "
12-41.259,"S 8 46"
12-41.263,"20 "
12-41.264,"38 "
12-41.266,"1 "
12-41.270,"50 "
12-41.271,"2 "
12-41.272,"3 "
12-41.274,"4 "
12-41.281,"S 4 50"
12-41.287,"5 "
12-41.293,"6 "
12-41.303,"7 "
12-41.309,"8 "
12-41.312,"S 8 46"
12-41.314,"20 "
12-41.315,"39 "
12-41.319,"1 "
12-41.320,"50 "
12-41.324,"2 "
12-41.325,"3 "
12-41.327,"4 "
12-41.330,"S 4 50"
12-41.331,"5 "
12-41.332,"6 "
12-41.333,"7 "
12-41.335,"8 "
12-41.341,"S 8 45"
12-41.343,"20 "
12-41.344,"39 "
12-41.345,"1 "
12-41.348,"50 "
12-41.358,"2 "
12-41.362,"3 "
12-41.363,"4 "
12-41.365,"S 4 50"
12-41.366,"5 "
12-41.369,"6 "
12-41.370,"7 "
12-41.372,"8 "
12-41.374,"S 8 44"
12-41.376,"20 "
12-41.383,"39 "
12-41.385,"1 "
12-41.386,"50 "
12-41.387,"2 "
12-41.402,"3 "
12-41.403,"4 "
12-41.404,"5 "
12-41.408,"6 "
12-41.409,"7 "
12-41.413,"8 "
12-41.414,"S 8 44"
12-41.416,"20 "
12-41.417,"3A "
12-41.418,"1 "
12-41.419,"50 "
12-41.420,"2 "
12-41.428,"3 "
12-41.429,"4 "
12-41.431,"S 4 50"
12-41.432,"5 "
12-41.433,"6 "
12-41.434,"7 "
12-41.435,"8 "
12-41.438,"S 8 44"
12-41.439,"20 "
12-41.441,"3A "
12-41.442,"1 "
12-41.443,"50 "
12-41.449,"2 "
12-41.450,"3 "
12-41.451,"4 "
12-41.453,"S 4 50"
12-41.454,"5 "
12-41.456,"6 "
12-41.469,"7 "
12-41.470,"8 "
12-41.475,"S 8 44"
12-41.476,"20 "
12-41.480,"3B "
12-41.481,"1 "
12-41.482,"50 "
12-41.483,"2 "
12-41.485,"3 "
12-41.486,"4 "
12-41.490,"S 4 50"
12-41.494,"5 "
12-41.495,"6 "
12-41.496,"7 "
12-41.497,"8 "
12-41.499,"S 8 44"
12-41.500,"20 "
12-41.511,"3B "
12-41.512,"1 "
12-41.513,"50 "
12-41.520,"2 "
12-41.520,"3 "
12-41.521,"4 "
12-41.522,"S 4 50"
12-41.525,"5 "
12-41.526,"6 "
12-41.527,"7 "
12-41.529,"8 "
12-41.530,"S 8 44"
12-41.532,"20 "
12-41.534,"3A "
12-41.536,"1 "
12-41.537,"50 "
12-41.540,"2 "
12-41.542,"3 "
12-41.543,"4 "
12-41.547,"S 4 50"
12-41.548,"5 "
12-41.549,"6 "
12-41.551,"7 "
12-41.552,"8 "
12-41.557,"S 8 44"
12-41.559,"20 "
12-41.560,"3B "
12-41.561,"1 "
12-41.564,"50 "
12-41.567,"2 "
12-41.568,"3 "
12-41.569,"4 "
12-41.570,"S 4 51"
12-41.573,"5 "
12-41.583,"6 "
12-41.584,"7 "
12-41.585,"8 "
12-41.587,"S 8 44"
12-41.589,"20 "
12-41.590,"3B "
12-41.594,"1 "
12-41.598,"50 "
12-41.599,"2 "
12-41.600,"3 "
12-41.601,"4 "
12-41.604,"S 4 51"
12-41.607,"5 "
12-41.608,"6 "
12-41.609,"7 "
12-41.611,"8 "
12-41.620,"S 8 44"
12-41.621,"20 "
12-41.623,"3C "
12-41.624,"1 "
12-41.625,"50 "
12-41.630,"2 "
12-41.631,"3 "
12-41.632,"4 "
12-41.634,"S 4 51"
12-41.634,"5 "
12-41.635,"6 "
12-41.637,"7 "
12-41.639,"8 "
12-41.642,"S 8 44"
12-41.644,"20 "
12-41.647,"3C "
12-41.648,"1 "
12-41.652,"50 "
12-41.653,"2 "
12-41.656,"3 "
12-41.658,"4 "
12-41.663,"S 4 51"
12-41.666,"5 "
12-41.667,"6 "
12-41.669,"7 "
12-41.670,"8 "
12-41.674,"S 8 44"
12-41.677,"20 "
12-41.679,"3C "
12-41.680,"1 "
12-41.694,"50 "
12-41.695,"2 "
12-41.696,"3 "
12-41.697,"4 "
12-41.699,"S 4 51"
12-41.701,"5 "
12-41.702,"6 "
12-41.704,"7 "
12-41.707,"8 "
12-41.711,"S 8 44"
12-41.712,"20 "
12-41.714,"3D "
12-41.715,"1 "
12-41.716,"50 "
12-41.718,"2 "
12-41.719,"3 "
12-41.722,"4 "
12-41.724,"S 4 51"
12-41.729,"5 "
12-41.731,"6 "
12-41.732,"7 "
12-41.733,"8 "
12-41.737,"S 8 44"
12-41.740,"20 "
12-41.742,"3D "
12-41.743,"1 "
12-41.744,"50 "
12-41.745,"2 "
12-41.747,"3 "
12-41.748,"4 "
12-41.751,"S 4 50"
12-41.751,"5 "
12-41.753,"6 "
12-41.754,"7 "
12-41.756,"8 "
12-41.761,"S 8 44"
12-41.763,"20 "
12-41.764,"3D "
12-41.765,"1 "
12-41.766,"50 "
12-41.768,"2 "
12-41.771,"3 "
12-41.773,"4 "
12-41.776,"S 4 50"
12-41.777,"5 "
12-41.778,"6 "
12-41.779,"7 "
12-41.789,"8 "
12-41.791,"S 8 44"
12-41.792,"20 "
12-41.794,"3D "
12-41.795,"1 "
12-41.799,"50 "
12-41.803,"2 "
12-41.804,"3 "
12-41.805,"4 "
12-41.808,"S 4 50"
12-41.820,"5 "
12-41.821,"6 "
12-41.823,"7 "
12-41.824,"8 "
12-41.826,"S 8 44"
12-41.827,"20 "
12-41.831,"3D "
12-41.832,"1 "
12-41.834,"50 "
12-41.835,"2 "
12-41.836,"3 "
12-41.841,"4 "
12-41.843,"S 4 50"
12-41.844,"5 "
12-41.845,"6 "
12-41.846,"7 "
12-41.850,"8 "
12-41.852,"S 8 44"
12-41.853,"20 "
12-41.855,"3E "
12-41.858,"1 "
12-41.860,"50 "
12-41.862,"2 "
12-41.864,"3 "
12-41.866,"4 "
12-41.867,"S 4 50"
12-41.869,"5 "
12-41.870,"6 "
12-41.872,"7 "
12-41.874,"8 "
12-41.875,"S 8 44"
12-41.877,"20 "
