21-21-06.158000,----------------
21-22-29.700000,[R]: 50 
21-22-29.713000,S 1 	RSSI: 48
21-22-29.720000,[R]: 50 
21-22-29.741000,[R]: 50 
21-22-29.745000,[R]: 0 
21-22-29.750000,S 1 	RSSI: 48
21-22-29.753000,[R]: 50 
21-22-29.770000,[R]: 0 
21-22-29.778000,[R]: 50 
21-22-29.795000,S 1 	RSSI: 48
21-22-29.796000,[R]: 0 
21-22-29.799000,S 1 	RSSI: 48
21-22-29.803000,[R]: 50 
21-22-29.805000,S 5 	RSSI: 44
21-22-29.825000,[R]: 50 
21-22-29.826000,S 5 	RSSI: 44
21-22-29.846000,[R]: 50 
21-22-29.846000,S 5 	RSSI: 44
21-22-29.847000,[R]: 0 
21-22-29.853000,[R]: 50 
21-22-29.866000,S 5 	RSSI: 44
21-22-29.873000,[R]: 50 
21-22-29.884000,S 4 	RSSI: 44
21-22-29.892000,S 3 	RSSI: 44
21-22-29.895000,[R]: 50 
21-22-29.904000,S 4 	RSSI: 44
21-22-29.908000,S 3 	RSSI: 44
21-22-29.916000,[R]: 50 
21-22-29.919000,[R]: 0 
21-22-29.926000,[R]: 50 
21-22-29.933000,S 3 	RSSI: 44
21-22-29.936000,S 4 	RSSI: 44
21-22-29.948000,[R]: 50 
21-22-29.953000,S 3 	RSSI: 44
21-22-29.966000,S 1 	RSSI: 48
21-22-29.969000,[R]: 50 
21-22-29.971000,[R]: 0 
21-22-29.974000,S 1 	RSSI: 48
21-22-29.977000,[R]: 50 
21-22-29.995000,S 1 	RSSI: 48
21-22-29.999000,[R]: 50 
21-22-30.000000,S 1 	RSSI: 48
21-22-30.019000,[R]: 50 
21-22-30.020000,S 1 	RSSI: 48
21-22-30.023000,S 1 	RSSI: 48
21-22-30.039000,[R]: 50 
21-22-30.044000,S 1 	RSSI: 48
21-22-30.059000,[R]: 50 
21-22-30.065000,S 1 	RSSI: 48
21-22-30.080000,[R]: 50 
21-22-30.100000,[R]: 50 
21-22-30.117000,S 1 	RSSI: 48
21-22-30.121000,[R]: 50 
21-22-30.138000,S 1 	RSSI: 48
21-22-30.141000,[R]: 50 
21-22-30.159000,S 1 	RSSI: 48
21-22-30.162000,[R]: 50 
21-22-30.170000,[R]: 0 
21-22-30.175000,S 1 	RSSI: 47
21-22-30.178000,[R]: 50 
21-22-30.196000,S 1 	RSSI: 47
21-22-30.199000,[R]: 50 
21-22-30.216000,S 1 	RSSI: 47
21-22-30.220000,[R]: 50 
21-22-30.222000,[R]: 0 
21-22-30.225000,S 1 	RSSI: 47
21-22-30.228000,[R]: 50 
21-22-30.245000,[R]: 0 
21-22-30.252000,[R]: 50 
21-22-30.273000,[R]: 50 
21-22-30.292000,[R]: 50 
21-22-30.313000,[R]: 50 
21-22-30.318000,S 1 	RSSI: 47
21-22-30.334000,[R]: 50 
21-22-30.339000,S 1 	RSSI: 47
21-22-30.354000,[R]: 50 
21-22-30.360000,S 5 	RSSI: 44
21-22-30.376000,[R]: 50 
21-22-30.381000,S 5 	RSSI: 44
21-22-30.396000,[R]: 50 
21-22-30.401000,S 5 	RSSI: 44
21-22-30.416000,[R]: 50 
21-22-30.422000,S 5 	RSSI: 44
21-22-30.437000,[R]: 50 
21-22-30.442000,S 5 	RSSI: 44
21-22-30.457000,[R]: 50 
21-22-30.463000,S 5 	RSSI: 44
21-22-30.478000,[R]: 50 
21-22-30.483000,S 5 	RSSI: 44
21-22-30.492000,S 1 	RSSI: 47
21-22-30.495000,[R]: 0 
21-22-30.500000,S 1 	RSSI: 47
21-22-30.503000,[R]: 50 
21-22-30.517000,S 5 	RSSI: 44
21-22-30.521000,S 1 	RSSI: 48
21-22-30.523000,[R]: 50 
21-22-30.537000,S 5 	RSSI: 44
21-22-30.544000,[R]: 50 
21-22-30.545000,[R]: 0 
21-22-30.552000,[R]: 50 
21-22-30.565000,S 5 	RSSI: 44
21-22-30.573000,[R]: 50 
21-22-30.590000,S 5 	RSSI: 44
21-22-30.593000,[R]: 50 
21-22-30.610000,S 5 	RSSI: 44
21-22-30.614000,[R]: 50 
21-22-30.631000,S 5 	RSSI: 44
21-22-30.634000,[R]: 50 
21-22-30.652000,S 5 	RSSI: 44
21-22-30.655000,[R]: 50 
21-22-30.671000,S 5 	RSSI: 44
21-22-30.675000,[R]: 50 
21-22-30.695000,[R]: 50 
21-22-30.713000,S 1 	RSSI: 48
21-22-30.716000,[R]: 50 
21-22-30.720000,[R]: 0 
21-22-30.728000,[R]: 50 
21-22-30.733000,S 1 	RSSI: 48
21-22-30.744000,[R]: 0 
21-22-30.753000,[R]: 50 
21-22-30.770000,[R]: 0 
21-22-30.777000,[R]: 50 
21-22-30.795000,[R]: 0 
21-22-30.802000,[R]: 50 
21-22-30.822000,[R]: 50 
21-22-30.843000,[R]: 50 
21-22-30.860000,S 1 	RSSI: 48
21-22-30.863000,[R]: 50 
21-22-30.881000,S 1 	RSSI: 47
21-22-30.884000,[R]: 50 
21-22-30.901000,S 1 	RSSI: 48
21-22-30.905000,[R]: 50 
21-22-30.922000,S 1 	RSSI: 48
21-22-30.925000,[R]: 50 
21-22-30.945000,[R]: 50 
21-22-30.966000,[R]: 50 
21-22-30.970000,[R]: 0 
21-22-30.978000,[R]: 50 
21-22-30.995000,[R]: 0 
21-22-31.003000,[R]: 50 
21-22-31.020000,S 1 	RSSI: 48
21-22-31.021000,[R]: 0 
21-22-31.024000,S 1 	RSSI: 48
21-22-31.028000,[R]: 50 
21-22-31.040000,[R]: 0 
21-22-31.045000,S 1 	RSSI: 47
21-22-31.045000,[R]: 0 
21-22-31.052000,[R]: 50 
21-22-31.069000,S 1 	RSSI: 47
21-22-31.072000,[R]: 50 
21-22-31.090000,S 1 	RSSI: 47
21-22-31.093000,[R]: 50 
21-22-31.110000,S 1 	RSSI: 47
21-22-31.113000,[R]: 50 
21-22-31.131000,S 1 	RSSI: 47
21-22-31.134000,[R]: 50 
21-22-31.154000,[R]: 50 
21-22-31.175000,[R]: 50 
21-22-31.195000,[R]: 50 
21-22-31.216000,[R]: 50 
21-22-31.220000,[R]: 0 
21-22-31.228000,[R]: 50 
21-22-31.245000,[R]: 0 
21-22-31.253000,[R]: 50 
21-22-31.262000,S 1 	RSSI: 47
21-22-31.270000,[R]: 0 
21-22-31.274000,S 1 	RSSI: 47
21-22-31.277000,[R]: 50 
21-22-31.295000,S 1 	RSSI: 47
21-22-31.296000,[R]: 0 
21-22-31.300000,S 3 	RSSI: 44
21-22-31.303000,[R]: 50 
21-22-31.321000,S 3 	RSSI: 44
21-22-31.323000,[R]: 50 
21-22-31.341000,S 3 	RSSI: 44
21-22-31.344000,[R]: 50 
21-22-31.345000,[R]: 0 
21-22-31.353000,[R]: 50 
21-22-31.358000,S 3 	RSSI: 44
21-22-31.373000,[R]: 50 
21-22-31.382000,S 3 	RSSI: 44
21-22-31.394000,[R]: 50 
21-22-31.407000,S 3 	RSSI: 44
21-22-31.414000,[R]: 50 
21-22-31.426000,S 3 	RSSI: 44
21-22-31.434000,[R]: 50 
21-22-31.447000,S 3 	RSSI: 44
21-22-31.454000,[R]: 50 
21-22-31.468000,S 3 	RSSI: 44
21-22-31.475000,[R]: 50 
21-22-31.488000,S 3 	RSSI: 44
21-22-31.495000,[R]: 50 
21-22-31.505000,S 5 	RSSI: 44
21-22-31.518000,[R]: 50 
21-22-31.526000,S 5 	RSSI: 44
21-22-31.537000,[R]: 50 
21-22-31.546000,S 5 	RSSI: 44
21-22-31.558000,[R]: 50 
21-22-31.567000,S 5 	RSSI: 44
21-22-31.569000,[R]: 0 
21-22-31.578000,[R]: 50 
21-22-31.588000,S 5 	RSSI: 44
21-22-31.595000,[R]: 0 
21-22-31.600000,S 1 	RSSI: 48
21-22-31.603000,[R]: 50 
21-22-31.616000,S 5 	RSSI: 44
21-22-31.620000,S 1 	RSSI: 48
21-22-31.623000,[R]: 50 
21-22-31.636000,S 5 	RSSI: 44
21-22-31.641000,S 1 	RSSI: 48
21-22-31.644000,[R]: 50 
21-22-31.645000,[R]: 0 
21-22-31.649000,S 1 	RSSI: 48
21-22-31.652000,[R]: 50 
21-22-31.665000,S 5 	RSSI: 44
21-22-31.670000,S 1 	RSSI: 48
21-22-31.674000,[R]: 50 
21-22-31.675000,S 1 	RSSI: 48
21-22-31.690000,S 5 	RSSI: 44
21-22-31.694000,[R]: 50 
21-22-31.695000,S 1 	RSSI: 48
21-22-31.699000,S 1 	RSSI: 48
21-22-31.710000,S 5 	RSSI: 44
21-22-31.714000,[R]: 50 
21-22-31.720000,S 1 	RSSI: 47
21-22-31.734000,[R]: 50 
21-22-31.740000,S 1 	RSSI: 47
21-22-31.756000,[R]: 50 
21-22-31.761000,S 1 	RSSI: 47
21-22-31.776000,[R]: 50 
21-22-31.781000,S 1 	RSSI: 47
21-22-31.796000,[R]: 50 
21-22-31.801000,S 1 	RSSI: 47
21-22-31.816000,[R]: 50 
21-22-31.822000,S 1 	RSSI: 47
21-22-31.837000,[R]: 50 
21-22-31.842000,S 1 	RSSI: 47
21-22-31.858000,[R]: 50 
21-22-31.863000,S 1 	RSSI: 47
21-22-31.869000,[R]: 0 
21-22-31.878000,[R]: 50 
21-22-31.883000,S 1 	RSSI: 47
21-22-31.894000,[R]: 0 
21-22-31.904000,[R]: 50 
21-22-31.904000,S 1 	RSSI: 47
21-22-31.920000,[R]: 0 
21-22-31.925000,S 1 	RSSI: 47
21-22-31.927000,[R]: 50 
21-22-31.945000,[R]: 0 
21-22-31.952000,[R]: 50 
21-22-31.970000,[R]: 0 
21-22-31.977000,[R]: 50 
21-22-31.990000,S 1 	RSSI: 47
21-22-31.997000,[R]: 50 
21-22-32.018000,[R]: 50 
21-22-32.031000,S 1 	RSSI: 47
21-22-32.038000,[R]: 50 
21-22-32.052000,S 1 	RSSI: 47
21-22-32.059000,[R]: 50 
21-22-32.073000,S 1 	RSSI: 47
21-22-32.079000,[R]: 50 
21-22-32.093000,S 1 	RSSI: 47
21-22-32.100000,[R]: 50 
21-22-32.120000,[R]: 50 
21-22-32.141000,[R]: 50 
21-22-32.145000,[R]: 0 
21-22-32.153000,[R]: 50 
21-22-32.173000,[R]: 50 
21-22-32.194000,[R]: 50 
21-22-32.195000,[R]: 0 
21-22-32.202000,[R]: 50 
21-22-32.219000,S 1 	RSSI: 47
21-22-32.222000,[R]: 50 
21-22-32.240000,S 1 	RSSI: 47
21-22-32.243000,[R]: 50 
21-22-32.260000,S 1 	RSSI: 47
21-22-32.263000,[R]: 50 
21-22-32.281000,S 1 	RSSI: 47
21-22-32.285000,[R]: 50 
21-22-32.302000,S 1 	RSSI: 47
21-22-32.305000,[R]: 50 
21-22-32.325000,[R]: 50 
21-22-32.345000,[R]: 50 
21-22-32.366000,[R]: 50 
21-22-32.369000,[R]: 0 
21-22-32.378000,[R]: 50 
21-22-32.394000,[R]: 0 
21-22-32.403000,[R]: 50 
21-22-32.420000,[R]: 0 
21-22-32.427000,[R]: 50 
21-22-32.445000,[R]: 0 
21-22-32.452000,[R]: 50 
21-22-32.473000,[R]: 50 
21-22-32.493000,[R]: 50 
21-22-32.514000,[R]: 50 
21-22-32.534000,[R]: 50 
21-22-32.554000,[R]: 50 
21-22-32.574000,[R]: 50 
21-22-32.595000,[R]: 50 
21-22-32.616000,[R]: 50 
21-22-32.619000,[R]: 0 
21-22-32.628000,[R]: 50 
21-22-32.644000,[R]: 0 
21-22-32.652000,[R]: 50 
21-22-32.670000,[R]: 0 
21-22-32.674000,S 1 	RSSI: 46
21-22-32.677000,[R]: 50 
21-22-32.694000,S 1 	RSSI: 46
21-22-32.697000,[R]: 50 
21-22-32.718000,[R]: 50 
21-22-32.738000,[R]: 50 
21-22-32.759000,[R]: 50 
21-22-32.779000,[R]: 50 
21-22-32.800000,[R]: 50 
21-22-32.820000,[R]: 50 
21-22-32.841000,[R]: 50 
21-22-32.845000,[R]: 0 
21-22-32.850000,S 1 	RSSI: 47
21-22-32.854000,[R]: 50 
21-22-32.871000,S 1 	RSSI: 47
21-22-32.874000,[R]: 0 
21-22-32.875000,S 1 	RSSI: 47
21-22-32.878000,[R]: 50 
21-22-32.891000,[R]: 0 
21-22-32.898000,[R]: 50 
21-22-32.920000,[R]: 0 
21-22-32.927000,[R]: 50 
21-22-32.933000,S 5 	RSSI: 44
21-22-32.937000,S 1 	RSSI: 46
21-22-32.944000,[R]: 0 
21-22-32.949000,S 1 	RSSI: 46
21-22-32.952000,[R]: 50 
21-22-32.966000,S 5 	RSSI: 44
21-22-32.970000,S 1 	RSSI: 46
21-22-32.973000,[R]: 50 
21-22-32.982000,S 3 	RSSI: 44
21-22-32.986000,S 5 	RSSI: 44
21-22-32.991000,S 1 	RSSI: 46
21-22-32.993000,[R]: 50 
21-22-32.995000,[R]: 0 
21-22-32.999000,S 1 	RSSI: 46
21-22-33.002000,[R]: 50 
21-22-33.007000,S 3 	RSSI: 44
21-22-33.019000,S 1 	RSSI: 46
21-22-33.024000,[R]: 50 
21-22-33.025000,S 1 	RSSI: 46
21-22-33.032000,S 3 	RSSI: 44
21-22-33.044000,[R]: 50 
21-22-33.044000,S 1 	RSSI: 46
21-22-33.048000,S 1 	RSSI: 46
21-22-33.057000,S 3 	RSSI: 44
21-22-33.064000,[R]: 50 
21-22-33.069000,S 1 	RSSI: 46
21-22-33.073000,S 1 	RSSI: 46
21-22-33.077000,S 3 	RSSI: 44
21-22-33.084000,[R]: 50 
21-22-33.094000,S 1 	RSSI: 46
21-22-33.097000,S 3 	RSSI: 44
21-22-33.105000,[R]: 50 
21-22-33.115000,S 1 	RSSI: 47
21-22-33.118000,S 3 	RSSI: 44
21-22-33.125000,[R]: 50 
21-22-33.135000,S 1 	RSSI: 47
21-22-33.146000,[R]: 50 
21-22-33.156000,S 1 	RSSI: 47
21-22-33.166000,[R]: 50 
21-22-33.176000,S 1 	RSSI: 48
21-22-33.187000,[R]: 50 
21-22-33.197000,S 1 	RSSI: 48
21-22-33.208000,[R]: 50 
21-22-33.218000,S 1 	RSSI: 48
21-22-33.228000,[R]: 50 
21-22-33.238000,S 1 	RSSI: 48
21-22-33.245000,[R]: 0 
21-22-33.253000,[R]: 50 
21-22-33.259000,S 1 	RSSI: 48
21-22-33.270000,[R]: 0 
21-22-33.279000,[R]: 50 
21-22-33.280000,S 1 	RSSI: 48
21-22-33.294000,[R]: 0 
21-22-33.302000,[R]: 50 
21-22-33.320000,[R]: 0 
21-22-33.327000,[R]: 50 
21-22-33.344000,S 1 	RSSI: 48
21-22-33.347000,[R]: 50 
21-22-33.365000,S 1 	RSSI: 48
21-22-33.368000,[R]: 50 
21-22-33.385000,S 1 	RSSI: 48
21-22-33.388000,[R]: 50 
21-22-33.406000,S 1 	RSSI: 49
21-22-33.409000,[R]: 50 
21-22-33.426000,S 1 	RSSI: 49
21-22-33.429000,[R]: 50 
21-22-33.450000,[R]: 50 
21-22-33.471000,[R]: 50 
21-22-33.491000,[R]: 50 
21-22-33.495000,S 1 	RSSI: 49
21-22-33.511000,[R]: 50 
21-22-33.522000,S 1 	RSSI: 50
21-22-33.531000,[R]: 0 
21-22-33.544000,[R]: 50 
21-22-33.545000,S 1 	RSSI: 50
21-22-33.547000,[R]: 0 
21-22-33.552000,S 1 	RSSI: 50
21-22-33.553000,[R]: 50 
21-22-33.571000,[R]: 0 
21-22-33.577000,[R]: 50 
21-22-33.595000,S 1 	RSSI: 50
21-22-33.597000,[R]: 50 
21-22-33.615000,S 1 	RSSI: 50
21-22-33.619000,[R]: 50 
21-22-33.639000,[R]: 50 
21-22-33.647000,S 1 	RSSI: 50
21-22-33.658000,[R]: 50 
21-22-33.660000,S 5 	RSSI: 44
21-22-33.669000,S 1 	RSSI: 50
21-22-33.673000,S 1 	RSSI: 50
21-22-33.680000,[R]: 50 
21-22-33.689000,S 5 	RSSI: 44
21-22-33.700000,[R]: 50 
21-22-33.710000,S 5 	RSSI: 44
21-22-33.721000,[R]: 50 
21-22-33.730000,S 5 	RSSI: 44
21-22-33.742000,[R]: 50 
21-22-33.751000,S 5 	RSSI: 44
21-22-33.762000,[R]: 50 
21-22-33.771000,S 5 	RSSI: 44
21-22-33.782000,[R]: 50 
21-22-33.792000,S 5 	RSSI: 44
21-22-33.794000,[R]: 0 
21-22-33.803000,[R]: 50 
21-22-33.812000,S 5 	RSSI: 44
21-22-33.819000,[R]: 0 
21-22-33.827000,[R]: 50 
21-22-33.836000,S 1 	RSSI: 50
21-22-33.841000,S 5 	RSSI: 44
21-22-33.845000,[R]: 0 
21-22-33.849000,S 1 	RSSI: 50
21-22-33.852000,[R]: 50 
21-22-33.865000,S 5 	RSSI: 44
21-22-33.870000,[R]: 0 
21-22-33.877000,[R]: 50 
21-22-33.890000,S 5 	RSSI: 44
21-22-33.897000,[R]: 50 
21-22-33.915000,S 5 	RSSI: 44
21-22-33.918000,[R]: 50 
21-22-33.935000,S 5 	RSSI: 44
21-22-33.938000,[R]: 50 
21-22-33.956000,S 5 	RSSI: 44
21-22-33.959000,[R]: 50 
21-22-33.976000,S 5 	RSSI: 44
21-22-33.980000,[R]: 50 
21-22-33.996000,S 5 	RSSI: 44
21-22-34.000000,[R]: 50 
21-22-34.020000,[R]: 50 
21-22-34.040000,[R]: 50 
21-22-34.045000,S 1 	RSSI: 50
21-22-34.061000,[R]: 50 
21-22-34.066000,S 1 	RSSI: 50
21-22-34.069000,[R]: 0 
21-22-34.074000,S 1 	RSSI: 50
21-22-34.077000,[R]: 50 
21-22-34.098000,[R]: 50 
21-22-34.118000,[R]: 50 
21-22-34.122000,[R]: 0 
21-22-34.127000,[R]: 50 
21-22-34.147000,[R]: 50 
21-22-34.167000,[R]: 50 
21-22-34.189000,[R]: 50 
21-22-34.208000,[R]: 50 
21-22-34.229000,[R]: 50 
21-22-34.250000,[R]: 50 
21-22-34.267000,S 1 	RSSI: 50
21-22-34.270000,[R]: 50 
21-22-34.287000,S 1 	RSSI: 50
21-22-34.291000,[R]: 50 
21-22-34.294000,[R]: 0 
21-22-34.304000,[R]: 50 
21-22-34.319000,[R]: 0 
21-22-34.327000,[R]: 50 
21-22-34.345000,[R]: 0 
21-22-34.352000,[R]: 50 
21-22-34.373000,[R]: 50 
21-22-34.393000,[R]: 50 
21-22-34.412000,[R]: 50 
21-22-34.422000,S 1 	RSSI: 50
21-22-34.433000,[R]: 50 
21-22-34.443000,S 1 	RSSI: 50
21-22-34.454000,[R]: 50 
21-22-34.474000,[R]: 50 
21-22-34.495000,[R]: 50 
21-22-34.515000,[R]: 50 
21-22-34.519000,[R]: 0 
21-22-34.528000,[R]: 50 
21-22-34.544000,[R]: 0 
21-22-34.552000,[R]: 50 
21-22-34.571000,S 1 	RSSI: 50
21-22-34.572000,[R]: 0 
21-22-34.574000,S 1 	RSSI: 50
21-22-34.578000,[R]: 50 
21-22-34.595000,S 1 	RSSI: 50
21-22-34.596000,[R]: 0 
21-22-34.600000,S 3 	RSSI: 44
21-22-34.602000,[R]: 50 
21-22-34.620000,S 3 	RSSI: 44
21-22-34.623000,[R]: 50 
21-22-34.641000,S 3 	RSSI: 44
21-22-34.643000,[R]: 50 
21-22-34.645000,[R]: 0 
21-22-34.649000,S 1 	RSSI: 50
21-22-34.652000,[R]: 50 
21-22-34.657000,S 3 	RSSI: 44
21-22-34.670000,[R]: 0 
21-22-34.677000,[R]: 50 
21-22-34.682000,S 3 	RSSI: 44
21-22-34.697000,[R]: 50 
21-22-34.702000,S 3 	RSSI: 44
21-22-34.718000,[R]: 50 
21-22-34.739000,[R]: 50 
21-22-34.759000,[R]: 50 
21-22-34.778000,[R]: 50 
21-22-34.799000,[R]: 50 
21-22-34.820000,[R]: 50 
21-22-34.840000,[R]: 50 
21-22-34.844000,[R]: 0 
21-22-34.850000,S 1 	RSSI: 50
21-22-34.853000,[R]: 50 
21-22-34.858000,S 3 	RSSI: 44
21-22-34.869000,[R]: 0 
21-22-34.877000,[R]: 50 
21-22-34.882000,S 3 	RSSI: 44
21-22-34.895000,[R]: 0 
21-22-34.902000,[R]: 50 
21-22-34.907000,S 3 	RSSI: 44
21-22-34.920000,[R]: 0 
21-22-34.928000,[R]: 50 
21-22-34.942000,S 5 	RSSI: 44
21-22-34.946000,[R]: 0 
21-22-34.952000,[R]: 50 
21-22-34.955000,S 1 	RSSI: 50
21-22-34.969000,[R]: 0 
21-22-34.975000,S 1 	RSSI: 50
21-22-34.978000,[R]: 50 
21-22-34.995000,S 1 	RSSI: 50
21-22-34.996000,[R]: 0 
21-22-34.999000,S 1 	RSSI: 50
21-22-35.002000,[R]: 50 
21-22-35.021000,[R]: 0 
21-22-35.025000,S 1 	RSSI: 50
21-22-35.027000,[R]: 50 
21-22-35.044000,S 1 	RSSI: 50
21-22-35.049000,[R]: 50 
21-22-35.049000,S 1 	RSSI: 50
21-22-35.069000,[R]: 50 
21-22-35.070000,S 1 	RSSI: 50
21-22-35.073000,S 1 	RSSI: 50
21-22-35.088000,[R]: 50 
21-22-35.109000,[R]: 50 
21-22-35.119000,S 1 	RSSI: 50
21-22-35.129000,[R]: 50 
21-22-35.138000,S 1 	RSSI: 50
21-22-35.150000,[R]: 50 
21-22-35.159000,S 1 	RSSI: 50
21-22-35.170000,[R]: 50 
21-22-35.180000,S 1 	RSSI: 50
21-22-35.191000,[R]: 50 
21-22-35.195000,[R]: 0 
21-22-35.200000,S 1 	RSSI: 50
21-22-35.203000,[R]: 50 
21-22-35.220000,S 1 	RSSI: 49
21-22-35.224000,[R]: 50 
21-22-35.244000,[R]: 50 
21-22-35.245000,[R]: 0 
21-22-35.252000,[R]: 50 
21-22-35.269000,[R]: 0 
21-22-35.276000,[R]: 50 
21-22-35.286000,S 1 	RSSI: 50
21-22-35.297000,[R]: 50 
21-22-35.318000,[R]: 50 
21-22-35.338000,[R]: 50 
21-22-35.359000,[R]: 50 
21-22-35.380000,[R]: 50 
21-22-35.381000,S 1 	RSSI: 50
21-22-35.399000,[R]: 50 
21-22-35.420000,[R]: 50 
21-22-35.442000,[R]: 50 
21-22-35.445000,[R]: 0 
21-22-35.450000,S 1 	RSSI: 50
21-22-35.453000,[R]: 50 
21-22-35.470000,S 1 	RSSI: 50
21-22-35.473000,[R]: 50 
21-22-35.491000,S 1 	RSSI: 50
21-22-35.494000,[R]: 50 
21-22-35.495000,[R]: 0 
21-22-35.499000,S 1 	RSSI: 50
21-22-35.503000,[R]: 50 
21-22-35.520000,[R]: 0 
21-22-35.527000,[R]: 50 
21-22-35.547000,[R]: 50 
21-22-35.567000,[R]: 50 
21-22-35.585000,S 1 	RSSI: 50
21-22-35.588000,[R]: 50 
21-22-35.605000,S 1 	RSSI: 50
21-22-35.609000,[R]: 50 
21-22-35.626000,S 1 	RSSI: 50
21-22-35.629000,[R]: 50 
21-22-35.649000,[R]: 50 
21-22-35.670000,[R]: 50 
21-22-35.690000,[R]: 50 
21-22-35.694000,[R]: 0 
21-22-35.699000,S 1 	RSSI: 50
21-22-35.702000,[R]: 50 
21-22-35.720000,S 1 	RSSI: 50
21-22-35.721000,[R]: 0 
21-22-35.724000,S 1 	RSSI: 50
21-22-35.727000,[R]: 50 
21-22-35.745000,[R]: 0 
21-22-35.752000,[R]: 50 
21-22-35.770000,[R]: 0 
21-22-35.775000,S 3 	RSSI: 44
21-22-35.777000,[R]: 50 
21-22-35.795000,S 3 	RSSI: 44
21-22-35.798000,[R]: 50 
21-22-35.800000,S 1 	RSSI: 50
21-22-35.809000,S 5 	RSSI: 44
21-22-35.817000,S 3 	RSSI: 44
21-22-35.821000,[R]: 50 
21-22-35.822000,S 1 	RSSI: 50
21-22-35.828000,S 5 	RSSI: 44
21-22-35.837000,S 3 	RSSI: 44
21-22-35.842000,[R]: 50 
21-22-35.842000,S 1 	RSSI: 50
21-22-35.845000,[R]: 0 
21-22-35.850000,S 1 	RSSI: 50
21-22-35.853000,[R]: 50 
21-22-35.857000,S 3 	RSSI: 44
21-22-35.866000,S 5 	RSSI: 44
21-22-35.871000,S 1 	RSSI: 51
21-22-35.872000,[R]: 0 
21-22-35.875000,S 1 	RSSI: 50
21-22-35.878000,[R]: 50 
21-22-35.891000,S 5 	RSSI: 44
21-22-35.894000,S 1 	RSSI: 50
21-22-35.897000,[R]: 50 
21-22-35.919000,[R]: 50 
21-22-35.920000,S 1 	RSSI: 50
21-22-35.923000,S 1 	RSSI: 50
21-22-35.938000,[R]: 50 
21-22-35.943000,S 1 	RSSI: 50
21-22-35.958000,[R]: 50 
21-22-35.964000,S 1 	RSSI: 50
21-22-35.979000,[R]: 50 
21-22-35.999000,[R]: 50 
21-22-36.005000,S 1 	RSSI: 50
21-22-36.021000,[R]: 50 
21-22-36.026000,S 1 	RSSI: 50
21-22-36.041000,[R]: 50 
21-22-36.061000,[R]: 50 
21-22-36.067000,S 1 	RSSI: 50
21-22-36.082000,[R]: 50 
21-22-36.087000,S 1 	RSSI: 50
21-22-36.095000,[R]: 0 
21-22-36.103000,[R]: 50 
21-22-36.108000,S 1 	RSSI: 50
21-22-36.119000,[R]: 0 
21-22-36.129000,[R]: 50 
21-22-36.132000,S 1 	RSSI: 50
21-22-36.144000,[R]: 0 
21-22-36.150000,S 1 	RSSI: 50
21-22-36.152000,[R]: 50 
21-22-36.170000,S 1 	RSSI: 50
21-22-36.173000,[R]: 50 
21-22-36.193000,[R]: 50 
21-22-36.195000,[R]: 0 
21-22-36.199000,S 1 	RSSI: 51
21-22-36.202000,[R]: 50 
21-22-36.220000,S 1 	RSSI: 50
21-22-36.223000,[R]: 50 
21-22-36.225000,S 1 	RSSI: 50
21-22-36.243000,[R]: 50 
21-22-36.264000,[R]: 50 
21-22-36.283000,[R]: 50 
21-22-36.304000,[R]: 50 
21-22-36.324000,[R]: 50 
21-22-36.345000,[R]: 50 
21-22-36.366000,[R]: 50 
21-22-36.369000,[R]: 0 
21-22-36.374000,S 1 	RSSI: 51
21-22-36.377000,[R]: 50 
21-22-36.395000,S 1 	RSSI: 50
21-22-36.398000,[R]: 50 
21-22-36.415000,S 1 	RSSI: 50
21-22-36.419000,[R]: 50 
21-22-36.420000,[R]: 0 
21-22-36.424000,S 1 	RSSI: 50
21-22-36.427000,[R]: 50 
21-22-36.445000,[R]: 0 
21-22-36.452000,[R]: 50 
21-22-36.459000,[R]: 0 
21-22-36.468000,[R]: 50 
21-22-36.620000,[R]: 0 
21-22-36.628000,[R]: 50 
21-22-36.641000,S 1 	RSSI: 51
21-22-36.645000,[R]: 0 
21-22-36.648000,S 1 	RSSI: 51
21-22-36.652000,[R]: 50 
21-22-36.670000,[R]: 0 
21-22-36.676000,[R]: 50 
21-22-36.697000,[R]: 50 
21-22-36.717000,[R]: 50 
21-22-36.738000,[R]: 50 
21-22-36.758000,[R]: 50 
21-22-36.779000,[R]: 50 
21-22-36.799000,[R]: 50 
21-22-36.820000,[R]: 50 
21-22-36.840000,[R]: 50 
21-22-36.844000,[R]: 0 
21-22-36.853000,[R]: 50 
21-22-36.869000,[R]: 0 
21-22-36.877000,[R]: 50 
21-22-36.895000,[R]: 0 
21-22-36.902000,[R]: 50 
21-22-36.912000,S 5 	RSSI: 44
21-22-36.919000,[R]: 0 
21-22-36.927000,[R]: 50 
21-22-36.929000,S 3 	RSSI: 44
21-22-36.941000,S 5 	RSSI: 44
21-22-36.944000,[R]: 0 
21-22-36.952000,[R]: 50 
21-22-36.958000,S 3 	RSSI: 44
21-22-36.967000,S 1 	RSSI: 51
21-22-36.969000,[R]: 0 
21-22-36.978000,[R]: 50 
21-22-36.982000,S 3 	RSSI: 44
21-22-36.987000,S 1 	RSSI: 51
21-22-36.994000,[R]: 0 
21-22-37.003000,[R]: 50 
21-22-37.020000,[R]: 0 
21-22-37.024000,S 1 	RSSI: 51
21-22-37.027000,[R]: 50 
21-22-37.045000,S 1 	RSSI: 51
