20-47-44.849000,"ÿ""Scanner enabled\r\n""" 
20-48-51.581000,"""Sensor: 2. RSSI: 62"""
20-48-51.585000,"""Sensor: 4. RSSI: 58"""
20-48-51.588000,"""Sensor: 3. RSSI: 80"""
20-48-51.590000,"""Sensor: 5. RSSI: 55"""
20-48-51.600000,"""COUNT 1 1 1 1 1"
20-48-51.601000,[0] 0 0 0 0 0
20-48-51.602000,[1] 46 0 0 0 0
20-48-51.602000,[2] 0 0 0 80 0
20-48-51.604000,[3] 59 44 0 0 44
20-48-51.605000,""""
20-48-51.605000,"""Sensor: 1. RSSI: 57"""
20-48-51.606000,"""Sensor: 2. RSSI: 62"""
20-48-51.607000,"""Sensor: 4. RSSI: 58"""
20-48-51.609000,"""Sensor: 3. RSSI: 78"""
20-48-51.614000,"""Sensor: 5. RSSI: 55"""
20-48-51.626000,"""COUNT 1 1 1 1 1"
20-48-51.627000,[0] 0 0 0 0 0
20-48-51.628000,[1] 46 0 0 0 0
20-48-51.628000,[2] 0 0 0 78 72
20-48-51.629000,[3] 59 44 0 0 44
20-48-51.632000,""""
20-48-51.632000,"""Sensor: 2. RSSI: 62"""
20-48-51.633000,"""Sensor: 1. RSSI: 57"""
20-48-51.635000,"""Sensor: 4. RSSI: 58"""
20-48-51.635000,"""Sensor: 5. RSSI: 55"""
20-48-51.644000,"""Sensor: 2. RSSI: 62"""
20-48-51.645000,"""Sensor: 1. RSSI: 57"""
20-48-51.651000,"""COUNT 2 2 0 1 1"
20-48-51.651000,[0] 0 0 0 0 0
20-48-51.652000,[1] 46 0 0 0 0
20-48-51.653000,[2] 0 0 0 0 0
20-48-51.654000,[3] 0 44 0 0 44
20-48-51.655000,""""
20-48-51.656000,"""Sensor: 4. RSSI: 58"""
20-48-51.657000,"""Sensor: 1. RSSI: 57"""
20-48-51.658000,"""Sensor: 3. RSSI: 77"""
20-48-51.659000,"""Sensor: 5. RSSI: 55"""
20-48-51.664000,"""Sensor: 2. RSSI: 62"""
20-48-51.669000,"""Sensor: 4. RSSI: 58"""
20-48-51.675000,"""COUNT 1 1 1 2 1"
20-48-51.676000,"""COUNT 1 1 1 2 1"
20-48-51.677000,[0] 0 0 0 0 0
20-48-51.678000,[1] 46 0 0 0 0
20-48-51.679000,[2] 0 0 0 0 0
20-48-51.680000,[3] 0 44 0 0 44
20-48-51.681000,""""
20-48-51.682000,"""Sensor: 1. RSSI: 58"""
20-48-51.682000,"""Sensor: 5. RSSI: 55"""
20-48-51.686000,"""Sensor: 2. RSSI: 62"""
20-48-51.688000,"""Sensor: 4. RSSI: 58"""
20-48-51.691000,"""Sensor: 3. RSSI: 77"""
20-48-51.694000,"""Sensor: 1. RSSI: 57"""
20-48-51.700000,"""COUNT 2 1 1 1 1"
20-48-51.700000,[0] 0 0 0 0 0
20-48-51.701000,[1] 46 0 0 0 0
20-48-51.702000,[2] 0 0 0 82 72
20-48-51.703000,[3] 60 44 0 0 44
20-48-51.704000,""""
20-48-51.705000,"""Sensor: 5. RSSI: 55"""
20-48-51.706000,"""Sensor: 2. RSSI: 62"""
20-48-51.707000,"""Sensor: 3. RSSI: 77"""
20-48-51.709000,"""Sensor: 4. RSSI: 58"""
20-48-51.713000,"""Sensor: 1. RSSI: 57"""
20-48-51.716000,"""Sensor: 5. RSSI: 55"""
20-48-51.724000,"""COUNT 1 1 1 1 2"
20-48-51.726000,[0] 0 0 0 0 0
20-48-51.727000,[1] 46 0 0 0 0
20-48-51.728000,[2] 0 0 0 0 0
20-48-51.729000,[3] 59 44 0 0 44
20-48-51.730000,""""
20-48-51.731000,"""Sensor: 2. RSSI: 62"""
20-48-51.732000,"""Sensor: 3. RSSI: 77"""
20-48-51.735000,"""Sensor: 1. RSSI: 57"""
20-48-51.748000,"""COUNT 1 1 1 0 0"
20-48-51.749000,[0] 0 0 0 0 0
20-48-51.750000,[1] 46 0 0 0 0
20-48-51.751000,[2] 0 0 0 80 72
20-48-51.751000,[3] 0 0 0 0 0
20-48-51.752000,""""
20-48-51.753000,"""Sensor: 2. RSSI: 62"""
20-48-51.756000,"""Sensor: 1. RSSI: 57"""
20-48-51.757000,"""Sensor: 3. RSSI: 77"""
20-48-51.761000,"""Sensor: 4. RSSI: 58"""
20-48-51.765000,"""Sensor: 5. RSSI: 55"""
20-48-51.767000,"""Sensor: 2. RSSI: 62"""
20-48-51.773000,"""COUNT 1 2 1 1 1"
20-48-51.774000,[0] 0 0 0 0 0
20-48-51.775000,[1] 46 0 0 0 0
20-48-51.777000,[2] 0 0 0 0 0
20-48-51.777000,[3] 60 0 0 0 0
20-48-51.777000,""""
20-48-51.779000,"""Sensor: 1. RSSI: 57"""
20-48-51.780000,"""Sensor: 3. RSSI: 77"""
20-48-51.785000,"""Sensor: 4. RSSI: 58"""
20-48-51.790000,"""Sensor: 5. RSSI: 55"""
20-48-51.800000,"""COUNT 1 0 1 1 1"
20-48-51.801000,[0] 0 0 0 0 0
20-48-51.802000,[1] 0 0 0 0 0
20-48-51.803000,[2] 0 0 0 83 72
20-48-51.804000,[3] 0 44 0 0 44
20-48-51.805000,""""
20-48-51.805000,"""Sensor: 3. RSSI: 77"""
20-48-51.806000,"""Sensor: 2. RSSI: 62"""
20-48-51.822000,"""COUNT 0 1 1 0 0"
20-48-51.823000,[0] 0 0 0 0 0
20-48-51.824000,[1] 0 0 0 0 0
20-48-51.824000,[2] 0 0 0 0 0
20-48-51.825000,[3] 0 0 0 0 0
20-48-51.825000,""""
20-48-51.827000,"""Sensor: 2. RSSI: 62"""
20-48-51.847000,"""COUNT 0 1 0 0 0"
20-48-51.848000,[0] 0 0 0 0 0
20-48-51.849000,[1] 0 0 0 0 0
20-48-51.850000,[2] 0 0 0 0 0
20-48-51.851000,[3] 0 0 0 0 0
20-48-51.851000,""""
20-48-51.852000,"""Sensor: 2. RSSI: 62"""
20-48-51.872000,"""COUNT 0 1 0 0 0"
20-48-51.873000,[0] 0 0 0 0 0
20-48-51.874000,[1] 0 0 0 0 0
20-48-51.875000,[2] 0 0 0 0 0
20-48-51.875000,[3] 0 0 0 0 0
20-48-51.876000,""""
20-48-51.877000,"""Sensor: 2. RSSI: 62"""
20-48-51.880000,"""Sensor: 3. RSSI: 79"""
20-48-51.881000,"""Sensor: 1. RSSI: 57"""
20-48-51.895000,"""Sensor: 2. RSSI: 62"""
20-48-51.899000,"""COUNT 1 2 1 0 0"
20-48-51.900000,[0] 0 46 0 0 0
20-48-51.901000,[1] 46 0 0 0 0
20-48-51.902000,[2] 0 0 0 0 0
20-48-51.903000,[3] 0 0 0 0 0
20-48-51.903000,""""
20-48-51.904000,"""Sensor: 3. RSSI: 78"""
20-48-51.904000,"""Sensor: 1. RSSI: 57"""
20-48-51.913000,"""Sensor: 2. RSSI: 62"""
20-48-51.923000,"""COUNT 1 1 1 0 0"
20-48-51.924000,[0] 0 0 0 0 0
20-48-51.925000,[1] 46 0 0 0 0
20-48-51.926000,[2] 0 0 0 0 0
20-48-51.926000,[3] 0 0 0 0 0
20-48-51.927000,""""
20-48-51.928000,"""Sensor: 1. RSSI: 57"""
20-48-51.933000,"""Sensor: 3. RSSI: 77"""
20-48-51.935000,"""Sensor: 2. RSSI: 62"""
20-48-51.944000,"""Sensor: 1. RSSI: 57"""
20-48-51.949000,"""COUNT 2 1 1 0 0"
20-48-51.950000,"""COUNT 2 1 1 0 0"
20-48-51.951000,[0] 0 0 0 0 0
20-48-51.952000,[1] 46 0 0 0 0
20-48-51.953000,[2] 0 0 0 0 0
20-48-51.953000,[3] 0 0 0 0 0
20-48-51.954000,""""
20-48-51.955000,"""Sensor: 5. RSSI: 55"""
20-48-51.956000,"""Sensor: 2. RSSI: 62"""
20-48-51.957000,"""Sensor: 3. RSSI: 77"""
20-48-51.963000,"""Sensor: 4. RSSI: 58"""
20-48-51.964000,"""Sensor: 1. RSSI: 57"""
20-48-51.976000,"""COUNT 1 1 1 1 1"
20-48-51.976000,[0] 0 0 0 0 0
20-48-51.978000,[1] 46 0 0 0 0
20-48-51.979000,[2] 0 0 0 0 0
20-48-51.979000,[3] 59 44 0 0 44
20-48-51.980000,""""
20-48-51.980000,"""Sensor: 2. RSSI: 63"""
20-48-51.982000,"""Sensor: 3. RSSI: 78"""
20-48-51.984000,"""Sensor: 1. RSSI: 57"""
20-48-51.987000,"""Sensor: 4. RSSI: 58"""
20-48-51.993000,"""Sensor: 5. RSSI: 55"""
20-48-51.999000,"""COUNT 1 1 1 1 1"
20-48-51.999000,[0] 0 0 0 0 0
20-48-52.000000,[1] 0 0 0 0 0
20-48-52.002000,[2] 0 0 0 84 0
20-48-52.003000,[3] 0 44 0 0 0
20-48-52.004000,""""
20-48-52.004000,"""Sensor: 3. RSSI: 80"""
20-48-52.006000,"""Sensor: 1. RSSI: 57"""
20-48-52.007000,"""Sensor: 4. RSSI: 58"""
20-48-52.011000,"""Sensor: 5. RSSI: 55"""
20-48-52.016000,"""Sensor: 2. RSSI: 62"""
20-48-52.025000,"""COUNT 1 1 1 1 1"
20-48-52.026000,[0] 0 0 72 0 0
20-48-52.027000,[1] 0 0 0 0 0
20-48-52.028000,[2] 73 0 0 98 71
20-48-52.029000,[3] 0 44 0 0 44
20-48-52.030000,""""
20-48-52.030000,"""Sensor: 3. RSSI: 80"""
20-48-52.032000,"""Sensor: 1. RSSI: 58"""
20-48-52.033000,"""Sensor: 2. RSSI: 61"""
20-48-52.035000,"""Sensor: 4. RSSI: 58"""
20-48-52.040000,"""Sensor: 5. RSSI: 55"""
20-48-52.043000,"""Sensor: 3. RSSI: 80"""
20-48-52.050000,"""COUNT 1 1 2 1 1"
20-48-52.052000,[0] 0 0 0 0 0
20-48-52.052000,[1] 46 0 0 0 0
20-48-52.053000,[2] 0 0 0 0 72
20-48-52.054000,[3] 60 44 0 0 44
20-48-52.054000,""""
20-48-52.056000,"""Sensor: 4. RSSI: 58"""
20-48-52.060000,"""Sensor: 5. RSSI: 55"""
20-48-52.063000,"""Sensor: 3. RSSI: 79"""
20-48-52.074000,"""COUNT 0 0 1 1 1"
20-48-52.075000,[0] 0 0 0 0 0
20-48-52.076000,[1] 0 0 0 0 0
20-48-52.077000,[2] 0 0 0 98 72
20-48-52.077000,[3] 60 44 0 0 44
20-48-52.078000,""""
20-48-52.079000,"""Sensor: 1. RSSI: 57"""
20-48-52.081000,"""Sensor: 4. RSSI: 58"""
20-48-52.081000,"""Sensor: 2. RSSI: 63"""
20-48-52.083000,"""Sensor: 5. RSSI: 54"""
20-48-52.084000,"""Sensor: 3. RSSI: 79"""
20-48-52.094000,"""Sensor: 1. RSSI: 57"""
20-48-52.101000,"""COUNT 2 1 1 1 1"
20-48-52.102000,[0] 0 0 0 0 0
20-48-52.102000,[1] 46 0 0 0 0
20-48-52.103000,[2] 0 0 0 92 71
20-48-52.104000,[3] 0 44 0 0 44
20-48-52.104000,""""
20-48-52.105000,"""Sensor: 4. RSSI: 58"""
20-48-52.106000,"""Sensor: 5. RSSI: 55"""
20-48-52.107000,"""Sensor: 3. RSSI: 79"""
20-48-52.117000,"""Sensor: 4. RSSI: 58"""
20-48-52.119000,"""Sensor: 2. RSSI: 62"""
20-48-52.120000,"""Sensor: 1. RSSI: 57"""
20-48-52.125000,"""COUNT 1 1 1 2 1"
20-48-52.126000,[0] 0 0 0 0 0
20-48-52.127000,[1] 0 0 0 0 0
20-48-52.129000,[2] 0 0 0 89 71
20-48-52.130000,[3] 0 44 0 0 44
20-48-52.131000,""""
20-48-52.132000,"""Sensor: 5. RSSI: 55"""
20-48-52.133000,"""Sensor: 3. RSSI: 79"""
20-48-52.138000,"""Sensor: 4. RSSI: 58"""
20-48-52.143000,"""Sensor: 2. RSSI: 62"""
20-48-52.143000,"""Sensor: 1. RSSI: 57"""
20-48-52.144000,"""Sensor: 5. RSSI: 55"""
20-48-52.150000,"""COUNT 1 1 1 1 2"
20-48-52.151000,[0] 0 0 0 0 0
20-48-52.151000,[1] 46 0 0 0 0
20-48-52.153000,[2] 0 0 0 89 0
20-48-52.154000,[3] 0 44 0 0 44
20-48-52.155000,""""
20-48-52.158000,"""Sensor: 3. RSSI: 80"""
20-48-52.159000,"""Sensor: 4. RSSI: 57"""
20-48-52.160000,"""Sensor: 2. RSSI: 62"""
20-48-52.160000,"""Sensor: 1. RSSI: 57"""
20-48-52.162000,"""Sensor: 5. RSSI: 55"""
20-48-52.174000,"""COUNT 1 1 1 1 1"
20-48-52.176000,[0] 0 0 0 0 0
20-48-52.177000,[1] 46 0 0 0 0
20-48-52.178000,[2] 0 0 0 90 71
20-48-52.178000,[3] 0 44 0 0 44
20-48-52.179000,""""
20-48-52.180000,"""Sensor: 2. RSSI: 62"""
20-48-52.181000,"""Sensor: 1. RSSI: 57"""
20-48-52.182000,"""Sensor: 3. RSSI: 80"""
20-48-52.184000,"""Sensor: 5. RSSI: 55"""
20-48-52.186000,"""Sensor: 4. RSSI: 58"""
20-48-52.199000,"""COUNT 1 1 1 1 1"
20-48-52.200000,[0] 0 0 0 0 0
20-48-52.201000,[1] 46 0 0 0 0
20-48-52.202000,[2] 0 0 0 88 0
20-48-52.203000,[3] 0 44 0 0 44
20-48-52.204000,""""
20-48-52.204000,"""Sensor: 2. RSSI: 62"""
20-48-52.205000,"""Sensor: 1. RSSI: 58"""
20-48-52.206000,"""Sensor: 3. RSSI: 80"""
20-48-52.211000,"""Sensor: 4. RSSI: 58"""
20-48-52.216000,"""Sensor: 5. RSSI: 54"""
20-48-52.224000,"""COUNT 1 1 1 1 1"
20-48-52.225000,[0] 0 0 0 0 0
20-48-52.225000,[1] 0 0 0 0 0
20-48-52.226000,[2] 0 0 0 88 71
20-48-52.227000,[3] 0 44 0 0 0
20-48-52.228000,""""
20-48-52.228000,"""Sensor: 1. RSSI: 57"""
20-48-52.230000,"""Sensor: 3. RSSI: 80"""
20-48-52.235000,"""Sensor: 4. RSSI: 58"""
20-48-52.240000,"""Sensor: 5. RSSI: 54"""
20-48-52.241000,"""Sensor: 2. RSSI: 64"""
20-48-52.249000,"""COUNT 1 1 1 1 1"
20-48-52.251000,[0] 0 0 0 0 0
20-48-52.251000,[1] 0 0 0 0 0
20-48-52.252000,[2] 0 0 0 83 73
20-48-52.252000,[3] 60 0 0 0 44
20-48-52.253000,""""
20-48-52.254000,"""Sensor: 3. RSSI: 79"""
20-48-52.256000,"""Sensor: 4. RSSI: 58"""
20-48-52.260000,"""Sensor: 5. RSSI: 55"""
20-48-52.262000,"""Sensor: 2. RSSI: 64"""
20-48-52.265000,"""Sensor: 1. RSSI: 57"""
20-48-52.268000,"""Sensor: 3. RSSI: 80"""
20-48-52.274000,"""COUNT 1 1 2 1 1"
20-48-52.275000,[0] 0 0 0 0 0
20-48-52.276000,[1] 46 0 0 0 0
20-48-52.277000,[2] 0 0 0 82 0
20-48-52.278000,[3] 0 44 0 0 44
20-48-52.278000,""""
20-48-52.279000,"""Sensor: 1. RSSI: 57"""
20-48-52.282000,"""Sensor: 4. RSSI: 58"""
20-48-52.283000,"""Sensor: 2. RSSI: 63"""
20-48-52.283000,"""Sensor: 5. RSSI: 55"""
20-48-52.299000,"""COUNT 1 1 0 1 1"
20-48-52.300000,[0] 0 0 0 0 0
20-48-52.301000,[1] 46 0 0 0 0
20-48-52.302000,[2] 0 0 0 0 0
20-48-52.302000,[3] 0 44 0 0 44
20-48-52.303000,""""
20-48-52.304000,"""Sensor: 4. RSSI: 58"""
20-48-52.305000,"""Sensor: 1. RSSI: 57"""
20-48-52.306000,"""Sensor: 5. RSSI: 55"""
20-48-52.307000,"""Sensor: 2. RSSI: 62"""
20-48-52.309000,"""Sensor: 3. RSSI: 80"""
20-48-52.318000,"""Sensor: 4. RSSI: 58"""
20-48-52.320000,"""Sensor: 1. RSSI: 57"""
20-48-52.327000,"""COUNT 2 1 1 2 1"
20-48-52.328000,[0] 0 0 0 0 0
20-48-52.329000,[1] 46 0 0 0 0
20-48-52.329000,[2] 0 0 0 79 73
20-48-52.330000,[3] 0 44 0 0 44
20-48-52.331000,""""
20-48-52.332000,"""Sensor: 5. RSSI: 55"""
20-48-52.332000,"""Sensor: 1. RSSI: 57"""
20-48-52.333000,"""Sensor: 2. RSSI: 62"""
20-48-52.335000,"""Sensor: 3. RSSI: 80"""
20-48-52.338000,"""Sensor: 4. RSSI: 58"""
20-48-52.343000,"""Sensor: 5. RSSI: 54"""
20-48-52.345000,"""Sensor: 1. RSSI: 57"""
20-48-52.352000,"""COUNT 2 1 1 1 2"
20-48-52.353000,[0] 0 0 0 0 0
20-48-52.353000,[1] 46 0 0 0 0
20-48-52.354000,[2] 0 0 0 78 73
20-48-52.355000,[3] 0 44 0 0 44
20-48-52.357000,""""
20-48-52.357000,"""Sensor: 2. RSSI: 62"""
20-48-52.358000,"""Sensor: 1. RSSI: 57"""
20-48-52.359000,"""Sensor: 3. RSSI: 80"""
20-48-52.360000,"""Sensor: 4. RSSI: 58"""
20-48-52.363000,"""Sensor: 5. RSSI: 54"""
20-48-52.369000,"""Sensor: 2. RSSI: 62"""
20-48-52.370000,"""Sensor: 1. RSSI: 58"""
20-48-52.375000,"""COUNT 2 2 1 1 1"
20-48-52.376000,[0] 0 0 0 0 0
20-48-52.377000,[1] 46 0 0 0 0
20-48-52.378000,[2] 0 0 0 0 0
20-48-52.378000,[3] 0 44 0 0 44
20-48-52.379000,""""
20-48-52.380000,"""Sensor: 4. RSSI: 58"""
20-48-52.383000,"""Sensor: 5. RSSI: 54"""
20-48-52.390000,"""Sensor: 2. RSSI: 64"""
20-48-52.391000,"""Sensor: 1. RSSI: 57"""
20-48-52.392000,"""Sensor: 3. RSSI: 80"""
20-48-52.401000,"""COUNT 1 1 1 1 1"
20-48-52.401000,[0] 0 0 0 0 0
20-48-52.402000,[1] 46 0 0 0 0
20-48-52.403000,[2] 0 0 0 77 73
20-48-52.403000,[3] 0 44 0 0 44
20-48-52.405000,""""
20-48-52.406000,"""Sensor: 1. RSSI: 57"""
20-48-52.408000,"""Sensor: 3. RSSI: 79"""
20-48-52.409000,"""Sensor: 2. RSSI: 64"""
20-48-52.413000,"""Sensor: 4. RSSI: 58"""
20-48-52.426000,"""COUNT 1 1 1 1 0"
20-48-52.427000,[0] 0 0 0 0 0
20-48-52.428000,[1] 46 0 0 0 0
20-48-52.429000,[2] 74 0 0 0 0
20-48-52.430000,[3] 0 44 0 0 44
20-48-52.430000,""""
20-48-52.431000,"""Sensor: 3. RSSI: 78"""
20-48-52.431000,"""Sensor: 2. RSSI: 63"""
20-48-52.432000,"""Sensor: 4. RSSI: 58"""
20-48-52.436000,"""Sensor: 5. RSSI: 55"""
20-48-52.441000,"""Sensor: 1. RSSI: 57"""
20-48-52.449000,"""COUNT 1 1 1 1 1"
20-48-52.450000,[0] 0 47 0 0 0
20-48-52.451000,[1] 0 0 0 0 0
20-48-52.452000,[2] 74 0 0 77 0
20-48-52.454000,[3] 59 0 0 0 44
20-48-52.455000,""""
20-48-52.455000,"""Sensor: 2. RSSI: 62"""
20-48-52.460000,"""Sensor: 4. RSSI: 58"""
20-48-52.461000,"""Sensor: 1. RSSI: 57"""
20-48-52.464000,"""Sensor: 5. RSSI: 55"""
20-48-52.472000,"""COUNT 1 1 0 1 1"
20-48-52.473000,[0] 0 0 0 0 0
20-48-52.474000,[1] 0 0 0 0 0
20-48-52.475000,[2] 0 0 0 0 0
20-48-52.476000,[3] 0 0 0 0 44
20-48-52.477000,""""
20-48-52.480000,"""Sensor: 4. RSSI: 58"""
20-48-52.482000,"""Sensor: 1. RSSI: 58"""
20-48-52.490000,"""Sensor: 2. RSSI: 60"""
20-48-52.498000,"""COUNT 1 1 0 1 0"
20-48-52.498000,[0] 0 0 0 0 0
20-48-52.500000,[1] 46 0 0 0 0
20-48-52.500000,[2] 0 0 0 0 0
20-48-52.501000,[3] 0 0 0 0 44
20-48-52.502000,""""
20-48-52.503000,"""Sensor: 1. RSSI: 58"""
20-48-52.504000,"""Sensor: 4. RSSI: 58"""
20-48-52.505000,"""Sensor: 2. RSSI: 60"""
20-48-52.512000,"""Sensor: 5. RSSI: 55"""
20-48-52.523000,"""COUNT 1 1 0 1 1"
20-48-52.525000,[0] 0 0 0 0 0
20-48-52.525000,[1] 46 0 0 0 0
20-48-52.526000,[2] 0 0 0 0 0
20-48-52.526000,[3] 0 0 0 0 44
20-48-52.527000,""""
20-48-52.528000,"""Sensor: 4. RSSI: 58"""
20-48-52.529000,"""Sensor: 2. RSSI: 60"""
20-48-52.530000,"""Sensor: 5. RSSI: 55"""
20-48-52.542000,"""Sensor: 1. RSSI: 58"""
20-48-52.545000,"""Sensor: 2. RSSI: 62"""
20-48-52.548000,"""COUNT 1 2 0 1 1"
20-48-52.549000,[0] 0 0 0 0 0
20-48-52.551000,[1] 46 0 0 0 0
20-48-52.552000,[2] 0 0 0 0 0
20-48-52.553000,[3] 0 0 0 0 0
20-48-52.553000,""""
20-48-52.554000,"""Sensor: 1. RSSI: 58"""
20-48-52.555000,"""Sensor: 4. RSSI: 58"""
20-48-52.556000,"""Sensor: 2. RSSI: 62"""
20-48-52.557000,"""Sensor: 5. RSSI: 54"""
20-48-52.574000,"""COUNT 1 1 0 1 1"
20-48-52.575000,[0] 0 0 0 0 0
20-48-52.575000,[1] 46 0 0 0 0
20-48-52.576000,[2] 0 0 0 0 0
20-48-52.576000,[3] 0 0 0 0 0
20-48-52.577000,""""
20-48-52.577000,"""Sensor: 2. RSSI: 63"""
20-48-52.579000,"""Sensor: 1. RSSI: 58"""
20-48-52.594000,"""Sensor: 2. RSSI: 64"""
20-48-52.595000,"""Sensor: 1. RSSI: 58"""
20-48-52.599000,"""COUNT 2 2 0 0 0"
20-48-52.600000,[0] 0 0 0 0 0
20-48-52.600000,[1] 46 0 0 0 0
20-48-52.601000,[2] 0 0 0 0 0
20-48-52.602000,[3] 0 0 0 0 0
20-48-52.602000,""""
20-48-52.605000,"""Sensor: 1. RSSI: 58"""
20-48-52.608000,"""Sensor: 3. RSSI: 77"""
20-48-52.613000,"""Sensor: 2. RSSI: 64"""
20-48-52.623000,"""COUNT 1 1 1 0 0"
20-48-52.624000,[0] 0 0 0 0 0
20-48-52.625000,[1] 46 0 0 0 0
20-48-52.626000,[2] 0 0 0 75 72
20-48-52.627000,[3] 0 0 0 0 0
20-48-52.628000,""""
20-48-52.628000,"""Sensor: 1. RSSI: 58"""
20-48-52.632000,"""Sensor: 3. RSSI: 77"""
20-48-52.634000,"""Sensor: 2. RSSI: 64"""
20-48-52.636000,"""Sensor: 4. RSSI: 58"""
20-48-52.640000,"""Sensor: 5. RSSI: 55"""
20-48-52.648000,"""COUNT 1 1 1 1 1"
20-48-52.649000,[0] 0 0 0 0 0
20-48-52.650000,[1] 0 0 0 0 0
20-48-52.651000,[2] 73 0 0 0 0
20-48-52.653000,[3] 0 0 0 0 44
20-48-52.653000,""""
20-48-52.654000,"""Sensor: 3. RSSI: 77"""
20-48-52.655000,"""Sensor: 2. RSSI: 63"""
20-48-52.661000,"""Sensor: 4. RSSI: 58"""
20-48-52.675000,"""COUNT 0 1 1 1 0"
20-48-52.677000,[0] 0 0 0 0 0
20-48-52.677000,[1] 0 0 0 0 0
20-48-52.678000,[2] 72 0 0 76 70
20-48-52.678000,[3] 60 0 0 0 44
20-48-52.679000,""""
20-48-52.680000,"""Sensor: 1. RSSI: 58"""
20-48-52.680000,"""Sensor: 2. RSSI: 64"""
20-48-52.682000,"""Sensor: 3. RSSI: 77"""
20-48-52.685000,"""Sensor: 4. RSSI: 58"""
20-48-52.690000,"""Sensor: 5. RSSI: 55"""
20-48-52.699000,"""COUNT 1 1 1 1 1"
20-48-52.700000,[0] 0 0 0 0 0
20-48-52.702000,[1] 0 0 0 0 0
20-48-52.702000,[2] 72 0 0 76 0
20-48-52.703000,[3] 60 0 0 0 44
20-48-52.704000,""""
20-48-52.706000,"""Sensor: 4. RSSI: 58"""
20-48-52.715000,"""Sensor: 5. RSSI: 55"""
20-48-52.724000,"""COUNT 0 0 0 1 1"
20-48-52.725000,[0] 0 0 0 0 0
20-48-52.725000,[1] 0 0 0 0 0
20-48-52.726000,[2] 0 0 0 75 71
20-48-52.727000,[3] 0 0 0 0 44
20-48-52.728000,""""
20-48-52.728000,"""Sensor: 3. RSSI: 77"""
20-48-52.730000,"""Sensor: 4. RSSI: 58"""
20-48-52.732000,"""Sensor: 2. RSSI: 64"""
20-48-52.735000,"""Sensor: 5. RSSI: 55"""
20-48-52.737000,"""Sensor: 1. RSSI: 57"""
20-48-52.743000,"""Sensor: 3. RSSI: 77"""
20-48-52.749000,"""COUNT 1 1 2 1 1"
20-48-52.751000,[0] 0 0 0 0 0
20-48-52.753000,[1] 0 0 0 0 0
20-48-52.754000,[2] 0 0 0 75 71
20-48-52.755000,[3] 0 0 0 0 44
20-48-52.756000,""""
20-48-52.757000,"""Sensor: 4. RSSI: 58"""
20-48-52.757000,"""Sensor: 2. RSSI: 63"""
20-48-52.759000,"""Sensor: 1. RSSI: 58"""
20-48-52.764000,"""Sensor: 3. RSSI: 76"""
20-48-52.767000,"""Sensor: 4. RSSI: 58"""
20-48-52.776000,"""COUNT 1 1 1 2 0"
20-48-52.777000,[0] 0 0 70 60 0
20-48-52.777000,[1] 46 0 0 0 0
20-48-52.779000,[2] 72 0 0 75 0
20-48-52.780000,[3] 59 0 0 0 0
20-48-52.781000,""""
20-48-52.782000,"""Sensor: 5. RSSI: 55"""
20-48-52.782000,"""Sensor: 2. RSSI: 63"""
20-48-52.783000,"""Sensor: 1. RSSI: 57"""
20-48-52.784000,"""Sensor: 3. RSSI: 77"""
20-48-52.788000,"""Sensor: 4. RSSI: 58"""
20-48-52.801000,"""COUNT 1 1 1 1 1"
20-48-52.802000,[0] 0 0 0 0 54
20-48-52.803000,[1] 0 0 0 0 0
20-48-52.803000,[2] 73 0 0 75 71
20-48-52.805000,[3] 60 0 0 0 44
20-48-52.805000,""""
20-48-52.806000,"""Sensor: 5. RSSI: 55"""
20-48-52.808000,"""Sensor: 1. RSSI: 57"""
20-48-52.808000,"""Sensor: 2. RSSI: 62"""
20-48-52.811000,"""Sensor: 3. RSSI: 77"""
20-48-52.812000,"""Sensor: 4. RSSI: 58"""
20-48-52.817000,"""Sensor: 5. RSSI: 55"""
20-48-52.825000,"""COUNT 1 1 1 1 2"
20-48-52.825000,[0] 0 0 0 0 0
20-48-52.826000,[1] 0 0 0 0 0
20-48-52.827000,[2] 73 0 0 76 71
20-48-52.828000,[3] 60 0 0 0 44
20-48-52.828000,""""
20-48-52.829000,"""Sensor: 1. RSSI: 57"""
20-48-52.831000,"""Sensor: 2. RSSI: 62"""
20-48-52.832000,"""Sensor: 4. RSSI: 58"""
20-48-52.833000,"""Sensor: 3. RSSI: 77"""
20-48-52.837000,"""Sensor: 5. RSSI: 54"""
20-48-52.849000,"""COUNT 1 1 1 1 1"
20-48-52.850000,[0] 0 0 0 0 0
20-48-52.850000,[1] 0 0 0 0 0
20-48-52.851000,[2] 0 0 0 76 71
20-48-52.852000,[3] 61 0 0 0 44
20-48-52.852000,""""
20-48-52.856000,"""Sensor: 3. RSSI: 78"""
20-48-52.861000,"""Sensor: 4. RSSI: 58"""
20-48-52.873000,"""COUNT 0 0 1 1 0"
20-48-52.873000,[0] 0 0 0 0 0
20-48-52.874000,[1] 0 0 0 0 0
20-48-52.875000,[2] 0 0 0 0 71
20-48-52.876000,[3] 0 0 0 0 44
20-48-52.876000,""""
20-48-52.881000,"""Sensor: 3. RSSI: 78"""
20-48-52.885000,"""Sensor: 4. RSSI: 58"""
20-48-52.890000,"""Sensor: 5. RSSI: 54"""
20-48-52.898000,"""COUNT 0 0 1 1 1"
20-48-52.899000,[0] 0 0 0 0 0
20-48-52.899000,[1] 0 0 0 0 0
