20-47-44.849000,"ÿ""Scanner enabled\r\n""" 
20-49-05.148000,"""COUNT 1 1 1 1 0"
20-49-05.149000,[0] 0 0 73 0 0
20-49-05.150000,[1] 47 0 0 0 0
20-49-05.151000,[2] 0 0 0 0 0
20-49-05.152000,[3] 0 0 65 0 0
20-49-05.153000,""""
20-49-05.153000,"""Sensor: 5. RSSI: 95"""
20-49-05.155000,"""Sensor: 1. RSSI: 58"""
20-49-05.156000,"""Sensor: 2. RSSI: 59"""
20-49-05.156000,"""Sensor: 3. RSSI: 76"""
20-49-05.158000,"""Sensor: 4. RSSI: 72"""
20-49-05.167000,"""Sensor: 1. RSSI: 57"""
20-49-05.173000,"""COUNT 2 1 1 1 1"
20-49-05.173000,[0] 0 0 0 0 0
20-49-05.177000,[1] 0 0 0 0 0
20-49-05.178000,[2] 74 0 0 0 0
20-49-05.178000,[3] 63 0 64 0 0
20-49-05.179000,""""
20-49-05.179000,"""Sensor: 3. RSSI: 75"""
20-49-05.180000,"""Sensor: 4. RSSI: 71"""
20-49-05.186000,"""Sensor: 5. RSSI: 94"""
20-49-05.188000,"""Sensor: 1. RSSI: 57"""
20-49-05.189000,"""Sensor: 2. RSSI: 59"""
20-49-05.198000,"""COUNT 1 1 1 1 1"
20-49-05.199000,[0] 0 0 0 0 0
20-49-05.199000,[1] 0 0 0 0 69
20-49-05.200000,[2] 75 0 0 0 0
20-49-05.201000,[3] 65 0 64 0 0
20-49-05.202000,""""
20-49-05.203000,"""Sensor: 3. RSSI: 75"""
20-49-05.204000,"""Sensor: 4. RSSI: 70"""
20-49-05.207000,"""Sensor: 2. RSSI: 59"""
20-49-05.208000,"""Sensor: 1. RSSI: 57"""
20-49-05.222000,"""COUNT 1 1 1 1 0"
20-49-05.224000,[0] 0 0 0 0 0
20-49-05.226000,[1] 0 0 0 0 0
20-49-05.228000,[2] 0 0 0 0 0
20-49-05.230000,[3] 63 0 0 0 0
20-49-05.231000,""""
20-49-05.233000,"""Sensor: 4. RSSI: 72"""
20-49-05.238000,"""Sensor: 2. RSSI: 59"""
20-49-05.240000,"""Sensor: 5. RSSI: 91"""
20-49-05.241000,"""Sensor: 1. RSSI: 57"""
20-49-05.242000,"""Sensor: 3. RSSI: 75"""
20-49-05.242000,"""Sensor: 4. RSSI: 73"""
20-49-05.248000,"""COUNT 1 1 1 2 1"
20-49-05.248000,[0] 0 47 0 0 0
20-49-05.249000,[1] 0 0 0 0 67
20-49-05.250000,[2] 0 0 0 0 0
20-49-05.251000,[3] 0 0 66 0 0
20-49-05.252000,""""
20-49-05.252000,"""Sensor: 5. RSSI: 92"""
20-49-05.257000,"""Sensor: 3. RSSI: 75"""
20-49-05.261000,"""Sensor: 4. RSSI: 72"""
20-49-05.268000,"""Sensor: 2. RSSI: 59"""
20-49-05.273000,"""COUNT 0 1 1 1 1"
20-49-05.274000,[0] 0 0 0 0 0
20-49-05.275000,[1] 0 0 0 0 66
20-49-05.276000,[2] 0 0 0 0 0
20-49-05.277000,[3] 0 0 65 0 0
20-49-05.277000,""""
20-49-05.278000,"""Sensor: 3. RSSI: 77"""
20-49-05.282000,"""Sensor: 4. RSSI: 71"""
20-49-05.288000,"""Sensor: 2. RSSI: 59"""
20-49-05.291000,"""Sensor: 1. RSSI: 57"""
20-49-05.298000,"""COUNT 1 1 1 1 0"
20-49-05.299000,[0] 0 0 71 0 0
20-49-05.300000,[1] 0 0 0 0 66
20-49-05.301000,[2] 0 0 0 0 0
20-49-05.302000,[3] 64 0 65 0 0
20-49-05.303000,""""
20-49-05.304000,"""Sensor: 3. RSSI: 75"""
20-49-05.309000,"""Sensor: 2. RSSI: 59"""
20-49-05.310000,"""Sensor: 4. RSSI: 71"""
20-49-05.313000,"""Sensor: 5. RSSI: 91"""
20-49-05.323000,"""COUNT 0 1 1 1 1"
20-49-05.324000,[0] 0 0 0 0 0
20-49-05.325000,[1] 0 0 0 0 74
20-49-05.326000,[2] 0 0 0 0 0
20-49-05.326000,[3] 65 0 66 0 0
20-49-05.327000,""""
20-49-05.328000,"""Sensor: 1. RSSI: 57"""
20-49-05.329000,"""Sensor: 2. RSSI: 59"""
20-49-05.331000,"""Sensor: 4. RSSI: 70"""
20-49-05.335000,"""Sensor: 5. RSSI: 92"""
20-49-05.348000,"""COUNT 1 1 0 1 1"
20-49-05.349000,[0] 0 0 0 0 0
20-49-05.350000,[1] 0 0 0 0 67
20-49-05.350000,[2] 0 0 0 0 0
20-49-05.351000,[3] 64 0 65 0 0
20-49-05.352000,""""
20-49-05.353000,"""Sensor: 1. RSSI: 57"""
20-49-05.354000,"""Sensor: 2. RSSI: 59"""
20-49-05.357000,"""Sensor: 5. RSSI: 96"""
20-49-05.357000,"""Sensor: 3. RSSI: 75"""
20-49-05.360000,"""Sensor: 4. RSSI: 73"""
20-49-05.373000,"""COUNT 1 1 1 1 1"
20-49-05.374000,[0] 0 0 0 0 0
20-49-05.376000,[1] 0 0 0 0 66
20-49-05.376000,[2] 76 0 0 0 0
20-49-05.377000,[3] 65 0 65 0 0
20-49-05.378000,""""
20-49-05.378000,"""Sensor: 2. RSSI: 59"""
20-49-05.380000,"""Sensor: 1. RSSI: 57"""
20-49-05.382000,"""Sensor: 3. RSSI: 76"""
20-49-05.384000,"""Sensor: 4. RSSI: 72"""
20-49-05.390000,"""Sensor: 2. RSSI: 59"""
20-49-05.393000,"""Sensor: 1. RSSI: 57"""
20-49-05.399000,"""COUNT 2 2 1 1 0"
20-49-05.400000,[0] 0 0 73 0 0
20-49-05.401000,[1] 0 0 0 0 66
20-49-05.401000,[2] 0 0 0 0 0
20-49-05.402000,[3] 63 0 66 0 0
20-49-05.403000,""""
20-49-05.403000,"""Sensor: 1. RSSI: 57"""
20-49-05.410000,"""Sensor: 3. RSSI: 77"""
20-49-05.411000,"""Sensor: 4. RSSI: 71"""
20-49-05.414000,"""Sensor: 2. RSSI: 59"""
20-49-05.418000,"""Sensor: 1. RSSI: 57"""
20-49-05.424000,"""COUNT 2 1 1 1 0"
20-49-05.425000,[0] 0 0 0 0 0
20-49-05.425000,[1] 0 0 0 0 65
20-49-05.426000,[2] 74 0 0 0 0
20-49-05.427000,[3] 63 0 66 0 0
20-49-05.427000,""""
20-49-05.428000,"""Sensor: 3. RSSI: 76"""
20-49-05.431000,"""Sensor: 2. RSSI: 59"""
20-49-05.441000,"""Sensor: 1. RSSI: 57"""
20-49-05.443000,"""Sensor: 3. RSSI: 75"""
20-49-05.448000,"""COUNT 1 1 2 0 0"
20-49-05.450000,[0] 0 47 0 0 67
20-49-05.451000,[1] 0 0 0 0 65
20-49-05.451000,[2] 0 0 0 0 0
20-49-05.452000,[3] 0 0 66 0 0
20-49-05.452000,""""
20-49-05.453000,"""Sensor: 4. RSSI: 70"""
20-49-05.454000,"""Sensor: 1. RSSI: 57"""
20-49-05.455000,"""Sensor: 2. RSSI: 59"""
20-49-05.462000,"""Sensor: 3. RSSI: 75"""
20-49-05.466000,"""Sensor: 4. RSSI: 73"""
20-49-05.474000,"""COUNT 1 1 1 2 0"
20-49-05.475000,[0] 0 0 0 63 0
20-49-05.476000,[1] 47 0 0 0 67
20-49-05.476000,[2] 0 0 0 0 0
20-49-05.477000,[3] 0 0 66 0 0
20-49-05.478000,""""
20-49-05.480000,"""Sensor: 1. RSSI: 57"""
20-49-05.481000,"""Sensor: 2. RSSI: 59"""
20-49-05.483000,"""Sensor: 3. RSSI: 75"""
20-49-05.487000,"""Sensor: 4. RSSI: 73"""
20-49-05.492000,"""Sensor: 1. RSSI: 57"""
20-49-05.498000,"""COUNT 2 1 1 1 0"
20-49-05.500000,[0] 0 0 74 0 0
20-49-05.500000,[1] 0 0 0 0 67
20-49-05.501000,[2] 0 0 0 0 0
20-49-05.502000,[3] 63 0 66 0 0
20-49-05.502000,""""
20-49-05.503000,"""Sensor: 2. RSSI: 59"""
20-49-05.504000,"""Sensor: 3. RSSI: 77"""
20-49-05.508000,"""Sensor: 4. RSSI: 71"""
20-49-05.513000,"""Sensor: 1. RSSI: 57"""
20-49-05.514000,"""Sensor: 5. RSSI: 90"""
20-49-05.519000,"""Sensor: 2. RSSI: 59"""
20-49-05.525000,"""COUNT 1 2 1 1 1"
20-49-05.526000,[0] 0 0 0 0 0
20-49-05.527000,[1] 0 0 0 0 66
20-49-05.527000,[2] 75 0 0 0 0
20-49-05.528000,[3] 62 0 66 0 0
20-49-05.529000,""""
20-49-05.531000,"""Sensor: 3. RSSI: 77"""
20-49-05.533000,"""Sensor: 1. RSSI: 57"""
20-49-05.534000,"""Sensor: 4. RSSI: 71"""
20-49-05.537000,"""Sensor: 2. RSSI: 59"""
20-49-05.547000,"""COUNT 1 1 1 1 0"
20-49-05.550000,[0] 0 0 0 0 0
20-49-05.551000,[1] 0 0 0 0 0
20-49-05.552000,[2] 0 0 0 0 0
20-49-05.553000,[3] 62 0 66 0 0
20-49-05.554000,""""
20-49-05.555000,"""Sensor: 1. RSSI: 57"""
20-49-05.556000,"""Sensor: 4. RSSI: 70"""
20-49-05.559000,"""Sensor: 2. RSSI: 59"""
20-49-05.564000,"""Sensor: 3. RSSI: 75"""
20-49-05.573000,"""COUNT 1 1 1 1 0"
20-49-05.574000,[0] 0 47 0 0 0
20-49-05.575000,[1] 47 0 0 0 66
20-49-05.576000,[2] 0 0 0 0 0
20-49-05.576000,[3] 0 0 0 0 0
20-49-05.578000,""""
20-49-05.578000,"""Sensor: 1. RSSI: 57"""
20-49-05.579000,"""Sensor: 2. RSSI: 59"""
20-49-05.580000,"""Sensor: 3. RSSI: 77"""
20-49-05.597000,"""COUNT 1 1 1 0 0"
20-49-05.598000,[0] 0 0 0 0 67
20-49-05.599000,[1] 47 0 0 0 66
20-49-05.600000,[2] 0 0 0 0 0
20-49-05.600000,[3] 0 0 0 0 0
20-49-05.601000,""""
20-49-05.603000,"""Sensor: 1. RSSI: 57"""
20-49-05.604000,"""Sensor: 2. RSSI: 59"""
20-49-05.604000,"""Sensor: 4. RSSI: 73"""
20-49-05.618000,"""Sensor: 1. RSSI: 57"""
20-49-05.622000,"""COUNT 2 1 0 1 0"
20-49-05.624000,[0] 0 0 73 0 0
20-49-05.624000,[1] 0 0 0 0 0
20-49-05.625000,[2] 0 0 0 0 0
20-49-05.626000,[3] 63 0 0 0 0
20-49-05.626000,""""
20-49-05.629000,"""Sensor: 5. RSSI: 94"""
20-49-05.630000,"""Sensor: 3. RSSI: 75"""
20-49-05.638000,"""Sensor: 1. RSSI: 57"""
20-49-05.639000,"""Sensor: 2. RSSI: 59"""
20-49-05.647000,"""COUNT 1 1 1 0 1"
20-49-05.649000,[0] 0 0 0 0 0
20-49-05.650000,[1] 0 0 0 0 0
20-49-05.651000,[2] 75 0 0 0 0
20-49-05.652000,[3] 64 0 65 0 0
20-49-05.652000,""""
20-49-05.653000,"""Sensor: 4. RSSI: 70"""
20-49-05.654000,"""Sensor: 3. RSSI: 75"""
20-49-05.654000,"""Sensor: 2. RSSI: 59"""
20-49-05.660000,"""Sensor: 1. RSSI: 57"""
20-49-05.666000,"""Sensor: 4. RSSI: 72"""
20-49-05.672000,"""COUNT 1 1 1 2 0"
20-49-05.673000,[0] 0 47 0 0 0
20-49-05.674000,[1] 0 0 0 0 0
20-49-05.677000,[2] 0 0 0 0 0
20-49-05.677000,[3] 0 0 66 0 0
20-49-05.678000,""""
20-49-05.679000,"""Sensor: 3. RSSI: 77"""
20-49-05.679000,"""Sensor: 1. RSSI: 57"""
20-49-05.680000,"""Sensor: 2. RSSI: 59"""
20-49-05.686000,"""Sensor: 4. RSSI: 72"""
20-49-05.693000,"""Sensor: 3. RSSI: 75"""
20-49-05.698000,"""COUNT 1 1 2 1 0"
20-49-05.698000,[0] 0 0 0 0 0
20-49-05.699000,[1] 48 0 0 0 0
20-49-05.700000,[2] 0 0 0 0 0
20-49-05.701000,[3] 0 0 67 0 0
20-49-05.702000,""""
20-49-05.702000,"""Sensor: 1. RSSI: 57"""
20-49-05.703000,"""Sensor: 2. RSSI: 59"""
20-49-05.707000,"""Sensor: 4. RSSI: 70"""
20-49-05.710000,"""Sensor: 5. RSSI: 90"""
20-49-05.713000,"""Sensor: 3. RSSI: 75"""
20-49-05.724000,"""COUNT 1 1 1 1 1"
20-49-05.726000,[0] 0 0 72 63 0
20-49-05.726000,[1] 0 0 0 0 67
20-49-05.727000,[2] 0 0 0 0 0
20-49-05.728000,[3] 0 0 68 0 0
20-49-05.728000,""""
20-49-05.729000,"""Sensor: 1. RSSI: 57"""
20-49-05.730000,"""Sensor: 2. RSSI: 59"""
20-49-05.731000,"""Sensor: 4. RSSI: 72"""
20-49-05.733000,"""Sensor: 3. RSSI: 77"""
20-49-05.742000,"""Sensor: 1. RSSI: 57"""
20-49-05.742000,"""Sensor: 2. RSSI: 59"""
20-49-05.749000,"""COUNT 2 2 1 1 0"
20-49-05.749000,[0] 0 0 0 0 0
20-49-05.750000,[1] 0 0 0 0 67
20-49-05.751000,[2] 74 0 0 0 0
20-49-05.752000,[3] 64 0 66 0 0
20-49-05.752000,""""
20-49-05.753000,"""Sensor: 3. RSSI: 77"""
20-49-05.760000,"""Sensor: 4. RSSI: 71"""
20-49-05.761000,"""Sensor: 1. RSSI: 57"""
20-49-05.763000,"""Sensor: 2. RSSI: 59"""
20-49-05.774000,"""COUNT 1 1 1 1 0"
20-49-05.775000,[0] 0 0 0 0 0
20-49-05.776000,[1] 0 0 0 0 66
20-49-05.777000,[2] 75 0 0 0 0
20-49-05.778000,[3] 64 0 67 0 0
20-49-05.779000,""""
20-49-05.781000,"""Sensor: 3. RSSI: 76"""
20-49-05.783000,"""Sensor: 2. RSSI: 59"""
20-49-05.786000,"""Sensor: 4. RSSI: 71"""
20-49-05.798000,"""COUNT 0 1 1 1 0"
20-49-05.800000,[0] 0 0 0 0 0
20-49-05.800000,[1] 0 0 0 0 67
20-49-05.802000,[2] 75 0 0 0 0
20-49-05.803000,[3] 63 0 67 0 0
20-49-05.804000,""""
20-49-05.804000,"""Sensor: 1. RSSI: 57"""
20-49-05.805000,"""Sensor: 5. RSSI: 95"""
20-49-05.806000,"""Sensor: 2. RSSI: 59"""
20-49-05.806000,"""Sensor: 3. RSSI: 76"""
20-49-05.809000,"""Sensor: 4. RSSI: 70"""
20-49-05.823000,"""COUNT 1 1 1 1 1"
20-49-05.824000,[0] 0 0 0 0 0
20-49-05.825000,[1] 0 0 0 0 68
20-49-05.826000,[2] 0 0 0 0 0
20-49-05.827000,[3] 64 0 66 0 0
20-49-05.827000,""""
20-49-05.828000,"""Sensor: 5. RSSI: 94"""
20-49-05.829000,"""Sensor: 2. RSSI: 59"""
20-49-05.831000,"""Sensor: 4. RSSI: 73"""
20-49-05.832000,"""Sensor: 3. RSSI: 76"""
20-49-05.844000,"""Sensor: 1. RSSI: 57"""
20-49-05.848000,"""COUNT 1 1 1 1 1"
20-49-05.849000,[0] 0 0 0 0 0
20-49-05.850000,[1] 0 0 0 0 0
20-49-05.852000,[2] 75 0 0 0 0
20-49-05.853000,[3] 64 0 0 0 0
20-49-05.853000,""""
20-49-05.854000,"""Sensor: 4. RSSI: 72"""
20-49-05.854000,"""Sensor: 3. RSSI: 76"""
20-49-05.861000,"""Sensor: 5. RSSI: 96"""
20-49-05.863000,"""Sensor: 1. RSSI: 57"""
20-49-05.865000,"""Sensor: 2. RSSI: 59"""
20-49-05.873000,"""COUNT 1 1 1 1 1"
20-49-05.874000,[0] 0 0 0 0 0
20-49-05.875000,[1] 0 0 0 0 66
20-49-05.878000,[2] 74 0 0 0 0
20-49-05.878000,[3] 63 0 0 0 0
20-49-05.879000,""""
20-49-05.879000,"""Sensor: 4. RSSI: 70"""
20-49-05.880000,"""Sensor: 3. RSSI: 76"""
20-49-05.880000,"""Sensor: 1. RSSI: 57"""
20-49-05.883000,"""Sensor: 2. RSSI: 59"""
20-49-05.892000,"""Sensor: 4. RSSI: 71"""
20-49-05.893000,"""Sensor: 3. RSSI: 75"""
20-49-05.899000,"""COUNT 1 1 2 2 0"
20-49-05.900000,[0] 0 51 0 63 66
20-49-05.901000,[1] 47 0 0 0 0
20-49-05.902000,[2] 0 0 0 0 0
20-49-05.903000,[3] 0 0 66 0 0
20-49-05.904000,""""
20-49-05.904000,"""Sensor: 1. RSSI: 57"""
20-49-05.905000,"""Sensor: 2. RSSI: 59"""
20-49-05.911000,"""Sensor: 4. RSSI: 71"""
20-49-05.912000,"""Sensor: 3. RSSI: 75"""
20-49-05.916000,"""Sensor: 1. RSSI: 57"""
20-49-05.922000,"""COUNT 2 1 1 1 0"
20-49-05.923000,[0] 0 0 74 0 0
20-49-05.924000,[1] 0 0 0 0 67
20-49-05.925000,[2] 0 0 0 0 0
20-49-05.927000,[3] 63 0 67 0 0
20-49-05.928000,""""
20-49-05.929000,"""Sensor: 2. RSSI: 59"""
20-49-05.932000,"""Sensor: 4. RSSI: 73"""
20-49-05.933000,"""Sensor: 3. RSSI: 76"""
20-49-05.937000,"""Sensor: 1. RSSI: 57"""
20-49-05.948000,"""COUNT 1 1 1 1 0"
20-49-05.948000,[0] 0 0 0 0 0
20-49-05.949000,[1] 0 0 0 0 67
20-49-05.951000,[2] 75 0 0 0 0
20-49-05.951000,[3] 65 0 67 0 0
20-49-05.952000,""""
20-49-05.952000,"""Sensor: 2. RSSI: 59"""
20-49-05.954000,"""Sensor: 4. RSSI: 72"""
20-49-05.955000,"""Sensor: 3. RSSI: 76"""
20-49-05.958000,"""Sensor: 1. RSSI: 57"""
20-49-05.968000,"""Sensor: 2. RSSI: 59"""
20-49-05.974000,"""COUNT 1 2 1 1 0"
20-49-05.975000,[0] 0 47 0 0 0
20-49-05.975000,[1] 47 0 0 0 66
20-49-05.976000,[2] 76 0 0 0 0
20-49-05.977000,[3] 65 0 66 0 0
20-49-05.978000,""""
20-49-05.979000,"""Sensor: 3. RSSI: 76"""
20-49-05.981000,"""Sensor: 1. RSSI: 57"""
20-49-05.984000,"""Sensor: 5. RSSI: 95"""
20-49-05.985000,"""Sensor: 4. RSSI: 70"""
20-49-05.987000,"""Sensor: 2. RSSI: 59"""
20-49-05.998000,"""COUNT 1 1 1 1 1"
20-49-05.998000,[0] 0 0 0 0 67
20-49-06.000000,[1] 48 0 0 0 66
20-49-06.001000,[2] 0 0 0 0 0
20-49-06.001000,[3] 0 0 66 0 0
20-49-06.002000,""""
20-49-06.003000,"""Sensor: 1. RSSI: 57"""
20-49-06.005000,"""Sensor: 4. RSSI: 71"""
20-49-06.007000,"""Sensor: 2. RSSI: 59"""
20-49-06.014000,"""Sensor: 3. RSSI: 76"""
20-49-06.022000,"""COUNT 1 1 1 1 0"
20-49-06.023000,[0] 0 0 0 62 0
20-49-06.024000,[1] 0 0 0 0 67
20-49-06.025000,[2] 0 0 0 0 0
20-49-06.026000,[3] 63 0 0 0 0
20-49-06.026000,""""
20-49-06.028000,"""Sensor: 1. RSSI: 57"""
20-49-06.029000,"""Sensor: 2. RSSI: 59"""
20-49-06.030000,"""Sensor: 3. RSSI: 77"""
20-49-06.034000,"""Sensor: 4. RSSI: 70"""
20-49-06.048000,"""COUNT 1 1 1 1 0"
20-49-06.049000,[0] 0 0 0 0 0
20-49-06.050000,[1] 0 0 0 0 66
20-49-06.053000,[2] 75 0 0 0 0
20-49-06.053000,[3] 65 0 66 0 0
20-49-06.054000,""""
20-49-06.054000,"""Sensor: 1. RSSI: 57"""
20-49-06.055000,"""Sensor: 2. RSSI: 59"""
20-49-06.055000,"""Sensor: 4. RSSI: 71"""
20-49-06.066000,"""Sensor: 5. RSSI: 94"""
20-49-06.073000,"""COUNT 1 1 0 1 1"
20-49-06.074000,[0] 0 47 0 0 66
20-49-06.075000,[1] 0 0 0 0 0
20-49-06.075000,[2] 0 0 0 0 0
20-49-06.076000,[3] 65 0 0 0 0
20-49-06.077000,""""
20-49-06.078000,"""Sensor: 1. RSSI: 57"""
20-49-06.079000,"""Sensor: 4. RSSI: 72"""
20-49-06.080000,"""Sensor: 3. RSSI: 76"""
20-49-06.086000,"""Sensor: 5. RSSI: 92"""
20-49-06.089000,"""Sensor: 2. RSSI: 59"""
20-49-06.098000,"""COUNT 1 1 1 1 1"
20-49-06.098000,[0] 0 0 0 0 0
20-49-06.099000,[1] 0 0 0 0 67
20-49-06.100000,[2] 0 0 0 0 0
20-49-06.101000,[3] 0 0 66 0 0
20-49-06.102000,""""
20-49-06.103000,"""Sensor: 4. RSSI: 72"""
20-49-06.103000,"""Sensor: 3. RSSI: 76"""
20-49-06.106000,"""Sensor: 5. RSSI: 92"""
20-49-06.110000,"""Sensor: 2. RSSI: 59"""
20-49-06.115000,"""Sensor: 1. RSSI: 57"""
20-49-06.117000,"""Sensor: 4. RSSI: 72"""
20-49-06.124000,"""COUNT 1 1 1 2 1"
20-49-06.127000,[0] 0 0 0 0 66
20-49-06.128000,[1] 47 0 0 0 67
20-49-06.128000,[2] 0 88 0 0 0
20-49-06.129000,[3] 0 0 66 0 0
20-49-06.130000,""""
20-49-06.131000,"""Sensor: 3. RSSI: 76"""
20-49-06.132000,"""Sensor: 2. RSSI: 59"""
20-49-06.137000,"""Sensor: 4. RSSI: 70"""
20-49-06.140000,"""Sensor: 1. RSSI: 57"""
20-49-06.149000,"""COUNT 1 1 1 1 0"
20-49-06.150000,[0] 0 47 72 63 0
20-49-06.151000,[1] 47 0 0 0 0
20-49-06.151000,[2] 0 0 0 0 0
20-49-06.152000,[3] 0 0 66 0 0
20-49-06.153000,""""
20-49-06.153000,"""Sensor: 1. RSSI: 57"""
20-49-06.156000,"""Sensor: 2. RSSI: 59"""
20-49-06.159000,"""Sensor: 5. RSSI: 96"""
20-49-06.170000,"""Sensor: 1. RSSI: 57"""
20-49-06.173000,"""COUNT 2 1 0 0 1"
20-49-06.176000,[0] 0 0 0 0 66
20-49-06.177000,[1] 47 0 0 0 67
20-49-06.178000,[2] 0 0 0 0 0
20-49-06.178000,[3] 0 0 0 0 0
20-49-06.179000,""""
20-49-06.180000,"""Sensor: 2. RSSI: 59"""
20-49-06.183000,"""Sensor: 3. RSSI: 76"""
20-49-06.186000,"""Sensor: 4. RSSI: 72"""
20-49-06.188000,"""Sensor: 5. RSSI: 96"""
20-49-06.194000,"""Sensor: 2. RSSI: 59"""
20-49-06.195000,"""Sensor: 1. RSSI: 57"""
20-49-06.199000,"""COUNT 1 2 1 1 1"
20-49-06.200000,[0] 0 0 0 0 0
20-49-06.201000,[1] 0 0 0 0 67
20-49-06.202000,[2] 0 89 0 0 0
20-49-06.202000,[3] 0 0 67 0 0
20-49-06.211000,""""
20-49-06.211000,"""Sensor: 1. RSSI: 57"""
20-49-06.212000,"""Sensor: 3. RSSI: 75"""
20-49-06.213000,"""Sensor: 4. RSSI: 72"""
20-49-06.214000,"""Sensor: 2. RSSI: 59"""
20-49-06.219000,"""Sensor: 1. RSSI: 57"""
20-49-06.224000,"""COUNT 2 1 1 1 0"
20-49-06.225000,[0] 0 0 0 0 0
20-49-06.226000,[1] 47 0 0 0 66
20-49-06.227000,[2] 0 90 0 0 0
20-49-06.228000,[3] 0 0 68 0 0
20-49-06.228000,""""
20-49-06.230000,"""Sensor: 3. RSSI: 76"""
20-49-06.231000,"""Sensor: 5. RSSI: 93"""
20-49-06.231000,"""Sensor: 4. RSSI: 71"""
20-49-06.233000,"""Sensor: 2. RSSI: 59"""
20-49-06.239000,"""Sensor: 1. RSSI: 57"""
20-49-06.249000,"""COUNT 1 1 1 1 1"
20-49-06.250000,[0] 0 0 0 63 0
20-49-06.251000,[1] 47 0 0 0 66
20-49-06.252000,[2] 0 0 0 0 0
20-49-06.252000,[3] 0 0 67 0 0
20-49-06.253000,""""
20-49-06.253000,"""Sensor: 5. RSSI: 92"""
20-49-06.254000,"""Sensor: 4. RSSI: 71"""
20-49-06.256000,"""Sensor: 2. RSSI: 59"""
20-49-06.259000,"""Sensor: 1. RSSI: 57"""
20-49-06.273000,"""COUNT 1 1 0 1 1"
20-49-06.274000,[0] 0 0 0 0 0
20-49-06.275000,[1] 0 0 0 0 66
20-49-06.275000,[2] 0 0 0 0 0
20-49-06.275000,[3] 65 0 0 0 0
20-49-06.275000,""""
20-49-06.276000,"""Sensor: 5. RSSI: 91"""
20-49-06.279000,"""Sensor: 5. RSSI: 91"""
20-49-06.280000,"""Sensor: 4. RSSI: 72"""
20-49-06.280000,"""Sensor: 2. RSSI: 59"""
20-49-06.281000,"""Sensor: 1. RSSI: 57"""
20-49-06.282000,"""Sensor: 3. RSSI: 75"""
20-49-06.290000,"""Sensor: 5. RSSI: 94"""
20-49-06.292000,"""Sensor: 4. RSSI: 72"""
20-49-06.297000,"""COUNT 1 1 1 2 2"
20-49-06.299000,[0] 0 0 0 0 0
20-49-06.300000,[1] 0 0 0 0 0
20-49-06.301000,[2] 0 87 0 0 0
20-49-06.301000,[3] 65 0 66 0 0
20-49-06.302000,""""
20-49-06.312000,"""Sensor: 4. RSSI: 71"""
20-49-06.314000,"""Sensor: 2. RSSI: 59"""
20-49-06.321000,"""COUNT 0 1 0 1 0"
20-49-06.322000,[0] 0 0 0 0 0
20-49-06.323000,[1] 0 0 0 0 67
20-49-06.323000,[2] 0 0 0 0 0
20-49-06.324000,[3] 0 0 0 0 0
20-49-06.325000,""""
20-49-06.326000,"""Sensor: 1. RSSI: 57"""
20-49-06.327000,"""Sensor: 2. RSSI: 59"""
20-49-06.332000,"""Sensor: 4. RSSI: 72"""
20-49-06.348000,"""COUNT 1 1 0 1 0"
20-49-06.348000,[0] 0 0 0 0 0
20-49-06.349000,[1] 47 0 0 0 0
20-49-06.350000,[2] 0 0 0 0 0
20-49-06.351000,[3] 0 0 0 0 0
20-49-06.352000,""""
20-49-06.353000,"""Sensor: 3. RSSI: 76"""
20-49-06.353000,"""Sensor: 2. RSSI: 59"""
20-49-06.365000,"""Sensor: 5. RSSI: 94"""
20-49-06.367000,"""Sensor: 1. RSSI: 57"""
20-49-06.374000,"""COUNT 1 1 1 0 1"
20-49-06.374000,[0] 0 0 72 0 0
20-49-06.375000,[1] 0 0 0 0 67
20-49-06.376000,[2] 75 84 0 0 0
20-49-06.376000,[3] 0 0 67 0 0
20-49-06.378000,""""
20-49-06.378000,"""Sensor: 3. RSSI: 76"""
20-49-06.379000,"""Sensor: 4. RSSI: 72"""
20-49-06.380000,"""Sensor: 2. RSSI: 59"""
20-49-06.388000,"""Sensor: 1. RSSI: 57"""
20-49-06.392000,"""Sensor: 3. RSSI: 76"""
20-49-06.398000,"""COUNT 1 1 2 1 0"
20-49-06.399000,[0] 0 48 0 0 0
20-49-06.399000,[1] 0 0 0 0 67
20-49-06.400000,[2] 0 85 0 0 0
20-49-06.400000,[3] 0 0 0 0 0
20-49-06.401000,""""
20-49-06.409000,"""Sensor: 5. RSSI: 96"""
20-49-06.412000,"""Sensor: 3. RSSI: 76"""
20-49-06.415000,"""Sensor: 4. RSSI: 72"""
20-49-06.417000,"""Sensor: 2. RSSI: 59"""
20-49-06.423000,"""COUNT 0 1 1 1 1"
20-49-06.424000,[0] 0 0 0 0 0
20-49-06.426000,[1] 0 0 0 0 67
20-49-06.427000,[2] 75 0 0 0 0
20-49-06.427000,[3] 0 0 66 0 0
20-49-06.428000,""""
20-49-06.433000,"""Sensor: 3. RSSI: 76"""
20-49-06.435000,"""Sensor: 4. RSSI: 71"""
20-49-06.441000,"""Sensor: 2. RSSI: 59"""
20-49-06.443000,"""Sensor: 1. RSSI: 57"""
20-49-06.449000,"""COUNT 1 1 1 1 0"
20-49-06.451000,[0] 0 48 73 0 0
20-49-06.452000,[1] 0 0 0 0 67
20-49-06.452000,[2] 0 87 0 0 0
20-49-06.454000,[3] 64 0 67 0 0
20-49-06.454000,""""
20-49-06.455000,"""Sensor: 3. RSSI: 76"""
