23-03-06.055000,"""Scanner enabled\r\n""" 
23-07-51.710000,"3 47"""
23-07-51.713000,"1 55"""
23-07-51.717000,C 2 1 2 1 1 1 0 1
23-07-51.717000, 0 0 56 46 60 52 46 0
23-07-51.718000, 0 0 0 0 0 0 0 0
23-07-51.718000, 0 0 0 44 44 0 0 0
23-07-51.718000, 0 44 0 0 44 0 0 0
23-07-51.719000, 0 44 0 0 0 0 0 0
23-07-51.719000, 0 0 44 44 44 0 0 0
23-07-51.719000," ""6 49"""
23-07-51.720000,"2 44"""
23-07-51.720000,"7 46"""
23-07-51.721000,"4 45"""
23-07-51.721000,"8 50"""
23-07-51.721000,"3 47"""
23-07-51.722000,"1 55"""
23-07-51.722000,C 1 1 1 1 0 1 1 1
23-07-51.722000, 0 0 0 46 0 0 0 0
23-07-51.723000, 0 0 0 0 0 0 0 0
23-07-51.723000, 0 0 0 0 0 0 0 0
23-07-51.724000, 0 0 0 0 0 0 0 0
23-07-51.724000, 0 0 0 0 0 0 0 0
23-07-51.724000, 52 0 44 0 0 0 47 0
23-07-51.732000," 0 0 0 0 0""6 49"""
23-07-51.733000,"1 55"""
23-07-51.733000,"2 44"""
23-07-51.734000,"3 47"""
23-07-51.734000,"4 45"""
23-07-51.734000,"5 56"""
23-07-51.735000,"7 46"""
23-07-51.735000,"6 48"""
23-07-51.736000,"1 55"""
23-07-51.737000,C 2 1 1 1 1 2 1 0
23-07-51.737000, 0 0 0 0 63 0 0 0
23-07-51.737000, 0 0 0 0 0 0 0 0
23-07-51.738000, 0 0 0 0 0 0 0 0
23-07-51.738000, 0 0 0 0 0 0 0 0
23-07-51.739000, 0 0 0 0 0 0 0 0
23-07-51.739000, 52 44 44 44 44 0 47 0
23-07-51.739000," 46 0 4""3 47"""
23-07-51.742000,"4 45"""
23-07-51.743000,"8 49"""
23-07-51.743000,"5 56"""
23-07-51.744000,"7 46"""
23-07-51.744000,"6 49"""
23-07-51.744000,"1 55"""
23-07-51.748000,"2 44"""
23-07-51.752000,"3 47"""
23-07-51.773000,C 1 1 2 1 1 1 1 1
23-07-51.774000, 0 0 0 0 0 0 0 0
23-07-51.775000, 67 0 44 44 44 0 0 0
23-07-51.776000, 57 0 0 44 44 0 0 0
23-07-51.776000, 46 0 44 0 44 0 0 0
23-07-51.777000, 59 0 0 0 0 0 0 0
23-07-51.777000," 52 44 44 44 44 0 47 0""4 45"""
23-07-51.778000,"5 56"""
23-07-51.779000,"7 46"""
23-07-51.780000,"1 55"""
23-07-51.781000,"6 49"""
23-07-51.790000,"2 44"""
23-07-51.790000,"3 47"""
23-07-51.791000,"8 49"""
23-07-51.792000,"4 45"""
23-07-51.794000,"5 56"""
23-07-51.815000,C 1 1 1 2 2 1 1 1
23-07-51.822000, 0 0 0 0 0 0 0 0
23-07-51.827000, 67 0 44 44 44 0 0 0
23-07-51.836000, 57 0 0 44 44 0 0 0
23-07-51.847000, 46 44 44 0 44 0 0 0
23-07-51.860000, 59 0 0 0 0 0 0 0
23-07-51.872000," 52 44 44 0 44 0 47 0""1 55"""
23-07-51.888000,"7 46"""
23-07-51.900000,"6 49"""
23-07-52.157000,"2 44"""
23-07-52.318000,"8 49"""
23-07-52.319000,"4 45"""
23-07-52.319000,"5 56"""
23-07-52.319000,"1 55"""
23-07-52.319000,"7 46"""
23-07-52.320000,C 2 1 0 1 1 1 2 1
23-07-52.320000, 0 0 0 0 0 0 0 53
23-07-52.321000, 0 0 0 0 0 0 0 0
23-07-52.321000, 0 0 0 0 0 0 0 0
23-07-52.321000, 46 44 0 0 44 0 0 0
23-07-52.324000, 59 44 0 0 0 0 0 0
23-07-52.324000, 0 0 0 0 0 0 0 0
23-07-52.325000," 0 44 0 ""2 44"""
23-07-52.325000,"6 49"""
23-07-52.326000,"3 47"""
23-07-52.326000,"4 45"""
23-07-52.326000,"8 49"""
23-07-52.329000,"5 56"""
23-07-52.332000,"7 46"""
23-07-52.333000,C 0 1 1 1 1 1 1 1
23-07-52.333000, 0 0 0 0 0 0 0 0
23-07-52.334000, 0 0 0 0 0 0 0 44
23-07-52.334000, 0 0 0 0 0 0 0 0
23-07-52.335000, 0 0 0 0 0 0 0 0
23-07-52.335000, 0 44 0 0 0 0 0 0
23-07-52.336000, 0 0 0 0 0 0 0 0
23-07-52.336000," 0 0 0 44 44""2 44"""
23-07-52.337000,"8 49"""
23-07-52.337000,"3 47"""
23-07-52.340000,"4 45"""
23-07-52.340000,"5 56"""
23-07-52.340000,"6 49"""
23-07-52.341000,"2 44"""
23-07-52.341000,"1 55"""
23-07-52.341000,C 1 2 1 1 1 1 0 1
23-07-52.342000, 0 0 57 46 60 0 0 0
23-07-52.342000, 0 0 0 0 0 44 44 45
23-07-52.343000, 0 0 0 0 44 0 0 0
23-07-52.343000, 0 0 44 0 44 0 0 0
23-07-52.344000, 0 0 0 0 0 0 0 0
23-07-52.344000, 0 0 44 44 44 0 48 0
23-07-52.344000," ""3 47"""
23-07-52.345000,"2 44"""
23-07-52.345000,"5 56"""
23-07-52.345000,"6 49"""
23-07-52.347000,"7 46"""
23-07-52.348000,"1 55"""
23-07-52.348000,"8 49"""
23-07-52.349000,"3 47"""
23-07-52.352000,C 1 1 2 0 1 1 1 1
23-07-52.353000, 0 0 57 0 60 0 0 0
23-07-52.353000, 0 0 0 0 0 0 0 0
23-07-52.353000, 0 0 0 0 44 0 0 0
23-07-52.354000, 0 0 0 0 0 0 0 0
23-07-52.354000, 0 0 44 0 0 0 0 0
23-07-52.355000, 52 44 44 0 44 0 0 0
23-07-52.355000," 46 44""5 56"""
23-07-52.355000,"6 49"""
23-07-52.356000,"7 46"""
23-07-52.356000,"1 55"""
23-07-52.357000,"3 47"""
23-07-52.357000,"8 49"""
23-07-52.357000,"5 56"""
23-07-52.358000,C 1 0 1 0 2 1 1 1
23-07-52.358000, 0 0 57 0 0 0 0 0
23-07-52.359000, 0 0 0 0 0 0 0 0
23-07-52.359000, 57 0 0 0 0 0 0 0
23-07-52.359000, 0 0 0 0 0 0 0 0
23-07-52.360000, 59 0 44 0 0 0 0 0
23-07-52.360000, 0 0 0 0 0 0 0 0
23-07-52.366000," 46 44 44 ""6 49"""
23-07-52.367000,"7 46"""
23-07-52.367000,"3 47"""
23-07-52.368000,"8 48"""
23-07-52.368000,"4 45"""
23-07-52.369000,"1 55"""
23-07-52.370000,C 1 0 1 1 0 1 1 1
23-07-52.371000, 0 0 0 0 0 0 0 0
23-07-52.372000, 0 0 0 0 0 0 0 0
23-07-52.372000, 57 0 0 0 0 0 0 0
23-07-52.373000, 46 0 44 0 44 0 0 0
23-07-52.373000, 0 0 0 0 0 0 0 0
23-07-52.373000, 0 0 44 44 44 0 47 0
23-07-52.374000," 0 0 4""6 49"""
23-07-52.374000,"7 46"""
23-07-52.379000,"2 44"""
23-07-52.381000,"3 47"""
23-07-52.381000,"4 45"""
23-07-52.382000,"8 47"""
23-07-52.382000,"5 56"""
23-07-52.383000,"1 55"""
23-07-52.383000,"6 49"""
23-07-52.384000,C 1 1 1 1 1 2 1 1
23-07-52.384000, 0 0 0 0 0 0 0 51
23-07-52.385000, 67 0 0 0 0 0 0 0
23-07-52.385000, 0 0 0 0 0 0 0 0
23-07-52.386000, 0 0 0 0 0 0 0 0
23-07-52.386000, 59 44 44 0 0 0 0 0
23-07-52.386000, 0 44 44 44 44 0 47 0
23-07-52.387000," 0 0""2 44"""
23-07-52.387000,"3 47"""
23-07-52.390000,"5 56"""
23-07-52.390000,"4 45"""
23-07-52.391000,"7 46"""
23-07-52.391000,"8 46"""
23-07-52.392000,"2 44"""
23-07-52.392000,"3 47"""
23-07-52.392000,C 0 2 2 1 1 0 1 1
23-07-52.393000, 0 0 0 0 0 0 0 0
23-07-52.393000, 0 0 0 0 0 0 0 44
23-07-52.393000, 0 44 0 0 0 0 0 0
23-07-52.394000, 0 0 0 0 0 0 0 0
23-07-52.394000, 0 0 44 0 0 0 0 0
23-07-52.394000, 0 0 0 0 0 0 0 0
23-07-52.395000," 0 0 44 44 ""5 56"""
23-07-52.395000,"2 44"""
23-07-52.396000,"4 45"""
23-07-52.396000,"1 54"""
23-07-52.397000,"7 47"""
23-07-52.397000,"6 49"""
23-07-52.398000,"3 46"""
23-07-52.398000,"8 46"""
23-07-52.399000,"5 56"""
23-07-52.403000,C 1 1 1 1 2 1 1 1
23-07-52.404000, 0 0 59 47 64 0 46 0
23-07-52.404000, 0 0 0 0 0 44 44 0
23-07-52.405000, 0 0 0 0 0 0 0 0
23-07-52.405000, 0 0 44 0 44 0 0 0
23-07-52.406000, 0 0 44 0 0 0 0 0
23-07-52.406000, 52 0 44 44 44 0 47 0
23-07-52.406000,"""2 44"""
23-07-52.407000,"4 45"""
23-07-52.407000,"1 54"""
23-07-52.407000,"7 47"""
23-07-52.408000,"3 47"""
23-07-52.408000,"8 46"""
23-07-52.408000,"5 56"""
23-07-52.409000,C 1 1 1 1 1 0 1 1
23-07-52.409000, 0 0 0 0 0 0 0 0
23-07-52.410000, 0 0 0 0 0 0 0 0
23-07-52.410000, 0 0 0 0 0 0 0 0
23-07-52.410000, 0 0 0 0 0 0 0 0
23-07-52.411000, 0 0 44 0 0 0 0 0
23-07-52.411000, 0 0 0 0 0 0 0 0
23-07-52.418000," 46 44 44 0 4""1 54"""
23-07-52.418000,"7 47"""
23-07-52.418000,"2 44"""
23-07-52.419000,"3 47"""
23-07-52.419000,"4 45"""
23-07-52.420000,"8 46"""
23-07-52.420000,"5 56"""
23-07-52.420000,"7 46"""
23-07-52.421000,C 1 1 1 1 1 0 2 1
23-07-52.421000, 0 0 0 0 0 0 0 0
23-07-52.422000, 0 0 0 0 0 0 0 0
23-07-52.424000, 0 0 0 0 0 0 0 0
23-07-52.425000, 0 0 0 0 0 0 0 0
23-07-52.425000, 59 44 44 0 0 0 0 0
23-07-52.425000, 0 0 0 44 44 0 47 0
23-07-52.428000," 0 44 44""6 49"""
23-07-52.429000,"3 47"""
23-07-52.429000,"4 45"""
23-07-52.431000,"8 46"""
23-07-52.431000,"5 56"""
23-07-52.432000,"1 54"""
23-07-52.432000,"7 46"""
23-07-52.433000,"2 44"""
23-07-52.541000,"3 47"""
23-07-52.629000,C 1 1 2 1 1 1 1 1
23-07-52.670000, 0 0 0 0 0 0 0 0
23-07-52.674000, 68 0 0 0 0 0 0 0
23-07-52.674000, 58 44 0 0 0 0 0 0
23-07-52.675000, 0 0 0 0 0 0 0 0
23-07-52.675000, 59 44 44 0 0 0 0 0
23-07-52.675000, 0 0 0 0 0 0 0 0
23-07-52.676000," 0 44 44""8 46"""
23-07-52.676000,"5 56"""
23-07-52.676000,"1 54"""
23-07-52.677000,"7 46"""
23-07-52.755000,"2 44"""
23-07-52.820000,"6 49"""
23-07-52.824000,"3 47"""
23-07-52.837000,"4 45"""
23-07-52.838000,"8 46"""
23-07-52.839000,"5 56"""
23-07-52.840000,C 1 1 1 1 2 1 1 2
23-07-52.842000, 0 0 0 0 0 0 0 51
23-07-52.847000, 68 0 0 0 0 0 0 0
23-07-52.849000, 58 44 0 0 0 0 0 0
23-07-52.850000, 0 44 44 0 44 0 0 0
23-07-52.851000, 0 44 44 0 0 0 0 0
23-07-52.858000, 0 0 0 0 44 0 47 0
23-07-52.859000," 0 ""2 44"""
23-07-52.861000,"7 47"""
23-07-52.870000,"6 49"""
23-07-52.871000,"4 45"""
23-07-52.873000,"5 56"""
23-07-52.878000,"8 46"""
23-07-52.893000,C 0 1 0 1 1 1 1 1
23-07-52.901000, 0 0 0 0 0 0 0 0
23-07-52.909000, 0 0 0 44 44 44 44 0
23-07-52.920000, 0 0 0 0 0 0 0 0
23-07-52.935000, 0 0 0 0 44 0 0 0
23-07-52.959000, 0 0 0 0 0 0 0 0
23-07-52.961000, 0 0 0 44 44 0 0 0
23-07-52.986000," 0 0 0 ""2 44"""
23-07-53.022000,"7 47"""
23-07-53.022000,"3 47"""
23-07-53.023000,"6 49"""
23-07-53.023000,"4 45"""
23-07-53.023000,"5 56"""
23-07-53.024000,"8 46"""
23-07-53.024000,"2 44"""
23-07-53.025000,C 0 2 1 1 1 1 1 1
23-07-53.025000, 0 0 0 0 0 0 0 0
23-07-53.026000, 67 0 44 0 44 0 0 0
23-07-53.026000, 0 0 0 0 0 0 0 0
23-07-53.026000, 0 0 44 0 44 0 0 0
23-07-53.027000, 0 0 44 0 0 0 0 0
23-07-53.027000, 52 44 0 44 44 0 47 0
23-07-53.028000," 0 ""7 47"""
23-07-53.028000,"1 54"""
23-07-53.028000,"6 49"""
23-07-53.029000,"2 44"""
23-07-53.029000,"3 47"""
23-07-53.030000,"4 45"""
23-07-53.030000,"8 46"""
23-07-53.034000,"5 56"""
23-07-53.034000,"7 46"""
23-07-53.034000,"1 54"""
23-07-53.035000,"6 49"""
23-07-53.035000,C 2 1 1 1 1 2 2 1
23-07-53.035000, 0 0 57 0 0 0 0 0
23-07-53.036000, 0 0 0 0 0 0 0 0
23-07-53.036000, 0 0 0 0 0 0 0 0
23-07-53.037000, 0 0 0 0 0 0 0 0
23-07-53.037000, 0 0 0 0 0 0 0 0
23-07-53.037000, 0 44 0 44 44 0 47 0
23-07-53.040000," 46 44 0 ""3 47"""
23-07-53.040000,"4 45"""
23-07-53.041000,"8 46"""
23-07-53.041000,"7 46"""
23-07-53.042000,"1 54"""
23-07-53.042000,"6 49"""
23-07-53.043000,"2 44"""
23-07-53.046000,"3 47"""
23-07-53.047000,C 1 1 2 1 0 1 1 1
23-07-53.047000, 0 0 57 0 0 0 0 0
23-07-53.048000, 68 0 44 0 0 0 0 0
23-07-53.049000, 0 0 0 0 0 0 0 0
23-07-53.051000, 46 44 44 0 44 0 0 0
23-07-53.052000, 59 44 44 0 0 0 0 0
23-07-53.052000, 0 0 0 44 44 0 47 0
23-07-53.053000," ""4 45"""
23-07-53.053000,"5 56"""
23-07-53.054000,"1 54"""
23-07-53.054000,"6 49"""
23-07-53.054000,"2 44"""
23-07-53.057000,"7 46"""
23-07-53.058000,"3 47"""
23-07-53.058000,"8 48"""
23-07-53.059000,"4 45"""
23-07-53.059000,"5 56"""
23-07-53.060000,C 1 1 1 2 2 1 1 1
23-07-53.060000, 0 0 57 0 0 0 0 0
23-07-53.061000, 67 0 44 0 0 0 0 0
23-07-53.061000, 58 0 0 0 0 0 0 0
23-07-53.061000, 46 44 44 0 44 0 0 0
23-07-53.062000, 59 44 44 0 0 0 0 0
23-07-53.062000, 0 44 0 0 44 0 0 0
23-07-53.063000," ""1 54"""
23-07-53.063000,"6 49"""
23-07-53.064000,"2 44"""
23-07-53.064000,"7 46"""
23-07-53.065000,"3 47"""
23-07-53.065000,"8 48"""
23-07-53.069000,"4 45"""
23-07-53.069000,"5 56"""
23-07-53.069000,C 1 1 1 1 1 1 1 1
23-07-53.070000, 0 0 0 0 0 0 0 0
23-07-53.070000, 0 0 0 0 0 0 0 0
23-07-53.071000, 58 44 0 0 0 0 0 0
23-07-53.073000, 0 44 44 0 44 0 0 0
23-07-53.073000, 0 44 44 0 0 0 0 0
23-07-53.074000, 0 0 0 0 0 0 0 0
23-07-53.074000," 0 0 0 ""1 54"""
23-07-53.075000,"3 47"""
23-07-53.075000,"2 44"""
23-07-53.076000,"7 47"""
23-07-53.076000,"8 48"""
23-07-53.076000,C 1 1 1 0 0 0 1 1
23-07-53.082000, 0 0 0 0 0 0 0 0
23-07-53.082000, 0 0 0 0 0 0 0 0
23-07-53.083000, 0 0 0 0 0 0 0 0
23-07-53.083000, 0 0 0 0 0 0 0 0
23-07-53.084000, 0 0 0 0 0 0 0 0
23-07-53.084000, 0 0 0 0 0 0 0 0
23-07-53.085000," 0 0 0 0 0 0 0""1 54"""
23-07-53.085000,"3 47"""
23-07-53.085000,"2 44"""
23-07-53.086000,"8 48"""
23-07-53.086000,"4 45"""
23-07-53.087000,"5 56"""
23-07-53.087000,"6 49"""
23-07-53.087000,"7 46"""
23-07-53.088000,"1 54"""
23-07-53.089000,C 2 1 1 1 1 1 1 1
23-07-53.092000, 0 0 57 0 0 0 0 0
23-07-53.093000, 0 0 0 0 0 0 0 0
23-07-53.093000, 0 0 0 0 0 0 0 0
23-07-53.093000, 0 0 44 0 0 0 0 0
23-07-53.094000, 0 0 44 0 0 0 0 0
23-07-53.094000, 52 44 0 44 44 0 48 0
23-07-53.095000," 46 0 ""4 45"""
23-07-53.095000,"5 56"""
23-07-53.097000,"6 49"""
23-07-53.098000,"7 47"""
23-07-53.099000,"2 44"""
23-07-53.100000,C 0 1 0 1 1 1 1 0
23-07-53.105000, 0 0 0 0 0 0 0 0
23-07-53.106000, 0 0 0 0 44 0 0 0
23-07-53.106000, 0 0 0 0 0 0 0 0
23-07-53.107000, 0 44 0 0 44 0 0 0
23-07-53.107000, 0 0 0 0 0 0 0 0
23-07-53.108000, 0 0 0 44 44 0 47 0
23-07-53.108000," 46 0 0 ""4 45"""
23-07-53.109000,"5 56"""
23-07-53.112000,"6 49"""
23-07-53.113000,"7 46"""
23-07-53.117000,"2 44"""
23-07-53.117000,"8 51"""
23-07-53.118000,"4 45"""
23-07-53.235000,"5 57"""
23-07-53.445000,C 0 1 0 2 2 1 1 1
23-07-53.489000, 0 0 0 0 0 0 0 0
23-07-53.566000, 0 0 0 0 44 0 0 0
23-07-53.586000, 0 0 0 0 0 0 0 0
23-07-53.587000, 0 44 0 0 44 0 0 0
23-07-53.591000, 0 44 0 0 0 0 0 0
23-07-53.652000, 0 44 0 44 44 0 47 0
23-07-53.653000," 0 44 ""6 49"""
23-07-53.653000,"7 47"""
23-07-53.654000,"1 55"""
23-07-53.654000,"2 44"""
23-07-53.654000,"8 51"""
23-07-53.655000,"4 45"""
23-07-53.655000,"5 56"""
23-07-53.656000,C 1 1 0 1 1 1 1 1
23-07-53.656000, 0 0 0 0 0 0 0 0
23-07-53.656000, 0 0 0 0 0 0 0 0
23-07-53.657000, 0 0 0 0 0 0 0 0
23-07-53.657000, 0 44 0 0 44 0 0 0
23-07-53.658000, 0 44 44 0 0 0 0 0
23-07-53.658000, 0 44 0 44 44 0 47 0
23-07-53.658000," 0 44 ""6 49"""
23-07-53.659000,"3 47"""
23-07-53.659000,"7 47"""
23-07-53.660000,"2 44"""
23-07-53.660000,"1 55"""
23-07-53.660000,"4 45"""
23-07-53.666000,"8 51"""
23-07-53.667000,"6 49"""
23-07-53.667000,"3 47"""
23-07-53.668000,C 1 1 2 1 0 2 1 1
23-07-53.668000, 0 0 0 0 0 0 0 0
23-07-53.669000, 0 0 44 0 0 0 0 0
23-07-53.669000, 0 0 0 0 0 0 0 50
23-07-53.670000, 0 0 0 0 0 0 0 0
23-07-53.670000, 0 0 0 0 0 0 0 0
23-07-53.671000, 52 0 0 44 0 0 47 0
23-07-53.671000," 0 0 0 0 ""2 44"""
23-07-53.672000,"1 55"""
23-07-53.674000,"8 51"""
23-07-53.675000,"4 45"""
23-07-53.678000,"5 56"""
23-07-53.680000,"6 49"""
23-07-53.680000,"7 47"""
23-07-53.681000,"2 44"""
23-07-53.682000,"1 55"""
23-07-53.682000,C 2 2 0 1 1 1 1 1
23-07-53.683000, 0 0 57 0 0 0 0 0
23-07-53.684000, 0 0 44 0 0 0 0 0
23-07-53.684000, 0 0 0 0 0 0 0 0
23-07-53.685000, 46 0 0 0 44 0 0 0
23-07-53.685000, 59 0 44 0 0 0 0 0
23-07-53.694000, 0 0 0 44 44 0 47 0
23-07-53.695000," 0 0 ""8 52"""
23-07-53.696000,"4 45"""
23-07-53.696000,"5 56"""
23-07-53.697000,"6 49"""
23-07-53.697000,"7 47"""
23-07-53.698000,"3 48"""
23-07-53.698000,"2 44"""
23-07-53.699000,"1 55"""
23-07-53.699000,"8 52"""
23-07-53.700000,C 1 1 1 1 1 1 1 2
23-07-53.700000, 0 0 0 0 0 51 46 73
23-07-53.701000, 67 0 44 0 0 0 0 0
23-07-53.701000, 0 0 0 0 0 0 0 51
23-07-53.702000, 0 44 0 0 44 0 0 0
23-07-53.702000, 0 44 44 0 0 0 0 0
23-07-53.702000, 0 0 0 44 44 0 47 0
23-07-53.706000," ""4 45"""
23-07-53.708000,"5 56"""
23-07-53.709000,"2 44"""
23-07-53.709000,"6 49"""
23-07-53.710000,"3 47"""
23-07-53.710000,"7 47"""
23-07-53.710000,"1 55"""
23-07-53.711000,"8 53"""
23-07-53.711000,"4 45"""
23-07-53.712000,"5 56"""
23-07-53.712000,C 1 1 1 2 2 1 1 1
23-07-53.713000, 0 0 0 46 60 0 0 0
23-07-53.713000, 0 0 0 0 0 0 0 0
23-07-53.717000, 0 0 0 0 0 44 0 51
23-07-53.717000, 0 0 0 0 44 0 0 0
23-07-53.718000, 0 0 0 0 0 0 0 0
23-07-53.718000, 52 0 0 44 44 0 47 0
23-07-53.719000," 46 0""6 49"""
23-07-53.719000,"3 47"""
23-07-53.720000,"7 47"""
23-07-53.720000,"1 55"""
23-07-53.721000,"8 54"""
23-07-53.721000,"4 45"""
23-07-53.722000,"5 57"""
23-07-53.722000,"6 49"""
23-07-53.723000,"3 46"""
23-07-53.723000,"7 47"""
23-07-53.724000,C 1 0 2 1 1 2 2 1
23-07-53.724000, 0 0 0 0 0 0 0 0
23-07-53.730000, 0 0 0 0 0 0 0 0
23-07-53.731000, 0 0 0 0 0 44 0 51
23-07-53.731000, 0 0 0 0 44 0 0 0
23-07-53.732000, 0 0 0 0 0 0 0 0
23-07-53.733000, 52 0 0 44 44 0 47 0
23-07-53.733000," 46 44 ""1 55"""
23-07-53.734000,"2 44"""
23-07-53.734000,"4 45"""
23-07-53.735000,"8 54"""
23-07-53.736000,"5 57"""
23-07-53.736000,"3 46"""
23-07-53.736000,C 1 1 1 1 1 0 0 1
23-07-53.748000, 0 0 0 0 0 0 0 0
23-07-53.748000, 0 0 0 0 0 0 0 0
23-07-53.749000, 0 0 0 0 0 0 0 51
23-07-53.749000, 0 0 0 0 0 0 0 0
23-07-53.752000, 0 0 0 0 0 0 0 0
23-07-53.752000, 0 0 0 0 0 0 0 0
23-07-53.753000," 0 0 0 0 0 0 ""8 54"""
23-07-53.753000,"1 54"""
23-07-53.754000,"2 44"""
23-07-53.754000,C 1 1 0 0 0 0 0 1
23-07-53.755000, 0 0 59 0 0 0 0 0
23-07-53.755000, 66 0 0 0 44 0 0 0
23-07-53.755000, 0 0 0 0 0 0 0 0
23-07-53.758000, 46 44 0 0 44 0 0 0
23-07-53.758000, 59 44 0 0 0 0 0 0
23-07-53.759000, 0 0 0 0 0 0 0 0
23-07-53.759000," 0 0 0""4 45"""
23-07-53.760000,"5 57"""
23-07-53.760000,"3 47"""
23-07-53.760000,"1 55"""
23-07-53.761000,"2 44"""
23-07-53.761000,"8 53"""
23-07-53.762000,"5 57"""
23-07-53.763000,C 1 1 1 1 2 0 0 1
23-07-53.764000, 0 0 0 0 0 0 0 0
23-07-53.764000, 66 0 44 0 0 0 0 0
23-07-53.765000, 0 0 0 0 0 0 0 0
23-07-53.766000, 0 0 0 0 0 0 0 0
23-07-53.770000, 59 44 0 0 0 0 0 0
23-07-53.771000, 0 0 0 0 0 0 0 0
23-07-53.771000," 0 0 0 0 0""1 55"""
23-07-53.772000,"2 44"""
23-07-53.772000,"3 46"""
23-07-53.772000,"8 54"""
23-07-53.774000,"4 45"""
23-07-53.774000,"5 57"""
23-07-53.775000,"1 55"""
23-07-53.775000,C 2 1 1 1 1 0 0 1
23-07-53.776000, 0 0 0 0 0 0 0 62
23-07-53.806000, 66 0 44 0 0 0 0 52
23-07-53.807000, 0 0 0 0 0 0 0 52
23-07-53.807000, 0 0 0 0 44 0 0 0
23-07-53.807000, 0 0 0 0 0 0 0 0
23-07-53.808000, 0 0 0 0 0 0 0 0
23-07-53.808000," 0 0 0 0""2 44"""
23-07-53.809000,"3 46"""
23-07-53.809000,"4 45"""
23-07-53.810000,"8 53"""
23-07-53.810000,"5 57"""
23-07-53.811000,"1 55"""
23-07-53.811000,"2 44"""
23-07-53.811000,"3 46"""
23-07-53.817000,C 1 2 2 1 1 0 0 1
23-07-53.817000, 0 0 0 0 0 0 0 64
23-07-53.842000, 65 0 0 0 0 0 0 52
23-07-53.842000, 57 44 0 0 0 0 0 52
23-07-53.843000, 0 0 0 0 0 0 0 0
23-07-53.866000, 0 0 0 0 0 0 0 0
23-07-53.881000, 0 0 0 0 0 0 0 0
23-07-53.881000," 0 0 0 0""8 53"""
23-07-53.882000,"4 45"""
23-07-53.882000,"5 57"""
23-07-53.883000,"6 49"""
23-07-53.883000,"2 44"""
23-07-53.884000,"7 47"""
23-07-53.885000,"3 46"""
23-07-53.885000,C 0 1 1 1 1 1 1 1
23-07-53.885000, 0 0 0 0 0 0 0 0
23-07-53.886000, 0 0 0 0 0 44 0 52
23-07-53.886000, 0 44 0 0 0 44 44 52
23-07-53.887000, 0 0 0 0 44 0 0 0
23-07-53.887000, 0 0 0 0 0 0 0 0
23-07-53.888000, 0 0 0 44 44 0 0 0
23-07-53.888000," 46 0""8 53"""
23-07-53.891000,"4 45"""
23-07-53.895000,"3 46"""
23-07-53.895000,"5 57"""
23-07-53.896000,"6 49"""
23-07-53.897000,"1 55"""
23-07-53.897000,"8 53"""
23-07-53.898000,C 1 0 1 1 1 1 0 2
23-07-53.898000, 0 0 0 0 0 0 0 0
23-07-53.899000, 0 0 0 0 0 0 0 0
23-07-53.899000, 0 0 0 0 0 0 0 0
23-07-53.902000, 0 0 0 0 0 0 0 0
23-07-53.902000, 0 0 0 0 0 0 0 0
23-07-53.903000, 0 0 0 0 0 0 0 0
23-07-53.903000," 0 0 0 0 0 0 0""5 58"""
23-07-53.904000,"6 49"""
23-07-53.904000,"1 55"""
23-07-53.905000,"3 46"""
23-07-53.905000,"8 53"""
23-07-53.906000,"4 45"""
23-07-53.907000,C 1 0 1 1 1 1 0 1
23-07-53.907000, 0 0 0 0 0 0 0 0
23-07-53.908000, 0 0 0 0 0 0 0 0
23-07-53.909000, 0 0 0 0 0 0 0 0
23-07-53.910000, 0 0 0 0 44 0 0 0
23-07-53.919000, 0 0 0 0 0 0 0 0
23-07-53.919000, 52 0 0 44 0 0 0 0
23-07-53.920000," 0 0 0 0 0 ""6 49"""
23-07-53.920000,"1 55"""
23-07-53.921000,"3 46"""
23-07-53.921000,"8 53"""
23-07-53.921000,"4 45"""
23-07-53.922000,"5 58"""
23-07-53.922000,"6 49"""
23-07-53.923000,"1 55"""
23-07-53.924000,"3 46"""
23-07-53.924000,"2 44"""
23-07-53.924000,C 2 1 2 1 1 2 0 1
23-07-53.927000, 0 0 0 0 0 0 0 0
23-07-53.932000, 65 0 0 44 44 0 0 0
23-07-53.932000, 0 0 0 0 0 44 0 52
23-07-53.933000, 46 0 0 0 0 0 0 0
23-07-53.933000, 0 0 0 0 0 0 0 0
23-07-53.934000, 52 0 0 44 44 0 0 0
23-07-53.934000," 0 0 ""8 53"""
23-07-53.935000,"4 45"""
23-07-53.935000,"6 49"""
23-07-53.936000,"1 55"""
23-07-53.936000,"7 47"""
23-07-53.936000,"2 44"""
23-07-53.937000,C 1 1 0 1 0 1 1 1
23-07-53.937000, 0 0 0 0 0 0 0 0
23-07-53.938000, 65 0 0 0 0 0 0 0
23-07-53.938000, 0 0 0 0 0 0 0 0
23-07-53.941000, 46 0 0 0 44 0 0 0
23-07-53.942000, 0 0 0 0 0 0 0 0
23-07-53.942000, 52 0 0 0 0 0 46 0
23-07-53.943000," 46 0 0 0""2 44"""
23-07-53.943000,"5 57"""
23-07-53.943000,"4 45"""
23-07-53.944000,"1 55"""
23-07-53.944000,"3 47"""
23-07-53.945000,"6 50"""
23-07-53.949000,"7 47"""
23-07-53.950000,"8 53"""
23-07-53.952000,C 1 1 1 1 1 1 1 1
23-07-53.953000, 0 0 0 0 0 0 0 0
