41-29.839,"0 "
41-29.853,"30 "
41-29.854,"F "
41-29.856,"10 "
41-29.858,"D4 "
41-29.859,"1 "
41-29.861,"10 "
41-29.872,"2 "
41-29.874,"50 "
41-29.876,"10 "
41-29.878,"1 "
41-29.893,"10 "
41-29.893,"2 "
41-29.894,"50 "
41-29.896,"10 "
41-29.903,"1 "
41-29.904,"10 "
41-29.905,"2 "
41-29.907,"50 "
41-29.909,"10 "
41-29.922,"1 "
41-29.923,"10 "
41-29.925,"2 "
41-29.926,"50 "
41-29.928,"10 "
41-29.929,"1 "
41-29.937,"10 "
41-29.939,"2 "
41-29.942,"50 "
41-29.943,"10 "
41-29.944,"1 "
41-29.954,"10 "
41-29.955,"2 "
41-29.957,"50 "
41-29.961,"10 "
41-29.968,"1 "
41-29.972,"10 "
41-29.973,"2 "
41-29.975,"50 "
41-29.979,"10 "
41-29.982,"1 "
41-29.984,"10 "
41-29.985,"2 "
41-29.993,"50 "
41-29.994,"10 "
41-29.996,"1 "
41-29.997,"10 "
41-29.999,"2 "
41-30.007,"50 "
41-30.008,"10 "
41-30.009,"1 "
41-30.010,"10 "
41-30.011,"2 "
41-30.027,"50 "
41-30.029,"10 "
41-30.031,"1 "
41-30.037,"10 "
41-30.038,"2 "
41-30.040,"50 "
41-30.042,"10 "
41-30.048,"1 "
41-30.049,"10 "
41-30.051,"2 "
41-30.053,"50 "
41-30.073,"10 "
41-30.074,"1 "
41-30.075,"10 "
41-30.077,"2 "
41-30.078,"50 "
41-30.079,"10 "
41-30.088,"1 "
41-30.089,"10 "
41-30.090,"2 "
41-30.091,"50 "
41-30.093,"10 "
41-30.094,"1 "
41-30.096,"10 "
41-30.102,"2 "
41-30.104,"50 "
41-30.105,"10 "
41-30.106,"1 "
41-30.107,"10 "
41-30.108,"2 "
41-30.109,"50 "
41-30.112,"10 "
41-30.117,"1 "
41-30.122,"10 "
41-30.123,"2 "
41-30.129,"50 "
41-30.132,"10 "
41-30.133,"1 "
41-30.135,"10 "
41-30.136,"2 "
41-30.137,"50 "
41-30.139,"10 "
41-30.141,"1 "
41-30.154,"10 "
41-30.155,"2 "
41-30.156,"50 "
41-30.157,"10 "
41-30.162,"1 "
41-30.167,"10 "
41-30.168,"2 "
41-30.169,"50 "
41-30.170,"10 "
41-30.171,"1 "
41-30.173,"10 "
41-30.176,"2 "
41-30.177,"50 "
41-30.195,"10 "
41-30.197,"1 "
41-30.198,"10 "
41-30.199,"2 "
41-30.201,"50 "
41-30.209,"10 "
41-30.210,"1 "
41-30.212,"10 "
41-30.214,"2 "
41-30.215,"50 "
41-30.223,"10 "
41-30.224,"1 "
41-30.226,"10 "
41-30.230,"2 "
41-30.244,"50 "
41-30.245,"10 "
41-30.246,"1 "
41-30.248,"10 "
41-30.249,"2 "
41-30.252,"50 "
41-30.256,"10 "
41-30.257,"1 "
41-30.259,"10 "
41-30.261,"2 "
41-30.277,"50 "
41-30.278,"10 "
41-30.279,"1 "
41-30.287,"10 "
41-30.295,"2 "
41-30.299,"50 "
41-30.300,"10 "
41-30.302,"1 "
41-30.304,"10 "
41-30.306,"2 "
41-30.308,"50 "
41-30.309,"10 "
41-30.310,"1 "
41-30.312,"10 "
41-30.316,"2 "
41-30.322,"50 "
41-30.324,"10 "
41-30.325,"1 "
41-30.344,"10 "
41-30.349,"2 "
41-30.351,"50 "
41-30.364,"10 "
41-30.375,"1 "
41-30.380,"10 "
41-30.383,"2 "
41-30.386,"50 "
41-30.387,"10 "
41-30.395,"1 "
41-30.403,"10 "
41-30.405,"2 "
41-30.413,"50 "
41-30.419,"10 "
41-30.420,"1 "
41-30.422,"10 "
41-30.423,"2 "
41-30.425,"50 "
41-30.429,"10 "
41-30.442,"1 "
41-30.443,"10 "
41-30.445,"2 "
41-30.446,"50 "
41-30.447,"10 "
41-30.450,"1 "
41-30.453,"10 "
41-30.455,"2 "
41-30.456,"50 "
41-30.457,"10 "
41-30.461,"1 "
41-30.463,"10 "
41-30.466,"2 "
41-30.467,"50 "
41-30.473,"10 "
41-30.474,"1 "
41-30.476,"10 "
41-30.477,"2 "
41-30.478,"50 "
41-30.480,"10 "
41-30.488,"1 "
41-30.492,"10 "
41-30.493,"2 "
41-30.495,"50 "
41-30.499,"10 "
41-30.508,"1 "
41-30.509,"10 "
41-30.511,"2 "
41-30.512,"50 "
41-30.514,"10 "
41-30.520,"1 "
41-30.525,"10 "
41-30.527,"2 "
41-30.539,"50 "
41-30.541,"10 "
41-30.542,"1 "
41-30.545,"10 "
41-30.550,"2 "
41-30.553,"50 "
41-30.560,"10 "
41-30.561,"1 "
41-30.566,"10 "
41-30.570,"2 "
41-30.571,"50 "
41-30.573,"10 "
41-30.574,"1 "
41-30.575,"10 "
41-30.576,"2 "
41-30.578,"50 "
41-30.589,"10 "
41-30.590,"1 "
41-30.591,"10 "
41-30.594,"2 "
41-30.596,"50 "
41-30.610,"10 "
41-30.612,"1 "
41-30.613,"10 "
41-30.615,"2 "
41-30.617,"50 "
41-30.623,"10 "
41-30.624,"1 "
41-30.627,"10 "
41-30.630,"2 "
41-30.636,"50 "
41-30.638,"10 "
41-30.640,"1 "
41-30.641,"10 "
41-30.649,"2 "
41-30.651,"50 "
41-30.653,"10 "
41-30.658,"1 "
41-30.660,"20 "
41-30.662,"9 "
41-30.667,"10 "
41-30.672,"1 "
41-30.676,"10 "
41-30.677,"2 "
41-30.679,"50 "
41-30.694,"10 "
41-30.695,"1 "
41-30.697,"10 "
41-30.699,"2 "
41-30.706,"50 "
41-30.709,"10 "
41-30.710,"1 "
41-30.725,"10 "
41-30.728,"2 "
41-30.730,"50 "
41-30.746,"10 "
41-30.748,"1 "
41-30.749,"10 "
41-30.751,"2 "
41-30.770,"50 "
41-30.772,"10 "
41-30.773,"1 "
41-30.782,"10 "
41-30.783,"2 "
41-30.784,"50 "
41-30.788,"10 "
41-30.791,"1 "
41-30.792,"10 "
41-30.792,"2 "
41-30.793,"50 "
41-30.795,"10 "
41-30.796,"1 "
41-30.797,"10 "
41-30.812,"2 "
41-30.813,"50 "
41-30.818,"10 "
41-30.823,"1 "
41-30.825,"10 "
41-30.826,"2 "
41-30.827,"50 "
41-30.828,"10 "
41-30.829,"1 "
41-30.833,"10 "
41-30.839,"2 "
41-30.841,"50 "
41-30.843,"10 "
41-30.845,"1 "
41-30.846,"10 "
41-30.855,"2 "
41-30.857,"50 "
41-30.858,"10 "
41-30.860,"1 "
41-30.867,"10 "
41-30.869,"2 "
41-30.871,"50 "
41-30.873,"10 "
41-30.874,"1 "
41-30.875,"10 "
41-30.891,"2 "
41-30.892,"50 "
41-30.896,"10 "
41-30.897,"1 "
41-30.901,"10 "
41-30.904,"2 "
41-30.906,"50 "
41-30.907,"10 "
41-30.908,"1 "
41-30.910,"10 "
41-30.919,"2 "
41-30.921,"50 "
41-30.923,"10 "
41-30.932,"1 "
41-30.939,"10 "
41-30.940,"2 "
41-30.948,"50 "
41-30.950,"10 "
41-30.951,"1 "
41-30.952,"10 "
41-30.953,"2 "
41-30.955,"50 "
41-30.961,"10 "
41-30.963,"1 "
41-30.969,"10 "
41-30.976,"2 "
41-30.977,"50 "
41-30.979,"10 "
41-30.984,"1 "
41-30.991,"10 "
41-30.992,"2 "
41-30.997,"50 "
41-31.006,"10 "
41-31.008,"1 "
41-31.009,"10 "
41-31.010,"2 "
41-31.012,"50 "
41-31.023,"10 "
41-31.024,"1 "
41-31.026,"10 "
41-31.028,"2 "
41-31.029,"50 "
41-31.032,"10 "
41-31.038,"1 "
41-31.041,"10 "
41-31.042,"2 "
41-31.044,"50 "
41-31.049,"10 "
41-31.052,"1 "
41-31.059,"10 "
41-31.061,"2 "
41-31.065,"50 "
41-31.071,"10 "
41-31.072,"1 "
41-31.073,"10 "
41-31.074,"2 "
41-31.075,"50 "
41-31.077,"10 "
41-31.077,"1 "
41-31.086,"10 "
41-31.088,"2 "
41-31.089,"50 "
41-31.091,"10 "
41-31.092,"1 "
41-31.104,"10 "
41-31.106,"2 "
41-31.107,"50 "
41-31.108,"10 "
41-31.109,"1 "
41-31.111,"10 "
41-31.122,"2 "
41-31.124,"50 "
41-31.129,"10 "
41-31.133,"1 "
41-31.134,"10 "
41-31.136,"2 "
41-31.137,"50 "
41-31.139,"10 "
41-31.145,"1 "
41-31.149,"10 "
41-31.152,"2 "
41-31.156,"50 "
41-31.157,"10 "
41-31.159,"1 "
41-31.161,"10 "
41-31.162,"2 "
41-31.164,"50 "
41-31.169,"10 "
41-31.171,"1 "
41-31.172,"10 "
41-31.173,"2 "
41-31.174,"50 "
41-31.178,"10 "
41-31.183,"1 "
41-31.185,"10 "
41-31.190,"2 "
41-31.193,"50 "
41-31.195,"10 "
41-31.196,"1 "
41-31.207,"10 "
41-31.209,"2 "
41-31.213,"50 "
41-31.229,"10 "
41-31.231,"1 "
41-31.233,"10 "
41-31.234,"2 "
41-31.236,"50 "
41-31.242,"10 "
41-31.244,"1 "
41-31.247,"10 "
41-31.256,"2 "
41-31.258,"50 "
41-31.259,"10 "
41-31.260,"1 "
41-31.262,"10 "
41-31.272,"2 "
41-31.275,"50 "
41-31.277,"10 "
41-31.278,"1 "
41-31.280,"10 "
41-31.293,"2 "
41-31.294,"50 "
41-31.295,"10 "
41-31.297,"1 "
41-31.305,"10 "
41-31.307,"2 "
41-31.308,"50 "
41-31.310,"10 "
41-31.311,"1 "
41-31.323,"10 "
41-31.325,"2 "
41-31.327,"50 "
41-31.329,"10 "
41-31.337,"1 "
41-31.340,"10 "
41-31.341,"2 "
41-31.343,"50 "
41-31.344,"10 "
41-31.345,"1 "
41-31.346,"10 "
41-31.347,"2 "
41-31.357,"50 "
41-31.358,"10 "
41-31.361,"1 "
41-31.380,"10 "
41-31.382,"2 "
41-31.384,"50 "
41-31.385,"10 "
41-31.387,"1 "
41-31.388,"10 "
41-31.389,"2 "
41-31.390,"50 "
41-31.392,"10 "
41-31.393,"1 "
41-31.394,"10 "
41-31.403,"2 "
41-31.405,"50 "
41-31.406,"10 "
41-31.417,"1 "
41-31.418,"10 "
41-31.421,"2 "
41-31.423,"50 "
41-31.426,"10 "
41-31.428,"1 "
41-31.431,"10 "
41-31.432,"2 "
41-31.434,"50 "
41-31.436,"10 "
41-31.442,"1 "
41-31.442,"10 "
41-31.443,"2 "
41-31.445,"50 "
41-31.446,"10 "
41-31.448,"1 "
41-31.449,"10 "
41-31.458,"2 "
41-31.460,"50 "
41-31.461,"10 "
41-31.462,"1 "
41-31.463,"10 "
41-31.467,"2 "
41-31.468,"50 "
41-31.499,"10 "
41-31.504,"1 "
41-31.505,"10 "
41-31.506,"2 "
41-31.508,"50 "
41-31.521,"10 "
41-31.522,"1 "
41-31.524,"10 "
41-31.527,"2 "
41-31.529,"50 "
41-31.530,"10 "
41-31.533,"1 "
41-31.554,"10 "
41-31.555,"2 "
41-31.556,"50 "
41-31.558,"10 "
41-31.559,"1 "
41-31.560,"10 "
41-31.581,"2 "
41-31.582,"50 "
41-31.584,"10 "
41-31.585,"1 "
41-31.591,"10 "
41-31.595,"2 "
41-31.601,"50 "
41-31.603,"10 "
41-31.605,"1 "
41-31.606,"10 "
41-31.608,"2 "
41-31.626,"50 "
41-31.631,"10 "
41-31.632,"1 "
41-31.636,"10 "
41-31.637,"2 "
41-31.638,"50 "
41-31.640,"10 "
41-31.641,"1 "
41-31.643,"10 "
41-31.658,"2 "
41-31.659,"50 "
41-31.663,"10 "
41-31.669,"1 "
41-31.671,"10 "
41-31.672,"2 "
41-31.674,"50 "
41-31.681,"10 "
41-31.683,"1 "
41-31.684,"10 "
41-31.686,"2 "
41-31.688,"50 "
41-31.695,"10 "
41-31.698,"1 "
41-31.700,"10 "
41-31.701,"2 "
41-31.702,"50 "
41-31.707,"10 "
41-31.709,"1 "
41-31.710,"10 "
41-31.711,"2 "
41-31.724,"50 "
41-31.726,"10 "
41-31.729,"1 "
41-31.732,"10 "
41-31.733,"2 "
41-31.734,"50 "
41-31.737,"10 "
41-31.750,"1 "
41-31.756,"10 "
41-31.758,"2 "
41-31.763,"50 "
41-31.764,"10 "
41-31.766,"1 "
41-31.767,"10 "
41-31.768,"2 "
41-31.769,"50 "
41-31.775,"10 "
41-31.777,"1 "
41-31.778,"10 "
41-31.779,"2 "
41-31.785,"50 "
41-31.787,"10 "
41-31.789,"1 "
41-31.791,"10 "
41-31.794,"2 "
41-31.795,"50 "
41-31.796,"10 "
41-31.798,"1 "
41-31.800,"10 "
41-31.801,"2 "
41-31.809,"50 "
41-31.810,"10 "
