21-23-59.371000,---------------------------- 
21-24-11.787000,[R]: 1 
21-24-11.790000,S 1 	RSSI: 52
21-24-11.792000,[R]: 2 
21-24-11.793000,[R]: 50 
21-24-11.796000,[R]: 1 
21-24-11.801000,[R]: 2 
21-24-11.801000,[R]: 50 
21-24-11.803000,[R]: 1 
21-24-11.806000,S 1 	RSSI: 52
21-24-11.809000,[R]: 2 
21-24-11.809000,[R]: 50 
21-24-11.813000,[R]: 1 
21-24-11.814000,S 1 	RSSI: 52
21-24-11.817000,[R]: 2 
21-24-11.818000,[R]: 50 
21-24-11.821000,[R]: 1 
21-24-11.824000,S 1 	RSSI: 52
21-24-11.825000,[R]: 2 
21-24-11.826000,[R]: 50 
21-24-11.831000,[R]: 1 
21-24-11.836000,S 1 	RSSI: 51
21-24-11.837000,[R]: 2 
21-24-11.838000,[R]: 50 
21-24-11.838000,[R]: 1 
21-24-11.839000,S 1 	RSSI: 51
21-24-11.841000,[R]: 2 
21-24-11.842000,[R]: 50 
21-24-11.847000,[R]: 1 
21-24-11.857000,S 1 	RSSI: 51
21-24-11.858000,[R]: 2 
21-24-11.859000,[R]: 50 
21-24-11.859000,[R]: 1 
21-24-11.860000,S 1 	RSSI: 51
21-24-11.860000,[R]: 2 
21-24-11.861000,[R]: 50 
21-24-11.865000,[R]: 1 
21-24-11.868000,S 1 	RSSI: 51
21-24-11.868000,[R]: 2 
21-24-11.869000,[R]: 50 
21-24-11.869000,[R]: 1 
21-24-11.871000,S 1 	RSSI: 51
21-24-11.874000,[R]: 2 
21-24-11.880000,[R]: 50 
21-24-11.881000,[R]: 1 
21-24-11.881000,S 1 	RSSI: 51
21-24-11.883000,[R]: 2 
21-24-11.884000,[R]: 50 
21-24-11.885000,[R]: 20 
21-24-11.888000,[R]: 1 
21-24-11.888000,S 1 	RSSI: 51
21-24-11.891000,[R]: 2 
21-24-11.891000,[R]: 50 
21-24-11.894000,[R]: 1 
21-24-11.902000,S 1 	RSSI: 51
21-24-11.903000,[R]: 2 
21-24-11.903000,[R]: 50 
21-24-11.904000,[R]: 1 
21-24-11.906000,S 1 	RSSI: 51
21-24-11.909000,[R]: 2 
21-24-11.917000,[R]: 50 
21-24-11.917000,[R]: 1 
21-24-11.918000,S 1 	RSSI: 51
21-24-11.918000,[R]: 2 
21-24-11.919000,[R]: 50 
21-24-11.920000,[R]: 1 
21-24-11.922000,S 1 	RSSI: 51
21-24-11.925000,[R]: 2 
21-24-11.936000,[R]: 50 
21-24-11.937000,[R]: 1 
21-24-11.942000,S 1 	RSSI: 51
21-24-11.943000,[R]: 2 
21-24-11.960000,[R]: 50 
21-24-11.965000,[R]: 1 
21-24-11.966000,S 1 	RSSI: 51
21-24-11.967000,[R]: 2 
21-24-11.974000,[R]: 50 
21-24-11.975000,[R]: 1 
21-24-11.977000,S 1 	RSSI: 51
21-24-11.981000,[R]: 2 
21-24-12.003000,[R]: 50 
21-24-12.004000,[R]: 1 
21-24-12.005000,S 1 	RSSI: 51
21-24-12.005000,[R]: 2 
21-24-12.009000,[R]: 50 
21-24-12.009000,[R]: 1 
21-24-12.010000,S 1 	RSSI: 51
21-24-12.010000,[R]: 2 
21-24-12.011000,[R]: 50 
21-24-12.019000,[R]: 1 
21-24-12.020000,S 1 	RSSI: 51
21-24-12.021000,[R]: 2 
21-24-12.022000,[R]: 50 
21-24-12.022000,[R]: 1 
21-24-12.023000,S 1 	RSSI: 51
21-24-12.025000,[R]: 2 
21-24-12.027000,[R]: 50 
21-24-12.028000,[R]: 1 
21-24-12.029000,S 1 	RSSI: 51
21-24-12.030000,[R]: 2 
21-24-12.030000,[R]: 50 
21-24-12.031000,[R]: 1 
21-24-12.031000,S 1 	RSSI: 53
21-24-12.032000,[R]: 2 
21-24-12.034000,[R]: 50 
21-24-12.038000,[R]: 1 
21-24-12.042000,S 1 	RSSI: 51
21-24-12.042000,[R]: 2 
21-24-12.043000,[R]: 50 
21-24-12.043000,[R]: 1 
21-24-12.043000,S 1 	RSSI: 51
21-24-12.044000,[R]: 2 
21-24-12.044000,[R]: 50 
21-24-12.045000,[R]: 1 
21-24-12.045000,S 1 	RSSI: 52
21-24-12.055000,[R]: 2 
21-24-12.055000,[R]: 50 
21-24-12.056000,[R]: 1 
21-24-12.057000,S 1 	RSSI: 51
21-24-12.057000,[R]: 2 
21-24-12.058000,[R]: 50 
21-24-12.058000,[R]: 1 
21-24-12.059000,S 1 	RSSI: 51
21-24-12.059000,[R]: 2 
21-24-12.060000,[R]: 50 
21-24-12.061000,[R]: 1 
21-24-12.062000,S 1 	RSSI: 51
21-24-12.063000,[R]: 2 
21-24-12.063000,[R]: 50 
21-24-12.076000,[R]: 1 
21-24-12.076000,S 1 	RSSI: 51
21-24-12.077000,[R]: 2 
21-24-12.083000,[R]: 50 
21-24-12.084000,[R]: 1 
21-24-12.085000,S 1 	RSSI: 51
21-24-12.086000,[R]: 2 
21-24-12.087000,[R]: 50 
21-24-12.089000,[R]: 1 
21-24-12.090000,S 1 	RSSI: 51
21-24-12.091000,[R]: 2 
21-24-12.091000,[R]: 50 
21-24-12.092000,[R]: 1 
21-24-12.092000,S 1 	RSSI: 51
21-24-12.093000,[R]: 2 
21-24-12.093000,[R]: 50 
21-24-12.094000,[R]: 20 
21-24-12.094000,[R]: 1 
21-24-12.100000,S 1 	RSSI: 51
21-24-12.104000,[R]: 2 
21-24-12.105000,[R]: 50 
21-24-12.106000,[R]: 1 
21-24-12.106000,[R]: 2 
21-24-12.107000,[R]: 50 
21-24-12.108000,[R]: 1 
21-24-12.109000,S 1 	RSSI: 51
21-24-12.110000,[R]: 2 
21-24-12.110000,[R]: 50 
21-24-12.115000,[R]: 1 
21-24-12.116000,S 1 	RSSI: 51
21-24-12.117000,[R]: 2 
21-24-12.118000,[R]: 50 
21-24-12.120000,[R]: 1 
21-24-12.122000,S 1 	RSSI: 51
21-24-12.125000,[R]: 2 
21-24-12.126000,[R]: 50 
21-24-12.128000,[R]: 1 
21-24-12.137000,S 1 	RSSI: 51
21-24-12.138000,[R]: 2 
21-24-12.139000,[R]: 50 
21-24-12.139000,[R]: 20 
21-24-12.140000,[R]: 1 
21-24-12.140000,S 1 	RSSI: 51
21-24-12.141000,[R]: 2 
21-24-12.142000,[R]: 50 
21-24-12.149000,[R]: 1 
21-24-12.154000,S 1 	RSSI: 51
21-24-12.155000,[R]: 2 
21-24-12.159000,[R]: 50 
21-24-12.160000,[R]: 1 
21-24-12.161000,S 1 	RSSI: 51
21-24-12.161000,[R]: 2 
21-24-12.163000,[R]: 50 
21-24-12.165000,[R]: 1 
21-24-12.166000,S 1 	RSSI: 51
21-24-12.167000,[R]: 2 
21-24-12.168000,[R]: 50 
21-24-12.170000,[R]: 1 
21-24-12.173000,S 1 	RSSI: 51
21-24-12.176000,[R]: 2 
21-24-12.176000,[R]: 50 
21-24-12.178000,[R]: 1 
21-24-12.181000,S 1 	RSSI: 50
21-24-12.183000,[R]: 2 
21-24-12.185000,[R]: 50 
21-24-12.187000,[R]: 1 
21-24-12.189000,S 1 	RSSI: 50
21-24-12.191000,[R]: 2 
21-24-12.192000,[R]: 50 
21-24-12.198000,[R]: 1 
21-24-12.198000,S 1 	RSSI: 50
21-24-12.200000,[R]: 2 
21-24-12.201000,[R]: 50 
21-24-12.204000,[R]: 1 
21-24-12.206000,S 1 	RSSI: 50
21-24-12.209000,[R]: 2 
21-24-12.211000,[R]: 50 
21-24-12.212000,[R]: 1 
21-24-12.214000,S 1 	RSSI: 50
21-24-12.217000,[R]: 2 
21-24-12.218000,[R]: 50 
21-24-12.221000,[R]: 1 
21-24-12.223000,S 1 	RSSI: 50
21-24-12.225000,[R]: 2 
21-24-12.227000,[R]: 50 
21-24-12.229000,[R]: 1 
21-24-12.231000,S 1 	RSSI: 50
21-24-12.233000,[R]: 2 
21-24-12.239000,[R]: 50 
21-24-12.240000,[R]: 1 
21-24-12.240000,S 1 	RSSI: 50
21-24-12.241000,[R]: 2 
21-24-12.243000,[R]: 50 
21-24-12.245000,[R]: 1 
21-24-12.249000,S 1 	RSSI: 49
21-24-12.249000,[R]: 2 
21-24-12.250000,[R]: 50 
21-24-12.253000,[R]: 1 
21-24-12.255000,S 1 	RSSI: 49
21-24-12.272000,[R]: 2 
21-24-12.283000,[R]: 50 
21-24-12.284000,[R]: 1 
21-24-12.284000,S 1 	RSSI: 49
21-24-12.285000,[R]: 2 
21-24-12.292000,[R]: 50 
21-24-12.293000,[R]: 1 
21-24-12.295000,S 1 	RSSI: 49
21-24-12.306000,[R]: 2 
21-24-12.309000,[R]: 50 
21-24-12.323000,[R]: 1 
21-24-12.325000,S 1 	RSSI: 49
21-24-12.327000,[R]: 2 
21-24-12.334000,[R]: 50 
21-24-12.335000,[R]: 1 
21-24-12.335000,S 1 	RSSI: 49
21-24-12.335000,[R]: 2 
21-24-12.336000,[R]: 50 
21-24-12.336000,[R]: 1 
21-24-12.336000,S 1 	RSSI: 49
21-24-12.337000,[R]: 2 
21-24-12.338000,[R]: 50 
21-24-12.338000,[R]: 1 
21-24-12.339000,S 1 	RSSI: 51
21-24-12.339000,[R]: 2 
21-24-12.340000,[R]: 50 
21-24-12.340000,[R]: 1 
21-24-12.341000,S 1 	RSSI: 49
21-24-12.341000,[R]: 2 
21-24-12.345000,[R]: 50 
21-24-12.345000,[R]: 1 
21-24-12.345000,S 1 	RSSI: 48
21-24-12.346000,[R]: 2 
21-24-12.346000,[R]: 50 
21-24-12.346000,[R]: 1 
21-24-12.347000,S 1 	RSSI: 48
21-24-12.347000,[R]: 2 
21-24-12.348000,[R]: 50 
21-24-12.348000,[R]: 20 
21-24-12.349000,[R]: 1 
21-24-12.350000,S 1 	RSSI: 48
21-24-12.350000,[R]: 2 
21-24-12.355000,[R]: 50 
21-24-12.355000,[R]: 1 
21-24-12.356000,S 1 	RSSI: 48
21-24-12.356000,[R]: 2 
21-24-12.357000,[R]: 50 
21-24-12.357000,[R]: 1 
21-24-12.358000,S 1 	RSSI: 48
21-24-12.358000,[R]: 2 
21-24-12.359000,[R]: 50 
21-24-12.362000,[R]: 1 
21-24-12.364000,S 1 	RSSI: 49
21-24-12.371000,[R]: 2 
21-24-12.371000,[R]: 50 
21-24-12.372000,[R]: 1 
21-24-12.372000,S 1 	RSSI: 49
21-24-12.375000,[R]: 2 
21-24-12.375000,[R]: 50 
21-24-12.378000,[R]: 1 
21-24-12.388000,S 1 	RSSI: 49
21-24-12.388000,[R]: 2 
21-24-12.388000,[R]: 50 
21-24-12.389000,[R]: 20 
21-24-12.389000,[R]: 1 
21-24-12.390000,S 1 	RSSI: 49
21-24-12.391000,[R]: 2 
21-24-12.391000,[R]: 50 
21-24-12.395000,[R]: 1 
21-24-12.397000,S 1 	RSSI: 49
21-24-12.400000,[R]: 2 
21-24-12.400000,[R]: 50 
21-24-12.409000,[R]: 1 
21-24-12.410000,S 1 	RSSI: 51
21-24-12.410000,[R]: 2 
21-24-12.410000,[R]: 50 
21-24-12.412000,[R]: 1 
21-24-12.414000,S 1 	RSSI: 50
21-24-12.418000,[R]: 2 
21-24-12.419000,[R]: 50 
21-24-12.420000,[R]: 1 
21-24-12.425000,S 1 	RSSI: 50
21-24-12.425000,[R]: 2 
21-24-12.426000,[R]: 50 
21-24-12.432000,[R]: 1 
21-24-12.433000,S 1 	RSSI: 50
21-24-12.433000,[R]: 2 
21-24-12.435000,[R]: 50 
21-24-12.437000,[R]: 1 
21-24-12.439000,S 1 	RSSI: 50
21-24-12.441000,[R]: 2 
21-24-12.442000,[R]: 50 
21-24-12.447000,[R]: 1 
21-24-12.450000,[R]: 2 
21-24-12.450000,[R]: 50 
21-24-12.453000,[R]: 1 
21-24-12.457000,S 1 	RSSI: 50
21-24-12.458000,[R]: 2 
21-24-12.459000,[R]: 50 
21-24-12.462000,[R]: 1 
21-24-12.464000,S 1 	RSSI: 50
21-24-12.473000,[R]: 2 
21-24-12.473000,[R]: 50 
21-24-12.474000,[R]: 1 
21-24-12.474000,S 1 	RSSI: 50
21-24-12.475000,[R]: 2 
21-24-12.476000,[R]: 50 
21-24-12.482000,[R]: 1 
21-24-12.483000,S 1 	RSSI: 50
21-24-12.484000,[R]: 2 
21-24-12.484000,[R]: 50 
21-24-12.488000,[R]: 1 
21-24-12.489000,S 1 	RSSI: 50
21-24-12.491000,[R]: 2 
21-24-12.492000,[R]: 50 
21-24-12.495000,[R]: 1 
21-24-12.498000,S 1 	RSSI: 50
21-24-12.500000,[R]: 2 
21-24-12.501000,[R]: 50 
21-24-12.510000,[R]: 1 
21-24-12.510000,S 1 	RSSI: 50
21-24-12.511000,[R]: 2 
21-24-12.511000,[R]: 50 
21-24-12.517000,[R]: 1 
21-24-12.518000,S 1 	RSSI: 50
21-24-12.521000,[R]: 2 
21-24-12.521000,[R]: 50 
21-24-12.522000,[R]: 1 
21-24-12.522000,S 1 	RSSI: 50
21-24-12.525000,[R]: 2 
21-24-12.526000,[R]: 50 
21-24-12.529000,[R]: 1 
21-24-12.531000,S 1 	RSSI: 50
21-24-12.535000,[R]: 2 
21-24-12.540000,[R]: 50 
21-24-12.540000,[R]: 1 
21-24-12.541000,S 1 	RSSI: 50
21-24-12.541000,[R]: 2 
21-24-12.542000,[R]: 50 
21-24-12.545000,[R]: 1 
21-24-12.548000,S 1 	RSSI: 49
21-24-12.553000,[R]: 2 
21-24-12.553000,[R]: 50 
21-24-12.555000,[R]: 1 
21-24-12.556000,S 1 	RSSI: 49
21-24-12.558000,[R]: 2 
21-24-12.561000,[R]: 50 
21-24-12.564000,[R]: 1 
21-24-12.564000,S 1 	RSSI: 49
21-24-12.567000,[R]: 2 
21-24-12.568000,[R]: 50 
21-24-12.573000,[R]: 1 
21-24-12.574000,S 1 	RSSI: 49
21-24-12.575000,[R]: 2 
21-24-12.576000,[R]: 50 
21-24-12.579000,[R]: 1 
21-24-12.599000,S 1 	RSSI: 49
21-24-12.606000,[R]: 2 
21-24-12.607000,[R]: 50 
21-24-12.616000,[R]: 20 
21-24-12.620000,[R]: 1 
21-24-12.624000,S 1 	RSSI: 48
21-24-12.647000,[R]: 2 
21-24-12.666000,[R]: 50 
21-24-12.667000,[R]: 1 
21-24-12.668000,S 1 	RSSI: 48
21-24-12.668000,[R]: 2 
21-24-12.669000,[R]: 50 
21-24-12.669000,[R]: 1 
21-24-12.669000,S 1 	RSSI: 48
21-24-12.670000,[R]: 2 
21-24-12.670000,[R]: 50 
21-24-12.679000,[R]: 1 
21-24-12.683000,S 1 	RSSI: 48
21-24-12.686000,[R]: 2 
21-24-12.687000,[R]: 50 
21-24-12.687000,[R]: 1 
21-24-12.688000,S 1 	RSSI: 48
21-24-12.689000,[R]: 2 
21-24-12.689000,[R]: 50 
21-24-12.690000,[R]: 1 
21-24-12.702000,S 1 	RSSI: 48
21-24-12.706000,[R]: 2 
21-24-12.716000,[R]: 50 
21-24-12.721000,[R]: 20 
21-24-12.721000,[R]: 1 
21-24-12.722000,S 1 	RSSI: 48
21-24-12.723000,[R]: 2 
21-24-12.724000,[R]: 50 
21-24-12.724000,[R]: 1 
21-24-12.725000,[R]: 2 
21-24-12.725000,[R]: 50 
21-24-12.726000,[R]: 1 
21-24-12.727000,S 1 	RSSI: 48
21-24-12.727000,[R]: 2 
21-24-12.728000,[R]: 50 
21-24-12.729000,[R]: 1 
21-24-12.733000,S 1 	RSSI: 48
21-24-12.733000,[R]: 2 
21-24-12.733000,[R]: 50 
21-24-12.737000,[R]: 1 
21-24-12.737000,S 1 	RSSI: 48
21-24-12.738000,[R]: 2 
21-24-12.738000,[R]: 50 
21-24-12.739000,[R]: 1 
21-24-12.739000,S 1 	RSSI: 48
21-24-12.740000,[R]: 2 
21-24-12.740000,[R]: 50 
21-24-12.743000,[R]: 1 
21-24-12.744000,S 1 	RSSI: 48
21-24-12.745000,[R]: 2 
21-24-12.746000,[R]: 50 
21-24-12.746000,[R]: 1 
21-24-12.747000,S 1 	RSSI: 48
21-24-12.748000,[R]: 2 
21-24-12.748000,[R]: 50 
21-24-12.749000,[R]: 1 
21-24-12.751000,S 1 	RSSI: 48
21-24-12.751000,[R]: 2 
21-24-12.755000,[R]: 50 
21-24-12.758000,[R]: 1 
21-24-12.759000,S 1 	RSSI: 49
21-24-12.759000,[R]: 2 
21-24-12.760000,[R]: 50 
21-24-12.761000,[R]: 1 
21-24-12.761000,S 1 	RSSI: 48
21-24-12.762000,[R]: 2 
21-24-12.763000,[R]: 50 
21-24-12.770000,[R]: 1 
21-24-12.771000,S 1 	RSSI: 48
21-24-12.772000,[R]: 2 
21-24-12.772000,[R]: 50 
21-24-12.773000,[R]: 1 
21-24-12.775000,S 1 	RSSI: 49
21-24-12.776000,[R]: 2 
21-24-12.777000,[R]: 50 
21-24-12.778000,[R]: 1 
21-24-12.784000,S 1 	RSSI: 48
21-24-12.785000,[R]: 2 
21-24-12.785000,[R]: 50 
21-24-12.786000,[R]: 1 
21-24-12.786000,S 1 	RSSI: 48
21-24-12.787000,[R]: 2 
21-24-12.787000,[R]: 50 
21-24-12.791000,[R]: 1 
21-24-12.796000,S 1 	RSSI: 48
21-24-12.797000,[R]: 2 
21-24-12.797000,[R]: 50 
21-24-12.798000,[R]: 1 
21-24-12.798000,S 1 	RSSI: 48
21-24-12.799000,[R]: 2 
21-24-12.800000,[R]: 50 
21-24-12.803000,[R]: 1 
21-24-12.809000,S 1 	RSSI: 48
21-24-12.810000,[R]: 2 
21-24-12.810000,[R]: 50 
21-24-12.811000,[R]: 1 
21-24-12.811000,S 1 	RSSI: 48
21-24-12.812000,[R]: 2 
21-24-12.813000,[R]: 50 
21-24-12.814000,[R]: 1 
21-24-12.814000,S 1 	RSSI: 48
21-24-12.815000,[R]: 2 
21-24-12.815000,[R]: 50 
21-24-12.816000,[R]: 1 
21-24-12.816000,S 1 	RSSI: 48
21-24-12.820000,[R]: 2 
21-24-12.821000,[R]: 50 
21-24-12.821000,[R]: 1 
21-24-12.821000,S 1 	RSSI: 48
21-24-12.823000,[R]: 2 
21-24-12.824000,[R]: 50 
21-24-12.824000,[R]: 1 
21-24-12.825000,S 1 	RSSI: 48
21-24-12.826000,[R]: 2 
21-24-12.826000,[R]: 50 
21-24-12.828000,[R]: 1 
21-24-12.836000,S 1 	RSSI: 48
21-24-12.837000,[R]: 2 
21-24-12.838000,[R]: 50 
21-24-12.839000,[R]: 1 
21-24-12.840000,S 1 	RSSI: 48
21-24-12.841000,[R]: 2 
21-24-12.841000,[R]: 50 
21-24-12.847000,[R]: 1 
21-24-12.849000,S 1 	RSSI: 48
21-24-12.850000,[R]: 2 
21-24-12.851000,[R]: 50 
21-24-12.853000,[R]: 1 
21-24-12.856000,S 1 	RSSI: 48
21-24-12.858000,[R]: 2 
21-24-12.860000,[R]: 50 
21-24-12.864000,[R]: 1 
21-24-12.864000,S 1 	RSSI: 48
21-24-12.867000,[R]: 2 
21-24-12.870000,[R]: 50 
21-24-12.872000,[R]: 1 
21-24-12.872000,S 1 	RSSI: 48
21-24-12.875000,[R]: 2 
21-24-12.876000,[R]: 50 
21-24-12.879000,[R]: 1 
21-24-12.881000,S 1 	RSSI: 48
21-24-12.884000,[R]: 2 
21-24-12.885000,[R]: 50 
21-24-12.886000,[R]: 20 
21-24-12.887000,[R]: 1 
21-24-12.888000,S 1 	RSSI: 48
21-24-12.891000,[R]: 2 
21-24-12.905000,[R]: 50 
21-24-12.907000,[R]: 1 
21-24-12.908000,S 1 	RSSI: 48
21-24-12.909000,[R]: 2 
21-24-12.910000,[R]: 50 
21-24-12.910000,[R]: 1 
21-24-12.912000,S 1 	RSSI: 48
21-24-12.920000,[R]: 2 
21-24-12.920000,[R]: 50 
21-24-12.921000,[R]: 1 
21-24-12.921000,S 1 	RSSI: 48
21-24-12.921000,[R]: 2 
21-24-12.922000,[R]: 50 
21-24-12.925000,[R]: 1 
21-24-12.926000,S 1 	RSSI: 48
21-24-12.937000,[R]: 2 
21-24-12.938000,[R]: 50 
21-24-12.939000,[R]: 1 
21-24-12.939000,S 1 	RSSI: 48
21-24-12.939000,[R]: 2 
21-24-12.940000,[R]: 50 
21-24-12.941000,[R]: 1 
21-24-12.942000,S 1 	RSSI: 48
21-24-12.942000,[R]: 2 
21-24-12.943000,[R]: 50 
21-24-12.950000,[R]: 1 
21-24-12.951000,S 1 	RSSI: 48
21-24-12.952000,[R]: 2 
21-24-12.952000,[R]: 50 
21-24-12.954000,[R]: 1 
21-24-12.960000,S 1 	RSSI: 48
21-24-12.961000,[R]: 2 
21-24-12.961000,[R]: 50 
21-24-12.963000,[R]: 1 
21-24-12.965000,S 1 	RSSI: 48
21-24-12.967000,[R]: 2 
21-24-12.969000,[R]: 50 
21-24-12.970000,[R]: 1 
21-24-12.975000,S 1 	RSSI: 49
21-24-12.976000,[R]: 2 
21-24-12.977000,[R]: 50 
21-24-12.981000,[R]: 1 
21-24-12.981000,S 1 	RSSI: 49
21-24-12.984000,[R]: 2 
21-24-12.984000,[R]: 50 
21-24-12.987000,[R]: 1 
21-24-12.990000,S 1 	RSSI: 49
21-24-12.992000,[R]: 2 
21-24-12.993000,[R]: 50 
21-24-12.996000,[R]: 1 
21-24-12.997000,S 1 	RSSI: 49
21-24-13.000000,[R]: 2 
21-24-13.003000,[R]: 50 
21-24-13.004000,[R]: 1 
21-24-13.005000,S 1 	RSSI: 49
21-24-13.008000,[R]: 2 
21-24-13.008000,[R]: 50 
21-24-13.017000,[R]: 1 
21-24-13.017000,S 1 	RSSI: 49
21-24-13.018000,[R]: 2 
21-24-13.018000,[R]: 50 
21-24-13.019000,[R]: 1 
21-24-13.023000,S 1 	RSSI: 51
21-24-13.024000,[R]: 2 
21-24-13.030000,[R]: 50 
21-24-13.030000,[R]: 1 
21-24-13.034000,S 1 	RSSI: 49
21-24-13.034000,[R]: 2 
21-24-13.037000,[R]: 50 
21-24-13.037000,[R]: 1 
21-24-13.038000,S 1 	RSSI: 49
21-24-13.041000,[R]: 2 
21-24-13.041000,[R]: 50 
21-24-13.044000,[R]: 1 
21-24-13.051000,S 1 	RSSI: 49
21-24-13.052000,[R]: 2 
21-24-13.052000,[R]: 50 
21-24-13.053000,[R]: 1 
21-24-13.055000,S 1 	RSSI: 49
21-24-13.058000,[R]: 2 
21-24-13.058000,[R]: 50 
21-24-13.062000,[R]: 1 
21-24-13.066000,S 1 	RSSI: 49
21-24-13.067000,[R]: 2 
21-24-13.071000,[R]: 50 
21-24-13.072000,[R]: 1 
21-24-13.073000,S 1 	RSSI: 49
21-24-13.077000,[R]: 2 
21-24-13.080000,[R]: 50 
21-24-13.081000,[R]: 1 
21-24-13.082000,S 1 	RSSI: 49
21-24-13.084000,[R]: 2 
21-24-13.089000,[R]: 50 
21-24-13.090000,[R]: 20 
21-24-13.091000,[R]: 1 
21-24-13.092000,S 1 	RSSI: 49
21-24-13.092000,[R]: 2 
21-24-13.093000,[R]: 50 
21-24-13.102000,[R]: 1 
21-24-13.102000,S 1 	RSSI: 49
21-24-13.103000,[R]: 2 
21-24-13.104000,[R]: 50 
21-24-13.104000,[R]: 1 
21-24-13.105000,S 1 	RSSI: 49
21-24-13.108000,[R]: 2 
21-24-13.113000,[R]: 50 
21-24-13.114000,[R]: 1 
21-24-13.116000,S 1 	RSSI: 49
21-24-13.120000,[R]: 2 
21-24-13.121000,[R]: 50 
21-24-13.122000,[R]: 1 
21-24-13.122000,S 1 	RSSI: 49
21-24-13.125000,[R]: 2 
21-24-13.126000,[R]: 50 
21-24-13.128000,[R]: 1 
21-24-13.135000,S 1 	RSSI: 49
21-24-13.136000,[R]: 2 
21-24-13.136000,[R]: 50 
21-24-13.137000,[R]: 1 
21-24-13.138000,S 1 	RSSI: 49
21-24-13.141000,[R]: 2 
21-24-13.142000,[R]: 50 
21-24-13.148000,[R]: 1 
21-24-13.149000,S 1 	RSSI: 51
21-24-13.150000,[R]: 2 
21-24-13.151000,[R]: 50 
21-24-13.153000,[R]: 1 
21-24-13.156000,S 1 	RSSI: 49
21-24-13.158000,[R]: 2 
21-24-13.160000,[R]: 50 
21-24-13.164000,[R]: 1 
21-24-13.170000,S 1 	RSSI: 49
21-24-13.171000,[R]: 2 
21-24-13.172000,[R]: 50 
21-24-13.172000,[R]: 1 
21-24-13.176000,S 1 	RSSI: 49
21-24-13.177000,[R]: 2 
21-24-13.181000,[R]: 50 
21-24-13.182000,[R]: 1 
21-24-13.183000,S 1 	RSSI: 49
21-24-13.183000,[R]: 2 
21-24-13.185000,[R]: 50 
21-24-13.186000,[R]: 1 
21-24-13.189000,S 1 	RSSI: 49
21-24-13.196000,[R]: 2 
21-24-13.197000,[R]: 50 
21-24-13.198000,[R]: 1 
21-24-13.198000,S 1 	RSSI: 49
21-24-13.200000,[R]: 2 
21-24-13.201000,[R]: 50 
21-24-13.203000,[R]: 1 
21-24-13.206000,S 1 	RSSI: 49
21-24-13.208000,[R]: 2 
21-24-13.209000,[R]: 50 
21-24-13.217000,[R]: 1 
21-24-13.217000,S 1 	RSSI: 49
21-24-13.218000,[R]: 2 
21-24-13.219000,[R]: 50 
21-24-13.220000,[R]: 1 
21-24-13.222000,S 1 	RSSI: 49
21-24-13.225000,[R]: 2 
21-24-13.227000,[R]: 50 
21-24-13.228000,[R]: 1 
21-24-13.230000,S 1 	RSSI: 49
21-24-13.233000,[R]: 2 
21-24-13.241000,[R]: 50 
21-24-13.242000,[R]: 1 
21-24-13.243000,[R]: 2 
21-24-13.243000,[R]: 50 
21-24-13.247000,[R]: 1 
21-24-13.248000,S 1 	RSSI: 49
21-24-13.251000,[R]: 2 
21-24-13.255000,[R]: 50 
21-24-13.257000,[R]: 1 
21-24-13.258000,S 1 	RSSI: 49
21-24-13.261000,[R]: 2 
21-24-13.261000,[R]: 50 
21-24-13.262000,[R]: 1 
21-24-13.265000,S 1 	RSSI: 50
21-24-13.267000,[R]: 2 
21-24-13.268000,[R]: 50 
21-24-13.271000,[R]: 1 
21-24-13.272000,S 1 	RSSI: 50
21-24-13.275000,[R]: 2 
21-24-13.287000,[R]: 50 
21-24-13.288000,[R]: 1 
21-24-13.288000,S 1 	RSSI: 50
21-24-13.289000,[R]: 2 
21-24-13.290000,[R]: 50 
21-24-13.290000,[R]: 20 
21-24-13.293000,[R]: 1 
21-24-13.302000,S 1 	RSSI: 50
21-24-13.303000,[R]: 2 
21-24-13.303000,[R]: 50 
21-24-13.304000,[R]: 1 
21-24-13.304000,S 1 	RSSI: 50
21-24-13.305000,[R]: 2 
21-24-13.305000,[R]: 50 
21-24-13.306000,[R]: 1 
21-24-13.306000,S 1 	RSSI: 50
21-24-13.308000,[R]: 2 
21-24-13.310000,[R]: 50 
21-24-13.312000,[R]: 1 
21-24-13.314000,S 1 	RSSI: 50
21-24-13.317000,[R]: 2 
21-24-13.336000,[R]: 50 
21-24-13.337000,[R]: 1 
21-24-13.337000,S 1 	RSSI: 50
21-24-13.338000,[R]: 2 
21-24-13.339000,[R]: 50 
21-24-13.339000,[R]: 1 
21-24-13.339000,S 1 	RSSI: 51
21-24-13.340000,[R]: 2 
21-24-13.340000,[R]: 50 
21-24-13.341000,[R]: 20 
21-24-13.342000,[R]: 1 
21-24-13.342000,S 1 	RSSI: 50
21-24-13.342000,[R]: 2 
21-24-13.343000,[R]: 50 
21-24-13.346000,[R]: 1 
21-24-13.348000,S 1 	RSSI: 50
21-24-13.350000,[R]: 2 
21-24-13.351000,[R]: 50 
21-24-13.357000,[R]: 1 
21-24-13.358000,S 1 	RSSI: 50
21-24-13.358000,[R]: 2 
21-24-13.359000,[R]: 50 
21-24-13.362000,[R]: 1 
21-24-13.365000,S 1 	RSSI: 49
21-24-13.366000,[R]: 2 
21-24-13.367000,[R]: 50 
21-24-13.369000,[R]: 1 
