20-01-50.037000,--------------------------------
20-01-55.323000,[R]: 1 
20-01-55.324000,S 1 	RSSI: 46
20-01-55.324000,[R]: 2 
20-01-55.325000,[R]: 50 
20-01-55.325000,[R]: 20 
20-01-55.326000,[R]: 1 
20-01-55.326000,S 1 	RSSI: 46
20-01-55.327000,[R]: 2 
20-01-55.327000,[R]: 50 
20-01-55.328000,[R]: 1 
20-01-55.328000,S 1 	RSSI: 46
20-01-55.329000,[R]: 2 
20-01-55.336000,[R]: 50 
20-01-55.336000,[R]: 1 
20-01-55.337000,S 1 	RSSI: 46
20-01-55.337000,[R]: 2 
20-01-55.338000,[R]: 50 
20-01-55.339000,[R]: 1 
20-01-55.340000,S 1 	RSSI: 46
20-01-55.340000,[R]: 2 
20-01-55.341000,[R]: 50 
20-01-55.341000,[R]: 1 
20-01-55.342000,S 1 	RSSI: 46
20-01-55.342000,[R]: 2 
20-01-55.343000,[R]: 50 
20-01-55.343000,[R]: 1 
20-01-55.350000,S 1 	RSSI: 46
20-01-55.350000,[R]: 2 
20-01-55.351000,[R]: 50 
20-01-55.352000,[R]: 1 
20-01-55.352000,S 1 	RSSI: 46
20-01-55.353000,[R]: 2 
20-01-55.353000,[R]: 50 
20-01-55.354000,[R]: 1 
20-01-55.354000,S 1 	RSSI: 46
20-01-55.360000,[R]: 2 
20-01-55.361000,[R]: 50 
20-01-55.365000,[R]: 1 
20-01-55.365000,S 1 	RSSI: 46
20-01-55.366000,[R]: 2 
20-01-55.366000,[R]: 50 
20-01-55.367000,[R]: 1 
20-01-55.367000,S 1 	RSSI: 46
20-01-55.368000,[R]: 2 
20-01-55.369000,[R]: 50 
20-01-55.371000,S 1 	RSSI: 46
20-01-55.371000,[R]: 1 
20-01-55.372000,[R]: 2 
20-01-55.373000,[R]: 50 
20-01-55.373000,S 1 	RSSI: 46
20-01-55.374000,[R]: 1 
20-01-55.374000,[R]: 2 
20-01-55.375000,[R]: 50 
20-01-55.375000,S 1 	RSSI: 46
20-01-55.376000,[R]: 1 
20-01-55.376000,[R]: 2 
20-01-55.377000,[R]: 50 
20-01-55.377000,S 1 	RSSI: 46
20-01-55.378000,[R]: 1 
20-01-55.378000,[R]: 2 
20-01-55.388000,[R]: 50 
20-01-55.388000,S 1 	RSSI: 46
20-01-55.389000,[R]: 1 
20-01-55.391000,[R]: 20 
20-01-55.392000,[R]: 1 
20-01-55.392000,S 1 	RSSI: 46
20-01-55.393000,[R]: 2 
20-01-55.394000,[R]: 50 
20-01-55.394000,[R]: 1 
20-01-55.394000,S 1 	RSSI: 46
20-01-55.398000,[R]: 2 
20-01-55.399000,[R]: 50 
20-01-55.401000,[R]: 1 
20-01-55.402000,S 1 	RSSI: 46
20-01-55.402000,[R]: 2 
20-01-55.403000,[R]: 50 
20-01-55.403000,[R]: 1 
20-01-55.404000,S 1 	RSSI: 46
20-01-55.404000,[R]: 2 
20-01-55.405000,[R]: 50 
20-01-55.405000,[R]: 1 
20-01-55.408000,S 1 	RSSI: 46
20-01-55.411000,[R]: 2 
20-01-55.412000,[R]: 50 
20-01-55.412000,[R]: 1 
20-01-55.414000,S 1 	RSSI: 46
20-01-55.415000,[R]: 2 
20-01-55.416000,[R]: 50 
20-01-55.418000,[R]: 20 
20-01-55.418000,[R]: 1 
20-01-55.419000,S 1 	RSSI: 46
20-01-55.420000,[R]: 2 
20-01-55.421000,[R]: 50 
20-01-55.422000,[R]: 1 
20-01-55.424000,S 1 	RSSI: 46
20-01-55.425000,[R]: 2 
20-01-55.425000,[R]: 50 
20-01-55.427000,[R]: 1 
20-01-55.428000,S 1 	RSSI: 46
20-01-55.428000,[R]: 2 
20-01-55.429000,[R]: 50 
20-01-55.431000,[R]: 1 
20-01-55.432000,S 1 	RSSI: 46
20-01-55.432000,[R]: 2 
20-01-55.433000,[R]: 50 
20-01-55.434000,[R]: 1 
20-01-55.436000,S 1 	RSSI: 46
20-01-55.439000,[R]: 2 
20-01-55.440000,[R]: 50 
20-01-55.443000,[R]: 1 
20-01-55.445000,S 1 	RSSI: 46
20-01-55.449000,[R]: 2 
20-01-55.450000,[R]: 50 
20-01-55.451000,[R]: 20 
20-01-55.451000,[R]: 1 
20-01-55.453000,S 1 	RSSI: 46
20-01-55.455000,[R]: 2 
20-01-55.456000,[R]: 50 
20-01-55.460000,[R]: 1 
20-01-55.462000,S 1 	RSSI: 46
20-01-55.464000,[R]: 2 
20-01-55.465000,[R]: 50 
20-01-55.468000,[R]: 1 
20-01-55.471000,S 1 	RSSI: 46
20-01-55.473000,[R]: 2 
20-01-55.473000,[R]: 50 
20-01-55.476000,[R]: 1 
20-01-55.478000,S 1 	RSSI: 46
20-01-55.481000,[R]: 2 
20-01-55.482000,[R]: 50 
20-01-55.484000,[R]: 1 
20-01-55.486000,S 1 	RSSI: 46
20-01-55.489000,[R]: 2 
20-01-55.490000,[R]: 50 
20-01-55.493000,[R]: 1 
20-01-55.495000,S 1 	RSSI: 46
20-01-55.499000,[R]: 2 
20-01-55.500000,[R]: 50 
20-01-55.501000,[R]: 20 
20-01-55.503000,[R]: 1 
20-01-55.503000,S 1 	RSSI: 46
20-01-55.506000,[R]: 2 
20-01-55.510000,[R]: 50 
20-01-55.512000,[R]: 1 
20-01-55.512000,S 1 	RSSI: 46
20-01-55.514000,[R]: 2 
20-01-55.516000,[R]: 50 
20-01-55.521000,[R]: 1 
20-01-55.522000,S 1 	RSSI: 46
20-01-55.526000,[R]: 2 
20-01-55.527000,[R]: 50 
20-01-55.527000,[R]: 1 
20-01-55.528000,S 1 	RSSI: 46
20-01-55.531000,[R]: 2 
20-01-55.535000,[R]: 50 
20-01-55.536000,[R]: 1 
20-01-55.536000,S 1 	RSSI: 46
20-01-55.539000,[R]: 2 
20-01-55.539000,[R]: 50 
20-01-55.543000,[R]: 1 
20-01-55.545000,S 1 	RSSI: 46
20-01-55.549000,[R]: 2 
20-01-55.551000,[R]: 50 
20-01-55.553000,[R]: 20 
20-01-55.558000,[R]: 1 
20-01-55.558000,S 1 	RSSI: 46
20-01-55.558000,[R]: 2 
20-01-55.559000,[R]: 50 
20-01-55.560000,[R]: 1 
20-01-55.561000,S 1 	RSSI: 46
20-01-55.564000,[R]: 2 
20-01-55.565000,[R]: 50 
20-01-55.568000,[R]: 1 
20-01-55.570000,S 1 	RSSI: 46
20-01-55.573000,[R]: 2 
20-01-55.573000,[R]: 50 
20-01-55.576000,[R]: 1 
20-01-55.578000,S 1 	RSSI: 46
20-01-55.581000,[R]: 2 
20-01-55.584000,[R]: 50 
20-01-55.585000,[R]: 1 
20-01-55.587000,S 1 	RSSI: 46
20-01-55.590000,[R]: 2 
20-01-55.591000,[R]: 50 
20-01-55.593000,[R]: 1 
20-01-55.595000,S 1 	RSSI: 46
20-01-55.599000,[R]: 2 
20-01-55.600000,[R]: 50 
20-01-55.601000,[R]: 20 
20-01-55.601000,[R]: 1 
20-01-55.605000,S 1 	RSSI: 46
20-01-55.607000,[R]: 2 
20-01-55.607000,[R]: 50 
20-01-55.609000,[R]: 1 
20-01-55.613000,S 1 	RSSI: 46
20-01-55.616000,[R]: 2 
20-01-55.616000,[R]: 50 
20-01-55.618000,[R]: 1 
20-01-55.620000,S 1 	RSSI: 46
20-01-55.623000,[R]: 2 
20-01-55.624000,[R]: 50 
20-01-55.626000,[R]: 1 
20-01-55.628000,S 1 	RSSI: 46
20-01-55.630000,[R]: 2 
20-01-55.635000,[R]: 50 
20-01-55.636000,[R]: 1 
20-01-55.637000,S 1 	RSSI: 46
20-01-55.638000,[R]: 2 
20-01-55.639000,[R]: 50 
20-01-55.645000,[R]: 1 
20-01-55.645000,S 1 	RSSI: 46
20-01-55.648000,[R]: 2 
20-01-55.649000,[R]: 50 
20-01-55.650000,[R]: 20 
20-01-55.651000,[R]: 1 
20-01-55.652000,S 1 	RSSI: 46
20-01-55.655000,[R]: 2 
20-01-55.656000,[R]: 50 
20-01-55.658000,[R]: 1 
20-01-55.661000,S 1 	RSSI: 46
20-01-55.664000,[R]: 2 
20-01-55.666000,[R]: 50 
20-01-55.667000,[R]: 1 
20-01-55.669000,S 1 	RSSI: 46
20-01-55.672000,[R]: 2 
20-01-55.676000,[R]: 50 
20-01-55.676000,[R]: 1 
20-01-55.677000,S 1 	RSSI: 46
20-01-55.680000,[R]: 2 
20-01-55.681000,[R]: 50 
20-01-55.683000,[R]: 1 
20-01-55.686000,S 1 	RSSI: 46
20-01-55.688000,[R]: 2 
20-01-55.689000,[R]: 50 
20-01-55.692000,[R]: 1 
20-01-55.694000,S 1 	RSSI: 46
20-01-55.698000,[R]: 2 
20-01-55.699000,[R]: 50 
20-01-55.700000,[R]: 20 
20-01-55.700000,[R]: 1 
20-01-55.702000,S 1 	RSSI: 46
20-01-55.706000,[R]: 2 
20-01-55.709000,[R]: 50 
20-01-55.709000,[R]: 1 
20-01-55.711000,S 1 	RSSI: 46
20-01-55.713000,[R]: 2 
20-01-55.715000,[R]: 50 
20-01-55.717000,[R]: 1 
20-01-55.719000,S 1 	RSSI: 46
20-01-55.722000,[R]: 2 
20-01-55.724000,[R]: 50 
20-01-55.725000,[R]: 1 
20-01-55.727000,S 1 	RSSI: 46
20-01-55.731000,[R]: 2 
20-01-55.731000,[R]: 50 
20-01-55.734000,[R]: 1 
20-01-55.740000,S 1 	RSSI: 46
20-01-55.741000,[R]: 2 
20-01-55.742000,[R]: 50 
20-01-55.742000,[R]: 1 
20-01-55.744000,S 1 	RSSI: 46
20-01-55.747000,[R]: 2 
20-01-55.748000,[R]: 50 
20-01-55.751000,[R]: 1 
20-01-55.752000,S 1 	RSSI: 46
20-01-55.755000,[R]: 2 
20-01-55.756000,[R]: 50 
20-01-55.759000,[R]: 1 
20-01-55.762000,S 1 	RSSI: 46
20-01-55.764000,[R]: 2 
20-01-55.764000,[R]: 50 
20-01-55.767000,[R]: 1 
20-01-55.772000,[R]: 2 
20-01-55.773000,[R]: 50 
20-01-55.775000,[R]: 1 
20-01-55.778000,S 1 	RSSI: 46
20-01-55.780000,[R]: 2 
20-01-55.785000,[R]: 50 
20-01-55.786000,[R]: 1 
20-01-55.786000,S 1 	RSSI: 46
20-01-55.789000,[R]: 2 
20-01-55.789000,[R]: 50 
20-01-55.792000,[R]: 1 
20-01-55.794000,S 1 	RSSI: 46
20-01-55.799000,[R]: 2 
20-01-55.803000,[R]: 50 
20-01-55.803000,[R]: 20 
20-01-55.804000,[R]: 1 
20-01-55.804000,S 1 	RSSI: 46
20-01-55.806000,[R]: 2 
20-01-55.806000,[R]: 50 
20-01-55.809000,[R]: 1 
20-01-55.811000,S 1 	RSSI: 46
20-01-55.814000,[R]: 2 
20-01-55.815000,[R]: 50 
20-01-55.818000,[R]: 1 
20-01-55.820000,S 1 	RSSI: 46
20-01-55.823000,[R]: 2 
20-01-55.824000,[R]: 50 
20-01-55.826000,[R]: 1 
20-01-55.828000,S 1 	RSSI: 46
20-01-55.831000,[R]: 2 
20-01-55.834000,[R]: 50 
20-01-55.835000,[R]: 1 
20-01-55.836000,S 1 	RSSI: 46
20-01-55.839000,[R]: 2 
20-01-55.839000,[R]: 50 
20-01-55.843000,[R]: 1 
20-01-55.844000,S 1 	RSSI: 46
20-01-55.849000,[R]: 2 
20-01-55.850000,[R]: 50 
20-01-55.852000,[R]: 20 
20-01-55.853000,[R]: 1 
20-01-55.856000,S 1 	RSSI: 46
20-01-55.856000,[R]: 2 
20-01-55.857000,[R]: 50 
20-01-55.859000,[R]: 1 
20-01-55.864000,S 1 	RSSI: 46
20-01-55.865000,[R]: 2 
20-01-55.865000,[R]: 50 
20-01-55.868000,[R]: 1 
20-01-55.870000,S 1 	RSSI: 46
20-01-55.876000,[R]: 2 
20-01-55.876000,[R]: 50 
20-01-55.877000,[R]: 1 
20-01-55.878000,S 1 	RSSI: 46
20-01-55.881000,[R]: 2 
20-01-55.881000,[R]: 50 
20-01-55.884000,[R]: 1 
20-01-55.886000,S 1 	RSSI: 46
20-01-55.889000,[R]: 2 
20-01-55.890000,[R]: 50 
20-01-55.893000,[R]: 1 
20-01-55.895000,S 1 	RSSI: 46
20-01-55.898000,[R]: 2 
20-01-55.899000,[R]: 50 
20-01-55.900000,[R]: 20 
20-01-55.901000,[R]: 1 
20-01-55.903000,S 1 	RSSI: 46
20-01-55.906000,[R]: 2 
20-01-55.906000,[R]: 50 
20-01-55.909000,[R]: 1 
20-01-55.911000,S 1 	RSSI: 46
20-01-55.917000,[R]: 2 
20-01-55.917000,[R]: 50 
20-01-55.918000,[R]: 1 
20-01-55.920000,S 1 	RSSI: 46
20-01-55.923000,[R]: 2 
20-01-55.924000,[R]: 50 
20-01-55.926000,[R]: 1 
20-01-55.928000,S 1 	RSSI: 46
20-01-55.931000,[R]: 2 
20-01-55.931000,[R]: 50 
20-01-55.935000,[R]: 1 
20-01-55.936000,S 1 	RSSI: 46
20-01-55.939000,[R]: 2 
20-01-55.940000,[R]: 50 
20-01-55.942000,[R]: 1 
20-01-55.944000,S 1 	RSSI: 46
20-01-55.948000,[R]: 2 
20-01-55.949000,[R]: 50 
20-01-55.950000,[R]: 20 
20-01-55.951000,[R]: 1 
20-01-55.953000,S 1 	RSSI: 46
20-01-55.956000,[R]: 2 
20-01-55.959000,[R]: 50 
20-01-55.959000,[R]: 1 
20-01-55.962000,S 1 	RSSI: 46
20-01-55.964000,[R]: 2 
20-01-55.966000,[R]: 50 
20-01-55.968000,[R]: 1 
20-01-55.970000,S 1 	RSSI: 46
20-01-55.973000,[R]: 2 
20-01-55.975000,[R]: 50 
20-01-55.976000,[R]: 1 
20-01-55.979000,S 1 	RSSI: 46
20-01-55.982000,[R]: 2 
20-01-55.984000,[R]: 50 
20-01-55.985000,[R]: 1 
20-01-55.986000,S 1 	RSSI: 46
20-01-55.989000,[R]: 2 
20-01-55.992000,[R]: 50 
20-01-55.994000,[R]: 1 
20-01-55.995000,S 1 	RSSI: 46
20-01-55.998000,[R]: 2 
20-01-55.999000,[R]: 50 
20-01-56.000000,[R]: 20 
20-01-56.001000,[R]: 1 
20-01-56.003000,S 1 	RSSI: 46
20-01-56.005000,[R]: 2 
20-01-56.005000,[R]: 50 
20-01-56.008000,[R]: 1 
20-01-56.011000,S 1 	RSSI: 46
20-01-56.013000,[R]: 2 
20-01-56.014000,[R]: 50 
20-01-56.017000,[R]: 1 
20-01-56.019000,S 1 	RSSI: 46
20-01-56.022000,[R]: 2 
20-01-56.026000,[R]: 50 
20-01-56.026000,[R]: 1 
20-01-56.027000,S 1 	RSSI: 46
20-01-56.030000,[R]: 2 
20-01-56.031000,[R]: 50 
20-01-56.033000,[R]: 1 
20-01-56.036000,S 1 	RSSI: 46
20-01-56.038000,[R]: 2 
20-01-56.039000,[R]: 50 
20-01-56.042000,[R]: 1 
20-01-56.044000,S 1 	RSSI: 46
20-01-56.048000,[R]: 2 
20-01-56.049000,[R]: 50 
20-01-56.050000,[R]: 20 
20-01-56.051000,[R]: 1 
20-01-56.052000,S 1 	RSSI: 46
20-01-56.059000,[R]: 2 
20-01-56.060000,[R]: 50 
20-01-56.060000,[R]: 1 
20-01-56.061000,S 1 	RSSI: 46
20-01-56.063000,[R]: 2 
20-01-56.064000,[R]: 50 
20-01-56.067000,[R]: 1 
20-01-56.071000,S 1 	RSSI: 46
20-01-56.072000,[R]: 2 
20-01-56.073000,[R]: 50 
20-01-56.075000,[R]: 1 
20-01-56.077000,S 1 	RSSI: 46
20-01-56.082000,[R]: 2 
20-01-56.083000,[R]: 50 
20-01-56.084000,[R]: 1 
20-01-56.086000,S 1 	RSSI: 46
20-01-56.088000,[R]: 2 
20-01-56.089000,[R]: 50 
20-01-56.092000,[R]: 1 
20-01-56.094000,S 1 	RSSI: 46
20-01-56.098000,[R]: 2 
20-01-56.098000,[R]: 50 
20-01-56.103000,[R]: 20 
20-01-56.103000,[R]: 1 
20-01-56.104000,S 1 	RSSI: 46
20-01-56.105000,[R]: 2 
20-01-56.106000,[R]: 50 
20-01-56.108000,[R]: 1 
20-01-56.111000,S 1 	RSSI: 46
20-01-56.115000,[R]: 2 
20-01-56.116000,[R]: 50 
20-01-56.117000,[R]: 1 
20-01-56.121000,S 1 	RSSI: 46
20-01-56.122000,[R]: 2 
20-01-56.123000,[R]: 50 
20-01-56.125000,[R]: 1 
20-01-56.128000,S 1 	RSSI: 46
20-01-56.130000,[R]: 2 
20-01-56.134000,[R]: 50 
20-01-56.135000,[R]: 1 
20-01-56.136000,S 1 	RSSI: 46
20-01-56.138000,[R]: 2 
20-01-56.139000,[R]: 50 
20-01-56.143000,[R]: 1 
20-01-56.145000,S 1 	RSSI: 46
20-01-56.147000,[R]: 2 
20-01-56.149000,[R]: 50 
20-01-56.149000,[R]: 20 
20-01-56.151000,[R]: 1 
20-01-56.152000,S 1 	RSSI: 46
20-01-56.155000,[R]: 2 
20-01-56.156000,[R]: 50 
20-01-56.159000,[R]: 1 
20-01-56.161000,S 1 	RSSI: 46
20-01-56.164000,[R]: 2 
20-01-56.167000,[R]: 50 
20-01-56.168000,[R]: 1 
20-01-56.170000,S 1 	RSSI: 46
20-01-56.172000,[R]: 2 
20-01-56.175000,[R]: 50 
20-01-56.176000,[R]: 1 
20-01-56.177000,S 1 	RSSI: 46
20-01-56.181000,[R]: 2 
20-01-56.182000,[R]: 50 
20-01-56.184000,[R]: 1 
20-01-56.186000,S 1 	RSSI: 46
20-01-56.189000,[R]: 2 
20-01-56.189000,[R]: 50 
20-01-56.192000,[R]: 1 
20-01-56.194000,S 1 	RSSI: 46
20-01-56.198000,[R]: 2 
20-01-56.199000,[R]: 50 
20-01-56.199000,[R]: 20 
20-01-56.208000,[R]: 1 
20-01-56.209000,S 1 	RSSI: 46
20-01-56.210000,[R]: 2 
20-01-56.210000,[R]: 50 
20-01-56.211000,[R]: 1 
20-01-56.212000,S 1 	RSSI: 46
20-01-56.214000,[R]: 2 
20-01-56.214000,[R]: 50 
20-01-56.218000,[R]: 1 
20-01-56.220000,S 1 	RSSI: 46
20-01-56.223000,[R]: 2 
20-01-56.224000,[R]: 50 
20-01-56.226000,[R]: 1 
20-01-56.228000,S 1 	RSSI: 46
20-01-56.231000,[R]: 2 
20-01-56.232000,[R]: 50 
20-01-56.234000,[R]: 1 
20-01-56.241000,S 1 	RSSI: 46
20-01-56.242000,[R]: 2 
20-01-56.243000,[R]: 50 
20-01-56.243000,[R]: 1 
20-01-56.245000,S 1 	RSSI: 46
20-01-56.247000,[R]: 2 
20-01-56.248000,[R]: 50 
20-01-56.251000,[R]: 1 
20-01-56.253000,S 1 	RSSI: 46
20-01-56.256000,[R]: 2 
20-01-56.259000,[R]: 50 
20-01-56.264000,[R]: 1 
20-01-56.265000,S 1 	RSSI: 46
20-01-56.265000,[R]: 2 
20-01-56.266000,[R]: 50 
20-01-56.268000,[R]: 1 
20-01-56.272000,S 1 	RSSI: 46
20-01-56.273000,[R]: 2 
20-01-56.274000,[R]: 50 
20-01-56.276000,[R]: 1 
20-01-56.278000,S 1 	RSSI: 46
20-01-56.281000,[R]: 2 
20-01-56.281000,[R]: 50 
20-01-56.285000,[R]: 1 
20-01-56.289000,[R]: 2 
20-01-56.291000,[R]: 50 
20-01-56.293000,[R]: 1 
20-01-56.295000,S 1 	RSSI: 46
20-01-56.298000,[R]: 2 
20-01-56.299000,[R]: 50 
20-01-56.308000,[R]: 20 
20-01-56.308000,[R]: 1 
20-01-56.309000,S 1 	RSSI: 46
20-01-56.310000,[R]: 2 
20-01-56.310000,[R]: 50 
20-01-56.311000,[R]: 1 
20-01-56.312000,S 1 	RSSI: 46
20-01-56.314000,[R]: 2 
20-01-56.315000,[R]: 50 
20-01-56.318000,[R]: 1 
20-01-56.322000,S 1 	RSSI: 46
20-01-56.323000,[R]: 2 
20-01-56.324000,[R]: 50 
20-01-56.326000,[R]: 1 
20-01-56.328000,S 1 	RSSI: 46
20-01-56.331000,[R]: 2 
20-01-56.335000,[R]: 50 
20-01-56.335000,[R]: 1 
20-01-56.336000,S 1 	RSSI: 46
20-01-56.339000,[R]: 2 
20-01-56.340000,[R]: 50 
20-01-56.343000,[R]: 1 
20-01-56.345000,S 1 	RSSI: 46
20-01-56.348000,[R]: 2 
20-01-56.354000,[R]: 50 
20-01-56.354000,[R]: 20 
20-01-56.355000,[R]: 1 
20-01-56.356000,S 1 	RSSI: 46
20-01-56.356000,[R]: 2 
20-01-56.358000,[R]: 50 
20-01-56.359000,[R]: 1 
20-01-56.362000,S 1 	RSSI: 46
20-01-56.365000,[R]: 2 
20-01-56.366000,[R]: 50 
20-01-56.368000,[R]: 1 
20-01-56.370000,S 1 	RSSI: 46
20-01-56.373000,[R]: 2 
20-01-56.374000,[R]: 50 
20-01-56.376000,[R]: 1 
20-01-56.377000,S 1 	RSSI: 46
20-01-56.380000,[R]: 2 
20-01-56.381000,[R]: 50 
20-01-56.383000,[R]: 1 
20-01-56.385000,S 1 	RSSI: 46
20-01-56.388000,[R]: 2 
20-01-56.389000,[R]: 50 
20-01-56.392000,[R]: 1 
20-01-56.395000,S 1 	RSSI: 46
20-01-56.397000,[R]: 2 
20-01-56.398000,[R]: 50 
20-01-56.400000,[R]: 1 
20-01-56.402000,S 1 	RSSI: 46
20-01-56.404000,[R]: 2 
20-01-56.405000,[R]: 50 
20-01-56.408000,[R]: 1 
20-01-56.411000,S 1 	RSSI: 46
20-01-56.415000,[R]: 2 
20-01-56.417000,[R]: 50 
20-01-56.418000,[R]: 1 
20-01-56.419000,S 1 	RSSI: 46
20-01-56.422000,[R]: 2 
20-01-56.423000,[R]: 50 
20-01-56.426000,[R]: 1 
20-01-56.436000,S 1 	RSSI: 46
20-01-56.436000,[R]: 2 
20-01-56.437000,[R]: 50 
20-01-56.437000,[R]: 1 
20-01-56.442000,S 1 	RSSI: 46
20-01-56.443000,[R]: 2 
20-01-56.443000,[R]: 50 
20-01-56.447000,[R]: 1 
20-01-56.448000,S 1 	RSSI: 46
20-01-56.448000,[R]: 2 
20-01-56.449000,[R]: 50 
20-01-56.451000,[R]: 20 
20-01-56.451000,[R]: 1 
20-01-56.452000,S 1 	RSSI: 46
20-01-56.455000,[R]: 2 
20-01-56.456000,[R]: 50 
20-01-56.458000,[R]: 1 
20-01-56.461000,S 1 	RSSI: 46
20-01-56.466000,[R]: 2 
20-01-56.467000,[R]: 50 
20-01-56.467000,[R]: 1 
20-01-56.469000,S 1 	RSSI: 46
20-01-56.473000,[R]: 2 
20-01-56.475000,[R]: 50 
20-01-56.476000,[R]: 1 
20-01-56.477000,S 1 	RSSI: 46
20-01-56.480000,[R]: 2 
20-01-56.481000,[R]: 50 
20-01-56.484000,[R]: 1 
20-01-56.486000,S 1 	RSSI: 46
20-01-56.488000,[R]: 2 
20-01-56.490000,[R]: 50 
20-01-56.492000,[R]: 1 
20-01-56.494000,S 1 	RSSI: 46
20-01-56.497000,[R]: 2 
20-01-56.498000,[R]: 50 
20-01-56.500000,[R]: 1 
20-01-56.502000,S 1 	RSSI: 46
20-01-56.505000,[R]: 2 
20-01-56.508000,[R]: 50 
20-01-56.509000,[R]: 1 
20-01-56.511000,S 1 	RSSI: 46
20-01-56.514000,[R]: 2 
20-01-56.515000,[R]: 50 
20-01-56.518000,[R]: 1 
20-01-56.519000,S 1 	RSSI: 46
20-01-56.523000,[R]: 2 
20-01-56.523000,[R]: 50 
20-01-56.525000,[R]: 1 
20-01-56.528000,S 1 	RSSI: 46
20-01-56.531000,[R]: 2 
20-01-56.532000,[R]: 50 
20-01-56.534000,[R]: 1 
20-01-56.539000,[R]: 2 
20-01-56.539000,[R]: 50 
20-01-56.542000,[R]: 1 
20-01-56.544000,S 1 	RSSI: 46
20-01-56.547000,[R]: 2 
20-01-56.547000,[R]: 50 
20-01-56.552000,[R]: 1 
20-01-56.553000,S 1 	RSSI: 46
20-01-56.555000,[R]: 2 
20-01-56.556000,[R]: 50 
20-01-56.559000,[R]: 1 
20-01-56.561000,S 1 	RSSI: 46
20-01-56.564000,[R]: 2 
20-01-56.566000,[R]: 50 
20-01-56.568000,[R]: 1 
20-01-56.571000,S 1 	RSSI: 46
20-01-56.572000,[R]: 2 
20-01-56.573000,[R]: 50 
20-01-56.576000,[R]: 1 
20-01-56.578000,S 1 	RSSI: 46
20-01-56.582000,[R]: 2 
20-01-56.583000,[R]: 50 
20-01-56.584000,[R]: 1 
20-01-56.586000,S 1 	RSSI: 46
20-01-56.589000,[R]: 2 
20-01-56.589000,[R]: 50 
20-01-56.592000,[R]: 1 
20-01-56.594000,S 1 	RSSI: 46
20-01-56.598000,[R]: 2 
20-01-56.602000,[R]: 50 
20-01-56.603000,[R]: 20 
20-01-56.603000,[R]: 1 
20-01-56.605000,S 1 	RSSI: 46
20-01-56.605000,[R]: 2 
20-01-56.606000,[R]: 50 
20-01-56.609000,[R]: 1 
20-01-56.613000,S 1 	RSSI: 46
20-01-56.615000,[R]: 2 
20-01-56.615000,[R]: 50 
20-01-56.618000,[R]: 1 
20-01-56.620000,S 1 	RSSI: 46
20-01-56.622000,[R]: 2 
20-01-56.624000,[R]: 50 
20-01-56.626000,[R]: 1 
20-01-56.628000,S 1 	RSSI: 46
20-01-56.631000,[R]: 2 
20-01-56.635000,[R]: 50 
20-01-56.636000,[R]: 1 
20-01-56.637000,S 1 	RSSI: 46
20-01-56.639000,[R]: 2 
20-01-56.639000,[R]: 50 
20-01-56.642000,[R]: 1 
20-01-56.648000,S 1 	RSSI: 46
20-01-56.649000,[R]: 2 
20-01-56.649000,[R]: 50 
20-01-56.650000,[R]: 20 
20-01-56.651000,[R]: 1 
20-01-56.653000,S 1 	RSSI: 46
20-01-56.656000,[R]: 2 
20-01-56.656000,[R]: 50 
20-01-56.659000,[R]: 1 
20-01-56.661000,S 1 	RSSI: 46
20-01-56.665000,[R]: 2 
20-01-56.666000,[R]: 50 
20-01-56.668000,[R]: 1 
20-01-56.670000,S 1 	RSSI: 46
20-01-56.673000,[R]: 2 
20-01-56.677000,[R]: 50 
20-01-56.677000,[R]: 1 
20-01-56.678000,S 1 	RSSI: 46
20-01-56.681000,[R]: 2 
20-01-56.681000,[R]: 50 
20-01-56.684000,[R]: 1 
20-01-56.686000,S 1 	RSSI: 46
20-01-56.693000,[R]: 2 
20-01-56.697000,[R]: 50 
20-01-56.698000,[R]: 1 
20-01-56.699000,S 1 	RSSI: 46
20-01-56.699000,[R]: 2 
20-01-56.700000,[R]: 50 
20-01-56.703000,[R]: 20 
20-01-56.703000,[R]: 1 
20-01-56.706000,S 1 	RSSI: 46
20-01-56.707000,[R]: 2 
20-01-56.707000,[R]: 50 
20-01-56.709000,[R]: 1 
20-01-56.712000,S 1 	RSSI: 46
20-01-56.714000,[R]: 2 
20-01-56.715000,[R]: 50 
20-01-56.718000,[R]: 1 
20-01-56.720000,S 1 	RSSI: 46
20-01-56.722000,[R]: 2 
20-01-56.727000,[R]: 50 
20-01-56.727000,[R]: 1 
20-01-56.728000,S 1 	RSSI: 46
20-01-56.731000,[R]: 2 
20-01-56.732000,[R]: 50 
20-01-56.734000,[R]: 1 
20-01-56.736000,S 1 	RSSI: 46
20-01-56.739000,[R]: 2 
20-01-56.740000,[R]: 50 
20-01-56.742000,[R]: 1 
20-01-56.745000,S 1 	RSSI: 46
20-01-56.748000,[R]: 2 
20-01-56.749000,[R]: 50 
20-01-56.750000,[R]: 20 
20-01-56.751000,[R]: 1 
20-01-56.753000,S 1 	RSSI: 46
20-01-56.755000,[R]: 2 
20-01-56.757000,[R]: 50 
20-01-56.758000,[R]: 1 
20-01-56.761000,S 1 	RSSI: 46
20-01-56.763000,[R]: 2 
20-01-56.765000,[R]: 50 
20-01-56.767000,[R]: 1 
20-01-56.769000,S 1 	RSSI: 46
20-01-56.772000,[R]: 2 
20-01-56.775000,[R]: 50 
