22-41-23.478000,---------- 
22-44-09.277000,[R]: 1 
22-44-09.278000,[R]: 50 
22-44-09.281000,[R]: 2 
22-44-09.293000,[R]: 3 
22-44-09.294000,[R]: 4 
22-44-09.294000,[R]: 5 
22-44-09.295000,S 2 	RSSI: 57
22-44-09.298000,[R]: 6 
22-44-09.302000,[R]: 7 
22-44-09.307000,[R]: 8 
22-44-09.308000,S 5 	RSSI: 57
22-44-09.310000,[R]: 1 
22-44-09.313000,[R]: 50 
22-44-09.314000,[R]: 2 
22-44-09.318000,[R]: 3 
22-44-09.337000,[R]: 4 
22-44-09.337000,[R]: 5 
22-44-09.338000,S 2 	RSSI: 59
22-44-09.339000,[R]: 6 
22-44-09.339000,[R]: 7 
22-44-09.340000,[R]: 8 
22-44-09.340000,S 5 	RSSI: 57
22-44-09.343000,[R]: 1 
22-44-09.345000,[R]: 50 
22-44-09.347000,[R]: 2 
22-44-09.352000,[R]: 3 
22-44-09.356000,[R]: 4 
22-44-09.359000,[R]: 5 
22-44-09.365000,S 2 	RSSI: 59
22-44-09.365000,[R]: 6 
22-44-09.368000,[R]: 7 
22-44-09.378000,S 8 	RSSI: 58
22-44-09.378000,[R]: 8 
22-44-09.379000,[R]: 20 
22-44-09.380000,[R]: 1 
22-44-09.380000,[R]: 50 
22-44-09.381000,S 3 	RSSI: 70
22-44-09.383000,[R]: 2 
22-44-09.388000,S 2 	RSSI: 59
22-44-09.389000,S 4 	RSSI: 60
22-44-09.389000,[R]: 3 
22-44-09.410000,[R]: 4 
22-44-09.410000,[R]: 5 
22-44-09.411000,S 7 	RSSI: 59
22-44-09.411000,[R]: 6 
22-44-09.412000,[R]: 7 
22-44-09.412000,[R]: 8 
22-44-09.413000,[R]: 1 
22-44-09.413000,[R]: 50 
22-44-09.415000,[R]: 2 
22-44-09.435000,S 4 	RSSI: 60
22-44-09.435000,[R]: 3 
22-44-09.438000,[R]: 4 
22-44-09.439000,[R]: 5 
22-44-09.440000,S 7 	RSSI: 60
22-44-09.440000,[R]: 6 
22-44-09.441000,[R]: 7 
22-44-09.443000,[R]: 8 
22-44-09.444000,[R]: 1 
22-44-09.445000,[R]: 50 
22-44-09.449000,[R]: 2 
22-44-09.451000,[R]: 3 
22-44-09.492000,[R]: 4 
22-44-09.492000,[R]: 5 
22-44-09.493000,[R]: 6 
22-44-09.493000,[R]: 7 
22-44-09.494000,[R]: 8 
22-44-09.494000,S 5 	RSSI: 57
22-44-09.495000,[R]: 1 
22-44-09.495000,[R]: 50 
22-44-09.496000,[R]: 2 
22-44-09.496000,[R]: 3 
22-44-09.497000,[R]: 4 
22-44-09.497000,[R]: 5 
22-44-09.498000,[R]: 6 
22-44-09.502000,[R]: 7 
22-44-09.506000,[R]: 8 
22-44-09.515000,S 5 	RSSI: 56
22-44-09.516000,[R]: 1 
22-44-09.516000,[R]: 50 
22-44-09.517000,[R]: 2 
22-44-09.520000,[R]: 3 
22-44-09.522000,[R]: 4 
22-44-09.526000,[R]: 5 
22-44-09.530000,[R]: 6 
22-44-09.534000,[R]: 7 
22-44-09.540000,[R]: 8 
22-44-09.544000,S 5 	RSSI: 56
22-44-09.545000,[R]: 1 
22-44-09.545000,[R]: 50 
22-44-09.547000,[R]: 2 
22-44-09.551000,[R]: 3 
22-44-09.555000,[R]: 4 
22-44-09.559000,[R]: 5 
22-44-09.564000,[R]: 6 
22-44-09.567000,[R]: 7 
22-44-09.572000,[R]: 8 
22-44-09.574000,S 5 	RSSI: 56
22-44-09.576000,[R]: 1 
22-44-09.577000,[R]: 50 
22-44-09.580000,[R]: 2 
22-44-09.584000,[R]: 3 
22-44-09.597000,[R]: 4 
22-44-09.598000,[R]: 5 
22-44-09.598000,[R]: 6 
22-44-09.601000,[R]: 7 
22-44-09.605000,[R]: 8 
22-44-09.607000,S 8 	RSSI: 58
22-44-09.613000,[R]: 1 
22-44-09.613000,[R]: 50 
22-44-09.615000,[R]: 2 
22-44-09.616000,[R]: 20 
22-44-09.618000,[R]: 1 
22-44-09.619000,[R]: 50 
22-44-09.623000,[R]: 2 
22-44-09.626000,[R]: 3 
22-44-09.630000,[R]: 4 
22-44-09.636000,S 6 	RSSI: 65
22-44-09.637000,[R]: 5 
22-44-09.638000,[R]: 6 
22-44-09.642000,S 8 	RSSI: 58
22-44-09.647000,[R]: 7 
22-44-09.647000,[R]: 8 
22-44-09.649000,S 4 	RSSI: 60
22-44-09.652000,[R]: 1 
22-44-09.653000,[R]: 50 
22-44-09.655000,[R]: 2 
22-44-09.668000,[R]: 3 
22-44-09.668000,[R]: 4 
22-44-09.669000,S 3 	RSSI: 70
22-44-09.669000,[R]: 5 
22-44-09.672000,[R]: 6 
22-44-09.677000,[R]: 7 
22-44-09.680000,[R]: 8 
22-44-09.686000,[R]: 1 
22-44-09.687000,[R]: 50 
22-44-09.689000,[R]: 2 
22-44-09.693000,[R]: 3 
22-44-09.695000,[R]: 20 
22-44-09.698000,[R]: 1 
22-44-09.702000,[R]: 50 
22-44-09.702000,[R]: 2 
22-44-09.705000,[R]: 3 
22-44-09.714000,S 3 	RSSI: 70
22-44-09.715000,S 5 	RSSI: 57
22-44-09.716000,[R]: 4 
22-44-09.717000,[R]: 5 
22-44-09.719000,[R]: 6 
22-44-09.723000,[R]: 7 
22-44-09.727000,[R]: 8 
22-44-09.738000,[R]: 1 
22-44-09.738000,[R]: 50 
22-44-09.739000,[R]: 2 
22-44-09.739000,[R]: 3 
22-44-09.741000,S 5 	RSSI: 57
22-44-09.743000,[R]: 4 
22-44-09.749000,[R]: 5 
22-44-09.752000,[R]: 6 
22-44-09.760000,[R]: 7 
22-44-09.761000,[R]: 8 
22-44-09.765000,[R]: 1 
22-44-09.765000,[R]: 50 
22-44-09.769000,[R]: 2 
22-44-09.773000,[R]: 3 
22-44-09.774000,S 5 	RSSI: 57
22-44-09.776000,[R]: 4 
22-44-09.785000,[R]: 5 
22-44-09.786000,[R]: 6 
22-44-09.788000,[R]: 7 
22-44-09.792000,[R]: 8 
22-44-09.797000,[R]: 1 
22-44-09.801000,[R]: 50 
22-44-09.801000,[R]: 2 
22-44-09.805000,[R]: 3 
22-44-09.806000,S 5 	RSSI: 57
22-44-09.809000,[R]: 4 
22-44-09.812000,[R]: 5 
22-44-09.814000,[R]: 20 
22-44-09.818000,[R]: 1 
22-44-09.818000,[R]: 50 
22-44-09.820000,[R]: 2 
22-44-09.825000,[R]: 3 
22-44-09.829000,[R]: 4 
22-44-09.835000,[R]: 5 
22-44-09.838000,[R]: 6 
22-44-09.840000,S 8 	RSSI: 56
22-44-09.842000,[R]: 7 
22-44-09.847000,[R]: 8 
22-44-09.851000,[R]: 1 
22-44-09.853000,[R]: 50 
22-44-09.857000,[R]: 2 
22-44-09.857000,S 6 	RSSI: 64
22-44-09.859000,[R]: 3 
22-44-09.863000,[R]: 4 
22-44-09.867000,[R]: 5 
22-44-09.870000,S 4 	RSSI: 59
22-44-09.878000,[R]: 6 
22-44-09.879000,[R]: 7 
22-44-09.881000,[R]: 8 
22-44-09.882000,S 7 	RSSI: 59
22-44-09.888000,[R]: 1 
22-44-09.889000,[R]: 50 
22-44-09.889000,[R]: 2 
22-44-09.893000,[R]: 3 
22-44-09.895000,[R]: 20 
22-44-09.898000,[R]: 1 
22-44-09.900000,[R]: 50 
22-44-09.901000,S 3 	RSSI: 72
22-44-09.902000,[R]: 2 
22-44-09.906000,[R]: 3 
22-44-09.910000,[R]: 4 
22-44-09.914000,[R]: 5 
22-44-09.918000,[R]: 6 
22-44-09.930000,[R]: 7 
22-44-09.930000,S 7 	RSSI: 59
22-44-09.931000,[R]: 8 
22-44-09.933000,[R]: 1 
22-44-09.934000,[R]: 50 
22-44-09.944000,S 3 	RSSI: 72
22-44-09.949000,S 5 	RSSI: 56
22-44-09.949000,[R]: 2 
22-44-09.949000,S 2 	RSSI: 58
22-44-09.950000,[R]: 3 
22-44-09.951000,[R]: 4 
22-44-09.952000,[R]: 5 
22-44-09.952000,[R]: 6 
22-44-09.957000,[R]: 7 
22-44-09.960000,[R]: 8 
22-44-09.965000,[R]: 1 
22-44-09.966000,[R]: 50 
22-44-09.982000,[R]: 2 
22-44-09.982000,[R]: 3 
22-44-09.983000,[R]: 20 
22-44-09.983000,[R]: 1 
22-44-09.984000,[R]: 50 
22-44-09.985000,[R]: 2 
22-44-09.985000,S 2 	RSSI: 58
22-44-09.989000,[R]: 3 
22-44-09.989000,[R]: 4 
22-44-09.999000,[R]: 5 
22-44-10.005000,[R]: 6 
22-44-10.006000,S 8 	RSSI: 55
22-44-10.007000,[R]: 7 
22-44-10.007000,[R]: 8 
22-44-10.011000,[R]: 1 
22-44-10.012000,[R]: 50 
22-44-10.014000,[R]: 2 
22-44-10.020000,[R]: 3 
22-44-10.023000,[R]: 4 
22-44-10.025000,S 6 	RSSI: 64
22-44-10.027000,[R]: 5 
22-44-10.031000,[R]: 6 
22-44-10.033000,S 8 	RSSI: 57
22-44-10.035000,[R]: 7 
22-44-10.039000,[R]: 8 
22-44-10.045000,[R]: 1 
22-44-10.046000,[R]: 50 
22-44-10.047000,[R]: 2 
22-44-10.053000,[R]: 3 
22-44-10.056000,[R]: 4 
22-44-10.058000,S 6 	RSSI: 64
22-44-10.060000,[R]: 5 
22-44-10.065000,[R]: 6 
22-44-10.066000,S 8 	RSSI: 57
22-44-10.068000,[R]: 7 
22-44-10.071000,S 4 	RSSI: 59
22-44-10.080000,[R]: 8 
22-44-10.080000,[R]: 1 
22-44-10.081000,[R]: 50 
22-44-10.082000,[R]: 2 
22-44-10.083000,S 7 	RSSI: 60
22-44-10.086000,[R]: 3 
22-44-10.089000,[R]: 4 
22-44-10.092000,S 3 	RSSI: 72
22-44-10.097000,[R]: 5 
22-44-10.098000,[R]: 6 
22-44-10.101000,S 5 	RSSI: 56
22-44-10.103000,[R]: 7 
22-44-10.107000,[R]: 8 
22-44-10.112000,[R]: 1 
22-44-10.115000,[R]: 50 
22-44-10.119000,[R]: 2 
22-44-10.122000,[R]: 3 
22-44-10.125000,[R]: 4 
22-44-10.125000,S 3 	RSSI: 73
22-44-10.127000,[R]: 5 
22-44-10.132000,[R]: 6 
22-44-10.136000,[R]: 7 
22-44-10.140000,[R]: 8 
22-44-10.146000,[R]: 1 
22-44-10.146000,[R]: 50 
22-44-10.148000,[R]: 2 
22-44-10.177000,[R]: 3 
22-44-10.178000,[R]: 4 
22-44-10.178000,S 3 	RSSI: 72
22-44-10.179000,[R]: 5 
22-44-10.179000,[R]: 6 
22-44-10.180000,S 5 	RSSI: 56
22-44-10.181000,[R]: 7 
22-44-10.181000,[R]: 8 
22-44-10.182000,[R]: 20 
22-44-10.182000,[R]: 1 
22-44-10.183000,[R]: 50 
22-44-10.188000,[R]: 2 
22-44-10.189000,S 2 	RSSI: 57
22-44-10.190000,[R]: 3 
22-44-10.190000,[R]: 4 
22-44-10.195000,[R]: 5 
22-44-10.199000,[R]: 6 
22-44-10.201000,[R]: 7 
22-44-10.207000,[R]: 8 
22-44-10.214000,[R]: 1 
22-44-10.214000,[R]: 50 
22-44-10.215000,[R]: 2 
22-44-10.218000,[R]: 3 
22-44-10.222000,[R]: 4 
22-44-10.226000,[R]: 5 
22-44-10.230000,[R]: 6 
22-44-10.233000,S 8 	RSSI: 55
22-44-10.235000,[R]: 7 
22-44-10.239000,[R]: 8 
22-44-10.244000,[R]: 1 
22-44-10.244000,[R]: 50 
22-44-10.247000,[R]: 2 
22-44-10.249000,S 6 	RSSI: 65
22-44-10.252000,[R]: 3 
22-44-10.256000,[R]: 4 
22-44-10.260000,[R]: 5 
22-44-10.264000,[R]: 6 
22-44-10.268000,[R]: 7 
22-44-10.272000,S 4 	RSSI: 59
22-44-10.282000,[R]: 8 
22-44-10.282000,[R]: 1 
22-44-10.283000,[R]: 50 
22-44-10.285000,[R]: 2 
22-44-10.286000,S 7 	RSSI: 59
22-44-10.286000,[R]: 3 
22-44-10.290000,[R]: 4 
22-44-10.296000,[R]: 5 
22-44-10.298000,[R]: 6 
22-44-10.303000,[R]: 7 
22-44-10.305000,S 4 	RSSI: 59
22-44-10.308000,[R]: 8 
22-44-10.311000,[R]: 1 
22-44-10.312000,[R]: 50 
22-44-10.314000,[R]: 2 
22-44-10.317000,S 7 	RSSI: 59
22-44-10.319000,S 3 	RSSI: 72
22-44-10.320000,[R]: 3 
22-44-10.324000,[R]: 4 
22-44-10.325000,S 5 	RSSI: 57
22-44-10.327000,[R]: 5 
22-44-10.332000,[R]: 6 
22-44-10.337000,[R]: 7 
22-44-10.340000,[R]: 8 
22-44-10.347000,[R]: 1 
22-44-10.348000,[R]: 50 
22-44-10.348000,S 3 	RSSI: 71
22-44-10.349000,[R]: 2 
22-44-10.352000,[R]: 3 
22-44-10.354000,S 5 	RSSI: 57
22-44-10.356000,[R]: 4 
22-44-10.364000,[R]: 5 
22-44-10.365000,[R]: 6 
22-44-10.369000,[R]: 7 
22-44-10.373000,[R]: 8 
22-44-10.375000,[R]: 20 
22-44-10.377000,[R]: 1 
22-44-10.378000,[R]: 50 
22-44-10.386000,[R]: 2 
22-44-10.386000,[R]: 3 
22-44-10.387000,S 3 	RSSI: 71
22-44-10.389000,[R]: 4 
22-44-10.395000,[R]: 5 
22-44-10.397000,S 5 	RSSI: 57
22-44-10.408000,[R]: 6 
22-44-10.410000,[R]: 7 
22-44-10.412000,[R]: 8 
22-44-10.420000,[R]: 1 
22-44-10.423000,[R]: 50 
22-44-10.433000,[R]: 2 
22-44-10.438000,[R]: 3 
22-44-10.446000,S 3 	RSSI: 72
22-44-10.450000,[R]: 4 
22-44-10.458000,[R]: 5 
22-44-10.463000,S 5 	RSSI: 57
22-44-10.465000,[R]: 6 
22-44-10.466000,[R]: 7 
22-44-10.469000,[R]: 8 
22-44-10.483000,[R]: 1 
22-44-10.483000,[R]: 50 
22-44-10.485000,[R]: 2 
22-44-10.486000,[R]: 3 
22-44-10.490000,S 3 	RSSI: 75
22-44-10.490000,[R]: 4 
22-44-10.494000,[R]: 5 
22-44-10.495000,[R]: 6 
22-44-10.496000,[R]: 7 
22-44-10.496000,[R]: 8 
22-44-10.497000,[R]: 1 
22-44-10.498000,[R]: 50 
22-44-10.499000,[R]: 2 
22-44-10.500000,[R]: 3 
22-44-10.501000,[R]: 4 
22-44-10.504000,[R]: 5 
22-44-10.504000,[R]: 20 
22-44-10.505000,[R]: 1 
22-44-10.505000,[R]: 50 
22-44-10.506000,[R]: 2 
22-44-10.506000,[R]: 3 
22-44-10.510000,[R]: 4 
22-44-10.514000,S 6 	RSSI: 64
22-44-10.515000,[R]: 5 
22-44-10.519000,[R]: 6 
22-44-10.522000,[R]: 7 
22-44-10.525000,[R]: 8 
22-44-10.527000,S 8 	RSSI: 56
22-44-10.530000,[R]: 1 
22-44-10.531000,[R]: 50 
22-44-10.534000,[R]: 2 
22-44-10.536000,S 4 	RSSI: 60
22-44-10.538000,[R]: 3 
22-44-10.543000,[R]: 4 
22-44-10.546000,[R]: 5 
22-44-10.551000,[R]: 6 
22-44-10.555000,[R]: 7 
22-44-10.559000,[R]: 8 
22-44-10.568000,[R]: 1 
22-44-10.569000,[R]: 50 
22-44-10.570000,S 7 	RSSI: 60
22-44-10.571000,[R]: 2 
22-44-10.571000,[R]: 3 
22-44-10.576000,[R]: 4 
22-44-10.579000,[R]: 5 
22-44-10.584000,[R]: 6 
22-44-10.588000,[R]: 7 
22-44-10.593000,[R]: 8 
22-44-10.597000,[R]: 1 
22-44-10.597000,[R]: 50 
22-44-10.601000,[R]: 2 
22-44-10.603000,S 7 	RSSI: 60
22-44-10.605000,[R]: 3 
22-44-10.609000,[R]: 4 
22-44-10.616000,[R]: 5 
22-44-10.617000,[R]: 20 
22-44-10.618000,[R]: 1 
22-44-10.618000,[R]: 50 
22-44-10.621000,[R]: 2 
22-44-10.626000,[R]: 3 
22-44-10.640000,S 5 	RSSI: 57
22-44-10.641000,[R]: 4 
22-44-10.641000,[R]: 5 
22-44-10.642000,[R]: 6 
22-44-10.643000,[R]: 7 
22-44-10.647000,[R]: 8 
22-44-10.653000,[R]: 1 
22-44-10.654000,[R]: 50 
22-44-10.655000,[R]: 2 
22-44-10.659000,[R]: 3 
22-44-10.661000,S 5 	RSSI: 57
22-44-10.669000,[R]: 4 
22-44-10.670000,[R]: 5 
22-44-10.671000,[R]: 6 
22-44-10.675000,[R]: 7 
22-44-10.678000,S 3 	RSSI: 71
22-44-10.680000,[R]: 8 
22-44-10.685000,[R]: 1 
22-44-10.685000,[R]: 50 
22-44-10.688000,[R]: 2 
22-44-10.694000,[R]: 3 
22-44-10.695000,S 5 	RSSI: 57
22-44-10.695000,[R]: 20 
22-44-10.697000,[R]: 1 
22-44-10.702000,[R]: 50 
22-44-10.705000,[R]: 2 
22-44-10.705000,[R]: 3 
22-44-10.709000,[R]: 4 
22-44-10.712000,S 6 	RSSI: 64
22-44-10.714000,[R]: 5 
22-44-10.718000,[R]: 6 
22-44-10.720000,S 8 	RSSI: 55
22-44-10.723000,[R]: 7 
22-44-10.726000,[R]: 8 
22-44-10.729000,S 4 	RSSI: 60
22-44-10.732000,[R]: 1 
22-44-10.739000,[R]: 50 
22-44-10.739000,[R]: 2 
22-44-10.740000,[R]: 3 
22-44-10.743000,[R]: 4 
22-44-10.747000,[R]: 5 
22-44-10.752000,[R]: 6 
22-44-10.756000,[R]: 7 
22-44-10.760000,[R]: 8 
22-44-10.765000,[R]: 1 
22-44-10.765000,[R]: 50 
22-44-10.768000,[R]: 2 
22-44-10.772000,[R]: 3 
22-44-10.776000,[R]: 20 
22-44-10.778000,[R]: 1 
22-44-10.778000,[R]: 50 
22-44-10.781000,[R]: 2 
22-44-10.785000,[R]: 3 
22-44-10.790000,S 5 	RSSI: 57
22-44-10.793000,[R]: 4 
22-44-10.794000,[R]: 5 
22-44-10.798000,[R]: 6 
22-44-10.808000,[R]: 7 
22-44-10.808000,[R]: 8 
22-44-10.810000,S 2 	RSSI: 58
22-44-10.811000,[R]: 1 
22-44-10.812000,[R]: 50 
22-44-10.814000,[R]: 2 
22-44-10.819000,[R]: 3 
22-44-10.820000,S 5 	RSSI: 57
22-44-10.824000,[R]: 4 
22-44-10.827000,[R]: 5 
22-44-10.831000,[R]: 6 
22-44-10.835000,[R]: 7 
22-44-10.839000,[R]: 8 
22-44-10.841000,S 2 	RSSI: 58
22-44-10.844000,[R]: 1 
22-44-10.845000,[R]: 50 
22-44-10.850000,[R]: 2 
22-44-10.852000,[R]: 3 
22-44-10.864000,S 5 	RSSI: 57
22-44-10.870000,[R]: 4 
22-44-10.871000,[R]: 5 
22-44-10.873000,S 2 	RSSI: 58
22-44-10.874000,[R]: 6 
22-44-10.882000,S 3 	RSSI: 71
22-44-10.882000,[R]: 7 
22-44-10.883000,[R]: 8 
22-44-10.883000,[R]: 1 
22-44-10.885000,[R]: 50 
22-44-10.886000,S 6 	RSSI: 64
22-44-10.887000,[R]: 2 
22-44-10.888000,[R]: 3 
22-44-10.890000,[R]: 4 
22-44-10.896000,[R]: 5 
22-44-10.897000,S 4 	RSSI: 60
22-44-10.898000,[R]: 6 
22-44-10.901000,S 7 	RSSI: 60
22-44-10.903000,[R]: 7 
22-44-10.915000,[R]: 8 
22-44-10.917000,[R]: 1 
22-44-10.918000,[R]: 50 
22-44-10.918000,[R]: 2 
22-44-10.920000,[R]: 3 
22-44-10.923000,[R]: 4 
22-44-10.929000,[R]: 5 
22-44-10.932000,[R]: 6 
22-44-10.934000,S 7 	RSSI: 60
22-44-10.936000,[R]: 7 
22-44-10.940000,[R]: 8 
22-44-10.945000,[R]: 1 
22-44-10.945000,[R]: 50 
22-44-10.951000,[R]: 2 
22-44-10.953000,S 4 	RSSI: 60
22-44-10.954000,[R]: 3 
22-44-10.955000,S 5 	RSSI: 57
22-44-10.957000,[R]: 4 
22-44-10.961000,[R]: 5 
22-44-10.965000,[R]: 6 
22-44-10.975000,[R]: 7 
22-44-10.977000,[R]: 8 
22-44-10.978000,[R]: 1 
22-44-10.979000,[R]: 50 
22-44-10.982000,[R]: 2 
22-44-10.986000,[R]: 3 
22-44-10.988000,S 5 	RSSI: 57
22-44-10.990000,[R]: 4 
22-44-10.994000,[R]: 5 
22-44-10.997000,S 3 	RSSI: 70
22-44-10.999000,[R]: 6 
22-44-11.003000,[R]: 7 
22-44-11.010000,[R]: 8 
22-44-11.012000,[R]: 1 
22-44-11.013000,[R]: 50 
22-44-11.016000,[R]: 2 
22-44-11.021000,[R]: 3 
22-44-11.024000,[R]: 4 
22-44-11.026000,S 3 	RSSI: 71
22-44-11.028000,[R]: 5 
22-44-11.032000,[R]: 6 
22-44-11.036000,[R]: 7 
22-44-11.041000,S 6 	RSSI: 64
22-44-11.043000,[R]: 8 
22-44-11.046000,[R]: 1 
22-44-11.047000,[R]: 50 
22-44-11.049000,[R]: 2 
22-44-11.058000,[R]: 3 
22-44-11.059000,[R]: 20 
22-44-11.059000,[R]: 1 
22-44-11.060000,[R]: 50 
22-44-11.061000,[R]: 2 
22-44-11.066000,[R]: 3 
22-44-11.070000,[R]: 4 
22-44-11.076000,S 6 	RSSI: 64
22-44-11.077000,[R]: 5 
22-44-11.079000,[R]: 6 
22-44-11.080000,S 8 	RSSI: 56
22-44-11.082000,[R]: 7 
22-44-11.097000,[R]: 8 
22-44-11.098000,S 4 	RSSI: 60
22-44-11.102000,[R]: 1 
22-44-11.103000,[R]: 50 
22-44-11.104000,[R]: 2 
22-44-11.104000,[R]: 3 
22-44-11.105000,S 7 	RSSI: 60
22-44-11.108000,[R]: 4 
22-44-11.108000,[R]: 5 
22-44-11.113000,[R]: 6 
22-44-11.116000,[R]: 7 
22-44-11.121000,[R]: 8 
22-44-11.122000,S 4 	RSSI: 60
22-44-11.125000,[R]: 1 
22-44-11.126000,[R]: 50 
22-44-11.129000,[R]: 2 
22-44-11.133000,[R]: 3 
22-44-11.140000,[R]: 20 
22-44-11.141000,[R]: 1 
22-44-11.141000,[R]: 50 
22-44-11.142000,[R]: 2 
22-44-11.143000,S 2 	RSSI: 58
22-44-11.147000,[R]: 3 
22-44-11.147000,S 5 	RSSI: 57
22-44-11.149000,[R]: 4 
22-44-11.154000,[R]: 5 
22-44-11.158000,[R]: 6 
22-44-11.169000,[R]: 7 
22-44-11.171000,[R]: 8 
22-44-11.175000,[R]: 1 
22-44-11.176000,[R]: 50 
22-44-11.176000,[R]: 2 
22-44-11.178000,[R]: 3 
22-44-11.180000,S 5 	RSSI: 57
22-44-11.182000,[R]: 4 
22-44-11.187000,[R]: 5 
22-44-11.191000,[R]: 6 
22-44-11.196000,[R]: 7 
22-44-11.199000,[R]: 8 
22-44-11.205000,[R]: 1 
22-44-11.206000,[R]: 50 
22-44-11.214000,[R]: 2 
22-44-11.214000,[R]: 3 
22-44-11.215000,S 5 	RSSI: 57
22-44-11.218000,[R]: 4 
22-44-11.220000,[R]: 5 
22-44-11.224000,[R]: 6 
22-44-11.228000,[R]: 7 
22-44-11.232000,[R]: 8 
22-44-11.239000,[R]: 1 
22-44-11.240000,[R]: 50 
22-44-11.240000,[R]: 2 
22-44-11.245000,[R]: 3 
22-44-11.246000,S 5 	RSSI: 57
22-44-11.248000,[R]: 4 
22-44-11.253000,[R]: 5 
22-44-11.256000,[R]: 20 
22-44-11.258000,[R]: 1 
22-44-11.258000,[R]: 50 
22-44-11.261000,[R]: 2 
22-44-11.263000,S 2 	RSSI: 58
22-44-11.265000,[R]: 3 
22-44-11.269000,[R]: 4 
22-44-11.272000,[R]: 5 
22-44-11.277000,[R]: 6 
22-44-11.284000,S 8 	RSSI: 56
22-44-11.285000,[R]: 7 
22-44-11.285000,[R]: 8 
22-44-11.293000,[R]: 1 
22-44-11.294000,[R]: 50 
22-44-11.294000,[R]: 2 
22-44-11.296000,S 2 	RSSI: 58
22-44-11.298000,[R]: 3 
22-44-11.305000,[R]: 4 
22-44-11.305000,S 6 	RSSI: 64
22-44-11.307000,[R]: 5 
22-44-11.309000,S 4 	RSSI: 60
22-44-11.311000,[R]: 6 
22-44-11.322000,[R]: 7 
22-44-11.325000,[R]: 8 
22-44-11.329000,S 7 	RSSI: 60
22-44-11.342000,[R]: 1 
22-44-11.349000,[R]: 50 
22-44-11.359000,[R]: 2 
22-44-11.369000,S 2 	RSSI: 58
22-44-11.370000,[R]: 3 
22-44-11.372000,[R]: 20 
22-44-11.373000,[R]: 1 
22-44-11.374000,[R]: 50 
22-44-11.375000,[R]: 2 
22-44-11.376000,S 2 	RSSI: 58
22-44-11.377000,[R]: 3 
22-44-11.379000,[R]: 4 
22-44-11.380000,S 4 	RSSI: 60
22-44-11.380000,[R]: 5 
22-44-11.381000,[R]: 6 
22-44-11.381000,[R]: 7 
22-44-11.382000,[R]: 8 
22-44-11.382000,[R]: 1 
22-44-11.386000,[R]: 50 
22-44-11.386000,[R]: 2 
22-44-11.390000,[R]: 3 
22-44-11.391000,S 5 	RSSI: 57
22-44-11.392000,[R]: 4 
22-44-11.392000,[R]: 5 
22-44-11.393000,[R]: 6 
22-44-11.397000,[R]: 7 
22-44-11.399000,[R]: 8 
22-44-11.404000,[R]: 1 
22-44-11.404000,[R]: 50 
22-44-11.410000,[R]: 2 
22-44-11.411000,[R]: 3 
22-44-11.413000,S 5 	RSSI: 57
22-44-11.418000,[R]: 4 
22-44-11.421000,[R]: 5 
22-44-11.425000,[R]: 6 
22-44-11.428000,[R]: 7 
22-44-11.432000,[R]: 8 
22-44-11.434000,S 5 	RSSI: 57
22-44-11.437000,[R]: 1 
22-44-11.440000,[R]: 50 
22-44-11.441000,[R]: 2 
22-44-11.444000,[R]: 3 
22-44-11.448000,[R]: 4 
22-44-11.457000,[R]: 5 
22-44-11.458000,[R]: 20 
22-44-11.458000,[R]: 1 
22-44-11.462000,[R]: 50 
22-44-11.463000,[R]: 2 
22-44-11.465000,[R]: 3 
22-44-11.469000,[R]: 4 
22-44-11.475000,[R]: 5 
22-44-11.475000,S 5 	RSSI: 57
22-44-11.477000,[R]: 6 
22-44-11.482000,[R]: 7 
22-44-11.486000,[R]: 8 
22-44-11.492000,[R]: 1 
22-44-11.493000,[R]: 50 
22-44-11.494000,[R]: 2 
22-44-11.498000,[R]: 3 
22-44-11.502000,[R]: 4 
22-44-11.508000,[R]: 5 
22-44-11.512000,S 5 	RSSI: 56
22-44-11.512000,[R]: 6 
22-44-11.514000,S 8 	RSSI: 56
22-44-11.515000,[R]: 7 
22-44-11.519000,[R]: 8 
22-44-11.524000,S 6 	RSSI: 64
22-44-11.524000,[R]: 1 
22-44-11.525000,[R]: 50 
22-44-11.528000,[R]: 2 
22-44-11.533000,[R]: 3 
22-44-11.536000,[R]: 4 
22-44-11.541000,[R]: 5 
22-44-11.544000,[R]: 6 
22-44-11.546000,S 3 	RSSI: 70
22-44-11.549000,[R]: 7 
22-44-11.551000,S 4 	RSSI: 60
22-44-11.553000,[R]: 8 
22-44-11.558000,[R]: 1 
22-44-11.559000,[R]: 50 
22-44-11.562000,[R]: 2 
22-44-11.566000,S 7 	RSSI: 60
22-44-11.568000,[R]: 3 
22-44-11.570000,[R]: 4 
22-44-11.582000,[R]: 5 
22-44-11.582000,[R]: 6 
22-44-11.583000,[R]: 7 
22-44-11.585000,S 4 	RSSI: 60
22-44-11.589000,[R]: 8 
22-44-11.592000,[R]: 1 
22-44-11.593000,[R]: 50 
22-44-11.595000,[R]: 2 
22-44-11.596000,S 7 	RSSI: 60
22-44-11.601000,[R]: 3 
22-44-11.604000,[R]: 4 
22-44-11.607000,[R]: 5 
22-44-11.611000,[R]: 6 
22-44-11.622000,[R]: 7 
22-44-11.623000,S 4 	RSSI: 60
22-44-11.623000,[R]: 8 
22-44-11.624000,[R]: 1 
22-44-11.625000,[R]: 50 
