23-03-14.446000,----------------------------
23-07-23.607000,S 7 	RSSI: 44
23-07-23.608000,[R]: 6 
23-07-23.613000,[R]: 7 
23-07-23.616000,[R]: 8 
23-07-23.620000,[R]: 1 
23-07-23.622000,S 1 	RSSI: 63
23-07-23.625000,[R]: 2 
23-07-23.627000,[R]: 50 
23-07-23.629000,[R]: 3 
23-07-23.633000,[R]: 4 
23-07-23.637000,[R]: 5 
23-07-23.639000,[R]: 20 
23-07-23.641000,[R]: 1 
23-07-23.646000,[R]: 2 
23-07-23.646000,[R]: 50 
23-07-23.648000,[R]: 3 
23-07-23.651000,S 5 	RSSI: 44
23-07-23.653000,[R]: 4 
23-07-23.657000,[R]: 5 
23-07-23.661000,[R]: 6 
23-07-23.666000,[R]: 7 
23-07-23.669000,[R]: 8 
23-07-23.673000,[R]: 1 
23-07-23.681000,S 3 	RSSI: 44
23-07-23.683000,[R]: 2 
23-07-23.684000,[R]: 50 
23-07-23.703000,[R]: 3 
23-07-23.720000,S 5 	RSSI: 44
23-07-23.733000,[R]: 4 
23-07-23.754000,S 8 	RSSI: 44
23-07-23.763000,[R]: 5 
23-07-23.765000,[R]: 6 
23-07-23.769000,[R]: 7 
23-07-23.772000,[R]: 8 
23-07-23.773000,[R]: 1 
23-07-23.773000,S 1 	RSSI: 63
23-07-23.774000,[R]: 2 
23-07-23.774000,[R]: 50 
23-07-23.775000,[R]: 3 
23-07-23.776000,[R]: 4 
23-07-23.776000,S 1 	RSSI: 62
23-07-23.777000,[R]: 5 
23-07-23.777000,[R]: 6 
23-07-23.778000,[R]: 7 
23-07-23.778000,[R]: 8 
23-07-23.779000,[R]: 1 
23-07-23.779000,[R]: 2 
23-07-23.780000,[R]: 50 
23-07-23.780000,[R]: 3 
23-07-23.784000,S 8 	RSSI: 44
23-07-23.785000,[R]: 4 
23-07-23.786000,[R]: 5 
23-07-23.786000,[R]: 20 
23-07-23.786000,[R]: 1 
23-07-23.787000,[R]: 2 
23-07-23.788000,[R]: 50 
23-07-23.789000,[R]: 3 
23-07-23.791000,[R]: 4 
23-07-23.793000,[R]: 5 
23-07-23.794000,[R]: 6 
23-07-23.794000,[R]: 7 
23-07-23.795000,[R]: 8 
23-07-23.795000,S 8 	RSSI: 44
23-07-23.796000,[R]: 1 
23-07-23.798000,[R]: 2 
23-07-23.799000,[R]: 50 
23-07-23.801000,[R]: 3 
23-07-23.811000,[R]: 4 
23-07-23.812000,[R]: 5 
23-07-23.816000,[R]: 6 
23-07-23.818000,[R]: 7 
23-07-23.822000,[R]: 8 
23-07-23.824000,S 8 	RSSI: 44
23-07-23.826000,[R]: 1 
23-07-23.831000,[R]: 2 
23-07-23.832000,[R]: 50 
23-07-23.834000,[R]: 3 
23-07-23.838000,[R]: 4 
23-07-23.850000,[R]: 5 
23-07-23.851000,[R]: 6 
23-07-23.853000,[R]: 7 
23-07-23.856000,[R]: 8 
23-07-23.858000,S 8 	RSSI: 44
23-07-23.859000,[R]: 1 
23-07-23.864000,S 6 	RSSI: 44
23-07-23.865000,[R]: 2 
23-07-23.866000,[R]: 50 
23-07-23.867000,S 7 	RSSI: 44
23-07-23.869000,[R]: 3 
23-07-23.872000,[R]: 4 
23-07-23.875000,S 1 	RSSI: 64
23-07-23.878000,[R]: 5 
23-07-23.880000,[R]: 20 
23-07-23.881000,[R]: 1 
23-07-23.886000,[R]: 2 
23-07-23.887000,[R]: 50 
23-07-23.890000,[R]: 3 
23-07-23.894000,[R]: 4 
23-07-23.895000,S 4 	RSSI: 44
23-07-23.897000,[R]: 5 
23-07-23.902000,[R]: 6 
23-07-23.906000,[R]: 7 
23-07-23.910000,S 7 	RSSI: 44
23-07-23.911000,S 1 	RSSI: 64
23-07-23.911000,[R]: 8 
23-07-23.915000,[R]: 1 
23-07-23.922000,S 5 	RSSI: 44
23-07-23.923000,[R]: 2 
23-07-23.923000,[R]: 50 
23-07-23.924000,[R]: 3 
23-07-23.929000,[R]: 4 
23-07-23.931000,S 3 	RSSI: 44
23-07-23.932000,[R]: 5 
23-07-23.936000,[R]: 6 
23-07-23.938000,S 5 	RSSI: 44
23-07-23.941000,[R]: 7 
23-07-23.942000,S 1 	RSSI: 64
23-07-23.944000,[R]: 8 
23-07-23.950000,[R]: 1 
23-07-23.965000,S 8 	RSSI: 44
23-07-23.965000,[R]: 2 
23-07-23.965000,[R]: 50 
23-07-23.966000,[R]: 3 
23-07-23.967000,[R]: 20 
23-07-23.967000,[R]: 1 
23-07-23.968000,S 1 	RSSI: 63
23-07-23.968000,[R]: 2 
23-07-23.969000,[R]: 50 
23-07-23.999000,[R]: 3 
23-07-24.000000,S 3 	RSSI: 44
23-07-24.000000,[R]: 4 
23-07-24.004000,[R]: 5 
23-07-24.004000,[R]: 6 
23-07-24.005000,S 8 	RSSI: 44
23-07-24.006000,[R]: 7 
23-07-24.006000,[R]: 8 
23-07-24.007000,[R]: 1 
23-07-24.007000,S 1 	RSSI: 62
23-07-24.008000,[R]: 2 
23-07-24.008000,[R]: 50 
23-07-24.009000,[R]: 3 
23-07-24.013000,[R]: 4 
23-07-24.014000,[R]: 5 
23-07-24.015000,[R]: 6 
23-07-24.017000,S 8 	RSSI: 44
23-07-24.020000,[R]: 7 
23-07-24.022000,[R]: 8 
23-07-24.027000,[R]: 1 
23-07-24.028000,S 1 	RSSI: 62
23-07-24.031000,[R]: 2 
23-07-24.032000,[R]: 50 
23-07-24.034000,[R]: 3 
23-07-24.038000,[R]: 4 
23-07-24.056000,[R]: 5 
23-07-24.057000,[R]: 6 
23-07-24.058000,S 8 	RSSI: 44
23-07-24.059000,[R]: 7 
23-07-24.059000,[R]: 8 
23-07-24.060000,[R]: 1 
23-07-24.064000,[R]: 2 
23-07-24.064000,[R]: 50 
23-07-24.067000,[R]: 3 
23-07-24.071000,[R]: 4 
23-07-24.086000,[R]: 5 
23-07-24.086000,[R]: 20 
23-07-24.087000,[R]: 1 
23-07-24.088000,[R]: 2 
23-07-24.088000,[R]: 50 
23-07-24.089000,S 4 	RSSI: 44
23-07-24.090000,[R]: 3 
23-07-24.093000,[R]: 4 
23-07-24.097000,[R]: 5 
23-07-24.099000,S 7 	RSSI: 44
23-07-24.103000,[R]: 6 
23-07-24.104000,S 6 	RSSI: 44
23-07-24.105000,[R]: 7 
23-07-24.107000,S 1 	RSSI: 64
23-07-24.109000,[R]: 8 
23-07-24.113000,[R]: 1 
23-07-24.119000,[R]: 2 
23-07-24.120000,[R]: 50 
23-07-24.121000,S 4 	RSSI: 44
23-07-24.123000,[R]: 3 
23-07-24.126000,[R]: 4 
23-07-24.131000,[R]: 5 
23-07-24.133000,S 7 	RSSI: 44
23-07-24.135000,[R]: 6 
23-07-24.136000,S 6 	RSSI: 44
23-07-24.138000,[R]: 7 
23-07-24.146000,S 1 	RSSI: 63
23-07-24.147000,[R]: 8 
23-07-24.148000,[R]: 1 
23-07-24.152000,[R]: 2 
23-07-24.153000,[R]: 50 
23-07-24.155000,[R]: 3 
23-07-24.159000,[R]: 4 
23-07-24.164000,[R]: 5 
23-07-24.168000,[R]: 6 
23-07-24.172000,[R]: 7 
23-07-24.176000,[R]: 8 
23-07-24.178000,S 5 	RSSI: 44
23-07-24.181000,[R]: 1 
23-07-24.186000,[R]: 2 
23-07-24.187000,[R]: 50 
23-07-24.190000,[R]: 3 
23-07-24.194000,[R]: 4 
23-07-24.198000,[R]: 5 
23-07-24.198000,[R]: 20 
23-07-24.201000,[R]: 1 
23-07-24.246000,[R]: 2 
23-07-24.247000,[R]: 50 
23-07-24.247000,[R]: 3 
23-07-24.248000,S 5 	RSSI: 44
23-07-24.248000,[R]: 4 
23-07-24.251000,S 8 	RSSI: 44
23-07-24.253000,[R]: 5 
23-07-24.253000,[R]: 6 
23-07-24.254000,[R]: 7 
23-07-24.254000,S 3 	RSSI: 44
23-07-24.255000,[R]: 8 
23-07-24.256000,[R]: 1 
23-07-24.256000,[R]: 2 
23-07-24.261000,[R]: 50 
23-07-24.262000,[R]: 3 
23-07-24.262000,[R]: 4 
23-07-24.263000,S 8 	RSSI: 44
23-07-24.263000,[R]: 5 
23-07-24.264000,[R]: 6 
23-07-24.264000,[R]: 7 
23-07-24.265000,S 3 	RSSI: 44
23-07-24.265000,[R]: 8 
23-07-24.268000,[R]: 1 
23-07-24.279000,[R]: 2 
23-07-24.279000,[R]: 50 
23-07-24.280000,[R]: 3 
23-07-24.280000,[R]: 20 
23-07-24.281000,[R]: 1 
23-07-24.285000,[R]: 2 
23-07-24.286000,[R]: 50 
23-07-24.290000,[R]: 3 
23-07-24.293000,S 3 	RSSI: 44
23-07-24.294000,[R]: 4 
23-07-24.296000,S 6 	RSSI: 44
23-07-24.297000,[R]: 5 
23-07-24.300000,S 7 	RSSI: 44
23-07-24.303000,[R]: 6 
23-07-24.307000,[R]: 7 
23-07-24.311000,[R]: 8 
23-07-24.315000,[R]: 1 
23-07-24.321000,[R]: 2 
23-07-24.321000,[R]: 50 
23-07-24.322000,S 4 	RSSI: 44
23-07-24.323000,[R]: 3 
23-07-24.328000,[R]: 4 
23-07-24.329000,S 6 	RSSI: 44
23-07-24.332000,[R]: 5 
23-07-24.333000,S 7 	RSSI: 44
23-07-24.337000,[R]: 6 
23-07-24.339000,[R]: 7 
23-07-24.345000,[R]: 8 
23-07-24.348000,[R]: 1 
23-07-24.352000,[R]: 2 
23-07-24.353000,[R]: 50 
23-07-24.356000,[R]: 3 
23-07-24.361000,[R]: 4 
23-07-24.362000,S 6 	RSSI: 44
23-07-24.364000,[R]: 5 
23-07-24.369000,[R]: 6 
23-07-24.374000,[R]: 7 
23-07-24.378000,S 4 	RSSI: 44
23-07-24.378000,[R]: 8 
23-07-24.380000,[R]: 1 
23-07-24.386000,[R]: 2 
23-07-24.387000,[R]: 50 
23-07-24.387000,S 7 	RSSI: 44
23-07-24.388000,[R]: 3 
23-07-24.394000,[R]: 4 
23-07-24.396000,S 6 	RSSI: 44
23-07-24.397000,[R]: 5 
23-07-24.398000,[R]: 20 
23-07-24.400000,[R]: 1 
23-07-24.406000,[R]: 2 
23-07-24.409000,[R]: 50 
23-07-24.409000,[R]: 3 
23-07-24.414000,[R]: 4 
23-07-24.416000,S 4 	RSSI: 44
23-07-24.421000,[R]: 5 
23-07-24.421000,[R]: 6 
23-07-24.426000,[R]: 7 
23-07-24.427000,S 7 	RSSI: 44
23-07-24.429000,[R]: 8 
23-07-24.433000,[R]: 1 
23-07-24.447000,[R]: 2 
23-07-24.448000,[R]: 50 
23-07-24.448000,[R]: 3 
23-07-24.449000,[R]: 4 
23-07-24.449000,S 4 	RSSI: 44
23-07-24.450000,[R]: 5 
23-07-24.455000,[R]: 6 
23-07-24.459000,[R]: 7 
23-07-24.459000,S 7 	RSSI: 44
23-07-24.462000,[R]: 8 
23-07-24.466000,[R]: 1 
23-07-24.470000,[R]: 2 
23-07-24.471000,[R]: 50 
23-07-24.474000,[R]: 3 
23-07-24.479000,[R]: 4 
23-07-24.482000,S 4 	RSSI: 44
23-07-24.483000,[R]: 5 
23-07-24.487000,[R]: 6 
23-07-24.491000,[R]: 7 
23-07-24.492000,S 7 	RSSI: 44
23-07-24.494000,[R]: 8 
23-07-24.499000,[R]: 1 
23-07-24.503000,[R]: 2 
23-07-24.504000,[R]: 50 
23-07-24.507000,[R]: 3 
23-07-24.522000,[R]: 4 
23-07-24.523000,[R]: 5 
23-07-24.523000,[R]: 6 
23-07-24.524000,[R]: 7 
23-07-24.525000,S 7 	RSSI: 44
23-07-24.527000,[R]: 8 
23-07-24.531000,[R]: 1 
23-07-24.537000,[R]: 2 
23-07-24.542000,[R]: 50 
23-07-24.542000,[R]: 3 
23-07-24.543000,S 1 	RSSI: 64
23-07-24.544000,[R]: 4 
23-07-24.548000,[R]: 5 
23-07-24.553000,[R]: 6 
23-07-24.559000,[R]: 7 
23-07-24.576000,[R]: 20 
23-07-24.577000,[R]: 1 
23-07-24.577000,S 1 	RSSI: 64
23-07-24.578000,[R]: 2 
23-07-24.578000,[R]: 50 
23-07-24.579000,[R]: 3 
23-07-24.579000,S 5 	RSSI: 44
23-07-24.579000,[R]: 4 
23-07-24.582000,S 8 	RSSI: 44
23-07-24.583000,[R]: 5 
23-07-24.583000,[R]: 6 
23-07-24.587000,[R]: 7 
23-07-24.589000,S 3 	RSSI: 44
23-07-24.591000,[R]: 8 
23-07-24.596000,[R]: 1 
23-07-24.597000,S 1 	RSSI: 63
23-07-24.600000,[R]: 2 
23-07-24.601000,[R]: 50 
23-07-24.603000,[R]: 3 
23-07-24.611000,[R]: 4 
23-07-24.631000,S 3 	RSSI: 44
23-07-24.631000,[R]: 5 
23-07-24.632000,[R]: 6 
23-07-24.632000,[R]: 7 
23-07-24.633000,S 6 	RSSI: 44
23-07-24.633000,[R]: 8 
23-07-24.633000,S 7 	RSSI: 44
23-07-24.646000,[R]: 1 
23-07-24.646000,[R]: 2 
23-07-24.647000,[R]: 50 
23-07-24.648000,[R]: 3 
23-07-24.648000,[R]: 4 
23-07-24.649000,[R]: 5 
23-07-24.649000,S 4 	RSSI: 44
23-07-24.650000,[R]: 6 
23-07-24.654000,[R]: 7 
23-07-24.657000,S 6 	RSSI: 44
23-07-24.658000,[R]: 8 
23-07-24.660000,S 7 	RSSI: 44
23-07-24.663000,[R]: 1 
23-07-24.664000,S 1 	RSSI: 63
23-07-24.667000,[R]: 2 
23-07-24.671000,[R]: 50 
23-07-24.679000,[R]: 3 
23-07-24.680000,[R]: 4 
23-07-24.680000,[R]: 5 
23-07-24.681000,S 4 	RSSI: 44
23-07-24.682000,[R]: 6 
23-07-24.688000,[R]: 7 
23-07-24.689000,S 6 	RSSI: 44
23-07-24.691000,[R]: 8 
23-07-24.693000,S 7 	RSSI: 44
23-07-24.696000,[R]: 1 
23-07-24.698000,S 1 	RSSI: 64
23-07-24.700000,[R]: 2 
23-07-24.700000,[R]: 50 
23-07-24.704000,[R]: 3 
23-07-24.708000,[R]: 4 
23-07-24.713000,[R]: 5 
23-07-24.714000,S 4 	RSSI: 44
23-07-24.716000,[R]: 6 
23-07-24.720000,[R]: 7 
23-07-24.736000,[R]: 8 
23-07-24.737000,[R]: 1 
23-07-24.737000,S 1 	RSSI: 64
23-07-24.738000,[R]: 2 
23-07-24.738000,[R]: 50 
23-07-24.738000,[R]: 3 
23-07-24.741000,[R]: 4 
23-07-24.745000,[R]: 5 
23-07-24.753000,[R]: 6 
23-07-24.753000,[R]: 7 
23-07-24.757000,[R]: 8 
23-07-24.759000,[R]: 20 
23-07-24.761000,[R]: 1 
23-07-24.763000,S 1 	RSSI: 64
23-07-24.766000,[R]: 2 
23-07-24.767000,[R]: 50 
23-07-24.768000,[R]: 3 
23-07-24.780000,[R]: 4 
23-07-24.780000,S 4 	RSSI: 44
23-07-24.781000,[R]: 5 
23-07-24.781000,[R]: 6 
23-07-24.786000,[R]: 7 
23-07-24.790000,S 7 	RSSI: 44
23-07-24.791000,[R]: 8 
23-07-24.793000,[R]: 1 
23-07-24.799000,[R]: 2 
23-07-24.801000,[R]: 50 
23-07-24.802000,[R]: 3 
23-07-24.805000,[R]: 4 
23-07-24.809000,[R]: 5 
23-07-24.813000,[R]: 6 
23-07-24.818000,[R]: 7 
23-07-24.827000,S 7 	RSSI: 44
23-07-24.827000,[R]: 8 
23-07-24.828000,[R]: 1 
23-07-24.830000,[R]: 2 
23-07-24.833000,[R]: 50 
23-07-24.834000,[R]: 3 
23-07-24.838000,[R]: 4 
23-07-24.842000,[R]: 5 
23-07-24.859000,[R]: 6 
23-07-24.860000,[R]: 7 
23-07-24.860000,[R]: 8 
23-07-24.860000,[R]: 1 
23-07-24.863000,[R]: 2 
23-07-24.866000,[R]: 50 
23-07-24.867000,[R]: 3 
23-07-24.873000,[R]: 4 
23-07-24.876000,[R]: 5 
23-07-24.879000,[R]: 6 
23-07-24.883000,[R]: 7 
23-07-24.887000,[R]: 8 
23-07-24.891000,[R]: 1 
23-07-24.896000,[R]: 2 
23-07-24.897000,[R]: 50 
23-07-24.899000,[R]: 3 
23-07-24.904000,[R]: 4 
23-07-24.908000,[R]: 5 
23-07-24.915000,[R]: 6 
23-07-24.919000,[R]: 7 
23-07-24.919000,[R]: 20 
23-07-24.921000,[R]: 1 
23-07-24.922000,S 1 	RSSI: 64
23-07-24.927000,[R]: 2 
23-07-24.927000,[R]: 50 
23-07-24.928000,[R]: 3 
23-07-24.931000,S 5 	RSSI: 44
23-07-24.933000,[R]: 4 
23-07-24.936000,S 8 	RSSI: 44
23-07-24.938000,[R]: 5 
23-07-24.942000,[R]: 6 
23-07-24.949000,[R]: 7 
23-07-24.950000,[R]: 8 
23-07-24.956000,[R]: 1 
23-07-24.973000,[R]: 2 
23-07-24.973000,[R]: 50 
23-07-24.974000,[R]: 3 
23-07-24.974000,[R]: 4 
23-07-24.975000,S 8 	RSSI: 44
23-07-24.975000,[R]: 5 
23-07-24.976000,[R]: 6 
23-07-24.979000,[R]: 7 
23-07-24.984000,[R]: 8 
23-07-24.988000,[R]: 1 
23-07-24.992000,[R]: 2 
23-07-24.993000,[R]: 50 
23-07-24.996000,[R]: 3 
23-07-25.000000,[R]: 4 
23-07-25.008000,[R]: 5 
23-07-25.008000,[R]: 6 
23-07-25.012000,[R]: 7 
23-07-25.020000,[R]: 8 
23-07-25.022000,[R]: 1 
23-07-25.025000,[R]: 2 
23-07-25.025000,[R]: 50 
23-07-25.028000,[R]: 3 
23-07-25.031000,S 8 	RSSI: 44
23-07-25.032000,[R]: 4 
23-07-25.049000,[R]: 5 
23-07-25.063000,[R]: 20 
23-07-25.078000,[R]: 1 
23-07-25.079000,[R]: 2 
23-07-25.087000,[R]: 50 
23-07-25.111000,[R]: 3 
23-07-25.112000,[R]: 4 
23-07-25.112000,[R]: 5 
23-07-25.113000,[R]: 6 
23-07-25.114000,[R]: 7 
23-07-25.114000,[R]: 8 
23-07-25.115000,S 8 	RSSI: 44
23-07-25.116000,[R]: 1 
23-07-25.117000,[R]: 2 
23-07-25.118000,[R]: 50 
23-07-25.118000,[R]: 3 
23-07-25.119000,[R]: 4 
23-07-25.120000,[R]: 5 
23-07-25.122000,[R]: 6 
23-07-25.123000,[R]: 7 
23-07-25.123000,[R]: 8 
23-07-25.124000,S 8 	RSSI: 44
23-07-25.124000,[R]: 1 
23-07-25.124000,S 1 	RSSI: 62
23-07-25.125000,[R]: 2 
23-07-25.125000,[R]: 50 
23-07-25.128000,[R]: 3 
23-07-25.128000,[R]: 4 
23-07-25.129000,[R]: 5 
23-07-25.129000,[R]: 6 
23-07-25.131000,[R]: 7 
23-07-25.136000,[R]: 8 
23-07-25.154000,S 8 	RSSI: 44
23-07-25.211000,[R]: 1 
23-07-25.211000,[R]: 2 
23-07-25.213000,[R]: 50 
23-07-25.213000,[R]: 3 
23-07-25.214000,[R]: 4 
23-07-25.215000,[R]: 5 
23-07-25.216000,[R]: 6 
23-07-25.216000,S 1 	RSSI: 62
23-07-25.217000,[R]: 7 
23-07-25.224000,[R]: 8 
23-07-25.225000,S 3 	RSSI: 44
23-07-25.226000,[R]: 1 
23-07-25.227000,S 4 	RSSI: 44
23-07-25.227000,[R]: 2 
23-07-25.228000,[R]: 50 
23-07-25.229000,S 7 	RSSI: 44
23-07-25.229000,[R]: 3 
23-07-25.230000,S 6 	RSSI: 44
23-07-25.230000,[R]: 4 
23-07-25.231000,[R]: 5 
23-07-25.232000,[R]: 6 
23-07-25.236000,S 1 	RSSI: 63
23-07-25.237000,[R]: 7 
23-07-25.237000,[R]: 8 
23-07-25.238000,S 3 	RSSI: 44
23-07-25.238000,[R]: 1 
23-07-25.239000,S 4 	RSSI: 44
23-07-25.239000,[R]: 2 
23-07-25.239000,[R]: 50 
23-07-25.240000,S 7 	RSSI: 44
23-07-25.240000,[R]: 3 
23-07-25.241000,S 6 	RSSI: 44
23-07-25.242000,[R]: 4 
23-07-25.247000,[R]: 5 
23-07-25.247000,[R]: 6 
23-07-25.248000,S 1 	RSSI: 62
23-07-25.248000,[R]: 7 
23-07-25.249000,[R]: 8 
23-07-25.249000,S 3 	RSSI: 44
23-07-25.250000,[R]: 1 
23-07-25.250000,S 4 	RSSI: 44
23-07-25.251000,[R]: 2 
23-07-25.252000,[R]: 50 
23-07-25.252000,[R]: 3 
23-07-25.253000,[R]: 4 
23-07-25.257000,[R]: 5 
23-07-25.259000,[R]: 6 
23-07-25.261000,S 1 	RSSI: 62
23-07-25.263000,[R]: 7 
23-07-25.268000,[R]: 8 
23-07-25.269000,S 3 	RSSI: 44
23-07-25.272000,[R]: 1 
23-07-25.273000,S 4 	RSSI: 44
23-07-25.276000,[R]: 2 
23-07-25.278000,[R]: 50 
23-07-25.283000,[R]: 20 
23-07-25.291000,[R]: 1 
23-07-25.291000,[R]: 2 
23-07-25.292000,[R]: 50 
23-07-25.292000,[R]: 3 
23-07-25.292000,S 5 	RSSI: 44
23-07-25.293000,[R]: 4 
23-07-25.297000,[R]: 5 
23-07-25.301000,[R]: 6 
23-07-25.305000,[R]: 7 
23-07-25.309000,[R]: 8 
23-07-25.324000,[R]: 1 
23-07-25.325000,S 1 	RSSI: 63
23-07-25.326000,[R]: 2 
23-07-25.326000,[R]: 50 
23-07-25.326000,[R]: 3 
23-07-25.327000,S 5 	RSSI: 44
23-07-25.331000,[R]: 4 
23-07-25.331000,S 8 	RSSI: 45
23-07-25.332000,[R]: 5 
23-07-25.335000,[R]: 6 
23-07-25.339000,[R]: 7 
23-07-25.343000,[R]: 8 
23-07-25.348000,[R]: 1 
23-07-25.349000,S 1 	RSSI: 62
23-07-25.352000,[R]: 2 
23-07-25.358000,[R]: 50 
23-07-25.359000,[R]: 3 
23-07-25.360000,[R]: 4 
23-07-25.363000,S 1 	RSSI: 62
23-07-25.364000,[R]: 5 
23-07-25.369000,[R]: 6 
23-07-25.379000,[R]: 7 
23-07-25.381000,[R]: 8 
23-07-25.381000,[R]: 1 
23-07-25.385000,[R]: 2 
23-07-25.385000,[R]: 50 
23-07-25.388000,[R]: 3 
23-07-25.393000,[R]: 4 
23-07-25.396000,S 1 	RSSI: 62
23-07-25.410000,[R]: 5 
23-07-25.411000,S 4 	RSSI: 44
23-07-25.412000,[R]: 6 
23-07-25.412000,[R]: 7 
23-07-25.413000,[R]: 8 
23-07-25.416000,S 7 	RSSI: 44
23-07-25.417000,[R]: 1 
23-07-25.417000,S 6 	RSSI: 44
23-07-25.421000,[R]: 2 
23-07-25.421000,[R]: 50 
23-07-25.423000,[R]: 3 
23-07-25.427000,[R]: 4 
23-07-25.429000,S 1 	RSSI: 62
23-07-25.430000,S 3 	RSSI: 44
23-07-25.432000,[R]: 5 
23-07-25.436000,[R]: 6 
23-07-25.442000,[R]: 7 
23-07-25.445000,[R]: 8 
23-07-25.446000,S 7 	RSSI: 44
23-07-25.448000,[R]: 1 
23-07-25.453000,[R]: 2 
23-07-25.457000,[R]: 50 
23-07-25.459000,[R]: 3 
23-07-25.460000,[R]: 4 
23-07-25.465000,[R]: 5 
