09-46-31.936000,-------------------
09-46-34.900000,[R]: 1 
09-46-34.906000,[R]: 50 
09-46-34.906000,[R]: 10 
09-46-34.907000,[R]: 2 
09-46-34.908000,S 2 	RSSI: 45
09-46-34.908000,[R]: 10 
09-46-34.909000,[R]: 1 
09-46-34.911000,[R]: 50 
09-46-34.911000,[R]: 20 
09-46-34.912000,[R]: 10 
09-46-34.919000,[R]: 1 
09-46-34.919000,[R]: 50 
09-46-34.920000,S 2 	RSSI: 45
09-46-34.920000,[R]: 20 
09-46-34.921000,[R]: 10 
09-46-34.922000,[R]: 1 
09-46-34.922000,[R]: 50 
09-46-34.929000,[R]: 10 
09-46-34.930000,[R]: 2 
09-46-34.931000,S 2 	RSSI: 44
09-46-34.933000,[R]: 10 
09-46-34.933000,[R]: 1 
09-46-34.946000,[R]: 50 
09-46-34.965000,[R]: 20 
09-46-34.966000,[R]: 10 
09-46-34.967000,[R]: 1 
09-46-34.967000,[R]: 50 
09-46-34.990000,[R]: 10 
09-46-34.991000,[R]: 2 
09-46-34.998000,[R]: 10 
09-46-35.003000,[R]: 1 
09-46-35.009000,[R]: 50 
09-46-35.009000,S 2 	RSSI: 44
09-46-35.010000,[R]: 10 
09-46-35.010000,[R]: 2 
09-46-35.011000,[R]: 20 
09-46-35.011000,[R]: 10 
09-46-35.024000,[R]: 1 
09-46-35.030000,[R]: 50 
09-46-35.032000,[R]: 10 
09-46-35.040000,[R]: 2 
09-46-35.041000,S 2 	RSSI: 44
09-46-35.054000,[R]: 10 
09-46-35.055000,[R]: 1 
09-46-35.055000,[R]: 50 
09-46-35.065000,[R]: 20 
09-46-35.076000,[R]: 10 
09-46-35.077000,[R]: 1 
09-46-35.078000,[R]: 50 
09-46-35.078000,[R]: 20 
09-46-35.079000,[R]: 10 
09-46-35.080000,[R]: 1 
09-46-35.086000,[R]: 50 
09-46-35.087000,[R]: 10 
09-46-35.089000,[R]: 2 
09-46-35.089000,S 2 	RSSI: 45
09-46-35.090000,[R]: 10 
09-46-35.091000,[R]: 1 
09-46-35.091000,[R]: 50 
09-46-35.099000,[R]: 20 
09-46-35.117000,[R]: 10 
09-46-35.118000,[R]: 1 
09-46-35.124000,[R]: 50 
09-46-35.128000,[R]: 10 
09-46-35.129000,[R]: 2 
09-46-35.129000,[R]: 10 
09-46-35.139000,[R]: 1 
09-46-35.140000,[R]: 50 
09-46-35.150000,S 2 	RSSI: 45
09-46-35.150000,[R]: 10 
09-46-35.151000,[R]: 2 
09-46-35.151000,[R]: 20 
09-46-35.152000,[R]: 10 
09-46-35.153000,[R]: 1 
09-46-35.168000,[R]: 50 
09-46-35.169000,[R]: 10 
09-46-35.169000,[R]: 2 
09-46-35.170000,S 2 	RSSI: 45
09-46-35.170000,[R]: 10 
09-46-35.171000,[R]: 1 
09-46-35.171000,[R]: 50 
09-46-35.172000,[R]: 20 
09-46-35.183000,[R]: 10 
09-46-35.185000,[R]: 1 
09-46-35.187000,[R]: 50 
09-46-35.188000,[R]: 20 
09-46-35.189000,[R]: 10 
09-46-35.189000,[R]: 1 
09-46-35.199000,[R]: 50 
09-46-35.199000,[R]: 10 
09-46-35.200000,[R]: 2 
09-46-35.201000,S 2 	RSSI: 45
09-46-35.202000,[R]: 10 
09-46-35.202000,[R]: 1 
09-46-35.204000,[R]: 50 
09-46-35.205000,[R]: 20 
09-46-35.205000,[R]: 10 
09-46-35.205000,[R]: 1 
09-46-35.207000,[R]: 50 
09-46-35.217000,[R]: 10 
09-46-35.218000,[R]: 2 
09-46-35.240000,[R]: 10 
09-46-35.240000,[R]: 1 
09-46-35.241000,[R]: 50 
09-46-35.241000,S 2 	RSSI: 45
09-46-35.277000,[R]: 10 
09-46-35.309000,[R]: 2 
09-46-35.310000,[R]: 20 
09-46-35.311000,[R]: 10 
09-46-35.333000,[R]: 1 
09-46-35.333000,[R]: 50 
09-46-35.334000,[R]: 10 
09-46-35.334000,[R]: 2 
09-46-35.335000,S 2 	RSSI: 45
09-46-35.335000,[R]: 10 
09-46-35.336000,[R]: 1 
09-46-35.336000,[R]: 50 
09-46-35.337000,[R]: 20 
09-46-35.338000,[R]: 10 
09-46-35.338000,[R]: 1 
09-46-35.339000,[R]: 50 
09-46-35.339000,[R]: 20 
09-46-35.360000,[R]: 10 
09-46-35.360000,[R]: 1 
09-46-35.361000,[R]: 50 
09-46-35.361000,[R]: 10 
09-46-35.379000,[R]: 2 
09-46-35.380000,S 2 	RSSI: 45
09-46-35.381000,[R]: 10 
09-46-35.381000,[R]: 1 
09-46-35.382000,[R]: 50 
09-46-35.412000,[R]: 20 
09-46-35.420000,[R]: 10 
09-46-35.421000,[R]: 1 
09-46-35.422000,[R]: 50 
09-46-35.422000,[R]: 10 
09-46-35.451000,[R]: 2 
09-46-35.452000,[R]: 10 
09-46-35.461000,[R]: 1 
09-46-35.462000,[R]: 50 
09-46-35.462000,S 2 	RSSI: 45
09-46-35.467000,[R]: 10 
09-46-35.467000,[R]: 2 
09-46-35.468000,[R]: 20 
09-46-35.478000,[R]: 10 
09-46-35.479000,[R]: 1 
09-46-35.494000,[R]: 50 
09-46-35.495000,[R]: 10 
09-46-35.497000,[R]: 2 
09-46-35.497000,S 2 	RSSI: 45
09-46-35.498000,[R]: 10 
09-46-35.499000,[R]: 1 
09-46-35.499000,[R]: 50 
09-46-35.500000,[R]: 20 
09-46-35.520000,[R]: 10 
09-46-35.521000,[R]: 1 
09-46-35.521000,[R]: 50 
09-46-35.522000,[R]: 20 
09-46-35.523000,[R]: 10 
09-46-35.523000,[R]: 1 
09-46-35.527000,[R]: 50 
09-46-35.528000,[R]: 10 
09-46-35.528000,[R]: 2 
09-46-35.529000,S 2 	RSSI: 45
09-46-35.530000,[R]: 10 
09-46-35.530000,[R]: 1 
09-46-35.531000,[R]: 50 
09-46-35.541000,[R]: 20 
09-46-35.545000,[R]: 10 
09-46-35.545000,[R]: 1 
09-46-35.552000,[R]: 50 
09-46-35.553000,[R]: 10 
09-46-35.554000,[R]: 2 
09-46-35.556000,[R]: 10 
09-46-35.562000,[R]: 1 
09-46-35.563000,[R]: 50 
09-46-35.564000,S 2 	RSSI: 46
09-46-35.564000,[R]: 10 
09-46-35.575000,[R]: 2 
09-46-35.579000,[R]: 20 
09-46-35.579000,[R]: 10 
09-46-35.590000,[R]: 1 
09-46-35.590000,[R]: 50 
09-46-35.591000,[R]: 10 
09-46-35.592000,[R]: 2 
09-46-35.602000,S 2 	RSSI: 46
09-46-35.614000,[R]: 10 
09-46-35.614000,[R]: 1 
09-46-35.637000,[R]: 50 
09-46-35.648000,[R]: 20 
09-46-35.654000,[R]: 10 
09-46-35.655000,[R]: 1 
09-46-35.656000,[R]: 50 
09-46-35.657000,[R]: 20 
09-46-35.660000,[R]: 10 
09-46-35.668000,[R]: 1 
09-46-35.675000,[R]: 50 
09-46-35.677000,[R]: 10 
09-46-35.678000,[R]: 2 
09-46-35.678000,S 2 	RSSI: 46
09-46-35.679000,[R]: 10 
09-46-35.679000,[R]: 1 
09-46-35.680000,[R]: 50 
09-46-35.681000,[R]: 20 
09-46-35.681000,[R]: 10 
09-46-35.682000,[R]: 1 
09-46-35.682000,[R]: 50 
09-46-35.683000,[R]: 10 
09-46-35.684000,[R]: 2 
09-46-35.684000,[R]: 10 
09-46-35.687000,[R]: 1 
09-46-35.710000,[R]: 50 
09-46-35.713000,S 2 	RSSI: 48
09-46-35.714000,[R]: 10 
09-46-35.714000,[R]: 2 
09-46-35.715000,[R]: 20 
09-46-35.715000,[R]: 10 
09-46-35.716000,[R]: 1 
09-46-35.717000,[R]: 50 
09-46-35.717000,[R]: 10 
09-46-35.718000,[R]: 2 
09-46-35.719000,S 2 	RSSI: 46
09-46-35.719000,[R]: 10 
09-46-35.727000,[R]: 1 
09-46-35.731000,[R]: 50 
09-46-35.752000,[R]: 20 
09-46-35.753000,[R]: 10 
09-46-35.754000,[R]: 1 
09-46-35.754000,[R]: 50 
09-46-35.755000,[R]: 20 
09-46-35.755000,[R]: 10 
09-46-35.756000,[R]: 1 
09-46-35.756000,[R]: 50 
09-46-35.762000,[R]: 10 
09-46-35.762000,[R]: 2 
09-46-35.763000,S 2 	RSSI: 46
09-46-35.765000,[R]: 10 
09-46-35.772000,[R]: 1 
09-46-35.772000,[R]: 50 
09-46-35.773000,[R]: 20 
09-46-35.776000,[R]: 10 
09-46-35.777000,[R]: 1 
09-46-35.781000,[R]: 50 
09-46-35.782000,[R]: 10 
09-46-35.783000,[R]: 2 
09-46-35.785000,[R]: 10 
09-46-35.786000,[R]: 1 
09-46-35.786000,[R]: 50 
09-46-35.787000,S 2 	RSSI: 46
09-46-35.793000,[R]: 10 
09-46-35.793000,[R]: 2 
09-46-35.794000,[R]: 20 
09-46-35.794000,[R]: 10 
09-46-35.795000,[R]: 1 
09-46-35.795000,[R]: 50 
09-46-35.796000,[R]: 10 
09-46-35.801000,[R]: 2 
09-46-35.801000,S 2 	RSSI: 46
09-46-35.802000,[R]: 10 
09-46-35.803000,[R]: 1 
09-46-35.804000,[R]: 50 
09-46-35.804000,[R]: 20 
09-46-35.805000,[R]: 10 
09-46-35.806000,[R]: 1 
09-46-35.806000,[R]: 50 
09-46-35.807000,[R]: 20 
09-46-35.807000,[R]: 10 
09-46-35.821000,[R]: 1 
09-46-35.821000,[R]: 50 
09-46-35.824000,[R]: 10 
09-46-35.833000,[R]: 2 
09-46-35.834000,S 2 	RSSI: 46
09-46-35.836000,[R]: 10 
09-46-35.836000,[R]: 1 
09-46-35.839000,[R]: 50 
09-46-35.840000,[R]: 20 
09-46-35.841000,[R]: 10 
09-46-35.841000,[R]: 1 
09-46-35.842000,[R]: 50 
09-46-35.843000,[R]: 10 
09-46-35.857000,[R]: 2 
09-46-35.869000,[R]: 10 
09-46-35.870000,[R]: 1 
09-46-35.871000,[R]: 50 
09-46-35.871000,S 2 	RSSI: 46
09-46-35.872000,[R]: 10 
09-46-35.873000,[R]: 2 
09-46-35.874000,[R]: 20 
09-46-35.881000,[R]: 10 
09-46-35.906000,[R]: 1 
09-46-35.911000,[R]: 50 
09-46-35.912000,[R]: 10 
09-46-35.912000,[R]: 2 
09-46-35.913000,S 2 	RSSI: 45
09-46-35.915000,[R]: 10 
09-46-35.922000,[R]: 1 
09-46-35.932000,[R]: 50 
09-46-35.936000,[R]: 20 
09-46-35.937000,[R]: 10 
09-46-35.941000,[R]: 1 
09-46-35.941000,[R]: 50 
09-46-35.947000,[R]: 20 
09-46-35.948000,[R]: 10 
09-46-35.954000,[R]: 1 
09-46-35.967000,[R]: 50 
09-46-35.981000,[R]: 10 
09-46-35.982000,[R]: 2 
09-46-35.983000,S 2 	RSSI: 45
09-46-35.984000,[R]: 10 
09-46-35.984000,[R]: 1 
09-46-35.985000,[R]: 50 
09-46-35.998000,[R]: 20 
09-46-35.999000,[R]: 10 
09-46-36.015000,[R]: 1 
09-46-36.029000,[R]: 50 
09-46-36.029000,[R]: 10 
09-46-36.030000,[R]: 2 
09-46-36.055000,[R]: 10 
09-46-36.056000,[R]: 1 
09-46-36.057000,[R]: 50 
09-46-36.057000,S 2 	RSSI: 45
09-46-36.058000,[R]: 10 
09-46-36.065000,[R]: 2 
09-46-36.066000,[R]: 20 
09-46-36.066000,[R]: 10 
09-46-36.067000,[R]: 1 
09-46-36.082000,[R]: 50 
09-46-36.094000,[R]: 10 
09-46-36.094000,[R]: 2 
09-46-36.097000,S 2 	RSSI: 45
09-46-36.103000,[R]: 10 
09-46-36.104000,[R]: 1 
09-46-36.105000,[R]: 50 
09-46-36.106000,[R]: 20 
09-46-36.106000,[R]: 10 
09-46-36.107000,[R]: 1 
09-46-36.107000,[R]: 50 
09-46-36.116000,[R]: 20 
09-46-36.129000,[R]: 10 
09-46-36.132000,[R]: 1 
09-46-36.135000,[R]: 50 
09-46-36.137000,[R]: 10 
09-46-36.138000,[R]: 2 
09-46-36.138000,S 2 	RSSI: 45
09-46-36.139000,[R]: 10 
09-46-36.140000,[R]: 1 
09-46-36.149000,[R]: 50 
09-46-36.149000,[R]: 20 
09-46-36.155000,[R]: 10 
09-46-36.159000,[R]: 1 
09-46-36.160000,[R]: 50 
09-46-36.160000,[R]: 10 
09-46-36.161000,[R]: 2 
09-46-36.161000,[R]: 10 
09-46-36.162000,[R]: 1 
09-46-36.170000,[R]: 50 
09-46-36.178000,S 2 	RSSI: 45
09-46-36.179000,[R]: 10 
09-46-36.179000,[R]: 2 
09-46-36.180000,[R]: 20 
09-46-36.180000,[R]: 10 
09-46-36.181000,[R]: 1 
09-46-36.182000,[R]: 50 
09-46-36.191000,[R]: 10 
09-46-36.192000,[R]: 2 
09-46-36.203000,S 2 	RSSI: 45
09-46-36.203000,[R]: 10 
09-46-36.212000,[R]: 1 
09-46-36.213000,[R]: 50 
09-46-36.214000,[R]: 20 
09-46-36.215000,[R]: 10 
09-46-36.230000,[R]: 1 
09-46-36.233000,[R]: 50 
09-46-36.237000,[R]: 20 
09-46-36.238000,[R]: 10 
09-46-36.239000,[R]: 1 
09-46-36.240000,[R]: 50 
09-46-36.240000,[R]: 10 
09-46-36.242000,[R]: 2 
09-46-36.246000,S 2 	RSSI: 45
09-46-36.247000,[R]: 10 
09-46-36.247000,[R]: 1 
09-46-36.248000,[R]: 50 
09-46-36.249000,[R]: 20 
09-46-36.249000,[R]: 10 
09-46-36.253000,[R]: 1 
09-46-36.271000,[R]: 50 
09-46-36.272000,[R]: 10 
09-46-36.281000,[R]: 2 
09-46-36.285000,[R]: 10 
09-46-36.287000,[R]: 1 
09-46-36.295000,[R]: 50 
09-46-36.311000,S 2 	RSSI: 45
09-46-36.319000,[R]: 10 
09-46-36.320000,[R]: 2 
09-46-36.321000,[R]: 20 
09-46-36.321000,[R]: 10 
09-46-36.328000,[R]: 1 
09-46-36.329000,[R]: 50 
09-46-36.329000,[R]: 10 
09-46-36.330000,[R]: 2 
09-46-36.330000,S 2 	RSSI: 45
09-46-36.331000,[R]: 10 
09-46-36.337000,[R]: 1 
09-46-36.370000,[R]: 50 
09-46-36.371000,[R]: 20 
09-46-36.371000,[R]: 10 
09-46-36.372000,[R]: 1 
09-46-36.372000,[R]: 50 
09-46-36.373000,[R]: 20 
09-46-36.374000,[R]: 10 
09-46-36.397000,[R]: 1 
09-46-36.403000,[R]: 50 
09-46-36.406000,[R]: 10 
09-46-36.406000,[R]: 2 
09-46-36.407000,S 2 	RSSI: 45
09-46-36.408000,[R]: 10 
09-46-36.410000,[R]: 1 
09-46-36.410000,[R]: 50 
09-46-36.411000,[R]: 20 
09-46-36.411000,[R]: 10 
09-46-36.412000,[R]: 1 
09-46-36.439000,[R]: 50 
09-46-36.439000,[R]: 10 
09-46-36.440000,[R]: 2 
09-46-36.440000,[R]: 10 
09-46-36.451000,[R]: 1 
09-46-36.452000,[R]: 50 
09-46-36.452000,S 2 	RSSI: 45
09-46-36.453000,[R]: 10 
09-46-36.453000,[R]: 2 
09-46-36.454000,[R]: 20 
09-46-36.454000,[R]: 10 
09-46-36.455000,[R]: 1 
09-46-36.455000,[R]: 50 
09-46-36.462000,[R]: 10 
09-46-36.480000,[R]: 2 
09-46-36.481000,S 2 	RSSI: 45
09-46-36.481000,[R]: 10 
09-46-36.482000,[R]: 1 
09-46-36.483000,[R]: 50 
09-46-36.484000,[R]: 20 
09-46-36.484000,[R]: 10 
09-46-36.485000,[R]: 1 
09-46-36.490000,[R]: 50 
09-46-36.491000,[R]: 20 
09-46-36.494000,[R]: 10 
09-46-36.495000,[R]: 1 
09-46-36.496000,[R]: 50 
09-46-36.497000,[R]: 10 
09-46-36.497000,[R]: 2 
09-46-36.498000,S 2 	RSSI: 45
09-46-36.498000,[R]: 10 
09-46-36.501000,[R]: 1 
09-46-36.502000,[R]: 50 
09-46-36.506000,[R]: 20 
09-46-36.507000,[R]: 10 
09-46-36.516000,[R]: 1 
09-46-36.516000,[R]: 50 
09-46-36.517000,[R]: 10 
09-46-36.518000,[R]: 2 
09-46-36.524000,[R]: 10 
09-46-36.524000,[R]: 1 
09-46-36.529000,[R]: 50 
09-46-36.536000,S 2 	RSSI: 45
09-46-36.536000,[R]: 10 
09-46-36.537000,[R]: 2 
09-46-36.537000,[R]: 20 
09-46-36.538000,[R]: 10 
09-46-36.539000,[R]: 1 
09-46-36.539000,[R]: 50 
09-46-36.543000,[R]: 10 
09-46-36.547000,[R]: 2 
09-46-36.557000,S 2 	RSSI: 45
09-46-36.566000,[R]: 10 
09-46-36.567000,[R]: 1 
09-46-36.568000,[R]: 50 
09-46-36.568000,[R]: 20 
09-46-36.569000,[R]: 10 
09-46-36.581000,[R]: 1 
09-46-36.582000,[R]: 50 
09-46-36.583000,[R]: 20 
09-46-36.583000,[R]: 10 
09-46-36.590000,[R]: 1 
09-46-36.591000,[R]: 50 
09-46-36.593000,[R]: 10 
09-46-36.593000,[R]: 2 
09-46-36.617000,S 2 	RSSI: 46
09-46-36.618000,[R]: 10 
09-46-36.618000,[R]: 1 
09-46-36.620000,[R]: 50 
09-46-36.627000,[R]: 20 
09-46-36.628000,[R]: 10 
09-46-36.628000,[R]: 1 
09-46-36.630000,[R]: 50 
09-46-36.631000,[R]: 10 
09-46-36.637000,[R]: 2 
09-46-36.638000,[R]: 10 
09-46-36.639000,[R]: 1 
09-46-36.640000,[R]: 50 
09-46-36.647000,S 2 	RSSI: 45
09-46-36.654000,[R]: 10 
09-46-36.656000,[R]: 2 
09-46-36.656000,[R]: 20 
09-46-36.657000,[R]: 10 
09-46-36.668000,[R]: 1 
09-46-36.670000,[R]: 50 
09-46-36.670000,[R]: 10 
09-46-36.671000,[R]: 2 
09-46-36.672000,S 2 	RSSI: 45
09-46-36.672000,[R]: 10 
09-46-36.706000,[R]: 1 
09-46-36.707000,[R]: 50 
09-46-36.707000,[R]: 20 
09-46-36.708000,[R]: 10 
09-46-36.715000,[R]: 1 
09-46-36.718000,[R]: 50 
09-46-36.718000,[R]: 20 
09-46-36.729000,[R]: 10 
09-46-36.734000,[R]: 1 
09-46-36.735000,[R]: 50 
09-46-36.735000,[R]: 10 
09-46-36.736000,[R]: 2 
09-46-36.736000,S 2 	RSSI: 45
09-46-36.743000,[R]: 10 
09-46-36.744000,[R]: 1 
09-46-36.744000,[R]: 50 
09-46-36.746000,[R]: 20 
09-46-36.747000,[R]: 10 
09-46-36.748000,[R]: 1 
09-46-36.748000,[R]: 50 
09-46-36.749000,[R]: 10 
09-46-36.750000,[R]: 2 
09-46-36.754000,[R]: 10 
09-46-36.755000,[R]: 1 
09-46-36.755000,[R]: 50 
09-46-36.756000,S 2 	RSSI: 45
09-46-36.756000,[R]: 10 
09-46-36.757000,[R]: 2 
09-46-36.758000,[R]: 20 
09-46-36.761000,[R]: 10 
09-46-36.779000,[R]: 1 
09-46-36.784000,[R]: 50 
09-46-36.784000,[R]: 10 
09-46-36.785000,[R]: 2 
09-46-36.788000,S 2 	RSSI: 45
09-46-36.793000,[R]: 10 
09-46-36.806000,[R]: 1 
09-46-36.807000,[R]: 50 
09-46-36.809000,[R]: 20 
09-46-36.813000,[R]: 10 
09-46-36.813000,[R]: 1 
09-46-36.814000,[R]: 50 
09-46-36.816000,[R]: 20 
09-46-36.816000,[R]: 10 
09-46-36.828000,[R]: 1 
09-46-36.828000,[R]: 50 
09-46-36.836000,[R]: 10 
09-46-36.837000,[R]: 2 
09-46-36.841000,S 2 	RSSI: 45
09-46-36.842000,[R]: 10 
09-46-36.847000,[R]: 1 
09-46-36.848000,[R]: 50 
09-46-36.848000,[R]: 20 
09-46-36.849000,[R]: 10 
09-46-36.850000,[R]: 1 
09-46-36.850000,[R]: 50 
09-46-36.855000,[R]: 10 
09-46-36.867000,[R]: 2 
09-46-36.867000,[R]: 10 
09-46-36.868000,[R]: 1 
09-46-36.870000,[R]: 50 
09-46-36.871000,S 2 	RSSI: 45
09-46-36.879000,[R]: 10 
09-46-36.879000,[R]: 2 
09-46-36.880000,[R]: 20 
09-46-36.883000,[R]: 10 
09-46-36.888000,[R]: 1 
09-46-36.889000,[R]: 50 
09-46-36.889000,[R]: 10 
09-46-36.890000,[R]: 2 
09-46-36.890000,S 2 	RSSI: 45
09-46-36.898000,[R]: 10 
09-46-36.899000,[R]: 1 
09-46-36.899000,[R]: 50 
09-46-36.900000,[R]: 20 
09-46-36.903000,[R]: 10 
09-46-36.903000,[R]: 1 
09-46-36.904000,[R]: 50 
09-46-36.905000,[R]: 20 
09-46-36.921000,[R]: 10 
09-46-36.928000,[R]: 1 
09-46-36.929000,[R]: 50 
09-46-36.930000,[R]: 10 
09-46-36.930000,[R]: 2 
09-46-36.952000,S 2 	RSSI: 45
09-46-36.952000,[R]: 10 
09-46-36.954000,[R]: 1 
09-46-36.961000,[R]: 50 
09-46-36.962000,[R]: 20 
09-46-36.964000,[R]: 10 
09-46-36.971000,[R]: 1 
09-46-36.972000,[R]: 50 
09-46-36.989000,[R]: 10 
09-46-36.989000,[R]: 2 
09-46-36.990000,[R]: 10 
09-46-36.996000,[R]: 1 
09-46-36.996000,[R]: 50 
09-46-37.005000,S 2 	RSSI: 45
09-46-37.032000,[R]: 10 
09-46-37.032000,[R]: 2 
09-46-37.033000,[R]: 20 
09-46-37.034000,[R]: 10 
09-46-37.051000,[R]: 1 
09-46-37.052000,[R]: 50 
09-46-37.053000,[R]: 10 
09-46-37.061000,[R]: 2 
09-46-37.061000,S 2 	RSSI: 45
09-46-37.062000,[R]: 10 
09-46-37.062000,[R]: 1 
09-46-37.069000,[R]: 50 
09-46-37.077000,[R]: 20 
09-46-37.087000,[R]: 10 
09-46-37.090000,[R]: 1 
09-46-37.090000,[R]: 50 
09-46-37.091000,[R]: 20 
09-46-37.091000,[R]: 10 
09-46-37.106000,[R]: 1 
09-46-37.118000,[R]: 50 
09-46-37.119000,[R]: 10 
09-46-37.120000,[R]: 2 
09-46-37.120000,S 2 	RSSI: 45
09-46-37.121000,[R]: 10 
09-46-37.121000,[R]: 1 
09-46-37.122000,[R]: 50 
09-46-37.122000,[R]: 20 
09-46-37.124000,[R]: 10 
09-46-37.124000,[R]: 1 
09-46-37.124000,[R]: 50 
09-46-37.127000,[R]: 10 
09-46-37.129000,[R]: 2 
09-46-37.129000,[R]: 10 
09-46-37.134000,[R]: 1 
09-46-37.135000,[R]: 50 
09-46-37.135000,S 2 	RSSI: 45
09-46-37.140000,[R]: 10 
09-46-37.144000,[R]: 2 
09-46-37.145000,[R]: 20 
09-46-37.151000,[R]: 10 
09-46-37.166000,[R]: 1 
09-46-37.167000,[R]: 50 
09-46-37.167000,[R]: 10 
09-46-37.169000,[R]: 2 
09-46-37.169000,S 2 	RSSI: 45
09-46-37.170000,[R]: 10 
09-46-37.171000,[R]: 1 
09-46-37.179000,[R]: 50 
09-46-37.180000,[R]: 10 
09-46-37.189000,[R]: 2 
09-46-37.190000,[R]: 20 
09-46-37.190000,[R]: 10 
09-46-37.192000,[R]: 1 
09-46-37.195000,[R]: 50 
09-46-37.203000,[R]: 10 
09-46-37.204000,[R]: 2 
09-46-37.204000,S 2 	RSSI: 45
09-46-37.205000,[R]: 10 
09-46-37.213000,[R]: 1 
09-46-37.214000,[R]: 50 
09-46-37.217000,[R]: 20 
09-46-37.227000,[R]: 10 
09-46-37.228000,[R]: 1 
09-46-37.228000,[R]: 50 
09-46-37.238000,[R]: 10 
09-46-37.239000,[R]: 2 
09-46-37.239000,[R]: 10 
09-46-37.241000,[R]: 1 
09-46-37.244000,[R]: 50 
09-46-37.244000,S 2 	RSSI: 45
09-46-37.245000,[R]: 10 
09-46-37.248000,[R]: 2 
09-46-37.259000,[R]: 20 
09-46-37.273000,[R]: 10 
09-46-37.274000,[R]: 1 
09-46-37.277000,[R]: 50 
09-46-37.277000,[R]: 10 
09-46-37.278000,[R]: 2 
09-46-37.279000,S 2 	RSSI: 45
09-46-37.279000,[R]: 10 
09-46-37.280000,[R]: 1 
09-46-37.285000,[R]: 50 
09-46-37.311000,[R]: 20 
09-46-37.312000,[R]: 10 
09-46-37.312000,[R]: 1 
09-46-37.313000,[R]: 50 
09-46-37.318000,[R]: 20 
09-46-37.319000,[R]: 10 
09-46-37.323000,[R]: 1 
09-46-37.323000,[R]: 50 
09-46-37.336000,[R]: 10 
09-46-37.337000,[R]: 2 
09-46-37.338000,S 2 	RSSI: 45
09-46-37.358000,[R]: 10 
09-46-37.391000,[R]: 1 
09-46-37.413000,[R]: 50 
09-46-37.427000,[R]: 20 
09-46-37.427000,[R]: 10 
09-46-37.431000,[R]: 1 
09-46-37.432000,[R]: 50 
09-46-37.432000,[R]: 10 
09-46-37.433000,[R]: 2 
09-46-37.433000,[R]: 10 
09-46-37.434000,[R]: 1 
09-46-37.434000,[R]: 50 
09-46-37.435000,S 2 	RSSI: 46
09-46-37.439000,[R]: 10 
09-46-37.441000,[R]: 2 
09-46-37.441000,[R]: 20 
09-46-37.454000,[R]: 10 
09-46-37.455000,[R]: 1 
09-46-37.455000,[R]: 50 
09-46-37.456000,[R]: 10 
09-46-37.462000,[R]: 2 
09-46-37.464000,[R]: 10 
09-46-37.465000,[R]: 1 
09-46-37.466000,[R]: 50 
09-46-37.474000,[R]: 20 
09-46-37.475000,[R]: 10 
09-46-37.477000,[R]: 1 
09-46-37.478000,[R]: 50 
09-46-37.478000,[R]: 10 
09-46-37.479000,[R]: 2 
09-46-37.480000,S 2 	RSSI: 46
09-46-37.481000,[R]: 10 
09-46-37.498000,[R]: 1 
09-46-37.499000,[R]: 50 
09-46-37.500000,[R]: 10 
09-46-37.500000,[R]: 2 
09-46-37.502000,S 2 	RSSI: 46
09-46-37.502000,[R]: 10 
09-46-37.516000,[R]: 1 
09-46-37.517000,[R]: 50 
09-46-37.532000,[R]: 10 
09-46-37.535000,[R]: 2 
09-46-37.535000,[R]: 10 
09-46-37.536000,[R]: 1 
09-46-37.536000,[R]: 50 
09-46-37.546000,S 2 	RSSI: 46
09-46-37.546000,[R]: 10 
09-46-37.553000,[R]: 2 
09-46-37.553000,[R]: 20 
09-46-37.554000,[R]: 10 
09-46-37.555000,[R]: 1 
09-46-37.555000,[R]: 50 
09-46-37.564000,[R]: 10 
09-46-37.565000,[R]: 2 
09-46-37.565000,S 2 	RSSI: 46
09-46-37.571000,[R]: 10 
09-46-37.572000,[R]: 1 
09-46-37.573000,[R]: 50 
09-46-37.596000,[R]: 20 
09-46-37.597000,[R]: 10 
09-46-37.597000,[R]: 1 
09-46-37.605000,[R]: 50 
09-46-37.606000,[R]: 10 
09-46-37.606000,[R]: 2 
09-46-37.607000,[R]: 10 
09-46-37.609000,[R]: 1 
09-46-37.629000,[R]: 50 
09-46-37.630000,[R]: 10 
09-46-37.645000,[R]: 2 
09-46-37.646000,[R]: 20 
09-46-37.647000,[R]: 10 
09-46-37.647000,[R]: 1 
09-46-37.648000,[R]: 50 
09-46-37.648000,[R]: 10 
09-46-37.649000,[R]: 2 
09-46-37.649000,[R]: 10 
09-46-37.650000,[R]: 1 
09-46-37.668000,[R]: 50 
09-46-37.668000,[R]: 20 
09-46-37.669000,[R]: 10 
09-46-37.670000,[R]: 1 
09-46-37.685000,[R]: 50 
09-46-37.686000,[R]: 20 
09-46-37.687000,[R]: 10 
09-46-37.687000,[R]: 1 
09-46-37.688000,[R]: 50 
09-46-37.688000,[R]: 10 
09-46-37.689000,[R]: 2 
09-46-37.689000,S 2 	RSSI: 46
09-46-37.713000,[R]: 10 
09-46-37.718000,[R]: 1 
09-46-37.719000,[R]: 50 
09-46-37.719000,[R]: 20 
09-46-37.723000,[R]: 10 
09-46-37.723000,[R]: 1 
09-46-37.724000,[R]: 50 
09-46-37.724000,[R]: 10 
09-46-37.725000,[R]: 2 
09-46-37.726000,[R]: 10 
09-46-37.726000,[R]: 1 
09-46-37.746000,[R]: 50 
