09-46-31.936000,-------------------
09-46-40.909000,[R]: 20 
09-46-40.910000,[R]: 10 
09-46-40.910000,[R]: 1 
09-46-40.936000,[R]: 50 
09-46-40.938000,[R]: 20 
09-46-40.946000,[R]: 10 
09-46-40.948000,[R]: 1 
09-46-40.951000,[R]: 50 
09-46-40.952000,[R]: 10 
09-46-40.952000,[R]: 2 
09-46-40.954000,S 2 	RSSI: 46
09-46-40.964000,[R]: 10 
09-46-40.966000,[R]: 1 
09-46-40.966000,[R]: 50 
09-46-40.967000,[R]: 20 
09-46-40.967000,[R]: 10 
09-46-40.968000,[R]: 1 
09-46-40.972000,[R]: 50 
09-46-40.981000,[R]: 10 
09-46-40.981000,[R]: 2 
09-46-40.982000,[R]: 10 
09-46-40.983000,[R]: 1 
09-46-40.983000,[R]: 50 
09-46-40.984000,S 2 	RSSI: 46
09-46-40.985000,[R]: 10 
09-46-40.985000,[R]: 2 
09-46-40.985000,[R]: 20 
09-46-40.999000,[R]: 10 
09-46-41.000000,[R]: 1 
09-46-41.000000,[R]: 50 
09-46-41.001000,[R]: 10 
09-46-41.022000,[R]: 2 
09-46-41.022000,S 2 	RSSI: 45
09-46-41.028000,[R]: 10 
09-46-41.029000,[R]: 1 
09-46-41.029000,[R]: 50 
09-46-41.032000,[R]: 20 
09-46-41.045000,[R]: 10 
09-46-41.046000,[R]: 1 
09-46-41.046000,[R]: 50 
09-46-41.068000,[R]: 20 
09-46-41.068000,[R]: 10 
09-46-41.073000,[R]: 1 
09-46-41.118000,[R]: 50 
09-46-41.132000,[R]: 10 
09-46-41.155000,[R]: 2 
09-46-41.167000,S 2 	RSSI: 46
09-46-41.172000,[R]: 10 
09-46-41.177000,[R]: 1 
09-46-41.190000,[R]: 50 
09-46-41.190000,[R]: 20 
09-46-41.191000,[R]: 10 
09-46-41.211000,[R]: 1 
09-46-41.215000,[R]: 50 
09-46-41.216000,[R]: 10 
09-46-41.216000,[R]: 2 
09-46-41.233000,[R]: 10 
09-46-41.234000,[R]: 1 
09-46-41.234000,[R]: 50 
09-46-41.264000,S 2 	RSSI: 46
09-46-41.265000,[R]: 10 
09-46-41.266000,[R]: 2 
09-46-41.266000,[R]: 20 
09-46-41.303000,[R]: 10 
09-46-41.305000,[R]: 1 
09-46-41.309000,[R]: 50 
09-46-41.309000,[R]: 10 
09-46-41.312000,[R]: 2 
09-46-41.319000,S 2 	RSSI: 46
09-46-41.320000,[R]: 10 
09-46-41.351000,[R]: 1 
09-46-41.384000,[R]: 50 
09-46-41.385000,[R]: 20 
09-46-41.385000,[R]: 10 
09-46-41.388000,[R]: 1 
09-46-41.388000,[R]: 50 
09-46-41.389000,[R]: 20 
09-46-41.390000,[R]: 10 
09-46-41.395000,[R]: 1 
09-46-41.401000,[R]: 50 
09-46-41.402000,[R]: 10 
09-46-41.416000,[R]: 2 
09-46-41.417000,S 2 	RSSI: 46
09-46-41.418000,[R]: 10 
09-46-41.428000,[R]: 1 
09-46-41.434000,[R]: 50 
09-46-41.435000,[R]: 20 
09-46-41.438000,[R]: 10 
09-46-41.438000,[R]: 1 
09-46-41.439000,[R]: 50 
09-46-41.440000,[R]: 10 
09-46-41.440000,[R]: 2 
09-46-41.449000,[R]: 10 
09-46-41.449000,[R]: 1 
09-46-41.450000,[R]: 50 
09-46-41.451000,S 2 	RSSI: 46
09-46-41.455000,[R]: 10 
09-46-41.464000,[R]: 2 
09-46-41.465000,[R]: 20 
09-46-41.466000,[R]: 10 
09-46-41.473000,[R]: 1 
09-46-41.473000,[R]: 50 
09-46-41.484000,[R]: 10 
09-46-41.490000,[R]: 2 
09-46-41.513000,S 2 	RSSI: 46
09-46-41.514000,[R]: 10 
09-46-41.514000,[R]: 1 
09-46-41.515000,[R]: 50 
09-46-41.555000,[R]: 20 
09-46-41.556000,[R]: 10 
09-46-41.556000,[R]: 1 
09-46-41.557000,[R]: 50 
09-46-41.581000,[R]: 20 
09-46-41.602000,[R]: 10 
09-46-41.649000,[R]: 1 
09-46-41.649000,[R]: 50 
09-46-41.649000,[R]: 10 
09-46-41.650000,[R]: 2 
09-46-41.650000,S 2 	RSSI: 46
09-46-41.651000,[R]: 10 
09-46-41.651000,[R]: 1 
09-46-41.652000,[R]: 50 
09-46-41.653000,[R]: 20 
09-46-41.653000,[R]: 10 
09-46-41.653000,[R]: 1 
09-46-41.654000,[R]: 50 
09-46-41.654000,[R]: 10 
09-46-41.655000,[R]: 2 
09-46-41.655000,[R]: 10 
09-46-41.683000,[R]: 1 
09-46-41.683000,[R]: 50 
09-46-41.684000,S 2 	RSSI: 46
09-46-41.685000,[R]: 10 
09-46-41.685000,[R]: 2 
09-46-41.708000,[R]: 20 
09-46-41.727000,[R]: 10 
09-46-41.727000,[R]: 1 
09-46-41.728000,[R]: 50 
09-46-41.729000,[R]: 10 
09-46-41.742000,[R]: 2 
09-46-41.747000,S 2 	RSSI: 46
09-46-41.761000,[R]: 10 
09-46-41.766000,[R]: 1 
09-46-41.786000,[R]: 50 
09-46-41.787000,[R]: 20 
09-46-41.788000,[R]: 10 
09-46-41.788000,[R]: 1 
09-46-41.796000,[R]: 50 
09-46-41.800000,[R]: 20 
09-46-41.800000,[R]: 10 
09-46-41.801000,[R]: 1 
09-46-41.838000,[R]: 50 
09-46-41.838000,[R]: 10 
09-46-41.840000,[R]: 2 
09-46-41.840000,S 2 	RSSI: 46
09-46-41.841000,[R]: 10 
09-46-41.846000,[R]: 1 
09-46-41.846000,[R]: 50 
09-46-41.848000,[R]: 20 
09-46-41.884000,[R]: 10 
09-46-41.886000,[R]: 1 
09-46-41.886000,[R]: 50 
09-46-41.887000,[R]: 10 
09-46-41.887000,[R]: 2 
09-46-41.888000,[R]: 10 
09-46-41.919000,[R]: 1 
09-46-41.919000,[R]: 50 
09-46-41.920000,S 2 	RSSI: 47
09-46-41.920000,[R]: 10 
09-46-41.920000,[R]: 2 
09-46-41.921000,[R]: 20 
09-46-41.964000,[R]: 10 
09-46-41.965000,[R]: 1 
09-46-41.966000,[R]: 50 
09-46-41.968000,[R]: 10 
09-46-41.968000,[R]: 2 
09-46-41.969000,S 2 	RSSI: 46
09-46-41.970000,[R]: 10 
09-46-41.971000,[R]: 1 
09-46-41.994000,[R]: 50 
09-46-41.995000,[R]: 20 
09-46-41.996000,[R]: 10 
09-46-41.997000,[R]: 1 
09-46-41.997000,[R]: 50 
09-46-41.998000,[R]: 20 
09-46-41.999000,[R]: 10 
09-46-41.999000,[R]: 1 
09-46-42.000000,[R]: 50 
09-46-42.038000,[R]: 10 
09-46-42.039000,[R]: 2 
09-46-42.039000,S 2 	RSSI: 46
09-46-42.042000,[R]: 10 
09-46-42.046000,[R]: 1 
09-46-42.047000,[R]: 50 
09-46-42.077000,[R]: 20 
09-46-42.086000,[R]: 10 
09-46-42.088000,[R]: 1 
09-46-42.088000,[R]: 50 
09-46-42.107000,[R]: 10 
09-46-42.108000,[R]: 2 
09-46-42.108000,[R]: 10 
09-46-42.114000,[R]: 1 
09-46-42.117000,[R]: 50 
09-46-42.117000,S 2 	RSSI: 46
09-46-42.118000,[R]: 10 
09-46-42.118000,[R]: 2 
09-46-42.121000,[R]: 20 
09-46-42.127000,[R]: 10 
09-46-42.128000,[R]: 1 
09-46-42.128000,[R]: 50 
09-46-42.150000,[R]: 10 
09-46-42.151000,[R]: 2 
09-46-42.152000,S 2 	RSSI: 46
09-46-42.156000,[R]: 10 
09-46-42.157000,[R]: 1 
09-46-42.159000,[R]: 50 
09-46-42.159000,[R]: 20 
09-46-42.160000,[R]: 10 
09-46-42.170000,[R]: 1 
09-46-42.171000,[R]: 50 
09-46-42.182000,[R]: 20 
09-46-42.182000,[R]: 10 
09-46-42.183000,[R]: 1 
09-46-42.184000,[R]: 50 
09-46-42.186000,[R]: 10 
09-46-42.186000,[R]: 2 
09-46-42.187000,S 2 	RSSI: 46
09-46-42.188000,[R]: 10 
09-46-42.199000,[R]: 1 
09-46-42.201000,[R]: 50 
09-46-42.207000,[R]: 20 
09-46-42.220000,[R]: 10 
09-46-42.220000,[R]: 1 
09-46-42.221000,[R]: 50 
09-46-42.223000,[R]: 10 
09-46-42.223000,[R]: 2 
09-46-42.234000,[R]: 10 
09-46-42.236000,[R]: 1 
09-46-42.236000,[R]: 50 
09-46-42.243000,S 2 	RSSI: 47
09-46-42.259000,[R]: 10 
09-46-42.260000,[R]: 2 
09-46-42.260000,[R]: 20 
09-46-42.261000,[R]: 10 
09-46-42.261000,[R]: 1 
09-46-42.262000,[R]: 50 
09-46-42.263000,[R]: 10 
09-46-42.263000,[R]: 2 
09-46-42.272000,S 2 	RSSI: 46
09-46-42.277000,[R]: 10 
09-46-42.280000,[R]: 1 
09-46-42.281000,[R]: 50 
09-46-42.281000,[R]: 20 
09-46-42.284000,[R]: 10 
09-46-42.284000,[R]: 1 
09-46-42.287000,[R]: 50 
09-46-42.301000,[R]: 20 
09-46-42.301000,[R]: 10 
09-46-42.302000,[R]: 1 
09-46-42.302000,[R]: 50 
09-46-42.303000,[R]: 10 
09-46-42.303000,[R]: 2 
09-46-42.305000,S 2 	RSSI: 46
09-46-42.306000,[R]: 10 
09-46-42.306000,[R]: 1 
09-46-42.311000,[R]: 50 
09-46-42.316000,[R]: 20 
09-46-42.334000,[R]: 10 
09-46-42.338000,[R]: 1 
09-46-42.345000,[R]: 50 
09-46-42.348000,[R]: 10 
09-46-42.366000,[R]: 2 
09-46-42.367000,[R]: 10 
09-46-42.367000,[R]: 1 
09-46-42.368000,[R]: 50 
09-46-42.368000,S 2 	RSSI: 46
09-46-42.369000,[R]: 10 
09-46-42.369000,[R]: 2 
09-46-42.370000,[R]: 20 
09-46-42.370000,[R]: 10 
09-46-42.372000,[R]: 1 
09-46-42.378000,[R]: 50 
09-46-42.379000,[R]: 10 
09-46-42.379000,[R]: 2 
09-46-42.380000,S 2 	RSSI: 46
09-46-42.390000,[R]: 10 
09-46-42.403000,[R]: 1 
09-46-42.404000,[R]: 50 
09-46-42.405000,[R]: 20 
09-46-42.406000,[R]: 10 
09-46-42.406000,[R]: 1 
09-46-42.413000,[R]: 50 
09-46-42.416000,[R]: 20 
09-46-42.418000,[R]: 10 
09-46-42.418000,[R]: 1 
09-46-42.419000,[R]: 50 
09-46-42.419000,[R]: 10 
09-46-42.420000,[R]: 2 
09-46-42.422000,S 2 	RSSI: 46
09-46-42.445000,[R]: 10 
09-46-42.446000,[R]: 1 
09-46-42.449000,[R]: 50 
09-46-42.451000,[R]: 20 
09-46-42.452000,[R]: 10 
09-46-42.452000,[R]: 1 
09-46-42.466000,[R]: 50 
09-46-42.470000,[R]: 10 
09-46-42.471000,[R]: 2 
09-46-42.486000,[R]: 10 
09-46-42.486000,[R]: 1 
09-46-42.487000,[R]: 50 
09-46-42.487000,S 2 	RSSI: 46
09-46-42.502000,[R]: 10 
09-46-42.528000,[R]: 2 
09-46-42.529000,[R]: 20 
09-46-42.533000,[R]: 10 
09-46-42.534000,[R]: 1 
09-46-42.534000,[R]: 50 
09-46-42.537000,[R]: 10 
09-46-42.538000,[R]: 2 
09-46-42.538000,S 2 	RSSI: 46
09-46-42.539000,[R]: 10 
09-46-42.554000,[R]: 1 
09-46-42.554000,[R]: 50 
09-46-42.555000,[R]: 20 
09-46-42.555000,[R]: 10 
09-46-42.556000,[R]: 1 
09-46-42.556000,[R]: 50 
09-46-42.557000,[R]: 20 
09-46-42.558000,[R]: 10 
09-46-42.558000,[R]: 1 
09-46-42.559000,[R]: 50 
09-46-42.560000,[R]: 10 
09-46-42.561000,[R]: 2 
09-46-42.570000,S 2 	RSSI: 46
09-46-42.571000,[R]: 10 
09-46-42.585000,[R]: 1 
09-46-42.586000,[R]: 50 
09-46-42.587000,[R]: 20 
09-46-42.588000,[R]: 10 
09-46-42.601000,[R]: 1 
09-46-42.601000,[R]: 50 
09-46-42.605000,[R]: 10 
09-46-42.605000,[R]: 2 
09-46-42.606000,[R]: 10 
09-46-42.606000,[R]: 1 
09-46-42.636000,[R]: 50 
09-46-42.637000,S 2 	RSSI: 46
09-46-42.637000,[R]: 10 
09-46-42.638000,[R]: 2 
09-46-42.638000,[R]: 20 
09-46-42.639000,[R]: 10 
09-46-42.654000,[R]: 1 
09-46-42.655000,[R]: 50 
09-46-42.655000,[R]: 10 
09-46-42.656000,[R]: 2 
09-46-42.656000,S 2 	RSSI: 46
09-46-42.657000,[R]: 10 
09-46-42.658000,[R]: 1 
09-46-42.658000,[R]: 50 
09-46-42.659000,[R]: 20 
09-46-42.660000,[R]: 10 
09-46-42.660000,[R]: 1 
09-46-42.667000,[R]: 50 
09-46-42.670000,[R]: 20 
09-46-42.671000,[R]: 10 
09-46-42.684000,[R]: 1 
09-46-42.684000,[R]: 50 
09-46-42.685000,[R]: 10 
09-46-42.686000,[R]: 2 
09-46-42.686000,S 2 	RSSI: 46
09-46-42.687000,[R]: 10 
09-46-42.687000,[R]: 1 
09-46-42.690000,[R]: 50 
09-46-42.717000,[R]: 20 
09-46-42.718000,[R]: 10 
09-46-42.727000,[R]: 1 
09-46-42.727000,[R]: 50 
09-46-42.755000,[R]: 10 
09-46-42.755000,[R]: 2 
09-46-42.756000,[R]: 10 
09-46-42.780000,[R]: 1 
09-46-42.788000,[R]: 50 
09-46-42.789000,S 2 	RSSI: 46
09-46-42.790000,[R]: 10 
09-46-42.800000,[R]: 2 
09-46-42.801000,[R]: 20 
09-46-42.802000,[R]: 10 
09-46-42.803000,[R]: 1 
09-46-42.803000,[R]: 50 
09-46-42.804000,[R]: 10 
09-46-42.807000,[R]: 2 
09-46-42.808000,S 2 	RSSI: 46
09-46-42.808000,[R]: 10 
09-46-42.809000,[R]: 1 
09-46-42.809000,[R]: 50 
09-46-42.810000,[R]: 20 
09-46-42.810000,[R]: 10 
09-46-42.811000,[R]: 1 
09-46-42.811000,[R]: 50 
09-46-42.812000,[R]: 20 
09-46-42.825000,[R]: 10 
09-46-42.828000,[R]: 1 
09-46-42.830000,[R]: 50 
09-46-42.830000,[R]: 10 
09-46-42.831000,[R]: 2 
09-46-42.832000,S 2 	RSSI: 46
09-46-42.832000,[R]: 10 
09-46-42.833000,[R]: 1 
09-46-42.833000,[R]: 50 
09-46-42.842000,[R]: 20 
09-46-42.843000,[R]: 10 
09-46-42.843000,[R]: 1 
09-46-42.844000,[R]: 50 
09-46-42.854000,[R]: 10 
09-46-42.855000,[R]: 2 
09-46-42.855000,[R]: 10 
09-46-42.856000,[R]: 1 
09-46-42.865000,[R]: 50 
09-46-42.868000,S 2 	RSSI: 46
09-46-42.876000,[R]: 10 
09-46-42.877000,[R]: 2 
09-46-42.878000,[R]: 20 
09-46-42.878000,[R]: 10 
09-46-42.881000,[R]: 1 
09-46-42.891000,[R]: 50 
09-46-42.892000,[R]: 10 
09-46-42.914000,[R]: 2 
09-46-42.915000,S 2 	RSSI: 46
09-46-42.915000,[R]: 10 
09-46-42.916000,[R]: 1 
09-46-42.917000,[R]: 50 
09-46-42.917000,[R]: 20 
09-46-42.927000,[R]: 10 
09-46-42.928000,[R]: 1 
09-46-42.928000,[R]: 50 
09-46-42.935000,[R]: 20 
09-46-42.935000,[R]: 10 
09-46-42.936000,[R]: 1 
09-46-42.937000,[R]: 50 
09-46-42.937000,[R]: 10 
09-46-42.938000,[R]: 2 
09-46-42.938000,S 2 	RSSI: 46
09-46-42.939000,[R]: 10 
09-46-42.940000,[R]: 1 
09-46-42.950000,[R]: 50 
09-46-42.950000,[R]: 20 
09-46-42.951000,[R]: 10 
09-46-42.951000,[R]: 1 
09-46-42.953000,[R]: 50 
09-46-42.954000,[R]: 10 
09-46-42.955000,[R]: 2 
09-46-42.955000,[R]: 10 
09-46-42.956000,[R]: 1 
09-46-42.959000,[R]: 50 
09-46-42.959000,S 2 	RSSI: 46
09-46-42.960000,[R]: 10 
09-46-42.961000,[R]: 2 
09-46-42.985000,[R]: 20 
09-46-42.986000,[R]: 10 
09-46-42.993000,[R]: 1 
09-46-42.993000,[R]: 50 
09-46-42.994000,[R]: 10 
09-46-42.994000,[R]: 2 
09-46-42.995000,S 2 	RSSI: 46
09-46-42.995000,[R]: 10 
09-46-42.996000,[R]: 1 
09-46-43.006000,[R]: 50 
09-46-43.007000,[R]: 20 
09-46-43.012000,[R]: 10 
09-46-43.013000,[R]: 1 
09-46-43.025000,[R]: 50 
09-46-43.028000,[R]: 20 
09-46-43.029000,[R]: 10 
09-46-43.030000,[R]: 1 
09-46-43.031000,[R]: 50 
09-46-43.031000,[R]: 10 
09-46-43.044000,[R]: 2 
09-46-43.052000,S 2 	RSSI: 46
09-46-43.054000,[R]: 10 
09-46-43.054000,[R]: 1 
09-46-43.055000,[R]: 50 
09-46-43.059000,[R]: 20 
09-46-43.059000,[R]: 10 
09-46-43.060000,[R]: 1 
09-46-43.060000,[R]: 50 
09-46-43.061000,[R]: 10 
09-46-43.073000,[R]: 2 
09-46-43.073000,[R]: 10 
09-46-43.075000,[R]: 1 
09-46-43.076000,[R]: 50 
09-46-43.077000,S 2 	RSSI: 46
09-46-43.078000,[R]: 10 
09-46-43.087000,[R]: 2 
09-46-43.088000,[R]: 20 
09-46-43.090000,[R]: 10 
09-46-43.106000,[R]: 1 
09-46-43.140000,[R]: 50 
09-46-43.140000,[R]: 10 
09-46-43.149000,[R]: 2 
09-46-43.150000,S 2 	RSSI: 46
09-46-43.155000,[R]: 10 
09-46-43.155000,[R]: 1 
09-46-43.170000,[R]: 50 
09-46-43.170000,[R]: 20 
09-46-43.180000,[R]: 10 
09-46-43.181000,[R]: 1 
09-46-43.181000,[R]: 50 
09-46-43.182000,[R]: 20 
09-46-43.183000,[R]: 10 
09-46-43.183000,[R]: 1 
09-46-43.184000,[R]: 50 
09-46-43.184000,[R]: 10 
09-46-43.185000,[R]: 2 
09-46-43.185000,S 2 	RSSI: 46
09-46-43.188000,[R]: 10 
09-46-43.189000,[R]: 1 
09-46-43.189000,[R]: 50 
09-46-43.205000,[R]: 20 
09-46-43.212000,[R]: 10 
09-46-43.214000,[R]: 1 
09-46-43.214000,[R]: 50 
09-46-43.215000,[R]: 10 
09-46-43.215000,[R]: 2 
09-46-43.216000,[R]: 10 
09-46-43.216000,[R]: 1 
09-46-43.217000,[R]: 50 
09-46-43.217000,S 2 	RSSI: 45
09-46-43.224000,[R]: 10 
09-46-43.227000,[R]: 2 
09-46-43.228000,[R]: 20 
09-46-43.228000,[R]: 10 
09-46-43.229000,[R]: 1 
09-46-43.230000,[R]: 50 
09-46-43.258000,[R]: 10 
09-46-43.259000,[R]: 2 
09-46-43.281000,S 2 	RSSI: 45
09-46-43.293000,[R]: 10 
09-46-43.293000,[R]: 1 
09-46-43.294000,[R]: 50 
09-46-43.294000,[R]: 20 
09-46-43.295000,[R]: 10 
09-46-43.303000,[R]: 1 
09-46-43.304000,[R]: 50 
09-46-43.335000,[R]: 20 
09-46-43.335000,[R]: 10 
09-46-43.336000,[R]: 1 
09-46-43.336000,[R]: 50 
09-46-43.338000,[R]: 10 
09-46-43.339000,[R]: 2 
09-46-43.339000,S 2 	RSSI: 45
09-46-43.368000,[R]: 10 
09-46-43.370000,[R]: 1 
09-46-43.377000,[R]: 50 
09-46-43.377000,[R]: 20 
09-46-43.379000,[R]: 10 
09-46-43.384000,[R]: 1 
09-46-43.407000,[R]: 50 
09-46-43.409000,S 2 	RSSI: 46
09-46-43.411000,[R]: 10 
09-46-43.411000,[R]: 2 
09-46-43.412000,[R]: 10 
09-46-43.413000,[R]: 1 
09-46-43.433000,[R]: 50 
09-46-43.433000,S 2 	RSSI: 45
09-46-43.437000,[R]: 10 
09-46-43.439000,[R]: 2 
09-46-43.440000,[R]: 20 
09-46-43.444000,[R]: 10 
09-46-43.445000,[R]: 1 
09-46-43.450000,[R]: 50 
09-46-43.451000,[R]: 10 
09-46-43.484000,[R]: 2 
09-46-43.492000,S 2 	RSSI: 45
09-46-43.496000,[R]: 10 
09-46-43.497000,[R]: 1 
09-46-43.497000,[R]: 50 
09-46-43.498000,[R]: 20 
09-46-43.499000,[R]: 10 
09-46-43.501000,[R]: 1 
09-46-43.502000,[R]: 50 
09-46-43.512000,[R]: 20 
09-46-43.535000,[R]: 10 
09-46-43.536000,[R]: 1 
09-46-43.536000,[R]: 50 
09-46-43.536000,[R]: 10 
09-46-43.538000,[R]: 2 
09-46-43.539000,S 2 	RSSI: 46
09-46-43.552000,[R]: 10 
09-46-43.553000,[R]: 1 
09-46-43.563000,[R]: 50 
09-46-43.564000,[R]: 20 
09-46-43.567000,[R]: 10 
09-46-43.567000,[R]: 1 
09-46-43.577000,[R]: 50 
09-46-43.602000,[R]: 10 
09-46-43.621000,[R]: 2 
09-46-43.622000,[R]: 10 
09-46-43.628000,[R]: 1 
09-46-43.630000,[R]: 50 
09-46-43.650000,S 2 	RSSI: 46
09-46-43.652000,[R]: 10 
09-46-43.652000,[R]: 2 
09-46-43.664000,[R]: 20 
09-46-43.704000,[R]: 10 
09-46-43.706000,[R]: 1 
09-46-43.719000,[R]: 50 
09-46-43.719000,[R]: 10 
09-46-43.720000,[R]: 2 
09-46-43.721000,[R]: 10 
09-46-43.736000,[R]: 1 
09-46-43.736000,[R]: 50 
09-46-43.737000,[R]: 20 
09-46-43.739000,[R]: 10 
09-46-43.745000,[R]: 1 
09-46-43.746000,[R]: 50 
09-46-43.746000,[R]: 20 
09-46-43.747000,[R]: 10 
09-46-43.785000,[R]: 1 
09-46-43.815000,[R]: 50 
09-46-43.815000,[R]: 10 
09-46-43.816000,[R]: 2 
09-46-43.817000,S 2 	RSSI: 47
09-46-43.818000,[R]: 10 
09-46-43.818000,[R]: 1 
09-46-43.838000,[R]: 50 
09-46-43.839000,[R]: 20 
09-46-43.839000,[R]: 10 
09-46-43.840000,[R]: 1 
09-46-43.846000,[R]: 50 
09-46-43.849000,[R]: 10 
09-46-43.849000,[R]: 2 
09-46-43.850000,[R]: 10 
09-46-43.850000,[R]: 1 
09-46-43.856000,[R]: 50 
09-46-43.859000,S 2 	RSSI: 47
09-46-43.859000,[R]: 10 
09-46-43.860000,[R]: 2 
09-46-43.860000,[R]: 20 
09-46-43.861000,[R]: 10 
09-46-43.861000,[R]: 1 
09-46-43.873000,[R]: 50 
09-46-43.873000,[R]: 10 
09-46-43.889000,[R]: 2 
09-46-43.899000,S 2 	RSSI: 46
09-46-43.899000,[R]: 10 
09-46-43.900000,[R]: 1 
09-46-43.901000,[R]: 50 
09-46-43.903000,[R]: 20 
09-46-43.930000,[R]: 10 
09-46-43.934000,[R]: 1 
09-46-43.937000,[R]: 50 
09-46-43.937000,[R]: 20 
09-46-43.938000,[R]: 10 
09-46-43.939000,[R]: 1 
09-46-43.939000,[R]: 50 
09-46-43.968000,[R]: 10 
09-46-43.984000,[R]: 2 
09-46-43.984000,S 2 	RSSI: 46
09-46-43.996000,[R]: 10 
09-46-43.997000,[R]: 1 
09-46-43.998000,[R]: 50 
09-46-44.010000,[R]: 20 
09-46-44.011000,[R]: 10 
09-46-44.011000,[R]: 1 
09-46-44.012000,[R]: 50 
09-46-44.019000,[R]: 10 
09-46-44.020000,[R]: 2 
09-46-44.021000,[R]: 10 
09-46-44.021000,[R]: 1 
09-46-44.030000,[R]: 50 
09-46-44.031000,S 2 	RSSI: 46
09-46-44.045000,[R]: 10 
09-46-44.051000,[R]: 2 
09-46-44.051000,[R]: 20 
09-46-44.055000,[R]: 10 
09-46-44.058000,[R]: 1 
09-46-44.059000,[R]: 50 
09-46-44.068000,[R]: 10 
09-46-44.068000,[R]: 2 
09-46-44.079000,S 2 	RSSI: 47
09-46-44.079000,[R]: 10 
09-46-44.085000,[R]: 1 
09-46-44.089000,[R]: 50 
09-46-44.092000,[R]: 20 
09-46-44.093000,[R]: 10 
09-46-44.093000,[R]: 1 
09-46-44.094000,[R]: 50 
09-46-44.100000,[R]: 20 
09-46-44.101000,[R]: 10 
09-46-44.109000,[R]: 1 
09-46-44.109000,[R]: 50 
09-46-44.110000,[R]: 10 
09-46-44.111000,[R]: 2 
09-46-44.120000,S 2 	RSSI: 46
09-46-44.122000,[R]: 10 
09-46-44.123000,[R]: 1 
09-46-44.136000,[R]: 50 
09-46-44.140000,[R]: 20 
09-46-44.146000,[R]: 10 
09-46-44.146000,[R]: 1 
09-46-44.154000,[R]: 50 
09-46-44.154000,[R]: 10 
09-46-44.155000,[R]: 2 
09-46-44.155000,[R]: 10 
09-46-44.156000,[R]: 1 
09-46-44.156000,[R]: 50 
09-46-44.162000,S 2 	RSSI: 45
09-46-44.169000,[R]: 10 
09-46-44.169000,[R]: 2 
09-46-44.170000,[R]: 20 
09-46-44.171000,[R]: 10 
09-46-44.171000,[R]: 1 
09-46-44.172000,[R]: 50 
09-46-44.173000,[R]: 10 
09-46-44.173000,[R]: 2 
09-46-44.190000,S 2 	RSSI: 47
09-46-44.199000,[R]: 10 
09-46-44.200000,[R]: 1 
09-46-44.201000,[R]: 50 
09-46-44.201000,[R]: 20 
09-46-44.202000,[R]: 10 
09-46-44.202000,[R]: 1 
09-46-44.203000,[R]: 50 
09-46-44.210000,[R]: 20 
09-46-44.210000,[R]: 10 
09-46-44.211000,[R]: 1 
09-46-44.232000,[R]: 50 
09-46-44.234000,[R]: 10 
09-46-44.235000,[R]: 2 
09-46-44.236000,S 2 	RSSI: 46
09-46-44.236000,[R]: 10 
09-46-44.243000,[R]: 1 
09-46-44.251000,[R]: 50 
09-46-44.251000,[R]: 20 
09-46-44.255000,[R]: 10 
09-46-44.255000,[R]: 1 
09-46-44.265000,[R]: 50 
09-46-44.269000,[R]: 10 
09-46-44.269000,[R]: 2 
09-46-44.279000,[R]: 10 
09-46-44.280000,[R]: 1 
09-46-44.289000,[R]: 50 
09-46-44.290000,S 2 	RSSI: 46
09-46-44.308000,[R]: 10 
09-46-44.309000,[R]: 2 
09-46-44.310000,[R]: 20 
09-46-44.310000,[R]: 10 
09-46-44.311000,[R]: 1 
09-46-44.311000,[R]: 50 
09-46-44.318000,[R]: 10 
09-46-44.318000,[R]: 2 
09-46-44.328000,S 2 	RSSI: 46
09-46-44.339000,[R]: 10 
09-46-44.342000,[R]: 1 
09-46-44.343000,[R]: 50 
09-46-44.354000,[R]: 20 
09-46-44.354000,[R]: 10 
09-46-44.356000,[R]: 1 
09-46-44.356000,[R]: 50 
09-46-44.391000,[R]: 20 
09-46-44.391000,[R]: 10 
09-46-44.395000,[R]: 1 
09-46-44.396000,[R]: 50 
09-46-44.397000,[R]: 10 
09-46-44.397000,[R]: 2 
09-46-44.398000,S 2 	RSSI: 46
09-46-44.399000,[R]: 10 
09-46-44.403000,[R]: 1 
09-46-44.404000,[R]: 50 
09-46-44.404000,[R]: 20 
09-46-44.412000,[R]: 10 
09-46-44.434000,[R]: 1 
09-46-44.435000,[R]: 50 
09-46-44.435000,[R]: 10 
09-46-44.436000,[R]: 2 
09-46-44.436000,[R]: 10 
09-46-44.437000,[R]: 1 
09-46-44.437000,[R]: 50 
09-46-44.438000,S 2 	RSSI: 46
09-46-44.480000,[R]: 10 
09-46-44.481000,[R]: 2 
09-46-44.505000,[R]: 20 
09-46-44.506000,[R]: 10 
09-46-44.513000,[R]: 1 
09-46-44.514000,[R]: 50 
09-46-44.515000,[R]: 10 
09-46-44.516000,[R]: 2 
09-46-44.516000,S 2 	RSSI: 46
09-46-44.517000,[R]: 10 
09-46-44.517000,[R]: 1 
09-46-44.518000,[R]: 50 
09-46-44.520000,[R]: 20 
09-46-44.545000,[R]: 10 
09-46-44.546000,[R]: 1 
09-46-44.547000,[R]: 50 
09-46-44.554000,[R]: 20 
09-46-44.554000,[R]: 10 
09-46-44.555000,[R]: 1 
09-46-44.556000,[R]: 50 
09-46-44.556000,[R]: 10 
09-46-44.558000,[R]: 2 
09-46-44.559000,S 2 	RSSI: 46
