22-16-50.266000,"ÿ""Scanner enabled\r\n"""
22-17-06.282000,[0] 0 0
22-17-06.283000,""""
22-17-06.284000,"""Sensor: 1. RSSI: 60"""
22-17-06.285000,"""Sensor: 2. RSSI: 69"""
22-17-06.286000,"""COUNT 1 1"
22-17-06.286000,[0] 0 81
22-17-06.287000,""""
22-17-06.290000,"""Sensor: 2. RSSI: 69"""
22-17-06.295000,"""Sensor: 1. RSSI: 60"""
22-17-06.296000,"""COUNT 1 1"
22-17-06.296000,[0] 0 0
22-17-06.297000,""""
22-17-06.298000,"""Sensor: 2. RSSI: 69"""
22-17-06.302000,"""Sensor: 1. RSSI: 60"""
22-17-06.307000,"""COUNT 1 1"
22-17-06.307000,[0] 0 0
22-17-06.308000,""""
22-17-06.311000,"""Sensor: 1. RSSI: 60"""
22-17-06.315000,"""Sensor: 2. RSSI: 69"""
22-17-06.316000,"""COUNT 1 1"
22-17-06.317000,[0] 0 0
22-17-06.317000,""""
22-17-06.318000,"""Sensor: 1. RSSI: 60"""
22-17-06.322000,"""Sensor: 2. RSSI: 69"""
22-17-06.326000,"""COUNT 1 1"
22-17-06.327000,[0] 0 0
22-17-06.328000,""""
22-17-06.328000,"""Sensor: 1. RSSI: 60"""
22-17-06.331000,"""Sensor: 2. RSSI: 69"""
22-17-06.336000,"""COUNT 1 1"
22-17-06.336000,[0] 0 0
22-17-06.337000,""""
22-17-06.344000,"""Sensor: 2. RSSI: 68"""
22-17-06.346000,"""COUNT 0 1"
22-17-06.347000,[0] 0 0
22-17-06.348000,""""
22-17-06.348000,"""Sensor: 1. RSSI: 60"""
22-17-06.351000,"""Sensor: 2. RSSI: 69"""
22-17-06.357000,"""COUNT 1 1"
22-17-06.358000,[0] 0 81
22-17-06.358000,""""
22-17-06.361000,"""Sensor: 2. RSSI: 68"""
22-17-06.365000,"""Sensor: 1. RSSI: 60"""
22-17-06.367000,"""COUNT 1 1"
22-17-06.367000,[0] 0 0
22-17-06.368000,""""
22-17-06.368000,"""Sensor: 2. RSSI: 69"""
22-17-06.372000,"""Sensor: 1. RSSI: 60"""
22-17-06.377000,"""COUNT 1 1"
22-17-06.378000,[0] 0 0
22-17-06.378000,""""
22-17-06.381000,"""Sensor: 1. RSSI: 60"""
22-17-06.385000,"""Sensor: 2. RSSI: 69"""
22-17-06.386000,"""COUNT 1 1"
22-17-06.387000,[0] 0 0
22-17-06.387000,""""
22-17-06.388000,"""Sensor: 1. RSSI: 60"""
22-17-06.393000,"""Sensor: 2. RSSI: 68"""
22-17-06.396000,"""COUNT 1 1"
22-17-06.397000,[0] 0 0
22-17-06.398000,""""
22-17-06.398000,"""Sensor: 1. RSSI: 60"""
22-17-06.400000,"""Sensor: 2. RSSI: 69"""
22-17-06.405000,"""COUNT 1 1"
22-17-06.406000,[0] 0 0
22-17-06.406000,""""
22-17-06.408000,"""Sensor: 1. RSSI: 60"""
22-17-06.415000,"""COUNT 1 0"
22-17-06.415000,[0] 0 0
22-17-06.416000,""""
22-17-06.416000,"""Sensor: 1. RSSI: 60"""
22-17-06.420000,"""Sensor: 2. RSSI: 69"""
22-17-06.427000,"""COUNT 1 1"
22-17-06.427000,[0] 0 0
22-17-06.428000,""""
22-17-06.434000,"""Sensor: 1. RSSI: 60"""
22-17-06.435000,"""COUNT 1 0"
22-17-06.436000,[0] 0 0
22-17-06.437000,""""
22-17-06.437000,"""Sensor: 2. RSSI: 69"""
22-17-06.441000,"""Sensor: 1. RSSI: 60"""
22-17-06.445000,"""COUNT 1 1"
22-17-06.446000,[0] 0 0
22-17-06.447000,""""
22-17-06.450000,"""Sensor: 1. RSSI: 60"""
22-17-06.454000,"""Sensor: 2. RSSI: 68"""
22-17-06.455000,"""COUNT 1 1"
22-17-06.456000,[0] 0 0
22-17-06.457000,""""
22-17-06.458000,"""Sensor: 1. RSSI: 60"""
22-17-06.462000,"""Sensor: 2. RSSI: 69"""
22-17-06.465000,"""COUNT 1 1"
22-17-06.466000,[0] 0 0
22-17-06.467000,""""
22-17-06.470000,"""Sensor: 2. RSSI: 69"""
22-17-06.475000,"""COUNT 0 1"
22-17-06.476000,[0] 0 0
22-17-06.477000,""""
22-17-06.479000,"""Sensor: 1. RSSI: 60"""
22-17-06.483000,"""Sensor: 2. RSSI: 69"""
22-17-06.485000,"""COUNT 1 1"
22-17-06.487000,[0] 0 0
22-17-06.488000,""""
22-17-06.488000,"""Sensor: 1. RSSI: 60"""
22-17-06.492000,"""Sensor: 2. RSSI: 69"""
22-17-06.495000,"""COUNT 1 1"
22-17-06.497000,[0] 0 0
22-17-06.497000,""""
22-17-06.500000,"""Sensor: 2. RSSI: 69"""
22-17-06.503000,"""Sensor: 1. RSSI: 60"""
22-17-06.505000,"""COUNT 1 1"
22-17-06.506000,[0] 0 0
22-17-06.507000,""""
22-17-06.507000,"""Sensor: 2. RSSI: 68"""
22-17-06.512000,"""Sensor: 1. RSSI: 60"""
22-17-06.515000,"""COUNT 1 1"
22-17-06.516000,[0] 0 0
22-17-06.516000,""""
22-17-06.524000,"""Sensor: 2. RSSI: 69"""
22-17-06.525000,"""COUNT 0 1"
22-17-06.526000,[0] 0 0
22-17-06.527000,""""
22-17-06.527000,"""Sensor: 1. RSSI: 60"""
22-17-06.531000,"""Sensor: 2. RSSI: 69"""
22-17-06.535000,"""COUNT 1 1"
22-17-06.536000,[0] 0 81
22-17-06.537000,""""
22-17-06.537000,"""Sensor: 1. RSSI: 60"""
22-17-06.541000,"""Sensor: 2. RSSI: 69"""
22-17-06.545000,"""COUNT 1 1"
22-17-06.547000,[0] 0 0
22-17-06.547000,""""
22-17-06.548000,"""Sensor: 1. RSSI: 60"""
22-17-06.554000,"""Sensor: 2. RSSI: 69"""
22-17-06.556000,"""COUNT 1 1"
22-17-06.556000,[0] 0 0
22-17-06.557000,""""
22-17-06.557000,"""Sensor: 1. RSSI: 60"""
22-17-06.561000,"""Sensor: 2. RSSI: 69"""
22-17-06.565000,"""COUNT 1 1"
22-17-06.566000,[0] 0 80
22-17-06.567000,""""
22-17-06.570000,"""Sensor: 1. RSSI: 60"""
22-17-06.574000,"""Sensor: 2. RSSI: 69"""
22-17-06.576000,"""COUNT 1 1"
22-17-06.577000,[0] 0 0
22-17-06.577000,""""
22-17-06.578000,"""Sensor: 1. RSSI: 60"""
22-17-06.582000,"""Sensor: 2. RSSI: 69"""
22-17-06.585000,"""COUNT 1 1"
22-17-06.586000,[0] 0 0
22-17-06.587000,""""
22-17-06.590000,"""Sensor: 2. RSSI: 69"""
22-17-06.595000,"""Sensor: 1. RSSI: 60"""
22-17-06.597000,"""COUNT 1 1"
22-17-06.598000,[0] 0 0
22-17-06.598000,""""
22-17-06.605000,"""COUNT 0 0"
22-17-06.606000,[0] 0 0
22-17-06.607000,""""
22-17-06.615000,"""COUNT 0 0"
22-17-06.616000,[0] 0 0
22-17-06.616000,""""
22-17-06.619000,"""Sensor: 1. RSSI: 60"""
22-17-06.624000,"""Sensor: 2. RSSI: 69"""
22-17-06.626000,"""COUNT 1 1"
22-17-06.627000,[0] 0 0
22-17-06.628000,""""
22-17-06.628000,"""Sensor: 1. RSSI: 60"""
22-17-06.631000,"""Sensor: 2. RSSI: 69"""
22-17-06.635000,"""COUNT 1 1"
22-17-06.636000,[0] 0 0
22-17-06.636000,""""
22-17-06.639000,"""Sensor: 1. RSSI: 60"""
22-17-06.645000,"""COUNT 1 0"
22-17-06.646000,[0] 0 0
22-17-06.646000,""""
22-17-06.655000,"""COUNT 0 0"
22-17-06.655000,[0] 0 0
22-17-06.656000,""""
22-17-06.665000,"""COUNT 0 0"
22-17-06.666000,[0] 0 0
22-17-06.667000,""""
22-17-06.675000,"""COUNT 0 0"
22-17-06.676000,[0] 0 0
22-17-06.677000,""""
22-17-06.685000,"""COUNT 0 0"
22-17-06.686000,[0] 0 0
22-17-06.686000,""""
22-17-06.689000,"""Sensor: 1. RSSI: 60"""
22-17-06.695000,"""Sensor: 2. RSSI: 69"""
22-17-06.695000,"""COUNT 1 1"
22-17-06.696000,[0] 0 0
22-17-06.697000,""""
22-17-06.701000,"""Sensor: 2. RSSI: 69"""
22-17-06.705000,"""COUNT 0 1"
22-17-06.706000,[0] 0 0
22-17-06.707000,""""
22-17-06.714000,"""Sensor: 2. RSSI: 69"""
22-17-06.717000,"""COUNT 0 1"
22-17-06.717000,[0] 0 0
22-17-06.718000,""""
22-17-06.719000,"""Sensor: 1. RSSI: 60"""
22-17-06.722000,"""Sensor: 2. RSSI: 69"""
22-17-06.727000,"""COUNT 1 1"
22-17-06.727000,[0] 0 93
22-17-06.728000,""""
22-17-06.735000,"""COUNT 0 0"
22-17-06.735000,[0] 0 0
22-17-06.736000,""""
22-17-06.745000,"""COUNT 0 0"
22-17-06.745000,[0] 0 0
22-17-06.746000,""""
22-17-06.755000,"""COUNT 0 0"
22-17-06.756000,[0] 0 0
22-17-06.757000,""""
22-17-06.759000,"""Sensor: 1. RSSI: 60"""
22-17-06.764000,"""Sensor: 2. RSSI: 69"""
22-17-06.766000,"""COUNT 1 1"
22-17-06.766000,[0] 0 0
22-17-06.767000,""""
22-17-06.767000,"""Sensor: 1. RSSI: 60"""
22-17-06.771000,"""Sensor: 2. RSSI: 69"""
22-17-06.775000,"""COUNT 1 1"
22-17-06.776000,[0] 0 0
22-17-06.777000,""""
22-17-06.780000,"""Sensor: 1. RSSI: 60"""
22-17-06.784000,"""Sensor: 2. RSSI: 69"""
22-17-06.786000,"""COUNT 1 1"
22-17-06.786000,[0] 0 0
22-17-06.786000,""""
22-17-06.786000,"""Sensor: 1. RSSI: 60"""
22-17-06.791000,"""Sensor: 2. RSSI: 69"""
22-17-06.795000,"""COUNT 1 1"
22-17-06.795000,[0] 0 80
22-17-06.796000,""""
22-17-06.804000,"""COUNT 0 0"
22-17-06.805000,[0] 0 0
22-17-06.805000,""""
22-17-06.814000,"""COUNT 0 0"
22-17-06.815000,[0] 0 0
22-17-06.815000,""""
22-17-06.824000,"""COUNT 0 0"
22-17-06.825000,[0] 0 0
22-17-06.827000,""""
22-17-06.828000,"""Sensor: 1. RSSI: 60"""
22-17-06.834000,"""COUNT 1 0"
22-17-06.835000,[0] 0 0
22-17-06.835000,""""
22-17-06.837000,"""Sensor: 1. RSSI: 60"""
22-17-06.841000,"""Sensor: 2. RSSI: 69"""
22-17-06.845000,"""COUNT 1 1"
22-17-06.845000,[0] 0 0
22-17-06.847000,""""
22-17-06.848000,"""Sensor: 1. RSSI: 60"""
22-17-06.853000,"""Sensor: 2. RSSI: 69"""
22-17-06.854000,"""COUNT 1 1"
22-17-06.855000,[0] 0 0
22-17-06.855000,""""
22-17-06.858000,"""Sensor: 1. RSSI: 60"""
22-17-06.861000,"""Sensor: 2. RSSI: 68"""
22-17-06.866000,"""COUNT 1 1"
22-17-06.867000,[0] 0 80
22-17-06.868000,""""
22-17-06.875000,"""COUNT 0 0"
22-17-06.876000,[0] 0 0
22-17-06.877000,""""
22-17-06.884000,"""COUNT 0 0"
22-17-06.886000,[0] 0 0
22-17-06.886000,""""
22-17-06.894000,"""COUNT 0 0"
22-17-06.896000,[0] 0 0
22-17-06.896000,""""
22-17-06.898000,"""Sensor: 1. RSSI: 60"""
22-17-06.902000,"""Sensor: 2. RSSI: 69"""
22-17-06.905000,"""COUNT 1 1"
22-17-06.908000,[0] 0 0
22-17-06.908000,""""
22-17-06.909000,"""Sensor: 1. RSSI: 60"""
22-17-06.915000,"""COUNT 1 0"
22-17-06.916000,[0] 0 0
22-17-06.917000,""""
22-17-06.923000,"""Sensor: 2. RSSI: 69"""
22-17-06.926000,"""COUNT 0 1"
22-17-06.927000,[0] 0 0
22-17-06.928000,""""
22-17-06.929000,"""Sensor: 1. RSSI: 60"""
22-17-06.931000,"""Sensor: 2. RSSI: 68"""
22-17-06.936000,"""COUNT 1 1"
22-17-06.937000,[0] 0 81
22-17-06.937000,""""
22-17-06.939000,"""Sensor: 2. RSSI: 69"""
22-17-06.945000,"""COUNT 0 1"
22-17-06.946000,[0] 0 0
22-17-06.946000,""""
22-17-06.948000,"""Sensor: 2. RSSI: 68"""
22-17-06.952000,"""Sensor: 1. RSSI: 60"""
22-17-06.955000,"""COUNT 1 1"
22-17-06.956000,[0] 0 80
22-17-06.956000,""""
22-17-06.957000,"""Sensor: 2. RSSI: 68"""
22-17-06.959000,"""Sensor: 1. RSSI: 60"""
22-17-06.964000,"""Sensor: 2. RSSI: 68"""
22-17-06.966000,"""COUNT 1 2"
22-17-06.967000,[0] 0 80
22-17-06.967000,""""
22-17-06.968000,"""Sensor: 1. RSSI: 60"""
22-17-06.972000,"""Sensor: 2. RSSI: 69"""
22-17-06.976000,"""COUNT 1 1"
22-17-06.976000,[0] 0 80
22-17-06.977000,""""
22-17-06.977000,"""Sensor: 1. RSSI: 60"""
22-17-06.980000,"""Sensor: 2. RSSI: 69"""
22-17-06.985000,"""COUNT 1 1"
22-17-06.985000,[0] 0 0
22-17-06.986000,""""
22-17-06.989000,"""Sensor: 1. RSSI: 60"""
22-17-06.993000,"""Sensor: 2. RSSI: 68"""
22-17-06.995000,"""COUNT 1 1"
22-17-06.996000,[0] 0 0
22-17-06.996000,""""
22-17-06.997000,"""Sensor: 1. RSSI: 60"""
22-17-07.001000,"""Sensor: 2. RSSI: 69"""
22-17-07.006000,"""COUNT 1 1"
22-17-07.006000,[0] 0 80
22-17-07.007000,""""
22-17-07.009000,"""Sensor: 2. RSSI: 68"""
22-17-07.014000,"""Sensor: 1. RSSI: 60"""
22-17-07.015000,"""COUNT 1 1"
22-17-07.017000,[0] 0 0
22-17-07.018000,""""
22-17-07.019000,"""Sensor: 2. RSSI: 68"""
22-17-07.022000,"""Sensor: 1. RSSI: 60"""
22-17-07.026000,"""COUNT 1 1"
22-17-07.027000,[0] 0 0
22-17-07.028000,""""
22-17-07.028000,"""Sensor: 2. RSSI: 69"""
22-17-07.031000,"""Sensor: 1. RSSI: 60"""
22-17-07.035000,"""Sensor: 2. RSSI: 68"""
22-17-07.036000,"""COUNT 1 2"
22-17-07.037000,[0] 0 0
22-17-07.038000,""""
22-17-07.038000,"""Sensor: 1. RSSI: 60"""
22-17-07.043000,"""Sensor: 2. RSSI: 69"""
22-17-07.046000,"""COUNT 1 1"
22-17-07.047000,[0] 0 80
22-17-07.047000,""""
22-17-07.048000,"""Sensor: 1. RSSI: 60"""
22-17-07.051000,"""Sensor: 2. RSSI: 69"""
22-17-07.056000,"""COUNT 1 1"
22-17-07.056000,[0] 0 0
22-17-07.057000,""""
22-17-07.060000,"""Sensor: 1. RSSI: 60"""
22-17-07.064000,"""Sensor: 2. RSSI: 68"""
22-17-07.067000,"""COUNT 1 1"
22-17-07.067000,[0] 0 0
22-17-07.068000,""""
22-17-07.069000,"""Sensor: 1. RSSI: 60"""
22-17-07.071000,"""Sensor: 2. RSSI: 68"""
22-17-07.077000,"""COUNT 1 1"
22-17-07.077000,[0] 0 80
22-17-07.078000,""""
22-17-07.080000,"""Sensor: 2. RSSI: 68"""
22-17-07.085000,"""Sensor: 1. RSSI: 60"""
22-17-07.085000,"""COUNT 1 1"
22-17-07.086000,[0] 0 0
22-17-07.087000,""""
22-17-07.088000,"""Sensor: 2. RSSI: 68"""
22-17-07.092000,"""Sensor: 1. RSSI: 60"""
22-17-07.097000,"""COUNT 1 1"
22-17-07.097000,[0] 0 80
22-17-07.098000,""""
22-17-07.098000,"""Sensor: 2. RSSI: 68"""
22-17-07.101000,"""Sensor: 1. RSSI: 60"""
22-17-07.105000,"""Sensor: 2. RSSI: 69"""
22-17-07.107000,"""COUNT 1 2"
22-17-07.108000,[0] 0 80
22-17-07.109000,""""
22-17-07.110000,"""Sensor: 1. RSSI: 60"""
22-17-07.112000,"""Sensor: 2. RSSI: 68"""
22-17-07.117000,"""COUNT 1 1"
22-17-07.118000,[0] 0 0
22-17-07.118000,""""
22-17-07.119000,"""Sensor: 1. RSSI: 60"""
22-17-07.121000,"""Sensor: 2. RSSI: 68"""
22-17-07.125000,"""COUNT 1 1"
22-17-07.129000,[0] 0 0
22-17-07.129000,""""
22-17-07.130000,"""Sensor: 1. RSSI: 60"""
22-17-07.134000,"""Sensor: 2. RSSI: 68"""
22-17-07.136000,"""COUNT 1 1"
22-17-07.138000,[0] 0 0
22-17-07.139000,""""
22-17-07.140000,"""Sensor: 1. RSSI: 60"""
22-17-07.141000,"""Sensor: 2. RSSI: 68"""
22-17-07.146000,"""COUNT 1 1"
22-17-07.148000,[0] 0 81
22-17-07.149000,""""
22-17-07.149000,"""Sensor: 2. RSSI: 68"""
22-17-07.154000,"""Sensor: 1. RSSI: 60"""
22-17-07.155000,"""COUNT 1 1"
22-17-07.156000,[0] 0 0
22-17-07.157000,""""
22-17-07.159000,"""Sensor: 2. RSSI: 68"""
22-17-07.163000,"""Sensor: 1. RSSI: 60"""
22-17-07.166000,"""COUNT 1 1"
22-17-07.166000,[0] 0 80
22-17-07.168000,""""
22-17-07.168000,"""Sensor: 2. RSSI: 68"""
22-17-07.170000,"""Sensor: 1. RSSI: 60"""
22-17-07.175000,"""Sensor: 2. RSSI: 68"""
22-17-07.176000,"""COUNT 1 2"
22-17-07.177000,[0] 0 0
22-17-07.178000,""""
22-17-07.179000,"""Sensor: 1. RSSI: 60"""
22-17-07.183000,"""Sensor: 2. RSSI: 68"""
22-17-07.186000,"""COUNT 1 1"
22-17-07.187000,[0] 0 0
22-17-07.188000,""""
22-17-07.188000,"""Sensor: 1. RSSI: 60"""
22-17-07.192000,"""Sensor: 2. RSSI: 68"""
22-17-07.195000,"""COUNT 1 1"
22-17-07.196000,[0] 0 0
22-17-07.197000,""""
22-17-07.199000,"""Sensor: 1. RSSI: 60"""
22-17-07.203000,"""Sensor: 2. RSSI: 68"""
22-17-07.205000,"""COUNT 1 1"
22-17-07.206000,[0] 0 0
22-17-07.206000,""""
22-17-07.207000,"""Sensor: 1. RSSI: 60"""
22-17-07.210000,"""Sensor: 2. RSSI: 68"""
22-17-07.215000,"""COUNT 1 1"
22-17-07.216000,[0] 0 80
22-17-07.216000,""""
22-17-07.218000,"""Sensor: 2. RSSI: 68"""
22-17-07.223000,"""Sensor: 1. RSSI: 59"""
22-17-07.225000,"""COUNT 1 1"
22-17-07.226000,[0] 0 0
22-17-07.227000,""""
22-17-07.228000,"""Sensor: 2. RSSI: 68"""
22-17-07.232000,"""Sensor: 1. RSSI: 60"""
22-17-07.234000,"""COUNT 1 1"
22-17-07.236000,[0] 0 0
22-17-07.237000,""""
22-17-07.238000,"""Sensor: 2. RSSI: 68"""
22-17-07.242000,"""Sensor: 1. RSSI: 60"""
22-17-07.245000,"""Sensor: 2. RSSI: 68"""
22-17-07.246000,"""COUNT 1 2"
22-17-07.247000,[0] 0 80
22-17-07.247000,""""
22-17-07.253000,"""Sensor: 2. RSSI: 68"""
22-17-07.255000,"""COUNT 0 1"
22-17-07.256000,[0] 0 0
22-17-07.257000,""""
22-17-07.259000,"""Sensor: 1. RSSI: 60"""
22-17-07.261000,"""Sensor: 2. RSSI: 68"""
22-17-07.264000,"""COUNT 1 1"
22-17-07.266000,[0] 0 0
22-17-07.267000,""""
22-17-07.268000,"""Sensor: 1. RSSI: 60"""
22-17-07.273000,"""Sensor: 2. RSSI: 68"""
22-17-07.275000,"""COUNT 1 1"
22-17-07.276000,[0] 0 0
22-17-07.276000,""""
22-17-07.277000,"""Sensor: 1. RSSI: 60"""
22-17-07.280000,"""Sensor: 2. RSSI: 68"""
22-17-07.285000,"""COUNT 1 1"
22-17-07.286000,[0] 0 80
22-17-07.286000,""""
22-17-07.290000,"""Sensor: 2. RSSI: 68"""
22-17-07.294000,"""Sensor: 1. RSSI: 60"""
22-17-07.296000,"""COUNT 1 1"
22-17-07.297000,[0] 0 0
22-17-07.297000,""""
22-17-07.301000,"""Sensor: 1. RSSI: 60"""
22-17-07.304000,"""COUNT 1 0"
22-17-07.307000,[0] 0 0
22-17-07.307000,""""
22-17-07.308000,"""Sensor: 2. RSSI: 68"""
22-17-07.310000,"""Sensor: 1. RSSI: 60"""
22-17-07.315000,"""COUNT 1 1"
22-17-07.316000,[0] 0 0
22-17-07.317000,""""
22-17-07.319000,"""Sensor: 1. RSSI: 60"""
22-17-07.323000,"""Sensor: 2. RSSI: 68"""
22-17-07.325000,"""COUNT 1 1"
22-17-07.326000,"""COUNT 1 1"
22-17-07.327000,[0] 0 0
22-17-07.328000,""""
22-17-07.328000,"""Sensor: 1. RSSI: 60"""
22-17-07.331000,"""Sensor: 2. RSSI: 68"""
22-17-07.335000,"""COUNT 1 1"
22-17-07.336000,[0] 0 0
22-17-07.337000,""""
22-17-07.340000,"""Sensor: 1. RSSI: 60"""
22-17-07.343000,"""Sensor: 2. RSSI: 68"""
22-17-07.345000,"""COUNT 1 1"
22-17-07.346000,[0] 0 0
22-17-07.347000,""""
22-17-07.348000,"""Sensor: 1. RSSI: 59"""
22-17-07.355000,"""COUNT 1 0"
22-17-07.356000,[0] 0 0
22-17-07.357000,""""
22-17-07.360000,"""Sensor: 2. RSSI: 69"""
22-17-07.364000,"""Sensor: 1. RSSI: 59"""
22-17-07.365000,"""COUNT 1 1"
22-17-07.366000,[0] 0 0
22-17-07.367000,""""
22-17-07.367000,"""Sensor: 2. RSSI: 69"""
22-17-07.371000,"""Sensor: 1. RSSI: 60"""
22-17-07.375000,"""COUNT 1 1"
22-17-07.377000,[0] 0 0
22-17-07.378000,""""
22-17-07.381000,"""Sensor: 1. RSSI: 59"""
22-17-07.384000,"""Sensor: 2. RSSI: 69"""
22-17-07.386000,"""COUNT 1 1"
22-17-07.387000,[0] 0 0
22-17-07.388000,""""
22-17-07.389000,"""Sensor: 1. RSSI: 60"""
22-17-07.393000,"""Sensor: 2. RSSI: 69"""
22-17-07.396000,"""COUNT 1 1"
22-17-07.397000,[0] 0 80
22-17-07.398000,""""
22-17-07.399000,"""Sensor: 1. RSSI: 59"""
22-17-07.401000,"""Sensor: 2. RSSI: 69"""
22-17-07.405000,"""COUNT 1 1"
22-17-07.409000,[0] 0 0
22-17-07.409000,""""
22-17-07.410000,"""Sensor: 1. RSSI: 59"""
22-17-07.414000,"""Sensor: 2. RSSI: 69"""
22-17-07.416000,"""COUNT 1 1"
22-17-07.418000,[0] 0 0
22-17-07.419000,""""
22-17-07.420000,"""Sensor: 1. RSSI: 59"""
22-17-07.422000,"""Sensor: 2. RSSI: 69"""
22-17-07.426000,"""COUNT 1 1"
22-17-07.428000,[0] 0 80
22-17-07.429000,""""
22-17-07.430000,"""Sensor: 2. RSSI: 68"""
22-17-07.434000,"""Sensor: 1. RSSI: 59"""
22-17-07.435000,"""COUNT 1 1"
22-17-07.436000,[0] 0 0
22-17-07.436000,""""
22-17-07.439000,"""Sensor: 2. RSSI: 68"""
22-17-07.441000,"""Sensor: 1. RSSI: 59"""
22-17-07.445000,"""COUNT 1 1"
22-17-07.446000,[0] 0 0
22-17-07.446000,""""
22-17-07.450000,"""Sensor: 1. RSSI: 59"""
22-17-07.454000,"""Sensor: 2. RSSI: 68"""
22-17-07.456000,"""COUNT 1 1"
22-17-07.457000,[0] 0 0
22-17-07.461000,""""
22-17-07.462000,"""Sensor: 1. RSSI: 59"""
22-17-07.462000,"""Sensor: 2. RSSI: 69"""
22-17-07.466000,"""COUNT 1 1"
22-17-07.467000,[0] 0 0
22-17-07.467000,""""
22-17-07.470000,"""Sensor: 1. RSSI: 59"""
22-17-07.470000,"""Sensor: 2. RSSI: 69"""
22-17-07.476000,"""COUNT 1 1"
22-17-07.477000,[0] 0 0
22-17-07.480000,""""
22-17-07.480000,"""Sensor: 1. RSSI: 59"""
22-17-07.484000,"""Sensor: 2. RSSI: 71"""
22-17-07.486000,"""COUNT 1 1"
22-17-07.486000,[0] 0 0
22-17-07.487000,""""
22-17-07.490000,"""Sensor: 1. RSSI: 59"""
22-17-07.491000,"""Sensor: 2. RSSI: 70"""
22-17-07.496000,"""COUNT 1 1"
22-17-07.496000,[0] 0 80
22-17-07.497000,""""
22-17-07.500000,"""Sensor: 2. RSSI: 71"""
22-17-07.504000,"""Sensor: 1. RSSI: 59"""
22-17-07.506000,"""COUNT 1 1"
22-17-07.507000,[0] 0 0
22-17-07.508000,""""
22-17-07.511000,"""Sensor: 2. RSSI: 71"""
22-17-07.512000,"""Sensor: 1. RSSI: 59"""
22-17-07.516000,"""COUNT 1 1"
22-17-07.517000,[0] 0 0
22-17-07.518000,""""
22-17-07.520000,"""Sensor: 1. RSSI: 59"""
22-17-07.526000,"""COUNT 1 0"
22-17-07.527000,[0] 0 0
22-17-07.527000,""""
22-17-07.528000,"""Sensor: 1. RSSI: 59"""
22-17-07.534000,"""Sensor: 2. RSSI: 71"""
22-17-07.536000,"""COUNT 1 1"
22-17-07.537000,[0] 0 0
22-17-07.538000,""""
22-17-07.539000,"""Sensor: 1. RSSI: 59"""
22-17-07.541000,"""Sensor: 2. RSSI: 70"""
22-17-07.546000,"""COUNT 1 1"
22-17-07.547000,[0] 0 0
22-17-07.547000,""""
22-17-07.549000,"""Sensor: 1. RSSI: 59"""
22-17-07.554000,"""Sensor: 2. RSSI: 70"""
22-17-07.557000,"""COUNT 1 1"
22-17-07.557000,[0] 0 0
22-17-07.558000,""""
22-17-07.560000,"""Sensor: 1. RSSI: 59"""
22-17-07.562000,"""Sensor: 2. RSSI: 70"""
22-17-07.565000,"""COUNT 1 1"
22-17-07.566000,[0] 0 83
22-17-07.566000,""""
22-17-07.575000,"""Sensor: 1. RSSI: 59"""
22-17-07.576000,"""COUNT 1 0"
22-17-07.576000,[0] 0 0
22-17-07.577000,""""
22-17-07.578000,"""Sensor: 2. RSSI: 68"""
22-17-07.583000,"""Sensor: 1. RSSI: 59"""
22-17-07.585000,"""COUNT 1 1"
22-17-07.586000,[0] 0 0
22-17-07.586000,""""
22-17-07.589000,"""Sensor: 1. RSSI: 59"""
22-17-07.594000,"""Sensor: 2. RSSI: 69"""
22-17-07.595000,"""COUNT 1 1"
22-17-07.596000,[0] 0 0
22-17-07.596000,""""
22-17-07.597000,"""Sensor: 1. RSSI: 58"""
22-17-07.602000,"""Sensor: 2. RSSI: 68"""
22-17-07.605000,"""COUNT 1 1"
22-17-07.606000,[0] 0 91
22-17-07.607000,""""
22-17-07.608000,"""Sensor: 1. RSSI: 59"""
22-17-07.614000,"""COUNT 1 0"
22-17-07.615000,[0] 0 0
22-17-07.616000,""""
22-17-07.618000,"""Sensor: 1. RSSI: 58"""
22-17-07.623000,"""Sensor: 2. RSSI: 67"""
22-17-07.626000,"""COUNT 1 1"
22-17-07.626000,[0] 0 0
22-17-07.627000,""""
22-17-07.628000,"""Sensor: 1. RSSI: 58"""
22-17-07.630000,"""Sensor: 2. RSSI: 67"""
22-17-07.635000,"""COUNT 1 1"
22-17-07.636000,[0] 0 0
22-17-07.637000,""""
22-17-07.645000,"""COUNT 0 0"
22-17-07.646000,[0] 0 0
22-17-07.647000,""""
22-17-07.654000,"""COUNT 0 0"
22-17-07.655000,[0] 0 0
22-17-07.656000,""""
22-17-07.665000,"""COUNT 0 0"
22-17-07.666000,[0] 0 0
22-17-07.667000,""""
22-17-07.674000,"""COUNT 0 0"
22-17-07.675000,[0] 0 0
22-17-07.676000,""""
22-17-07.684000,"""COUNT 0 0"
22-17-07.685000,[0] 0 0
22-17-07.686000,""""
22-17-07.688000,"""Sensor: 1. RSSI: 58"""
22-17-07.692000,"""Sensor: 2. RSSI: 67"""
22-17-07.695000,"""COUNT 1 1"
22-17-07.697000,[0] 0 0
22-17-07.697000,""""
22-17-07.701000,"""Sensor: 1. RSSI: 58"""
22-17-07.701000,"""Sensor: 2. RSSI: 67"""
22-17-07.706000,"""COUNT 1 1"
22-17-07.707000,[0] 0 77
22-17-07.715000,""""
