22-16-50.266000,"ÿ""Scanner enabled\r\n"""
22-17-03.526000,"""COUNT 1 1"
22-17-03.527000,[0] 0 0
22-17-03.528000,""""
22-17-03.528000,"""Sensor: 1. RSSI: 60"""
22-17-03.533000,"""Sensor: 2. RSSI: 68"""
22-17-03.536000,"""COUNT 1 1"
22-17-03.537000,[0] 0 75
22-17-03.537000,""""
22-17-03.540000,"""Sensor: 2. RSSI: 68"""
22-17-03.545000,"""Sensor: 1. RSSI: 60"""
22-17-03.546000,"""COUNT 1 1"
22-17-03.547000,[0] 0 0
22-17-03.548000,""""
22-17-03.549000,"""Sensor: 2. RSSI: 68"""
22-17-03.553000,"""Sensor: 1. RSSI: 59"""
22-17-03.557000,"""COUNT 1 1"
22-17-03.557000,[0] 0 78
22-17-03.558000,""""
22-17-03.561000,"""Sensor: 1. RSSI: 60"""
22-17-03.566000,"""COUNT 1 0"
22-17-03.566000,[0] 0 0
22-17-03.567000,""""
22-17-03.568000,"""Sensor: 1. RSSI: 59"""
22-17-03.576000,"""COUNT 1 0"
22-17-03.576000,[0] 0 0
22-17-03.577000,""""
22-17-03.578000,"""Sensor: 1. RSSI: 59"""
22-17-03.581000,"""Sensor: 2. RSSI: 68"""
22-17-03.586000,"""COUNT 1 1"
22-17-03.587000,[0] 0 0
22-17-03.587000,""""
22-17-03.590000,"""Sensor: 1. RSSI: 59"""
22-17-03.594000,"""Sensor: 2. RSSI: 69"""
22-17-03.596000,"""COUNT 1 1"
22-17-03.597000,[0] 0 0
22-17-03.599000,""""
22-17-03.603000,"""Sensor: 2. RSSI: 69"""
22-17-03.607000,"""COUNT 0 1"
22-17-03.608000,[0] 0 0
22-17-03.609000,""""
22-17-03.610000,"""Sensor: 1. RSSI: 60"""
22-17-03.617000,"""COUNT 1 0"
22-17-03.618000,[0] 0 0
22-17-03.618000,""""
22-17-03.619000,"""Sensor: 1. RSSI: 60"""
22-17-03.622000,"""Sensor: 2. RSSI: 68"""
22-17-03.626000,"""COUNT 1 1"
22-17-03.633000,[0] 0 0
22-17-03.634000,""""
22-17-03.637000,"""COUNT 0 0"
22-17-03.637000,[0] 0 0
22-17-03.638000,""""
22-17-03.647000,"""COUNT 0 0"
22-17-03.647000,[0] 0 0
22-17-03.648000,""""
22-17-03.656000,"""COUNT 0 0"
22-17-03.656000,[0] 0 0
22-17-03.657000,""""
22-17-03.658000,"""Sensor: 1. RSSI: 59"""
22-17-03.663000,"""Sensor: 2. RSSI: 68"""
22-17-03.665000,"""COUNT 1 1"
22-17-03.666000,[0] 0 0
22-17-03.666000,""""
22-17-03.667000,"""Sensor: 1. RSSI: 60"""
22-17-03.671000,"""Sensor: 2. RSSI: 68"""
22-17-03.676000,"""COUNT 1 1"
22-17-03.678000,[0] 0 0
22-17-03.678000,""""
22-17-03.680000,"""Sensor: 1. RSSI: 59"""
22-17-03.684000,"""Sensor: 2. RSSI: 68"""
22-17-03.685000,"""COUNT 1 1"
22-17-03.686000,[0] 0 0
22-17-03.687000,""""
22-17-03.687000,"""Sensor: 1. RSSI: 60"""
22-17-03.691000,"""Sensor: 2. RSSI: 68"""
22-17-03.696000,"""COUNT 1 1"
22-17-03.696000,[0] 0 85
22-17-03.697000,""""
22-17-03.705000,"""COUNT 0 0"
22-17-03.705000,[0] 0 0
22-17-03.706000,""""
22-17-03.716000,"""COUNT 0 0"
22-17-03.717000,[0] 0 0
22-17-03.717000,""""
22-17-03.725000,"""COUNT 0 0"
22-17-03.726000,[0] 0 0
22-17-03.727000,""""
22-17-03.729000,"""Sensor: 1. RSSI: 60"""
22-17-03.734000,"""Sensor: 2. RSSI: 67"""
22-17-03.735000,"""COUNT 1 1"
22-17-03.736000,[0] 0 0
22-17-03.737000,""""
22-17-03.738000,"""Sensor: 1. RSSI: 60"""
22-17-03.742000,"""Sensor: 2. RSSI: 68"""
22-17-03.745000,"""COUNT 1 1"
22-17-03.747000,[0] 0 0
22-17-03.747000,""""
22-17-03.750000,"""Sensor: 1. RSSI: 60"""
22-17-03.754000,"""Sensor: 2. RSSI: 67"""
22-17-03.756000,"""COUNT 1 1"
22-17-03.757000,[0] 0 0
22-17-03.757000,""""
22-17-03.758000,"""Sensor: 1. RSSI: 60"""
22-17-03.762000,"""Sensor: 2. RSSI: 68"""
22-17-03.766000,"""COUNT 1 1"
22-17-03.766000,[0] 0 83
22-17-03.767000,""""
22-17-03.775000,"""COUNT 0 0"
22-17-03.776000,[0] 0 0
22-17-03.776000,""""
22-17-03.785000,"""COUNT 0 0"
22-17-03.786000,[0] 0 0
22-17-03.786000,""""
22-17-03.795000,"""COUNT 0 0"
22-17-03.796000,[0] 0 0
22-17-03.796000,""""
22-17-03.802000,"""Sensor: 2. RSSI: 68"""
22-17-03.805000,"""COUNT 0 1"
22-17-03.811000,[0] 0 0
22-17-03.812000,""""
22-17-03.812000,"""Sensor: 1. RSSI: 60"""
22-17-03.814000,"""Sensor: 2. RSSI: 67"""
22-17-03.816000,"""COUNT 1 1"
22-17-03.817000,[0] 0 0
22-17-03.817000,""""
22-17-03.819000,"""Sensor: 1. RSSI: 60"""
22-17-03.825000,"""Sensor: 2. RSSI: 67"""
22-17-03.826000,"""COUNT 1 1"
22-17-03.827000,[0] 0 0
22-17-03.827000,""""
22-17-03.828000,"""Sensor: 1. RSSI: 60"""
22-17-03.832000,"""Sensor: 2. RSSI: 67"""
22-17-03.836000,"""COUNT 1 1"
22-17-03.837000,[0] 0 82
22-17-03.837000,""""
22-17-03.839000,"""Sensor: 2. RSSI: 67"""
22-17-03.844000,"""Sensor: 1. RSSI: 60"""
22-17-03.846000,"""COUNT 1 1"
22-17-03.847000,[0] 0 0
22-17-03.848000,""""
22-17-03.849000,"""Sensor: 2. RSSI: 67"""
22-17-03.853000,"""Sensor: 1. RSSI: 60"""
22-17-03.856000,"""COUNT 1 1"
22-17-03.857000,[0] 0 0
22-17-03.857000,""""
22-17-03.858000,"""Sensor: 2. RSSI: 67"""
22-17-03.860000,"""Sensor: 1. RSSI: 60"""
22-17-03.866000,"""Sensor: 2. RSSI: 67"""
22-17-03.867000,"""COUNT 1 2"
22-17-03.868000,[0] 0 0
22-17-03.868000,""""
22-17-03.870000,"""Sensor: 1. RSSI: 60"""
22-17-03.873000,"""Sensor: 2. RSSI: 67"""
22-17-03.877000,"""COUNT 1 1"
22-17-03.877000,[0] 0 0
22-17-03.879000,""""
22-17-03.881000,"""Sensor: 1. RSSI: 60"""
22-17-03.881000,"""Sensor: 2. RSSI: 67"""
22-17-03.886000,"""COUNT 1 1"
22-17-03.887000,[0] 0 0
22-17-03.889000,""""
22-17-03.890000,"""Sensor: 1. RSSI: 60"""
22-17-03.896000,"""COUNT 1 0"
22-17-03.897000,[0] 0 0
22-17-03.897000,""""
22-17-03.903000,"""Sensor: 2. RSSI: 68"""
22-17-03.905000,"""COUNT 0 1"
22-17-03.906000,[0] 0 0
22-17-03.906000,""""
22-17-03.910000,"""Sensor: 2. RSSI: 67"""
22-17-03.914000,"""Sensor: 1. RSSI: 60"""
22-17-03.916000,"""COUNT 1 1"
22-17-03.916000,[0] 0 0
22-17-03.917000,""""
22-17-03.918000,"""Sensor: 2. RSSI: 67"""
22-17-03.922000,"""Sensor: 1. RSSI: 60"""
22-17-03.926000,"""COUNT 1 1"
22-17-03.926000,[0] 0 0
22-17-03.927000,""""
22-17-03.927000,"""Sensor: 2. RSSI: 67"""
22-17-03.930000,"""Sensor: 1. RSSI: 60"""
22-17-03.935000,"""Sensor: 2. RSSI: 67"""
22-17-03.936000,"""COUNT 1 2"
22-17-03.937000,[0] 0 0
22-17-03.938000,""""
22-17-03.940000,"""Sensor: 1. RSSI: 60"""
22-17-03.944000,"""Sensor: 2. RSSI: 67"""
22-17-03.947000,"""COUNT 1 1"
22-17-03.947000,[0] 0 0
22-17-03.949000,""""
22-17-03.950000,"""Sensor: 1. RSSI: 60"""
22-17-03.952000,"""Sensor: 2. RSSI: 67"""
22-17-03.956000,"""COUNT 1 1"
22-17-03.958000,[0] 0 0
22-17-03.958000,""""
22-17-03.960000,"""Sensor: 1. RSSI: 60"""
22-17-03.964000,"""Sensor: 2. RSSI: 67"""
22-17-03.966000,"""COUNT 1 1"
22-17-03.966000,[0] 0 0
22-17-03.968000,""""
22-17-03.969000,"""Sensor: 1. RSSI: 60"""
22-17-03.971000,"""Sensor: 2. RSSI: 67"""
22-17-03.976000,"""COUNT 1 1"
22-17-03.976000,[0] 0 80
22-17-03.978000,""""
22-17-03.981000,"""Sensor: 2. RSSI: 67"""
22-17-03.985000,"""COUNT 0 1"
22-17-03.986000,[0] 0 0
22-17-03.987000,""""
22-17-03.988000,"""Sensor: 2. RSSI: 67"""
22-17-03.993000,"""Sensor: 1. RSSI: 60"""
22-17-03.997000,"""COUNT 1 1"
22-17-03.998000,[0] 0 0
22-17-03.999000,""""
22-17-03.999000,"""Sensor: 2. RSSI: 67"""
22-17-04.001000,"""Sensor: 1. RSSI: 60"""
22-17-04.005000,"""Sensor: 2. RSSI: 67"""
22-17-04.008000,"""COUNT 1 2"
22-17-04.008000,[0] 0 80
22-17-04.009000,""""
22-17-04.013000,"""Sensor: 2. RSSI: 67"""
22-17-04.016000,"""COUNT 0 1"
22-17-04.017000,[0] 0 0
22-17-04.018000,""""
22-17-04.019000,"""Sensor: 1. RSSI: 60"""
22-17-04.022000,"""Sensor: 2. RSSI: 67"""
22-17-04.026000,"""COUNT 1 1"
22-17-04.033000,[0] 0 0
22-17-04.034000,""""
22-17-04.035000,"""Sensor: 1. RSSI: 60"""
22-17-04.035000,"""Sensor: 2. RSSI: 67"""
22-17-04.036000,"""COUNT 1 1"
22-17-04.037000,[0] 0 0
22-17-04.038000,""""
22-17-04.039000,"""Sensor: 1. RSSI: 60"""
22-17-04.042000,"""Sensor: 2. RSSI: 67"""
22-17-04.046000,"""COUNT 1 1"
22-17-04.047000,[0] 0 80
22-17-04.048000,""""
22-17-04.051000,"""Sensor: 2. RSSI: 67"""
22-17-04.055000,"""Sensor: 1. RSSI: 59"""
22-17-04.056000,"""COUNT 1 1"
22-17-04.057000,[0] 0 0
22-17-04.058000,""""
22-17-04.060000,"""Sensor: 2. RSSI: 67"""
22-17-04.063000,"""Sensor: 1. RSSI: 60"""
22-17-04.067000,"""COUNT 1 1"
22-17-04.068000,[0] 0 0
22-17-04.068000,""""
22-17-04.069000,"""Sensor: 2. RSSI: 67"""
22-17-04.070000,"""Sensor: 1. RSSI: 60"""
22-17-04.076000,"""Sensor: 2. RSSI: 67"""
22-17-04.076000,"""COUNT 1 2"
22-17-04.077000,[0] 0 80
22-17-04.078000,""""
22-17-04.083000,"""Sensor: 2. RSSI: 67"""
22-17-04.085000,"""COUNT 0 1"
22-17-04.086000,[0] 0 0
22-17-04.087000,""""
22-17-04.088000,"""Sensor: 1. RSSI: 60"""
22-17-04.090000,"""Sensor: 2. RSSI: 67"""
22-17-04.096000,"""COUNT 1 1"
22-17-04.097000,[0] 0 0
22-17-04.097000,""""
22-17-04.100000,"""Sensor: 1. RSSI: 60"""
22-17-04.105000,"""COUNT 1 0"
22-17-04.106000,[0] 0 0
22-17-04.107000,""""
22-17-04.108000,"""Sensor: 1. RSSI: 60"""
22-17-04.111000,"""Sensor: 2. RSSI: 67"""
22-17-04.116000,"""COUNT 1 1"
22-17-04.116000,[0] 0 0
22-17-04.117000,""""
22-17-04.119000,"""Sensor: 2. RSSI: 67"""
22-17-04.125000,"""Sensor: 1. RSSI: 60"""
22-17-04.126000,"""COUNT 1 1"
22-17-04.126000,[0] 0 0
22-17-04.127000,""""
22-17-04.128000,"""Sensor: 2. RSSI: 67"""
22-17-04.132000,"""Sensor: 1. RSSI: 60"""
22-17-04.137000,"""COUNT 1 1"
22-17-04.137000,[0] 0 79
22-17-04.138000,""""
22-17-04.138000,"""Sensor: 2. RSSI: 67"""
22-17-04.140000,"""Sensor: 1. RSSI: 60"""
22-17-04.145000,"""Sensor: 2. RSSI: 67"""
22-17-04.147000,"""COUNT 1 2"
22-17-04.147000,[0] 0 79
22-17-04.148000,""""
22-17-04.148000,"""Sensor: 1. RSSI: 60"""
22-17-04.153000,"""Sensor: 2. RSSI: 67"""
22-17-04.155000,"""COUNT 1 1"
22-17-04.156000,[0] 0 0
22-17-04.156000,""""
22-17-04.157000,"""Sensor: 1. RSSI: 60"""
22-17-04.160000,"""Sensor: 2. RSSI: 67"""
22-17-04.166000,"""COUNT 1 1"
22-17-04.167000,[0] 0 0
22-17-04.167000,""""
22-17-04.169000,"""Sensor: 1. RSSI: 60"""
22-17-04.173000,"""Sensor: 2. RSSI: 67"""
22-17-04.175000,"""COUNT 1 1"
22-17-04.176000,[0] 0 0
22-17-04.177000,""""
22-17-04.178000,"""Sensor: 1. RSSI: 60"""
22-17-04.182000,"""Sensor: 2. RSSI: 67"""
22-17-04.185000,"""COUNT 1 1"
22-17-04.187000,[0] 0 79
22-17-04.188000,""""
22-17-04.196000,"""COUNT 0 0"
22-17-04.197000,[0] 0 0
22-17-04.197000,""""
22-17-04.198000,"""Sensor: 2. RSSI: 67"""
22-17-04.203000,"""Sensor: 1. RSSI: 60"""
22-17-04.206000,"""COUNT 1 1"
22-17-04.207000,[0] 0 0
22-17-04.208000,""""
22-17-04.209000,"""Sensor: 2. RSSI: 67"""
22-17-04.210000,"""Sensor: 1. RSSI: 60"""
22-17-04.215000,"""Sensor: 2. RSSI: 67"""
22-17-04.216000,"""COUNT 1 2"
22-17-04.217000,[0] 0 80
22-17-04.218000,""""
22-17-04.218000,"""Sensor: 1. RSSI: 60"""
22-17-04.222000,"""Sensor: 2. RSSI: 67"""
22-17-04.226000,"""COUNT 1 1"
22-17-04.227000,[0] 0 80
22-17-04.227000,""""
22-17-04.228000,"""Sensor: 1. RSSI: 60"""
22-17-04.231000,"""Sensor: 2. RSSI: 67"""
22-17-04.236000,"""COUNT 1 1"
22-17-04.236000,[0] 0 0
22-17-04.237000,""""
22-17-04.239000,"""Sensor: 1. RSSI: 60"""
22-17-04.243000,"""Sensor: 2. RSSI: 67"""
22-17-04.246000,"""COUNT 1 1"
22-17-04.246000,[0] 0 0
22-17-04.247000,""""
22-17-04.247000,"""Sensor: 1. RSSI: 60"""
22-17-04.256000,"""COUNT 1 0"
22-17-04.257000,[0] 0 0
22-17-04.257000,""""
22-17-04.265000,"""COUNT 0 0"
22-17-04.266000,[0] 0 0
22-17-04.267000,""""
22-17-04.275000,"""COUNT 0 0"
22-17-04.276000,[0] 0 0
22-17-04.277000,""""
22-17-04.285000,"""COUNT 0 0"
22-17-04.287000,[0] 0 0
22-17-04.287000,""""
22-17-04.295000,"""COUNT 0 0"
22-17-04.296000,[0] 0 0
22-17-04.297000,""""
22-17-04.305000,"""COUNT 0 0"
22-17-04.306000,[0] 0 0
22-17-04.307000,""""
22-17-04.313000,"""Sensor: 2. RSSI: 67"""
22-17-04.316000,"""COUNT 0 1"
22-17-04.317000,[0] 0 0
22-17-04.318000,""""
22-17-04.318000,"""Sensor: 1. RSSI: 60"""
22-17-04.321000,"""Sensor: 2. RSSI: 67"""
22-17-04.326000,"""COUNT 1 1"
22-17-04.332000,[0] 0 0
22-17-04.333000,""""
22-17-04.333000,"""Sensor: 2. RSSI: 66"""
22-17-04.334000,"""Sensor: 1. RSSI: 60"""
22-17-04.337000,"""COUNT 1 1"
22-17-04.338000,[0] 0 79
22-17-04.338000,""""
22-17-04.339000,"""Sensor: 2. RSSI: 67"""
22-17-04.342000,"""Sensor: 1. RSSI: 60"""
22-17-04.347000,"""COUNT 1 1"
22-17-04.347000,[0] 0 79
22-17-04.348000,""""
22-17-04.350000,"""Sensor: 1. RSSI: 60"""
22-17-04.355000,"""Sensor: 2. RSSI: 67"""
22-17-04.356000,"""COUNT 1 1"
22-17-04.356000,[0] 0 0
22-17-04.357000,""""
22-17-04.358000,"""Sensor: 1. RSSI: 60"""
22-17-04.363000,"""Sensor: 2. RSSI: 66"""
22-17-04.367000,"""COUNT 1 1"
22-17-04.367000,[0] 0 79
22-17-04.367000,""""
22-17-04.368000,"""Sensor: 1. RSSI: 60"""
22-17-04.371000,"""Sensor: 2. RSSI: 67"""
22-17-04.376000,"""COUNT 1 1"
22-17-04.377000,[0] 0 0
22-17-04.377000,""""
22-17-04.379000,"""Sensor: 1. RSSI: 60"""
22-17-04.384000,"""Sensor: 2. RSSI: 67"""
22-17-04.386000,"""COUNT 1 1"
22-17-04.387000,[0] 0 0
22-17-04.388000,""""
22-17-04.388000,"""Sensor: 1. RSSI: 60"""
22-17-04.391000,"""Sensor: 2. RSSI: 66"""
22-17-04.397000,"""COUNT 1 1"
22-17-04.397000,[0] 0 79
22-17-04.398000,""""
22-17-04.401000,"""Sensor: 2. RSSI: 67"""
22-17-04.405000,"""Sensor: 1. RSSI: 60"""
22-17-04.407000,"""COUNT 1 1"
22-17-04.407000,[0] 0 79
22-17-04.408000,""""
22-17-04.408000,"""Sensor: 2. RSSI: 66"""
22-17-04.412000,"""Sensor: 1. RSSI: 60"""
22-17-04.416000,"""COUNT 1 1"
22-17-04.416000,[0] 0 79
22-17-04.417000,""""
22-17-04.420000,"""Sensor: 1. RSSI: 60"""
22-17-04.425000,"""Sensor: 2. RSSI: 67"""
22-17-04.427000,"""COUNT 1 1"
22-17-04.427000,[0] 0 78
22-17-04.428000,""""
22-17-04.429000,"""Sensor: 1. RSSI: 60"""
22-17-04.432000,"""Sensor: 2. RSSI: 67"""
22-17-04.436000,"""COUNT 1 1"
22-17-04.436000,[0] 0 0
22-17-04.437000,""""
22-17-04.437000,"""Sensor: 1. RSSI: 60"""
22-17-04.441000,"""Sensor: 2. RSSI: 66"""
22-17-04.446000,"""COUNT 1 1"
22-17-04.446000,[0] 0 0
22-17-04.447000,""""
22-17-04.449000,"""Sensor: 1. RSSI: 60"""
22-17-04.455000,"""COUNT 1 0"
22-17-04.455000,[0] 0 0
22-17-04.456000,""""
22-17-04.456000,"""Sensor: 1. RSSI: 60"""
22-17-04.465000,"""COUNT 1 0"
22-17-04.465000,[0] 0 0
22-17-04.466000,""""
22-17-04.469000,"""Sensor: 2. RSSI: 67"""
22-17-04.473000,"""Sensor: 1. RSSI: 60"""
22-17-04.476000,"""COUNT 1 1"
22-17-04.476000,[0] 0 79
22-17-04.477000,[0] 0 79
22-17-04.477000,""""
22-17-04.478000,"""Sensor: 2. RSSI: 67"""
22-17-04.481000,"""Sensor: 1. RSSI: 60"""
22-17-04.485000,"""COUNT 1 1"
22-17-04.486000,[0] 0 79
22-17-04.486000,""""
22-17-04.489000,"""Sensor: 1. RSSI: 60"""
22-17-04.494000,"""Sensor: 2. RSSI: 67"""
22-17-04.495000,"""COUNT 1 1"
22-17-04.496000,[0] 0 0
22-17-04.497000,""""
22-17-04.498000,"""Sensor: 1. RSSI: 60"""
22-17-04.503000,"""Sensor: 2. RSSI: 66"""
22-17-04.505000,"""COUNT 1 1"
22-17-04.506000,[0] 0 80
22-17-04.507000,""""
22-17-04.507000,"""Sensor: 1. RSSI: 60"""
22-17-04.510000,"""Sensor: 2. RSSI: 66"""
22-17-04.515000,"""COUNT 1 1"
22-17-04.516000,[0] 0 0
22-17-04.516000,""""
22-17-04.518000,"""Sensor: 1. RSSI: 60"""
22-17-04.523000,"""Sensor: 2. RSSI: 67"""
22-17-04.525000,"""COUNT 1 1"
22-17-04.526000,[0] 0 0
22-17-04.526000,""""
22-17-04.527000,"""Sensor: 1. RSSI: 60"""
22-17-04.531000,"""Sensor: 2. RSSI: 66"""
22-17-04.536000,"""COUNT 1 1"
22-17-04.537000,[0] 0 79
22-17-04.537000,""""
22-17-04.540000,"""Sensor: 2. RSSI: 67"""
22-17-04.545000,"""Sensor: 1. RSSI: 60"""
22-17-04.547000,"""COUNT 1 1"
22-17-04.548000,[0] 0 79
22-17-04.548000,""""
22-17-04.549000,"""Sensor: 2. RSSI: 66"""
22-17-04.553000,"""Sensor: 1. RSSI: 60"""
22-17-04.556000,"""COUNT 1 1"
22-17-04.557000,[0] 0 80
22-17-04.557000,""""
22-17-04.560000,"""Sensor: 1. RSSI: 60"""
22-17-04.565000,"""Sensor: 2. RSSI: 66"""
22-17-04.566000,"""COUNT 1 1"
22-17-04.566000,[0] 0 0
22-17-04.566000,""""
22-17-04.568000,"""Sensor: 1. RSSI: 60"""
22-17-04.572000,"""Sensor: 2. RSSI: 67"""
22-17-04.576000,"""COUNT 1 1"
22-17-04.576000,[0] 0 79
22-17-04.576000,""""
22-17-04.577000,"""Sensor: 1. RSSI: 60"""
22-17-04.580000,"""Sensor: 2. RSSI: 66"""
22-17-04.585000,"""COUNT 1 1"
22-17-04.586000,[0] 0 0
22-17-04.586000,""""
22-17-04.588000,"""Sensor: 1. RSSI: 60"""
22-17-04.593000,"""Sensor: 2. RSSI: 67"""
22-17-04.595000,"""COUNT 1 1"
22-17-04.596000,[0] 0 0
22-17-04.596000,""""
22-17-04.597000,"""Sensor: 1. RSSI: 60"""
22-17-04.601000,"""Sensor: 2. RSSI: 66"""
22-17-04.606000,"""COUNT 1 1"
22-17-04.606000,[0] 0 79
22-17-04.607000,""""
22-17-04.609000,"""Sensor: 2. RSSI: 66"""
22-17-04.616000,"""COUNT 0 1"
22-17-04.617000,[0] 0 0
22-17-04.617000,""""
22-17-04.618000,"""Sensor: 2. RSSI: 66"""
22-17-04.622000,"""Sensor: 1. RSSI: 60"""
22-17-04.626000,"""COUNT 1 1"
22-17-04.628000,[0] 0 0
22-17-04.629000,""""
22-17-04.630000,"""Sensor: 1. RSSI: 60"""
22-17-04.635000,"""Sensor: 2. RSSI: 67"""
22-17-04.636000,"""COUNT 1 1"
22-17-04.636000,[0] 0 0
22-17-04.638000,""""
22-17-04.639000,"""Sensor: 1. RSSI: 60"""
22-17-04.645000,"""COUNT 1 0"
22-17-04.646000,[0] 0 79
22-17-04.646000,""""
22-17-04.648000,"""Sensor: 1. RSSI: 60"""
22-17-04.650000,"""Sensor: 2. RSSI: 66"""
22-17-04.656000,"""COUNT 1 1"
22-17-04.656000,[0] 0 0
22-17-04.656000,""""
22-17-04.660000,"""Sensor: 1. RSSI: 60"""
22-17-04.664000,"""Sensor: 2. RSSI: 67"""
22-17-04.666000,"""COUNT 1 1"
22-17-04.668000,[0] 0 0
22-17-04.668000,""""
22-17-04.669000,"""Sensor: 1. RSSI: 60"""
22-17-04.676000,"""COUNT 1 0"
22-17-04.682000,[0] 0 78
22-17-04.683000,""""
22-17-04.684000,"""Sensor: 2. RSSI: 66"""
22-17-04.685000,"""Sensor: 1. RSSI: 60"""
22-17-04.687000,"""COUNT 1 1"
22-17-04.688000,[0] 0 79
22-17-04.688000,""""
22-17-04.689000,"""Sensor: 2. RSSI: 66"""
22-17-04.692000,"""Sensor: 1. RSSI: 60"""
22-17-04.696000,"""COUNT 1 1"
22-17-04.697000,[0] 0 79
22-17-04.698000,""""
22-17-04.701000,"""Sensor: 1. RSSI: 60"""
22-17-04.705000,"""Sensor: 2. RSSI: 67"""
22-17-04.707000,"""COUNT 1 1"
22-17-04.707000,[0] 0 78
22-17-04.708000,""""
22-17-04.709000,"""Sensor: 1. RSSI: 60"""
22-17-04.713000,"""Sensor: 2. RSSI: 67"""
22-17-04.716000,"""COUNT 1 1"
22-17-04.717000,[0] 0 78
22-17-04.718000,""""
22-17-04.718000,"""Sensor: 1. RSSI: 60"""
22-17-04.721000,"""Sensor: 2. RSSI: 67"""
22-17-04.727000,"""COUNT 1 1"
22-17-04.728000,[0] 0 0
22-17-04.728000,""""
22-17-04.734000,"""Sensor: 2. RSSI: 67"""
22-17-04.736000,"""COUNT 0 1"
22-17-04.736000,[0] 0 0
22-17-04.737000,""""
22-17-04.738000,"""Sensor: 1. RSSI: 60"""
22-17-04.742000,"""Sensor: 2. RSSI: 66"""
22-17-04.746000,"""COUNT 1 1"
22-17-04.747000,[0] 0 78
22-17-04.748000,""""
22-17-04.750000,"""Sensor: 2. RSSI: 67"""
22-17-04.754000,"""Sensor: 1. RSSI: 60"""
22-17-04.757000,"""COUNT 1 1"
22-17-04.758000,[0] 0 80
22-17-04.760000,""""
22-17-04.761000,"""Sensor: 2. RSSI: 67"""
22-17-04.762000,"""Sensor: 1. RSSI: 60"""
22-17-04.766000,"""COUNT 1 1"
22-17-04.766000,[0] 0 78
22-17-04.767000,""""
22-17-04.770000,"""Sensor: 1. RSSI: 60"""
22-17-04.775000,"""Sensor: 2. RSSI: 66"""
22-17-04.776000,"""COUNT 1 1"
22-17-04.777000,[0] 0 79
22-17-04.777000,""""
22-17-04.779000,"""Sensor: 1. RSSI: 60"""
22-17-04.783000,"""Sensor: 2. RSSI: 67"""
22-17-04.786000,"""COUNT 1 1"
22-17-04.787000,[0] 0 79
22-17-04.787000,""""
22-17-04.788000,"""Sensor: 1. RSSI: 60"""
22-17-04.792000,"""Sensor: 2. RSSI: 67"""
22-17-04.796000,"""COUNT 1 1"
22-17-04.797000,[0] 0 0
22-17-04.797000,""""
22-17-04.798000,""""
22-17-04.799000,"""Sensor: 1. RSSI: 60"""
22-17-04.803000,"""Sensor: 2. RSSI: 66"""
22-17-04.806000,"""COUNT 1 1"
22-17-04.806000,[0] 0 0
22-17-04.807000,""""
22-17-04.808000,"""Sensor: 1. RSSI: 60"""
22-17-04.811000,"""Sensor: 2. RSSI: 67"""
22-17-04.816000,"""COUNT 1 1"
22-17-04.817000,[0] 0 78
22-17-04.817000,""""
22-17-04.820000,"""Sensor: 2. RSSI: 67"""
22-17-04.824000,"""Sensor: 1. RSSI: 60"""
22-17-04.827000,"""COUNT 1 1"
22-17-04.828000,[0] 0 78
22-17-04.828000,""""
22-17-04.828000,"""Sensor: 2. RSSI: 66"""
22-17-04.833000,"""Sensor: 1. RSSI: 60"""
22-17-04.836000,"""COUNT 1 1"
22-17-04.836000,[0] 0 78
22-17-04.836000,""""
22-17-04.840000,"""Sensor: 1. RSSI: 60"""
22-17-04.845000,"""Sensor: 2. RSSI: 67"""
22-17-04.847000,"""COUNT 1 1"
22-17-04.848000,[0] 0 78
22-17-04.850000,""""
22-17-04.851000,"""Sensor: 1. RSSI: 60"""
22-17-04.853000,"""Sensor: 2. RSSI: 66"""
22-17-04.855000,"""COUNT 1 1"
22-17-04.856000,[0] 0 80
22-17-04.856000,""""
22-17-04.860000,"""Sensor: 1. RSSI: 60"""
22-17-04.860000,"""Sensor: 2. RSSI: 67"""
22-17-04.866000,"""COUNT 1 1"
22-17-04.867000,[0] 0 0
22-17-04.868000,""""
22-17-04.869000,"""Sensor: 1. RSSI: 60"""
22-17-04.874000,"""Sensor: 2. RSSI: 66"""
22-17-04.876000,"""COUNT 1 1"
22-17-04.877000,[0] 0 0
22-17-04.878000,""""
22-17-04.879000,"""Sensor: 1. RSSI: 60"""
22-17-04.885000,"""COUNT 1 0"
22-17-04.887000,[0] 0 79
22-17-04.887000,""""
22-17-04.890000,"""Sensor: 2. RSSI: 67"""
22-17-04.893000,"""Sensor: 1. RSSI: 60"""
22-17-04.896000,"""COUNT 1 1"
22-17-04.896000,[0] 0 78
22-17-04.897000,""""
22-17-04.897000,"""Sensor: 2. RSSI: 67"""
22-17-04.901000,"""Sensor: 1. RSSI: 60"""
22-17-04.905000,"""COUNT 1 1"
22-17-04.906000,[0] 0 78
22-17-04.907000,""""
22-17-04.914000,"""Sensor: 2. RSSI: 67"""
22-17-04.915000,"""COUNT 0 1"
22-17-04.916000,[0] 0 0
22-17-04.916000,""""
22-17-04.918000,"""Sensor: 1. RSSI: 60"""
22-17-04.923000,"""Sensor: 2. RSSI: 67"""
22-17-04.925000,"""COUNT 1 1"
22-17-04.927000,[0] 0 78
22-17-04.927000,""""
22-17-04.928000,"""Sensor: 1. RSSI: 60"""
22-17-04.931000,"""Sensor: 2. RSSI: 67"""
