20-01-43.630000,"ÿ""Scanner enabled\r\n""" 
20-02-00.539000,"""COUNT 1 1"
20-02-00.542000,[0] 0 0
20-02-00.542000,[1] 0 0
20-02-00.543000,""""
20-02-00.543000,"""type 4, info: sync"""
20-02-00.546000,"""Sensor: 1. RSSI: 66"""
20-02-00.550000,"""Sensor: 2. RSSI: 62"""
20-02-00.551000,"""COUNT 1 1"
20-02-00.552000,[0] 0 0
20-02-00.552000,[1] 47 0
20-02-00.553000,""""
20-02-00.553000,"""type 4, info: sync"""
20-02-00.554000,"""Sensor: 1. RSSI: 66"""
20-02-00.560000,"""Sensor: 2. RSSI: 62"""
20-02-00.561000,"""COUNT 1 1"
20-02-00.563000,[0] 0 0
20-02-00.563000,[1] 47 0
20-02-00.564000,""""
20-02-00.565000,"""type 4, info: sync"""
20-02-00.565000,"""Sensor: 1. RSSI: 66"""
20-02-00.566000,"""Sensor: 2. RSSI: 62"""
20-02-00.566000,"""COUNT 1 1"
20-02-00.571000,[0] 0 0
20-02-00.571000,[1] 47 0
20-02-00.572000,""""
20-02-00.572000,"""type 4, info: sync"""
20-02-00.573000,"""Sensor: 2. RSSI: 62"""
20-02-00.573000,"""Sensor: 1. RSSI: 66"""
20-02-00.574000,"""COUNT 1 1"
20-02-00.574000,[0] 0 0
20-02-00.575000,[1] 47 0
20-02-00.575000,""""
20-02-00.576000,"""type 4, info: sync"""
20-02-00.576000,"""Sensor: 2. RSSI: 62"""
20-02-00.577000,"""Sensor: 1. RSSI: 66"""
20-02-00.578000,"""Sensor: 2. RSSI: 62"""
20-02-00.586000,"""COUNT 1 2"
20-02-00.587000,[0] 0 0
20-02-00.587000,[1] 47 0
20-02-00.590000,""""
20-02-00.591000,"""type 4, info: sync"""
20-02-00.591000,"""Sensor: 1. RSSI: 66"""
20-02-00.592000,"""COUNT 1 0"
20-02-00.592000,[0] 0 0
20-02-00.593000,[1] 0 0
20-02-00.593000,""""
20-02-00.594000,"""type 4, info: sync"""
20-02-00.594000,"""Sensor: 2. RSSI: 62"""
20-02-00.602000,"""Sensor: 1. RSSI: 66"""
20-02-00.602000,"""COUNT 1 1"
20-02-00.602000,[0] 0 0
20-02-00.603000,[1] 47 0
20-02-00.603000,""""
20-02-00.604000,"""type 4, info: sync"""
20-02-00.604000,"""Sensor: 1. RSSI: 66"""
20-02-00.605000,"""COUNT 1 0"
20-02-00.605000,[0] 0 0
20-02-00.606000,[1] 0 0
20-02-00.606000,""""
20-02-00.607000,"""type 4, info: sync"""
20-02-00.607000,"""Sensor: 2. RSSI: 62"""
20-02-00.608000,"""Sensor: 1. RSSI: 66"""
20-02-00.608000,"""COUNT 1 1"
20-02-00.609000,[0] 0 0
20-02-00.609000,[1] 47 0
20-02-00.615000,""""
20-02-00.616000,"""type 4, info: sync"""
20-02-00.616000,"""Sensor: 2. RSSI: 62"""
20-02-00.617000,"""Sensor: 1. RSSI: 65"""
20-02-00.617000,"""Sensor: 2. RSSI: 62"""
20-02-00.619000,"""COUNT 1 2"
20-02-00.620000,[0] 0 0
20-02-00.620000,[1] 47 0
20-02-00.621000,""""
20-02-00.621000,"""type 4, info: sync"""
20-02-00.624000,"""Sensor: 2. RSSI: 62"""
20-02-00.626000,"""Sensor: 1. RSSI: 66"""
20-02-00.630000,"""COUNT 1 1"
20-02-00.631000,[0] 0 0
20-02-00.631000,[1] 47 0
20-02-00.632000,""""
20-02-00.632000,"""type 4, info: sync"""
20-02-00.633000,"""Sensor: 2. RSSI: 62"""
20-02-00.634000,"""Sensor: 1. RSSI: 66"""
20-02-00.638000,"""COUNT 1 1"
20-02-00.638000,[0] 0 0
20-02-00.639000,[1] 47 0
20-02-00.640000,""""
20-02-00.640000,"""type 4, info: sync"""
20-02-00.642000,"""Sensor: 1. RSSI: 66"""
20-02-00.646000,"""Sensor: 2. RSSI: 62"""
20-02-00.648000,"""COUNT 1 1"
20-02-00.648000,[0] 0 0
20-02-00.650000,[1] 47 0
20-02-00.651000,""""
20-02-00.652000,"""type 4, info: sync"""
20-02-00.652000,"""Sensor: 1. RSSI: 66"""
20-02-00.653000,"""Sensor: 2. RSSI: 62"""
20-02-00.659000,"""COUNT 1 1"
20-02-00.660000,[0] 0 0
20-02-00.660000,[1] 47 0
20-02-00.661000,""""
20-02-00.661000,"""type 4, info: sync"""
20-02-00.662000,"""Sensor: 1. RSSI: 66"""
20-02-00.663000,"""Sensor: 2. RSSI: 62"""
20-02-00.668000,"""COUNT 1 1"
20-02-00.669000,[0] 0 0
20-02-00.669000,[1] 48 0
20-02-00.670000,""""
20-02-00.670000,"""type 4, info: sync"""
20-02-00.672000,"""Sensor: 2. RSSI: 62"""
20-02-00.673000,"""Sensor: 1. RSSI: 66"""
20-02-00.678000,"""COUNT 1 1"
20-02-00.679000,[0] 0 0
20-02-00.680000,[1] 47 0
20-02-00.680000,""""
20-02-00.681000,"""type 4, info: sync"""
20-02-00.682000,"""Sensor: 1. RSSI: 66"""
20-02-00.687000,"""Sensor: 2. RSSI: 62"""
20-02-00.689000,"""COUNT 1 1"
20-02-00.692000,[0] 0 0
20-02-00.692000,[1] 47 0
20-02-00.693000,""""
20-02-00.693000,"""type 4, info: sync"""
20-02-00.695000,"""Sensor: 2. RSSI: 62"""
20-02-00.698000,"""Sensor: 1. RSSI: 66"""
20-02-00.699000,"""COUNT 1 1"
20-02-00.699000,[0] 0 0
20-02-00.700000,[1] 47 0
20-02-00.700000,""""
20-02-00.701000,"""type 4, info: sync"""
20-02-00.703000,"""Sensor: 2. RSSI: 62"""
20-02-00.706000,"""Sensor: 1. RSSI: 66"""
20-02-00.708000,"""COUNT 1 1"
20-02-00.709000,[0] 0 0
20-02-00.709000,[1] 47 0
20-02-00.710000,""""
20-02-00.711000,"""type 4, info: sync"""
20-02-00.712000,"""Sensor: 1. RSSI: 66"""
20-02-00.716000,"""Sensor: 2. RSSI: 62"""
20-02-00.718000,"""COUNT 1 1"
20-02-00.719000,[0] 0 0
20-02-00.720000,[1] 47 0
20-02-00.721000,""""
20-02-00.723000,"""type 4, info: sync"""
20-02-00.723000,"""Sensor: 1. RSSI: 66"""
20-02-00.724000,"""Sensor: 2. RSSI: 62"""
20-02-00.728000,"""COUNT 1 1"
20-02-00.729000,[0] 0 0
20-02-00.730000,[1] 47 0
20-02-00.730000,""""
20-02-00.731000,""""
20-02-00.731000,"""type 4, info: sync"""
20-02-00.732000,"""Sensor: 1. RSSI: 66"""
20-02-00.733000,"""Sensor: 2. RSSI: 62"""
20-02-00.738000,"""COUNT 1 1"
20-02-00.739000,[0] 0 0
20-02-00.740000,[1] 47 0
20-02-00.740000,""""
20-02-00.741000,"""type 4, info: sync"""
20-02-00.742000,"""Sensor: 2. RSSI: 62"""
20-02-00.746000,"""Sensor: 1. RSSI: 66"""
20-02-00.754000,"""COUNT 1 1"
20-02-00.755000,[0] 0 0
20-02-00.755000,[1] 47 0
20-02-00.756000,""""
20-02-00.756000,"""type 4, info: sync"""
20-02-00.757000,"""Sensor: 2. RSSI: 62"""
20-02-00.757000,"""Sensor: 1. RSSI: 66"""
20-02-00.758000,"""COUNT 1 1"
20-02-00.759000,[0] 0 0
20-02-00.759000,[1] 0 0
20-02-00.760000,""""
20-02-00.760000,"""type 4, info: sync"""
20-02-00.762000,"""Sensor: 1. RSSI: 66"""
20-02-00.766000,"""Sensor: 2. RSSI: 62"""
20-02-00.769000,"""COUNT 1 1"
20-02-00.770000,[0] 0 0
20-02-00.770000,[1] 48 0
20-02-00.771000,""""
20-02-00.771000,"""type 4, info: sync"""
20-02-00.776000,"""Sensor: 2. RSSI: 62"""
20-02-00.778000,"""COUNT 0 1"
20-02-00.778000,[0] 0 0
20-02-00.780000,[1] 47 0
20-02-00.780000,""""
20-02-00.781000,"""type 4, info: sync"""
20-02-00.782000,"""Sensor: 1. RSSI: 66"""
20-02-00.785000,"""Sensor: 2. RSSI: 62"""
20-02-00.789000,"""COUNT 1 1"
20-02-00.789000,[0] 0 0
20-02-00.790000,[1] 47 0
20-02-00.791000,""""
20-02-00.791000,"""type 4, info: sync"""
20-02-00.795000,"""Sensor: 1. RSSI: 66"""
20-02-00.798000,"""COUNT 1 0"
20-02-00.802000,[0] 0 0
20-02-00.802000,[1] 47 0
20-02-00.803000,""""
20-02-00.803000,"""type 4, info: sync"""
20-02-00.804000,"""Sensor: 2. RSSI: 62"""
20-02-00.804000,"""Sensor: 1. RSSI: 66"""
20-02-00.808000,"""COUNT 1 1"
20-02-00.809000,[0] 0 0
20-02-00.812000,[1] 0 0
20-02-00.812000,""""
20-02-00.813000,"""type 4, info: sync"""
20-02-00.816000,"""Sensor: 1. RSSI: 66"""
20-02-00.817000,"""Sensor: 2. RSSI: 62"""
20-02-00.818000,"""COUNT 1 1"
20-02-00.819000,[0] 0 0
20-02-00.820000,[1] 47 0
20-02-00.822000,""""
20-02-00.823000,"""type 4, info: sync"""
20-02-00.824000,"""Sensor: 1. RSSI: 66"""
20-02-00.824000,"""Sensor: 2. RSSI: 62"""
20-02-00.828000,"""COUNT 1 1"
20-02-00.829000,"""COUNT 1 1"
20-02-00.830000,[0] 0 0
20-02-00.830000,[1] 47 0
20-02-00.833000,""""
20-02-00.834000,"""type 4, info: sync"""
20-02-00.834000,"""Sensor: 2. RSSI: 62"""
20-02-00.838000,"""COUNT 0 1"
20-02-00.838000,[0] 0 0
20-02-00.839000,[1] 0 0
20-02-00.839000,""""
20-02-00.840000,"""type 4, info: sync"""
20-02-00.841000,"""Sensor: 2. RSSI: 62"""
20-02-00.844000,"""Sensor: 1. RSSI: 66"""
20-02-00.849000,"""COUNT 1 1"
20-02-00.849000,[0] 0 0
20-02-00.850000,[1] 47 0
20-02-00.850000,""""
20-02-00.851000,"""type 4, info: sync"""
20-02-00.852000,"""Sensor: 2. RSSI: 62"""
20-02-00.856000,"""Sensor: 1. RSSI: 66"""
20-02-00.857000,"""Sensor: 2. RSSI: 62"""
20-02-00.860000,"""COUNT 1 2"
20-02-00.860000,[0] 0 0
20-02-00.861000,[1] 47 0
20-02-00.861000,""""
20-02-00.862000,"""type 4, info: sync"""
20-02-00.864000,"""Sensor: 2. RSSI: 62"""
20-02-00.867000,"""Sensor: 1. RSSI: 66"""
20-02-00.868000,"""COUNT 1 1"
20-02-00.869000,[0] 0 0
20-02-00.869000,[1] 47 0
20-02-00.869000,""""
20-02-00.870000,"""type 4, info: sync"""
20-02-00.872000,"""Sensor: 2. RSSI: 62"""
20-02-00.874000,"""Sensor: 1. RSSI: 66"""
20-02-00.879000,"""COUNT 1 1"
20-02-00.886000,[0] 0 0
20-02-00.887000,[1] 47 0
20-02-00.887000,""""
20-02-00.888000,"""type 4, info: sync"""
20-02-00.888000,"""Sensor: 1. RSSI: 66"""
20-02-00.889000,"""Sensor: 2. RSSI: 62"""
20-02-00.889000,"""COUNT 1 1"
20-02-00.890000,[0] 0 0
20-02-00.890000,[1] 47 0
20-02-00.891000,""""
20-02-00.891000,"""type 4, info: sync"""
20-02-00.897000,"""COUNT 0 0"
20-02-00.899000,[0] 0 0
20-02-00.900000,[1] 0 0
20-02-00.901000,""""
20-02-00.901000,"""type 4, info: sync"""
20-02-00.902000,"""Sensor: 1. RSSI: 66"""
20-02-00.902000,"""Sensor: 2. RSSI: 62"""
20-02-00.908000,"""COUNT 1 1"
20-02-00.910000,[0] 0 0
20-02-00.910000,[1] 47 0
20-02-00.911000,""""
20-02-00.912000,"""type 4, info: sync"""
20-02-00.913000,"""Sensor: 2. RSSI: 62"""
20-02-00.913000,"""Sensor: 1. RSSI: 66"""
20-02-00.918000,"""COUNT 1 1"
20-02-00.920000,[0] 0 0
20-02-00.920000,[1] 47 0
20-02-00.921000,""""
20-02-00.921000,"""type 4, info: sync"""
20-02-00.927000,"""Sensor: 2. RSSI: 62"""
20-02-00.929000,"""COUNT 0 1"
20-02-00.930000,[0] 0 0
20-02-00.931000,[1] 47 0
20-02-00.931000,""""
20-02-00.932000,"""type 4, info: sync"""
20-02-00.935000,"""Sensor: 2. RSSI: 62"""
20-02-00.936000,"""Sensor: 1. RSSI: 66"""
20-02-00.939000,"""COUNT 1 1"
20-02-00.942000,[0] 0 0
20-02-00.943000,[1] 47 0
20-02-00.943000,""""
20-02-00.944000,"""type 4, info: sync"""
20-02-00.945000,"""Sensor: 2. RSSI: 62"""
20-02-00.945000,"""Sensor: 1. RSSI: 66"""
20-02-00.947000,"""COUNT 1 1"
20-02-00.948000,[0] 0 0
20-02-00.949000,[1] 47 0
20-02-00.949000,""""
20-02-00.950000,"""type 4, info: sync"""
20-02-00.953000,"""Sensor: 1. RSSI: 66"""
20-02-00.955000,"""Sensor: 2. RSSI: 62"""
20-02-00.958000,"""COUNT 1 1"
20-02-00.958000,[0] 0 0
20-02-00.959000,[1] 47 0
20-02-00.960000,""""
20-02-00.963000,"""type 4, info: sync"""
20-02-00.963000,"""Sensor: 1. RSSI: 66"""
20-02-00.964000,"""Sensor: 2. RSSI: 62"""
20-02-00.968000,"""COUNT 1 1"
20-02-00.968000,[0] 0 0
20-02-00.969000,[1] 47 0
20-02-00.970000,""""
20-02-00.974000,"""type 4, info: sync"""
20-02-00.975000,"""Sensor: 1. RSSI: 66"""
20-02-00.975000,"""Sensor: 2. RSSI: 62"""
20-02-00.978000,"""COUNT 1 1"
20-02-00.978000,[0] 0 0
20-02-00.979000,[1] 47 0
20-02-00.980000,""""
20-02-00.981000,"""type 4, info: sync"""
20-02-00.981000,"""Sensor: 2. RSSI: 62"""
20-02-00.987000,"""COUNT 0 1"
20-02-00.989000,[0] 0 0
20-02-00.989000,[1] 47 0
20-02-00.990000,""""
20-02-00.990000,"""type 4, info: sync"""
20-02-00.991000,"""Sensor: 2. RSSI: 62"""
20-02-00.993000,"""Sensor: 1. RSSI: 66"""
20-02-00.997000,"""COUNT 1 1"
20-02-00.998000,[0] 0 0
20-02-00.999000,[1] 0 0
20-02-00.999000,""""
20-02-01.000000,"""type 4, info: sync"""
20-02-01.001000,"""Sensor: 1. RSSI: 66"""
20-02-01.009000,"""Sensor: 2. RSSI: 62"""
20-02-01.009000,"""COUNT 1 1"
20-02-01.010000,[0] 0 0
20-02-01.010000,[1] 47 0
20-02-01.011000,""""
20-02-01.011000,"""type 4, info: sync"""
20-02-01.012000,"""Sensor: 1. RSSI: 66"""
20-02-01.014000,"""Sensor: 2. RSSI: 62"""
20-02-01.018000,"""COUNT 1 1"
20-02-01.020000,[0] 0 0
20-02-01.020000,[1] 47 0
20-02-01.021000,""""
20-02-01.021000,"""type 4, info: sync"""
20-02-01.022000,"""Sensor: 1. RSSI: 66"""
20-02-01.023000,"""Sensor: 2. RSSI: 62"""
20-02-01.028000,"""COUNT 1 1"
20-02-01.030000,[0] 0 0
20-02-01.031000,[1] 47 0
20-02-01.033000,""""
20-02-01.034000,"""type 4, info: sync"""
20-02-01.034000,"""Sensor: 2. RSSI: 62"""
20-02-01.036000,"""Sensor: 1. RSSI: 66"""
20-02-01.038000,"""COUNT 1 1"
20-02-01.040000,[0] 0 0
20-02-01.040000,[1] 47 0
20-02-01.041000,""""
20-02-01.042000,"""type 4, info: sync"""
20-02-01.042000,"""Sensor: 2. RSSI: 62"""
20-02-01.043000,"""Sensor: 1. RSSI: 66"""
20-02-01.049000,"""COUNT 1 1"
20-02-01.051000,[0] 0 0
20-02-01.051000,[1] 0 0
20-02-01.052000,""""
20-02-01.052000,"""type 4, info: sync"""
20-02-01.053000,"""Sensor: 1. RSSI: 65"""
20-02-01.056000,"""Sensor: 2. RSSI: 62"""
20-02-01.058000,"""COUNT 1 1"
20-02-01.060000,[0] 0 0
20-02-01.060000,[1] 47 0
20-02-01.061000,""""
20-02-01.061000,"""type 4, info: sync"""
20-02-01.062000,"""Sensor: 1. RSSI: 66"""
20-02-01.065000,"""Sensor: 2. RSSI: 62"""
20-02-01.068000,"""COUNT 1 1"
20-02-01.075000,[0] 0 0
20-02-01.075000,[1] 47 0
20-02-01.076000,""""
20-02-01.076000,"""type 4, info: sync"""
20-02-01.077000,"""Sensor: 1. RSSI: 66"""
20-02-01.077000,"""Sensor: 2. RSSI: 62"""
20-02-01.078000,"""COUNT 1 1"
20-02-01.079000,[0] 0 0
20-02-01.079000,[1] 47 0
20-02-01.080000,""""
20-02-01.081000,"""type 4, info: sync"""
20-02-01.081000,"""Sensor: 2. RSSI: 62"""
20-02-01.086000,"""Sensor: 1. RSSI: 66"""
20-02-01.088000,"""COUNT 1 1"
20-02-01.089000,[0] 0 0
20-02-01.090000,[1] 47 0
20-02-01.090000,""""
20-02-01.091000,"""type 4, info: sync"""
20-02-01.092000,"""Sensor: 2. RSSI: 62"""
20-02-01.094000,"""Sensor: 1. RSSI: 65"""
20-02-01.103000,"""COUNT 1 1"
20-02-01.104000,[0] 0 0
20-02-01.104000,[1] 0 0
20-02-01.105000,""""
20-02-01.105000,"""type 4, info: sync"""
20-02-01.106000,"""Sensor: 1. RSSI: 66"""
20-02-01.106000,"""Sensor: 2. RSSI: 62"""
20-02-01.108000,"""COUNT 1 1"
20-02-01.109000,[0] 0 0
20-02-01.110000,[1] 47 0
20-02-01.111000,""""
20-02-01.115000,"""type 4, info: sync"""
20-02-01.115000,"""Sensor: 1. RSSI: 66"""
20-02-01.116000,"""Sensor: 2. RSSI: 62"""
20-02-01.118000,"""COUNT 1 1"
20-02-01.119000,[0] 0 0
20-02-01.120000,[1] 47 0
20-02-01.120000,""""
20-02-01.121000,"""type 4, info: sync"""
20-02-01.122000,"""Sensor: 1. RSSI: 66"""
20-02-01.123000,"""Sensor: 2. RSSI: 62"""
20-02-01.128000,"""COUNT 1 1"
20-02-01.131000,[0] 0 0
20-02-01.132000,[1] 47 0
20-02-01.132000,""""
20-02-01.132000,"""type 4, info: sync"""
20-02-01.135000,"""Sensor: 2. RSSI: 62"""
20-02-01.136000,"""Sensor: 1. RSSI: 66"""
20-02-01.138000,"""COUNT 1 1"
20-02-01.139000,[0] 0 0
20-02-01.139000,[1] 47 0
20-02-01.140000,""""
20-02-01.140000,"""type 4, info: sync"""
20-02-01.142000,"""Sensor: 2. RSSI: 62"""
20-02-01.144000,"""Sensor: 1. RSSI: 66"""
20-02-01.148000,"""COUNT 1 1"
20-02-01.148000,[0] 0 0
20-02-01.149000,[1] 0 0
20-02-01.150000,""""
20-02-01.150000,"""type 4, info: sync"""
20-02-01.152000,"""Sensor: 1. RSSI: 66"""
20-02-01.156000,"""Sensor: 2. RSSI: 62"""
20-02-01.158000,"""COUNT 1 1"
20-02-01.159000,[0] 0 0
20-02-01.160000,[1] 47 0
20-02-01.161000,""""
20-02-01.162000,"""type 4, info: sync"""
20-02-01.163000,"""Sensor: 1. RSSI: 66"""
20-02-01.165000,"""Sensor: 2. RSSI: 62"""
20-02-01.168000,"""COUNT 1 1"
20-02-01.169000,[0] 0 0
20-02-01.169000,[1] 47 0
20-02-01.170000,""""
20-02-01.171000,"""type 4, info: sync"""
20-02-01.172000,"""Sensor: 1. RSSI: 65"""
20-02-01.173000,"""Sensor: 2. RSSI: 62"""
20-02-01.178000,"""COUNT 1 1"
20-02-01.179000,[0] 0 0
20-02-01.179000,[1] 48 0
20-02-01.180000,""""
20-02-01.181000,"""type 4, info: sync"""
20-02-01.182000,"""Sensor: 2. RSSI: 62"""
20-02-01.186000,"""Sensor: 1. RSSI: 66"""
20-02-01.192000,"""COUNT 1 1"
20-02-01.192000,[0] 0 0
20-02-01.193000,[1] 47 0
20-02-01.193000,""""
20-02-01.194000,"""type 4, info: sync"""
20-02-01.196000,"""Sensor: 2. RSSI: 62"""
20-02-01.197000,"""Sensor: 1. RSSI: 66"""
20-02-01.198000,"""COUNT 1 1"
20-02-01.199000,[0] 0 0
20-02-01.199000,[1] 0 0
20-02-01.201000,""""
20-02-01.202000,"""type 4, info: sync"""
20-02-01.203000,"""Sensor: 1. RSSI: 66"""
20-02-01.206000,"""Sensor: 2. RSSI: 62"""
20-02-01.208000,"""COUNT 1 1"
20-02-01.209000,[0] 0 0
20-02-01.209000,[1] 47 0
20-02-01.211000,""""
20-02-01.212000,"""type 4, info: sync"""
20-02-01.212000,"""Sensor: 1. RSSI: 65"""
20-02-01.215000,"""Sensor: 2. RSSI: 62"""
20-02-01.218000,"""COUNT 1 1"
20-02-01.219000,[0] 0 0
20-02-01.221000,[1] 47 0
20-02-01.222000,""""
20-02-01.222000,"""type 4, info: sync"""
20-02-01.223000,"""Sensor: 1. RSSI: 66"""
20-02-01.223000,"""Sensor: 2. RSSI: 62"""
20-02-01.228000,"""COUNT 1 1"
20-02-01.229000,[0] 0 0
20-02-01.232000,[1] 47 0
20-02-01.232000,""""
20-02-01.233000,"""type 4, info: sync"""
20-02-01.233000,"""Sensor: 2. RSSI: 62"""
20-02-01.237000,"""Sensor: 1. RSSI: 65"""
20-02-01.238000,"""COUNT 1 1"
20-02-01.238000,[0] 0 0
20-02-01.239000,[1] 47 0
20-02-01.241000,""""
20-02-01.242000,"""type 4, info: sync"""
20-02-01.242000,"""Sensor: 2. RSSI: 62"""
20-02-01.243000,"""Sensor: 1. RSSI: 66"""
20-02-01.247000,"""COUNT 1 1"
20-02-01.248000,[0] 0 0
20-02-01.248000,[1] 0 0
20-02-01.249000,""""
20-02-01.258000,"""type 4, info: sync"""
20-02-01.258000,"""Sensor: 1. RSSI: 66"""
20-02-01.259000,"""Sensor: 2. RSSI: 62"""
20-02-01.260000,"""COUNT 1 1"
20-02-01.260000,[0] 0 0
20-02-01.261000,[1] 47 0
20-02-01.261000,""""
20-02-01.262000,"""type 4, info: sync"""
20-02-01.262000,"""Sensor: 1. RSSI: 66"""
20-02-01.263000,"""Sensor: 2. RSSI: 62"""
20-02-01.267000,"""COUNT 1 1"
20-02-01.269000,[0] 0 0
20-02-01.269000,[1] 47 0
20-02-01.270000,""""
20-02-01.270000,"""type 4, info: sync"""
20-02-01.271000,"""Sensor: 1. RSSI: 66"""
20-02-01.274000,"""Sensor: 2. RSSI: 62"""
20-02-01.278000,"""COUNT 1 1"
20-02-01.279000,[0] 0 0
20-02-01.279000,[1] 47 0
20-02-01.280000,""""
20-02-01.280000,"""type 4, info: sync"""
20-02-01.281000,"""Sensor: 2. RSSI: 62"""
20-02-01.285000,"""Sensor: 1. RSSI: 66"""
20-02-01.288000,"""COUNT 1 1"
20-02-01.289000,[0] 0 0
20-02-01.289000,[1] 47 0
20-02-01.290000,""""
20-02-01.290000,"""type 4, info: sync"""
20-02-01.292000,"""Sensor: 2. RSSI: 62"""
20-02-01.293000,"""Sensor: 1. RSSI: 66"""
20-02-01.297000,"""COUNT 1 1"
20-02-01.302000,[0] 0 0
20-02-01.302000,[1] 0 0
20-02-01.303000,""""
20-02-01.303000,"""type 4, info: sync"""
20-02-01.304000,"""Sensor: 1. RSSI: 65"""
20-02-01.307000,"""COUNT 1 0"
20-02-01.308000,[0] 0 0
20-02-01.308000,[1] 0 0
20-02-01.309000,""""
20-02-01.309000,"""type 4, info: sync"""
20-02-01.321000,"""Sensor: 1. RSSI: 65"""
20-02-01.322000,"""Sensor: 2. RSSI: 61"""
20-02-01.322000,"""COUNT 1 1"
20-02-01.323000,[0] 0 0
20-02-01.323000,[1] 47 0
20-02-01.323000,""""
20-02-01.324000,"""type 4, info: sync"""
20-02-01.324000,"""Sensor: 1. RSSI: 65"""
20-02-01.325000,"""Sensor: 2. RSSI: 61"""
20-02-01.327000,"""COUNT 1 1"
20-02-01.328000,[0] 0 0
20-02-01.331000,[1] 47 0
20-02-01.332000,""""
20-02-01.333000,"""type 4, info: sync"""
20-02-01.333000,"""Sensor: 2. RSSI: 61"""
20-02-01.334000,"""Sensor: 1. RSSI: 65"""
20-02-01.338000,"""COUNT 1 1"
20-02-01.342000,[0] 0 0
20-02-01.342000,[1] 47 0
20-02-01.343000,""""
20-02-01.343000,"""type 4, info: sync"""
20-02-01.344000,"""Sensor: 2. RSSI: 62"""
20-02-01.344000,"""Sensor: 1. RSSI: 65"""
20-02-01.347000,"""Sensor: 2. RSSI: 61"""
20-02-01.349000,"""COUNT 1 2"
20-02-01.350000,[0] 0 0
20-02-01.357000,[1] 47 0
20-02-01.358000,""""
20-02-01.358000,"""type 4, info: sync"""
20-02-01.362000,"""Sensor: 2. RSSI: 61"""
20-02-01.363000,"""Sensor: 1. RSSI: 66"""
20-02-01.363000,"""COUNT 1 1"
20-02-01.364000,[0] 0 0
20-02-01.365000,[1] 47 0
20-02-01.365000,""""
20-02-01.366000,"""type 4, info: sync"""
20-02-01.368000,"""Sensor: 2. RSSI: 61"""
20-02-01.369000,"""Sensor: 1. RSSI: 66"""
20-02-01.369000,"""COUNT 1 1"
20-02-01.370000,[0] 0 0
20-02-01.370000,[1] 47 0
20-02-01.371000,""""
20-02-01.371000,"""type 4, info: sync"""
20-02-01.372000,"""Sensor: 1. RSSI: 65"""
20-02-01.376000,"""Sensor: 2. RSSI: 62"""
20-02-01.380000,"""COUNT 1 1"
20-02-01.381000,[0] 0 0
20-02-01.382000,[1] 47 0
20-02-01.382000,""""
20-02-01.382000,"""type 4, info: sync"""
20-02-01.383000,"""Sensor: 1. RSSI: 65"""
20-02-01.384000,"""Sensor: 2. RSSI: 61"""
20-02-01.388000,"""COUNT 1 1"
20-02-01.388000,[0] 0 0
20-02-01.389000,[1] 47 0
20-02-01.389000,""""
20-02-01.390000,"""type 4, info: sync"""
20-02-01.391000,"""Sensor: 1. RSSI: 66"""
20-02-01.393000,"""Sensor: 2. RSSI: 61"""
20-02-01.398000,"""COUNT 1 1"
20-02-01.399000,[0] 0 0
20-02-01.399000,[1] 47 0
20-02-01.403000,""""
20-02-01.403000,"""type 4, info: sync"""
20-02-01.404000,"""Sensor: 2. RSSI: 62"""
20-02-01.406000,"""Sensor: 1. RSSI: 66"""
20-02-01.408000,"""COUNT 1 1"
20-02-01.409000,[0] 0 0
20-02-01.410000,[1] 47 0
20-02-01.410000,""""
20-02-01.412000,"""type 4, info: sync"""
20-02-01.414000,"""Sensor: 2. RSSI: 62"""
20-02-01.418000,"""COUNT 0 1"
20-02-01.419000,[0] 0 0
20-02-01.419000,[1] 0 0
20-02-01.420000,""""
20-02-01.420000,"""type 4, info: sync"""
20-02-01.422000,"""Sensor: 1. RSSI: 65"""
20-02-01.426000,"""Sensor: 2. RSSI: 62"""
20-02-01.428000,"""COUNT 1 1"
20-02-01.429000,[0] 0 0
20-02-01.430000,[1] 47 0
20-02-01.430000,""""
20-02-01.431000,"""type 4, info: sync"""
20-02-01.432000,"""Sensor: 1. RSSI: 65"""
20-02-01.434000,"""Sensor: 2. RSSI: 61"""
20-02-01.438000,"""COUNT 1 1"
20-02-01.439000,[0] 0 0
20-02-01.440000,[1] 47 0
20-02-01.440000,""""
20-02-01.440000,"""type 4, info: sync"""
20-02-01.442000,"""Sensor: 1. RSSI: 66"""
20-02-01.444000,"""Sensor: 2. RSSI: 61"""
20-02-01.448000,"""COUNT 1 1"
20-02-01.449000,[0] 0 0
20-02-01.449000,[1] 47 0
20-02-01.449000,""""
20-02-01.450000,"""type 4, info: sync"""
20-02-01.451000,"""Sensor: 2. RSSI: 61"""
20-02-01.457000,"""Sensor: 1. RSSI: 66"""
20-02-01.458000,"""COUNT 1 1"
20-02-01.459000,[0] 0 0
20-02-01.459000,[1] 47 0
20-02-01.460000,""""
20-02-01.461000,"""type 4, info: sync"""
20-02-01.462000,"""Sensor: 2. RSSI: 61"""
20-02-01.463000,"""Sensor: 1. RSSI: 65"""
20-02-01.468000,"""COUNT 1 1"
20-02-01.474000,[0] 0 0
20-02-01.475000,[1] 0 0
20-02-01.476000,""""
20-02-01.476000,"""type 4, info: sync"""
20-02-01.477000,"""Sensor: 1. RSSI: 66"""
20-02-01.477000,"""Sensor: 2. RSSI: 61"""
20-02-01.478000,"""COUNT 1 1"
